"time","outputs1","outputs2","outputs3","outputs4"
0.737,4.08407,3.17839,3.18681,0
0.738,4.06888,3.1814,3.18982,0
0.739,4.05358,3.1844,3.19282,0
0.74,4.03817,3.1874,3.19582,0
0.741,4.02268,3.19039,3.19881,0
0.742,4.0071,3.19338,3.2018,0
0.743,3.99145,3.19636,3.20478,0
0.744,3.97573,3.19934,3.20776,0
0.745,3.95997,3.20231,3.21073,0
0.746,3.94415,3.20528,3.2137,0
0.747,3.92831,3.20824,3.21666,0
0.748,3.91244,3.2112,3.21962,0
0.749,3.89655,3.21415,3.22257,0
0.75,3.88066,3.2171,3.22552,0
0.751,3.86478,3.22004,3.22846,0
0.752,3.84891,3.22298,3.2314,0
0.753,3.83307,3.22591,3.23433,0
0.754,3.81726,3.22884,3.23726,0
0.755,3.80149,3.23176,3.24018,0
0.756,3.78578,3.23468,3.2431,0
0.757,3.77014,3.23759,3.24601,0
0.758,3.75456,3.24049,3.24892,0
0.759,3.73908,3.24339,3.25182,0
0.76,3.72368,3.24629,3.25471,0
0.761,3.70839,3.24918,3.2576,0
0.762,3.69321,3.25207,3.26049,0
0.763,3.67815,3.25495,3.26337,0
0.764,3.66322,3.25782,3.26625,0
0.765,3.64843,3.2607,3.26912,0
0.766,3.63379,3.26356,3.27198,0
0.767,3.6193,3.26642,3.27484,0
0.768,3.60499,3.26928,3.2777,0
0.769,3.59084,3.27213,3.28055,0
0.77,3.57688,3.27497,3.28339,0
0.771,3.56311,3.27781,3.28623,0
0.772,3.54954,3.28064,3.28907,0
0.773,3.53618,3.28347,3.2919,0
0.774,3.52303,3.2863,3.29472,0
0.775,3.5101,3.28912,3.29754,0
0.776,3.4974,3.29193,3.30035,0
0.777,3.48494,3.29474,3.30316,0
0.778,3.47272,3.29754,3.30596,0
0.779,3.46075,3.30034,3.30876,0
0.78,3.44904,3.30313,3.31156,0
0.781,3.43758,3.30592,3.31434,0
0.782,3.4264,3.3087,3.31713,0
0.783,3.41548,3.31148,3.3199,0
0.784,3.40485,3.31425,3.32268,0
0.785,3.3945,3.31702,3.32544,0
0.786,3.38444,3.31978,3.3282,0
0.787,3.37467,3.32254,3.33096,0
0.788,3.36519,3.32529,3.33371,0
0.789,3.35602,3.32803,3.33646,0
0.79,3.34715,3.33078,3.3392,0
0.791,3.33859,3.33351,3.34193,0
0.792,3.33034,3.33624,3.34466,0
0.793,3.32951,3.33541,3.34383,0
0.794,3.32878,3.33468,3.34311,0
0.795,3.32816,3.33406,3.34248,0
0.796,3.32764,3.33354,3.34196,0
0.797,3.32722,3.33312,3.34154,0
0.798,3.32691,3.33281,3.34123,0
0.799,3.3267,3.3326,3.34102,0
0.8,3.32659,3.33249,3.34092,0
0.801,3.32659,3.33249,3.34092,0
0.802,3.3267,3.3326,3.34102,0
0.803,3.32691,3.33281,3.34123,0
0.804,3.32722,3.33312,3.34154,0
0.805,3.32764,3.33354,3.34196,0
0.806,3.32816,3.33406,3.34248,0
0.807,3.32878,3.33468,3.34311,0
0.808,3.32951,3.33541,3.34383,0
0.809,3.33034,3.33624,3.34466,0
0.81,3.33127,3.33717,3.34559,0
0.811,3.3323,3.3382,3.34662,0
0.812,3.33343,3.33933,3.34775,0
0.813,3.33466,3.34056,3.34898,0
0.814,3.33598,3.34188,3.3503,0
0.815,3.3374,3.3433,3.35172,0
0.816,3.33891,3.34481,3.35324,0
0.817,3.34052,3.34642,3.35484,0
0.818,3.34221,3.34812,3.35654,0
0.819,3.344,3.3499,3.35832,0
0.82,3.34587,3.35178,3.3602,0
0.821,3.34783,3.35373,3.36216,0
0.822,3.34988,3.35578,3.3642,0
0.823,3.352,3.3579,3.36632,0
0.824,3.35421,3.36011,3.36853,0
0.825,3.35649,3.36239,3.37081,0
0.826,3.35884,3.36475,3.37317,0
0.827,3.36127,3.36718,3.3756,0
0.828,3.36378,3.36968,3.3781,0
0.829,3.36634,3.37224,3.38067,0
0.83,3.36898,3.37488,3.3833,0
0.831,3.37167,3.37757,3.386,0
0.832,3.37443,3.38033,3.38875,0
0.833,3.37785,3.38284,3.39126,0
0.834,3.38145,3.38535,3.39377,0
0.835,3.38521,3.38785,3.39627,0
0.836,3.38913,3.39034,3.39876,0
0.837,3.3932,3.39283,3.40125,0
0.838,3.39742,3.39531,3.40374,0
0.839,3.40176,3.39779,3.40621,0
0.84,3.40622,3.40026,3.40869,0
0.841,3.4108,3.40273,3.41115,0
0.842,3.41548,3.40519,3.41362,0
0.843,3.42025,3.40765,3.41607,0
0.844,3.42511,3.4101,3.41852,0
0.845,3.43004,3.41255,3.42097,0
0.846,3.43504,3.41499,3.42341,0
0.847,3.44009,3.41742,3.42584,0
0.848,3.44519,3.41985,3.42827,0
0.849,3.45032,3.42227,3.43069,0
0.85,3.45548,3.42469,3.43311,0
0.851,3.46066,3.4271,3.43552,0
0.852,3.46584,3.42951,3.43793,0
0.853,3.47102,3.43191,3.44033,0
0.854,3.47618,3.43431,3.44273,0
0.855,3.48132,3.4367,3.44512,0
0.856,3.48643,3.43908,3.4475,0
0.857,3.49149,3.44146,3.44988,0
0.858,3.49651,3.44383,3.45226,0
0.859,3.50146,3.4462,3.45462,0
0.86,3.50633,3.44856,3.45699,0
0.861,3.51113,3.45092,3.45934,0
0.862,3.51584,3.45327,3.46169,0
0.863,3.52044,3.45562,3.46404,0
0.864,3.52494,3.45796,3.46638,0
0.865,3.52932,3.46029,3.46872,0
0.866,3.53357,3.46262,3.47105,0
0.867,3.53768,3.46495,3.47337,0
0.868,3.54166,3.46726,3.47569,0
0.869,3.54547,3.46958,3.478,0
0.87,3.54913,3.47188,3.48031,0
0.871,3.55262,3.47419,3.48261,0
0.872,3.55593,3.47648,3.4849,0
0.873,3.55905,3.47877,3.48719,0
0.874,3.56198,3.48106,3.48948,0
0.875,3.56472,3.48334,3.49176,0
0.876,3.56724,3.48561,3.49403,0
0.877,3.56955,3.48788,3.4963,0
0.878,3.57164,3.49014,3.49856,0
0.879,3.5735,3.4924,3.50082,0
0.88,3.57513,3.49465,3.50307,0
0.881,3.57651,3.49689,3.50532,0
0.882,3.57765,3.49913,3.50755,0
0.883,3.57854,3.50137,3.50979,0
0.884,3.57918,3.5036,3.51202,0
0.885,3.57955,3.50582,3.51424,0
0.886,3.57965,3.50804,3.51646,0
0.887,3.57949,3.51025,3.51867,0
0.888,3.57905,3.51245,3.52088,0
0.889,3.57833,3.51465,3.52308,0
0.89,3.57732,3.51685,3.52527,0
0.891,3.57604,3.51904,3.52746,0
0.892,3.57446,3.51622,3.52464,0.01
0.893,3.57259,3.5134,3.52182,0.02
0.894,3.57043,3.51057,3.51899,0.03
0.895,3.56797,3.50774,3.51616,0.04
0.896,3.56521,3.5049,3.51332,0.05
0.897,3.56215,3.50205,3.51048,0.06
0.898,3.5588,3.4992,3.50763,0.07
0.899,3.55514,3.49635,3.50477,0.08
0.9,3.55117,3.49349,3.50191,0.09
0.901,3.54691,3.49062,3.49904,0.1
0.902,3.54234,3.48774,3.49617,0.11
0.903,3.53747,3.48487,3.49329,0.12
0.904,3.5323,3.48198,3.4904,0.13
0.905,3.52683,3.47909,3.48751,0.14
0.906,3.52105,3.4762,3.48462,0.15
0.907,3.51498,3.47329,3.48172,0.16
0.908,3.50862,3.47039,3.47881,0.17
0.909,3.50196,3.46747,3.4759,0.18
0.91,3.495,3.46455,3.47298,0.19
0.911,3.48776,3.46163,3.47005,0.2
0.912,3.48024,3.4587,3.46712,0.21
0.913,3.47243,3.45576,3.46419,0.22
0.914,3.46434,3.45282,3.46124,0.23
0.915,3.45597,3.44987,3.4583,0.24
0.916,3.44734,3.44692,3.45534,0.25
0.917,3.43844,3.44396,3.45239,0.26
0.918,3.43341,3.43893,3.44736,0.27
0.919,3.42829,3.43381,3.44224,0.28
0.92,3.42308,3.42861,3.43703,0.29
0.921,3.41779,3.42331,3.43174,0.3
0.922,3.41242,3.41794,3.42636,0.31
0.923,3.40696,3.41248,3.4209,0.32
0.924,3.40142,3.40694,3.41536,0.33
0.925,3.3958,3.40133,3.40975,0.34
0.926,3.39011,3.39564,3.40406,0.35
0.927,3.38435,3.38987,3.3983,0.36
0.928,3.37852,3.38404,3.39246,0.37
0.929,3.37262,3.37814,3.38656,0.38
0.93,3.36665,3.37217,3.38059,0.39
0.931,3.36062,3.36614,3.37456,0.4
0.932,3.35453,3.36005,3.36847,0.41
0.933,3.34838,3.3539,3.36232,0.42
0.934,3.34218,3.3477,3.35612,0.43
0.935,3.33592,3.34145,3.34987,0.44
0.936,3.32962,3.33514,3.34356,0.45
0.937,3.32327,3.32879,3.33721,0.46
0.938,3.31688,3.3224,3.33082,0.47
0.939,3.31045,3.31597,3.32439,0.48
0.94,3.30398,3.3095,3.31792,0.49
0.941,3.29747,3.30299,3.31142,0.5
0.942,3.29094,3.29646,3.30488,0.51
0.943,3.28438,3.2899,3.29832,0.52
0.944,3.27779,3.28331,3.29173,0.53
0.945,3.27118,3.2767,3.28513,0.54
0.946,3.26456,3.27008,3.2785,0.55
0.947,3.25792,3.26344,3.27186,0.56
0.948,3.25126,3.25679,3.26521,0.57
0.949,3.2446,3.25013,3.25855,0.58
0.95,3.23794,3.24346,3.25188,0.59
0.951,3.23127,3.23679,3.24522,0.6
0.952,3.22461,3.23013,3.23855,0.61
0.953,3.21795,3.22347,3.23189,0.62
0.954,3.2113,3.21682,3.22524,0.63
0.955,3.20466,3.21018,3.2186,0.64
0.956,3.19803,3.20355,3.21197,0.65
0.957,3.19142,3.19694,3.20537,0.66
0.958,3.18484,3.19036,3.19878,0.67
0.959,3.17827,3.1838,3.19222,0.68
0.96,3.17174,3.17726,3.18568,0.69
0.961,3.16524,3.17076,3.17918,0.7
0.962,3.15877,3.16429,3.17271,0.71
0.963,3.15233,3.15786,3.16628,0.72
0.964,3.14594,3.15146,3.15989,0.73
0.965,3.13959,3.14511,3.15354,0.74
0.966,3.13329,3.13881,3.14723,0.75
0.967,3.12703,3.13256,3.14098,0.76
0.968,3.12083,3.12635,3.13478,0.77
0.969,3.11468,3.12021,3.12863,0.78
0.97,3.10859,3.11412,3.12254,0.79
0.971,3.10256,3.10809,3.11651,0.8
0.972,3.0966,3.10212,3.11054,0.81
0.973,3.09069,3.09622,3.10464,0.82
0.974,3.08486,3.09038,3.0988,0.83
0.975,3.0791,3.08462,3.09304,0.84
0.976,3.07341,3.07893,3.08735,0.85
0.977,3.06779,3.07331,3.08174,0.86
0.978,3.06225,3.06778,3.0762,0.87
0.979,3.0568,3.06232,3.07074,0.88
0.98,3.05142,3.05694,3.06536,0.89
0.981,3.04613,3.05165,3.06007,0.9
0.982,3.04092,3.04644,3.05486,0.91
0.983,3.0358,3.04132,3.04975,0.92
0.984,3.03077,3.03629,3.04471,0.93
0.985,3.02583,3.03135,3.03978,0.94
0.986,3.02099,3.02651,3.03493,0.95
0.987,3.01623,3.02175,3.03018,0.96
0.988,3.01158,3.0171,3.02552,0.97
0.989,3.00701,3.01254,3.02096,0.98
0.99,3.00255,3.00807,3.0165,0.99
0.991,2.99819,3.00371,3.01213,1
0.992,2.99393,2.99945,3.00787,1.01
0.993,2.98976,2.99529,3.00371,1.02
0.994,2.9857,2.99122,2.99965,1.03
0.995,2.98175,2.98727,2.99569,1.04
0.996,2.97789,2.98341,2.99183,1.05
0.997,2.97414,2.97966,2.98808,1.06
0.998,2.97049,2.97601,2.98444,1.07
0.999,2.96695,2.97247,2.98089,1.08
1,2.96351,2.96903,2.97746,1.09
1.001,2.96018,2.9657,2.97412,1.1
1.002,2.95741,2.96224,2.97067,1.11
1.003,2.95496,2.95878,2.9672,1.12
1.004,2.95284,2.95531,2.96373,1.13
1.005,2.95104,2.95184,2.96026,1.14
1.006,2.94957,2.94835,2.95678,1.15
1.007,2.94842,2.94487,2.95329,1.16
1.008,2.94758,2.94137,2.9498,1.17
1.009,2.94707,2.93788,2.9463,1.18
1.01,2.94687,2.93437,2.94279,1.19
1.011,2.94698,2.93086,2.93928,1.2
1.012,2.9474,2.92734,2.93576,1.21
1.013,2.94813,2.92382,2.93224,1.22
1.014,2.94916,2.92029,2.92871,1.23
1.015,2.95049,2.91676,2.92518,1.24
1.016,2.95211,2.91321,2.92164,1.25
1.017,2.95402,2.90967,2.91809,1.26
1.018,2.95622,2.90611,2.91454,1.27
1.019,2.95869,2.90256,2.91098,1.28
1.02,2.96145,2.89899,2.90741,1.29
1.021,2.96447,2.89542,2.90384,1.3
1.022,2.96775,2.89184,2.90026,1.31
1.023,2.97129,2.88826,2.89668,1.32
1.024,2.97508,2.88467,2.89309,1.33
1.025,2.97912,2.88107,2.8895,1.34
1.026,2.98339,2.87747,2.8859,1.35
1.027,2.98789,2.87387,2.88229,1.36
1.028,2.99262,2.87025,2.87868,1.37
1.029,2.99757,2.86663,2.87506,1.38
1.03,3.00272,2.86301,2.87143,1.39
1.031,3.00807,2.85938,2.8678,1.4
1.032,3.01362,2.85574,2.86416,1.41
1.033,3.01935,2.8521,2.86052,1.42
1.034,3.02525,2.84845,2.85687,1.43
1.035,3.03133,2.84479,2.85321,1.44
1.036,3.03756,2.84113,2.84955,1.45
1.037,3.04394,2.83746,2.84588,1.46
1.038,3.05047,2.83379,2.84221,1.47
1.039,3.05713,2.83011,2.83853,1.48
1.04,3.06391,2.82642,2.83484,1.49
1.041,3.0708,2.82273,2.83115,1.5
1.042,3.0778,2.81903,2.82745,1.51
1.043,3.08489,2.81533,2.82375,1.52
1.044,3.09207,2.81162,2.82004,1.53
1.045,3.09933,2.8079,2.81632,1.54
1.046,3.10665,2.80418,2.8126,1.55
1.047,3.11403,2.80045,2.80887,1.56
1.048,3.12145,2.79672,2.80514,1.57
1.049,3.12891,2.79298,2.8014,1.58
1.05,3.1364,2.78923,2.79765,1.59
1.051,3.14391,2.78548,2.7939,1.6
1.052,3.15142,2.78172,2.79014,1.61
1.053,3.15893,2.77795,2.78638,1.62
1.054,3.16643,2.77418,2.7826,1.63
1.055,3.1739,2.7704,2.77883,1.64
1.056,3.18135,2.76662,2.77504,1.65
1.057,3.18875,2.76283,2.77125,1.66
1.058,3.1961,2.75904,2.76746,1.67
1.059,3.20339,2.75524,2.76366,1.68
1.06,3.21061,2.75143,2.75985,1.69
1.061,3.21774,2.74761,2.75604,1.7
1.062,3.22479,2.74379,2.75222,1.71
1.063,3.23174,2.73997,2.74839,1.72
1.064,3.23858,2.73614,2.74456,1.73
1.065,3.24531,2.7323,2.74072,1.74
1.066,3.2519,2.72845,2.73688,1.75
1.067,3.25837,2.7246,2.73303,1.76
1.068,3.26469,2.72075,2.72917,1.77
1.069,3.27086,2.71689,2.72531,1.78
1.07,3.27687,2.71302,2.72144,1.79
1.071,3.2827,2.70914,2.71756,1.8
1.072,3.28837,2.70526,2.71368,1.81
1.073,3.29385,2.70137,2.7098,1.82
1.074,3.29913,2.69748,2.7059,1.83
1.075,3.30422,2.69358,2.702,1.84
1.076,3.3091,2.68968,2.6981,1.85
1.077,3.31377,2.68576,2.69419,1.86
1.078,3.31822,2.68185,2.69027,1.87
1.079,3.32244,2.67792,2.68635,1.88
1.08,3.32643,2.67399,2.68242,1.89
1.081,3.33018,2.67006,2.67848,1.9
1.082,3.33369,2.66612,2.67454,1.91
1.083,3.33694,2.66217,2.67059,1.92
1.084,3.33994,2.65821,2.66663,1.93
1.085,3.34268,2.65425,2.66267,1.94
1.086,3.34515,2.65028,2.65871,1.95
1.087,3.34736,2.64631,2.65473,1.96
1.088,3.34929,2.64233,2.65076,1.97
1.089,3.35094,2.63835,2.64677,1.98
1.09,3.35231,2.63436,2.64278,1.99
1.091,3.3534,2.63036,2.63878,2
1.092,3.35419,2.62635,2.63478,2.01
1.093,3.3547,2.62234,2.63077,2.02
1.094,3.35491,2.61833,2.62675,2.03
1.095,3.35483,2.61431,2.62273,2.04
1.096,3.35445,2.61028,2.6187,2.05
1.097,3.35377,2.60624,2.61467,2.06
1.098,3.3528,2.6022,2.61063,2.07
1.099,3.35152,2.59816,2.60658,2.08
1.1,3.34994,2.5941,2.60253,2.09
1.101,3.34806,2.59004,2.59847,2.1
1.102,3.34587,2.58598,2.5944,2.11
1.103,3.34339,2.58191,2.59033,2.12
1.104,3.3406,2.57783,2.58625,2.13
1.105,3.33752,2.57375,2.58217,2.14
1.106,3.33413,2.56966,2.57808,2.15
1.107,3.33045,2.56556,2.57398,2.16
1.108,3.32647,2.56146,2.56988,2.17
1.109,3.32221,2.55735,2.56577,2.18
1.11,3.31764,2.55323,2.56166,2.19
1.111,3.3128,2.54911,2.55754,2.2
1.112,3.30766,2.54499,2.55341,2.21
1.113,3.30225,2.54085,2.54927,2.22
1.114,3.29656,2.53671,2.54514,2.23
1.115,3.29059,2.53257,2.54099,2.24
1.116,3.28435,2.52842,2.53684,2.25
1.117,3.27785,2.52426,2.53268,2.26
1.118,3.27109,2.52009,2.52852,2.27
1.119,3.26407,2.51592,2.52434,2.28
1.12,3.25681,2.51175,2.52017,2.29
1.121,3.24929,2.50756,2.51598,2.3
1.122,3.24154,2.50337,2.5118,2.31
1.123,3.23356,2.49918,2.5076,2.32
1.124,3.22535,2.49498,2.5034,2.33
1.125,3.21692,2.49077,2.49919,2.34
1.126,3.20828,2.48656,2.49498,2.35
1.127,3.19943,2.48234,2.49076,2.36
1.128,3.19038,2.47811,2.48653,2.37
1.129,3.18114,2.47388,2.4823,2.38
1.13,3.17171,2.46964,2.47806,2.39
1.131,3.16211,2.46539,2.47381,2.4
1.132,3.15235,2.46114,2.46956,2.41
1.133,3.14242,2.45688,2.46531,2.42
1.134,3.13234,2.45262,2.46104,2.43
1.135,3.12211,2.44835,2.45677,2.44
1.136,3.11175,2.44407,2.4525,2.45
1.137,3.10127,2.43979,2.44821,2.46
1.138,3.09067,2.44027,2.44869,2.46047
1.139,3.07996,2.44074,2.44916,2.46094
1.14,3.06915,2.4412,2.44963,2.46141
1.141,3.05826,2.44167,2.45009,2.46187
1.142,3.04728,2.44212,2.45055,2.46233
1.143,3.03624,2.44258,2.451,2.46278
1.144,3.02513,2.44303,2.45145,2.46323
1.145,3.01397,2.44347,2.45189,2.46368
1.146,3.00277,2.44391,2.45233,2.46412
1.147,2.99154,2.44435,2.45277,2.46456
1.148,2.98028,2.44478,2.4532,2.46499
1.149,2.96902,2.44521,2.45363,2.46542
1.15,2.95775,2.44564,2.45406,2.46584
1.151,2.94649,2.44606,2.45448,2.46626
1.152,2.93524,2.44647,2.45489,2.46668
1.153,2.92403,2.44688,2.45531,2.46709
1.154,2.91285,2.44729,2.45571,2.4675
1.155,2.90171,2.4477,2.45612,2.4679
1.156,2.89064,2.4481,2.45652,2.4683
1.157,2.87963,2.44849,2.45691,2.4687
1.158,2.8687,2.44888,2.4573,2.46909
1.159,2.85785,2.44927,2.45769,2.46948
1.16,2.8471,2.44965,2.45808,2.46986
1.161,2.83645,2.45003,2.45845,2.47024
1.162,2.82592,2.45041,2.45883,2.47061
1.163,2.81551,2.45078,2.4592,2.47098
1.164,2.80523,2.45114,2.45957,2.47135
1.165,2.7951,2.45151,2.45993,2.47171
1.166,2.78511,2.45186,2.46029,2.47207
1.167,2.77529,2.45222,2.46064,2.47242
1.168,2.76563,2.45257,2.46099,2.47277
1.169,2.75615,2.45291,2.46133,2.47312
1.17,2.74686,2.45325,2.46168,2.47346
1.171,2.73775,2.45359,2.46201,2.4738
1.172,2.72885,2.45392,2.46235,2.47413
1.173,2.72016,2.45425,2.46267,2.47446
1.174,2.71169,2.45458,2.463,2.47478
1.175,2.70344,2.4549,2.46332,2.47511
1.176,2.69542,2.45521,2.46364,2.47542
1.177,2.68763,2.45553,2.46395,2.47573
1.178,2.6801,2.45583,2.46426,2.47604
1.179,2.67281,2.45614,2.46456,2.47635
1.18,2.66578,2.45644,2.46486,2.47665
1.181,2.65902,2.45673,2.46516,2.47694
1.182,2.65252,2.45702,2.46545,2.47723
1.183,2.6463,2.45731,2.46573,2.47752
1.184,2.64036,2.45759,2.46602,2.4778
1.185,2.63471,2.45787,2.4663,2.47808
1.186,2.62935,2.45815,2.46657,2.47836
1.187,2.62428,2.45842,2.46684,2.47863
1.188,2.61951,2.45868,2.46711,2.47889
1.189,2.61504,2.45895,2.46737,2.47915
1.19,2.61088,2.4592,2.46763,2.47941
1.191,2.60703,2.45946,2.46788,2.47967
1.192,2.60349,2.45971,2.46813,2.47992
1.193,2.60027,2.45995,2.46838,2.48016
1.194,2.59736,2.46019,2.46862,2.4804
1.195,2.59478,2.46043,2.46885,2.48064
1.196,2.59251,2.46066,2.46909,2.48087
1.197,2.59057,2.46089,2.46932,2.4811
1.198,2.58896,2.46112,2.46954,2.48133
1.199,2.58767,2.46134,2.46976,2.48155
1.2,2.58671,2.46155,2.46998,2.48176
1.201,2.58607,2.46177,2.47019,2.48197
1.202,2.58576,2.46197,2.4704,2.48218
1.203,2.58578,2.46218,2.4706,2.48238
1.204,2.58612,2.46238,2.4708,2.48258
1.205,2.58679,2.46257,2.47099,2.48278
1.206,2.58778,2.46276,2.47119,2.48297
1.207,2.58909,2.46295,2.47137,2.48316
1.208,2.59073,2.46313,2.47156,2.48334
1.209,2.59268,2.46331,2.47173,2.48352
1.21,2.59495,2.46349,2.47191,2.48369
1.211,2.59753,2.46366,2.47208,2.48386
1.212,2.60042,2.46382,2.47224,2.48403
1.213,2.60361,2.46398,2.47241,2.48419
1.214,2.60711,2.46414,2.47256,2.48435
1.215,2.61091,2.46429,2.47272,2.4845
1.216,2.615,2.46444,2.47287,2.48465
1.217,2.61938,2.46459,2.47301,2.4848
1.218,2.62405,2.46473,2.47315,2.48494
1.219,2.629,2.46487,2.47329,2.48507
1.22,2.63422,2.465,2.47342,2.48521
1.221,2.63972,2.46513,2.47355,2.48533
1.222,2.64547,2.46525,2.47367,2.48546
1.223,2.65149,2.46537,2.47379,2.48558
1.224,2.65775,2.46549,2.47391,2.48569
1.225,2.66426,2.4656,2.47402,2.48581
1.226,2.67101,2.46571,2.47413,2.48591
1.227,2.67799,2.46581,2.47423,2.48602
1.228,2.6852,2.46591,2.47433,2.48612
1.229,2.69262,2.466,2.47442,2.48621
1.23,2.70025,2.46609,2.47452,2.4863
1.231,2.70808,2.46618,2.4746,2.48639
1.232,2.7161,2.46626,2.47468,2.48647
1.233,2.72431,2.46634,2.47476,2.48655
1.234,2.7327,2.46641,2.47484,2.48662
1.235,2.74125,2.46648,2.47491,2.48669
1.236,2.74996,2.46655,2.47497,2.48676
1.237,2.75883,2.46661,2.47503,2.48682
1.238,2.76784,2.46667,2.47509,2.48687
1.239,2.77697,2.46672,2.47514,2.48693
1.24,2.78624,2.46677,2.47519,2.48698
1.241,2.79561,2.46681,2.47524,2.48702
1.242,2.8051,2.46685,2.47528,2.48706
1.243,2.81467,2.46689,2.47531,2.4871
1.244,2.82434,2.46692,2.47534,2.48713
1.245,2.83408,2.46695,2.47537,2.48716
1.246,2.84388,2.46697,2.4754,2.48718
1.247,2.85375,2.46699,2.47541,2.4872
1.248,2.86366,2.46701,2.47543,2.48722
1.249,2.8736,2.46702,2.47544,2.48723
1.25,2.88358,2.46703,2.47545,2.48723
1.251,2.89357,2.46703,2.47545,2.48724
1.252,2.90356,2.46703,2.47545,2.48724
1.253,2.91354,2.46703,2.47545,2.48724
1.254,2.9235,2.46703,2.47545,2.48724
1.255,2.93342,2.46703,2.47545,2.48724
1.256,2.9433,2.46703,2.47545,2.48724
1.257,2.95312,2.46703,2.47545,2.48724
1.258,2.96288,2.46703,2.47545,2.48724
1.259,2.97257,2.46703,2.47545,2.48724
1.26,2.98217,2.46703,2.47545,2.48724
1.261,2.99168,2.46703,2.47545,2.48724
1.262,3.00109,2.46703,2.47545,2.48724
1.263,3.01039,2.46703,2.47545,2.48724
1.264,3.01956,2.46703,2.47545,2.48724
1.265,3.02861,2.46703,2.47545,2.48724
1.266,3.03752,2.46703,2.47545,2.48724
1.267,3.04628,2.46703,2.47545,2.48724
1.268,3.05489,2.46703,2.47545,2.48724
1.269,3.06334,2.46703,2.47545,2.48724
1.27,3.07161,2.46703,2.47545,2.48724
1.271,3.0797,2.46703,2.47545,2.48724
1.272,3.0876,2.46703,2.47545,2.48724
1.273,3.0953,2.46703,2.47545,2.48724
1.274,3.1028,2.46703,2.47545,2.48724
1.275,3.11009,2.46703,2.47545,2.48724
1.276,3.11716,2.46703,2.47545,2.48724
1.277,3.12401,2.46703,2.47545,2.48724
1.278,3.13062,2.46703,2.47545,2.48724
1.279,3.137,2.46703,2.47545,2.48724
1.28,3.14313,2.46703,2.47545,2.48724
1.281,3.149,2.46703,2.47545,2.48724
1.282,3.15463,2.46703,2.47545,2.48724
1.283,3.15998,2.46703,2.47545,2.48724
1.284,3.16507,2.46703,2.47545,2.48724
1.285,3.16989,2.46703,2.47545,2.48724
1.286,3.17443,2.46703,2.47545,2.48724
1.287,3.17869,2.46703,2.47545,2.48724
1.288,3.18266,2.46703,2.47545,2.48724
1.289,3.18634,2.46703,2.47545,2.48724
1.29,3.18973,2.46703,2.47545,2.48724
1.291,3.19282,2.46703,2.47545,2.48724
1.292,3.19561,2.46703,2.47545,2.48724
1.293,3.1981,2.46703,2.47545,2.48724
1.294,3.20028,2.46703,2.47545,2.48724
1.295,3.20215,2.46703,2.47545,2.48724
1.296,3.20372,2.46703,2.47545,2.48724
1.297,3.20497,2.46703,2.47545,2.48724
1.298,3.20591,2.46703,2.47545,2.48724
1.299,3.20654,2.46703,2.47545,2.48724
1.3,3.20685,2.46703,2.47545,2.48724
1.301,3.20685,2.46703,2.47545,2.48724
1.302,3.20654,2.46703,2.47545,2.48724
1.303,3.20591,2.46703,2.47545,2.48724
1.304,3.20497,2.46703,2.47545,2.48724
1.305,3.20372,2.46703,2.47545,2.48724
1.306,3.20215,2.46703,2.47545,2.48724
1.307,3.20028,2.46703,2.47545,2.48724
1.308,3.1981,2.46703,2.47545,2.48724
1.309,3.19561,2.46703,2.47545,2.48724
1.31,3.19282,2.46703,2.47545,2.48724
1.311,3.18973,2.46703,2.47545,2.48724
1.312,3.18634,2.46703,2.47545,2.48724
1.313,3.18266,2.46703,2.47545,2.48724
1.314,3.17869,2.46703,2.47545,2.48724
1.315,3.17443,2.46703,2.47545,2.48724
1.316,3.16989,2.46703,2.47545,2.48724
1.317,3.16507,2.46703,2.47545,2.48724
1.318,3.15998,2.46703,2.47545,2.48724
1.319,3.15463,2.46703,2.47545,2.48724
1.32,3.149,2.46703,2.47545,2.48724
1.321,3.14313,2.46703,2.47545,2.48724
1.322,3.137,2.46703,2.47545,2.48724
1.323,3.13062,2.46703,2.47545,2.48724
1.324,3.12401,2.46703,2.47545,2.48724
1.325,3.11716,2.46703,2.47545,2.48724
1.326,3.11009,2.46703,2.47545,2.48724
1.327,3.1028,2.46703,2.47545,2.48724
1.328,3.0953,2.46703,2.47545,2.48724
1.329,3.0876,2.46703,2.47545,2.48724
1.33,3.0797,2.46703,2.47545,2.48724
1.331,3.07161,2.46703,2.47545,2.48724
1.332,3.06334,2.46703,2.47545,2.48724
1.333,3.05489,2.46703,2.47545,2.48724
1.334,3.04628,2.46703,2.47545,2.48724
1.335,3.03752,2.46703,2.47545,2.48724
1.336,3.02861,2.46703,2.47545,2.48724
1.337,3.01956,2.46703,2.47545,2.48724
1.338,3.01039,2.46703,2.47545,2.48724
1.339,3.00109,2.46703,2.47545,2.48724
1.34,2.99168,2.46703,2.47545,2.48724
1.341,2.98217,2.46703,2.47545,2.48724
1.342,2.97257,2.46703,2.47545,2.48724
1.343,2.96288,2.46703,2.47545,2.48724
1.344,2.95312,2.46703,2.47545,2.48724
1.345,2.9433,2.46703,2.47545,2.48724
1.346,2.93342,2.46703,2.47545,2.48724
1.347,2.9235,2.46703,2.47545,2.48724
1.348,2.91354,2.46703,2.47545,2.48724
