"time","h","der(h)","v","der(v)"
2.188,0.0193078,-0.449521,-0.449521,-9.81
2.192,0.0174509,-0.488761,-0.488761,-9.81
2.196,0.0153978,-0.528001,-0.528001,-9.81
2.2,0.0133446,-0.567241,-0.567241,-9.81
2.204,0.0108991,-0.606481,-0.606481,-9.81
2.208,0.00845353,-0.645721,-0.645721,-9.81
2.212,0.00581178,-0.684961,-0.684961,-9.81
2.216,0.00297384,-0.724201,-0.724201,-9.81
2.22,0.0001359,-0.763441,-0.763441,-9.81
2.224,0.00163785,-0.27687,-0.27687,-9.81
2.228,0.0031398,0.2097,0.2097,-9.81
2.232,0.00470846,0.433365,0.433365,-9.81
2.236,0.00634382,0.394125,0.394125,-9.81
2.24,0.00797918,0.354885,0.354885,-9.81
2.244,0.00922214,0.315645,0.315645,-9.81
2.248,0.0104651,0.276405,0.276405,-9.81
2.252,0.0115119,0.237165,0.237165,-9.81
2.256,0.0123624,0.197925,0.197925,-9.81
2.26,0.013213,0.158685,0.158685,-9.81
2.264,0.0136712,0.119445,0.119445,-9.81
2.268,0.0141293,0.0802054,0.0802054,-9.81
2.272,0.0143913,0.0409654,0.0409654,-9.81
2.276,0.014457,0.00172541,0.00172541,-9.81
2.28,0.0145228,-0.0375146,-0.0375146,-9.81
2.284,0.0141962,-0.0767546,-0.0767546,-9.81
2.288,0.0138695,-0.115995,-0.115995,-9.81
2.292,0.0133467,-0.155235,-0.155235,-9.81
2.296,0.0126276,-0.194475,-0.194475,-9.81
2.3,0.0119086,-0.233715,-0.233715,-9.81
2.304,0.0107972,-0.272955,-0.272955,-9.81
2.308,0.00968573,-0.312195,-0.312195,-9.81
2.312,0.00837809,-0.351435,-0.351435,-9.81
2.316,0.00687425,-0.390675,-0.390675,-9.81
2.32,0.00537042,-0.429915,-0.429915,-9.81
2.324,0.00347418,-0.469155,-0.469155,-9.81
2.328,0.00157794,-0.508395,-0.508395,-9.81
2.332,0.000975067,-0.361439,-0.361439,-9.81
2.336,0.00166556,-0.0282873,-0.0282873,-9.81
2.34,0.00235605,0.304864,0.304864,-9.81
2.344,0.00339893,0.265624,0.265624,-9.81
2.348,0.00444181,0.226384,0.226384,-9.81
2.352,0.00528848,0.187144,0.187144,-9.81
2.356,0.00593896,0.147904,0.147904,-9.81
2.36,0.00658944,0.108664,0.108664,-9.81
2.364,0.00684752,0.0694242,0.0694242,-9.81
2.368,0.00710559,0.0301842,0.0301842,-9.81
2.372,0.00716747,-0.00905579,-0.00905579,-9.81
2.376,0.00703315,-0.0482958,-0.0482958,-9.81
2.38,0.00689882,-0.0875358,-0.0875358,-9.81
2.384,0.0063721,-0.126776,-0.126776,-9.81
2.388,0.00584538,-0.166016,-0.166016,-9.81
2.392,0.00512245,-0.205256,-0.205256,-9.81
2.396,0.00420333,-0.244496,-0.244496,-9.81
2.4,0.00328421,-0.283736,-0.283736,-9.81
2.404,0.00197268,-0.322976,-0.322976,-9.81
2.408,0.00066116,-0.362216,-0.362216,-9.81
2.412,0.000351873,-0.268296,-0.268296,-9.81
2.416,0.00104482,-0.0412171,-0.0412171,-9.81
2.42,0.00173777,0.185862,0.185862,-9.81
2.424,0.00230464,0.146622,0.146622,-9.81
2.428,0.00287151,0.107382,0.107382,-9.81
2.432,0.00324218,0.068142,0.068142,-9.81
2.436,0.00341664,0.0289021,0.0289021,-9.81
2.44,0.00359111,-0.0103379,-0.0103379,-9.81
2.444,0.00337318,-0.0495779,-0.0495779,-9.81
2.448,0.00315525,-0.0888179,-0.0888179,-9.81
2.452,0.00274112,-0.128058,-0.128058,-9.81
2.456,0.00213079,-0.167298,-0.167298,-9.81
2.46,0.00152045,-0.206538,-0.206538,-9.81
2.464,0.00107915,-0.0586365,-0.0586365,-9.81
2.468,0.000637839,0.0892649,0.0892649,-9.81
2.472,0.000655326,0.143596,0.143596,-9.81
2.476,0.00113161,0.104356,0.104356,-9.81
2.48,0.00160789,0.0651156,0.0651156,-9.81
2.484,0.00169177,0.0258756,0.0258756,-9.81
2.488,0.00177565,-0.0133644,-0.0133644,-9.81
2.492,0.00166334,-0.0526044,-0.0526044,-9.81
2.496,0.00135482,-0.0918444,-0.0918444,-9.81
2.5,0.0010463,-0.131084,-0.131084,-9.81
2.504,0.000752883,-0.0344914,-0.0344914,-9.81
2.508,0.000459464,0.0621016,0.0621016,-9.81
2.512,0.000569534,0.0723772,0.0723772,-9.81
2.516,0.000834547,0.0331372,0.0331372,-9.81
2.52,0.000975286,0.0122981,0.0122981,-9.81
2.524,0.000792866,-0.0438938,-0.0438938,-9.81
2.528,0.000665478,-0.0831338,-0.0831338,-9.81
2.532,0.000542135,-0.0321142,-0.0321142,-9.81
2.536,0.000415828,0.0270159,0.0270159,-9.81
2.54,0.000341049,0.0620233,0.0620233,-9.81
2.544,0.000416299,0.0207332,0.0207332,-9.81
2.548,0.000487812,-0.0185068,-0.0185068,-9.81
2.552,0.000437287,-0.0167474,-0.0167474,-9.81
2.556,0.000272198,0.0219111,0.0219111,-9.81
2.56,0.000107108,0.0605697,0.0605697,-9.81
2.564,0.000172807,0.0213297,0.0213297,-9.81
2.568,0.000238506,-0.0179103,-0.0179103,-9.81
2.572,0.000255191,-0.027713,-0.027713,-9.81
2.576,0.000222863,-0.00807839,-0.00807839,-9.81
2.58,0.000190534,0.0115562,0.0115562,-9.81
2.584,0.000112358,0.0244952,0.0244952,-9.81
2.588,3.41821E-05,0.0374342,0.0374342,-9.81
2.592,-5.38865E-06,0.0427104,0.0427104,-9.81
2.596,-6.3541E-06,0.0403239,0.0403239,-9.81
2.6,-7.31954E-06,0.0379375,0.0379375,-9.81
2.604,2.09E-06,0.0329372,0.0329372,-9.81
2.608,1.14995E-05,0.0279369,0.0279369,-9.81
2.612,2.28858E-05,0.0205161,0.0205161,-9.81
2.616,3.62487E-05,0.0106747,0.0106747,-9.81
2.62,4.96116E-05,0.000833252,0.000833252,-9.81
2.624,3.30641E-05,-0.0122902,-0.0122902,-9.81
2.628,1.65166E-05,-0.0254136,-0.0254136,-9.81
2.632,1.06711E-05,-0.0239854,-0.0239854,-9.81
2.636,1.55275E-05,-0.00800558,-0.00800558,-9.81
2.64,2.03839E-05,0.00797421,0.00797421,-9.81
2.644,3.26517E-06,0.0151372,0.0151372,-9.81
2.648,-1.38536E-05,0.0223003,0.0223003,-9.81
2.652,-1.4089E-05,0.0174744,0.0174744,-9.81
2.656,2.55886E-06,0.000659565,0.000659565,-9.81
2.66,1.92067E-05,-0.0161552,-0.0161552,-9.81
2.664,1.86146E-05,-0.00807229,-0.00807229,-9.81
2.668,1.80225E-05,1.06605E-05,1.06605E-05,-9.81
2.672,9.32402E-06,0.0080337,0.0080337,-9.81
2.676,-7.48095E-06,0.0159968,0.0159968,-9.81
2.68,-2.42859E-05,0.0239599,0.0239599,-9.81
2.684,-1.972E-05,0.0231923,0.0231923,-9.81
2.688,-1.5154E-05,0.0224247,0.0224247,-9.81
2.692,-1.11637E-05,0.0218528,0.0218528,-9.81
2.696,-7.74922E-06,0.0214767,0.0214767,-9.81
2.7,-4.33469E-06,0.0211005,0.0211005,-9.81
2.704,6.19318E-06,0.00753697,0.00753697,-9.81
2.708,1.67211E-05,-0.00602659,-0.00602659,-9.81
2.712,2.08723E-05,-0.00910828,-0.00910828,-9.81
2.716,1.8647E-05,-0.00170809,-0.00170809,-9.81
2.72,1.64216E-05,0.0056921,0.0056921,-9.81
2.724,1.68706E-05,0.00664987,0.00664987,-9.81
2.728,1.73197E-05,0.00760764,0.00760764,-9.81
2.732,8.98032E-06,0.0116566,0.0116566,-9.81
2.736,-8.1474E-06,0.0187967,0.0187967,-9.81
2.74,-2.52751E-05,0.0259368,0.0259368,-9.81
2.744,-8.55682E-06,0.00908458,0.00908458,-9.81
2.748,8.16148E-06,-0.00776765,-0.00776765,-9.81
2.752,1.6234E-05,-0.0121484,-0.0121484,-9.81
2.756,1.56607E-05,-0.00405755,-0.00405755,-9.81
2.76,1.50874E-05,0.00403326,0.00403326,-9.81
2.764,1.80592E-05,0.00332819,0.00332819,-9.81
2.768,2.10311E-05,0.00262313,0.00262313,-9.81
2.772,2.38337E-05,0.00209786,0.00209786,-9.81
2.776,2.64671E-05,0.00175237,0.00175237,-9.81
2.78,2.91005E-05,0.00140689,0.00140689,-9.81
2.784,1.25071E-05,0.00990965,0.00990965,-9.81
2.788,-4.08623E-06,0.0184124,0.0184124,-9.81
2.792,-6.11849E-06,0.0153505,0.0153505,-9.81
2.796,6.41035E-06,0.000723924,0.000723924,-9.81
2.8,1.89392E-05,-0.0139026,-0.0139026,-9.81
2.804,1.72478E-05,-0.00627922,-0.00627922,-9.81
2.808,1.55565E-05,0.00134419,0.00134419,-9.81
2.812,1.48292E-05,0.00568948,0.00568948,-9.81
2.816,1.50659E-05,0.00675664,0.00675664,-9.81
2.82,1.53026E-05,0.00782379,0.00782379,-9.81
2.824,1.65957E-05,0.0083467,0.0083467,-9.81
2.828,1.78889E-05,0.00886961,0.00886961,-9.81
2.832,9.92986E-06,0.0125946,0.0125946,-9.81
2.836,-7.28142E-06,0.0195216,0.0195216,-9.81
2.84,-2.44927E-05,0.0264486,0.0264486,-9.81
2.844,-7.11927E-06,0.00924836,0.00924836,-9.81
2.848,1.02542E-05,-0.0079519,-0.0079519,-9.81
2.852,1.87416E-05,-0.0124701,-0.0124701,-9.81
2.856,1.83432E-05,-0.00430619,-0.00430619,-9.81
2.86,1.79448E-05,0.0038577,0.0038577,-9.81
2.864,1.15534E-06,0.0118605,0.0118605,-9.81
2.868,-1.56341E-05,0.0198633,0.0198633,-9.81
2.872,-2.17744E-05,0.0234906,0.0234906,-9.81
2.876,-1.72656E-05,0.0227424,0.0227424,-9.81
2.88,-1.27568E-05,0.0219942,0.0219942,-9.81
2.884,-9.37026E-06,0.0216276,0.0216276,-9.81
2.888,-5.98374E-06,0.021261,0.021261,-9.81
2.892,9.5881E-07,0.0143037,0.0143037,-9.81
2.896,1.14574E-05,0.000755647,0.000755647,-9.81
2.9,2.1956E-05,-0.0127924,-0.0127924,-9.81
2.904,1.97228E-05,-0.00539544,-0.00539544,-9.81
2.908,1.74897E-05,0.00200148,0.00200148,-9.81
2.912,1.65991E-05,0.00617803,0.00617803,-9.81
2.916,1.70513E-05,0.0071342,0.0071342,-9.81
2.92,1.75034E-05,0.00809037,0.00809037,-9.81
2.924,3.75395E-07,0.0152297,0.0152297,-9.81
2.928,-1.67526E-05,0.022369,0.022369,-9.81
2.932,-1.69563E-05,0.0175119,0.0175119,-9.81
2.936,-2.35579E-07,0.000658426,0.000658426,-9.81
2.94,1.64851E-05,-0.0161951,-0.0161951,-9.81
2.944,1.59125E-05,-0.008104,-0.008104,-9.81
2.948,1.53399E-05,-1.29261E-05,-1.29261E-05,-9.81
2.952,1.65394E-05,0.00368015,0.00368015,-9.81
2.956,1.95111E-05,0.00297521,0.00297521,-9.81
2.96,2.24828E-05,0.00227028,0.00227028,-9.81
2.964,2.51161E-05,0.00192486,0.00192486,-9.81
2.968,2.77495E-05,0.00157945,0.00157945,-9.81
2.972,2.07694E-05,0.00565813,0.00565813,-9.81
2.976,4.17611E-06,0.0141609,0.0141609,-9.81
2.98,-1.24172E-05,0.0226637,0.0226637,-9.81
2.984,1.11508E-07,0.00803718,0.00803718,-9.81
2.988,1.26402E-05,-0.00658933,-0.00658933,-9.81
2.992,1.80589E-05,-0.0100909,-0.0100909,-9.81
2.996,1.63676E-05,-0.00246748,-0.00246748,-9.81
3,1.46762E-05,0.00515593,0.00515593,-9.81
3.004,1.49129E-05,0.00622308,0.00622308,-9.81
3.008,1.51496E-05,0.00729023,0.00729023,-9.81
3.012,1.59145E-05,0.00808526,0.00808526,-9.81
3.016,1.72077E-05,0.00860816,0.00860816,-9.81
3.02,1.85009E-05,0.00913106,0.00913106,-9.81
3.024,1.28963E-06,0.0160581,0.0160581,-9.81
3.028,-1.59217E-05,0.0229851,0.0229851,-9.81
3.032,-1.58406E-05,0.0178485,0.0178485,-9.81
3.036,1.53286E-06,0.000648228,0.000648228,-9.81
3.04,1.89063E-05,-0.016552,-0.016552,-9.81
3.044,1.85078E-05,-0.00838814,-0.00838814,-9.81
3.048,1.81094E-05,-0.000224245,-0.000224245,-9.81
3.052,9.51547E-06,0.0078591,0.0078591,-9.81
3.056,-7.27395E-06,0.0158619,0.0158619,-9.81
3.06,-2.40634E-05,0.0238647,0.0238647,-9.81
3.064,-1.95546E-05,0.0231165,0.0231165,-9.81
3.068,-1.50458E-05,0.0223683,0.0223683,-9.81
3.072,-1.10981E-05,0.0218109,0.0218109,-9.81
3.076,-7.71158E-06,0.0214443,0.0214443,-9.81
3.08,-4.32507E-06,0.0210777,0.0210777,-9.81
3.084,6.17353E-06,0.00752965,0.00752965,-9.81
3.088,1.66721E-05,-0.00601836,-0.00601836,-9.81
3.092,2.08048E-05,-0.0090939,-0.0090939,-9.81
3.096,1.85717E-05,-0.00169698,-0.00169698,-9.81
3.1,1.63385E-05,0.00569995,0.00569995,-9.81
3.104,1.67906E-05,0.00665612,0.00665612,-9.81
3.108,1.72428E-05,0.00761229,0.00761229,-9.81
3.112,8.90483E-06,0.01166,0.01166,-9.81
3.116,-8.2232E-06,0.0187994,0.0187994,-9.81
3.12,-2.53512E-05,0.0259387,0.0259387,-9.81
3.124,-8.63052E-06,0.00908518,0.00908518,-9.81
3.128,8.0902E-06,-0.00776833,-0.00776833,-9.81
3.132,1.61642E-05,-0.0121495,-0.0121495,-9.81
3.136,1.55916E-05,-0.00405846,-0.00405846,-9.81
3.14,1.50189E-05,0.00403261,0.00403261,-9.81
3.144,1.79906E-05,0.00332768,0.00332768,-9.81
3.148,2.09624E-05,0.00262275,0.00262275,-9.81
3.152,2.37649E-05,0.00209757,0.00209757,-9.81
3.156,2.63982E-05,0.00175215,0.00175215,-9.81
3.16,2.90315E-05,0.00140674,0.00140674,-9.81
3.164,1.24382E-05,0.00990952,0.00990952,-9.81
3.168,-4.15514E-06,0.0184123,0.0184123,-9.81
3.172,-6.18744E-06,0.0153504,0.0153504,-9.81
3.176,6.34129E-06,0.000723926,0.000723926,-9.81
3.18,1.887E-05,-0.0139026,-0.0139026,-9.81
3.184,1.71787E-05,-0.00627918,-0.00627918,-9.81
3.188,1.54873E-05,0.00134423,0.00134423,-9.81
3.192,1.47599E-05,0.00568951,0.00568951,-9.81
3.196,1.49967E-05,0.00675666,0.00675666,-9.81
3.2,1.52334E-05,0.00782381,0.00782381,-9.81
3.204,1.66742E-05,0.00840641,0.00840641,-9.81
3.208,1.79674E-05,0.00892931,0.00892931,-9.81
3.212,9.86069E-06,0.0125946,0.0125946,-9.81
3.216,-7.3506E-06,0.0195216,0.0195216,-9.81
3.22,-2.45619E-05,0.0264486,0.0264486,-9.81
3.224,-7.18844E-06,0.00924836,0.00924836,-9.81
3.228,1.0185E-05,-0.0079519,-0.0079519,-9.81
3.232,1.86725E-05,-0.0124701,-0.0124701,-9.81
3.236,1.8274E-05,-0.00430619,-0.00430619,-9.81
3.24,1.78756E-05,0.0038577,0.0038577,-9.81
3.244,1.08618E-06,0.0118605,0.0118605,-9.81
3.248,-1.57032E-05,0.0198633,0.0198633,-9.81
3.252,-2.18435E-05,0.0234906,0.0234906,-9.81
3.256,-1.73347E-05,0.0227424,0.0227424,-9.81
3.26,-1.28259E-05,0.0219942,0.0219942,-9.81
3.264,-9.43942E-06,0.0216276,0.0216276,-9.81
3.268,-6.05291E-06,0.021261,0.021261,-9.81
3.272,8.89647E-07,0.0143037,0.0143037,-9.81
3.276,1.13882E-05,0.000755647,0.000755647,-9.81
3.28,2.18868E-05,-0.0127924,-0.0127924,-9.81
3.284,1.96537E-05,-0.00539544,-0.00539544,-9.81
3.288,1.74205E-05,0.00200148,0.00200148,-9.81
3.292,1.653E-05,0.00617803,0.00617803,-9.81
3.296,1.69821E-05,0.0071342,0.0071342,-9.81
3.3,1.74343E-05,0.00809037,0.00809037,-9.81
3.304,3.06231E-07,0.0152297,0.0152297,-9.81
3.308,-1.68218E-05,0.022369,0.022369,-9.81
3.312,-1.70255E-05,0.0175119,0.0175119,-9.81
3.316,-3.04743E-07,0.000658426,0.000658426,-9.81
3.32,1.6416E-05,-0.0161951,-0.0161951,-9.81
3.324,1.58433E-05,-0.008104,-0.008104,-9.81
3.328,1.52707E-05,-1.29261E-05,-1.29261E-05,-9.81
3.332,1.64702E-05,0.00368015,0.00368015,-9.81
3.336,1.94419E-05,0.00297521,0.00297521,-9.81
3.34,2.24136E-05,0.00227028,0.00227028,-9.81
3.344,2.5047E-05,0.00192486,0.00192486,-9.81
3.348,2.76803E-05,0.00157945,0.00157945,-9.81
3.352,2.07003E-05,0.00565813,0.00565813,-9.81
3.356,4.10695E-06,0.0141609,0.0141609,-9.81
3.36,-1.24864E-05,0.0226637,0.0226637,-9.81
3.364,4.2344E-08,0.00803718,0.00803718,-9.81
3.368,1.25711E-05,-0.00658933,-0.00658933,-9.81
3.372,1.79898E-05,-0.0100909,-0.0100909,-9.81
3.376,1.62984E-05,-0.00246748,-0.00246748,-9.81
3.38,1.4607E-05,0.00515593,0.00515593,-9.81
3.384,1.48437E-05,0.00622308,0.00622308,-9.81
3.388,1.50804E-05,0.00729023,0.00729023,-9.81
3.392,1.58454E-05,0.00808526,0.00808526,-9.81
3.396,1.71386E-05,0.00860816,0.00860816,-9.81
3.4,1.84318E-05,0.00913106,0.00913106,-9.81
3.404,1.22046E-06,0.0160581,0.0160581,-9.81
3.408,-1.59908E-05,0.0229851,0.0229851,-9.81
3.412,-1.59097E-05,0.0178485,0.0178485,-9.81
3.416,1.46369E-06,0.000648228,0.000648228,-9.81
3.42,1.88371E-05,-0.016552,-0.016552,-9.81
3.424,1.84387E-05,-0.00838814,-0.00838814,-9.81
3.428,1.80402E-05,-0.000224245,-0.000224245,-9.81
3.432,1.93101E-05,0.00352308,0.00352308,-9.81
3.436,2.22482E-05,0.00285383,0.00285383,-9.81
3.44,2.51863E-05,0.00218457,0.00218457,-9.81
3.444,8.53074E-06,0.0105287,0.0105287,-9.81
3.448,-8.12482E-06,0.0188728,0.0188728,-9.81
3.452,-9.94431E-06,0.015602,0.015602,-9.81
3.456,3.07229E-06,0.000716303,0.000716303,-9.81
3.46,1.60889E-05,-0.0141694,-0.0141694,-9.81
3.464,1.84564E-05,-0.0131624,-0.0131624,-9.81
3.468,2.08238E-05,-0.0121553,-0.0121553,-9.81
3.472,2.06127E-05,-0.00806968,-0.00806968,-9.81
3.476,1.78229E-05,-0.00090543,-0.00090543,-9.81
3.48,1.50332E-05,0.00625882,0.00625882,-9.81
3.484,1.57066E-05,0.00710098,0.00710098,-9.81
3.488,1.63801E-05,0.00794314,0.00794314,-9.81
3.492,8.14182E-06,0.011906,0.011906,-9.81
3.496,-9.00811E-06,0.0189894,0.0189894,-9.81
3.5,-2.61581E-05,0.0260729,0.0260729,-9.81
3.504,-9.26558E-06,0.00912812,0.00912812,-9.81
3.508,7.62689E-06,-0.00781663,-0.00781663,-9.81
3.512,1.69298E-05,-0.0165699,-0.0165699,-9.81
3.516,1.86432E-05,-0.0171317,-0.0171317,-9.81
3.52,2.03566E-05,-0.0176935,-0.0176935,-9.81
3.524,2.05152E-05,-0.00929676,-0.00929676,-9.81
3.528,2.06738E-05,-0.0009,-0.0009,-9.81
3.532,1.23807E-05,0.00735682,0.00735682,-9.81
3.536,-4.36393E-06,0.0154737,0.0154737,-9.81
3.54,-2.11086E-05,0.0235906,0.0235906,-9.81
3.544,-1.67642E-05,0.0228983,0.0228983,-9.81
3.548,-1.24199E-05,0.022206,0.022206,-9.81
3.552,-4.49776E-06,0.0148199,0.0148199,-9.81
3.556,7.00211E-06,0.000740002,0.000740002,-9.81
3.56,1.8502E-05,-0.0133399,-0.0133399,-9.81
3.564,2.08595E-05,-0.0125021,-0.0125021,-9.81
3.568,2.3217E-05,-0.0116643,-0.0116643,-9.81
3.572,2.29017E-05,-0.0077047,-0.0077047,-9.81
3.576,1.99136E-05,-0.000623363,-0.000623363,-9.81
3.58,1.69255E-05,0.00645797,0.00645797,-9.81
3.584,-7.19159E-08,0.0139303,0.0139303,-9.81
3.588,-1.70694E-05,0.0214026,0.0214026,-9.81
3.592,-1.77196E-05,0.016984,0.016984,-9.81
3.596,-2.02276E-06,0.000674424,0.000674424,-9.81
3.6,1.36741E-05,-0.0156352,-0.0156352,-9.81
3.604,1.52463E-05,-0.0163304,-0.0163304,-9.81
3.608,1.68184E-05,-0.0170255,-0.0170255,-9.81
3.612,1.76056E-05,-0.0132074,-0.0132074,-9.81
3.616,1.76079E-05,-0.00487603,-0.00487603,-9.81
3.62,1.76101E-05,0.00345537,0.00345537,-9.81
3.624,2.0471E-05,0.00286819,0.00286819,-9.81
3.628,2.33319E-05,0.00228102,0.00228102,-9.81
3.632,1.64424E-05,0.00617959,0.00617959,-9.81
3.636,-1.97401E-07,0.0145639,0.0145639,-9.81
3.64,-1.68372E-05,0.0229482,0.0229482,-9.81
3.644,-1.28783E-05,0.022387,0.022387,-9.81
3.648,-8.91931E-06,0.0218258,0.0218258,-9.81
3.652,-1.39135E-06,0.0146122,0.0146122,-9.81
3.656,9.70563E-06,0.000746297,0.000746297,-9.81
3.66,2.08026E-05,-0.0131196,-0.0131196,-9.81
3.664,1.87291E-05,-0.00565592,-0.00565592,-9.81
3.668,1.66557E-05,0.00180776,0.00180776,-9.81
3.672,1.58132E-05,0.00603404,0.00603404,-9.81
3.676,1.62019E-05,0.00702292,0.00702292,-9.81
3.68,1.65905E-05,0.0080118,0.0080118,-9.81
3.684,-5.31229E-07,0.0151672,0.0151672,-9.81
3.688,-1.7653E-05,0.0223225,0.0223225,-9.81
3.692,-1.78781E-05,0.0174865,0.0174865,-9.81
3.696,-1.20669E-06,0.000659196,0.000659196,-9.81
3.7,1.54647E-05,-0.0161681,-0.0161681,-9.81
3.704,1.7152E-05,-0.0167546,-0.0167546,-9.81
3.708,1.88393E-05,-0.0173411,-0.0173411,-9.81
3.712,1.97478E-05,-0.0134419,-0.0134419,-9.81
3.716,1.98775E-05,-0.00505727,-0.00505727,-9.81
3.72,2.00072E-05,0.0033274,0.0033274,-9.81
3.724,3.26016E-06,0.0114384,0.0114384,-9.81
3.728,-1.34868E-05,0.0195493,0.0195493,-9.81
3.732,-1.96839E-05,0.0232572,0.0232572,-9.81
3.736,-1.5331E-05,0.022562,0.022562,-9.81
3.74,-1.09781E-05,0.0218669,0.0218669,-9.81
3.744,5.30703E-07,0.0077822,0.0077822,-9.81
3.748,1.20395E-05,-0.00630247,-0.00630247,-9.81
3.752,1.89727E-05,-0.0129254,-0.0129254,-9.81
3.756,2.13303E-05,-0.0120866,-0.0120866,-9.81
3.76,2.36878E-05,-0.0112478,-0.0112478,-9.81
3.764,2.07009E-05,-0.00416593,-0.00416593,-9.81
3.768,1.7714E-05,0.00291589,0.00291589,-9.81
3.772,1.65964E-05,0.00685769,0.00685769,-9.81
3.776,1.73483E-05,0.00765946,0.00765946,-9.81
3.78,1.81001E-05,0.00846123,0.00846123,-9.81
3.784,9.42423E-07,0.0155249,0.0155249,-9.81
3.788,-1.62153E-05,0.0225886,0.0225886,-9.81
3.792,-1.63175E-05,0.0176319,0.0176319,-9.81
3.796,6.3585E-07,0.000654792,0.000654792,-9.81
3.8,1.75892E-05,-0.0163223,-0.0163223,-9.81
3.804,1.70786E-05,-0.00820526,-0.00820526,-9.81
3.808,1.6568E-05,-8.82313E-05,-8.82313E-05,-9.81
3.812,1.77926E-05,0.00362417,0.00362417,-9.81
3.816,2.07524E-05,0.00293196,0.00293196,-9.81
3.82,2.37121E-05,0.00223974,0.00223974,-9.81
3.824,7.05211E-06,0.0105726,0.0105726,-9.81
3.828,-9.60787E-06,0.0189054,0.0189054,-9.81
3.832,-1.59213E-05,0.0227786,0.0227786,-9.81
3.836,-1.18882E-05,0.0221922,0.0221922,-9.81
3.84,-7.85505E-06,0.0216057,0.0216057,-9.81
3.844,3.31946E-06,0.00769863,0.00769863,-9.81
3.848,1.4494E-05,-0.00620846,-0.00620846,-9.81
3.852,1.90548E-05,-0.00942584,-0.00942584,-9.81
3.856,1.70021E-05,-0.00195351,-0.00195351,-9.81
3.86,1.49493E-05,0.00551882,0.00551882,-9.81
3.864,1.53297E-05,0.00651194,0.00651194,-9.81
3.868,1.57101E-05,0.00750506,0.00750506,-9.81
3.872,7.33985E-06,0.0115803,0.0115803,-9.81
3.876,-9.78108E-06,0.0187378,0.0187378,-9.81
3.88,-2.6902E-05,0.0258952,0.0258952,-9.81
3.884,-1.0237E-05,0.00907126,0.00907126,-9.81
3.888,6.42809E-06,-0.00775267,-0.00775267,-9.81
3.892,1.56039E-05,-0.0164582,-0.0164582,-9.81
3.896,1.72904E-05,-0.0170454,-0.0170454,-9.81
3.9,1.89769E-05,-0.0176326,-0.0176326,-9.81
3.904,1.91058E-05,-0.00924825,-0.00924825,-9.81
3.908,1.92346E-05,-0.000863922,-0.000863922,-9.81
3.912,2.07173E-05,0.00304762,0.00304762,-9.81
3.916,2.35537E-05,0.00248638,0.00248638,-9.81
3.92,2.63902E-05,0.00192514,0.00192514,-9.81
3.924,9.7554E-06,0.0103222,0.0103222,-9.81
3.928,-6.87941E-06,0.0187192,0.0187192,-9.81
3.932,-8.76988E-06,0.0155181,0.0155181,-9.81
3.936,4.084E-06,0.000718846,0.000718846,-9.81
3.94,1.69379E-05,-0.0140804,-0.0140804,-9.81
3.944,1.93043E-05,-0.0130915,-0.0130915,-9.81
3.948,2.16707E-05,-0.0121026,-0.0121026,-9.81
3.952,2.14484E-05,-0.00803052,-0.00803052,-9.81
3.956,1.86373E-05,-0.000875169,-0.000875169,-9.81
3.96,1.58263E-05,0.00628018,0.00628018,-9.81
3.964,1.65082E-05,0.00711799,0.00711799,-9.81
3.968,1.71901E-05,0.00795579,0.00795579,-9.81
3.972,8.95568E-06,0.0119154,0.0119154,-9.81
3.976,-8.19509E-06,0.0189967,0.0189967,-9.81
3.98,-2.53459E-05,0.026078,0.026078,-9.81
3.984,-8.44683E-06,0.00912976,0.00912976,-9.81
3.988,8.45221E-06,-0.00781848,-0.00781848,-9.81
3.992,1.66392E-05,-0.0122371,-0.0122371,-9.81
3.996,1.61141E-05,-0.00412614,-0.00412614,-9.81
4,1.55891E-05,0.00398483,0.00398483,-9.81
