"time","'p1@general_0hydraulic_0chamber'","'p1@hydraulic_04'","'q@volumesensor'"
0.0138,200.05,200.409,0
0.01383,200.05,200.409,0
0.01383,200.052,200.467,0
0.01386,200.052,200.467,0
0.01386,200.054,200.356,0
0.01389,200.054,200.356,0
0.01389,200.056,200.126,0
0.01392,200.056,200.126,0
0.01392,200.057,199.875,0
0.01395,200.057,199.875,0
0.01395,200.056,199.705,0
0.01398,200.056,199.705,0
0.01398,200.054,199.684,0
0.01401,200.054,199.684,0
0.01401,200.052,199.816,0
0.01404,200.052,199.816,0
0.01404,200.05,200.04,0
0.01407,200.05,200.04,0
0.01407,200.05,200.264,0
0.0141,200.05,200.264,0
0.0141,200.051,200.395,0
0.01413,200.051,200.395,0
0.01413,200.053,200.383,0
0.01416,200.053,200.383,0
0.01416,200.055,200.238,0
0.01419,200.055,200.238,0
0.01419,200.056,200.024,0
0.01422,200.056,200.024,0
0.01422,200.056,199.829,0
0.01425,200.056,199.829,0
0.01425,200.055,199.732,0
0.01428,200.055,199.732,0
0.01428,200.053,199.772,0
0.01431,200.053,199.772,0
0.01431,200.051,199.925,0
0.01434,200.051,199.925,0
0.01434,200.051,200.126,0
0.01437,200.051,200.126,0
0.01437,200.051,200.292,0
0.0144,200.051,200.292,0
0.0144,200.052,200.356,0
0.01443,200.052,200.356,0
0.01443,200.054,200.295,0
0.01446,200.054,200.295,0
0.01446,200.055,200.138,0
0.01449,200.055,200.138,0
0.01449,200.056,199.953,0
0.01452,200.056,199.953,0
0.01452,200.055,199.815,0
0.01455,200.055,199.815,0
0.01455,200.054,199.78,0
0.01458,200.054,199.78,0
0.01458,200.053,199.858,0
0.01461,200.053,199.858,0
0.01461,200.051,200.014,0
0.01464,200.051,200.014,0
0.01464,200.051,200.181,0
0.01467,200.051,200.181,0
0.01467,200.052,200.292,0
0.0147,200.052,200.292,0
0.0147,200.053,200.302,0
0.01473,200.053,200.302,0
0.01473,200.054,200.211,0
0.01476,200.054,200.211,0
0.01476,200.055,200.06,0
0.01479,200.055,200.06,0
0.01479,200.055,199.911,0
0.01482,200.055,199.911,0
0.01482,200.055,199.826,0
0.01485,200.055,199.826,0
0.01485,200.053,199.837,0
0.01488,200.053,199.837,0
0.01488,200.052,199.937,0
0.01491,200.052,199.937,0
0.01491,200.051,200.081,0
0.01494,200.051,200.081,0
0.01494,200.051,200.21,0
0.01497,200.051,200.21,0
0.01497,200.052,200.272,0
0.015,200.052,200.272,0
0.015,200.053,200.243,0
0.01503,200.053,200.243,0
0.01503,200.055,200.138,0
0.01506,200.055,200.138,0
0.01506,200.055,200.003,0
0.01509,200.055,200.003,0
0.01509,200.055,199.893,0
0.01512,200.055,199.893,0
0.01512,200.054,199.853,0
0.01515,200.054,199.853,0
0.01515,200.053,199.897,0
0.01518,200.053,199.897,0
0.01518,200.052,200.003,0
0.01521,200.052,200.003,0
0.01521,200.052,200.127,0
0.01524,200.052,200.127,0
0.01524,200.052,200.218,0
0.01527,200.052,200.218,0
0.01527,200.053,200.239,0
0.0153,200.053,200.239,0
0.0153,200.054,200.184,0
0.01533,200.054,200.184,0
0.01533,200.055,200.078,0
0.01536,200.055,200.078,0
0.01536,200.055,199.967,0
0.01539,200.055,199.967,0
0.01539,200.054,199.894,0
0.01542,200.054,199.894,0
0.01542,200.054,199.89,0
0.01545,200.054,199.89,0
0.01545,200.053,199.953,0
0.01548,200.053,199.953,0
0.01548,200.052,200.055,0
0.01551,200.052,200.055,0
0.01551,200.052,137.529,-6
0.01554,200.052,137.529,-6
0.01554,200.052,138.673,-6
0.01557,200.052,138.673,-6
0.01557,199.917,137.787,-6
0.0156,199.917,137.787,-6
0.0156,198.634,137.271,-6
0.01563,198.634,137.271,-6
0.01563,197.072,154.22,-6
0.01566,197.072,154.22,-6
0.01566,195.543,243.466,-6
0.01569,195.543,243.466,-6
0.01569,194.049,253.431,-6
0.01572,194.049,253.431,-6
0.01572,192.971,250.474,-6
0.01575,192.971,250.474,-6
0.01575,192.843,246.481,-6
0.01578,192.843,246.481,-6
0.01578,192.908,210.257,-6
0.01581,192.908,210.257,-6
0.01581,192.92,141.308,-6
0.01584,192.92,141.308,-6
0.01584,192.819,132.665,-6
0.01587,192.819,132.665,-6
0.01587,192.161,135.911,-6
0.0159,192.161,135.911,-6
0.0159,190.76,145.238,-6
0.01593,190.76,145.238,-6
0.01593,189.239,189.28,-6
0.01596,189.239,189.28,-6
0.01596,187.796,239.972,-6
0.01599,187.796,239.972,-6
0.01599,186.564,243.267,-6
0.01602,186.564,243.267,-6
0.01602,185.94,236.47,-6
0.01605,185.94,236.47,-6
0.01605,185.891,218.15,-6
0.01608,185.891,218.15,-6
0.01608,185.896,170.815,-6
0.01611,185.896,170.815,-6
0.01611,185.787,131.587,-6
0.01614,185.787,131.587,-6
0.01614,185.377,129.995,-6
0.01617,185.377,129.995,-6
0.01617,184.368,138.478,-6
0.0162,184.368,138.478,-6
0.0162,182.928,162.043,-6
0.01623,182.928,162.043,-6
0.01623,181.484,206.027,-6
0.01626,181.484,206.027,-6
0.01626,180.203,233.138,-6
0.01629,180.203,233.138,-6
0.01629,179.291,229.908,-6
0.01632,179.291,229.908,-6
0.01632,178.934,216.32,-6
0.01635,178.934,216.32,-6
0.01635,178.888,186.791,-6
0.01638,178.888,186.791,-6
0.01638,178.794,145.749,-6
0.01641,178.794,145.749,-6
0.01641,178.488,125.59,-6
0.01644,178.488,125.59,-6
0.01644,177.772,130.497,-6
0.01647,177.772,130.497,-6
0.01647,176.568,146.473,-6
0.0165,176.568,146.473,-6
0.0165,175.154,177.116,-6
0.01653,175.154,177.116,-6
0.01653,173.835,273.821,0
0.01656,173.835,273.821,0
0.01656,172.799,284.437,0
0.01659,172.799,284.437,0
0.01659,173.094,275.625,0
0.01662,173.094,275.625,0
0.01662,174.524,251.87,0
0.01665,174.524,251.87,0
0.01665,176.019,148.239,0
0.01668,176.019,148.239,0
0.01668,177.362,75.1844,0
0.01671,177.362,75.1844,0
0.01671,178.206,74.2667,0
0.01674,178.206,74.2667,0
0.01674,177.745,86.6962,0
0.01677,177.745,86.6962,0
0.01677,176.465,127.748,0
0.0168,176.465,127.748,0
0.0168,175.196,226.037,0
0.01683,175.196,226.037,0
0.01683,174.158,276.775,0
0.01686,174.158,276.775,0
0.01686,173.803,272.423,0
0.01689,173.803,272.423,0
0.01689,174.632,253.78,0
0.01692,174.632,253.78,0
0.01692,176.033,200.203,0
0.01695,176.033,200.203,0
0.01695,177.348,114.487,0
0.01698,177.348,114.487,0
0.01698,178.327,79.4361,0
0.01701,178.327,79.4361,0
0.01701,178.513,88.676,0
0.01704,178.513,88.676,0
0.01704,177.691,115.438,0
0.01707,177.691,115.438,0
0.01707,176.483,176.721,0
0.0171,176.483,176.721,0
0.0171,175.432,248.177,0
0.01713,175.432,248.177,0
0.01713,174.82,270.055,0
0.01716,174.82,270.055,0
0.01716,175.045,255.935,0
0.01719,175.045,255.935,0
0.01719,176.107,221.831,0
0.01722,176.107,221.831,0
0.01722,177.391,159.31,0
0.01725,177.391,159.31,0
0.01725,178.441,101.644,0
0.01728,178.441,101.644,0
0.01728,178.965,90.1476,0
0.01731,178.965,90.1476,0
0.01731,178.67,109.694,0
0.01734,178.67,109.694,0
0.01734,177.713,150.327,0
0.01737,177.713,150.327,0
0.01737,176.66,210.824,0
0.0174,176.66,210.824,0
0.0174,175.914,255.337,0
0.01743,175.914,255.337,0
0.01743,175.756,257.918,0
0.01746,175.756,257.918,0
0.01746,176.367,233.428,0
0.01749,176.367,233.428,0
0.01749,177.479,189.06,0
0.01752,177.479,189.06,0
0.01752,178.569,133.77,0
0.01755,178.569,133.77,0
0.01755,179.285,100.959,0
0.01758,179.285,100.959,0
0.01758,179.382,106.135,0
0.01761,179.382,106.135,0
0.01761,178.795,135.486,0
0.01764,178.795,135.486,0
0.01764,177.854,181.929,0
0.01767,177.854,181.929,0
0.01767,177.028,230.527,0
0.0177,177.028,230.527,0
0.0177,176.632,252.594,0
0.01773,176.632,252.594,0
0.01773,176.86,240.999,0
0.01776,176.86,240.999,0
0.01776,177.676,208.098,0
0.01779,177.676,208.098,0
0.01779,178.712,162.37,0
0.01782,178.712,162.37,0
0.01782,179.548,121.564,0
0.01785,179.548,121.564,0
0.01785,179.913,108.96,0
0.01788,179.913,108.96,0
0.01788,179.679,126.278,0
0.01791,179.679,126.278,0
0.01791,178.965,162.017,0
0.01794,178.965,162.017,0
0.01794,178.145,205.591,0
0.01797,178.145,205.591,0
0.01797,177.593,238.315,0
0.018,177.593,238.315,0
0.018,177.536,242.723,0
0.01803,177.536,242.723,0
0.01803,178.036,221.033,0
0.01806,178.036,221.033,0
0.01806,178.91,184.245,0
0.01809,178.91,184.245,0
0.01809,179.785,144.517,0
0.01812,179.785,144.517,0
0.01812,180.336,119.851,0
0.01815,180.336,119.851,0
0.01815,180.388,122.683,0
0.01818,180.388,122.683,0
0.01818,179.943,148.187,0
0.01821,179.943,148.187,0
0.01821,179.23,185.089,0
0.01824,179.23,185.089,0
0.01824,178.601,220.214,0
0.01827,178.601,220.214,0
0.01827,178.336,237.221,0
0.0183,178.336,237.221,0
0.0183,178.559,228.519,0
0.01833,178.559,228.519,0
0.01833,179.211,200.674,0
0.01836,179.211,200.674,0
0.01836,180.031,165.223,0
0.01839,180.031,165.223,0
0.01839,180.693,135.537,0
0.01842,180.693,135.537,0
0.01842,180.966,125.764,0
0.01845,180.966,125.764,0
0.01845,180.778,139.616,0
0.01848,180.778,139.616,0
0.01848,180.238,169.143,0
0.01851,180.238,169.143,0
0.01851,179.619,202.413,0
0.01854,179.619,202.413,0
0.01854,179.216,226.36,0
0.01857,179.216,226.36,0
0.01857,179.213,229.763,0
0.0186,179.213,229.763,0
0.0186,179.634,212.216,0
0.01863,179.634,212.216,0
0.01863,180.328,182.514,0
0.01866,180.328,182.514,0
0.01866,181.021,152.509,0
0.01869,181.021,152.509,0
0.01869,181.452,134.524,0
0.01872,181.452,134.524,0
0.01872,181.486,136.897,0
0.01875,181.486,136.897,0
0.01875,181.145,157.539,0
0.01878,181.145,157.539,0
0.01878,180.608,186.814,0
0.01881,180.608,186.814,0
0.01881,180.141,213.165,0
0.01884,180.141,213.165,0
0.01884,179.966,225.507,0
0.01887,179.966,225.507,0
0.01887,180.176,218.496,0
0.0189,180.176,218.496,0
0.0189,180.706,196.13,0
0.01893,180.706,196.13,0
0.01893,181.357,168.413,0
0.01896,181.357,168.413,0
0.01896,181.879,146.349,0
0.01899,181.879,146.349,0
0.01899,182.091,139.496,0
0.01902,182.091,139.496,0
0.01902,181.945,150.608,0
0.01905,181.945,150.608,0
0.01905,181.537,174.147,0
0.01908,181.537,174.147,0
0.01908,181.076,199.918,0
0.01911,181.076,199.918,0
0.01911,180.788,217.654,0
0.01914,180.788,217.654,0
0.01914,180.818,219.733,0
0.01917,180.818,219.733,0
0.01917,181.175,205.71,0
0.0192,181.175,205.71,0
0.0192,181.732,182.213,0
0.01923,181.732,182.213,0
0.01923,182.281,159.186,0
0.01926,182.281,159.186,0
0.01926,182.621,146.032,0
0.01929,182.621,146.032,0
0.01929,182.648,148.406,0
0.01932,182.648,148.406,0
0.01932,182.389,164.874,0
0.01935,182.389,164.874,0
0.01935,181.988,187.902,0
0.01938,181.988,187.902,0
0.01938,181.648,207.995,0
0.01941,181.648,207.995,0
0.01941,181.541,216.879,0
0.01944,181.541,216.879,0
0.01944,181.733,210.975,0
0.01947,181.733,210.975,0
0.01947,182.168,193.249,0
0.0195,182.168,193.249,0
0.0195,182.688,171.643,0
0.01953,182.688,171.643,0
0.01953,183.102,155.015,0
0.01956,183.102,155.015,0
0.01956,183.271,150.363,0
0.01959,183.271,150.363,0
0.01959,183.162,159.428,0
0.01962,183.162,159.428,0
0.01962,182.856,177.996,0
0.01965,182.856,177.996,0
0.01965,182.518,197.964,0
0.01968,182.518,197.964,0
0.01968,182.319,211.217,0
0.01971,182.319,211.217,0
0.01971,182.37,212.271,0
0.01974,182.37,212.271,0
0.01974,182.673,201.038,0
0.01977,182.673,201.038,0
0.01977,183.124,182.637,0
0.0198,183.124,182.637,0
0.0198,183.562,164.965,0
0.01983,183.562,164.965,0
0.01983,183.833,155.323,0
0.01986,183.833,155.323,0
0.01986,183.86,157.686,0
0.01989,183.86,157.686,0
0.01989,183.667,170.775,0
0.01992,183.667,170.775,0
0.01992,183.371,188.735,0
0.01995,183.371,188.735,0
0.01995,183.129,204.079,0
0.01998,183.129,204.079,0
0.01998,183.071,210.473,0
0.02001,183.071,210.473,0
0.02001,183.246,205.472,0
0.02004,183.246,205.472,0
0.02004,183.606,191.494,0
0.02007,183.606,191.494,0
0.02007,184.024,174.741,0
0.0201,184.024,174.741,0
0.0201,184.356,162.171,0
0.02013,184.356,162.171,0
0.02013,184.494,159.064,0
0.02016,184.494,159.064,0
0.02016,184.417,166.492,0
0.02019,184.417,166.492,0
0.02019,184.192,181.095,0
0.02022,184.192,181.095,0
0.02022,183.948,196.545,0
0.02025,183.948,196.545,0
0.02025,183.817,206.504,0
0.02028,183.817,206.504,0
0.02028,183.881,206.893,0
0.02031,183.881,206.893,0
0.02031,184.139,197.864,0
0.02034,184.139,197.864,0
0.02034,184.508,183.477,0
0.02037,184.508,183.477,0
0.02037,184.86,169.908,0
0.0204,184.86,169.908,0
0.0204,185.08,162.816,0
0.02043,185.08,162.816,0
0.02043,185.108,165.075,0
0.02046,185.108,165.075,0
0.02046,184.969,175.51,0
0.02049,184.969,175.51,0
0.02049,184.755,189.507,0
0.02052,184.755,189.507,0
0.02052,184.588,201.235,0
0.02055,184.588,201.235,0
0.02055,184.567,205.836,0
0.02058,184.567,205.836,0
0.02058,184.726,201.616,0
0.02061,184.726,201.616,0
0.02061,185.025,190.593,0
0.02064,185.025,190.593,0
0.02064,185.365,177.635,0
0.02067,185.365,177.635,0
0.02067,185.634,168.147,0
0.0207,185.634,168.147,0
0.0207,185.75,166.12,0
0.02073,185.75,166.12,0
0.02073,185.7,172.199,0
0.02076,185.7,172.199,0
0.02076,185.539,183.662,0
0.02079,185.539,183.662,0
0.02079,185.367,195.578,0
0.02082,185.367,195.578,0
0.02082,185.287,203.043,0
0.02085,185.287,203.043,0
0.02085,185.36,203.021,0
0.02088,185.36,203.021,0
0.02088,185.582,195.788,0
0.02091,185.582,195.788,0
0.02091,185.886,184.59,0
0.02094,185.886,184.59,0
0.02094,186.173,174.216,0
0.02097,186.173,174.216,0
0.02097,186.353,169.017,0
0.021,186.353,169.017,0
0.021,186.385,171.089,0
0.02103,186.385,171.089,0
0.02103,186.29,179.388,0
0.02106,186.29,179.388,0
0.02106,186.139,190.272,0
0.02109,186.139,190.272,0
0.02109,186.029,199.224,0
0.02112,186.029,199.224,0
0.02112,186.035,202.529,0
0.02115,186.035,202.529,0
0.02115,186.18,199,0
0.02118,186.18,199,0
0.02118,186.431,190.322,0
0.02121,186.431,190.322,0
0.02121,186.711,180.313,0
0.02124,186.711,180.313,0
0.02124,186.931,173.155,0
0.02127,186.931,173.155,0
0.02127,187.032,171.87,0
0.0213,187.032,171.87,0
0.0213,187.005,176.836,0
0.02133,187.005,176.836,0
0.02133,186.894,185.843,0
0.02136,186.894,185.843,0
0.02136,186.778,195.045,0
0.02139,186.778,195.045,0
0.02139,186.737,200.653,0
0.02142,186.737,200.653,0
0.02142,186.815,200.397,0
0.02145,186.815,200.397,0
0.02145,187.007,194.602,0
0.02148,187.007,194.602,0
0.02148,187.26,185.872,0
0.02151,187.26,185.872,0
0.02151,187.496,177.935,0
0.02154,187.496,177.935,0
0.02154,187.648,174.134,0
0.02157,187.648,174.134,0
0.02157,187.685,175.994,0
0.0216,187.685,175.994,0
0.0216,187.623,182.603,0
0.02163,187.623,182.603,0
0.02163,187.523,191.071,0
0.02166,187.523,191.071,0
0.02166,187.456,197.904,0
0.02169,187.456,197.904,0
0.02169,187.481,200.267,0
0.02172,187.481,200.267,0
0.02172,187.614,197.339,0
0.02175,187.614,197.339,0
0.02175,187.828,190.515,0
0.02178,187.828,190.515,0
0.02178,188.06,182.798,0
0.02181,188.06,182.798,0
0.02181,188.244,177.416,0
0.02184,188.244,177.416,0
0.02184,188.334,176.645,0
0.02187,188.334,176.645,0
0.02187,188.326,180.688,0
0.0219,188.326,180.688,0
0.0219,188.254,187.752,0
0.02193,188.254,187.752,0
0.02193,188.182,194.84,0
0.02196,188.182,194.84,0
0.02196,188.17,199.038,0
0.02199,188.17,199.038,0
0.02199,188.25,198.66,0
0.02202,188.25,198.66,0
0.02202,188.418,194.045,0
0.02205,188.418,194.045,0
0.02205,188.631,187.266,0
0.02208,188.631,187.266,0
0.02208,188.829,181.217,0
0.02211,188.829,181.217,0
0.02211,188.96,178.454,0
0.02214,188.96,178.454,0
0.02214,189.001,180.087,0
0.02217,189.001,180.087,0
0.02217,188.967,185.335,0
0.0222,188.967,185.335,0
0.0222,188.905,191.917,0
0.02223,188.905,191.917,0
0.02223,188.872,197.128,0
0.02226,188.872,197.128,0
0.02226,188.911,198.812,0
0.02229,188.911,198.812,0
0.02229,189.033,196.403,0
0.02232,189.033,196.403,0
0.02232,189.217,191.047,0
0.02235,189.217,191.047,0
0.02235,189.413,185.102,0
0.02238,189.413,185.102,0
0.02238,189.569,181.061,0
0.02241,189.569,181.061,0
0.02241,189.652,180.638,0
0.02244,189.652,180.638,0
0.02244,189.659,183.923,0
0.02247,189.659,183.923,0
0.02247,189.619,189.469,0
0.0225,189.619,189.469,0
0.0225,189.58,194.94,0
0.02253,189.58,194.94,0
0.02253,189.589,198.089,0
0.02256,189.589,198.089,0
0.02256,189.671,197.666,0
0.02259,189.671,197.666,0
0.02259,189.82,193.99,0
0.02262,189.82,193.99,0
0.02262,190.002,188.719,0
0.02265,190.002,188.719,0
0.02265,190.17,184.105,0
0.02268,190.17,184.105,0
0.02268,190.285,182.107,0
0.02271,190.285,182.107,0
0.02271,190.33,183.524,0
0.02274,190.33,183.524,0
0.02274,190.318,187.7,0
0.02277,190.318,187.7,0
0.02277,190.287,192.823,0
0.0228,190.287,192.823,0
0.0228,190.279,196.8,0
0.02283,190.279,196.8,0
0.02283,190.328,197.995,0
0.02286,190.328,197.995,0
0.02286,190.441,196.024,0
0.02289,190.441,196.024,0
0.02289,190.601,191.827,0
0.02292,190.601,191.827,0
0.02292,190.769,187.254,0
0.02295,190.769,187.254,0
0.02295,190.904,184.231,0
0.02298,190.904,184.231,0
0.02298,190.982,184.041,0
0.02301,190.982,184.041,0
0.02301,191.002,186.703,0
0.02304,191.002,186.703,0
0.02304,190.986,191.053,0
0.02307,190.986,191.053,0
0.02307,190.973,195.27,0
0.0231,190.973,195.27,0
0.0231,190.998,197.627,0
0.02313,190.998,197.627,0
0.02313,191.08,197.203,0
0.02316,191.08,197.203,0
0.02316,191.213,194.291,0
0.02319,191.213,194.291,0
0.02319,191.371,190.209,0
0.02322,191.371,190.209,0
0.02322,191.517,186.707,0
0.02325,191.517,186.707,0
0.02325,191.62,185.275,0
0.02328,191.62,185.275,0
0.02328,191.669,186.489,0
0.02331,191.669,186.489,0
0.02331,191.675,189.8,0
0.02334,191.675,189.8,0
0.02334,191.667,193.783,0
0.02337,191.667,193.783,0
0.02337,191.678,196.816,0
0.0234,191.678,196.816,0
0.0234,191.734,197.661,0
0.02343,191.734,197.661,0
0.02343,191.84,196.062,0
0.02346,191.84,196.062,0
0.02346,191.981,192.783,0
0.02349,191.981,192.783,0
0.02349,192.127,189.273,0
0.02352,192.127,189.273,0
0.02352,192.247,187.018,0
0.02355,192.247,187.018,0
0.02355,192.322,186.979,0
0.02358,192.322,186.979,0
0.02358,192.352,189.134,0
0.02361,192.352,189.134,0
0.02361,192.355,192.547,0
0.02364,192.355,192.547,0
0.02364,192.362,195.804,0
0.02367,192.362,195.804,0
0.02367,192.399,197.573,0
0.0237,192.399,197.573,0
0.0237,192.481,197.174,0
0.02373,192.481,197.174,0
0.02373,192.601,194.871,0
0.02376,192.601,194.871,0
0.02376,192.74,191.711,0
0.02379,192.74,191.711,0
0.02379,192.868,189.051,0
0.02382,192.868,189.051,0
0.02382,192.963,188.032,0
0.02385,192.963,188.032,0
0.02385,193.016,189.068,0
0.02388,193.016,189.068,0
0.02388,193.036,191.699,0
0.02391,193.036,191.699,0
0.02391,193.045,194.804,0
0.02394,193.045,194.804,0
0.02394,193.072,197.124,0
0.02397,193.072,197.124,0
0.02397,193.133,197.721,0
0.024,193.133,197.721,0
0.024,193.233,196.428,0
0.02403,193.233,196.428,0
0.02403,193.359,193.868,0
0.02406,193.359,193.868,0
0.02406,193.488,191.175,0
0.02409,193.488,191.175,0
0.02409,193.596,189.499,0
0.02412,193.596,189.499,0
0.02412,193.669,189.556,0
0.02415,193.669,189.556,0
0.02415,193.707,191.301,0
0.02418,193.707,191.301,0
0.02418,193.725,193.981,0
0.02421,193.725,193.981,0
0.02421,193.747,196.497,0
0.02424,193.747,196.497,0
0.02424,193.794,197.826,0
0.02427,193.794,197.826,0
0.02427,193.874,197.467,0
0.0243,193.874,197.467,0
0.0243,193.985,195.653,0
0.02433,193.985,195.653,0
0.02433,194.109,193.214,0
0.02436,194.109,193.214,0
0.02436,194.224,191.204,0
0.02439,194.224,191.204,0
0.02439,194.312,190.491,0
0.02442,194.312,190.491,0
0.02442,194.368,191.368,0
0.02445,194.368,191.368,0
0.02445,194.399,193.454,0
0.02448,194.399,193.454,0
0.02448,194.423,195.871,0
0.02451,194.423,195.871,0
0.02451,194.46,197.644,0
0.02454,194.46,197.644,0
0.02454,194.525,198.066,0
0.02457,194.525,198.066,0
0.02457,194.62,197.03,0
0.0246,194.62,197.03,0
0.0246,194.734,195.042,0
0.02463,194.734,195.042,0
0.02463,194.85,192.986,0
0.02466,194.85,192.986,0
0.02466,194.949,191.747,0
0.02469,194.949,191.747,0
0.02469,195.021,191.861,0
0.02472,195.021,191.861,0
0.02472,195.066,193.273,0
0.02475,195.066,193.273,0
0.02475,195.096,195.376,0
0.02478,195.096,195.376,0
0.02478,195.13,197.322,0
0.02481,195.13,197.322,0
0.02481,195.183,198.323,0
0.02484,195.183,198.323,0
0.02484,195.263,198.012,0
0.02487,195.263,198.012,0
0.02487,195.366,196.589,0
0.0249,195.366,196.589,0
0.0249,195.478,194.711,0
0.02493,195.478,194.711,0
0.02493,195.583,193.195,0
0.02496,195.583,193.195,0
0.02496,195.666,192.703,0
0.02499,195.666,192.703,0
0.02499,195.725,193.444,0
0.02502,195.725,193.444,0
0.02502,195.765,195.102,0
0.02505,195.765,195.102,0
0.02505,195.8,196.989,0
0.02508,195.8,196.989,0
0.02508,195.845,198.35,0
0.02511,195.845,198.35,0
0.02511,195.913,198.649,0
0.02514,195.913,198.649,0
0.02514,196.003,197.824,0
0.02517,196.003,197.824,0
0.02517,196.109,196.282,0
0.0252,196.109,196.282,0
0.0252,196.214,194.712,0
0.02523,196.214,194.712,0
0.02523,196.307,193.801,0
0.02526,196.307,193.801,0
0.02526,196.378,193.946,0
0.02529,196.378,193.946,0
0.02529,196.428,195.091,0
0.02532,196.428,195.091,0
0.02532,196.467,196.748,0
0.02535,196.467,196.748,0
0.02535,196.51,198.257,0
0.02538,196.51,198.257,0
0.02538,196.568,199.014,0
0.02541,196.568,199.014,0
0.02541,196.647,198.752,0
0.02544,196.647,198.752,0
0.02544,196.744,197.639,0
0.02547,196.744,197.639,0
0.02547,196.847,196.196,0
0.0255,196.847,196.196,0
0.0255,196.944,195.059,0
0.02553,196.944,195.059,0
0.02553,197.024,194.729,0
0.02556,197.024,194.729,0
0.02556,197.085,195.353,0
0.02559,197.085,195.353,0
0.02559,197.132,196.671,0
0.02562,197.132,196.671,0
0.02562,197.175,198.147,0
0.02565,197.175,198.147,0
0.02565,197.228,199.193,0
0.02568,197.228,199.193,0
0.02568,197.297,199.408,0
0.02571,197.297,199.408,0
0.02571,197.384,198.756,0
0.02574,197.384,198.756,0
0.02574,197.482,197.566,0
0.02577,197.482,197.566,0
0.02577,197.58,196.376,0
0.0258,197.58,196.376,0
0.0258,197.667,195.713,0
0.02583,197.667,195.713,0
0.02583,197.738,195.873,0
0.02586,197.738,195.873,0
0.02586,197.792,196.799,0
0.02589,197.792,196.799,0
0.02589,197.839,198.104,0
0.02592,197.839,198.104,0
0.02592,197.889,199.276,0
0.02595,197.889,199.276,0
0.02595,197.95,199.851,0
0.02598,197.95,199.851,0
0.02598,198.028,199.636,0
0.02601,198.028,199.636,0
0.02601,198.12,198.772,0
0.02604,198.12,198.772,0
0.02604,198.216,197.671,0
0.02607,198.216,197.671,0
0.02607,198.307,196.822,0
0.0261,198.307,196.822,0
0.0261,198.385,196.609,0
0.02613,198.385,196.609,0
0.02613,198.448,197.134,0
0.02616,198.448,197.134,0
0.02616,198.5,198.184,0
0.02619,198.5,198.184,0
0.02619,198.55,199.341,0
0.02622,198.55,199.341,0
0.02622,198.607,200.149,0
0.02625,198.607,200.149,0
0.02625,198.678,200.306,0
0.02628,198.678,200.306,0
0.02628,198.762,199.796,0
0.02631,198.762,199.796,0
0.02631,198.854,198.881,0
0.02634,198.854,198.881,0
0.02634,198.946,197.982,0
0.02637,198.946,197.982,0
0.02637,199.03,197.504,0
0.0264,199.03,197.504,0
0.0264,199.1,197.669,0
0.02643,199.1,197.669,0
0.02643,199.158,198.42,0
0.02646,199.158,198.42,0
0.02646,199.211,199.453,0
0.02649,199.211,199.453,0
0.02649,199.266,200.367,0
0.02652,199.266,200.367,0
0.02652,199.33,200.809,0
0.02655,199.33,200.809,0
0.02655,199.407,200.637,0
0.02658,199.407,200.637,0
0.02658,199.495,199.97,0
0.02661,199.495,199.97,0
0.02661,199.585,199.13,0
0.02664,199.585,199.13,0
0.02664,199.672,198.501,0
0.02667,199.672,198.501,0
0.02667,199.748,198.372,0
0.0267,199.748,198.372,0
0.0267,199.813,198.816,0
0.02673,199.813,198.816,0
0.02673,199.869,199.655,0
0.02676,199.869,199.655,0
0.02676,199.924,200.567,0
0.02679,199.924,200.567,0
0.02679,199.985,201.194,0
0.02682,199.985,201.194,0
0.02682,200.035,201.313,0
0.02685,200.035,201.313,0
0.02685,200.054,200.917,0
0.02688,200.054,200.917,0
0.02688,200.062,200.204,0
0.02691,200.062,200.204,0
0.02691,200.064,199.432,0
0.02694,200.064,199.432,0
0.02694,200.061,198.946,0
0.02697,200.061,198.946,0
0.02697,200.055,198.942,0
0.027,200.055,198.942,0
0.027,200.048,199.385,0
0.02703,200.048,199.385,0
0.02703,200.044,200.08,0
0.02706,200.044,200.08,0
0.02706,200.044,200.759,0
0.02709,200.044,200.759,0
0.02709,200.047,201.124,0
0.02712,200.047,201.124,0
0.02712,200.053,201.034,0
0.02715,200.053,201.034,0
0.02715,200.059,200.558,0
0.02718,200.059,200.558,0
0.02718,200.062,199.896,0
0.02721,200.062,199.896,0
0.02721,200.062,199.311,0
0.02724,200.062,199.311,0
0.02724,200.058,199.056,0
0.02727,200.058,199.056,0
0.02727,200.052,199.222,0
0.0273,200.052,199.222,0
0.0273,200.047,199.716,0
0.02733,200.047,199.716,0
0.02733,200.045,200.333,0
0.02736,200.045,200.333,0
0.02736,200.046,200.825,0
0.02739,200.046,200.825,0
0.02739,200.05,200.981,0
0.02742,200.05,200.981,0
0.02742,200.055,200.754,0
0.02745,200.055,200.754,0
0.02745,200.06,200.256,0
0.02748,200.06,200.256,0
0.02748,200.061,199.691,0
0.02751,200.061,199.691,0
0.02751,200.059,199.29,0
0.02754,200.059,199.29,0
0.02754,200.055,199.22,0
0.02757,200.055,199.22,0
0.02757,200.05,199.493,0
0.0276,200.05,199.493,0
0.0276,200.047,199.984,0
0.02763,200.047,199.984,0
0.02763,200.046,200.49,0
0.02766,200.046,200.49,0
0.02766,200.048,200.806,0
0.02769,200.048,200.806,0
