"time","g","e","h","der(h)","v","der(v)"
4.20000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,1.36818100000001E-01,-4.12019999999998E+00,-4.12019999999998E+00,-9.81000000000000E+00
4.30000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,9.51746500000008E-02,-4.21829999999998E+00,-4.21829999999998E+00,-9.81000000000000E+00
4.40000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,5.25502000000011E-02,-4.31639999999998E+00,-4.31639999999998E+00,-9.81000000000000E+00
4.50000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,8.94475000000126E-03,-4.41449999999998E+00,-4.41449999999998E+00,-9.81000000000000E+00
4.60000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,1.72410670000012E-02,3.04208099999998E+00,3.04208099999998E+00,-9.81000000000000E+00
4.70000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.72204270000011E-02,2.94398099999999E+00,2.94398099999999E+00,-9.81000000000000E+00
4.80000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,7.62187870000010E-02,2.84588099999999E+00,2.84588099999999E+00,-9.81000000000000E+00
4.90000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,1.04236147000001E-01,2.74778099999999E+00,2.74778099999999E+00,-9.81000000000000E+00
5.00000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,1.31272507000001E-01,2.64968099999999E+00,2.64968099999999E+00,-9.81000000000000E+00
5.10000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,1.57327867000001E-01,2.55158099999999E+00,2.55158099999999E+00,-9.81000000000000E+00
5.20000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,1.82402227000001E-01,2.45348099999999E+00,2.45348099999999E+00,-9.81000000000000E+00
5.30000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,2.06495587000000E-01,2.35538099999999E+00,2.35538099999999E+00,-9.81000000000000E+00
5.40000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,2.29607947000000E-01,2.25728099999999E+00,2.25728099999999E+00,-9.81000000000000E+00
5.50000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,2.51739307000000E-01,2.15918100000000E+00,2.15918100000000E+00,-9.81000000000000E+00
5.60000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,2.72889667000001E-01,2.06108100000000E+00,2.06108100000000E+00,-9.81000000000000E+00
5.70000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,2.93059027000001E-01,1.96298100000000E+00,1.96298100000000E+00,-9.81000000000000E+00
5.80000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,3.12247387000000E-01,1.86488100000000E+00,1.86488100000000E+00,-9.81000000000000E+00
5.90000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,3.30454747000000E-01,1.76678100000000E+00,1.76678100000000E+00,-9.81000000000000E+00
6.00000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,3.47681107000000E-01,1.66868099999999E+00,1.66868099999999E+00,-9.81000000000000E+00
6.10000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,3.63926467000000E-01,1.57058099999999E+00,1.57058099999999E+00,-9.81000000000000E+00
6.20000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,3.79190827000000E-01,1.47248099999999E+00,1.47248099999999E+00,-9.81000000000000E+00
6.30000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,3.93474187000000E-01,1.37438099999999E+00,1.37438099999999E+00,-9.81000000000000E+00
6.40000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.06776547000000E-01,1.27628099999999E+00,1.27628099999999E+00,-9.81000000000000E+00
6.50000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.19097907000000E-01,1.17818099999999E+00,1.17818099999999E+00,-9.81000000000000E+00
6.60000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.30438267000000E-01,1.08008099999999E+00,1.08008099999999E+00,-9.81000000000000E+00
6.70000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.40797627000000E-01,9.81980999999988E-01,9.81980999999988E-01,-9.81000000000000E+00
6.80000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.50175987000000E-01,8.83880999999989E-01,8.83880999999989E-01,-9.81000000000000E+00
6.90000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.58573346999999E-01,7.85780999999989E-01,7.85780999999989E-01,-9.81000000000000E+00
7.00000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.65989706999999E-01,6.87680999999989E-01,6.87680999999989E-01,-9.81000000000000E+00
7.10000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.72425066999999E-01,5.89580999999989E-01,5.89580999999989E-01,-9.81000000000000E+00
7.20000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.77879426999999E-01,4.91480999999989E-01,4.91480999999989E-01,-9.81000000000000E+00
7.30000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.82352786999999E-01,3.93380999999989E-01,3.93380999999989E-01,-9.81000000000000E+00
7.40000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.85845146999999E-01,2.95280999999989E-01,2.95280999999989E-01,-9.81000000000000E+00
7.50000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.88356506999999E-01,1.97180999999989E-01,1.97180999999989E-01,-9.81000000000000E+00
7.60000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.89886866999999E-01,9.90809999999894E-02,9.90809999999894E-02,-9.81000000000000E+00
7.70000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.90436226999999E-01,9.80999999989362E-04,9.80999999989362E-04,-9.81000000000000E+00
7.80000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.90004586999999E-01,-9.71190000000106E-02,-9.71190000000106E-02,-9.81000000000000E+00
7.90000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.88591946999999E-01,-1.95219000000011E-01,-1.95219000000011E-01,-9.81000000000000E+00
8.00000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.86198306999998E-01,-2.93319000000011E-01,-2.93319000000011E-01,-9.81000000000000E+00
8.10000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.82823666999998E-01,-3.91419000000011E-01,-3.91419000000011E-01,-9.81000000000000E+00
8.20000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.78468026999998E-01,-4.89519000000010E-01,-4.89519000000010E-01,-9.81000000000000E+00
8.30000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.73131386999998E-01,-5.87619000000010E-01,-5.87619000000010E-01,-9.81000000000000E+00
8.40000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.66813746999998E-01,-6.85719000000010E-01,-6.85719000000010E-01,-9.81000000000000E+00
8.50000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.59515106999998E-01,-7.83819000000010E-01,-7.83819000000010E-01,-9.81000000000000E+00
8.60000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.51235466999998E-01,-8.81919000000010E-01,-8.81919000000010E-01,-9.81000000000000E+00
8.70000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.41974826999998E-01,-9.80019000000010E-01,-9.80019000000010E-01,-9.81000000000000E+00
8.80000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.31733186999998E-01,-1.07811900000001E+00,-1.07811900000001E+00,-9.81000000000000E+00
8.90000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.20510546999998E-01,-1.17621900000001E+00,-1.17621900000001E+00,-9.81000000000000E+00
9.00000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.08306906999997E-01,-1.27431900000001E+00,-1.27431900000001E+00,-9.81000000000000E+00
9.10000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,3.95122266999997E-01,-1.37241900000001E+00,-1.37241900000001E+00,-9.81000000000000E+00
9.20000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,3.80956626999997E-01,-1.47051900000001E+00,-1.47051900000001E+00,-9.81000000000000E+00
9.30000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,3.65809986999997E-01,-1.56861900000002E+00,-1.56861900000002E+00,-9.81000000000000E+00
9.40000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,3.49682346999997E-01,-1.66671900000002E+00,-1.66671900000002E+00,-9.81000000000000E+00
9.50000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,3.32573706999997E-01,-1.76481900000002E+00,-1.76481900000002E+00,-9.81000000000000E+00
9.60000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,3.14484066999996E-01,-1.86291900000002E+00,-1.86291900000002E+00,-9.81000000000000E+00
9.70000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,2.95413426999996E-01,-1.96101900000002E+00,-1.96101900000002E+00,-9.81000000000000E+00
9.80000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,2.75361786999996E-01,-2.05911900000002E+00,-2.05911900000002E+00,-9.81000000000000E+00
9.90000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,2.54329146999996E-01,-2.15721900000002E+00,-2.15721900000002E+00,-9.81000000000000E+00
1.00000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.32315506999996E-01,-2.25531900000002E+00,-2.25531900000002E+00,-9.81000000000000E+00
1.01000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.09320866999996E-01,-2.35341900000001E+00,-2.35341900000001E+00,-9.81000000000000E+00
1.02000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.85345226999996E-01,-2.45151900000001E+00,-2.45151900000001E+00,-9.81000000000000E+00
1.03000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.60388586999996E-01,-2.54961900000001E+00,-2.54961900000001E+00,-9.81000000000000E+00
1.04000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.34450946999996E-01,-2.64771900000001E+00,-2.64771900000001E+00,-9.81000000000000E+00
1.05000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.07532306999995E-01,-2.74581900000001E+00,-2.74581900000001E+00,-9.81000000000000E+00
1.06000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,7.96326669999953E-02,-2.84391900000001E+00,-2.84391900000001E+00,-9.81000000000000E+00
1.07000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,5.07520269999952E-02,-2.94201900000001E+00,-2.94201900000001E+00,-9.81000000000000E+00
1.08000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.08903869999951E-02,-3.04011900000001E+00,-3.04011900000001E+00,-9.81000000000000E+00
1.09000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,5.90257089999512E-03,2.14672230000000E+00,2.14672230000000E+00,-9.81000000000000E+00
1.10000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.69283438999952E-02,2.04862230000001E+00,2.04862230000001E+00,-9.81000000000000E+00
1.11000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,4.69731168999952E-02,1.95052230000001E+00,1.95052230000001E+00,-9.81000000000000E+00
1.12000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,6.60368898999953E-02,1.85242230000000E+00,1.85242230000000E+00,-9.81000000000000E+00
1.13000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,8.41196628999953E-02,1.75432230000000E+00,1.75432230000000E+00,-9.81000000000000E+00
1.14000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.01221435899995E-01,1.65622230000000E+00,1.65622230000000E+00,-9.81000000000000E+00
1.15000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.17342208899995E-01,1.55812230000000E+00,1.55812230000000E+00,-9.81000000000000E+00
1.16000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.32481981899995E-01,1.46002230000000E+00,1.46002230000000E+00,-9.81000000000000E+00
1.17000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.46640754899995E-01,1.36192230000000E+00,1.36192230000000E+00,-9.81000000000000E+00
1.18000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.59818527899995E-01,1.26382230000000E+00,1.26382230000000E+00,-9.81000000000000E+00
1.19000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.72015300899995E-01,1.16572230000000E+00,1.16572230000000E+00,-9.81000000000000E+00
1.20000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.83231073899995E-01,1.06762230000000E+00,1.06762230000000E+00,-9.81000000000000E+00
1.21000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.93465846899995E-01,9.69522299999996E-01,9.69522299999996E-01,-9.81000000000000E+00
1.22000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.02719619899995E-01,8.71422299999996E-01,8.71422299999996E-01,-9.81000000000000E+00
1.23000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.10992392899995E-01,7.73322299999996E-01,7.73322299999996E-01,-9.81000000000000E+00
1.24000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.18284165899995E-01,6.75222299999996E-01,6.75222299999996E-01,-9.81000000000000E+00
1.25000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.24594938899995E-01,5.77122299999997E-01,5.77122299999997E-01,-9.81000000000000E+00
1.26000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.29924711899995E-01,4.79022299999997E-01,4.79022299999997E-01,-9.81000000000000E+00
1.27000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.34273484899995E-01,3.80922299999997E-01,3.80922299999997E-01,-9.81000000000000E+00
1.28000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.37641257899995E-01,2.82822299999997E-01,2.82822299999997E-01,-9.81000000000000E+00
1.29000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.40028030899995E-01,1.84722299999997E-01,1.84722299999997E-01,-9.81000000000000E+00
1.30000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.41433803899995E-01,8.66222999999968E-02,8.66222999999968E-02,-9.81000000000000E+00
1.31000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.41858576899995E-01,-1.14777000000031E-02,-1.14777000000031E-02,-9.81000000000000E+00
1.32000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.41302349899995E-01,-1.09577700000003E-01,-1.09577700000003E-01,-9.81000000000000E+00
1.33000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.39765122899995E-01,-2.07677700000003E-01,-2.07677700000003E-01,-9.81000000000000E+00
1.34000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.37246895899995E-01,-3.05777700000003E-01,-3.05777700000003E-01,-9.81000000000000E+00
1.35000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.33747668899995E-01,-4.03877700000003E-01,-4.03877700000003E-01,-9.81000000000000E+00
1.36000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.29267441899995E-01,-5.01977700000003E-01,-5.01977700000003E-01,-9.81000000000000E+00
1.37000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.23806214899995E-01,-6.00077700000003E-01,-6.00077700000003E-01,-9.81000000000000E+00
1.38000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.17363987899995E-01,-6.98177700000003E-01,-6.98177700000003E-01,-9.81000000000000E+00
1.39000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.09940760899995E-01,-7.96277700000003E-01,-7.96277700000003E-01,-9.81000000000000E+00
1.40000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.01536533899995E-01,-8.94377700000002E-01,-8.94377700000002E-01,-9.81000000000000E+00
1.41000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.92151306899995E-01,-9.92477700000002E-01,-9.92477700000002E-01,-9.81000000000000E+00
1.42000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.81785079899995E-01,-1.09057770000000E+00,-1.09057770000000E+00,-9.81000000000000E+00
1.43000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.70437852899995E-01,-1.18867770000000E+00,-1.18867770000000E+00,-9.81000000000000E+00
1.44000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.58109625899995E-01,-1.28677770000001E+00,-1.28677770000001E+00,-9.81000000000000E+00
1.45000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.44800398899994E-01,-1.38487770000001E+00,-1.38487770000001E+00,-9.81000000000000E+00
1.46000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.30510171899994E-01,-1.48297770000001E+00,-1.48297770000001E+00,-9.81000000000000E+00
1.47000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.15238944899994E-01,-1.58107770000001E+00,-1.58107770000001E+00,-9.81000000000000E+00
1.48000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,9.89867178999943E-02,-1.67917770000001E+00,-1.67917770000001E+00,-9.81000000000000E+00
1.49000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,8.17534908999942E-02,-1.77727770000001E+00,-1.77727770000001E+00,-9.81000000000000E+00
1.50000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,6.35392638999941E-02,-1.87537770000001E+00,-1.87537770000001E+00,-9.81000000000000E+00
1.51000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,4.43440368999940E-02,-1.97347770000001E+00,-1.97347770000001E+00,-9.81000000000000E+00
1.52000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.41678098999938E-02,-2.07157770000001E+00,-2.07157770000001E+00,-9.81000000000000E+00
1.53000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,3.01058289999374E-03,-2.16967770000001E+00,-2.16967770000001E+00,-9.81000000000000E+00
1.54000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.06468046199938E-02,1.45402839000001E+00,1.45402839000001E+00,-9.81000000000000E+00
1.55000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.47456385199938E-02,1.35592839000000E+00,1.35592839000000E+00,-9.81000000000000E+00
1.56000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,3.78634724199939E-02,1.25782839000000E+00,1.25782839000000E+00,-9.81000000000000E+00
1.57000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,5.00003063199939E-02,1.15972839000000E+00,1.15972839000000E+00,-9.81000000000000E+00
1.58000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,6.11561402199939E-02,1.06162839000000E+00,1.06162839000000E+00,-9.81000000000000E+00
1.59000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,7.13309741199940E-02,9.63528390000002E-01,9.63528390000002E-01,-9.81000000000000E+00
1.60000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,8.05248080199940E-02,8.65428390000002E-01,8.65428390000002E-01,-9.81000000000000E+00
1.61000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,8.87376419199940E-02,7.67328390000002E-01,7.67328390000002E-01,-9.81000000000000E+00
1.62000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,9.59694758199940E-02,6.69228390000002E-01,6.69228390000002E-01,-9.81000000000000E+00
1.63000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.02220309719994E-01,5.71128390000002E-01,5.71128390000002E-01,-9.81000000000000E+00
1.64000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.07490143619994E-01,4.73028390000002E-01,4.73028390000002E-01,-9.81000000000000E+00
1.65000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.11778977519994E-01,3.74928390000002E-01,3.74928390000002E-01,-9.81000000000000E+00
1.66000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.15086811419994E-01,2.76828390000003E-01,2.76828390000003E-01,-9.81000000000000E+00
1.67000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.17413645319994E-01,1.78728390000003E-01,1.78728390000003E-01,-9.81000000000000E+00
1.68000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.18759479219994E-01,8.06283900000025E-02,8.06283900000025E-02,-9.81000000000000E+00
1.69000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.19124313119994E-01,-1.74716099999975E-02,-1.74716099999975E-02,-9.81000000000000E+00
1.70000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.18508147019994E-01,-1.15571609999998E-01,-1.15571609999998E-01,-9.81000000000000E+00
1.71000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.16910980919994E-01,-2.13671609999998E-01,-2.13671609999998E-01,-9.81000000000000E+00
1.72000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.14332814819994E-01,-3.11771609999998E-01,-3.11771609999998E-01,-9.81000000000000E+00
1.73000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.10773648719994E-01,-4.09871609999997E-01,-4.09871609999997E-01,-9.81000000000000E+00
1.74000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.06233482619994E-01,-5.07971609999997E-01,-5.07971609999997E-01,-9.81000000000000E+00
1.75000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.00712316519994E-01,-6.06071609999997E-01,-6.06071609999997E-01,-9.81000000000000E+00
