"time","PistonPosition","ExtendPressure","RetractPressure","ExtendFlow","RetractFlow"
0,1.17526E-05,33.78873152,67.43631783,0.330546461,-0.338407478
0.01,0.001379813,33.80471992,67.24904049,0.094519101,-0.098901826
0.02,0.002347277,33.71081906,67.32216647,-0.015216788,0.011242713
0.03,0.00245114,33.67838606,67.38221616,-0.039016349,0.034440538
0.04,0.002215872,33.67768896,67.42161277,-0.046499235,0.04108587
0.05,0.001870799,33.68717991,67.45345493,-0.04819134,0.041885135
0.06,0.001499806,33.70053616,67.47962296,-0.045441842,0.038284167
0.07,0.001148125,33.71498026,67.50004832,-0.040166609,0.032260003
0.08,0.00084083,33.72872817,67.51528497,-0.034001195,0.025473921
0.09,0.000587974,33.74078962,67.52621686,-0.027951159,0.018932934
0.1,0.000389863,33.75077364,67.53375761,-0.022551857,0.013160474
0.11,0.000241362,33.75866503,67.53873911,-0.018036388,0.008371614
0.12,0.000134824,33.76465703,67.54186929,-0.014449498,0.004591472
0.13,6.19393E-05,33.76903975,67.54371947,-0.011726576,0.001736826
0.14,0.000014837,33.77212926,67.54472981,-0.009748239,-0.00032795
0.15,-1.3354E-05,33.77422565,67.54522505,-0.008376134,-0.001754567
0.16,-2.82839E-05,33.77559116,67.54543432,-0.007474714,-0.002689042
0.17,-3.43775E-05,33.77644192,67.54551156,-0.006923082,-0.003260132
0.18,-3.49477E-05,33.77694744,67.54555434,-0.006620169,-0.00357456
0.19,-3.23739E-05,33.77723425,67.54561919,-0.006485707,-0.003716461
0.2,-2.8286E-05,33.77739347,67.54573382,-0.006458751,-0.003749281
0.21,-2.37377E-05,33.77748754,67.54590766,-0.00649496,-0.003718865
0.22,-1.93603E-05,33.77755693,67.5461391,-0.006563534,-0.003656822
0.23,-1.54893E-05,33.77762603,67.54642064,-0.006644174,-0.003583795
0.24,-1.22626E-05,33.77770792,67.54674218,-0.006724396,-0.003512322
0.25,-9.70E-06,33.77780814,67.54709327,-0.006797273,-0.003449216
0.26,-7.73E-06,33.77792753,67.54746426,-0.006859644,-0.003397448
0.27,-6.29E-06,33.7780642,67.54784683,-0.006910743,-0.003357562
0.28,-5.26E-06,33.77821496,67.54823427,-0.006951217,-0.003328699
0.29,-4.55E-06,33.77837621,67.54862146,-0.006982437,-0.003309302
0.3,-4.08E-06,33.77854448,67.54900467,-0.007006044,-0.003297576
0.31,-3.77E-06,33.77871671,67.54938132,-0.007023676,-0.003291764
0.32,-3.59E-06,33.7788904,67.54974975,-0.007036806,-0.003290305
0.33,-3.47E-06,33.77906359,67.55010901,-0.007046677,-0.003291894
0.34,-3.40E-06,33.77923485,67.55045864,-0.007054281,-0.003295499
0.35,-3.35E-06,33.77940315,67.55079852,-0.007060377,-0.003300336
0.36,-3.31E-06,33.77956784,67.55112876,-0.007065522,-0.00330584
0.37,-3.27E-06,33.77972851,67.55144961,-0.007070103,-0.003311619
0.38,-3.22E-06,33.77988499,67.55176137,-0.00707438,-0.003317416
0.39,-3.17E-06,33.7800372,67.55206439,-0.007078514,-0.003323075
0.4,-3.12E-06,33.78018519,67.55235901,-0.007082597,-0.003328514
0.41,-3.06E-06,33.78032904,67.55264556,-0.007086676,-0.003333695
0.42,-2.99E-06,33.78046888,67.55292435,-0.007090764,-0.003338614
0.43,-2.93E-06,33.78060484,67.55319565,-0.007094857,-0.003343282
0.44,-2.86E-06,33.78073707,67.55345973,-0.007098944,-0.003347722
0.45,-2.79E-06,33.7808657,67.55371683,-0.007103008,-0.003351957
0.46,-2.72E-06,33.78099085,67.55396715,-0.007107031,-0.003356012
0.47,-2.65E-06,33.78111266,67.5542109,-0.007111,-0.003359909
0.48,-2.58E-06,33.78123123,67.55444826,-0.0071149,-0.003363667
0.49,-2.51E-06,33.78134666,67.55467942,-0.007118724,-0.0033673
0.5,-2.45E-06,33.78145906,67.55490453,-0.007122464,-0.003370822
0.51,-2.38E-06,33.7815685,67.55512376,-0.007126116,-0.003374241
0.52,-2.32E-06,33.78167507,67.55533726,-0.007129678,-0.003377566
0.53,-2.26E-06,33.78177886,67.55554519,-0.00713315,-0.003380801
0.54,-2.20E-06,33.78187993,67.55574768,-0.007136531,-0.003383952
0.55,-2.14E-06,33.78197836,67.55594487,-0.007139822,-0.00338702
0.56,-2.09E-06,33.78207422,67.55613691,-0.007143027,-0.00339001
0.57,-2.03E-06,33.78216757,67.55632393,-0.007146146,-0.003392923
0.58,-1.98E-06,33.78225848,67.55650606,-0.007149182,-0.003395761
0.59,-1.93E-06,33.78234701,67.55668342,-0.007152138,-0.003398527
0.6,-1.88E-06,33.78243323,67.55685614,-0.007155015,-0.003401221
0.61,-1.83E-06,33.78251719,67.55702434,-0.007157816,-0.003403845
0.62,-1.78E-06,33.78259896,67.55718814,-0.007160543,-0.003406401
0.63,-1.74E-06,33.78267858,67.55734765,-0.007163199,-0.003408891
0.64,-1.69E-06,33.78275613,67.55750299,-0.007165784,-0.003411316
0.65,-1.65E-06,33.78283164,67.55765426,-0.007168302,-0.003413678
0.66,-1.61E-06,33.78290518,67.55780158,-0.007170753,-0.003415978
0.67,-1.57E-06,33.7829768,67.55794504,-0.007173141,-0.003418218
0.68,-1.53E-06,33.78304654,67.55808474,-0.007175465,-0.0034204
0.69,-1.49E-06,33.78311445,67.55822079,-0.007177729,-0.003422524
0.7,-1.45E-06,33.78318059,67.55835328,-0.007179934,-0.003424593
0.71,-1.41E-06,33.78324499,67.5584823,-0.007182081,-0.003426607
0.72,-1.37E-06,33.78330772,67.55860794,-0.007184172,-0.003428569
0.73,-1.34E-06,33.7833688,67.55873029,-0.007186208,-0.00343048
0.74,-1.30E-06,33.78342828,67.55884945,-0.007188191,-0.00343234
0.75,-1.27E-06,33.7834862,67.55896548,-0.007190122,-0.003434152
0.76,-1.24E-06,33.78354261,67.55907848,-0.007192003,-0.003435916
0.77,-1.21E-06,33.78359754,67.55918852,-0.007193834,-0.003437634
0.78,-1.17E-06,33.78365104,67.55929568,-0.007195617,-0.003439307
0.79,-1.14E-06,33.78370313,67.55940004,-0.007197354,-0.003440937
0.8,-1.12E-06,33.78375386,67.55950166,-0.007199045,-0.003442524
0.81,-1.09E-06,33.78380326,67.55960063,-0.007200692,-0.003444069
0.82,-1.06E-06,33.78385137,67.55969701,-0.007202296,-0.003445573
0.83,-1.03E-06,33.78389823,67.55979086,-0.007203857,-0.003447039
0.84,-1.01E-06,33.78394385,67.55988226,-0.007205378,-0.003448466
0.85,-9.80E-07,33.78398828,67.55997126,-0.007206859,-0.003449855
0.86,-9.54E-07,33.78403155,67.56005794,-0.007208302,-0.003451209
0.87,-9.30E-07,33.78407369,67.56014234,-0.007209706,-0.003452527
0.88,-9.06E-07,33.78411472,67.56022454,-0.007211074,-0.00345381
0.89,-8.83E-07,33.78415468,67.56030459,-0.007212406,-0.00345506
0.9,-8.61E-07,33.78419359,67.56038254,-0.007213703,-0.003456277
0.91,-8.39E-07,33.78423148,67.56045845,-0.007214967,-0.003457462
0.92,-8.17E-07,33.78426839,67.56053237,-0.007216197,-0.003458616
0.93,-7.96E-07,33.78430432,67.56060436,-0.007217395,-0.00345974
0.94,-7.76E-07,33.78433932,67.56067447,-0.007218561,-0.003460835
0.95,-7.56E-07,33.7843734,67.56074274,-0.007219697,-0.003461901
0.96,-7.37E-07,33.78440659,67.56080922,-0.007220804,-0.003462939
0.97,-7.18E-07,33.78443891,67.56087397,-0.007221881,-0.003463949
0.98,-7.00E-07,33.78447038,67.56093702,-0.00722293,-0.003464934
0.99,-6.82E-07,33.78450103,67.56099842,-0.007223952,-0.003465892
1,-6.65E-07,33.78453088,67.56105821,-0.007224947,-0.003466826
1.01,6.03125E-05,33.80788924,67.50959029,0.14335281,-0.153306567
1.02,0.001875975,34.02067247,66.8922817,1.019438454,-1.020735572
1.03,0.010647035,34.3821151,65.1813233,2.41353895,-2.391612658
1.04,0.029887408,34.42057122,62.90628014,3.410053611,-3.320017532
1.05,0.058245703,34.14941331,60.29153852,4.388804216,-4.173736144
1.06,0.094796041,33.64538377,57.40166352,5.299368276,-4.897471044
1.07,0.138676228,32.9552739,54.3512125,6.132999747,-5.485027122
1.08,0.188975511,32.13054356,51.24250291,6.89234945,-5.946477247
1.09,0.244820323,31.22150938,48.16020885,7.582884065,-6.297444804
1.1,0.305419651,30.2728559,45.17156193,8.210791899,-6.555298714
1.11,0.370081014,29.32183862,42.32742039,8.782194595,-6.737177604
1.12,0.438211633,28.39793105,39.66393666,9.302787406,-6.858912645
1.13,0.509312166,27.52323547,37.20452399,9.777714296,-6.934525022
1.14,0.582967081,26.71327207,34.96188629,10.2115572,-6.976059084
