"time","Input_motion"
1.398,8.783893059
1.399,8.790176245
1.4,8.79645943
1.401,8.802742615
1.402,8.809025801
1.403,8.815308986
1.404,8.821592171
1.405,8.827875357
1.406,8.834158542
1.407,8.840441727
1.408,8.846724913
1.409,8.853008098
1.41,8.859291283
1.411,8.865574468
1.412,8.871857654
1.413,8.878140839
1.414,8.884424024
1.415,8.89070721
1.416,8.896990395
1.417,8.90327358
1.418,8.909556766
1.419,8.915839951
1.42,8.922123136
1.421,8.928406322
1.422,8.934689507
1.423,8.940972692
1.424,8.947255877
1.425,8.953539063
1.426,8.959822248
1.427,8.966105433
1.428,8.972388619
1.429,8.978671804
1.43,8.984954989
1.431,8.991238175
1.432,8.99752136
1.433,9.003804545
1.434,9.01008773
1.435,9.016370916
1.436,9.022654101
1.437,9.028937286
1.438,9.035220472
1.439,9.041503657
1.44,9.047786842
1.441,9.054070028
1.442,9.060353213
1.443,9.066636398
1.444,9.072919584
1.445,9.079202769
1.446,9.085485954
1.447,9.091769139
1.448,9.098052325
1.449,9.10433551
1.45,9.110618695
1.451,9.116901881
1.452,9.123185066
1.453,9.129468251
1.454,9.135751437
1.455,9.142034622
1.456,9.148317807
1.457,9.154600993
1.458,9.160884178
1.459,9.167167363
1.46,9.173450548
1.461,9.179733734
1.462,9.186016919
1.463,9.192300104
1.464,9.19858329
1.465,9.204866475
1.466,9.21114966
1.467,9.217432846
1.468,9.223716031
1.469,9.229999216
1.47,9.236282402
1.471,9.242565587
1.472,9.248848772
1.473,9.255131957
1.474,9.261415143
1.475,9.267698328
1.476,9.273981513
1.477,9.280264699
1.478,9.286547884
1.479,9.292831069
1.48,9.299114255
1.481,9.30539744
1.482,9.311680625
1.483,9.317963811
1.484,9.324246996
1.485,9.330530181
1.486,9.336813366
1.487,9.343096552
1.488,9.349379737
1.489,9.355662922
1.49,9.361946108
1.491,9.368229293
1.492,9.374512478
1.493,9.380795664
1.494,9.387078849
1.495,9.393362034
1.496,9.39964522
1.497,9.405928405
1.498,9.41221159
1.499,9.418494775
1.5,9.424777961
1.501,9.431061146
1.502,9.437344331
1.503,9.443627517
1.504,9.449910702
1.505,9.456193887
1.506,9.462477073
1.507,9.468760258
1.508,9.475043443
1.509,9.481326629
1.51,9.487609814
1.511,9.493892999
1.512,9.500176184
1.513,9.50645937
1.514,9.512742555
1.515,9.51902574
1.516,9.525308926
1.517,9.531592111
1.518,9.537875296
1.519,9.544158482
1.52,9.550441667
1.521,9.556724852
1.522,9.563008038
1.523,9.569291223
1.524,9.575574408
1.525,9.581857593
1.526,9.588140779
1.527,9.594423964
1.528,9.600707149
1.529,9.606990335
1.53,9.61327352
1.531,9.619556705
1.532,9.625839891
1.533,9.632123076
1.534,9.638406261
1.535,9.644689447
1.536,9.650972632
1.537,9.657255817
1.538,9.663539002
1.539,9.669822188
1.54,9.676105373
1.541,9.682388558
1.542,9.688671744
1.543,9.694954929
1.544,9.701238114
1.545,9.7075213
1.546,9.713804485
1.547,9.72008767
1.548,9.726370856
1.549,9.732654041
1.55,9.738937226
1.551,9.745220411
1.552,9.751503597
1.553,9.757786782
1.554,9.764069967
1.555,9.770353153
1.556,9.776636338
1.557,9.782919523
1.558,9.789202709
1.559,9.795485894
1.56,9.801769079
1.561,9.808052265
1.562,9.81433545
1.563,9.820618635
1.564,9.82690182
1.565,9.833185006
1.566,9.839468191
1.567,9.845751376
1.568,9.852034562
1.569,9.858317747
1.57,9.864600932
1.571,9.870884118
1.572,9.877167303
1.573,9.883450488
1.574,9.889733674
1.575,9.896016859
1.576,9.902300044
1.577,9.908583229
1.578,9.914866415
1.579,9.9211496
1.58,9.927432785
1.581,9.933715971
1.582,9.939999156
1.583,9.946282341
1.584,9.952565527
1.585,9.958848712
1.586,9.965131897
1.587,9.971415082
1.588,9.977698268
1.589,9.983981453
1.59,9.990264638
1.591,9.996547824
1.592,10.00283101
1.593,10.00911419
1.594,10.01539738
1.595,10.02168056
1.596,10.02796375
1.597,10.03424694
1.598,10.04053012
1.599,10.04681331
1.6,10.05309649
1.601,10.05937968
1.602,10.06566286
1.603,10.07194605
1.604,10.07822923
1.605,10.08451242
1.606,10.0907956
1.607,10.09707879
1.608,10.10336197
1.609,10.10964516
1.61,10.11592834
1.611,10.12221153
1.612,10.12849472
1.613,10.1347779
1.614,10.14106109
1.615,10.14734427
1.616,10.15362746
1.617,10.15991064
1.618,10.16619383
1.619,10.17247701
1.62,10.1787602
1.621,10.18504338
1.622,10.19132657
1.623,10.19760975
1.624,10.20389294
1.625,10.21017612
1.626,10.21645931
1.627,10.22274249
1.628,10.22902568
1.629,10.23530887
1.63,10.24159205
1.631,10.24787524
1.632,10.25415842
1.633,10.26044161
1.634,10.26672479
1.635,10.27300798
1.636,10.27929116
1.637,10.28557435
1.638,10.29185753
1.639,10.29814072
1.64,10.3044239
1.641,10.31070709
1.642,10.31699027
1.643,10.32327346
1.644,10.32955665
1.645,10.33583983
1.646,10.34212302
1.647,10.3484062
1.648,10.35468939
1.649,10.36097257
1.65,10.36725576
1.651,10.37353894
1.652,10.37982213
1.653,10.38610531
1.654,10.3923885
1.655,10.39867168
1.656,10.40495487
1.657,10.41123805
1.658,10.41752124
1.659,10.42380442
1.66,10.43008761
1.661,10.4363708
1.662,10.44265398
1.663,10.44893717
1.664,10.45522035
1.665,10.46150354
1.666,10.46778672
1.667,10.47406991
1.668,10.48035309
1.669,10.48663628
1.67,10.49291946
1.671,10.49920265
1.672,10.50548583
1.673,10.51176902
1.674,10.5180522
1.675,10.52433539
1.676,10.53061857
1.677,10.53690176
1.678,10.54318495
1.679,10.54946813
1.68,10.55575132
1.681,10.5620345
1.682,10.56831769
1.683,10.57460087
1.684,10.58088406
1.685,10.58716724
1.686,10.59345043
1.687,10.59973361
1.688,10.6060168
1.689,10.61229998
1.69,10.61858317
1.691,10.62486635
1.692,10.63114954
1.693,10.63743273
1.694,10.64371591
1.695,10.6499991
1.696,10.65628228
1.697,10.66256547
1.698,10.66884865
1.699,10.67513184
1.7,10.68141502
1.701,10.68769821
1.702,10.69398139
1.703,10.70026458
1.704,10.70654776
1.705,10.71283095
1.706,10.71911413
1.707,10.72539732
1.708,10.7316805
1.709,10.73796369
1.71,10.74424688
1.711,10.75053006
1.712,10.75681325
1.713,10.76309643
1.714,10.76937962
1.715,10.7756628
1.716,10.78194599
1.717,10.78822917
1.718,10.79451236
1.719,10.80079554
1.72,10.80707873
1.721,10.81336191
1.722,10.8196451
1.723,10.82592828
1.724,10.83221147
1.725,10.83849465
1.726,10.84477784
1.727,10.85106103
1.728,10.85734421
1.729,10.8636274
1.73,10.86991058
1.731,10.87619377
1.732,10.88247695
1.733,10.88876014
1.734,10.89504332
1.735,10.90132651
1.736,10.90760969
1.737,10.91389288
1.738,10.92017606
1.739,10.92645925
1.74,10.93274243
1.741,10.93902562
1.742,10.94530881
1.743,10.95159199
1.744,10.95787518
1.745,10.96415836
1.746,10.97044155
1.747,10.97672473
1.748,10.98300792
1.749,10.9892911
1.75,10.99557429
1.751,11.00185747
1.752,11.00814066
1.753,11.01442384
1.754,11.02070703
1.755,11.02699021
1.756,11.0332734
1.757,11.03955658
1.758,11.04583977
1.759,11.05212296
1.76,11.05840614
1.761,11.06468933
1.762,11.07097251
1.763,11.0772557
1.764,11.08353888
1.765,11.08982207
1.766,11.09610525
1.767,11.10238844
1.768,11.10867162
1.769,11.11495481
1.77,11.12123799
1.771,11.12752118
1.772,11.13380436
1.773,11.14008755
1.774,11.14637073
1.775,11.15265392
1.776,11.15893711
1.777,11.16522029
1.778,11.17150348
1.779,11.17778666
1.78,11.18406985
1.781,11.19035303
1.782,11.19663622
1.783,11.2029194
1.784,11.20920259
1.785,11.21548577
1.786,11.22176896
1.787,11.22805214
1.788,11.23433533
1.789,11.24061851
1.79,11.2469017
1.791,11.25318489
1.792,11.25946807
1.793,11.26575126
1.794,11.27203444
1.795,11.27831763
1.796,11.28460081
1.797,11.290884
1.798,11.29716718
1.799,11.30345037
1.8,11.30973355
1.801,11.31601674
1.802,11.32229992
1.803,11.32858311
1.804,11.33486629
1.805,11.34114948
1.806,11.34743266
1.807,11.35371585
1.808,11.35999904
1.809,11.36628222
1.81,11.37256541
1.811,11.37884859
1.812,11.38513178
1.813,11.39141496
1.814,11.39769815
1.815,11.40398133
1.816,11.41026452
1.817,11.4165477
1.818,11.42283089
1.819,11.42911407
1.82,11.43539726
1.821,11.44168044
1.822,11.44796363
1.823,11.45424681
1.824,11.46053
1.825,11.46681319
1.826,11.47309637
1.827,11.47937956
1.828,11.48566274
1.829,11.49194593
1.83,11.49822911
1.831,11.5045123
1.832,11.51079548
1.833,11.51707867
1.834,11.52336185
1.835,11.52964504
1.836,11.53592822
1.837,11.54221141
1.838,11.54849459
1.839,11.55477778
1.84,11.56106097
1.841,11.56734415
1.842,11.57362734
1.843,11.57991052
1.844,11.58619371
1.845,11.59247689
1.846,11.59876008
1.847,11.60504326
1.848,11.61132645
1.849,11.61760963
1.85,11.62389282
1.851,11.630176
1.852,11.63645919
1.853,11.64274237
1.854,11.64902556
1.855,11.65530874
1.856,11.66159193
1.857,11.66787512
1.858,11.6741583
1.859,11.68044149
1.86,11.68672467
1.861,11.69300786
1.862,11.69929104
1.863,11.70557423
1.864,11.71185741
1.865,11.7181406
1.866,11.72442378
1.867,11.73070697
1.868,11.73699015
1.869,11.74327334
1.87,11.74955652
1.871,11.75583971
1.872,11.7621229
1.873,11.76840608
1.874,11.77468927
1.875,11.78097245
1.876,11.78725564
1.877,11.79353882
1.878,11.79982201
1.879,11.80610519
1.88,11.81238838
1.881,11.81867156
1.882,11.82495475
1.883,11.83123793
1.884,11.83752112
1.885,11.8438043
1.886,11.85008749
1.887,11.85637067
1.888,11.86265386
1.889,11.86893705
1.89,11.87522023
1.891,11.88150342
1.892,11.8877866
1.893,11.89406979
1.894,11.90035297
1.895,11.90663616
1.896,11.91291934
1.897,11.91920253
1.898,11.92548571
1.899,11.9317689
1.9,11.93805208
1.901,11.94433527
1.902,11.95061845
1.903,11.95690164
1.904,11.96318482
1.905,11.96946801
1.906,11.9757512
1.907,11.98203438
1.908,11.98831757
1.909,11.99460075
1.91,12.00088394
1.911,12.00716712
1.912,12.01345031
1.913,12.01973349
1.914,12.02601668
1.915,12.03229986
1.916,12.03858305
1.917,12.04486623
1.918,12.05114942
1.919,12.0574326
1.92,12.06371579
1.921,12.06999898
1.922,12.07628216
1.923,12.08256535
1.924,12.08884853
1.925,12.09513172
1.926,12.1014149
1.927,12.10769809
1.928,12.11398127
1.929,12.12026446
1.93,12.12654764
1.931,12.13283083
1.932,12.13911401
1.933,12.1453972
1.934,12.15168038
1.935,12.15796357
1.936,12.16424675
1.937,12.17052994
1.938,12.17681313
1.939,12.18309631
1.94,12.1893795
1.941,12.19566268
1.942,12.20194587
1.943,12.20822905
1.944,12.21451224
1.945,12.22079542
1.946,12.22707861
1.947,12.23336179
1.948,12.23964498
1.949,12.24592816
1.95,12.25221135
1.951,12.25849453
1.952,12.26477772
1.953,12.2710609
1.954,12.27734409
1.955,12.28362728
1.956,12.28991046
1.957,12.29619365
1.958,12.30247683
1.959,12.30876002
1.96,12.3150432
1.961,12.32132639
1.962,12.32760957
1.963,12.33389276
1.964,12.34017594
1.965,12.34645913
1.966,12.35274231
1.967,12.3590255
1.968,12.36530868
1.969,12.37159187
1.97,12.37787506
1.971,12.38415824
1.972,12.39044143
1.973,12.39672461
1.974,12.4030078
1.975,12.40929098
1.976,12.41557417
1.977,12.42185735
1.978,12.42814054
1.979,12.43442372
1.98,12.44070691
1.981,12.44699009
1.982,12.45327328
1.983,12.45955646
1.984,12.46583965
1.985,12.47212283
1.986,12.47840602
1.987,12.48468921
1.988,12.49097239
1.989,12.49725558
1.99,12.50353876
1.991,12.50982195
1.992,12.51610513
1.993,12.52238832
1.994,12.5286715
1.995,12.53495469
1.996,12.54123787
1.997,12.54752106
1.998,12.55380424
1.999,12.56008743
2,12.56637061
2.001,12.5726538
2.002,12.57893698
2.003,12.58522017
2.004,12.59150336
2.005,12.59778654
2.006,12.60406973
2.007,12.61035291
2.008,12.6166361
2.009,12.62291928
2.01,12.62920247
2.011,12.63548565
2.012,12.64176884
2.013,12.64805202
2.014,12.65433521
2.015,12.66061839
2.016,12.66690158
2.017,12.67318476
2.018,12.67946795
2.019,12.68575114
2.02,12.69203432
2.021,12.69831751
2.022,12.70460069
2.023,12.71088388
2.024,12.71716706
2.025,12.72345025
2.026,12.72973343
2.027,12.73601662
2.028,12.7422998
2.029,12.74858299
2.03,12.75486617
2.031,12.76114936
2.032,12.76743254
2.033,12.77371573
2.034,12.77999891
2.035,12.7862821
2.036,12.79256529
2.037,12.79884847
2.038,12.80513166
2.039,12.81141484
2.04,12.81769803
2.041,12.82398121
2.042,12.8302644
2.043,12.83654758
2.044,12.84283077
2.045,12.84911395
2.046,12.85539714
2.047,12.86168032
2.048,12.86796351
2.049,12.87424669
2.05,12.88052988
2.051,12.88681307
2.052,12.89309625
2.053,12.89937944
2.054,12.90566262
2.055,12.91194581
2.056,12.91822899
2.057,12.92451218
2.058,12.93079536
2.059,12.93707855
2.06,12.94336173
2.061,12.94964492
2.062,12.9559281
2.063,12.96221129
2.064,12.96849447
2.065,12.97477766
2.066,12.98106084
2.067,12.98734403
2.068,12.99362722
2.069,12.9999104
2.07,13.00619359
2.071,13.01247677
2.072,13.01875996
2.073,13.02504314
2.074,13.03132633
2.075,13.03760951
2.076,13.0438927
2.077,13.05017588
2.078,13.05645907
2.079,13.06274225
2.08,13.06902544
2.081,13.07530862
2.082,13.08159181
2.083,13.08787499
2.084,13.09415818
2.085,13.10044137
2.086,13.10672455
2.087,13.11300774
2.088,13.11929092
2.089,13.12557411
2.09,13.13185729
2.091,13.13814048
2.092,13.14442366
2.093,13.15070685
2.094,13.15699003
2.095,13.16327322
2.096,13.1695564
2.097,13.17583959
2.098,13.18212277
2.099,13.18840596
2.1,13.19468915
2.101,13.20097233
2.102,13.20725552
2.103,13.2135387
2.104,13.21982189
2.105,13.22610507
2.106,13.23238826
2.107,13.23867144
2.108,13.24495463
2.109,13.25123781
2.11,13.257521
2.111,13.26380418
2.112,13.27008737
2.113,13.27637055
2.114,13.28265374
2.115,13.28893692
2.116,13.29522011
2.117,13.3015033
2.118,13.30778648
2.119,13.31406967
2.12,13.32035285
2.121,13.32663604
2.122,13.33291922
2.123,13.33920241
2.124,13.34548559
2.125,13.35176878
2.126,13.35805196
2.127,13.36433515
2.128,13.37061833
2.129,13.37690152
2.13,13.3831847
2.131,13.38946789
2.132,13.39575107
2.133,13.40203426
2.134,13.40831745
2.135,13.41460063
2.136,13.42088382
2.137,13.427167
2.138,13.43345019
2.139,13.43973337
2.14,13.44601656
2.141,13.45229974
2.142,13.45858293
2.143,13.46486611
2.144,13.4711493
2.145,13.47743248
2.146,13.48371567
2.147,13.48999885
2.148,13.49628204
2.149,13.50256523
2.15,13.50884841
2.151,13.5151316
2.152,13.52141478
2.153,13.52769797
2.154,13.53398115
2.155,13.54026434
2.156,13.54654752
2.157,13.55283071
2.158,13.55911389
2.159,13.56539708
2.16,13.57168026
2.161,13.57796345
2.162,13.58424663
2.163,13.59052982
2.164,13.596813
2.165,13.60309619
2.166,13.60937938
2.167,13.61566256
2.168,13.62194575
2.169,13.62822893
2.17,13.63451212
2.171,13.6407953
2.172,13.64707849
2.173,13.65336167
2.174,13.65964486
2.175,13.66592804
2.176,13.67221123
2.177,13.67849441
2.178,13.6847776
2.179,13.69106078
2.18,13.69734397
2.181,13.70362715
2.182,13.70991034
2.183,13.71619353
2.184,13.72247671
2.185,13.7287599
2.186,13.73504308
2.187,13.74132627
2.188,13.74760945
2.189,13.75389264
2.19,13.76017582
2.191,13.76645901
2.192,13.77274219
2.193,13.77902538
2.194,13.78530856
2.195,13.79159175
2.196,13.79787493
2.197,13.80415812
2.198,13.81044131
2.199,13.81672449
2.2,13.82300768
2.201,13.82929086
2.202,13.83557405
2.203,13.84185723
2.204,13.84814042
2.205,13.8544236
2.206,13.86070679
2.207,13.86698997
2.208,13.87327316
2.209,13.87955634
2.21,13.88583953
2.211,13.89212271
2.212,13.8984059
2.213,13.90468908
2.214,13.91097227
2.215,13.91725546
2.216,13.92353864
2.217,13.92982183
2.218,13.93610501
2.219,13.9423882
2.22,13.94867138
2.221,13.95495457
2.222,13.96123775
2.223,13.96752094
2.224,13.97380412
2.225,13.98008731
2.226,13.98637049
2.227,13.99265368
2.228,13.99893686
2.229,14.00522005
2.23,14.01150324
2.231,14.01778642
2.232,14.02406961
2.233,14.03035279
2.234,14.03663598
2.235,14.04291916
2.236,14.04920235
2.237,14.05548553
2.238,14.06176872
2.239,14.0680519
2.24,14.07433509
2.241,14.08061827
2.242,14.08690146
2.243,14.09318464
2.244,14.09946783
2.245,14.10575101
2.246,14.1120342
2.247,14.11831739
2.248,14.12460057
2.249,14.13088376
2.25,14.13716694
2.251,14.14345013
2.252,14.14973331
2.253,14.1560165
2.254,14.16229968
2.255,14.16858287
2.256,14.17486605
2.257,14.18114924
2.258,14.18743242
2.259,14.19371561
2.26,14.19999879
2.261,14.20628198
2.262,14.21256516
2.263,14.21884835
2.264,14.22513154
2.265,14.23141472
2.266,14.23769791
2.267,14.24398109
2.268,14.25026428
2.269,14.25654746
2.27,14.26283065
2.271,14.26911383
2.272,14.27539702
2.273,14.2816802
2.274,14.28796339
2.275,14.29424657
2.276,14.30052976
2.277,14.30681294
2.278,14.31309613
2.279,14.31937932
2.28,14.3256625
2.281,14.33194569
2.282,14.33822887
2.283,14.34451206
2.284,14.35079524
2.285,14.35707843
2.286,14.36336161
2.287,14.3696448
2.288,14.37592798
2.289,14.38221117
2.29,14.38849435
2.291,14.39477754
2.292,14.40106072
2.293,14.40734391
2.294,14.41362709
2.295,14.41991028
2.296,14.42619347
2.297,14.43247665
2.298,14.43875984
2.299,14.44504302
2.3,14.45132621
2.301,14.45760939
2.302,14.46389258
2.303,14.47017576
2.304,14.47645895
2.305,14.48274213
2.306,14.48902532
2.307,14.4953085
2.308,14.50159169
2.309,14.50787487
2.31,14.51415806
2.311,14.52044124
2.312,14.52672443
2.313,14.53300762
2.314,14.5392908
2.315,14.54557399
2.316,14.55185717
2.317,14.55814036
2.318,14.56442354
2.319,14.57070673
2.32,14.57698991
2.321,14.5832731
2.322,14.58955628
2.323,14.59583947
2.324,14.60212265
2.325,14.60840584
2.326,14.61468902
2.327,14.62097221
2.328,14.6272554
2.329,14.63353858
2.33,14.63982177
2.331,14.64610495
2.332,14.65238814
2.333,14.65867132
2.334,14.66495451
2.335,14.67123769
2.336,14.67752088
2.337,14.68380406
2.338,14.69008725
2.339,14.69637043
2.34,14.70265362
2.341,14.7089368
2.342,14.71521999
2.343,14.72150317
2.344,14.72778636
2.345,14.73406955
2.346,14.74035273
2.347,14.74663592
2.348,14.7529191
2.349,14.75920229
2.35,14.76548547
2.351,14.77176866
2.352,14.77805184
2.353,14.78433503
2.354,14.79061821
2.355,14.7969014
2.356,14.80318458
2.357,14.80946777
2.358,14.81575095
2.359,14.82203414
2.36,14.82831732
2.361,14.83460051
2.362,14.8408837
2.363,14.84716688
2.364,14.85345007
2.365,14.85973325
2.366,14.86601644
2.367,14.87229962
2.368,14.87858281
2.369,14.88486599
2.37,14.89114918
2.371,14.89743236
2.372,14.90371555
2.373,14.90999873
2.374,14.91628192
2.375,14.9225651
2.376,14.92884829
2.377,14.93513148
2.378,14.94141466
2.379,14.94769785
2.38,14.95398103
2.381,14.96026422
2.382,14.9665474
2.383,14.97283059
2.384,14.97911377
2.385,14.98539696
2.386,14.99168014
2.387,14.99796333
2.388,15.00424651
2.389,15.0105297
2.39,15.01681288
2.391,15.02309607
2.392,15.02937925
2.393,15.03566244
2.394,15.04194563
2.395,15.04822881
2.396,15.054512
2.397,15.06079518
2.398,15.06707837
2.399,15.07336155
2.4,15.07964474
2.401,15.08592792
2.402,15.09221111
2.403,15.09849429
2.404,15.10477748
2.405,15.11106066
2.406,15.11734385
2.407,15.12362703
2.408,15.12991022
2.409,15.1361934
2.41,15.14247659
2.411,15.14875978
2.412,15.15504296
2.413,15.16132615
2.414,15.16760933
2.415,15.17389252
2.416,15.1801757
2.417,15.18645889
2.418,15.19274207
2.419,15.19902526
2.42,15.20530844
2.421,15.21159163
2.422,15.21787481
2.423,15.224158
2.424,15.23044118
2.425,15.23672437
2.426,15.24300756
2.427,15.24929074
2.428,15.25557393
2.429,15.26185711
2.43,15.2681403
2.431,15.27442348
2.432,15.28070667
2.433,15.28698985
2.434,15.29327304
2.435,15.29955622
2.436,15.30583941
2.437,15.31212259
2.438,15.31840578
2.439,15.32468896
2.44,15.33097215
2.441,15.33725533
2.442,15.34353852
2.443,15.34982171
2.444,15.35610489
2.445,15.36238808
2.446,15.36867126
2.447,15.37495445
2.448,15.38123763
2.449,15.38752082
2.45,15.393804
2.451,15.40008719
2.452,15.40637037
2.453,15.41265356
2.454,15.41893674
2.455,15.42521993
2.456,15.43150311
2.457,15.4377863
2.458,15.44406949
2.459,15.45035267
2.46,15.45663586
2.461,15.46291904
2.462,15.46920223
2.463,15.47548541
2.464,15.4817686
2.465,15.48805178
2.466,15.49433497
2.467,15.50061815
2.468,15.50690134
2.469,15.51318452
2.47,15.51946771
2.471,15.52575089
2.472,15.53203408
2.473,15.53831726
2.474,15.54460045
2.475,15.55088364
2.476,15.55716682
2.477,15.56345001
2.478,15.56973319
2.479,15.57601638
2.48,15.58229956
2.481,15.58858275
2.482,15.59486593
2.483,15.60114912
2.484,15.6074323
2.485,15.61371549
2.486,15.61999867
2.487,15.62628186
2.488,15.63256504
2.489,15.63884823
2.49,15.64513141
2.491,15.6514146
2.492,15.65769779
2.493,15.66398097
2.494,15.67026416
2.495,15.67654734
2.496,15.68283053
2.497,15.68911371
2.498,15.6953969
2.499,15.70168008
2.5,15.70796327
2.501,15.71424645
2.502,15.72052964
2.503,15.72681282
2.504,15.73309601
2.505,15.73937919
2.506,15.74566238
2.507,15.75194557
2.508,15.75822875
2.509,15.76451194
2.51,15.77079512
2.511,15.77707831
2.512,15.78336149
2.513,15.78964468
2.514,15.79592786
2.515,15.80221105
2.516,15.80849423
2.517,15.81477742
2.518,15.8210606
2.519,15.82734379
2.52,15.83362697
2.521,15.83991016
2.522,15.84619334
2.523,15.85247653
2.524,15.85875972
2.525,15.8650429
2.526,15.87132609
2.527,15.87760927
2.528,15.88389246
2.529,15.89017564
2.53,15.89645883
2.531,15.90274201
2.532,15.9090252
2.533,15.91530838
2.534,15.92159157
2.535,15.92787475
2.536,15.93415794
2.537,15.94044112
2.538,15.94672431
2.539,15.95300749
2.54,15.95929068
2.541,15.96557387
2.542,15.97185705
2.543,15.97814024
2.544,15.98442342
2.545,15.99070661
2.546,15.99698979
2.547,16.00327298
2.548,16.00955616
2.549,16.01583935
2.55,16.02212253
2.551,16.02840572
2.552,16.0346889
2.553,16.04097209
2.554,16.04725527
2.555,16.05353846
2.556,16.05982165
2.557,16.06610483
2.558,16.07238802
2.559,16.0786712
2.56,16.08495439
2.561,16.09123757
2.562,16.09752076
2.563,16.10380394
2.564,16.11008713
2.565,16.11637031
2.566,16.1226535
2.567,16.12893668
2.568,16.13521987
2.569,16.14150305
2.57,16.14778624
2.571,16.15406942
2.572,16.16035261
2.573,16.1666358
2.574,16.17291898
2.575,16.17920217
2.576,16.18548535
2.577,16.19176854
2.578,16.19805172
2.579,16.20433491
2.58,16.21061809
2.581,16.21690128
2.582,16.22318446
2.583,16.22946765
2.584,16.23575083
2.585,16.24203402
2.586,16.2483172
2.587,16.25460039
2.588,16.26088357
2.589,16.26716676
2.59,16.27344995
2.591,16.27973313
2.592,16.28601632
2.593,16.2922995
2.594,16.29858269
2.595,16.30486587
2.596,16.31114906
2.597,16.31743224
2.598,16.32371543
2.599,16.32999861
2.6,16.3362818
2.601,16.34256498
2.602,16.34884817
2.603,16.35513135
2.604,16.36141454
2.605,16.36769773
2.606,16.37398091
2.607,16.3802641
2.608,16.38654728
2.609,16.39283047
2.61,16.39911365
2.611,16.40539684
2.612,16.41168002
2.613,16.41796321
2.614,16.42424639
2.615,16.43052958
2.616,16.43681276
2.617,16.44309595
2.618,16.44937913
2.619,16.45566232
2.62,16.4619455
2.621,16.46822869
2.622,16.47451188
2.623,16.48079506
2.624,16.48707825
2.625,16.49336143
2.626,16.49964462
2.627,16.5059278
2.628,16.51221099
2.629,16.51849417
2.63,16.52477736
2.631,16.53106054
2.632,16.53734373
2.633,16.54362691
2.634,16.5499101
2.635,16.55619328
2.636,16.56247647
2.637,16.56875966
2.638,16.57504284
2.639,16.58132603
2.64,16.58760921
2.641,16.5938924
2.642,16.60017558
2.643,16.60645877
2.644,16.61274195
2.645,16.61902514
2.646,16.62530832
2.647,16.63159151
2.648,16.63787469
2.649,16.64415788
2.65,16.65044106
2.651,16.65672425
2.652,16.66300743
2.653,16.66929062
2.654,16.67557381
2.655,16.68185699
2.656,16.68814018
2.657,16.69442336
2.658,16.70070655
2.659,16.70698973
2.66,16.71327292
2.661,16.7195561
2.662,16.72583929
2.663,16.73212247
2.664,16.73840566
2.665,16.74468884
2.666,16.75097203
2.667,16.75725521
2.668,16.7635384
2.669,16.76982158
2.67,16.77610477
2.671,16.78238796
2.672,16.78867114
2.673,16.79495433
2.674,16.80123751
2.675,16.8075207
2.676,16.81380388
2.677,16.82008707
2.678,16.82637025
2.679,16.83265344
2.68,16.83893662
2.681,16.84521981
2.682,16.85150299
2.683,16.85778618
2.684,16.86406936
2.685,16.87035255
2.686,16.87663574
2.687,16.88291892
2.688,16.88920211
2.689,16.89548529
2.69,16.90176848
2.691,16.90805166
2.692,16.91433485
2.693,16.92061803
2.694,16.92690122
2.695,16.9331844
2.696,16.93946759
2.697,16.94575077
2.698,16.95203396
2.699,16.95831714
2.7,16.96460033
2.701,16.97088351
2.702,16.9771667
2.703,16.98344989
2.704,16.98973307
2.705,16.99601626
2.706,17.00229944
2.707,17.00858263
2.708,17.01486581
2.709,17.021149
2.71,17.02743218
2.711,17.03371537
2.712,17.03999855
2.713,17.04628174
2.714,17.05256492
2.715,17.05884811
2.716,17.06513129
2.717,17.07141448
2.718,17.07769766
2.719,17.08398085
2.72,17.09026404
2.721,17.09654722
2.722,17.10283041
2.723,17.10911359
2.724,17.11539678
2.725,17.12167996
2.726,17.12796315
2.727,17.13424633
2.728,17.14052952
2.729,17.1468127
2.73,17.15309589
2.731,17.15937907
2.732,17.16566226
2.733,17.17194544
2.734,17.17822863
2.735,17.18451182
2.736,17.190795
2.737,17.19707819
2.738,17.20336137
2.739,17.20964456
2.74,17.21592774
2.741,17.22221093
2.742,17.22849411
2.743,17.2347773
2.744,17.24106048
2.745,17.24734367
2.746,17.25362685
2.747,17.25991004
2.748,17.26619322
2.749,17.27247641
2.75,17.27875959
2.751,17.28504278
2.752,17.29132597
2.753,17.29760915
2.754,17.30389234
2.755,17.31017552
2.756,17.31645871
2.757,17.32274189
2.758,17.32902508
2.759,17.33530826
2.76,17.34159145
2.761,17.34787463
2.762,17.35415782
2.763,17.360441
2.764,17.36672419
2.765,17.37300737
2.766,17.37929056
2.767,17.38557374
2.768,17.39185693
2.769,17.39814012
2.77,17.4044233
2.771,17.41070649
2.772,17.41698967
2.773,17.42327286
2.774,17.42955604
2.775,17.43583923
2.776,17.44212241
2.777,17.4484056
2.778,17.45468878
2.779,17.46097197
2.78,17.46725515
2.781,17.47353834
2.782,17.47982152
2.783,17.48610471
2.784,17.4923879
2.785,17.49867108
2.786,17.50495427
2.787,17.51123745
2.788,17.51752064
2.789,17.52380382
2.79,17.53008701
2.791,17.53637019
2.792,17.54265338
2.793,17.54893656
2.794,17.55521975
2.795,17.56150293
2.796,17.56778612
2.797,17.5740693
