"time","Out1[1]","Out1[2]","Out2","Out3","Out4","Out5","Out6","Out7","Out8","Out9"
0,0,0,0,0,0,0,-12,0,0,0
5e-17,1,3,0,8.5e-17,0,0,-12,2e-16,6.2832e-16,6.2832e-16
5e-17,1,3,0,8.5e-17,0,0,-12,2e-16,6.2832e-16,6.2832e-16
0.0079586,1.0159,3.0159,0,0.013529,0,0,-12,0.031834,0.1,0.1
0.0079586,1.0159,3.0159,0,0.013529,0,0,-12,0.031834,0.1,0.1
0.12533,1.25,3.25,0,0.2125,0,0.5,12,0.5,0.1,1.5345
0.12533,1.25,3.25,0,0.2125,0,0.5,12,0.5,0.1,1.5345
0.25268,1.5,3.5,2.4993e-11,0.425,0,1,12,0.5,0.1,2.8521
0.25268,1.5,3.5,2.5e-11,0.425,0,1,12,0.5,0.1,2.8521
0.45268,1.8748,3.8748,0.37475,0.74354,0,1.5,12,0.5,0.1,0
0.65268,2.2146,4.2146,0.71464,1.0324,0,2.5,12,0.5,0.1,0
0.85268,2.5061,4.5061,1.0061,1.2802,0,3,12,0.5,0.1,1.7859
0.99204,2.6743,4.6743,1.1743,1.4231,0,3.5,12,0.5,0.1,0.1
0.99204,2.6743,4.6743,1.1743,1.4231,0,3.5,12,0.5,0.1,0.1
1,2.6829,4.6829,1.1829,1.4305,1,3.5,12,0.5,-1e-11,-1e-11
1,2.6829,4.6829,1.1829,1.4305,1,3.5,12,0.5,-1.0178e-11,-1.0178e-11
1.008,2.6915,4.6915,1.1915,1.4378,1,3.5,12,0.5,-0.1,-0.1
1.008,2.6915,4.6915,1.1915,1.4378,1,3.5,12,0.5,-0.1,-0.1
1.208,2.8698,4.8698,1.3698,1.5893,1,3.5,12,0.5,-0.1,-2.4313
1.408,2.9735,4.9735,1.4735,1.6775,1,4,12,0.5,-0.1,-3.8339
1.608,2.9986,4.9986,1.4986,1.6988,1,4,12,0.5,-0.1,-3.7721
1.808,2.944,4.944,1.444,1.6524,1,4,12,0.5,-0.1,-2.2695
