"time","fuel_rate"
0,0
0.2,0.93807810544968
0.4,0.93335068225861
0.6,0.99239158630371
0.8,1.0605027675629
1,1.1293004751205
1.2,1.1937828063965
1.4,1.252629160881
1.6,1.3055540323257
1.8,1.3526206016541
2,1.3942255973816
2.2,1.4308371543884
2.4,1.4629285335541
2.6,1.4909918308258
2.8,1.5155962705612
3,1.5371168851852
3.2,1.5560427904129
3.4,1.5726835727692
3.6,1.5873050689697
3.8,1.6002054214478
4,1.6116549968719
4.2,1.6082978248596
4.4,1.5967491865158
4.6,1.5837098360062
4.8,1.569055557251
5,1.5477885007858
5.2,1.9087482690811
5.4,1.8887042999268
5.6,1.8587288856506
5.8,1.8247740268707
6,1.7863881587982
6.2,1.7430166006088
6.4,1.6942141056061
6.6,1.6395137310028
6.8,1.5785048007965
7,1.5110648870468
7.2,1.4371287822723
7.4,1.3569657802582
7.6,1.2715554237366
7.8,1.1856217384338
8,1.1024721860886
8.2,1.0868145227432
8.4,1.155522108078
8.6,1.2376177310944
8.8,1.3236184120178
9,1.4097185134888
9.2,1.4903366565704
9.4,1.5638957023621
9.6,1.630051612854
9.8,1.6888817548752
10,1.7408932447433
10.2,1.3941529989243
10.4,1.4074646234512
10.6,1.416573882103
10.8,1.5067180395126
11,1.5468900203705
11.2,1.5426828861237
11.4,1.5955235958099
11.6,1.5776169300079
11.8,1.592829823494
12,1.6248570680618
12.2,1.6089296340942
12.4,1.5812140703201
12.6,1.600990653038
12.8,1.547422170639
13,1.5553785562515
13.2,1.5274196863174
13.4,1.4969722032547
13.6,1.4860517978668
13.8,1.4366676807404
14,1.4052604436874
14.2,1.3791136741638
14.4,1.3279933929443
14.6,1.2986752986908
14.8,1.2180609703064
15,1.1904813051224
15.2,1.1031082868576
15.4,1.0702391862869
15.6,0.97282087802887
15.8,0.92720180749893
16,0.83860790729523
16.2,0.86223828792572
16.4,0.91883796453476
16.6,0.99448883533478
16.8,1.0418471097946
17,1.1404583454132
17.2,1.181134223938
17.4,1.255964756012
17.6,1.3005783557892
17.8,1.347678899765
18,1.396392583847
18.2,1.4087483882904
18.4,1.4770758152008
18.6,1.4703339338303
18.8,1.5353306531906
19,1.5136374235153
19.2,1.5812312364578
19.4,1.5639532804489
19.6,1.6008411645889
19.8,1.6040350198746
20,1.5952948331833
