"time", "Capacitor1.v", "IdealDiode3.off"
0,282.84,1
0.0001,281.17,1
0.0002,279.5,0
0.0003,277.84,0
0.0004,276.18,0
0.0005,274.54,0
0.0006,272.92,0
0.0007,271.31,0
0.0008,269.71,0
0.0009,268.13,0
0.001,266.55,0
0.0011,264.98,0
0.0012,263.4,0
0.0013,261.81,0
0.0014,260.19,0
0.0015,258.54,1
0.0016,256.88,1
0.0017,255.21,1
0.0018,253.54,1
0.0019,251.87,1
0.002,250.21,1
0.0021,248.58,1
0.0022,247.02,1
0.0023,245.54,1
0.0024,244.18,1
0.0025,242.95,1
0.0026,241.88,1
0.0027,240.99,1
0.0028,240.28,1
0.0029,239.77,1
0.003,239.48,1
0.0031,239.4,1
0.0032,239.55,1
0.0033,239.92,1
0.0034,240.51,1
0.0035,241.33,1
0.0036,242.35,1
0.0037,243.58,1
0.0038,245.01,1
0.0039,246.6,1
0.004,248.36,1
0.0041,250.26,1
0.0042,252.28,1
0.0043,254.39,1
0.0044,256.57,1
0.0045,258.79,1
0.0046,261.02,1
0.0047,263.23,1
0.0048,265.39,1
0.0049,267.47,1
0.005,269.42,1
0.0051,271.23,1
0.0052,272.85,1
0.0053,274.24,1
0.0054,275.39,1
0.0055,276.28,1
0.0056,276.9,1
0.0057,277.23,1
0.0058,277.26,1
0.0059,276.97,1
0.006,276.4,1
0.0061,275.79,1
0.0062,275.17,1
0.0063,274.56,1
0.0064,273.98,1
0.0065,273.43,1
0.0066,272.92,1
0.0067,272.44,1
0.0068,272.02,1
0.0069,271.63,1
0.007,271.29,1
0.0071,271,1
0.0072,270.74,1
0.0073,270.51,1
0.0074,270.31,1
0.0075,270.12,1
0.0076,269.94,1
0.0077,269.74,1
0.0078,269.52,1
0.0079,269.27,1
0.008,268.96,1
0.0081,268.58,1
0.0082,268.11,1
0.0083,267.52,1
0.0084,266.81,1
0.0085,265.95,1
0.0086,264.91,1
0.0087,263.71,1
0.0088,262.34,1
0.0089,260.89,1
0.009,259.46,1
0.0091,258.07,1
0.0092,256.74,1
0.0093,255.49,1
0.0094,254.35,1
0.0095,253.33,1
0.0096,252.43,1
0.0097,251.68,1
0.0098,251.09,1
0.0099,250.65,1
0.01,250.38,1
0.0101,250.28,1
0.0102,250.34,1
