Time,freqHz,T2,T3,J1_flange_0a_phi,J1_flange_0a_tau,J1_flange_0b_phi,J1_flange_0b_tau,J1_J,J1_stateSelect,_J1_phi_start,J1_phi,der_J1_phi_,_J1_w_start,J1_w,der_J1_w_,J1_a,torque_useSupport,torque_flange_phi,torque_flange_tau,torque_support_phi,torque_support_tau,torque_phi_0support,torque_tau,clutch1_phi_0rel,der_clutch1_phi_0rel_,clutch1_w_0rel,der_clutch1_w_0rel_,clutch1_a_0rel,clutch1_tau,clutch1_flange_0a_phi,clutch1_flange_0a_tau,clutch1_flange_0b_phi,clutch1_flange_0b_tau,clutch1_phi_0nominal,clutch1_stateSelect,clutch1_mue_0pos_1__1_,clutch1_mue_0pos_1__2_,clutch1_peak,clutch1_cgeo,clutch1_fn_0max,clutch1_w_0small,clutch1_w_0relfric,clutch1_a_0relfric,clutch1_tau0,clutch1_tau0_0max,clutch1_free,clutch1_sa,_clutch1_startForward_start,clutch1_startForward,_clutch1_startBackward_start,clutch1_startBackward,_clutch1_locked_start,clutch1_locked,clutch1_Unknown,clutch1_Free,clutch1_Forward,clutch1_Stuck,clutch1_Backward,_clutch1_mode_start,clutch1_mode,clutch1_unitAngularAcceleration,clutch1_unitTorque,clutch1_useHeatPort,clutch1_lossPower,clutch1_mue0,clutch1_fn,clutch1_f_0normalized,sin1_amplitude,sin1_freqHz,sin1_phase,sin1_offset,sin1_startTime,sin1_y,sin1_pi,step1_height,step1_y,step1_offset,step1_startTime,J2_flange_0a_phi,J2_flange_0a_tau,J2_flange_0b_phi,J2_flange_0b_tau,J2_J,J2_stateSelect,_J2_phi_start,J2_phi,der_J2_phi_,_J2_w_start,J2_w,der_J2_w_,J2_a,clutch2_phi_0rel,der_clutch2_phi_0rel_,clutch2_w_0rel,der_clutch2_w_0rel_,clutch2_a_0rel,clutch2_tau,clutch2_flange_0a_phi,clutch2_flange_0a_tau,clutch2_flange_0b_phi,clutch2_flange_0b_tau,clutch2_phi_0nominal,clutch2_stateSelect,clutch2_mue_0pos_1__1_,clutch2_mue_0pos_1__2_,clutch2_peak,clutch2_cgeo,clutch2_fn_0max,clutch2_w_0small,clutch2_w_0relfric,clutch2_a_0relfric,clutch2_tau0,clutch2_tau0_0max,clutch2_free,clutch2_sa,_clutch2_startForward_start,clutch2_startForward,_clutch2_startBackward_start,clutch2_startBackward,_clutch2_locked_start,clutch2_locked,clutch2_Unknown,clutch2_Free,clutch2_Forward,clutch2_Stuck,clutch2_Backward,_clutch2_mode_start,clutch2_mode,clutch2_unitAngularAcceleration,clutch2_unitTorque,clutch2_useHeatPort,clutch2_lossPower,clutch2_mue0,clutch2_fn,clutch2_f_0normalized,J3_flange_0a_phi,J3_flange_0a_tau,J3_flange_0b_phi,J3_flange_0b_tau,J3_J,J3_stateSelect,_J3_phi_start,J3_phi,der_J3_phi_,_J3_w_start,J3_w,der_J3_w_,J3_a,clutch3_phi_0rel,der_clutch3_phi_0rel_,clutch3_w_0rel,der_clutch3_w_0rel_,clutch3_a_0rel,clutch3_tau,clutch3_flange_0a_phi,clutch3_flange_0a_tau,clutch3_flange_0b_phi,clutch3_flange_0b_tau,clutch3_phi_0nominal,clutch3_stateSelect,clutch3_mue_0pos_1__1_,clutch3_mue_0pos_1__2_,clutch3_peak,clutch3_cgeo,clutch3_fn_0max,clutch3_w_0small,clutch3_w_0relfric,clutch3_a_0relfric,clutch3_tau0,clutch3_tau0_0max,clutch3_free,clutch3_sa,_clutch3_startForward_start,clutch3_startForward,_clutch3_startBackward_start,clutch3_startBackward,_clutch3_locked_start,clutch3_locked,clutch3_Unknown,clutch3_Free,clutch3_Forward,clutch3_Stuck,clutch3_Backward,_clutch3_mode_start,clutch3_mode,clutch3_unitAngularAcceleration,clutch3_unitTorque,clutch3_useHeatPort,clutch3_lossPower,clutch3_mue0,clutch3_fn,clutch3_f_0normalized,J4_flange_0a_phi,J4_flange_0a_tau,J4_flange_0b_phi,J4_flange_0b_tau,J4_J,J4_stateSelect,_J4_phi_start,J4_phi,der_J4_phi_,_J4_w_start,J4_w,der_J4_w_,J4_a,sin2_amplitude,sin2_freqHz,sin2_phase,sin2_offset,sin2_startTime,sin2_y,sin2_pi,fixed_phi0,fixed_flange_phi,fixed_flange_tau,speedSensor_flange_phi,der_speedSensor_flange_phi_,speedSensor_flange_tau,speedSensor_w,speedSensor1_flange_phi,der_speedSensor1_flange_phi_,speedSensor1_flange_tau,speedSensor1_w,speedSensor2_flange_phi,der_speedSensor2_flange_phi_,speedSensor2_flange_tau,speedSensor2_w,speedSensor3_flange_phi,der_speedSensor3_flange_phi_,speedSensor3_flange_tau,speedSensor3_w,step2,J1_0w,J2_0w,J3_0w,J4_0w,fmi_loggingOn,fmi_pullInputsForInitialization,fmi_NumberOfContinuousStates,fmi_NumberOfEventIndicators
0.723,0.2,0.4,0.9,5.02357,-6.61312,5.02357,-6.15519,1,3,0,5.02357,4.27164,10,4.27164,-12.7683,-12.7683,1,5.02357,6.61312,0,-6.61312,0,-6.61312,-3.10529,-1.13264,-1.13264,15.8459,15.8459,-6.15519,5.02357,6.15519,1.91828,-6.15519,0.0001,4,0,0.5,1.1,1,20,1e+010,-1.13264,15.8459,6.15519,6.77071,0,9.07519,0,0,0,0,0,0,3,2,1,0,-1,3,-1,1,1,0,6.9716,0.5,12.3104,0.615519,10,5,0,0,0,-6.61312,3.14159,1,1,0,0.4,1.91828,6.15519,1.91828,-3.07759,1,3,0,1.91828,3.139,0,3.139,3.07759,3.07759,-1.39723,3.41386e-014,3.41386e-014,0,0,-3.07759,1.91828,3.07759,0.521045,-3.07759,0.0001,4,0,0.5,1.1,1,20,1e+010,3.41386e-014,0,10,11,0,-3.07759,0,0,0,0,0,1,3,2,1,0,-1,3,0,1,1,0,-1.05065e-013,0.5,20,1,0.521045,3.07759,0.521045,0,1,3,0,0.521045,3.139,0,3.139,3.07759,3.07759,-0.521045,-3.139,-3.139,-3.07759,-3.07759,0,0.521045,-0,-2.80886e-014,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-3.139,-3.07759,0,0,1,-3.07759,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-2.80886e-014,-0,-2.80886e-014,0,1,3,0,-2.80886e-014,-8.34888e-014,0,-8.34888e-014,8.88178e-016,8.88178e-016,1,0.2,1.57,0,0,0.615519,3.14159,0,0,6.61312,5.02357,4.27164,0,4.27164,1.91828,3.139,0,3.139,0.521045,3.139,0,3.139,-2.80886e-014,-8.34888e-014,0,-8.34888e-014,0,4.27164,3.139,3.139,-8.34888e-014,0,1,8,54
0.726,0.2,0.4,0.9,5.03632,-7.28969,5.03632,-6.12543,1,3,0,5.03632,4.23248,10,4.23248,-13.4151,-13.4151,1,5.03632,7.28969,0,-7.28969,0,-7.28969,-3.10861,-1.08427,-1.08427,16.4778,16.4778,-6.12543,5.03632,6.12543,1.92771,-6.12543,0.0001,4,0,0.5,1.1,1,20,1e+010,-1.08427,16.4778,6.12543,6.73798,0,9.73986,0,0,0,0,0,0,3,2,1,0,-1,3,-1,1,1,0,6.64164,0.5,12.2509,0.612543,10,5,0,0,0,-7.28969,3.14159,1,1,0,0.4,1.92771,6.12543,1.92771,-3.06272,1,3,0,1.92771,3.14821,0,3.14821,3.06272,3.06272,-1.39723,3.41386e-014,3.41386e-014,0,0,-3.06272,1.92771,3.06272,0.530475,-3.06272,0.0001,4,0,0.5,1.1,1,20,1e+010,3.41386e-014,0,10,11,0,-3.06272,0,0,0,0,0,1,3,2,1,0,-1,3,0,1,1,0,-1.04557e-013,0.5,20,1,0.530475,3.06272,0.530475,0,1,3,0,0.530475,3.14821,0,3.14821,3.06272,3.06272,-0.530475,-3.14821,-3.14821,-3.06272,-3.06272,0,0.530475,-0,-2.73115e-014,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-3.14821,-3.06272,0,0,1,-3.06272,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-2.73115e-014,-0,-2.73115e-014,0,1,3,0,-2.73115e-014,-8.4821e-014,0,-8.4821e-014,0,0,1,0.2,1.57,0,0,0.612543,3.14159,0,0,7.28969,5.03632,4.23248,0,4.23248,1.92771,3.14821,0,3.14821,0.530475,3.14821,0,3.14821,-2.73115e-014,-8.4821e-014,0,-8.4821e-014,0,4.23248,3.14821,3.14821,-8.4821e-014,0,1,8,54
0.729,0.2,0.4,0.9,5.04896,-7.90155,5.04896,-6.09559,1,3,0,5.04896,4.1915,10,4.1915,-13.9971,-13.9971,1,5.04896,7.90155,0,-7.90155,0,-7.90155,-3.11179,-1.03412,-1.03412,17.0449,17.0449,-6.09559,5.04896,6.09559,1.93717,-6.09559,0.0001,4,0,0.5,1.1,1,20,1e+010,-1.03412,17.0449,6.09559,6.70515,0,10.3398,0,0,0,0,0,0,3,2,1,0,-1,3,-1,1,1,0,6.3036,0.5,12.1912,0.609559,10,5,0,0,0,-7.90155,3.14159,1,1,0,0.4,1.93717,6.09559,1.93717,-3.0478,1,3,0,1.93717,3.15738,0,3.15738,3.0478,3.0478,-1.39723,3.41386e-014,3.41386e-014,0,0,-3.0478,1.93717,3.0478,0.539934,-3.0478,0.0001,4,0,0.5,1.1,1,20,1e+010,3.41386e-014,0,10,11,0,-3.0478,0,0,0,0,0,1,3,2,1,0,-1,3,0,1,1,0,-1.04047e-013,0.5,20,1,0.539934,3.0478,0.539934,0,1,3,0,0.539934,3.15738,0,3.15738,3.0478,3.0478,-0.539934,-3.15738,-3.15738,-3.0478,-3.0478,0,0.539934,-0,-2.80886e-014,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-3.15738,-3.0478,0,0,1,-3.0478,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-2.80886e-014,-0,-2.80886e-014,0,1,3,0,-2.80886e-014,-8.34888e-014,0,-8.34888e-014,4.44089e-016,4.44089e-016,1,0.2,1.57,0,0,0.609559,3.14159,0,0,7.90155,5.04896,4.1915,0,4.1915,1.93717,3.15738,0,3.15738,0.539934,3.15738,0,3.15738,-2.80886e-014,-8.34888e-014,0,-8.34888e-014,0,4.1915,3.15738,3.15738,-8.34888e-014,0,1,8,54
0.732,0.2,0.4,0.9,5.06146,-8.44328,5.06146,-6.06566,1,3,0,5.06146,4.14893,10,4.14893,-14.5089,-14.5089,1,5.06146,8.44328,0,-8.44328,0,-8.44328,-3.11481,-0.982436,-0.982436,17.5418,17.5418,-6.06566,5.06146,6.06566,1.94665,-6.06566,0.0001,4,0,0.5,1.1,1,20,1e+010,-0.982436,17.5418,6.06566,6.67223,0,10.8695,0,0,0,0,0,0,3,2,1,0,-1,3,-1,1,1,0,5.95912,0.5,12.1313,0.606566,10,5,0,0,0,-8.44328,3.14159,1,1,0,0.4,1.94665,6.06566,1.94665,-3.03283,1,3,0,1.94665,3.1665,0,3.1665,3.03283,3.03283,-1.39723,3.41386e-014,3.41386e-014,0,0,-3.03283,1.94665,3.03283,0.549419,-3.03283,0.0001,4,0,0.5,1.1,1,20,1e+010,3.41386e-014,0,10,11,0,-3.03283,0,0,0,0,0,1,3,2,1,0,-1,3,0,1,1,0,-1.03537e-013,0.5,20,1,0.549419,3.03283,0.549419,0,1,3,0,0.549419,3.1665,0,3.1665,3.03283,3.03283,-0.549419,-3.1665,-3.1665,-3.03283,-3.03283,0,0.549419,-0,-2.81997e-014,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-3.1665,-3.03283,0,0,1,-3.03283,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-2.81997e-014,-0,-2.81997e-014,0,1,3,0,-2.81997e-014,-8.34888e-014,0,-8.34888e-014,1.33227e-015,1.33227e-015,1,0.2,1.57,0,0,0.606566,3.14159,0,0,8.44328,5.06146,4.14893,0,4.14893,1.94665,3.1665,0,3.1665,0.549419,3.1665,0,3.1665,-2.81997e-014,-8.34888e-014,0,-8.34888e-014,0,4.14893,3.1665,3.1665,-8.34888e-014,0,1,8,54
0.735,0.2,0.4,0.9,5.07384,-8.91007,5.07384,-6.03565,1,3,0,5.07384,4.10486,10,4.10486,-14.9457,-14.9457,1,5.07384,8.91007,0,-8.91007,0,-8.91007,-3.11767,-0.929286,-0.929286,17.9635,17.9635,-6.03565,5.07384,6.03565,1.95617,-6.03565,0.0001,4,0,0.5,1.1,1,20,1e+010,-0.929286,17.9635,6.03565,6.63921,0,11.3243,0,0,0,0,0,0,3,2,1,0,-1,3,-1,1,1,0,5.60884,0.5,12.0713,0.603565,10,5,0,0,0,-8.91007,3.14159,1,1,0,0.4,1.95617,6.03565,1.95617,-3.01782,1,3,0,1.95617,3.17557,0,3.17557,3.01782,3.01782,-1.39723,3.41386e-014,3.41386e-014,0,0,-3.01782,1.95617,3.01782,0.558932,-3.01782,0.0001,4,0,0.5,1.1,1,20,1e+010,3.41386e-014,0,10,11,0,-3.01782,0,0,0,0,0,1,3,2,1,0,-1,3,0,1,1,0,-1.03024e-013,0.5,20,1,0.558932,3.01782,0.558932,0,1,3,0,0.558932,3.17557,0,3.17557,3.01782,3.01782,-0.558932,-3.17557,-3.17557,-3.01782,-3.01782,0,0.558932,-0,-2.86438e-014,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-3.17557,-3.01782,0,0,1,-3.01782,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-2.86438e-014,-0,-2.86438e-014,0,1,3,0,-2.86438e-014,-8.43769e-014,0,-8.43769e-014,-1.77636e-015,-1.77636e-015,1,0.2,1.57,0,0,0.603565,3.14159,0,0,8.91007,5.07384,4.10486,0,4.10486,1.95617,3.17557,0,3.17557,0.558932,3.17557,0,3.17557,-2.86438e-014,-8.43769e-014,0,-8.43769e-014,0,4.10486,3.17557,3.17557,-8.43769e-014,0,1,8,54
0.738,0.2,0.4,0.9,5.08609,-9.29776,5.08609,-6.00555,1,3,0,5.08609,4.05958,10,4.05958,-15.3033,-15.3033,1,5.08609,9.29776,0,-9.29776,0,-9.29776,-3.12038,-0.874978,-0.874978,18.3061,18.3061,-6.00555,5.08609,6.00555,1.96571,-6.00555,0.0001,4,0,0.5,1.1,1,20,1e+010,-0.874978,18.3061,6.00555,6.6061,0,11.7,0,0,0,0,0,0,3,2,1,0,-1,3,-1,1,1,0,5.25472,0.5,12.0111,0.600555,10,5,0,0,0,-9.29776,3.14159,1,1,0,0.4,1.96571,6.00555,1.96571,-3.00277,1,3,0,1.96571,3.1846,0,3.1846,3.00277,3.00277,-1.39723,3.41386e-014,3.41386e-014,0,0,-3.00277,1.96571,3.00277,0.568473,-3.00277,0.0001,4,0,0.5,1.1,1,20,1e+010,3.41386e-014,0,10,11,0,-3.00277,0,0,0,0,0,1,3,2,1,0,-1,3,0,1,1,0,-1.0251e-013,0.5,20,1,0.568473,3.00277,0.568473,0,1,3,0,0.568473,3.1846,0,3.1846,3.00277,3.00277,-0.568473,-3.1846,-3.1846,-3.00277,-3.00277,0,0.568473,-0,-2.89768e-014,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-3.1846,-3.00277,0,0,1,-3.00277,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-2.89768e-014,-0,-2.89768e-014,0,1,3,0,-2.89768e-014,-8.39329e-014,0,-8.39329e-014,0,0,1,0.2,1.57,0,0,0.600555,3.14159,0,0,9.29776,5.08609,4.05958,0,4.05958,1.96571,3.1846,0,3.1846,0.568473,3.1846,0,3.1846,-2.89768e-014,-8.39329e-014,0,-8.39329e-014,0,4.05958,3.1846,3.1846,-8.39329e-014,0,1,8,54
0.741,0.2,0.4,0.9,5.09819,-9.60294,5.09819,-5.97536,1,3,0,5.09819,4.01328,10,4.01328,-15.5783,-15.5783,1,5.09819,9.60294,0,-9.60294,0,-9.60294,-3.12292,-0.819694,-0.819694,18.566,18.566,-5.97536,5.09819,5.97536,1.97527,-5.97536,0.0001,4,0,0.5,1.1,1,20,1e+010,-0.819694,18.566,5.97536,6.5729,0,11.9931,0,0,0,0,0,0,3,2,1,0,-1,3,-1,1,1,0,4.89797,0.5,11.9507,0.597536,10,5,0,0,0,-9.60294,3.14159,1,1,0,0.4,1.97527,5.97536,1.97527,-2.98768,1,3,0,1.97527,3.19359,0,3.19359,2.98768,2.98768,-1.39723,3.41386e-014,3.41386e-014,0,0,-2.98768,1.97527,2.98768,0.57804,-2.98768,0.0001,4,0,0.5,1.1,1,20,1e+010,3.41386e-014,0,10,11,0,-2.98768,0,0,0,0,0,1,3,2,1,0,-1,3,0,1,1,0,-1.01995e-013,0.5,20,1,0.57804,2.98768,0.57804,0,1,3,0,0.57804,3.19359,0,3.19359,2.98768,2.98768,-0.57804,-3.19359,-3.19359,-2.98768,-2.98768,0,0.57804,-0,-2.87548e-014,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-3.19359,-2.98768,0,0,1,-2.98768,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-2.87548e-014,-0,-2.87548e-014,0,1,3,0,-2.87548e-014,-8.39329e-014,0,-8.39329e-014,-1.77636e-015,-1.77636e-015,1,0.2,1.57,0,0,0.597536,3.14159,0,0,9.60294,5.09819,4.01328,0,4.01328,1.97527,3.19359,0,3.19359,0.57804,3.19359,0,3.19359,-2.87548e-014,-8.39329e-014,0,-8.39329e-014,0,4.01328,3.19359,3.19359,-8.39329e-014,0,1,8,54
0.744,0.2,0.4,0.9,5.11016,-9.82287,5.11016,-5.94509,1,3,0,5.11016,3.96627,10,3.96627,-15.768,-15.768,1,5.11016,9.82287,0,-9.82287,0,-9.82287,-3.1253,-0.763738,-0.763738,18.7405,18.7405,-5.94509,5.11016,5.94509,1.98487,-5.94509,0.0001,4,0,0.5,1.1,1,20,1e+010,-0.763738,18.7405,5.94509,6.5396,0,12.2009,0,0,0,0,0,0,3,2,1,0,-1,3,-1,1,1,0,4.54049,0.5,11.8902,0.594509,10,5,0,0,0,-9.82287,3.14159,1,1,0,0.4,1.98487,5.94509,1.98487,-2.97254,1,3,0,1.98487,3.20253,0,3.20253,2.97254,2.97254,-1.39723,3.41386e-014,3.41386e-014,0,0,-2.97254,1.98487,2.97254,0.587634,-2.97254,0.0001,4,0,0.5,1.1,1,20,1e+010,3.41386e-014,0,10,11,0,-2.97254,0,0,0,0,0,1,3,2,1,0,-1,3,0,1,1,0,-1.01479e-013,0.5,20,1,0.587634,2.97254,0.587634,0,1,3,0,0.587634,3.20253,0,3.20253,2.97254,2.97254,-0.587634,-3.20253,-3.20253,-2.97254,-2.97254,0,0.587634,-0,-2.88658e-014,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-3.20253,-2.97254,0,0,1,-2.97254,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-2.88658e-014,-0,-2.88658e-014,0,1,3,0,-2.88658e-014,-8.39329e-014,0,-8.39329e-014,2.66454e-015,2.66454e-015,1,0.2,1.57,0,0,0.594509,3.14159,0,0,9.82287,5.11016,3.96627,0,3.96627,1.98487,3.20253,0,3.20253,0.587634,3.20253,0,3.20253,-2.88658e-014,-8.39329e-014,0,-8.39329e-014,0,3.96627,3.20253,3.20253,-8.39329e-014,0,1,8,54
0.747,0.2,0.4,0.9,5.12199,-9.95562,5.12199,-5.91473,1,3,0,5.12199,3.91879,10,3.91879,-15.8704,-15.8704,1,5.12199,9.95562,0,-9.95562,0,-9.95562,-3.1275,-0.707371,-0.707371,18.8277,18.8277,-5.91473,5.12199,5.91473,1.99449,-5.91473,0.0001,4,0,0.5,1.1,1,20,1e+010,-0.707371,18.8277,5.91473,6.50621,0,12.3215,0,0,0,0,0,0,3,2,1,0,-1,3,-1,1,1,0,4.18391,0.5,11.8295,0.591473,10,5,0,0,0,-9.95562,3.14159,1,1,0,0.4,1.99449,5.91473,1.99449,-2.95737,1,3,0,1.99449,3.21142,0,3.21142,2.95737,2.95737,-1.39723,3.41386e-014,3.41386e-014,0,0,-2.95737,1.99449,2.95737,0.597255,-2.95737,0.0001,4,0,0.5,1.1,1,20,1e+010,3.41386e-014,0,10,11,0,-2.95737,0,0,0,0,0,1,3,2,1,0,-1,3,0,1,1,0,-1.0096e-013,0.5,20,1,0.597255,2.95737,0.597255,0,1,3,0,0.597255,3.21142,0,3.21142,2.95737,2.95737,-0.597255,-3.21142,-3.21142,-2.95737,-2.95737,0,0.597255,-0,-2.84217e-014,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-3.21142,-2.95737,0,0,1,-2.95737,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-2.84217e-014,-0,-2.84217e-014,0,1,3,0,-2.84217e-014,-8.43769e-014,0,-8.43769e-014,2.66454e-015,2.66454e-015,1,0.2,1.57,0,0,0.591473,3.14159,0,0,9.95562,5.12199,3.91879,0,3.91879,1.99449,3.21142,0,3.21142,0.597255,3.21142,0,3.21142,-2.84217e-014,-8.43769e-014,0,-8.43769e-014,0,3.91879,3.21142,3.21142,-8.43769e-014,0,1,8,54
0.75,0.2,0.4,0.9,5.13368,-10,5.13368,-5.88429,1,3,0,5.13368,3.87114,10,3.87114,-15.8843,-15.8843,1,5.13368,10,0,-10,0,-10,-3.12954,-0.650868,-0.650868,18.8264,18.8264,-5.88429,5.13368,5.88429,2.00414,-5.88429,0.0001,4,0,0.5,1.1,1,20,1e+010,-0.650868,18.8264,5.88429,6.47272,0,12.3537,0,0,0,0,0,0,3,2,1,0,-1,3,-1,1,1,0,3.8299,0.5,11.7686,0.588429,10,5,0,0,0,-10,3.14159,1,1,0,0.4,2.00414,5.88429,2.00414,-2.94215,1,3,0,2.00414,3.22027,0,3.22027,2.94215,2.94215,-1.39723,3.41386e-014,3.41386e-014,0,0,-2.94215,2.00414,2.94215,0.606903,-2.94215,0.0001,4,0,0.5,1.1,1,20,1e+010,3.41386e-014,0,10,11,0,-2.94215,0,0,0,0,0,1,3,2,1,0,-1,3,0,1,1,0,-1.00441e-013,0.5,20,1,0.606903,2.94215,0.606903,0,1,3,0,0.606903,3.22027,0,3.22027,2.94215,2.94215,-0.606903,-3.22027,-3.22027,-2.94215,-2.94215,0,0.606903,-0,-3.01981e-014,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-3.22027,-2.94215,0,0,1,-2.94215,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-3.01981e-014,-0,-3.01981e-014,0,1,3,0,-3.01981e-014,-8.43769e-014,0,-8.43769e-014,1.77636e-015,1.77636e-015,1,0.2,1.57,0,0,0.588429,3.14159,0,0,10,5.13368,3.87114,0,3.87114,2.00414,3.22027,0,3.22027,0.606903,3.22027,0,3.22027,-3.01981e-014,-8.43769e-014,0,-8.43769e-014,0,3.87114,3.22027,3.22027,-8.43769e-014,0,1,8,54
0.753,0.2,0.4,0.9,5.14522,-9.95562,5.14522,-5.85377,1,3,0,5.14522,3.82358,10,3.82358,-15.8094,-15.8094,1,5.14522,9.95562,0,-9.95562,0,-9.95562,-3.13141,-0.594499,-0.594499,18.7363,18.7363,-5.85377,5.14522,5.85377,2.01381,-5.85377,0.0001,4,0,0.5,1.1,1,20,1e+010,-0.594499,18.7363,5.85377,6.43915,0,12.2971,0,0,0,0,0,0,3,2,1,0,-1,3,-1,1,1,0,3.48006,0.5,11.7075,0.585377,10,5,0,0,0,-9.95562,3.14159,1,1,0,0.4,2.01381,5.85377,2.01381,-2.92688,1,3,0,2.01381,3.22908,0,3.22908,2.92688,2.92688,-1.39723,3.41386e-014,3.41386e-014,0,0,-2.92688,2.01381,2.92688,0.616577,-2.92688,0.0001,4,0,0.5,1.1,1,20,1e+010,3.41386e-014,0,10,11,0,-2.92688,0,0,0,0,0,1,3,2,1,0,-1,3,0,1,1,0,-9.99198e-014,0.5,20,1,0.616577,2.92688,0.616577,0,1,3,0,0.616577,3.22908,0,3.22908,2.92688,2.92688,-0.616577,-3.22908,-3.22908,-2.92688,-2.92688,0,0.616577,-0,-2.9643e-014,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-3.22908,-2.92688,0,0,1,-2.92688,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-2.9643e-014,-0,-2.9643e-014,0,1,3,0,-2.9643e-014,-8.43769e-014,0,-8.43769e-014,1.77636e-015,1.77636e-015,1,0.2,1.57,0,0,0.585377,3.14159,0,0,9.95562,5.14522,3.82358,0,3.82358,2.01381,3.22908,0,3.22908,0.616577,3.22908,0,3.22908,-2.9643e-014,-8.43769e-014,0,-8.43769e-014,0,3.82358,3.22908,3.22908,-8.43769e-014,0,1,8,54
0.756,0.2,0.4,0.9,5.15662,-9.82287,5.15662,-5.82316,1,3,0,5.15662,3.77637,10,3.77637,-15.646,-15.646,1,5.15662,9.82287,0,-9.82287,0,-9.82287,-3.13311,-0.53853,-0.53853,18.5576,18.5576,-5.82316,5.15662,5.82316,2.02351,-5.82316,0.0001,4,0,0.5,1.1,1,20,1e+010,-0.53853,18.5576,5.82316,6.40548,0,12.1521,0,0,0,0,0,0,3,2,1,0,-1,3,-1,1,1,0,3.13595,0.5,11.6463,0.582316,10,5,0,0,0,-9.82287,3.14159,1,1,0,0.4,2.02351,5.82316,2.02351,-2.91158,1,3,0,2.02351,3.23783,0,3.23783,2.91158,2.91158,-1.39723,3.41386e-014,3.41386e-014,0,0,-2.91158,2.02351,2.91158,0.626277,-2.91158,0.0001,4,0,0.5,1.1,1,20,1e+010,3.41386e-014,0,10,11,0,-2.91158,0,0,0,0,0,1,3,2,1,0,-1,3,0,1,1,0,-9.93973e-014,0.5,20,1,0.626277,2.91158,0.626277,0,1,3,0,0.626277,3.23783,0,3.23783,2.91158,2.91158,-0.626277,-3.23783,-3.23783,-2.91158,-2.91158,0,0.626277,-0,-2.9976e-014,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-3.23783,-2.91158,0,0,1,-2.91158,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-2.9976e-014,-0,-2.9976e-014,0,1,3,0,-2.9976e-014,-8.4821e-014,0,-8.4821e-014,0,0,1,0.2,1.57,0,0,0.582316,3.14159,0,0,9.82287,5.15662,3.77637,0,3.77637,2.02351,3.23783,0,3.23783,0.626277,3.23783,0,3.23783,-2.9976e-014,-8.4821e-014,0,-8.4821e-014,0,3.77637,3.23783,3.23783,-8.4821e-014,0,1,8,54
