"time","T2","freqHz","J1.phi","J1.w","clutch1.phi_rel","clutch1.w_rel","clutch2.phi_rel","clutch2.w_rel","clutch3.phi_rel","clutch3.w_rel"
3.56126443835161E-04,4.00000000000000E-01,2.00000000000000E-01,3.56063143774945E-03,9.99645871649295E+00,-3.55999543519292E-03,-9.99289745269764E+00,-6.36002556529069E-07,-3.56126379530857E-03,0.00000000000000E+00,0.00000000000000E+00
7.20123710878028E-04,4.00000000000000E-01,2.00000000000000E-01,7.19866526354198E-03,9.99288030409130E+00,-7.19606959192809E-03,-9.98567906786421E+00,-2.59567161389318E-06,-7.20123622708807E-03,0.00000000000000E+00,0.00000000000000E+00
1.36723352181577E-03,4.00000000000000E-01,2.00000000000000E-01,1.36631436272435E-02,9.98662135455396E+00,-1.36537932529409E-02,-9.97294902229184E+00,-9.35037430258658E-06,-1.36723322621193E-02,0.00000000000000E+00,0.00000000000000E+00
2.50067176263179E-03,4.00000000000000E-01,2.00000000000000E-01,2.49764013557717E-02,9.97597503365357E+00,-2.49451298628611E-02,-9.95096834069394E+00,-3.12714929105170E-05,-2.50066929596276E-02,0.00000000000000E+00,0.00000000000000E+00
4.42940862843796E-03,4.00000000000000E-01,2.00000000000000E-01,4.42012179895184E-02,9.95878140766750E+00,-4.41031142821657E-02,-9.91448750086101E+00,-9.81037073526513E-05,-4.42939068064929E-02,0.00000000000000E+00,0.00000000000000E+00
6.35814549424413E-03,4.00000000000000E-01,2.00000000000000E-01,6.33941143341033E-02,9.94274363703239E+00,-6.31919793494259E-02,-9.87916274585941E+00,-2.02134984677457E-04,-6.35808911729823E-02,0.00000000000000E+00,0.00000000000000E+00
9.59434882263115E-03,4.00000000000000E-01,2.00000000000000E-01,9.55332816778801E-02,9.91838626496825E+00,-9.50730237011738E-02,-9.82244487969842E+00,-4.60257976706267E-04,-9.59413852698296E-02,0.00000000000000E+00,0.00000000000000E+00
1.56981654191685E-02,4.00000000000000E-01,2.00000000000000E-01,1.55964240148032E-01,9.88081913760213E+00,-1.54732115964692E-01,-9.72384728301422E+00,-1.23212418333965E-03,-1.56971854587914E-01,0.00000000000000E+00,0.00000000000000E+00
2.18019820157058E-02,4.00000000000000E-01,2.00000000000000E-01,2.16194096498807E-01,9.85351732757578E+00,-2.13817613518528E-01,-9.63552371131053E+00,-2.37648298027954E-03,-2.17993616265251E-01,0.00000000000000E+00,0.00000000000000E+00
2.79057986122431E-02,4.00000000000000E-01,2.00000000000000E-01,2.76279907133639E-01,9.83529004001652E+00,-2.72386634601422E-01,-9.55628684738548E+00,-3.89327253221789E-03,-2.79003192631037E-01,0.00000000000000E+00,0.00000000000000E+00
3.40096152087804E-02,4.00000000000000E-01,2.00000000000000E-01,3.36274928037290E-01,9.82457075578011E+00,-3.30492520917568E-01,-9.48457388671943E+00,-5.78240711972229E-03,-3.39996869060679E-01,0.00000000000000E+00,0.00000000000000E+00
4.45659381017249E-02,4.00000000000000E-01,2.00000000000000E-01,4.39924245140436E-01,9.81798709946273E+00,-4.29996173823599E-01,-9.37255221763345E+00,-9.92807131683686E-03,-4.45434881829280E-01,0.00000000000000E+00,0.00000000000000E+00
5.51222609946695E-02,4.00000000000000E-01,2.00000000000000E-01,5.43534588153876E-01,9.81736991675304E+00,-5.28348222861093E-01,-9.26657428481890E+00,-1.51863652927828E-02,-5.50795631934137E-01,0.00000000000000E+00,0.00000000000000E+00
6.56785838876141E-02,4.00000000000000E-01,2.00000000000000E-01,6.47117798504107E-01,9.81152170231867E+00,-6.25561410429332E-01,-9.15546116580521E+00,-2.15563880747754E-02,-6.56060536513458E-01,0.00000000000000E+00,0.00000000000000E+00
7.62349067805586E-02,4.00000000000000E-01,2.00000000000000E-01,7.50565164535337E-01,9.78969738811156E+00,-7.21528129957297E-01,-9.02848630317211E+00,-2.90370345780403E-02,-7.61211084939442E-01,0.00000000000000E+00,0.00000000000000E+00
8.67912296735032E-02,4.00000000000000E-01,2.00000000000000E-01,8.53661233293537E-01,9.74284355578449E+00,-8.16034232826153E-01,-8.87661476601360E+00,-3.76270004673844E-02,-8.66228789770886E-01,0.00000000000000E+00,0.00000000000000E+00
9.73475525664477E-02,4.00000000000000E-01,2.00000000000000E-01,9.56108111406546E-01,9.66463284936292E+00,-9.08783326046101E-01,-8.69353767053736E+00,-4.73247853604448E-02,-9.71095178825561E-01,0.00000000000000E+00,0.00000000000000E+00
1.03161913169404E-01,4.00000000000000E-01,2.00000000000000E-01,1.01213176373303E+00,9.60711240739787E+00,-9.58992979092381E-01,-8.57832876271587E+00,-5.31387846406512E-02,-1.02878364468200E+00,0.00000000000000E+00,0.00000000000000E+00
1.03161913169404E-01,4.00000000000000E-01,2.00000000000000E-01,1.01213176373303E+00,9.60711240739787E+00,-9.58992979092381E-01,-8.57832876271587E+00,-5.31387846406512E-02,-1.02878364468200E+00,0.00000000000000E+00,0.00000000000000E+00
1.04024014450073E-01,4.00000000000000E-01,2.00000000000000E-01,1.02040576103472E+00,9.59747710299796E+00,-9.66372691150753E-01,-8.56014510573774E+00,-5.40330698839685E-02,-1.03733199726023E+00,0.00000000000000E+00,0.00000000000000E+00
1.04886115730743E-01,4.00000000000000E-01,2.00000000000000E-01,1.02867125345886E+00,9.58761181484286E+00,-9.73736529833352E-01,-8.54173268004361E+00,-5.49347236255042E-02,-1.04587913479925E+00,0.00000000000000E+00,0.00000000000000E+00
1.06352179324934E-01,4.00000000000000E-01,2.00000000000000E-01,1.04270576057192E+00,9.57027976668897E+00,-9.86219770773770E-01,-8.50986862905418E+00,-5.64859897981512E-02,-1.06041113763479E+00,0.00000000000000E+00,0.00000000000000E+00
1.06352179324934E-01,4.00000000000000E-01,2.00000000000000E-01,1.04270576057192E+00,9.57027976668897E+00,-9.86219770773770E-01,-8.50986862905418E+00,-5.64859897981512E-02,-1.06041113763479E+00,0.00000000000000E+00,0.00000000000000E+00
1.07240037247899E-01,4.00000000000000E-01,2.00000000000000E-01,1.05119321943250E+00,9.55947865198522E+00,-9.93757922917923E-01,-8.49026848685770E+00,-5.74352965145739E-02,-1.06921016512753E+00,0.00000000000000E+00,0.00000000000000E+00
1.08127895170864E-01,4.00000000000000E-01,2.00000000000000E-01,1.05967087612251E+00,9.54843840521705E+00,-1.00127846178482E+00,-8.47043054116470E+00,-5.83924143376909E-02,-1.07800786405235E+00,0.00000000000000E+00,0.00000000000000E+00
1.10383628178412E-01,4.00000000000000E-01,2.00000000000000E-01,1.08116589625569E+00,9.51937409583676E+00,-1.02030817952813E+00,-8.41902019055353E+00,-6.08577167275585E-02,-1.10035390528323E+00,0.00000000000000E+00,0.00000000000000E+00
1.12639361185960E-01,4.00000000000000E-01,2.00000000000000E-01,1.10260064115234E+00,9.48898083539042E+00,-1.03923282788761E+00,-8.36628874268605E+00,-6.33678132647321E-02,-1.12269209270437E+00,0.00000000000000E+00,0.00000000000000E+00
1.14895094193508E-01,4.00000000000000E-01,2.00000000000000E-01,1.12396747642374E+00,9.45718326920620E+00,-1.05804105560148E+00,-8.31216164693603E+00,-6.59264208222639E-02,-1.14502162227017E+00,0.00000000000000E+00,0.00000000000000E+00
1.18329535588652E-01,4.00000000000000E-01,2.00000000000000E-01,1.15635693387204E+00,9.40611757687109E+00,-1.08643894432157E+00,-8.22711597268314E+00,-6.99179895504624E-02,-1.17900160418795E+00,0.00000000000000E+00,0.00000000000000E+00
1.24011802241961E-01,4.00000000000000E-01,2.00000000000000E-01,1.20953774028938E+00,9.31516500209536E+00,-1.13276015975989E+00,-8.07999230491945E+00,-7.67775805294955E-02,-1.23517269717591E+00,0.00000000000000E+00,0.00000000000000E+00
1.29694068895271E-01,4.00000000000000E-01,2.00000000000000E-01,1.26218042854527E+00,9.21703122550065E+00,-1.17822471548048E+00,-7.92575016441955E+00,-8.39557130647941E-02,-1.29128106108110E+00,0.00000000000000E+00,0.00000000000000E+00
1.35376335548580E-01,4.00000000000000E-01,2.00000000000000E-01,1.31424975399844E+00,9.11302605301947E+00,-1.22279742770005E+00,-7.76570216805481E+00,-9.14523262983883E-02,-1.34732388496465E+00,0.00000000000000E+00,0.00000000000000E+00
1.44353643866095E-01,4.00000000000000E-01,2.00000000000000E-01,1.39528508563334E+00,8.94004289902186E+00,-1.29134057899819E+00,-7.50431760087227E+00,-1.03944506635151E-01,-1.43572529814959E+00,0.00000000000000E+00,0.00000000000000E+00
1.53330952183609E-01,4.00000000000000E-01,2.00000000000000E-01,1.47475381851706E+00,8.76216385055591E+00,-1.35752419840817E+00,-7.23821786113668E+00,-1.17229620108889E-01,-1.52394598941924E+00,0.00000000000000E+00,0.00000000000000E+00
1.62308260501123E-01,4.00000000000000E-01,2.00000000000000E-01,1.55263145682386E+00,8.58689439840566E+00,-1.42132553795395E+00,-6.97492066503512E+00,-1.31305918869908E-01,-1.61197373337054E+00,0.00000000000000E+00,0.00000000000000E+00
1.71285568818637E-01,4.00000000000000E-01,2.00000000000000E-01,1.62896790039692E+00,8.42147359789563E+00,-1.48279637551901E+00,-6.72167689237846E+00,-1.46171524877902E-01,-1.69979670551717E+00,0.00000000000000E+00,0.00000000000000E+00
1.85069168677102E-01,4.00000000000000E-01,2.00000000000000E-01,1.74350323337233E+00,8.19937714298383E+00,-1.57297542174978E+00,-6.36516215326448E+00,-1.70527811622559E-01,-1.83421498971935E+00,0.00000000000000E+00,0.00000000000000E+00
1.93780912001102E-01,4.00000000000000E-01,2.00000000000000E-01,1.81446398588731E+00,8.08485661211491E+00,-1.62758804501544E+00,-6.16596467796312E+00,-1.86875940871872E-01,-1.91889193415178E+00,0.00000000000000E+00,0.00000000000000E+00
1.93780912001102E-01,4.00000000000000E-01,2.00000000000000E-01,1.81446398588731E+00,8.08485661211491E+00,-1.62758804501544E+00,-6.16596467796312E+00,-1.86875940871872E-01,-1.91889193415178E+00,0.00000000000000E+00,0.00000000000000E+00
1.95208130251853E-01,4.00000000000000E-01,2.00000000000000E-01,1.82598002226725E+00,8.06886849568019E+00,-1.63634564015339E+00,-6.13612888802564E+00,-1.89634382113866E-01,-1.93273960765455E+00,0.00000000000000E+00,0.00000000000000E+00
1.96635348502604E-01,4.00000000000000E-01,2.00000000000000E-01,1.83747415474537E+00,8.05352122709856E+00,-1.64506157661277E+00,-6.10694016476353E+00,-1.92412578132596E-01,-1.94658106233503E+00,0.00000000000000E+00,0.00000000000000E+00
1.96908373510401E-01,4.00000000000000E-01,2.00000000000000E-01,1.83966979194527E+00,8.05068506007105E+00,-1.64672269542318E+00,-6.10145711823040E+00,-1.92947096522091E-01,-1.94922794184065E+00,0.00000000000000E+00,0.00000000000000E+00
1.96908373510401E-01,4.00000000000000E-01,2.00000000000000E-01,1.83966979194527E+00,8.05068506007105E+00,-1.64672269542318E+00,-6.10145711823040E+00,-1.92947096522091E-01,-1.94922794184065E+00,0.00000000000000E+00,0.00000000000000E+00
1.98344216192032E-01,4.00000000000000E-01,2.00000000000000E-01,1.85120825382188E+00,8.03602095425961E+00,-1.65544238921780E+00,-6.07287546621337E+00,-1.95765864604079E-01,-1.96314548804624E+00,0.00000000000000E+00,0.00000000000000E+00
1.99780058873663E-01,4.00000000000000E-01,2.00000000000000E-01,1.86272659902009E+00,8.02201059041309E+00,-1.66412199210698E+00,-6.04495394949601E+00,-1.98604606913110E-01,-1.97705664091708E+00,0.00000000000000E+00,0.00000000000000E+00
2.03102428497058E-01,4.00000000000000E-01,2.00000000000000E-01,1.88931204361804E+00,7.99192376365361E+00,-1.68406767961536E+00,-5.98270145329013E+00,-2.05244364002681E-01,-2.00922231036347E+00,0.00000000000000E+00,0.00000000000000E+00
2.06424798120454E-01,4.00000000000000E-01,2.00000000000000E-01,1.91581546954682E+00,7.96492250827934E+00,-1.70383642524979E+00,-5.92356568603599E+00,-2.11979044297026E-01,-2.04135682224334E+00,0.00000000000000E+00,0.00000000000000E+00
2.09747167743849E-01,4.00000000000000E-01,2.00000000000000E-01,1.94223903527770E+00,7.94121022722425E+00,-1.72342257026314E+00,-5.86775311378008E+00,-2.18816465014554E-01,-2.07345711344417E+00,0.00000000000000E+00,0.00000000000000E+00
2.15216890981727E-01,4.00000000000000E-01,2.00000000000000E-01,1.98559476420570E+00,7.90924275417170E+00,-1.75529105253255E+00,-5.78301655541598E+00,-2.30303711673152E-01,-2.12622619875572E+00,0.00000000000000E+00,0.00000000000000E+00
2.24997923863027E-01,4.00000000000000E-01,2.00000000000000E-01,2.06281037588968E+00,7.87158869951883E+00,-1.81124834068720E+00,-5.65125334251907E+00,-2.51562035202477E-01,-2.22033535699976E+00,0.00000000000000E+00,0.00000000000000E+00
2.34778956744326E-01,4.00000000000000E-01,2.00000000000000E-01,2.13976582839210E+00,7.85452557454630E+00,-1.86602809704136E+00,-5.54041593679972E+00,-2.73737731350739E-01,-2.31410963774658E+00,0.00000000000000E+00,0.00000000000000E+00
2.44559989625625E-01,4.00000000000000E-01,2.00000000000000E-01,2.21661109840976E+00,7.85092737209383E+00,-1.91978268135788E+00,-5.44339222081119E+00,-2.96828417051879E-01,-2.40753515128264E+00,0.00000000000000E+00,0.00000000000000E+00
2.49904781344076E-01,4.00000000000000E-01,2.00000000000000E-01,2.25858397753936E+00,7.85256188423077E+00,-1.94875195280881E+00,-5.39412578838316E+00,-3.09832024730549E-01,-2.45843609584762E+00,0.00000000000000E+00,0.00000000000000E+00
2.55249573062528E-01,4.00000000000000E-01,2.00000000000000E-01,2.30056180469625E+00,7.85443163773836E+00,-1.97745438158928E+00,-5.34520500520233E+00,-3.23107423106970E-01,-2.50922663253603E+00,0.00000000000000E+00,0.00000000000000E+00
2.60594364780979E-01,4.00000000000000E-01,2.00000000000000E-01,2.34254324889243E+00,7.85498386604690E+00,-2.00588925601395E+00,-5.29507953491410E+00,-3.36653992878487E-01,-2.55990433113280E+00,0.00000000000000E+00,0.00000000000000E+00
2.69816761383700E-01,4.00000000000000E-01,2.00000000000000E-01,2.41495187715068E+00,7.84849158509568E+00,-2.05428762170296E+00,-5.20141563122548E+00,-3.60664255447724E-01,-2.64707595387020E+00,0.00000000000000E+00,0.00000000000000E+00
2.79039157986421E-01,4.00000000000000E-01,2.00000000000000E-01,2.48723384789388E+00,7.82743686358862E+00,-2.10175686493200E+00,-5.09354331389901E+00,-3.85476982961876E-01,-2.73389354968961E+00,0.00000000000000E+00,0.00000000000000E+00
2.88261554589142E-01,4.00000000000000E-01,2.00000000000000E-01,2.55923444107781E+00,7.78629830721322E+00,-2.14814558248566E+00,-4.96595288083532E+00,-4.11088858592145E-01,-2.82034542637790E+00,0.00000000000000E+00,0.00000000000000E+00
3.02960397699117E-01,4.00000000000000E-01,2.00000000000000E-01,2.67286749596789E+00,7.67226596630749E+00,-2.21931491970666E+00,-4.71491728722162E+00,-4.53552576261229E-01,-2.95734867908587E+00,0.00000000000000E+00,0.00000000000000E+00
3.02960397699117E-01,4.00000000000000E-01,2.00000000000000E-01,2.67286749596789E+00,7.67226596630749E+00,-2.21931491970666E+00,-4.71491728722162E+00,-4.53552576261229E-01,-2.95734867908587E+00,0.00000000000000E+00,0.00000000000000E+00
3.04531700866237E-01,4.00000000000000E-01,2.00000000000000E-01,2.68489653726941E+00,7.65545539093368E+00,-2.22667415833656E+00,-4.68352561357379E+00,-4.58222378932851E-01,-2.97192977735989E+00,0.00000000000000E+00,0.00000000000000E+00
3.05937765678024E-01,4.00000000000000E-01,2.00000000000000E-01,2.69563590791892E+00,7.63973863149123E+00,-2.23321431743169E+00,-4.65477147741342E+00,-4.62421590487228E-01,-2.98496715407781E+00,0.00000000000000E+00,0.00000000000000E+00
3.05937765678024E-01,4.00000000000000E-01,2.00000000000000E-01,2.69563590791892E+00,7.63973863149123E+00,-2.23321431743169E+00,-4.65477147741342E+00,-4.62421590487228E-01,-2.98496715407781E+00,0.00000000000000E+00,0.00000000000000E+00
3.07515873816933E-01,4.00000000000000E-01,2.00000000000000E-01,2.70766334053788E+00,7.62142487096886E+00,-2.24050807385393E+00,-4.62183562862983E+00,-4.67155266683947E-01,-2.99958924233904E+00,0.00000000000000E+00,0.00000000000000E+00
3.09093981955842E-01,4.00000000000000E-01,2.00000000000000E-01,2.71966069789740E+00,7.60236707721538E+00,-2.24774869840293E+00,-4.58816754725757E+00,-4.71911999494468E-01,-3.01419952995781E+00,0.00000000000000E+00,0.00000000000000E+00
3.12380130012718E-01,4.00000000000000E-01,2.00000000000000E-01,2.74455166361186E+00,7.56058346808010E+00,-2.26266798273862E+00,-4.51599480962945E+00,-4.81883680873239E-01,-3.04458865845065E+00,0.00000000000000E+00,0.00000000000000E+00
3.15666278069593E-01,4.00000000000000E-01,2.00000000000000E-01,2.76931464211598E+00,7.51609010655344E+00,-2.27737061374443E+00,-4.44115848960178E+00,-4.91944028371544E-01,-3.07493161695166E+00,0.00000000000000E+00,0.00000000000000E+00
3.18952426126469E-01,4.00000000000000E-01,2.00000000000000E-01,2.79393134346125E+00,7.46879396212634E+00,-2.29183104843631E+00,-4.36356983517610E+00,-5.02100295024940E-01,-3.10522412695024E+00,0.00000000000000E+00,0.00000000000000E+00
3.25681766032571E-01,4.00000000000000E-01,2.00000000000000E-01,2.84382325948508E+00,7.36394607625366E+00,-2.32061634466297E+00,-4.19685487002709E+00,-5.23206914822109E-01,-3.16709120622657E+00,0.00000000000000E+00,0.00000000000000E+00
3.32411105938674E-01,4.00000000000000E-01,2.00000000000000E-01,2.89297810657497E+00,7.24979170373402E+00,-2.34825082445727E+00,-4.02105881938326E+00,-5.44727282117704E-01,-3.22873288435076E+00,0.00000000000000E+00,0.00000000000000E+00
3.39140445844776E-01,4.00000000000000E-01,2.00000000000000E-01,2.94134356759386E+00,7.12859933555687E+00,-2.37468249665057E+00,-3.83845499755090E+00,-5.66661070943289E-01,-3.29014433800597E+00,0.00000000000000E+00,0.00000000000000E+00
3.45869785750879E-01,4.00000000000000E-01,2.00000000000000E-01,2.98888248005922E+00,7.00301052496708E+00,-2.39987536057798E+00,-3.65168948771640E+00,-5.89007119481238E-01,-3.35132103725068E+00,0.00000000000000E+00,0.00000000000000E+00
3.52599125656981E-01,4.00000000000000E-01,2.00000000000000E-01,3.03557558263684E+00,6.87588950465798E+00,-2.42381161517225E+00,-3.46363094342346E+00,-6.11763967464592E-01,-3.41225856123452E+00,0.00000000000000E+00,0.00000000000000E+00
3.59328465563083E-01,4.00000000000000E-01,2.00000000000000E-01,3.08142280905988E+00,6.75018485906314E+00,-2.44649277353478E+00,-3.27723232208478E+00,-6.34930035525102E-01,-3.47295253697837E+00,0.00000000000000E+00,0.00000000000000E+00
3.66789570490688E-01,4.00000000000000E-01,2.00000000000000E-01,3.13128570750263E+00,6.61548068783986E+00,-2.47019378618936E+00,-3.07552340470253E+00,-6.61091921313270E-01,-3.53995728313734E+00,0.00000000000000E+00,0.00000000000000E+00
3.74250675418292E-01,4.00000000000000E-01,2.00000000000000E-01,3.18017493639604E+00,6.48938722689672E+00,-2.49242213157288E+00,-2.88273522505492E+00,-6.87752804823160E-01,-3.60665200184179E+00,0.00000000000000E+00,0.00000000000000E+00
3.81711780345896E-01,4.00000000000000E-01,2.00000000000000E-01,3.22816621420939E+00,6.37540179700298E+00,-2.51325599051001E+00,-2.70237132227247E+00,-7.14910223699379E-01,-3.67303047473052E+00,0.00000000000000E+00,0.00000000000000E+00
3.89172885273501E-01,4.00000000000000E-01,2.00000000000000E-01,3.27535967406820E+00,6.27627262241473E+00,-2.53279795285381E+00,-2.53718595952477E+00,-7.42561721214390E-01,-3.73908666288996E+00,0.00000000000000E+00,0.00000000000000E+00
3.94367942526017E-01,4.00000000000000E-01,2.00000000000000E-01,3.30781125179347E+00,6.21701032896386E+00,-2.54570572418030E+00,-2.43212315864245E+00,-7.62105527613169E-01,-3.78488717032141E+00,0.00000000000000E+00,0.00000000000000E+00
3.94367942526017E-01,4.00000000000000E-01,2.00000000000000E-01,3.30781125179347E+00,6.21701032896386E+00,-2.54570572418030E+00,-2.43212315864245E+00,-7.62105527613169E-01,-3.78488717032141E+00,0.00000000000000E+00,0.00000000000000E+00
3.94368503697208E-01,4.00000000000000E-01,2.00000000000000E-01,3.30781474059723E+00,6.21700440260580E+00,-2.54570708901165E+00,-2.43211229357183E+00,-7.62107651585580E-01,-3.78489210903397E+00,0.00000000000000E+00,0.00000000000000E+00
3.95365004996556E-01,4.00000000000000E-01,2.00000000000000E-01,3.31399981937377E+00,6.20679449247564E+00,-2.54811178454592E+00,-2.41313838310197E+00,-7.65888034827851E-01,-3.79365610937366E+00,0.00000000000000E+00,0.00000000000000E+00
3.97200431337094E-01,4.00000000000000E-01,2.00000000000000E-01,3.32536662280437E+00,6.18881677034991E+00,-2.55249276680124E+00,-2.37903410354682E+00,-7.72873856003134E-01,-3.80978266680309E+00,0.00000000000000E+00,0.00000000000000E+00
3.97200431337094E-01,4.00000000000000E-01,2.00000000000000E-01,3.32536662280437E+00,6.18881677034991E+00,-2.55249276680124E+00,-2.37903410354682E+00,-7.72873856003134E-01,-3.80978266680309E+00,0.00000000000000E+00,0.00000000000000E+00
3.97200763547630E-01,4.00000000000000E-01,2.00000000000000E-01,3.32536867879344E+00,6.18881356051816E+00,-2.55249355713939E+00,-2.37902797565486E+00,-7.72875121654043E-01,-3.80978558486330E+00,0.00000000000000E+00,0.00000000000000E+00
3.98183149569226E-01,4.00000000000000E-01,2.00000000000000E-01,3.33143946081672E+00,6.17962989071511E+00,-2.55481318770098E+00,-2.36122105831589E+00,-7.76626273115733E-01,-3.81840883239922E+00,0.00000000000000E+00,0.00000000000000E+00
4.00000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34264911767291E+00,6.16327614963850E+00,-2.55906807689229E+00,-2.32893114790949E+00,-7.83581040780621E-01,-3.83434500172901E+00,0.00000000000000E+00,0.00000000000000E+00
4.00000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34264911767291E+00,6.16327614963850E+00,-2.55906807689229E+00,-2.32893114790949E+00,-7.83581040780621E-01,-3.83434500172901E+00,0.00000000000000E+00,0.00000000000000E+00
4.00000001000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34264912383619E+00,6.16327614087161E+00,-2.55906807922122E+00,-2.32893114037570E+00,-7.83581044614965E-01,-3.83434499049591E+00,-3.79841912835525E-16,-1.00000002040909E-08
4.00000001000000E-01,4.00000000000000E-01,2.00000000000000E-01,3.34264912383619E+00,6.16327614087161E+00,-2.55906807922122E+00,-2.32893114037570E+00,-7.83581044614965E-01,-3.83434499049591E+00,-3.79841912835525E-16,-1.00000002040909E-08
4.00000038984476E-01,4.00000000000000E-01,2.00000000000000E-01,3.34264935794499E+00,6.16327580786597E+00,-2.55906816768444E+00,-2.32893085420871E+00,-7.83581190260533E-01,-3.83434456381250E+00,-1.51878905998374E-14,-3.89844756946983E-07
4.00030719371770E-01,4.00000000000000E-01,2.00000000000000E-01,3.34283844139087E+00,6.16300713775480E+00,-2.55913961310300E+00,-2.32870002176984E+00,-7.83698818863036E-01,-3.83399992226725E+00,-9.42483742149975E-09,-3.07193717703187E-04
4.00126614895061E-01,4.00000000000000E-01,2.00000000000000E-01,3.34342939262453E+00,6.16216933758833E+00,-2.55936287901251E+00,-2.32798052521487E+00,-7.84066413422342E-01,-3.83292266342286E+00,-1.00189682312681E-07,-1.26614895060454E-03
4.00222510418351E-01,4.00000000000000E-01,2.00000000000000E-01,3.34402027261105E+00,6.16133415481502E+00,-2.55958608376229E+00,-2.32726369548401E+00,-7.84433916152443E-01,-3.83184535514750E+00,-2.72696317311318E-07,-2.22510418350588E-03
4.00318405941641E-01,4.00000000000000E-01,2.00000000000000E-01,3.34461107563626E+00,6.16050180751478E+00,-2.55980922248301E+00,-2.32654975478662E+00,-7.84801319396692E-01,-3.83076799331175E+00,-5.33756558259699E-07,-3.18405941640723E-03
4.00414301464931E-01,4.00000000000000E-01,2.00000000000000E-01,3.34520179998137E+00,6.15967236833104E+00,-2.56003229374100E+00,-2.32583877715073E+00,-7.85168620599358E-01,-3.82969057653101E+00,-8.85641010438587E-07,-4.14301464930858E-03
4.00616629557191E-01,4.00000000000000E-01,2.00000000000000E-01,3.34644789836551E+00,6.15793199884208E+00,-2.56050272530387E+00,-2.32434852973967E+00,-7.85943243646770E-01,-3.82741717353050E+00,-1.92941486327176E-06,-6.16629557191168E-03
4.00984920216818E-01,4.00000000000000E-01,2.00000000000000E-01,3.34871523175253E+00,6.15479768410279E+00,-2.56135826982530E+00,-2.32167013929029E+00,-7.87352082402949E-01,-3.82327834264432E+00,-4.87952427859622E-06,-9.84920216817758E-03
4.01637555615068E-01,4.00000000000000E-01,2.00000000000000E-01,3.35273030632220E+00,6.14935004895600E+00,-2.56287197436317E+00,-2.31703245124881E+00,-7.89844893858175E-01,-3.81594204155651E+00,-1.34381008569578E-05,-1.63755561506813E-02
4.02788106819382E-01,4.00000000000000E-01,2.00000000000000E-01,3.35980019169684E+00,6.14007769106880E+00,-2.56553340877150E+00,-2.30919427398974E+00,-7.94227884059443E-01,-3.80300234888524E+00,-3.88988658919475E-05,-2.78810681938157E-02
