"Time","Out1[1]","Out1[2]","Out2","Out3","Out4","Out5","Out6[1]","Out6[2]","Out6[3]","Out6[4]","Out6[5]","Out6[6]","Out7","Out8[1]","Out8[2]","Out9","Out10","Out11"
0,0,0,0,0,12,12,1,0.1,0,0,1,0,0,0,0,0,0,6
0,0,0,0,0,12,12,1,0.1,0,0,1,0,0,0,0,0,0,6
0.1,0,0.0998334,1,0,12,12,1,0.1,0,0,1,0,0,0.0998334,0,0,0.0199667,6
0.2,0,0.198669,2,0,12,12,1,0.1,0,0,1,0,0,0.198669,0,0,0.0397339,6
0.3,0,0.29552,3,0,12,12,1,0.1,0,0,1,0,0,0.29552,0,0.198669,0.059104,6
0.4,0,0.389418,4,0,12,12,1,0.1,0,0,1,0,0.29552,0.389418,0,0.198669,0.0778837,6
0.5,0,0.479426,5,0,12,12,1,0.1,0,0,1,0,0.29552,0.479426,0,0.389418,0.0958851,6
0.6,0,0.564642,6,0,12,12,1,0.1,0,0,1,0,0.29552,0.564642,0,0.389418,0.112928,6
0.7,0,0.644218,7,0,12,12,1,0.1,0,0,1,0,0.564642,0.644218,0,0.564642,0.128844,6
0.8,0,0.717356,8,0,12,12,1,0.1,0,0,1,0,0.564642,0.717356,0,0.564642,0.143471,6
0.9,0,0.783327,9,0,12,12,1,0.1,0,0,1,0,0.564642,0.783327,0,0.717356,0.156665,6
1,1,0.841471,10,0,12,12,1,0.1,0,0,1,0,0.783327,0.841471,1,0.717356,0.168294,6
1.1,1,0.891207,10,0,12,12,1,0.1,0,0,1,0,0.783327,0.891207,1,0.841471,0.178241,6
1.2,1,0.932039,11,0,12,12,1,0.1,0,0,1,0,0.783327,0.932039,1,0.841471,0.186408,6
1.3,1,0.963558,11,0,12,12,1,0.1,0,0,1,0,0.932039,0.963558,1,0.932039,0.192712,6
1.4,1,0.98545,11,0,12,12,1,0.1,0,0,1,0,0.932039,0.98545,1,0.932039,0.19709,6
1.5,1,0.997495,11,0,12,12,1,0.1,0,0,1,0,0.932039,0.997495,1,0.98545,0.199499,6
1.6,1,0.999574,11,0,12,12,1,0.1,0,0,1,0,0.997495,0.999574,1,0.98545,0.199915,6
1.7,1,0.991665,11,0,12,12,1,0.1,0,0,1,0,0.997495,0.991665,1,0.999574,0.198333,6
1.8,1,0.973848,11,0,12,12,1,0.1,0,0,1,0,0.997495,0.973848,1,0.999574,0.19477,6
1.9,1,0.9463,11,0,12,12,1,0.1,0,0,1,0,0.973848,0.9463,1,0.973848,0.18926,6
2,1,0.909297,10,0,12,12,1,0.1,0,0,1,0,0.973848,0.909297,1,0.973848,0.181859,6
2.1,1,0.863209,10,0,12,12,1,0.1,0,0,1,0,0.973848,0.863209,1,0.909297,0.172642,6
2.2,1,0.808496,9,0,12,12,1,0.1,0,0,1,0,0.863209,0.808496,1,0.909297,0.161699,6
2.3,1,0.745705,8,0,12,12,1,0.1,0,0,1,0,0.863209,0.745705,1,0.808496,0.149141,6
2.4,1,0.675463,8,0,12,12,1,0.1,0,0,1,0,0.863209,0.675463,1,0.808496,0.135093,6
2.5,1,0.598472,7,0,12,12,1,0.1,0,0,1,0,0.675463,0.598472,1,0.675463,0.119694,6
2.6,1,0.515501,6,0,12,12,1,0.1,0,0,1,0,0.675463,0.515501,1,0.675463,0.1031,6
2.7,1,0.42738,5,0,12,12,1,0.1,0,0,1,0,0.675463,0.42738,1,0.515501,0.085476,6
2.8,1,0.334988,4,0,12,12,1,0.1,0,0,1,0,0.42738,0.334988,1,0.515501,0.0669976,6
2.9,1,0.239249,2,0,12,12,1,0.1,0,0,1,0,0.42738,0.239249,1,0.334988,0.0478499,6
3,1,0.14112,1,0,12,12,1,0.1,0,0,1,0,0.42738,0.14112,1,0.334988,0.028224,6
3.1,1,0.0415807,0,0,12,12,1,0.1,0,0,1,0,0.14112,0.0415807,1,0.14112,0.00831613,6
3.2,1,-0.0583741,-1,-1,12,12,1,0.1,0,0,1,0,0.14112,-0.0583741,1,0.14112,-0.0116748,6
3.3,1,-0.157746,-2,-1,12,12,1,0.1,0,0,1,0,0.14112,-0.157746,1,-0.0583741,-0.0315491,6
3.4,1,-0.255541,-4,-1,12,12,1,0.1,0,0,1,0,-0.157746,-0.255541,1,-0.0583741,-0.0511082,6
3.5,1,-0.350783,-5,-1,12,12,1,0.1,0,0,1,0,-0.157746,-0.350783,1,-0.255541,-0.0701566,6
3.6,1,-0.44252,-6,-1,12,12,1,0.1,0,0,1,0,-0.157746,-0.44252,1,-0.255541,-0.0885041,6
3.7,1,-0.529836,-7,-1,12,12,1,0.1,0,0,1,0,-0.44252,-0.529836,1,-0.44252,-0.105967,6
3.8,1,-0.611858,-8,-1,12,12,1,0.1,0,0,1,0,-0.44252,-0.611858,1,-0.44252,-0.122372,6
3.9,1,-0.687766,-9,-1,12,12,1,0.1,0,0,1,0,-0.44252,-0.687766,1,-0.611858,-0.137553,6
4,1,-0.756802,-10,-1,12,12,1,0.1,0,0,1,0,-0.687766,-0.756802,1,-0.611858,-0.15136,6
4.1,1,-0.818277,-10,-1,12,12,1,0.1,0,0,1,0,-0.687766,-0.818277,1,-0.756802,-0.163655,6
4.2,1,-0.871576,-11,-1,12,12,1,0.1,0,0,1,0,-0.687766,-0.871576,1,-0.756802,-0.174315,6
4.3,1,-0.916166,-11,-1,12,12,1,0.1,0,0,1,0,-0.871576,-0.916166,1,-0.871576,-0.183233,6
4.4,1,-0.951602,-12,-1,12,12,1,0.1,0,0,1,0,-0.871576,-0.951602,1,-0.871576,-0.19032,6
4.5,1,-0.97753,-12,-1,12,12,1,0.1,0,0,1,0,-0.871576,-0.97753,1,-0.951602,-0.195506,6
4.6,1,-0.993691,-12,-1,12,12,1,0.1,0,0,1,0,-0.97753,-0.993691,1,-0.951602,-0.198738,6
4.7,1,-0.999923,-12,-1,12,12,1,0.1,0,0,1,0,-0.97753,-0.999923,1,-0.993691,-0.199985,6
4.8,1,-0.996165,-12,-1,12,12,1,0.1,0,0,1,0,-0.97753,-0.996165,1,-0.993691,-0.199233,6
4.9,1,-0.982453,-12,-1,12,12,1,0.1,0,0,1,0,-0.996165,-0.982453,1,-0.996165,-0.196491,6
5,1,-0.958924,-12,-1,12,12,1,0.1,0,0,1,0,-0.996165,-0.958924,1,-0.996165,-0.191785,6
5.1,1,-0.925815,-12,-1,12,12,1,0.1,0,0,1,0,-0.996165,-0.925815,1,-0.958924,-0.185163,6
5.2,1,-0.883455,-11,-1,12,12,1,0.1,0,0,1,0,-0.925815,-0.883455,1,-0.958924,-0.176691,6
5.3,1,-0.832267,-10,-1,12,12,1,0.1,0,0,1,0,-0.925815,-0.832267,1,-0.883455,-0.166453,6
5.4,1,-0.772764,-10,-1,12,12,1,0.1,0,0,1,0,-0.925815,-0.772764,1,-0.883455,-0.154553,6
5.5,1,-0.70554,-9,-1,12,12,1,0.1,0,0,1,0,-0.772764,-0.70554,1,-0.772764,-0.141108,6
5.6,1,-0.631267,-8,-1,12,12,1,0.1,0,0,1,0,-0.772764,-0.631267,1,-0.772764,-0.126253,6
5.7,1,-0.550686,-7,-1,12,12,1,0.1,0,0,1,0,-0.772764,-0.550686,1,-0.631267,-0.110137,6
5.8,1,-0.464602,-6,-1,12,12,1,0.1,0,0,1,0,-0.550686,-0.464602,1,-0.631267,-0.0929204,6
5.9,1,-0.373877,-5,-1,12,12,1,0.1,0,0,1,0,-0.550686,-0.373877,1,-0.464602,-0.0747753,6
