"time","freqHz","T2","T3","J1.flange_a.phi","J1.flange_a.tau","J1.flange_b.phi","J1.flange_b.tau","J1.J","J1.phi","der(J1.phi)"
1.2525,0.2,0.4,0.9,6.75143,9.957,6.75143,0,1,6.75143,2.95627
1.254,0.2,0.4,0.9,6.75588,9.90232,6.75588,0,1,6.75588,2.97116
1.2555,0.2,0.4,0.9,6.76035,9.82564,6.76035,0,1,6.76035,2.98596
1.257,0.2,0.4,0.9,6.76484,9.72715,6.76484,0,1,6.76484,3.00063
1.2585,0.2,0.4,0.9,6.76935,9.60706,6.76935,0,1,6.76935,3.01513
1.26,0.2,0.4,0.9,6.77388,9.46565,6.77388,0,1,6.77388,3.02944
1.2615,0.2,0.4,0.9,6.77844,9.30321,6.77844,0,1,6.77844,3.04352
1.263,0.2,0.4,0.9,6.78301,9.12012,6.78301,0,1,6.78301,3.05734
1.2645,0.2,0.4,0.9,6.78761,8.91679,6.78761,0,1,6.78761,3.07087
1.266,0.2,0.4,0.9,6.79222,8.69365,6.79222,0,1,6.79222,3.08408
1.2675,0.2,0.4,0.9,6.79686,8.45122,6.79686,0,1,6.79686,3.09694
1.269,0.2,0.4,0.9,6.80151,8.19001,6.80151,0,1,6.80151,3.10942
1.2705,0.2,0.4,0.9,6.80619,7.91063,6.80619,0,1,6.80619,3.1215
1.272,0.2,0.4,0.9,6.81088,7.61368,6.81088,0,1,6.81088,3.13314
1.2735,0.2,0.4,0.9,6.81559,7.29983,6.81559,0,1,6.81559,3.14433
1.275,0.2,0.4,0.9,6.82031,6.96977,6.82031,0,1,6.82031,3.15504
1.2765,0.2,0.4,0.9,6.82505,6.62424,6.82505,0,1,6.82505,3.16523
1.278,0.2,0.4,0.9,6.82981,6.26399,6.82981,0,1,6.82981,3.1749
1.2795,0.2,0.4,0.9,6.83458,5.88984,6.83458,0,1,6.83458,3.18402
1.281,0.2,0.4,0.9,6.83936,5.50262,6.83936,0,1,6.83936,3.19256
1.2825,0.2,0.4,0.9,6.84415,5.10317,6.84415,0,1,6.84415,3.20052
1.284,0.2,0.4,0.9,6.84896,4.6924,6.84896,0,1,6.84896,3.20787
1.2855,0.2,0.4,0.9,6.85378,4.27121,6.85378,0,1,6.85378,3.21459
1.287,0.2,0.4,0.9,6.8586,3.84053,6.8586,0,1,6.8586,3.22068
1.2885,0.2,0.4,0.9,6.86344,3.40133,6.86344,0,1,6.86344,3.22611
1.29,0.2,0.4,0.9,6.86828,2.95457,6.86828,0,1,6.86828,3.23088
1.2915,0.2,0.4,0.9,6.87313,2.50126,6.87313,0,1,6.87313,3.23497
1.293,0.2,0.4,0.9,6.87799,2.04239,6.87799,0,1,6.87799,3.23838
1.2945,0.2,0.4,0.9,6.88285,1.57899,6.88285,0,1,6.88285,3.24109
1.296,0.2,0.4,0.9,6.88771,1.11208,6.88771,0,1,6.88771,3.24311
1.2975,0.2,0.4,0.9,6.89257,0.642705,6.89257,0,1,6.89257,3.24443
1.299,0.2,0.4,0.9,6.89744,0.171901,6.89744,0,1,6.89744,3.24504
1.3005,0.2,0.4,0.9,6.90231,-0.299285,6.90231,0,1,6.90231,3.24494
1.302,0.2,0.4,0.9,6.90718,-0.769806,6.90718,0,1,6.90718,3.24414
1.3035,0.2,0.4,0.9,6.91204,-1.23862,6.91204,0,1,6.91204,3.24264
1.305,0.2,0.4,0.9,6.9169,-1.70468,6.9169,0,1,6.9169,3.24043
1.3065,0.2,0.4,0.9,6.92176,-2.16696,6.92176,0,1,6.92176,3.23752
1.308,0.2,0.4,0.9,6.92662,-2.62442,6.92662,0,1,6.92662,3.23393
1.3095,0.2,0.4,0.9,6.93146,-3.07606,6.93146,0,1,6.93146,3.22965
1.311,0.2,0.4,0.9,6.9363,-3.52087,6.9363,0,1,6.9363,3.2247
1.3125,0.2,0.4,0.9,6.94114,-3.95786,6.94114,0,1,6.94114,3.21909
1.314,0.2,0.4,0.9,6.94596,-4.38607,6.94596,0,1,6.94596,3.21284
1.3155,0.2,0.4,0.9,6.95078,-4.80454,6.95078,0,1,6.95078,3.20594
1.317,0.2,0.4,0.9,6.95558,-5.21234,6.95558,0,1,6.95558,3.19843
1.3185,0.2,0.4,0.9,6.96037,-5.60856,6.96037,0,1,6.96037,3.19031
1.32,0.2,0.4,0.9,6.96515,-5.99234,6.96515,0,1,6.96515,3.18161
1.3215,0.2,0.4,0.9,6.96992,-6.36281,6.96992,0,1,6.96992,3.17234
1.323,0.2,0.4,0.9,6.97467,-6.71915,6.97467,0,1,6.97467,3.16253
1.3245,0.2,0.4,0.9,6.9794,-7.06057,6.9794,0,1,6.9794,3.15219
1.326,0.2,0.4,0.9,6.98412,-7.38632,6.98412,0,1,6.98412,3.14135
1.3275,0.2,0.4,0.9,6.98883,-7.69567,6.98883,0,1,6.98883,3.13004
1.329,0.2,0.4,0.9,6.99351,-7.98793,6.99351,0,1,6.99351,3.11827
1.3305,0.2,0.4,0.9,6.99818,-8.26246,6.99818,0,1,6.99818,3.10608
1.332,0.2,0.4,0.9,7.00283,-8.51864,7.00283,0,1,7.00283,3.0935
1.3335,0.2,0.4,0.9,7.00746,-8.75591,7.00746,0,1,7.00746,3.08054
1.335,0.2,0.4,0.9,7.01207,-8.97374,7.01207,0,1,7.01207,3.06724
1.3365,0.2,0.4,0.9,7.01666,-9.17165,7.01666,0,1,7.01666,3.05363
1.338,0.2,0.4,0.9,7.02123,-9.34919,7.02123,0,1,7.02123,3.03973
1.3395,0.2,0.4,0.9,7.02578,-9.50597,7.02578,0,1,7.02578,3.02559
1.341,0.2,0.4,0.9,7.03031,-9.64165,7.03031,0,1,7.03031,3.01123
1.3425,0.2,0.4,0.9,7.03482,-9.75592,7.03482,0,1,7.03482,2.99668
1.344,0.2,0.4,0.9,7.0393,-9.84853,7.0393,0,1,7.0393,2.98197
1.3455,0.2,0.4,0.9,7.04376,-9.91928,7.04376,0,1,7.04376,2.96714
1.347,0.2,0.4,0.9,7.0482,-9.968,7.0482,0,1,7.0482,2.95222
1.3485,0.2,0.4,0.9,7.05262,-9.99459,7.05262,0,1,7.05262,2.93725
1.35,0.2,0.4,0.9,7.05701,-9.99899,7.05701,0,1,7.05701,2.92225
1.3515,0.2,0.4,0.9,7.06138,-9.98119,7.06138,0,1,7.06138,2.90726
1.353,0.2,0.4,0.9,7.06573,-9.94123,7.06573,0,1,7.06573,2.89232
1.3545,0.2,0.4,0.9,7.07006,-9.87919,7.07006,0,1,7.07006,2.87745
1.356,0.2,0.4,0.9,7.07437,-9.79522,7.07437,0,1,7.07437,2.86269
1.3575,0.2,0.4,0.9,7.07865,-9.68951,7.07865,0,1,7.07865,2.84807
1.359,0.2,0.4,0.9,7.08291,-9.56228,7.08291,0,1,7.08291,2.83363
1.3605,0.2,0.4,0.9,7.08715,-9.41382,7.08715,0,1,7.08715,2.8194
1.362,0.2,0.4,0.9,7.09137,-9.24446,7.09137,0,1,7.09137,2.8054
1.3635,0.2,0.4,0.9,7.09557,-9.05457,7.09557,0,1,7.09557,2.79167
1.365,0.2,0.4,0.9,7.09974,-8.84459,7.09974,0,1,7.09974,2.77825
1.3665,0.2,0.4,0.9,7.1039,-8.61496,7.1039,0,1,7.1039,2.76515
1.368,0.2,0.4,0.9,7.10804,-8.36621,7.10804,0,1,7.10804,2.75241
1.3695,0.2,0.4,0.9,7.11216,-8.09888,7.11216,0,1,7.11216,2.74006
1.371,0.2,0.4,0.9,7.11626,-7.81357,7.11626,0,1,7.11626,2.72813
1.3725,0.2,0.4,0.9,7.12034,-7.51091,7.12034,0,1,7.12034,2.71663
1.374,0.2,0.4,0.9,7.12441,-7.19158,7.12441,0,1,7.12441,2.7056
1.3755,0.2,0.4,0.9,7.12846,-6.85627,7.12846,0,1,7.12846,2.69506
1.377,0.2,0.4,0.9,7.1325,-6.50575,7.1325,0,1,7.1325,2.68504
1.3785,0.2,0.4,0.9,7.13652,-6.14078,7.13652,0,1,7.13652,2.67555
1.38,0.2,0.4,0.9,7.14052,-5.76218,7.14052,0,1,7.14052,2.66662
1.3815,0.2,0.4,0.9,7.14452,-5.37078,7.14452,0,1,7.14452,2.65827
1.383,0.2,0.4,0.9,7.1485,-4.96746,7.1485,0,1,7.1485,2.65052
1.3845,0.2,0.4,0.9,7.15247,-4.55311,7.15247,0,1,7.15247,2.64338
1.386,0.2,0.4,0.9,7.15643,-4.12865,7.15643,0,1,7.15643,2.63686
1.3875,0.2,0.4,0.9,7.16038,-3.69503,7.16038,0,1,7.16038,2.63099
1.389,0.2,0.4,0.9,7.16432,-3.2532,7.16432,0,1,7.16432,2.62578
1.3905,0.2,0.4,0.9,7.16826,-2.80415,7.16826,0,1,7.16826,2.62124
1.392,0.2,0.4,0.9,7.17219,-2.34887,7.17219,0,1,7.17219,2.61737
1.3935,0.2,0.4,0.9,7.17611,-1.88838,7.17611,0,1,7.17611,2.61419
1.395,0.2,0.4,0.9,7.18003,-1.42369,7.18003,0,1,7.18003,2.61171
1.3965,0.2,0.4,0.9,7.18395,-0.955846,7.18395,0,1,7.18395,2.60992
1.398,0.2,0.4,0.9,7.18786,-0.485877,7.18786,0,1,7.18786,2.60884
1.3995,0.2,0.4,0.9,7.19177,-0.0148293,7.19177,0,1,7.19177,2.60847
1.401,0.2,0.4,0.9,7.19568,0.456251,7.19568,0,1,7.19568,2.6088
1.4025,0.2,0.4,0.9,7.1996,0.926319,7.1996,0,1,7.1996,2.60984
1.404,0.2,0.4,0.9,7.20352,1.39433,7.20352,0,1,7.20352,2.61158
1.4055,0.2,0.4,0.9,7.20743,1.85924,7.20743,0,1,7.20743,2.61402
1.407,0.2,0.4,0.9,7.21136,2.32003,7.21136,0,1,7.21136,2.61715
1.4085,0.2,0.4,0.9,7.21529,2.77567,7.21529,0,1,7.21529,2.62098
1.41,0.2,0.4,0.9,7.21922,3.22514,7.21922,0,1,7.21922,2.62548
1.4115,0.2,0.4,0.9,7.22316,3.66745,7.22316,0,1,7.22316,2.63065
1.413,0.2,0.4,0.9,7.22711,4.10162,7.22711,0,1,7.22711,2.63647
1.4145,0.2,0.4,0.9,7.23107,4.52669,7.23107,0,1,7.23107,2.64295
1.416,0.2,0.4,0.9,7.23504,4.9417,7.23504,0,1,7.23504,2.65005
1.4175,0.2,0.4,0.9,7.23902,5.34574,7.23902,0,1,7.23902,2.65777
1.419,0.2,0.4,0.9,7.24302,5.73791,7.24302,0,1,7.24302,2.66608
1.4205,0.2,0.4,0.9,7.24702,6.11735,7.24702,0,1,7.24702,2.67497
1.422,0.2,0.4,0.9,7.25104,6.4832,7.25104,0,1,7.25104,2.68443
1.4235,0.2,0.4,0.9,7.25507,6.83465,7.25507,0,1,7.25507,2.69442
1.425,0.2,0.4,0.9,7.25912,7.17094,7.25912,0,1,7.25912,2.70492
1.4265,0.2,0.4,0.9,7.26319,7.4913,7.26319,0,1,7.26319,2.71592
1.428,0.2,0.4,0.9,7.26727,7.79502,7.26727,0,1,7.26727,2.72739
1.4295,0.2,0.4,0.9,7.27137,8.08144,7.27137,0,1,7.27137,2.7393
1.431,0.2,0.4,0.9,7.27549,8.34992,7.27549,0,1,7.27549,2.75162
1.4325,0.2,0.4,0.9,7.27963,8.59986,7.27963,0,1,7.27963,2.76434
1.434,0.2,0.4,0.9,7.28378,8.83071,7.28378,0,1,7.28378,2.77741
1.4355,0.2,0.4,0.9,7.28796,9.04195,7.28796,0,1,7.28796,2.79082
1.437,0.2,0.4,0.9,7.29216,9.23311,7.29216,0,1,7.29216,2.80453
1.4385,0.2,0.4,0.9,7.29637,9.40377,7.29637,0,1,7.29637,2.81851
1.44,0.2,0.4,0.9,7.30061,9.55356,7.30061,0,1,7.30061,2.83273
1.4415,0.2,0.4,0.9,7.30487,9.68213,7.30487,0,1,7.30487,2.84716
1.443,0.2,0.4,0.9,7.30915,9.78921,7.30915,0,1,7.30915,2.86177
1.4445,0.2,0.4,0.9,7.31346,9.87455,7.31346,0,1,7.31346,2.87652
1.446,0.2,0.4,0.9,7.31778,9.93797,7.31778,0,1,7.31778,2.89138
1.4475,0.2,0.4,0.9,7.32213,9.97933,7.32213,0,1,7.32213,2.90632
1.449,0.2,0.4,0.9,7.3265,9.99852,7.3265,0,1,7.3265,2.92131
1.4505,0.2,0.4,0.9,7.33089,9.99552,7.33089,0,1,7.33089,2.9363
1.452,0.2,0.4,0.9,7.33531,9.97033,7.33531,0,1,7.33531,2.95128
1.4535,0.2,0.4,0.9,7.33975,9.92299,7.33975,0,1,7.33975,2.9662
1.455,0.2,0.4,0.9,7.34421,9.85363,7.34421,0,1,7.34421,2.98104
1.4565,0.2,0.4,0.9,7.34869,9.76239,7.34869,0,1,7.34869,2.99575
1.458,0.2,0.4,0.9,7.3532,9.64948,7.3532,0,1,7.3532,3.01032
1.4595,0.2,0.4,0.9,7.35772,9.51514,7.35772,0,1,7.35772,3.02469
1.461,0.2,0.4,0.9,7.36227,9.35967,7.36227,0,1,7.36227,3.03885
1.4625,0.2,0.4,0.9,7.36684,9.18343,7.36684,0,1,7.36684,3.05276
1.464,0.2,0.4,0.9,7.37143,8.98679,7.37143,0,1,7.37143,3.06639
1.4655,0.2,0.4,0.9,7.37604,8.7702,7.37604,0,1,7.37604,3.07971
1.467,0.2,0.4,0.9,7.38067,8.53414,7.38067,0,1,7.38067,3.09269
1.4685,0.2,0.4,0.9,7.38532,8.27913,7.38532,0,1,7.38532,3.1053
1.47,0.2,0.4,0.9,7.38998,8.00574,7.38998,0,1,7.38998,3.11752
1.4715,0.2,0.4,0.9,7.39467,7.71458,7.39467,0,1,7.39467,3.12931
1.473,0.2,0.4,0.9,7.39937,7.40628,7.39937,0,1,7.39937,3.14065
1.4745,0.2,0.4,0.9,7.40409,7.08155,7.40409,0,1,7.40409,3.15152
1.476,0.2,0.4,0.9,7.40883,6.74109,7.40883,0,1,7.40883,3.16189
1.4775,0.2,0.4,0.9,7.41358,6.38566,7.41358,0,1,7.41358,3.17174
1.479,0.2,0.4,0.9,7.41834,6.01605,7.41834,0,1,7.41834,3.18104
1.4805,0.2,0.4,0.9,7.42312,5.63309,7.42312,0,1,7.42312,3.18978
1.482,0.2,0.4,0.9,7.42791,5.23762,7.42791,0,1,7.42791,3.19793
1.4835,0.2,0.4,0.9,7.43271,4.83053,7.43271,0,1,7.43271,3.20549
1.485,0.2,0.4,0.9,7.43753,4.4127,7.43753,0,1,7.43753,3.21242
1.4865,0.2,0.4,0.9,7.44235,3.98508,7.44235,0,1,7.44235,3.21872
1.488,0.2,0.4,0.9,7.44718,3.54862,7.44718,0,1,7.44718,3.22437
1.4895,0.2,0.4,0.9,7.45202,3.10427,7.45202,0,1,7.45202,3.22936
1.491,0.2,0.4,0.9,7.45687,2.65303,7.45687,0,1,7.45687,3.23368
1.4925,0.2,0.4,0.9,7.46172,2.1959,7.46172,0,1,7.46172,3.23732
1.494,0.2,0.4,0.9,7.46658,1.7339,7.46658,0,1,7.46658,3.24027
1.4955,0.2,0.4,0.9,7.47144,1.26804,7.47144,0,1,7.47144,3.24252
1.497,0.2,0.4,0.9,7.47631,0.799374,7.47631,0,1,7.47631,3.24407
1.4985,0.2,0.4,0.9,7.48117,0.328929,7.48117,0,1,7.48117,3.24492
1.5,0.2,0.4,0.9,7.48457,5.38968E-14,7.48457,0,1,7.48457,3.24509
