"time","valves_mv1","valves_mv2","valves_mv3","valves_eds","valves_eds1","valves_eds2","valves_eds3","valves_eds4","valves_eds5","egsCarSpeed","egsState","egsGear","egsTargetGear","tShiftStart"
25.76,1,1,0,0,0,1,0,0,1,172.737,2,5,6,24.82
25.83,1,1,0,0,0,1,0,0,1,172.597,1,6,6,24.82
25.9,1,1,0,0,0,1,0,0,1,172.458,1,6,6,24.82
25.97,1,1,0,0,0,1,0,0,1,172.319,1,6,6,24.82
26.04,1,1,0,0,0,1,0,0,1,172.179,1,6,6,24.82
26.11,1,1,0,0,0,1,0,0,1,172.04,1,6,6,24.82
26.18,1,1,0,0,0,1,0,0,1,171.901,1,6,6,24.82
26.25,1,1,0,0,0,1,0,0,1,171.732,1,6,6,24.82
26.32,1,1,0,0,0,1,0,0,1,171.254,1,6,6,24.82
26.39,1,1,0,0,0,1,0,0,1,169.946,1,6,6,24.82
26.46,1,1,0,0,0,1,0,0,1,168.209,1,6,6,24.82
26.53,1,1,0,0,0,1,0,0,1,166.282,1,6,6,24.82
26.6,1,1,0,0,0,1,0,0,1,164.335,1,6,6,24.82
26.67,1,1,0,0,0,1,0,0,1,162.39,1,6,6,24.82
26.74,1,1,0,0,0,1,0,0,1,160.447,1,6,6,24.82
26.81,1,1,0,0,0,1,0,0,1,158.506,1,6,6,24.82
26.88,1,1,0,0,0,1,0,0,1,156.567,1,6,6,24.82
26.95,1,1,0,0,0,1,0,0,1,154.629,1,6,6,24.82
27.02,1,1,0,0,0,1,0,0,1,152.694,1,6,6,24.82
27.09,1,1,0,0,0,1,0,0,1,150.761,1,6,6,24.82
27.16,1,1,0,0,0,1,0,0,1,148.829,1,6,6,24.82
27.23,1,1,0,0,0,1,0,0,1,146.899,1,6,6,24.82
27.3,1,1,0,0,0,1,0,0,1,144.971,1,6,6,24.82
27.37,1,1,0,0,0,1,0,0,1,143.045,1,6,6,24.82
27.44,1,1,0,0,0,1,0,0,1,141.121,1,6,6,24.82
27.51,1,1,0,0,0,1,0,0,1,139.198,1,6,6,24.82
27.58,1,1,0,0,0,1,0,0,1,137.277,1,6,6,24.82
27.65,1,1,0,0,0,1,0,0,1,135.358,1,6,6,24.82
27.72,1,1,0,0,0,1,0,0,1,133.44,1,6,6,24.82
27.79,1,1,0,0,0,1,0,0,1,131.525,1,6,6,24.82
27.86,1,1,0,0,0,1,0,0,1,129.611,1,6,6,24.82
27.93,1,1,0,0,0,1,0,0,1,127.699,1,6,6,24.82
28,1,1,0,0,0,1,0,0,1,125.788,1,6,6,24.82
28.07,1,1,0,0,0,1,0,0,1,123.88,1,6,6,24.82
28.14,1,1,0,0,0,1,0,0,1,121.973,1,6,6,24.82
28.21,1,1,0,0,0,1,0,0,1,120.067,1,6,6,24.82
28.28,1,1,0,0,0,1,0,0,1,118.164,1,6,6,24.82
28.35,1,1,0,0,0,1,0,0,1,116.262,1,6,6,24.82
28.42,1,1,0,0,0,1,0,0,1,114.361,1,6,6,24.82
28.49,1,1,0,0,0,1,0,0,1,112.462,1,6,6,24.82
28.56,1,1,0,0,0,1,0,0,1,110.565,1,6,6,24.82
28.63,1,1,0,0,0,1,0,0,1,108.669,1,6,6,24.82
28.7,1,1,0,0,0,1,0,0,1,106.774,1,6,6,24.82
28.77,1,1,0,0,0,1,0,0,1,104.881,1,6,6,24.82
28.84,1,1,0,0,0,1,0,0,1,102.99,1,6,6,24.82
28.91,1,1,0,0,0,1,0,0,1,101.1,1,6,6,24.82
28.98,1,1,0,0,0,1,0,0,1,99.2111,1,6,6,24.82
29.05,1,1,0,0,0,1,0,0,1,97.3238,1,6,6,24.82
29.12,1,1,0,0,0,1,0,0,1,95.4378,1,6,6,24.82
29.19,1,1,0,0,0,1,0,0,1,93.5532,1,6,6,24.82
29.26,1,1,0,0,0,1,0,0,1,91.6698,1,6,6,24.82
29.33,1,1,0,0,0,1,0,0,1,89.7878,1,6,6,24.82
29.4,1,1,0,0,0,1,0,0,1,87.9069,1,6,6,24.82
29.47,1,1,0,0,0,1,0,0,1,86.0273,1,6,6,24.82
29.54,1,1,0,0,0,1,0,0,1,84.1489,1,6,6,24.82
29.61,1,1,0,0,0,1,0,0,1,82.2717,1,6,6,24.82
29.68,1,1,0,0,0,1,0,0,1,80.3957,1,6,6,24.82
29.75,1,1,0,0,0,1,0,0,1,78.5208,1,6,6,24.82
29.82,1,1,0,0,0,1,0,0,1,76.647,1,6,6,24.82
29.89,1,1,0,0,0,1,0,0,1,74.7743,1,6,6,24.82
29.96,1,1,0,0,0,1,0,0,1,72.9026,1,6,6,24.82
30.03,1,1,0,0,0,1,0,0,1,71.032,1,6,6,24.82
30.1,1,1,0,0,0,1,0,0,1,69.1625,1,6,6,24.82
30.17,1,1,0,0,0,1,0,0,1,67.2939,1,6,6,24.82
30.24,1,1,0,0,0,1,0,0,1,65.4263,1,6,6,24.82
30.31,1,1,0,0,0,1,0,0,1,63.5596,1,6,6,24.82
30.38,1,1,0,0,0,1,0,0,1,61.6939,1,6,6,24.82
30.45,1,1,0,0,0,1,0,0,1,59.8291,1,6,6,24.82
30.52,1,1,0,0,0,1,0,0,1,57.9652,1,6,6,24.82
30.59,1,1,0,0,0,1,0,0,1,56.1021,1,6,6,24.82
30.66,0,1,0,0,0,1,0,0,1,54.6916,2,6,5,30.63
30.73,0,1,0,0,0,1,0,0,1,52.337,2,6,5,30.63
30.8,0,1,0,0,0,1,0,0,1,50.4654,2,6,5,30.63
30.87,0,1,0,0,0,1,0,0,1,48.6041,2,6,5,30.63
30.94,0,1,0,0,0,1,0,0,1,46.7452,2,6,5,30.63
31.01,0,1,0,0,0,1,0,0,1,44.8874,2,6,5,30.63
31.08,0,1,0,0,0,1,0,0,1,43.0305,2,6,5,30.63
31.15,0,1,0,0,0,1,0,0,1,41.1743,2,6,5,30.63
31.22,0,1,0,0,0,1,0,0,1,39.3189,2,6,5,30.63
31.29,0,1,0,0,0,1,0,0,1,37.4643,2,6,5,30.63
31.36,0,1,0,0,0,1,0,0,1,35.6103,2,6,5,30.63
31.43,0,1,0,0,0,1,0,0,1,33.757,2,6,5,30.63
31.5,0,1,0,0,0,1,0,0,1,31.9061,2,6,5,30.63
31.57,0,1,0,0,0,1,0,0,1,30.0575,2,6,5,30.63
31.64,0,1,0,0,0,1,0,0,1,28.2124,1,5,5,30.63
31.71,0,1,0,0,0,0.88,0.12,0,1,26.3356,2,5,4,31.64
31.78,0,1,0,0,0,0.74,0.26,0,1,24.4299,2,5,4,31.64
31.85,0,1,0,0,0,0.6,0.4,0,1,22.4588,2,5,4,31.64
31.92,0,1,0,0,0,0.46,0.54,0,1,20.4233,2,5,4,31.64
31.99,0,1,0,0,0,0.32,0.68,0,1,18.4234,2,5,4,31.64
32.06,0,1,0,0,0,0.18,0.82,0,1,16.4289,2,5,4,31.64
32.13,0,1,0,0,0,0.04,0.96,0,1,14.5258,2,5,4,31.64
32.2,0,1,0,0,0,0,1,0,1,12.6664,2,5,4,31.64
32.27,0,1,0,0,0,0,1,0,1,10.8532,2,5,4,31.64
32.34,0,1,0,0,0,0,1,0,1,9.04693,2,5,4,31.64
32.41,0,1,0,0,0,0,1,0,1,7.24376,2,5,4,31.64
32.48,0,1,0,0,0,0,1,0,1,5.44066,2,5,4,31.64
32.55,0,1,0,0,0,0,1,0,1,3.63962,2,5,4,31.64
32.62,0,1,0,0,0,0,1,0,1,1.84692,2,5,4,31.64
32.69,0,0,0,0,0,0,0.96,0,0.96,0.0695569,2,4,3,32.66
32.76,0,0,0,0,0,0,0.82,0,0.82,-4.98979e-11,2,4,3,32.66
32.83,0,0,0,0,0,0,0.68,0,0.68,-4.98979e-11,2,4,3,32.66
32.9,0,0,0,0,0,0,0.54,0,0.54,-4.98979e-11,2,4,3,32.66
32.97,0,0,0,0,0,0,0.4,0,0.4,-4.98979e-11,2,4,3,32.66
33.04,0,0,0,0,0,0,0.26,0,0.26,-4.98979e-11,2,4,3,32.66
33.11,0,0,0,0,0,0,0.12,0,0.12,-4.98979e-11,2,4,3,32.66
33.18,0,0,0,0,0,0,0,0,0,-0.0450141,2,4,3,32.66
33.25,0,0,0,0,0,0,0,0,0,3.49735e-05,2,4,3,32.66
33.32,0,0,0,0,0,0,0,0,0,1.44136e-05,2,4,3,32.66
33.39,0,0,0,0,0,0,0,0,0,1.26559e-05,2,4,3,32.66
33.46,0,0,0,0,0,0,0,0,0,1.11142e-05,2,4,3,32.66
33.53,0,0,0,0,0,0,0,0,0,9.76016e-06,2,4,3,32.66
33.56,0,0,0,0,0,0,0,0,0,9.2315e-06,2,4,3,32.66
