    "time","Piston.frame_a.r_0[1]","Piston.frame_a.r_0[2]","Piston.frame_a.r_0[3]","Piston.frame_a.R.w[1]","Piston.frame_a.R.w[2]","Piston.frame_a.R.w[3]","Piston.frame_a.f[1]","Piston.frame_a.f[2]","Piston.frame_a.f[3]","Piston.frame_a.t[1]","Piston.frame_a.t[2]","Piston.frame_a.t[3]","Piston.frame_b.r_0[1]","Piston.frame_b.r_0[2]","Piston.frame_b.r_0[3]","Piston.frame_b.R.w[1]","Piston.frame_b.R.w[2]","Piston.frame_b.R.w[3]","Piston.frame_b.f[1]","Piston.frame_b.f[2]","Piston.frame_b.f[3]","Piston.frame_b.t[1]","Piston.frame_b.t[2]","Piston.frame_b.t[3]","Piston.animation","Piston.r[1]","Piston.r[2]","Piston.r[3]"
     0.127,      0.15,         0,         0,         0,         0,         0,         0,-5046.3079,         0,         0,         0,        -0,      0.15,0.27849749,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.128,      0.15,         0,         0,         0,         0,         0,         0,-6083.1276,         0,         0,         0,        -0,      0.15,0.28518945,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.129,      0.15,         0,         0,         0,         0,         0,         0,-7254.2257,         0,         0,         0,        -0,      0.15,0.29086208,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
      0.13,      0.15,         0,         0,         0,         0,         0,         0,-8459.7197,         0,         0,         0,        -0,      0.15,0.29532584,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.131,      0.15,         0,         0,         0,         0,         0,         0,-9488.1924,         0,         0,         0,        -0,      0.15,0.29838386,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.132,      0.15,         0,         0,         0,         0,         0,         0,-10067.211,         0,         0,         0,        -0,      0.15,0.29986955,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.133,      0.15,         0,         0,         0,         0,         0,         0,-10041.121,         0,         0,         0,        -0,      0.15,0.29969134,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.134,      0.15,         0,         0,         0,         0,         0,         0,-9598.8858,         0,         0,         0,        -0,      0.15,0.29784965,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.135,      0.15,         0,         0,         0,         0,         0,         0,-8874.6319,         0,         0,         0,        -0,      0.15,0.29441479,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.136,      0.15,         0,         0,         0,         0,         0,         0,-8017.2599,         0,         0,         0,        -0,      0.15,0.28950362,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.137,      0.15,         0,         0,         0,         0,         0,         0,-7143.1191,         0,         0,         0,        -0,      0.15,0.28325657,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.138,      0.15,         0,         0,         0,         0,         0,         0,-6314.3198,         0,         0,         0,        -0,      0.15,0.27581846,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.139,      0.15,         0,         0,         0,         0,         0,         0, -5546.181,         0,         0,         0,        -0,      0.15,0.26732459,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
      0.14,      0.15,         0,         0,         0,         0,         0,         0,-4828.6483,         0,         0,         0,        -0,      0.15,0.25790302,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.141,      0.15,         0,         0,         0,         0,         0,         0,-4136.6093,         0,         0,         0,        -0,      0.15,0.24767364,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.142,      0.15,         0,         0,         0,         0,         0,         0,-3436.3197,         0,         0,         0,        -0,      0.15,0.23675143,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.143,      0.15,         0,         0,         0,         0,         0,         0,-2689.2996,         0,         0,         0,        -0,      0.15,0.22525237,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.144,      0.15,         0,         0,         0,         0,         0,         0,-1855.1363,         0,         0,         0,        -0,      0.15,0.21330029,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.145,      0.15,         0,         0,         0,         0,         0,         0,-894.97287,         0,         0,         0,        -0,      0.15, 0.2010337,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.146,      0.15,         0,         0,         0,         0,         0,         0, 222.62688,         0,        -0,         0,         0,      0.15,0.18861226,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.147,      0.15,         0,         0,         0,         0,         0,         0, 1511.7955,         0,        -0,         0,         0,      0.15,0.17622175,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.148,      0.15,         0,         0,         0,         0,         0,         0, 2954.6115,         0,        -0,         0,         0,      0.15,0.16407616,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.149,      0.15,         0,         0,         0,         0,         0,         0, 4485.1838,         0,        -0,         0,         0,      0.15,0.15241387,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
      0.15,      0.15,         0,         0,         0,         0,         0,         0, 5981.8271,         0,        -0,         0,         0,      0.15,0.14148606,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.151,      0.15,         0,         0,         0,         0,         0,         0,  7285.174,         0,        -0,         0,         0,      0.15,0.13153652,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.152,      0.15,         0,         0,         0,         0,         0,         0,  8250.171,         0,        -0,         0,         0,      0.15,0.12277634,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.153,      0.15,         0,         0,         0,         0,         0,         0, 8809.7327,         0,        -0,         0,         0,      0.15,  0.115362,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.154,      0.15,         0,         0,         0,         0,         0,         0, 9005.0946,         0,        -0,         0,         0,      0.15, 0.1093858,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.155,      0.15,         0,         0,         0,         0,         0,         0, 8959.9585,         0,        -0,         0,         0,      0.15, 0.1048825,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.156,      0.15,         0,         0,         0,         0,         0,         0, 8822.2396,         0,        -0,         0,         0,      0.15,0.10184819,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.157,      0.15,         0,         0,         0,         0,         0,         0, 8713.0617,         0,        -0,         0,         0,      0.15,  0.100263,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.158,      0.15,         0,         0,         0,         0,         0,         0, 8698.8113,         0,        -0,         0,         0,      0.15,0.10011031,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.159,      0.15,         0,         0,         0,         0,         0,         0, 8791.8455,         0,        -0,         0,         0,      0.15,0.10138747,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
      0.16,      0.15,         0,         0,         0,         0,         0,         0, 8944.4067,         0,        -0,         0,         0,      0.15,0.10410812,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.161,      0.15,         0,         0,         0,         0,         0,         0, 9061.8411,         0,        -0,         0,         0,      0.15, 0.1082945,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.162,      0.15,         0,         0,         0,         0,         0,         0, 9020.7806,         0,        -0,         0,         0,      0.15,0.11396672,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.163,      0.15,         0,         0,         0,         0,         0,         0, 8702.7555,         0,        -0,         0,         0,      0.15,0.12111947,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.164,      0.15,         0,         0,         0,         0,         0,         0, 8041.9328,         0,        -0,         0,         0,      0.15,0.12970123,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.165,      0.15,         0,         0,         0,         0,         0,         0, 7054.8003,         0,        -0,         0,         0,      0.15,0.13960386,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.166,      0.15,         0,         0,         0,         0,         0,         0, 5830.3845,         0,        -0,         0,         0,      0.15,0.15066461,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.167,      0.15,         0,         0,         0,         0,         0,         0, 4486.3551,         0,        -0,         0,         0,      0.15,0.16267997,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.168,      0.15,         0,         0,         0,         0,         0,         0, 3123.7027,         0,        -0,         0,         0,      0.15,0.17542556,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.169,      0.15,         0,         0,         0,         0,         0,         0,  1803.354,         0,        -0,         0,         0,      0.15,0.18867438,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
      0.17,      0.15,         0,         0,         0,         0,         0,         0, 544.05522,         0,        -0,         0,         0,      0.15,0.20220784,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.171,      0.15,         0,         0,         0,         0,         0,         0, -671.2971,         0,         0,         0,        -0,      0.15,0.21581868,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.172,      0.15,         0,         0,         0,         0,         0,         0,-1891.1806,         0,         0,         0,        -0,      0.15,0.22930708,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.173,      0.15,         0,         0,         0,         0,         0,         0,-3196.6463,         0,         0,         0,        -0,      0.15, 0.2424716,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.174,      0.15,         0,         0,         0,         0,         0,         0,-4707.4243,         0,         0,         0,        -0,      0.15,0.25509505,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.175,      0.15,         0,         0,         0,         0,         0,         0, -6587.283,         0,         0,         0,        -0,      0.15, 0.2669244,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.176,      0.15,         0,         0,         0,         0,         0,         0,-9029.1487,         0,         0,         0,        -0,      0.15,0.27764372,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.177,      0.15,         0,         0,         0,         0,         0,         0,-12173.407,         0,         0,         0,        -0,      0.15,0.28684796,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.178,      0.15,         0,         0,         0,         0,         0,         0,-15829.575,         0,         0,         0,        -0,      0.15,0.29402035,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.179,      0.15,         0,         0,         0,         0,         0,         0,-19061.185,         0,         0,         0,        -0,      0.15,0.29857183,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
      0.18,      0.15,         0,         0,         0,         0,         0,         0,-20286.968,         0,         0,         0,        -0,      0.15,0.29999087,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.181,      0.15,         0,         0,         0,         0,         0,         0,-18956.807,         0,         0,         0,        -0,      0.15,0.29808436,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.182,      0.15,         0,         0,         0,         0,         0,         0,-16068.393,         0,         0,         0,        -0,      0.15,0.29305497,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.183,      0.15,         0,         0,         0,         0,         0,         0,-12875.876,         0,         0,         0,        -0,      0.15,0.28536011,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.184,      0.15,         0,         0,         0,         0,         0,         0,-10081.868,         0,         0,         0,        -0,      0.15, 0.2755223,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.185,      0.15,         0,         0,         0,         0,         0,         0,-7814.5801,         0,         0,         0,        -0,      0.15,0.26400111,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.186,      0.15,         0,         0,         0,         0,         0,         0,-5955.0698,         0,         0,         0,        -0,      0.15,0.25117105,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.187,      0.15,         0,         0,         0,         0,         0,         0,-4331.0362,         0,         0,         0,        -0,      0.15,0.23734475,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.188,      0.15,         0,         0,         0,         0,         0,         0,-2776.1757,         0,         0,         0,        -0,      0.15,0.22279169,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.189,      0.15,         0,         0,         0,         0,         0,         0,-1144.4898,         0,         0,         0,        -0,      0.15,0.20775297,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
      0.19,      0.15,         0,         0,         0,         0,         0,         0, 676.36053,         0,        -0,         0,         0,      0.15,0.19252353,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.191,      0.15,         0,         0,         0,         0,         0,         0, 2754.7939,         0,        -0,         0,         0,      0.15,0.17740214,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.192,      0.15,         0,         0,         0,         0,         0,         0, 5074.5938,         0,        -0,         0,         0,      0.15,0.16274453,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.193,      0.15,         0,         0,         0,         0,         0,         0, 7492.7814,         0,        -0,         0,         0,      0.15,0.14891888,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.194,      0.15,         0,         0,         0,         0,         0,         0,  9722.299,         0,        -0,         0,         0,      0.15,0.13631864,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.195,      0.15,         0,         0,         0,         0,         0,         0, 11417.352,         0,        -0,         0,         0,      0.15, 0.1253089,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.196,      0.15,         0,         0,         0,         0,         0,         0, 12363.487,         0,        -0,         0,         0,      0.15,0.11616695,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.197,      0.15,         0,         0,         0,         0,         0,         0, 12613.323,         0,        -0,         0,         0,      0.15,0.10904712,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.198,      0.15,         0,         0,         0,         0,         0,         0, 12445.448,         0,        -0,         0,         0,      0.15,0.10399724,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.199,      0.15,         0,         0,         0,         0,         0,         0, 12188.424,         0,        -0,         0,         0,      0.15,0.10099466,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
       0.2,      0.15,         0,         0,         0,         0,         0,         0, 12079.002,         0,        -0,         0,         0,      0.15,       0.1,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.201,      0.15,         0,         0,         0,         0,         0,         0, 12191.393,         0,        -0,         0,         0,      0.15,0.10099523,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.202,      0.15,         0,         0,         0,         0,         0,         0, 12456.984,         0,        -0,         0,         0,      0.15,0.10399637,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.203,      0.15,         0,         0,         0,         0,         0,         0, 12670.779,         0,        -0,         0,         0,      0.15,0.10904576,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.204,      0.15,         0,         0,         0,         0,         0,         0, 12544.549,         0,        -0,         0,         0,      0.15,0.11617767,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.205,      0.15,         0,         0,         0,         0,         0,         0,  11816.96,         0,        -0,         0,         0,      0.15,0.12536751,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.206,      0.15,         0,         0,         0,         0,         0,         0, 10413.068,         0,        -0,         0,         0,      0.15,0.13649302,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.207,      0.15,         0,         0,         0,         0,         0,         0, 8486.4086,         0,        -0,         0,         0,      0.15,0.14932378,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.208,      0.15,         0,         0,         0,         0,         0,         0, 6302.7788,         0,        -0,         0,         0,      0.15,0.16355251,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.209,      0.15,         0,         0,         0,         0,         0,         0, 4092.4237,         0,        -0,         0,         0,      0.15,0.17881627,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
      0.21,      0.15,         0,         0,         0,         0,         0,         0, 1973.3796,         0,        -0,         0,         0,      0.15,0.19473518,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.211,      0.15,         0,         0,         0,         0,         0,         0,-62.046215,         0,         0,         0,        -0,      0.15,0.21096796,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.212,      0.15,         0,         0,         0,         0,         0,         0,-2116.4831,         0,         0,         0,        -0,      0.15,0.22718192,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.213,      0.15,         0,         0,         0,         0,         0,         0, -4387.461,         0,         0,         0,        -0,      0.15,0.24303539,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.214,      0.15,         0,         0,         0,         0,         0,         0,-7191.2806,         0,         0,         0,        -0,      0.15,0.25814711,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.215,      0.15,         0,         0,         0,         0,         0,         0,-10983.938,         0,         0,         0,        -0,      0.15,  0.272043,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.216,      0.15,         0,         0,         0,         0,         0,         0,-16272.607,         0,         0,         0,        -0,      0.15,0.28408568,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.217,      0.15,         0,         0,         0,         0,         0,         0,-22983.706,         0,         0,         0,        -0,      0.15,0.29340243,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.218,      0.15,         0,         0,         0,         0,         0,         0,-28977.431,         0,         0,         0,        -0,      0.15,0.29891735,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.219,      0.15,         0,         0,         0,         0,         0,         0,-30073.262,         0,         0,         0,        -0,      0.15,0.29970703,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
      0.22,      0.15,         0,         0,         0,         0,         0,         0,-25723.336,         0,         0,         0,        -0,      0.15,0.29559764,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.221,      0.15,         0,         0,         0,         0,         0,         0,-19425.761,         0,         0,         0,        -0,      0.15,0.28724854,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.222,      0.15,         0,         0,         0,         0,         0,         0,-13924.036,         0,         0,         0,        -0,      0.15,0.27566224,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.223,      0.15,         0,         0,         0,         0,         0,         0, -9785.112,         0,         0,         0,        -0,      0.15,0.26173948,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.224,      0.15,         0,         0,         0,         0,         0,         0,-6634.4826,         0,         0,         0,        -0,      0.15,0.24617418,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.225,      0.15,         0,         0,         0,         0,         0,         0,-4002.1386,         0,         0,         0,        -0,      0.15,0.22950215,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.226,      0.15,         0,         0,         0,         0,         0,         0,-1494.9796,         0,         0,         0,        -0,      0.15,0.21214013,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.227,      0.15,         0,         0,         0,         0,         0,         0, 1181.4026,         0,        -0,         0,         0,      0.15,0.19447871,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.228,      0.15,         0,         0,         0,         0,         0,         0, 4187.4392,         0,        -0,         0,         0,      0.15,0.17706334,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.229,      0.15,         0,         0,         0,         0,         0,         0,  7522.921,         0,        -0,         0,         0,      0.15, 0.1603396,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
      0.23,      0.15,         0,         0,         0,         0,         0,         0, 10903.901,         0,        -0,         0,         0,      0.15, 0.1448613,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.231,      0.15,         0,         0,         0,         0,         0,         0, 13776.545,         0,        -0,         0,         0,      0.15,0.13117442,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.232,      0.15,         0,         0,         0,         0,         0,         0, 15579.983,         0,        -0,         0,         0,      0.15, 0.1197425,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.233,      0.15,         0,         0,         0,         0,         0,         0, 16187.459,         0,        -0,         0,         0,      0.15,0.11085928,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.234,      0.15,         0,         0,         0,         0,         0,         0, 15995.406,         0,        -0,         0,         0,      0.15,0.10463105,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.235,      0.15,         0,         0,         0,         0,         0,         0, 15600.659,         0,        -0,         0,         0,      0.15,0.10103499,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.236,      0.15,         0,         0,         0,         0,         0,         0, 15443.253,         0,        -0,         0,         0,      0.15,0.10001239,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.237,      0.15,         0,         0,         0,         0,         0,         0, 15665.401,         0,        -0,         0,         0,      0.15,0.10153823,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.238,      0.15,         0,         0,         0,         0,         0,         0, 16083.501,         0,        -0,         0,         0,      0.15,0.10564468,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.239,      0.15,         0,         0,         0,         0,         0,         0, 16251.693,         0,        -0,         0,         0,      0.15,0.11238608,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
      0.24,      0.15,         0,         0,         0,         0,         0,         0, 15635.295,         0,        -0,         0,         0,      0.15,0.12179301,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.241,      0.15,         0,         0,         0,         0,         0,         0, 13908.378,         0,        -0,         0,         0,      0.15,0.13377129,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.242,      0.15,         0,         0,         0,         0,         0,         0, 11235.863,         0,        -0,         0,         0,      0.15,0.14803083,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.243,      0.15,         0,         0,         0,         0,         0,         0, 8098.7537,         0,        -0,         0,         0,      0.15,0.16413373,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.244,      0.15,         0,         0,         0,         0,         0,         0, 4926.0031,         0,        -0,         0,         0,      0.15,0.18156646,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.245,      0.15,         0,         0,         0,         0,         0,         0, 1896.2497,         0,        -0,         0,         0,      0.15,0.19979911,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.246,      0.15,         0,         0,         0,         0,         0,         0,-1066.5414,         0,         0,         0,        -0,      0.15,0.21833669,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.247,      0.15,         0,         0,         0,         0,         0,         0,-4247.9313,         0,         0,         0,        -0,      0.15,0.23668916,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.248,      0.15,         0,         0,         0,         0,         0,         0,-8170.5484,         0,         0,         0,        -0,      0.15,0.25432241,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.249,      0.15,         0,         0,         0,         0,         0,         0,-13665.404,         0,         0,         0,        -0,      0.15,0.27056983,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
      0.25,      0.15,         0,         0,         0,         0,         0,         0,-21761.317,         0,         0,         0,        -0,      0.15,0.28450071,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.251,      0.15,         0,         0,         0,         0,         0,         0,-32274.173,         0,         0,         0,        -0,      0.15,0.29478211,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.252,      0.15,         0,         0,         0,         0,         0,         0,-40059.932,         0,         0,         0,        -0,      0.15,0.29975201,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.253,      0.15,         0,         0,         0,         0,         0,         0,-37681.022,         0,         0,         0,        -0,      0.15,0.29824548,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.254,      0.15,         0,         0,         0,         0,         0,         0,-28317.389,         0,         0,         0,        -0,      0.15,0.29060051,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.255,      0.15,         0,         0,         0,         0,         0,         0, -19121.14,         0,         0,         0,        -0,      0.15,0.27824598,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.256,      0.15,         0,         0,         0,         0,         0,         0,-12432.311,         0,         0,         0,        -0,      0.15,0.26267438,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.257,      0.15,         0,         0,         0,         0,         0,         0,-7670.8196,         0,         0,         0,        -0,      0.15,0.24501571,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
