"time","outputs_1_","outputs_2_","outputs_3_","outputs_4_"
0.207,7.95883,2.0472,0,0
0.2085,7.95883,2.0472,0,0
0.2085,7.9476,2.0617,0,0
0.21,7.9476,2.0617,0,0
0.21,7.93707,2.07619,0,0
0.2115,7.93707,2.07619,0,0
0.2115,7.92722,2.09067,0,0
0.213,7.92722,2.09067,0,0
0.213,7.91805,2.10515,0,0
0.2145,7.91805,2.10515,0,0
0.2145,7.90954,2.11962,0,0
0.216,7.90954,2.11962,0,0
0.216,7.90167,2.13408,0,0
0.2175,7.90167,2.13408,0,0
0.2175,7.89445,2.14853,0,0
0.219,7.89445,2.14853,0,0
0.219,7.88784,2.16298,0,0
0.2205,7.88784,2.16298,0,0
0.2205,7.88183,2.17742,0,0
0.222,7.88183,2.17742,0,0
0.222,7.87641,2.19185,0,0
0.2235,7.87641,2.19185,0,0
0.2235,7.87154,2.20627,0,0
0.225,7.87154,2.20627,0,0
0.225,7.86722,2.22069,0,0
0.2265,7.86722,2.22069,0,0
0.2265,7.86342,2.23509,0,0
0.228,7.86342,2.23509,0,0
0.228,7.86012,2.24949,0,0
0.2295,7.86012,2.24949,0,0
0.2295,7.85728,2.26389,0,0
0.231,7.85728,2.26389,0,0
0.231,7.85489,2.27827,0,0
0.2325,7.85489,2.27827,0,0
0.2325,7.85292,2.29265,0,0
0.234,7.85292,2.29265,0,0
0.234,7.85135,2.30701,0,0
0.2355,7.85135,2.30701,0,0
0.2355,7.85013,2.32137,0,0
0.237,7.85013,2.32137,0,0
0.237,7.84925,2.33573,0,0
0.2385,7.84925,2.33573,0,0
0.2385,7.84867,2.35007,0,0
0.24,7.84867,2.35007,0,0
0.24,7.84837,2.3644,0,0
0.2415,7.84837,2.3644,0,0
0.2415,7.84831,2.37873,0,0
0.243,7.84831,2.37873,0,0
0.243,7.84846,2.39305,0,0
0.2445,7.84846,2.39305,0,0
0.2445,7.84879,2.40736,0,0
0.246,7.84879,2.40736,0,0
0.246,7.84926,2.42166,0,0
0.2475,7.84926,2.42166,0,0
0.2475,7.84985,2.43595,0,0
0.249,7.84985,2.43595,0,0
0.249,7.85052,2.45024,0,0
0.2505,7.85052,2.45024,0,0
0.2505,7.85124,2.46451,0,0
0.252,7.85124,2.46451,0,0
0.252,7.85197,2.47878,0,0
0.2535,7.85197,2.47878,0,0
0.2535,7.85268,2.49303,0,0
0.255,7.85268,2.49303,0,0
0.255,7.85334,2.50728,0,0
0.2565,7.85334,2.50728,0,0
0.2565,7.85392,2.52152,0,0
0.258,7.85392,2.52152,0,0
0.258,7.85438,2.53576,0,0
0.2595,7.85438,2.53576,0,0
0.2595,7.85468,2.54998,0,0
0.261,7.85468,2.54998,0,0
0.261,7.85481,2.56419,0,0
0.2625,7.85481,2.56419,0,0
0.2625,7.85472,2.5784,0,0
0.264,7.85472,2.5784,0,0
0.264,7.85438,2.59259,0,0
0.2655,7.85438,2.59259,0,0
0.2655,7.85377,2.60678,0,0
0.267,7.85377,2.60678,0,0
0.267,7.85285,2.62095,0,0
0.2685,7.85285,2.62095,0,0
0.2685,7.85159,2.63512,0,0
0.27,7.85159,2.63512,0,0
0.27,7.84997,2.64928,0,0
0.2715,7.84997,2.64928,0,0
0.2715,7.84795,2.66343,0,0
0.273,7.84795,2.66343,0,0
0.273,7.84552,2.67757,0,0
0.2745,7.84552,2.67757,0,0
0.2745,7.84264,2.6917,0,0
0.276,7.84264,2.6917,0,0
0.276,7.83929,2.70582,0,0
0.2775,7.83929,2.70582,0,0
0.2775,7.83545,2.71993,0,0
0.279,7.83545,2.71993,0,0
0.279,7.83109,2.73403,0,0
0.2805,7.83109,2.73403,0,0
0.2805,7.82619,2.74812,0,0
0.282,7.82619,2.74812,0,0
0.282,7.82074,2.7622,0,0
0.2835,7.82074,2.7622,0,0
0.2835,7.8147,2.77628,0,0
0.285,7.8147,2.77628,0,0
0.285,7.80807,2.79034,0,0
0.2865,7.80807,2.79034,0,0
0.2865,7.80083,2.80439,0,0
0.288,7.80083,2.80439,0,0
0.288,7.79296,2.81843,0,0
0.2895,7.79296,2.81843,0,0
0.2895,7.78445,2.83247,0,0
0.291,7.78445,2.83247,0,0
0.291,7.77529,2.84649,0,0
0.2925,7.77529,2.84649,0,0
0.2925,7.76546,2.8605,0,0
0.294,7.76546,2.8605,0,0
0.294,7.75496,2.8745,0,0
0.2955,7.75496,2.8745,0,0
0.2955,7.74378,2.88849,0,0
0.297,7.74378,2.88849,0,0
0.297,7.73191,2.90248,0,0
0.2985,7.73191,2.90248,0,0
0.2985,7.71935,2.91645,0,0
0.3,7.71935,2.91645,0,0
0.3,7.70609,2.93041,0,0
0.3015,7.70609,2.93041,0,0
0.3015,7.69214,2.94436,0,0
0.303,7.69214,2.94436,0,0
0.303,7.67749,2.9583,0,0
0.3045,7.67749,2.9583,0,0
0.3045,7.66215,2.97223,0,0
0.306,7.66215,2.97223,0,0
0.306,7.64612,2.98615,0,0
0.3075,7.64612,2.98615,0,0
0.3075,7.6294,3.00006,0,0
0.309,7.6294,3.00006,0,0
0.309,7.612,3.01396,0,0
0.3105,7.612,3.01396,0,0
0.3105,7.59393,3.02785,0,0
0.312,7.59393,3.02785,0,0
0.312,7.57519,3.04172,0,0
0.3135,7.57519,3.04172,0,0
0.3135,7.5558,3.05559,0,0
0.315,7.5558,3.05559,0,0
0.315,7.53577,3.06945,0,0
0.3165,7.53577,3.06945,0,0
0.3165,7.51512,3.08329,0,0
0.318,7.51512,3.08329,0,0
0.318,7.49385,3.09712,0,0
0.3195,7.49385,3.09712,0,0
0.3195,7.47199,3.11095,0,0
0.321,7.47199,3.11095,0,0
0.321,7.44956,3.12476,0,0
0.3225,7.44956,3.12476,0,0
0.3225,7.42656,3.13856,0,0
0.324,7.42656,3.13856,0,0
0.324,7.40303,3.15235,0,0
0.3255,7.40303,3.15235,0,0
0.3255,7.37898,3.16613,0,0
0.327,7.37898,3.16613,0,0
0.327,7.35444,3.1799,0,0
0.3285,7.35444,3.1799,0,0
0.3285,7.32944,3.19365,0,0
0.33,7.32944,3.19365,0,0
0.33,7.30399,3.2074,0,0
0.3315,7.30399,3.2074,0,0
0.3315,7.27812,3.22113,0,0
0.333,7.27812,3.22113,0,0
0.333,7.25186,3.23485,0,0
0.3345,7.25186,3.23485,0,0
0.3345,7.22524,3.24856,0,0
0.336,7.22524,3.24856,0,0
0.336,7.19828,3.26226,0,0
0.3375,7.19828,3.26226,0,0
0.3375,7.17102,3.27595,0,0
0.339,7.17102,3.27595,0,0
0.339,7.14349,3.28962,0,0
0.3405,7.14349,3.28962,0,0
0.3405,7.11571,3.30329,0,0
0.342,7.11571,3.30329,0,0
0.342,7.08772,3.31694,0,0
0.3435,7.08772,3.31694,0,0
0.3435,7.05955,3.33058,0,0
0.345,7.05955,3.33058,0,0
0.345,7.03123,3.34421,0,0
0.3465,7.03123,3.34421,0,0
0.3465,7.0028,3.35783,0,0
0.348,7.0028,3.35783,0,0
0.348,6.97429,3.37143,0,0
0.3495,6.97429,3.37143,0,0
0.3495,6.94572,3.38503,0,0
0.351,6.94572,3.38503,0,0
0.351,6.91714,3.39861,0,0
0.3525,6.91714,3.39861,0,0
0.3525,6.88858,3.41218,0,0
0.354,6.88858,3.41218,0,0
0.354,6.86007,3.42574,0,0
0.3555,6.86007,3.42574,0,0
0.3555,6.83164,3.43928,0,0
0.357,6.83164,3.43928,0,0
0.357,6.80333,3.45281,0,0
0.3585,6.80333,3.45281,0,0
0.3585,6.77517,3.46634,0,0
0.36,6.77517,3.46634,0,0
0.36,6.7472,3.47984,0,0
0.3615,6.7472,3.47984,0,0
0.3615,6.71943,3.49334,0,0
0.363,6.71943,3.49334,0,0
0.363,6.69192,3.50682,0,0
0.3645,6.69192,3.50682,0,0
0.3645,6.66468,3.5203,0,0
0.366,6.66468,3.5203,0,0
0.366,6.63775,3.53375,0,0
0.3675,6.63775,3.53375,0,0
0.3675,6.61116,3.5472,0,0
0.369,6.61116,3.5472,0,0
0.369,6.58494,3.56064,0,0
0.3705,6.58494,3.56064,0,0
0.3705,6.55911,3.57406,0,0
0.372,6.55911,3.57406,0,0
0.372,6.5337,3.58747,0,0
0.3735,6.5337,3.58747,0,0
0.3735,6.50875,3.60086,0,0
0.375,6.50875,3.60086,0,0
0.375,6.48427,3.61424,0,0
0.3765,6.48427,3.61424,0,0
0.3765,6.46029,3.62762,0,0
0.378,6.46029,3.62762,0,0
0.378,6.43684,3.64097,0,0
0.3795,6.43684,3.64097,0,0
0.3795,6.41394,3.65432,0,0
0.381,6.41394,3.65432,0,0
0.381,6.3916,3.66765,0,0
0.3825,6.3916,3.66765,0,0
0.3825,6.36985,3.68097,0,0
0.384,6.36985,3.68097,0,0
0.384,6.3487,3.69427,0,0
0.3855,6.3487,3.69427,0,0
0.3855,6.32819,3.70757,0,0
0.387,6.32819,3.70757,0,0
0.387,6.30831,3.72085,0,0
0.3885,6.30831,3.72085,0,0
0.3885,6.28908,3.73411,0,0
0.39,6.28908,3.73411,0,0
0.39,6.27053,3.74737,0,0
0.3915,6.27053,3.74737,0,0
0.3915,6.25265,3.76061,0,0
0.393,6.25265,3.76061,0,0
0.393,6.23547,3.77383,0,0
0.3945,6.23547,3.77383,0,0
0.3945,6.21898,3.78705,0,0
0.396,6.21898,3.78705,0,0
0.396,6.2032,3.80025,0,0
0.3975,6.2032,3.80025,0,0
0.3975,6.18814,3.81343,0,0
0.399,6.18814,3.81343,0,0
0.399,6.17379,3.82661,0,0
0.4005,6.17379,3.82661,0,0
0.4005,6.16016,3.83977,0,0
0.402,6.16016,3.83977,0,0
0.402,6.14725,3.83791,0.015,0
0.4035,6.14725,3.83791,0.015,0
0.4035,6.13506,3.83604,0.03,0
0.405,6.13506,3.83604,0.03,0
0.405,6.12358,3.83416,0.045,0
0.4065,6.12358,3.83416,0.045,0
0.4065,6.11282,3.83227,0.06,0
0.408,6.11282,3.83227,0.06,0
0.408,6.10278,3.83036,0.075,0
0.4095,6.10278,3.83036,0.075,0
0.4095,6.09343,3.82843,0.09,0
0.411,6.09343,3.82843,0.09,0
0.411,6.08478,3.8265,0.105,0
0.4125,6.08478,3.8265,0.105,0
0.4125,6.07681,3.82455,0.12,0
0.414,6.07681,3.82455,0.12,0
0.414,6.06951,3.82258,0.135,0
0.4155,6.06951,3.82258,0.135,0
0.4155,6.06288,3.8206,0.15,0
0.417,6.06288,3.8206,0.15,0
0.417,6.05689,3.81861,0.165,0
0.4185,6.05689,3.81861,0.165,0
0.4185,6.05153,3.8166,0.18,0
0.42,6.05153,3.8166,0.18,0
0.42,6.04679,3.81458,0.195,0
0.4215,6.04679,3.81458,0.195,0
0.4215,6.04264,3.81255,0.21,0
0.423,6.04264,3.81255,0.21,0
0.423,6.03907,3.8105,0.225,0
0.4245,6.03907,3.8105,0.225,0
0.4245,6.03605,3.80844,0.24,0
0.426,6.03605,3.80844,0.24,0
0.426,6.03357,3.80636,0.255,0
0.4275,6.03357,3.80636,0.255,0
0.4275,6.0316,3.80427,0.27,0
0.429,6.0316,3.80427,0.27,0
0.429,6.03011,3.80216,0.285,0
0.4305,6.03011,3.80216,0.285,0
0.4305,6.02908,3.80004,0.3,0
0.432,6.02908,3.80004,0.3,0
0.432,6.02849,3.7979,0.315,0
0.4335,6.02849,3.7979,0.315,0
0.4335,6.02831,3.79575,0.33,0
0.435,6.02831,3.79575,0.33,0
0.435,6.0285,3.79359,0.345,0
0.4365,6.0285,3.79359,0.345,0
0.4365,6.02904,3.79141,0.36,0
0.438,6.02904,3.79141,0.36,0
0.438,6.02991,3.78921,0.375,0
0.4395,6.02991,3.78921,0.375,0
0.4395,6.03107,3.787,0.39,0
0.441,6.03107,3.787,0.39,0
0.441,6.03248,3.78478,0.405,0
0.4425,6.03248,3.78478,0.405,0
0.4425,6.03412,3.78254,0.42,0
0.444,6.03412,3.78254,0.42,0
0.444,6.03596,3.78029,0.435,0
0.4455,6.03596,3.78029,0.435,0
0.4455,6.03797,3.77802,0.45,0
0.447,6.03797,3.77802,0.45,0
0.447,6.0401,3.77573,0.465,0
0.4485,6.0401,3.77573,0.465,0
0.4485,6.04233,3.77344,0.48,0
0.45,6.04233,3.77344,0.48,0
0.45,6.04463,3.77112,0.495,0
0.4515,6.04463,3.77112,0.495,0
0.4515,6.04696,3.76879,0.51,0
0.453,6.04696,3.76879,0.51,0
0.453,6.04928,3.76645,0.525,0
0.4545,6.04928,3.76645,0.525,0
0.4545,6.05158,3.76409,0.54,0
0.456,6.05158,3.76409,0.54,0
0.456,6.0538,3.76172,0.555,0
0.4575,6.0538,3.76172,0.555,0
0.4575,6.05593,3.75933,0.57,0
0.459,6.05593,3.75933,0.57,0
0.459,6.05792,3.75692,0.585,0
0.4605,6.05792,3.75692,0.585,0
0.4605,6.05974,3.7545,0.6,0
0.462,6.05974,3.7545,0.6,0
0.462,6.06137,3.75207,0.615,0
0.4635,6.06137,3.75207,0.615,0
0.4635,6.06277,3.74961,0.63,0
0.465,6.06277,3.74961,0.63,0
0.465,6.0639,3.74715,0.645,0
0.4665,6.0639,3.74715,0.645,0
0.4665,6.06475,3.74467,0.66,0
0.468,6.06475,3.74467,0.66,0
0.468,6.06528,3.74217,0.675,0
0.4695,6.06528,3.74217,0.675,0
0.4695,6.06546,3.73965,0.69,0
0.471,6.06546,3.73965,0.69,0
0.471,6.06526,3.73713,0.705,0
0.4725,6.06526,3.73713,0.705,0
0.4725,6.06465,3.73458,0.72,0
0.474,6.06465,3.73458,0.72,0
0.474,6.06362,3.73202,0.735,0
0.4755,6.06362,3.73202,0.735,0
0.4755,6.06213,3.72944,0.75,0
0.477,6.06213,3.72944,0.75,0
0.477,6.06016,3.72685,0.765,0
0.4785,6.06016,3.72685,0.765,0
0.4785,6.05769,3.72424,0.78,0
0.48,6.05769,3.72424,0.78,0
0.48,6.05469,3.72162,0.795,0
0.4815,6.05469,3.72162,0.795,0
0.4815,6.05115,3.71898,0.81,0
0.483,6.05115,3.71898,0.81,0
0.483,6.04704,3.71632,0.825,0
0.4845,6.04704,3.71632,0.825,0
0.4845,6.04235,3.71365,0.84,0
0.486,6.04235,3.71365,0.84,0
0.486,6.03706,3.71096,0.855,0
0.4875,6.03706,3.71096,0.855,0
0.4875,6.03115,3.70826,0.87,0
0.489,6.03115,3.70826,0.87,0
0.489,6.02461,3.70554,0.885,0
0.4905,6.02461,3.70554,0.885,0
0.4905,6.01743,3.7028,0.9,0
0.492,6.01743,3.7028,0.9,0
0.492,6.00959,3.70004,0.915,0
0.4935,6.00959,3.70004,0.915,0
0.4935,6.00109,3.69728,0.93,0
0.495,6.00109,3.69728,0.93,0
0.495,5.99192,3.69449,0.945,0
0.4965,5.99192,3.69449,0.945,0
0.4965,5.98207,3.69169,0.96,0
0.498,5.98207,3.69169,0.96,0
0.498,5.97154,3.68887,0.975,0
0.4995,5.97154,3.68887,0.975,0
0.4995,5.96031,3.68603,0.99,0
0.501,5.96031,3.68603,0.99,0
0.501,5.9484,3.68318,1.005,0
0.5025,5.9484,3.68318,1.005,0
0.5025,5.9358,3.68031,1.02,0
0.504,5.9358,3.68031,1.02,0
0.504,5.92251,3.67743,1.035,0
0.5055,5.92251,3.67743,1.035,0
0.5055,5.90853,3.67452,1.05,0
0.507,5.90853,3.67452,1.05,0
0.507,5.89387,3.6716,1.065,0
0.5085,5.89387,3.6716,1.065,0
0.5085,5.87853,3.66867,1.08,0
0.51,5.87853,3.66867,1.08,0
0.51,5.86253,3.66572,1.095,0
0.5115,5.86253,3.66572,1.095,0
0.5115,5.84586,3.66275,1.11,0
0.513,5.84586,3.66275,1.11,0
0.513,5.82855,3.65976,1.125,0
0.5145,5.82855,3.65976,1.125,0
0.5145,5.81059,3.65676,1.14,0
0.516,5.81059,3.65676,1.14,0
0.516,5.79201,3.65374,1.155,0
0.5175,5.79201,3.65374,1.155,0
0.5175,5.77282,3.6507,1.17,0
0.519,5.77282,3.6507,1.17,0
0.519,5.75304,3.64765,1.185,0
0.5205,5.75304,3.64765,1.185,0
0.5205,5.73268,3.64457,1.2,0
0.522,5.73268,3.64457,1.2,0
0.522,5.71176,3.64149,1.215,0
0.5235,5.71176,3.64149,1.215,0
0.5235,5.69031,3.63838,1.23,0
0.525,5.69031,3.63838,1.23,0
0.525,5.66834,3.63526,1.245,0
0.5265,5.66834,3.63526,1.245,0
0.5265,5.64587,3.63212,1.26,0
0.528,5.64587,3.63212,1.26,0
0.528,5.62293,3.62896,1.275,0
0.5295,5.62293,3.62896,1.275,0
0.5295,5.59955,3.62578,1.29,0
0.531,5.59955,3.62578,1.29,0
0.531,5.57575,3.62259,1.305,0
0.5325,5.57575,3.62259,1.305,0
0.5325,5.55155,3.61938,1.32,0
0.534,5.55155,3.61938,1.32,0
0.534,5.52699,3.61615,1.335,0
0.5355,5.52699,3.61615,1.335,0
0.5355,5.50209,3.61291,1.35,0
0.537,5.50209,3.61291,1.35,0
0.537,5.47688,3.60965,1.365,0
0.5385,5.47688,3.60965,1.365,0
0.5385,5.4514,3.60637,1.38,0
0.54,5.4514,3.60637,1.38,0
0.54,5.42566,3.60307,1.395,0
0.5415,5.42566,3.60307,1.395,0
0.5415,5.39971,3.59975,1.41,0
0.543,5.39971,3.59975,1.41,0
0.543,5.37358,3.59642,1.425,0
0.5445,5.37358,3.59642,1.425,0
0.5445,5.34729,3.59307,1.44,0
0.546,5.34729,3.59307,1.44,0
0.546,5.32088,3.5897,1.455,0
0.5475,5.32088,3.5897,1.455,0
0.5475,5.29439,3.58631,1.47,0
0.549,5.29439,3.58631,1.47,0
0.549,5.26784,3.58291,1.485,0
