"time","J1_0w","J2_0w","J3_0w","J4_0w"
0.228,7.86061,2.24919,-4.44089e-016,-6.61035e-014
0.231,7.85584,2.27795,4.44089e-016,-6.42657e-014
0.234,7.85272,2.30669,0,-6.34019e-014
0.237,7.85102,2.33539,4.44089e-016,-6.13182e-014
0.24,7.85049,2.36406,4.44089e-016,-5.95303e-014
0.243,7.85083,2.3927,0,-5.81652e-014
0.246,7.85181,2.4213,-4.44089e-016,-5.67825e-014
0.249,7.85327,2.44987,4.44089e-016,-5.37348e-014
0.252,7.85485,2.4784,4.44089e-016,-5.14765e-014
0.255,7.85626,2.5069,0,-4.95787e-014
0.258,7.85719,2.53536,-4.44089e-016,-4.76078e-014
0.261,7.85753,2.56379,-4.44089e-016,-4.53985e-014
0.264,7.85694,2.59218,0,-4.29417e-014
0.267,7.85515,2.62053,-2.22045e-015,-4.3459e-014
0.27,7.85193,2.64885,-8.88178e-016,-4.08677e-014
0.273,7.84706,2.67713,-8.88178e-016,-3.98007e-014
0.276,7.84036,2.70537,-4.44089e-016,-3.84122e-014
0.279,7.83162,2.73357,-4.44089e-016,-3.76427e-014
0.282,7.82068,2.76173,-4.44089e-016,-3.69662e-014
0.285,7.80738,2.78986,4.44089e-016,-3.55718e-014
0.288,7.79158,2.81794,4.44089e-016,-3.55008e-014
0.291,7.77319,2.84599,-4.44089e-016,-3.66207e-014
0.294,7.75215,2.87399,8.88178e-016,-3.58634e-014
0.297,7.72839,2.90196,-1.33227e-015,-3.90348e-014
0.3,7.70183,2.92988,0,-3.8881e-014
0.303,7.6725,2.95776,8.88178e-016,-3.94819e-014
0.306,7.64041,2.9856,0,-4.21685e-014
0.309,7.60561,3.0134,-2.22045e-015,-4.64926e-014
0.312,7.56813,3.04115,-4.44089e-016,-4.69354e-014
0.315,7.52806,3.06886,-1.77636e-015,-5.05412e-014
0.318,7.48552,3.09653,-3.10862e-015,-5.4112e-014
0.321,7.44065,3.12416,-1.33227e-015,-5.44016e-014
0.324,7.39359,3.15173,-1.33227e-015,-5.63455e-014
0.327,7.3445,3.17927,-8.88178e-016,-5.78047e-014
0.33,7.29358,3.20676,-1.33227e-015,-5.99602e-014
0.333,7.24105,3.2342,-4.44089e-016,-6.05599e-014
0.336,7.18715,3.2616,-2.22045e-015,-6.36111e-014
0.339,7.13205,3.28895,4.44089e-016,-6.21388e-014
0.342,7.07605,3.31626,-1.77636e-015,-6.54874e-014
0.345,7.0194,3.34352,-4.44089e-016,-6.53232e-014
0.348,6.96238,3.37073,-8.88178e-016,-6.71165e-014
0.351,6.90521,3.39789,-4.44089e-016,-6.78617e-014
0.354,6.84817,3.425,-1.33227e-015,-6.99933e-014
0.357,6.79154,3.45207,4.44089e-016,-6.95634e-014
0.36,6.7356,3.47909,0,-7.14925e-014
0.363,6.68059,3.50606,0,-7.29955e-014
0.366,6.62674,3.53297,8.88178e-016,-7.35425e-014
0.369,6.57431,3.55984,-1.77636e-015,-7.75344e-014
0.372,6.52352,3.58666,-1.77636e-015,-7.86356e-014
0.375,6.47459,3.61343,-8.88178e-016,-7.86015e-014
0.378,6.42771,3.64014,-8.88178e-016,-7.93483e-014
0.381,6.38306,3.66681,-1.33227e-015,-8.02332e-014
0.384,6.3408,3.69342,-2.22045e-015,-8.11813e-014
0.387,6.30106,3.71998,-4.44089e-016,-7.90255e-014
0.39,6.26398,3.74648,-4.44089e-016,-7.84494e-014
0.393,6.22964,3.77294,-8.88178e-016,-7.80281e-014
0.396,6.19811,3.79934,-1.77636e-015,-7.78199e-014
0.399,6.16941,3.82568,-4.44089e-016,-7.5249e-014
0.4,6.16048,3.83445,-8.88178e-016,-7.53458e-014
0.4,6.16048,3.83445,-8.88178e-016,-7.53458e-014
0.4,6.16048,3.83445,5.96046e-008,-7.60131e-014
0.402,6.14359,3.83197,0.02,-7.62342e-014
0.405,6.12064,3.82821,0.05,-7.64527e-014
0.408,6.1005,3.82439,0.08,-7.57866e-014
0.411,6.08312,3.82052,0.11,-7.64527e-014
0.414,6.06842,3.81659,0.14,-7.62168e-014
0.417,6.0563,3.8126,0.17,-7.63278e-014
0.42,6.04665,3.80856,0.2,-7.56617e-014
0.423,6.0393,3.80446,0.23,-7.58837e-014
0.426,6.03412,3.8003,0.26,-7.61058e-014
0.429,6.03087,3.79609,0.29,-7.63278e-014
0.432,6.02953,3.79182,0.32,-7.61058e-014
0.435,6.02975,3.78749,0.35,-7.63278e-014
0.438,6.0314,3.7831,0.38,-7.60503e-014
0.441,6.03414,3.77865,0.41,-7.62723e-014
0.444,6.03776,3.77414,0.44,-7.69385e-014
0.447,6.04198,3.76958,0.47,-7.62723e-014
0.45,6.04654,3.76495,0.5,-7.56062e-014
0.453,6.05117,3.76026,0.53,-7.49401e-014
0.456,6.0556,3.75551,0.56,-7.60503e-014
0.459,6.05958,3.7507,0.59,-7.67164e-014
0.462,6.06283,3.74583,0.62,-7.60503e-014
0.465,6.06511,3.7409,0.65,-7.70495e-014
0.468,6.0662,3.7359,0.68,-7.87148e-014
0.471,6.06585,3.73084,0.71,-8.40439e-014
0.474,6.06382,3.72572,0.74,-9.40359e-014
0.477,6.05998,3.72054,0.77,-1.05582e-013
0.48,6.05409,3.71529,0.8,-1.20126e-013
0.483,6.04594,3.70998,0.83,-1.38223e-013
0.486,6.03547,3.7046,0.86,-1.61315e-013
0.489,6.02255,3.69916,0.89,-1.89293e-013
0.492,6.00699,3.69365,0.92,-2.21712e-013
0.495,5.98873,3.68808,0.95,-2.58793e-013
0.498,5.96782,3.68244,0.98,-3.03091e-013
0.501,5.94406,3.67674,1.01,-3.54383e-013
0.504,5.91754,3.67097,1.04,-4.10116e-013
0.507,5.88834,3.66513,1.07,-4.71623e-013
0.51,5.85638,3.65922,1.1,-5.35127e-013
0.513,5.82182,3.65325,1.13,-5.8975e-013
0.516,5.78477,3.64721,1.16,-6.22613e-013
0.519,5.74525,3.6411,1.19,-6.37712e-013
0.522,5.70354,3.63492,1.22,-6.4948e-013
0.525,5.65969,3.62868,1.25,-6.55254e-013
0.528,5.61389,3.62236,1.28,-6.5703e-013
0.531,5.5664,3.61598,1.31,-6.5703e-013
0.534,5.51734,3.60952,1.34,-6.5481e-013
0.537,5.46702,3.603,1.37,-6.53255e-013
0.54,5.41563,3.5964,1.4,-6.52367e-013
0.543,5.36341,3.58974,1.43,-6.51257e-013
0.546,5.31067,3.583,1.46,-6.49258e-013
0.549,5.25762,3.57619,1.49,-6.49258e-013
0.552,5.20453,3.56931,1.52,-6.4948e-013
0.555,5.15168,3.56235,1.55,-6.48148e-013
0.558,5.09934,3.55533,1.58,-6.47482e-013
0.561,5.04775,3.54823,1.61,-6.48148e-013
0.564,4.99719,3.54106,1.64,-6.4948e-013
0.567,4.94792,3.53381,1.67,-6.4948e-013
0.57,4.90014,3.52649,1.7,-6.47704e-013
0.573,4.85411,3.5191,1.73,-6.47926e-013
0.576,4.81002,3.51163,1.76,-6.4948e-013
0.579,4.76807,3.50408,1.79,-6.49036e-013
0.582,4.72843,3.49647,1.82,-6.50591e-013
0.585,4.69125,3.48877,1.85,-6.49258e-013
0.588,4.65666,3.481,1.88,-6.49258e-013
0.591,4.62478,3.47316,1.91,-6.49925e-013
0.594,4.59569,3.46523,1.94,-6.49703e-013
0.597,4.56946,3.45724,1.97,-6.4948e-013
0.6,4.54612,3.44916,2,-6.49925e-013
0.603,4.52568,3.44101,2.03,-6.49258e-013
0.606,4.50814,3.43277,2.06,-6.50147e-013
0.609,4.49345,3.42447,2.09,-6.48814e-013
0.612,4.48156,3.41608,2.12,-6.49258e-013
0.615,4.47237,3.40761,2.15,-6.49703e-013
0.618,4.46579,3.39907,2.18,-6.48814e-013
0.621,4.46168,3.39044,2.21,-6.50147e-013
0.624,4.45988,3.38174,2.24,-6.4837e-013
0.627,4.46023,3.37296,2.27,-6.48814e-013
0.63,4.46252,3.36409,2.3,-6.48814e-013
0.633,4.46655,3.35515,2.33,-6.4837e-013
0.636,4.4721,3.34613,2.36,-6.50147e-013
0.639,4.47894,3.33702,2.39,-6.50147e-013
0.642,4.48682,3.32783,2.42,-6.49258e-013
0.645,4.49546,3.31857,2.45,-6.49258e-013
0.648,4.50464,3.30922,2.48,-6.4837e-013
0.651,4.51408,3.29978,2.51,-6.49258e-013
0.654,4.5235,3.29027,2.54,-6.49258e-013
0.657,4.53265,3.28067,2.57,-6.50147e-013
0.66,4.54126,3.27099,2.6,-6.48814e-013
0.663,4.54909,3.26122,2.63,-6.49703e-013
0.666,4.55587,3.25138,2.66,-6.49703e-013
0.669,4.56137,3.24145,2.69,-6.49258e-013
0.672,4.56537,3.23143,2.72,-6.50591e-013
0.675,4.56765,3.22133,2.75,-6.49703e-013
0.678,4.56802,3.21114,2.78,-6.4837e-013
0.681,4.56629,3.20087,2.81,-6.50147e-013
0.684,4.56231,3.19052,2.84,-6.49258e-013
0.687,4.55593,3.18008,2.87,-6.49703e-013
0.69,4.54705,3.16955,2.9,-6.50147e-013
0.693,4.53556,3.15894,2.93,-6.48814e-013
0.696,4.5214,3.14824,2.96,-6.51479e-013
0.699,4.50453,3.13745,2.99,-6.49703e-013
0.702,4.48492,3.12658,3.02,-6.49258e-013
0.705,4.46257,3.11562,3.05,-6.49258e-013
0.708,4.43752,3.10457,3.08,-6.49703e-013
0.709792,4.4213,3.09793,3.09792,-6.49703e-013
0.709792,4.4213,3.09793,3.09793,-6.49703e-013
0.709792,4.4213,3.09793,3.09793,-6.49703e-013
0.711,4.40984,3.10172,3.10172,-6.51035e-013
0.714,4.3796,3.1111,3.1111,-6.51035e-013
0.717,4.34695,3.12045,3.12045,-6.50591e-013
0.72,4.31197,3.12975,3.12975,-6.51035e-013
0.723,4.27486,3.139,3.139,-6.51923e-013
0.726,4.23571,3.14821,3.14821,-6.51479e-013
0.729,4.19473,3.15738,3.15738,-6.51035e-013
0.732,4.15216,3.1665,3.1665,-6.51035e-013
0.735,4.10808,3.17557,3.17557,-6.50147e-013
0.738,4.06281,3.18461,3.18461,-6.50147e-013
0.741,4.01651,3.19359,3.19359,-6.50147e-013
0.744,3.96949,3.20253,3.20253,-6.54587e-013
0.747,3.92202,3.21143,3.21143,-6.5814e-013
0.75,3.87437,3.22028,3.22028,-6.60805e-013
0.753,3.8268,3.22908,3.22908,-6.63469e-013
0.756,3.77959,3.23784,3.23784,-6.64357e-013
0.759,3.73299,3.24655,3.24655,-6.66134e-013
0.762,3.68726,3.25521,3.25521,-6.69242e-013
0.765,3.64267,3.26383,3.26383,-6.74127e-013
0.768,3.59941,3.27241,3.27241,-6.79012e-013
0.771,3.55777,3.28093,3.28093,-6.86562e-013
0.774,3.51797,3.28941,3.28941,-6.95444e-013
0.777,3.48012,3.29785,3.29785,-7.08766e-013
0.78,3.44449,3.30623,3.30623,-7.25642e-013
0.783,3.41129,3.31457,3.31457,-7.45626e-013
0.786,3.3806,3.32287,3.32287,-7.66054e-013
0.789,3.35255,3.33111,3.33111,-7.83373e-013
0.790895,3.3363,3.3363,3.3363,-7.92699e-013
0.790895,3.3363,3.3363,3.3363,-7.92699e-013
0.791156,3.33605,3.33605,3.33605,-7.92699e-013
0.792,3.33532,3.33532,3.33532,-7.92699e-013
0.795,3.33329,3.33329,3.33329,-7.92699e-013
0.798,3.3322,3.3322,3.3322,-7.92699e-013
0.801,3.33204,3.33204,3.33204,-7.92699e-013
0.804,3.33282,3.33282,3.33282,-7.92699e-013
0.807,3.33453,3.33453,3.33453,-7.92699e-013
0.81,3.33711,3.33711,3.33711,-7.92699e-013
0.813,3.34057,3.34057,3.34057,-7.92699e-013
0.816,3.34492,3.34492,3.34492,-7.92699e-013
0.819,3.35001,3.35001,3.35001,-7.92699e-013
0.822,3.35585,3.35585,3.35585,-7.92699e-013
0.825,3.36249,3.36249,3.36249,-7.92699e-013
0.828,3.36979,3.36979,3.36979,-7.92699e-013
0.831,3.37773,3.37773,3.37773,-7.92699e-013
0.831167,3.3782,3.3782,3.3782,-7.92699e-013
0.831167,3.3782,3.3782,3.3782,-7.92699e-013
0.831167,3.3782,3.3782,3.3782,-7.92699e-013
0.831167,3.3782,3.3782,3.3782,-7.92255e-013
0.831167,3.3782,3.3782,3.3782,-7.92255e-013
0.834,3.38817,3.3853,3.3853,-7.93587e-013
0.837,3.4001,3.39278,3.39278,-7.94476e-013
0.84,3.41323,3.4002,3.4002,-7.94032e-013
0.843,3.42733,3.40758,3.40758,-7.93587e-013
0.846,3.44214,3.41491,3.41491,-7.93587e-013
0.849,3.45742,3.42218,3.42218,-7.87814e-013
0.852,3.47293,3.42941,3.42941,-7.73603e-013
0.855,3.48837,3.43659,3.43659,-7.93587e-013
0.858,3.50348,3.44372,3.44372,-8.46878e-013
0.861,3.51799,3.4508,3.4508,-8.79741e-013
0.864,3.53165,3.45783,3.45783,-9.04166e-013
0.867,3.54422,3.46481,3.46481,-9.51683e-013
0.87,3.55544,3.47174,3.47174,-1.02363e-012
0.873,3.56513,3.47862,3.47862,-1.11555e-012
0.876,3.57304,3.48545,3.48545,-1.23279e-012
0.879,3.57899,3.49222,3.49222,-1.37934e-012
0.882,3.58283,3.49895,3.49895,-1.56009e-012
0.885,3.58436,3.50563,3.50563,-1.7768e-012
0.888,3.58351,3.51226,3.51226,-2.0246e-012
0.891,3.58011,3.51883,3.51883,-2.3066e-012
0.894,3.57411,3.52536,3.52536,-2.55085e-012
0.897,3.56545,3.53183,3.53183,-2.68674e-012
0.9,3.55402,3.53825,3.53825,-2.71561e-012
0.9,3.55402,3.53825,3.53825,-2.71561e-012
0.9,3.55402,3.53825,3.53825,2.38416e-007
0.903,3.53986,3.52963,3.52963,0.0300002
0.906,3.523,3.52095,3.52095,0.0600002
0.906631,3.51912,3.51912,3.51912,0.0663096
0.906631,3.51912,3.51912,3.51912,0.0663096
0.906633,3.51911,3.51911,3.51911,0.0663286
0.909,3.5093,3.5093,3.5093,0.0900002
0.912,3.49607,3.49607,3.49607,0.12
0.915,3.48198,3.48198,3.48198,0.15
0.918,3.4671,3.4671,3.4671,0.18
0.921,3.45141,3.45141,3.45141,0.21
0.924,3.43503,3.43503,3.43503,0.24
0.927,3.41798,3.41798,3.41798,0.27
0.93,3.40025,3.40025,3.40025,0.3
0.933,3.38209,3.38209,3.38209,0.33
0.936,3.36338,3.36338,3.36338,0.36
0.939,3.34431,3.34431,3.34431,0.39
0.942,3.32495,3.32495,3.32495,0.42
0.945,3.30525,3.30525,3.30525,0.45
0.948,3.28543,3.28543,3.28543,0.48
0.951,3.26551,3.26551,3.26551,0.51
0.954,3.24557,3.24557,3.24557,0.54
0.957,3.22575,3.22575,3.22575,0.57
0.96,3.20612,3.20612,3.20612,0.6
0.963,3.18676,3.18676,3.18676,0.63
0.966,3.16777,3.16777,3.16777,0.66
0.969,3.14923,3.14923,3.14923,0.69
0.972,3.1312,3.1312,3.1312,0.72
0.975,3.11376,3.11376,3.11376,0.75
0.978,3.09699,3.09699,3.09699,0.78
0.981,3.08093,3.08093,3.08093,0.81
0.984,3.06562,3.06562,3.06562,0.84
0.987,3.05115,3.05115,3.05115,0.87
0.99,3.03758,3.03758,3.03758,0.9
0.993,3.02484,3.02484,3.02484,0.93
0.996,3.01302,3.01302,3.01302,0.96
0.999,3.00218,3.00218,3.00218,0.99
1,2.99879,2.99879,2.99879,1
1.00033,2.99769,2.99769,2.99769,1.00333
1.00033,2.99769,2.99769,2.99769,1.00333
1.00033,2.99769,2.99769,2.99769,1.00333
1.00033,2.99769,2.99769,2.99769,1.00333
1.00033,2.99769,2.99769,2.99769,1.00333
1.002,2.99316,2.99192,2.99192,1.02
1.005,2.98728,2.98151,2.98151,1.05
1.008,2.98426,2.97104,2.97104,1.08
1.011,2.98409,2.96051,2.96051,1.11
1.014,2.98663,2.94993,2.94993,1.14
1.017,2.99184,2.9393,2.9393,1.17
1.02,2.99957,2.92862,2.92862,1.2
1.023,3.00966,2.91788,2.91788,1.23
1.026,3.02202,2.90708,2.90708,1.26
1.029,3.03642,2.89623,2.89623,1.29
1.032,3.05262,2.88533,2.88533,1.32
1.035,3.07047,2.87437,2.87437,1.35
1.038,3.08973,2.86336,2.86336,1.38
1.041,3.11014,2.85229,2.85229,1.41
1.044,3.13142,2.84117,2.84117,1.44
1.047,3.15333,2.82999,2.82999,1.47
1.05,3.17567,2.81876,2.81876,1.5
1.053,3.19813,2.80748,2.80748,1.53
1.056,3.22048,2.79614,2.79614,1.56
1.059,3.24242,2.78474,2.78474,1.59
1.062,3.26369,2.77329,2.77329,1.62
1.065,3.28405,2.76179,2.76179,1.65
1.068,3.30325,2.75023,2.75023,1.68
1.071,3.32104,2.73861,2.73861,1.71
1.074,3.33723,2.72694,2.72694,1.74
1.077,3.35159,2.71522,2.71522,1.77
1.08,3.36396,2.70344,2.70344,1.8
1.083,3.37417,2.6916,2.6916,1.83
1.086,3.38202,2.67971,2.67971,1.86
1.089,3.38744,2.66776,2.66776,1.89
1.092,3.39028,2.65576,2.65576,1.92
1.095,3.3905,2.6437,2.6437,1.95
1.098,3.38803,2.63159,2.63159,1.98
1.101,3.38284,2.61942,2.61942,2.01
1.104,3.37493,2.6072,2.6072,2.04
1.107,3.36434,2.59492,2.59492,2.07
1.11,3.35109,2.58258,2.58258,2.1
1.113,3.33527,2.57019,2.57019,2.13
1.116,3.31696,2.55775,2.55775,2.16
1.119,3.29628,2.54524,2.54524,2.19
1.122,3.27337,2.53269,2.53269,2.22
1.125,3.24838,2.52007,2.52007,2.25
1.128,3.22151,2.5074,2.5074,2.28
1.131,3.19292,2.49468,2.49468,2.31
1.134,3.16283,2.4819,2.4819,2.34
1.137,3.13148,2.46906,2.46906,2.37
1.14,3.09914,2.45617,2.45617,2.4
1.143,3.06608,2.44322,2.44322,2.43
1.14392,3.05582,2.43922,2.43922,2.43922
1.14392,3.05582,2.43922,2.43922,2.43922
1.14416,3.05319,2.43933,2.43933,2.43933
1.146,3.03256,2.44014,2.44014,2.44014
1.149,2.99884,2.44143,2.44143,2.44143
1.152,2.96526,2.44268,2.44268,2.44268
1.155,2.93201,2.44388,2.44388,2.44388
1.158,2.89946,2.44504,2.44504,2.44504
1.161,2.86779,2.44617,2.44617,2.44617
1.164,2.83709,2.44727,2.44727,2.44727
1.167,2.80776,2.44832,2.44832,2.44832
1.17,2.77997,2.44935,2.44935,2.44935
1.173,2.75401,2.45033,2.45033,2.45033
1.176,2.72992,2.45128,2.45128,2.45128
1.179,2.70777,2.4522,2.4522,2.4522
1.182,2.68793,2.45308,2.45308,2.45308
1.185,2.67057,2.45392,2.45392,2.45392
1.188,2.65582,2.45472,2.45472,2.45472
1.191,2.64377,2.45549,2.45549,2.45549
1.194,2.63456,2.45622,2.45622,2.45622
1.197,2.62822,2.45691,2.45691,2.45691
1.2,2.62481,2.45757,2.45757,2.45757
1.203,2.62433,2.45819,2.45819,2.45819
1.206,2.62678,2.45877,2.45877,2.45877
1.209,2.63212,2.45931,2.45931,2.45931
1.212,2.64028,2.45981,2.45981,2.45981
1.215,2.65119,2.46028,2.46028,2.46028
1.218,2.66473,2.46071,2.46071,2.46071
1.221,2.68077,2.4611,2.4611,2.4611
1.224,2.69917,2.46145,2.46145,2.46145
1.227,2.71975,2.46177,2.46177,2.46177
1.23,2.74232,2.46204,2.46204,2.46204
1.233,2.7667,2.46229,2.46229,2.46229
1.236,2.79263,2.46249,2.46249,2.46249
1.239,2.81987,2.46265,2.46265,2.46265
1.242,2.84818,2.46278,2.46278,2.46278
1.245,2.87733,2.46287,2.46287,2.46287
1.248,2.90702,2.46292,2.46292,2.46292
1.25063,2.93332,2.46294,2.46294,2.46294
1.25063,2.93332,2.46294,2.46294,2.46294
1.25063,2.93332,2.46294,2.46294,2.46294
1.251,2.93698,2.46294,2.46294,2.46294
1.254,2.96686,2.46294,2.46294,2.46294
1.257,2.99635,2.46294,2.46294,2.46294
1.26,3.02521,2.46294,2.46294,2.46294
1.263,3.05321,2.46294,2.46294,2.46294
1.266,3.0801,2.46294,2.46294,2.46294
1.269,3.10567,2.46294,2.46294,2.46294
1.272,3.12966,2.46294,2.46294,2.46294
1.275,3.15185,2.46294,2.46294,2.46294
1.278,3.17205,2.46294,2.46294,2.46294
1.281,3.19007,2.46294,2.46294,2.46294
1.284,3.20575,2.46294,2.46294,2.46294
1.287,3.21897,2.46294,2.46294,2.46294
1.29,3.22958,2.46294,2.46294,2.46294
1.293,3.23751,2.46294,2.46294,2.46294
1.296,3.24268,2.46294,2.46294,2.46294
1.299,3.24504,2.46294,2.46294,2.46294
1.302,3.24458,2.46294,2.46294,2.46294
1.305,3.24131,2.46294,2.46294,2.46294
1.308,3.23523,2.46294,2.46294,2.46294
1.311,3.22643,2.46294,2.46294,2.46294
1.314,3.21496,2.46294,2.46294,2.46294
1.317,3.20093,2.46294,2.46294,2.46294
1.32,3.18446,2.46294,2.46294,2.46294
1.323,3.1657,2.46294,2.46294,2.46294
1.326,3.14481,2.46294,2.46294,2.46294
1.329,3.122,2.46294,2.46294,2.46294
1.332,3.09743,2.46294,2.46294,2.46294
1.335,3.07134,2.46294,2.46294,2.46294
1.338,3.04398,2.46294,2.46294,2.46294
1.341,3.01558,2.46294,2.46294,2.46294
1.344,2.98635,2.46294,2.46294,2.46294
1.347,2.95661,2.46294,2.46294,2.46294
1.35,2.92663,2.46294,2.46294,2.46294
1.353,2.89663,2.46294,2.46294,2.46294
1.356,2.8669,2.46294,2.46294,2.46294
1.359,2.83771,2.46294,2.46294,2.46294
1.362,2.80933,2.46294,2.46294,2.46294
1.365,2.78199,2.46294,2.46294,2.46294
1.368,2.75594,2.46294,2.46294,2.46294
1.371,2.7314,2.46294,2.46294,2.46294
1.374,2.70861,2.46294,2.46294,2.46294
1.377,2.68775,2.46294,2.46294,2.46294
1.38,2.66901,2.46294,2.46294,2.46294
1.383,2.65256,2.46294,2.46294,2.46294
1.386,2.63854,2.46294,2.46294,2.46294
1.389,2.62707,2.46294,2.46294,2.46294
1.392,2.61826,2.46294,2.46294,2.46294
1.395,2.61218,2.46294,2.46294,2.46294
1.398,2.6089,2.46294,2.46294,2.46294
1.401,2.60844,2.46294,2.46294,2.46294
1.404,2.6108,2.46294,2.46294,2.46294
1.407,2.61597,2.46294,2.46294,2.46294
1.41,2.62389,2.46294,2.46294,2.46294
1.413,2.63451,2.46294,2.46294,2.46294
1.416,2.64772,2.46294,2.46294,2.46294
1.419,2.66341,2.46294,2.46294,2.46294
1.422,2.68142,2.46294,2.46294,2.46294
1.425,2.70163,2.46294,2.46294,2.46294
1.428,2.72383,2.46294,2.46294,2.46294
1.431,2.74782,2.46294,2.46294,2.46294
1.434,2.77341,2.46294,2.46294,2.46294
1.437,2.80036,2.46294,2.46294,2.46294
1.44,2.82842,2.46294,2.46294,2.46294
1.443,2.85736,2.46294,2.46294,2.46294
1.446,2.88691,2.46294,2.46294,2.46294
1.449,2.91682,2.46294,2.46294,2.46294
1.452,2.94681,2.46294,2.46294,2.46294
1.455,2.97663,2.46294,2.46294,2.46294
1.458,3.006,2.46294,2.46294,2.46294
1.461,3.03467,2.46294,2.46294,2.46294
1.464,3.06238,2.46294,2.46294,2.46294
