"time","Sa1_POS","Sa1_REF"
0.00000000,0.00000000,0.00000000
0.00100000,0.00000000,0.00000000
0.00200000,0.00000000,0.00000000
0.00300000,0.00000000,0.00000000
0.00400000,0.00000000,0.00000000
0.00500000,0.00000000,0.00000000
0.00600000,0.00000000,0.00000000
0.00700000,0.00000000,0.00000000
0.00800000,0.00000000,0.00000000
0.00900000,0.00000000,0.00000000
0.01000000,0.00000000,0.00000000
0.01100000,0.00000000,0.00000000
0.01200000,0.00000000,0.00000000
0.01300000,0.00000000,0.00000000
0.01400000,0.00000000,0.00000000
0.01500000,0.00000000,0.00000000
0.01600000,0.00000000,0.00000000
0.01700000,0.00000000,0.00000000
0.01800000,0.00000000,0.00000000
0.01900000,0.00000000,0.00000000
0.02000000,0.00000000,0.00000000
0.02100000,0.00000000,0.00000000
0.02200000,0.00000000,0.00000000
0.02300000,0.00000000,0.00000000
0.02400000,0.00000000,0.00000000
0.02500000,0.00000000,0.00000000
0.02600000,0.00000000,0.00000000
0.02700000,0.00000000,0.00000000
0.02800000,0.00000000,0.00000000
0.02900000,0.00000000,0.00000000
0.03000000,0.00000000,0.00000000
0.03100000,0.00000000,0.00000000
0.03200000,0.00000000,0.00000000
0.03300000,0.00000000,0.00000000
0.03400000,0.00000000,0.00000000
0.03500000,0.00000000,0.00000000
0.03600000,0.00000000,0.00000000
0.03700000,0.00000000,0.00000000
0.03800000,0.00000000,0.00000000
0.03900000,0.00000000,0.00000000
0.04000000,0.00000000,0.00000000
0.04100000,0.00000000,0.00000000
0.04200000,0.00000000,0.00000000
0.04300000,0.00000000,0.00000000
0.04400000,0.00000000,0.00000000
0.04500000,0.00000000,0.00000000
0.04600000,0.00000000,0.00000000
0.04700000,0.00000000,0.00000000
0.04800000,0.00000000,0.00000000
0.04900000,0.00000000,0.00000000
0.05000000,0.00000000,0.00000000
0.05100000,0.00000000,0.00000000
0.05200000,0.00000000,0.00000000
0.05300000,0.00000000,0.00000000
0.05400000,0.00000000,0.00000000
0.05500000,0.00000000,0.00000000
0.05600000,0.00000000,0.00000000
0.05700000,0.00000000,0.00000000
0.05800000,0.00000000,0.00000000
0.05900000,0.00000000,0.00000000
0.06000000,0.00000000,0.00000000
0.06100000,0.00000000,0.00000000
0.06200000,0.00000000,0.00000000
0.06300000,0.00000000,0.00000000
0.06400000,0.00000000,0.00000000
0.06500000,0.00000000,0.00000000
0.06600000,0.00000000,0.00000000
0.06700000,0.00000000,0.00000000
0.06800000,0.00000000,0.00000000
0.06900000,0.00000000,0.00000000
0.07000000,0.00000000,0.00000000
0.07100000,0.00000000,0.00000000
0.07200000,0.00000000,0.00000000
0.07300000,0.00000000,0.00000000
0.07400000,0.00000000,0.00000000
0.07500000,0.00000000,0.00000000
0.07600000,0.00000000,0.00000000
0.07700000,0.00000000,0.00000000
0.07800000,0.00000000,0.00000000
0.07900000,0.00000000,0.00000000
0.08000000,0.00000000,0.00000000
0.08100000,0.00000000,0.00000000
0.08200000,0.00000000,0.00000000
0.08300000,0.00000000,0.00000000
0.08400000,0.00000000,0.00000000
0.08500000,0.00000000,0.00000000
0.08600000,0.00000000,0.00000000
0.08700000,0.00000000,0.00000000
0.08800000,0.00000000,0.00000000
0.08900000,0.00000000,0.00000000
0.09000000,0.00000000,0.00000000
0.09100000,0.00000000,0.00000000
0.09200000,0.00000000,0.00000000
0.09300000,0.00000000,0.00000000
0.09400000,0.00000000,0.00000000
0.09500000,0.00000000,0.00000000
0.09600000,0.00000000,0.00000000
0.09700000,0.00000000,0.00000000
0.09800000,0.00000000,0.00000000
0.09900000,0.00000000,0.00000000
0.10000000,0.00000000,10.00000000
0.10100000,3.26171875,10.00000000
0.10200000,5.04882813,10.00000000
0.10300000,6.10546875,10.00000000
0.10400000,6.79101563,10.00000000
0.10500000,7.25585938,10.00000000
0.10600000,7.60546875,10.00000000
0.10700000,7.88769531,10.00000000
0.10800000,8.06835938,10.00000000
0.10900000,8.20800781,10.00000000
0.11000000,8.32324219,10.00000000
0.11100000,8.40234375,10.00000000
0.11200000,8.44335938,10.00000000
0.11300000,8.47558594,10.00000000
0.11400000,8.49804688,10.00000000
0.11500000,8.51074219,10.00000000
0.11600000,8.48730469,10.00000000
0.11700000,8.48339844,10.00000000
0.11800000,8.47167969,10.00000000
0.11900000,8.45312500,10.00000000
0.12000000,8.42773438,10.00000000
0.12100000,8.39550781,10.00000000
0.12200000,8.35644531,10.00000000
0.12300000,8.34082031,10.00000000
0.12400000,8.32128906,10.00000000
0.12500000,8.29687500,10.00000000
0.12600000,8.26855469,10.00000000
0.12700000,8.23632813,10.00000000
0.12800000,8.22949219,10.00000000
0.12900000,8.22070313,10.00000000
0.13000000,8.20898438,10.00000000
0.13100000,8.19433594,10.00000000
0.13200000,8.17773438,10.00000000
0.13300000,8.15820313,10.00000000
0.13400000,8.13671875,10.00000000
0.13500000,8.11328125,10.00000000
0.13600000,8.08886719,10.00000000
0.13700000,8.06250000,10.00000000
0.13800000,8.03417969,10.00000000
0.13900000,8.00488281,10.00000000
0.14000000,7.97363281,10.00000000
0.14100000,7.97363281,10.00000000
0.14200000,7.97265625,10.00000000
0.14300000,7.97265625,10.00000000
0.14400000,7.97167969,10.00000000
0.14500000,7.97167969,10.00000000
0.14600000,7.97167969,10.00000000
0.14700000,7.97070313,10.00000000
0.14800000,7.97070313,10.00000000
0.14900000,7.97070313,10.00000000
0.15000000,7.96972656,10.00000000
0.15100000,7.96972656,10.00000000
0.15200000,7.96972656,10.00000000
0.15300000,7.96875000,10.00000000
0.15400000,7.96875000,10.00000000
0.15500000,7.96875000,10.00000000
0.15600000,7.96875000,10.00000000
0.15700000,7.96777344,10.00000000
0.15800000,7.96777344,10.00000000
0.15900000,7.96777344,10.00000000
0.16000000,7.96777344,10.00000000
0.16100000,7.96777344,10.00000000
0.16200000,7.96777344,10.00000000
0.16300000,7.96679688,10.00000000
0.16400000,7.96679688,10.00000000
0.16500000,7.96679688,10.00000000
0.16600000,7.96679688,10.00000000
0.16700000,7.96679688,10.00000000
0.16800000,7.96679688,10.00000000
0.16900000,7.96679688,10.00000000
0.17000000,7.96679688,10.00000000
0.17100000,7.96582031,10.00000000
0.17200000,7.96582031,10.00000000
0.17300000,7.96582031,10.00000000
0.17400000,7.96582031,10.00000000
0.17500000,7.96582031,10.00000000
0.17600000,7.96582031,10.00000000
0.17700000,7.96582031,10.00000000
0.17800000,7.96582031,10.00000000
0.17900000,7.96582031,10.00000000
0.18000000,7.96582031,10.00000000
0.18100000,7.96582031,10.00000000
0.18200000,7.96582031,10.00000000
0.18300000,7.96582031,10.00000000
0.18400000,7.96484375,10.00000000
0.18500000,7.96484375,10.00000000
0.18600000,7.96484375,10.00000000
0.18700000,7.96484375,10.00000000
0.18800000,7.96484375,10.00000000
0.18900000,7.96484375,10.00000000
0.19000000,7.96484375,10.00000000
0.19100000,7.96484375,10.00000000
0.19200000,7.96484375,10.00000000
0.19300000,7.96484375,10.00000000
0.19400000,7.96484375,10.00000000
0.19500000,7.96484375,10.00000000
0.19600000,7.96484375,10.00000000
0.19700000,7.96484375,10.00000000
0.19800000,7.96484375,10.00000000
0.19900000,7.96484375,10.00000000
0.20000000,7.96484375,0.00000000
0.20100000,5.21972656,0.00000000
0.20200000,2.88769531,0.00000000
0.20300000,2.04394531,0.00000000
0.20400000,1.36523438,0.00000000
0.20500000,0.82128906,0.00000000
0.20600000,0.39648438,0.00000000
0.20700000,0.06933594,0.00000000
0.20800000,-0.17773438,0.00000000
0.20900000,-0.36035156,0.00000000
0.21000000,-0.48925781,0.00000000
0.21100000,-0.57617188,0.00000000
0.21200000,-0.63085938,0.00000000
0.21300000,-0.65917969,0.00000000
0.21400000,-0.66699219,0.00000000
0.21500000,-0.66015625,0.00000000
0.21600000,-0.64062500,0.00000000
0.21700000,-0.61425781,0.00000000
0.21800000,-0.58203125,0.00000000
0.21900000,-0.54687500,0.00000000
0.22000000,-0.50878906,0.00000000
0.22100000,-0.46972656,0.00000000
0.22200000,-0.43164063,0.00000000
0.22300000,-0.39453125,0.00000000
0.22400000,-0.35839844,0.00000000
0.22500000,-0.32421875,0.00000000
0.22600000,-0.29199219,0.00000000
0.22700000,-0.26171875,0.00000000
0.22800000,-0.23437500,0.00000000
0.22900000,-0.20898438,0.00000000
0.23000000,-0.18554688,0.00000000
0.23100000,-0.16503906,0.00000000
0.23200000,-0.14550781,0.00000000
0.23300000,-0.12792969,0.00000000
0.23400000,-0.11328125,0.00000000
0.23500000,-0.09863281,0.00000000
0.23600000,-0.08593750,0.00000000
0.23700000,-0.07519531,0.00000000
0.23800000,-0.06542969,0.00000000
0.23900000,-0.05664063,0.00000000
0.24000000,-0.04882813,0.00000000
0.24100000,-0.04296875,0.00000000
0.24200000,-0.03710938,0.00000000
0.24300000,-0.03125000,0.00000000
0.24400000,-0.02636719,0.00000000
0.24500000,-0.02343750,0.00000000
0.24600000,-0.01953125,0.00000000
0.24700000,-0.01660156,0.00000000
0.24800000,-0.01367188,0.00000000
0.24900000,-0.01171875,0.00000000
0.25000000,-0.00976563,0.00000000
0.25100000,-0.00878906,0.00000000
0.25200000,-0.00683594,0.00000000
0.25300000,-0.00585938,0.00000000
0.25400000,-0.00488281,0.00000000
0.25500000,-0.00390625,0.00000000
0.25600000,-0.00292969,0.00000000
0.25700000,-0.00292969,0.00000000
0.25800000,-0.00292969,0.00000000
0.25900000,-0.00195313,0.00000000
0.26000000,-0.00195313,0.00000000
0.26100000,-0.00097656,0.00000000
0.26200000,-0.00097656,0.00000000
0.26300000,0.00000000,0.00000000
0.26400000,0.00000000,0.00000000
0.26500000,0.00000000,0.00000000
0.26600000,0.00000000,0.00000000
0.26700000,0.00000000,0.00000000
0.26800000,0.00000000,0.00000000
0.26900000,0.00000000,0.00000000
