Time,step2,J1_w,J2_w,J3_w,J4_w,
0.912,1,3.49363,3.49363,3.49363,0.12,
0.915,1,3.47953,3.47953,3.47953,0.15,
0.918,1,3.46465,3.46465,3.46465,0.18,
0.921,1,3.44895,3.44895,3.44895,0.21,
0.924,1,3.43257,3.43257,3.43257,0.24,
0.927,1,3.41552,3.41552,3.41552,0.27,
0.93,1,3.39779,3.39779,3.39779,0.3,
0.933,1,3.37964,3.37964,3.37964,0.33,
0.936,1,3.36095,3.36095,3.36095,0.36,
0.939,1,3.34186,3.34186,3.34186,0.39,
0.942,1,3.32253,3.32253,3.32253,0.42,
0.945,1,3.30286,3.30286,3.30286,0.45,
0.948,1,3.28316,3.28316,3.28316,0.48,
0.951,1,3.26338,3.26338,3.26338,0.51,
0.954,1,3.24354,3.24354,3.24354,0.54,
0.957,1,3.22396,3.22396,3.22396,0.57,
0.96,1,3.20448,3.20448,3.20448,0.6,
0.963,1,3.18534,3.18534,3.18534,0.63,
0.966,1,3.16667,3.16667,3.16667,0.66,
0.969,1,3.14842,3.14842,3.14842,0.69,
0.972,1,3.13062,3.13062,3.13062,0.72,
0.975,1,3.1133,3.1133,3.1133,0.75,
0.978,1,3.0967,3.0967,3.0967,0.78,
0.981,1,3.08079,3.08079,3.08079,0.81,
0.984,1,3.06562,3.06562,3.06562,0.84,
0.987,1,3.05124,3.05124,3.05124,0.87,
0.99,1,3.03768,3.03768,3.03768,0.9,
0.993,1,3.02493,3.02493,3.02493,0.93,
0.996,1,3.01307,3.01307,3.01307,0.96,
0.999,1,3.00216,3.00216,3.00216,0.99,
1.002,1,2.9932,2.99186,2.99186,1.02,
1.005,1,2.98736,2.98144,2.98144,1.05,
1.008,1,2.98438,2.97097,2.97097,1.08,
1.011,1,2.98422,2.96045,2.96045,1.11,
1.014,1,2.9867,2.94987,2.94987,1.14,
1.017,1,2.9919,2.93924,2.93924,1.17,
1.02,1,2.9995,2.92855,2.92855,1.2,
1.023,1,3.00953,2.91781,2.91781,1.23,
1.026,1,3.02188,2.90702,2.90702,1.26,
1.029,1,3.03629,2.89617,2.89617,1.29,
1.032,1,3.05255,2.88526,2.88526,1.32,
1.035,1,3.07042,2.87431,2.87431,1.35,
1.038,1,3.08963,2.86329,2.86329,1.38,
1.041,1,3.11005,2.85223,2.85223,1.41,
1.044,1,3.13137,2.84111,2.84111,1.44,
1.047,1,3.15337,2.82993,2.82993,1.47,
1.05,1,3.17575,2.8187,2.8187,1.5,
1.053,1,3.19826,2.80741,2.80741,1.53,
1.056,1,3.22063,2.79607,2.79607,1.56,
1.059,1,3.24258,2.78468,2.78468,1.59,
1.062,1,3.26386,2.77323,2.77323,1.62,
1.065,1,3.28425,2.76172,2.76172,1.65,
1.068,1,3.30351,2.75016,2.75016,1.68,
1.071,1,3.32137,2.73855,2.73855,1.71,
1.074,1,3.33757,2.72688,2.72688,1.74,
1.077,1,3.35206,2.71515,2.71515,1.77,
1.08,1,3.36461,2.70337,2.70337,1.8,
1.083,1,3.37495,2.69154,2.69154,1.83,
1.086,1,3.38287,2.67964,2.67964,1.86,
1.089,1,3.38837,2.6677,2.6677,1.89,
1.092,1,3.39129,2.6557,2.6557,1.92,
1.095,1,3.39156,2.64364,2.64364,1.95,
1.098,1,3.38917,2.63153,2.63153,1.98,
1.101,1,3.38403,2.61936,2.61936,2.01,
1.104,1,3.37622,2.60713,2.60713,2.04,
1.107,1,3.36569,2.59485,2.59485,2.07,
1.11,1,3.35255,2.58252,2.58252,2.1,
1.113,1,3.33688,2.57013,2.57013,2.13,
1.116,1,3.31871,2.55768,2.55768,2.16,
1.119,1,3.29811,2.54518,2.54518,2.19,
1.122,1,3.27536,2.53262,2.53262,2.22,
1.125,1,3.25052,2.52001,2.52001,2.25,
1.128,1,3.22375,2.50734,2.50734,2.28,
1.131,1,3.19526,2.49461,2.49461,2.31,
1.134,1,3.16528,2.48183,2.48183,2.34,
1.137,1,3.13403,2.46899,2.46899,2.37,
1.14,1,3.10176,2.4561,2.4561,2.4,
1.143,1,3.06869,2.44315,2.44315,2.43,
1.146,1,3.03511,2.44009,2.44009,2.44009,
1.149,1,3.00138,2.44138,2.44138,2.44138,
1.152,1,2.9677,2.44264,2.44264,2.44264,
1.155,1,2.93433,2.44385,2.44385,2.44385,
1.158,1,2.90151,2.44503,2.44503,2.44503,
1.161,1,2.86956,2.44618,2.44618,2.44618,
1.164,1,2.83878,2.44728,2.44728,2.44728,
1.167,1,2.8092,2.44835,2.44835,2.44835,
1.17,1,2.78124,2.44938,2.44938,2.44938,
1.173,1,2.75497,2.45037,2.45037,2.45037,
1.176,1,2.73061,2.45133,2.45133,2.45133,
1.179,1,2.7084,2.45224,2.45224,2.45224,
1.182,1,2.68851,2.45312,2.45312,2.45312,
1.185,1,2.67106,2.45397,2.45397,2.45397,
1.188,1,2.65623,2.45477,2.45477,2.45477,
1.191,1,2.64415,2.45554,2.45554,2.45554,
1.194,1,2.63485,2.45627,2.45627,2.45627,
1.197,1,2.62849,2.45696,2.45696,2.45696,
1.2,1,2.62498,2.45762,2.45762,2.45762,
1.203,1,2.62444,2.45823,2.45823,2.45823,
1.206,1,2.62685,2.45881,2.45881,2.45881,
1.209,1,2.6321,2.45936,2.45936,2.45936,
1.212,1,2.64024,2.45986,2.45986,2.45986,
1.215,1,2.65105,2.46033,2.46033,2.46033,
1.218,1,2.66453,2.46075,2.46075,2.46075,
1.221,1,2.68051,2.46115,2.46115,2.46115,
1.224,1,2.69874,2.4615,2.4615,2.4615,
1.227,1,2.71915,2.46181,2.46181,2.46181,
1.23,1,2.74158,2.46209,2.46209,2.46209,
1.233,1,2.76583,2.46233,2.46233,2.46233,
1.236,1,2.79156,2.46254,2.46254,2.46254,
1.239,1,2.81863,2.4627,2.4627,2.4627,
1.242,1,2.84682,2.46283,2.46283,2.46283,
1.245,1,2.87589,2.46292,2.46292,2.46292,
1.248,1,2.90552,2.46297,2.46297,2.46297,
1.251,1,2.93547,2.46298,2.46298,2.46298,
1.254,1,2.96523,2.46298,2.46298,2.46298,
1.257,1,2.99451,2.46298,2.46298,2.46298,
1.26,1,3.02305,2.46298,2.46298,2.46298,
1.263,1,3.05086,2.46298,2.46298,2.46298,
1.266,1,3.07755,2.46298,2.46298,2.46298,
1.269,1,3.10297,2.46298,2.46298,2.46298,
1.272,1,3.12686,2.46298,2.46298,2.46298,
1.275,1,3.14898,2.46298,2.46298,2.46298,
1.278,1,3.16911,2.46298,2.46298,2.46298,
1.281,1,3.18704,2.46298,2.46298,2.46298,
1.284,1,3.20267,2.46298,2.46298,2.46298,
1.287,1,3.21583,2.46298,2.46298,2.46298,
1.29,1,3.22643,2.46298,2.46298,2.46298,
1.293,1,3.23436,2.46298,2.46298,2.46298,
1.296,1,3.23961,2.46298,2.46298,2.46298,
1.299,1,3.24216,2.46298,2.46298,2.46298,
1.302,1,3.24188,2.46298,2.46298,2.46298,
1.305,1,3.23868,2.46298,2.46298,2.46298,
1.308,1,3.23275,2.46298,2.46298,2.46298,
1.311,1,3.22402,2.46298,2.46298,2.46298,
1.314,1,3.21263,2.46298,2.46298,2.46298,
1.317,1,3.19868,2.46298,2.46298,2.46298,
1.32,1,3.18227,2.46298,2.46298,2.46298,
1.323,1,3.1636,2.46298,2.46298,2.46298,
1.326,1,3.14277,2.46298,2.46298,2.46298,
1.329,1,3.12004,2.46298,2.46298,2.46298,
1.332,1,3.09554,2.46298,2.46298,2.46298,
1.335,1,3.06955,2.46298,2.46298,2.46298,
1.338,1,3.04226,2.46298,2.46298,2.46298,
1.341,1,3.01392,2.46298,2.46298,2.46298,
1.344,1,2.9848,2.46298,2.46298,2.46298,
1.347,1,2.95513,2.46298,2.46298,2.46298,
1.35,1,2.9252,2.46298,2.46298,2.46298,
1.353,1,2.89525,2.46298,2.46298,2.46298,
1.356,1,2.86557,2.46298,2.46298,2.46298,
1.359,1,2.83641,2.46298,2.46298,2.46298,
1.362,1,2.80802,2.46298,2.46298,2.46298,
1.365,1,2.78065,2.46298,2.46298,2.46298,
1.368,1,2.75456,2.46298,2.46298,2.46298,
1.371,1,2.72997,2.46298,2.46298,2.46298,
1.374,1,2.70705,2.46298,2.46298,2.46298,
1.377,1,2.68607,2.46298,2.46298,2.46298,
1.38,1,2.66727,2.46298,2.46298,2.46298,
1.383,1,2.6506,2.46298,2.46298,2.46298,
1.386,1,2.63638,2.46298,2.46298,2.46298,
1.389,1,2.62477,2.46298,2.46298,2.46298,
1.392,1,2.61587,2.46298,2.46298,2.46298,
1.395,1,2.60971,2.46298,2.46298,2.46298,
1.398,1,2.60636,2.46298,2.46298,2.46298,
1.401,1,2.60583,2.46298,2.46298,2.46298,
1.404,1,2.60814,2.46298,2.46298,2.46298,
1.407,1,2.61323,2.46298,2.46298,2.46298,
1.41,1,2.6211,2.46298,2.46298,2.46298,
1.413,1,2.63162,2.46298,2.46298,2.46298,
1.416,1,2.64472,2.46298,2.46298,2.46298,
