time,y_sum,y_product,y_triggeredAdd,y_multiSwitch
0.0,1.0,0.0,0.0,4.0
0.10000000149,1.0,0.0,0.0,4.0
0.20000000298,1.0,0.0,0.0,4.0
0.30000000447,2.0,0.0,0.0,4.0
0.40000000596,2.0,0.0,0.0,4.0
0.50000000745,2.0,0.0,0.0,6.0
0.60000000894,2.0,0.0,0.0,6.0
0.70000001043,2.0,0.0,0.0,6.0
0.80000001192,2.0,0.0,0.0,6.0
0.90000001341,3.0,0.0,0.0,6.0
1.0000000149,3.0,0.0,1.0,4.0
1.10000001639,3.0,0.0,1.0,4.0
1.20000001788,3.0,0.0,1.0,4.0
1.30000001937,3.0,0.0,1.0,4.0
1.40000002086,3.0,0.0,1.0,4.0
1.50000002235,3.0,0.0,1.0,6.0
1.60000002384,4.0,0.0,1.0,2.0
1.70000002533,4.0,0.0,1.0,2.0
1.80000002682,4.0,0.0,1.0,2.0
1.90000002831,4.0,0.0,1.0,2.0
2.0000000298,7.0,21.0,2.0,4.0
2.10000003129,7.0,21.0,2.0,4.0
2.20000003278,7.0,21.0,2.0,4.0
2.30000003427,7.0,21.0,2.0,4.0
2.40000003576,7.0,21.0,2.0,4.0
2.50000003725,7.0,21.0,2.0,6.0
2.60000003874,7.0,21.0,2.0,6.0
2.70000004023,7.0,21.0,2.0,6.0
2.80000004172,7.0,21.0,2.0,6.0
2.90000004321,7.0,21.0,2.0,6.0
3.0000000447,7.0,21.0,3.0,4.0
3.10000004619,7.0,21.0,3.0,4.0
3.20000004768,7.0,21.0,3.0,4.0
3.30000004917,7.0,21.0,3.0,4.0
3.40000005066,7.0,21.0,3.0,4.0
3.50000005215,6.0,18.0,3.0,6.0
3.60000005364,6.0,18.0,3.0,2.0
3.70000005513,6.0,18.0,3.0,2.0
3.80000005662,6.0,18.0,3.0,2.0
3.90000005811,6.0,18.0,3.0,2.0
4.0000000596,6.0,18.0,4.0,4.0
4.10000006109,6.0,18.0,4.0,4.0
4.20000006258,5.0,15.0,4.0,4.0
4.30000006407,5.0,15.0,4.0,4.0
4.40000006556,5.0,15.0,4.0,4.0
4.50000006705,5.0,15.0,4.0,6.0
4.60000006854,5.0,15.0,4.0,6.0
4.70000007003,5.0,15.0,4.0,6.0
4.80000007152,4.0,12.0,4.0,6.0
4.90000007301,4.0,12.0,4.0,6.0
5.0000000745,4.0,12.0,5.0,4.0
5.10000007599,4.0,12.0,5.0,4.0
5.20000007748,4.0,12.0,5.0,4.0
5.30000007897,3.0,9.0,5.0,4.0
5.40000008046,3.0,9.0,5.0,4.0
5.50000008195,3.0,9.0,5.0,6.0
5.60000008344,3.0,9.0,5.0,2.0
5.70000008493,3.0,9.0,5.0,2.0
5.80000008642,3.0,9.0,5.0,2.0
5.90000008791,2.0,6.0,5.0,2.0
6.0000000894,2.0,6.0,6.0,4.0
6.10000009089,2.0,6.0,6.0,4.0
6.20000009238,2.0,6.0,6.0,4.0
6.30000009387,2.0,6.0,6.0,4.0
6.40000009536,2.0,6.0,6.0,4.0
6.50000009685,2.0,6.0,6.0,6.0
6.60000009834,1.0,3.0,6.0,6.0
6.70000009983,1.0,3.0,6.0,6.0
6.80000010132,1.0,3.0,6.0,6.0
6.90000010281,1.0,3.0,6.0,6.0
7.0000001043,1.0,3.0,7.0,4.0
7.10000010579,1.0,3.0,7.0,4.0
7.20000010728,1.0,3.0,7.0,4.0
7.30000010877,1.0,3.0,7.0,4.0
7.40000011026,1.0,3.0,7.0,4.0
7.50000011175,1.0,3.0,7.0,6.0
7.60000011324,1.0,3.0,7.0,2.0
7.70000011473,1.0,3.0,7.0,2.0
7.80000011622,1.0,3.0,7.0,2.0
7.90000011771,1.0,3.0,7.0,2.0
8.0000001192,1.0,3.0,8.0,4.0
8.10000012069,1.0,3.0,8.0,4.0
8.20000012218,1.0,3.0,8.0,4.0
8.30000012367,1.0,3.0,8.0,4.0
8.40000012516,1.0,3.0,8.0,4.0
8.50000012665,2.0,6.0,8.0,6.0
8.60000012814,2.0,6.0,8.0,6.0
8.70000012963,2.0,6.0,8.0,6.0
8.80000013112,2.0,6.0,8.0,6.0
8.90000013261,2.0,6.0,8.0,6.0
9.0000001341,2.0,6.0,9.0,4.0
9.10000013559,2.0,6.0,9.0,4.0
9.20000013708,3.0,9.0,9.0,4.0
9.30000013857,3.0,9.0,9.0,4.0
9.40000014006,3.0,9.0,9.0,4.0
9.50000014155,3.0,9.0,9.0,6.0
9.60000014304,3.0,9.0,9.0,2.0
9.70000014453,3.0,9.0,9.0,2.0
9.80000014602,4.0,12.0,9.0,2.0
9.90000014751,4.0,12.0,9.0,2.0
10.000000149,4.0,12.0,10.0,4.0
