"time","Capacitor1.v","IdealDiode3.off"
0,282.8427125,1
0.0001,282.8427125,1
0.0002,282.8427125,1
0.0003,282.8427125,1
0.0004,282.8427125,1
0.0005,282.8427125,1
0.0006,282.8427125,1
0.0007,282.8427125,1
0.0008,282.8427125,1
0.0009,282.8427125,1
0.001,282.8427125,1
0.0011,282.8427125,1
0.0012,282.8427125,1
0.0013,282.8427125,1
0.0014,282.8427125,1
0.0015,282.8427125,1
0.0016,282.8427125,1
0.0017,282.8427125,1
0.0018,282.8427125,1
0.0019,282.8427125,1
0.002,282.8427125,1
0.0021,282.8427125,1
0.0022,282.8427125,1
0.0023,282.8427125,1
0.0024,282.8427125,1
0.0025,282.8427125,1
0.0026,282.8427125,1
0.0027,282.8427125,1
0.0028,282.8427125,1
0.0029,282.8427125,1
0.003,282.8427125,1
0.0031,282.8427125,1
0.0032,282.8427125,1
0.0033,282.8427125,1
0.0034,282.8427125,1
0.0035,282.8427125,1
0.0036,282.8427125,1
0.0037,282.8427125,1
0.0038,282.8427125,1
0.0039,282.8427125,1
0.004,282.8427125,1
0.0041,282.8427125,1
0.0042,282.8427125,1
0.0043,282.8427125,1
0.0044,282.8427125,1
0.0045,282.8427125,1
0.0046,282.8427125,1
0.0047,282.8427125,1
0.0048,282.8427125,1
0.0049,282.8427125,1
0.005,282.8427125,1
0.0051,282.8427125,1
0.0052,282.8427125,1
0.0053,282.8427125,1
0.0054,282.8427125,1
0.0055,282.8427125,1
0.0056,282.8427125,1
0.0057,282.8427125,1
0.0058,282.8427125,1
0.0059,282.8427125,1
0.006,282.8427125,1
0.0061,282.8427125,1
0.0062,282.8427125,1
0.0063,282.8427125,1
0.0064,282.8427125,1
0.0065,282.8427125,1
0.0066,282.8427125,1
0.0067,282.8427125,1
0.0068,282.8427125,1
0.0069,282.8427125,1
0.007,282.8427125,1
0.0071,282.8427125,1
0.0072,282.8427125,1
0.0073,282.8427125,1
0.0074,282.8427125,1
0.0075,282.8427125,1
0.0076,282.8427125,1
0.0077,282.8427125,1
0.0078,282.8427125,1
0.0079,282.8427125,1
0.008,282.8427125,1
0.0081,282.8427125,1
0.0082,282.8427125,1
0.0083,282.8427125,1
0.0084,282.8427125,1
0.0085,282.8427125,1
0.0086,282.8427125,1
0.0087,282.8427125,1
0.0088,282.8427125,1
0.0089,282.8427125,1
0.009,282.8427125,1
0.0091,282.8427125,1
0.0092,282.8427125,1
0.0093,282.8427125,1
0.0094,282.8427125,1
0.0095,282.8427125,1
0.0096,282.8427125,1
0.0097,282.8427125,1
0.0098,282.8427125,1
0.0099,282.8427125,1
0.01,282.8427125,1
0.0101,282.8427125,1
0.0102,282.8427125,1
0.0103,282.8427125,1
0.0104,282.8427125,1
0.0105,282.8427125,1
0.0106,282.8427125,1
0.0107,282.8427125,1
0.0108,282.8427125,1
0.0109,282.8427125,1
0.011,282.8427125,1
0.0111,282.8427125,1
0.0112,282.8427125,1
0.0113,282.8427125,1
0.0114,282.8427125,1
0.0115,282.8427125,1
0.0116,282.8427125,1
0.0117,282.8427125,1
0.0118,282.8427125,1
0.0119,282.8427125,1
0.012,282.8427125,1
0.0121,282.8427125,1
0.0122,282.8427125,1
0.0123,282.8427125,1
0.0124,282.8427125,1
0.0125,282.8427125,1
0.0126,282.8427125,1
0.0127,282.8427125,1
0.0128,282.8427125,1
0.0129,282.8427125,1
0.013,282.8427125,1
0.0131,282.8427125,1
0.0132,282.8427125,1
0.0133,282.8427125,1
0.0134,282.8427125,1
0.0135,282.8427125,1
0.0136,282.8427125,1
0.0137,282.8427125,1
0.0138,282.8427125,1
0.0139,282.8427125,1
0.014,282.8427125,1
0.0141,282.8427125,1
0.0142,282.8427125,1
0.0143,282.8427125,1
0.0144,282.8427125,1
0.0145,282.8427125,1
0.0146,282.8427125,1
0.0147,282.8427125,1
0.0148,282.8427125,1
0.0149,282.8427125,1
0.015,282.8427125,1
0.0151,282.8427125,1
0.0152,282.8427125,1
0.0153,282.8427125,1
0.0154,282.8427125,1
0.0155,282.8427125,1
0.0156,282.8427125,1
0.0157,282.8427125,1
0.0158,282.8427125,1
0.0159,282.8427125,1
0.016,282.8427125,1
0.0161,282.8427125,1
0.0162,282.8427125,1
0.0163,282.8427125,1
0.0164,282.8427125,1
0.0165,282.8427125,1
0.0166,282.8427125,1
0.0167,282.8427125,1
0.0168,282.8427125,1
0.0169,282.8427125,1
0.017,282.8427125,1
0.0171,282.8427125,1
0.0172,282.8427125,1
0.0173,282.8427125,1
0.0174,282.8427125,1
0.0175,282.8427125,1
0.0176,282.8427125,1
0.0177,282.8427125,1
0.0178,282.8427125,1
0.0179,282.8427125,1
0.018,282.8427125,1
0.0181,282.8427125,1
0.0182,282.8427125,1
0.0183,282.8427125,1
0.0184,282.8427125,1
0.0185,282.8427125,1
0.0186,282.8427125,1
0.0187,282.8427125,1
0.0188,282.8427125,1
0.0189,282.8427125,1
0.019,282.8427125,1
0.0191,282.8427125,1
0.0192,282.8427125,1
0.0193,282.8427125,1
0.0194,282.8427125,1
