"Time","step2","J1_w","J2_w","J3_w","J4_w"
0.000000000000000E+00,0.000000000000000E+00,1.000000000000000E+01,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
1.000000000000000E-03,0.000000000000000E+00,9.990192982931500E+00,9.999996239814700E-03,2.713107516427700E-15,2.713076080030900E-15
2.000000000000000E-03,0.000000000000000E+00,9.980689014450199E+00,1.999998183611900E-02,1.321859288694300E-15,1.321776326267400E-15
3.000000000000000E-03,0.000000000000000E+00,9.971497218336999E+00,2.999991746115800E-02,4.333339242990100E-15,4.333199787384400E-15
4.000000000000000E-03,0.000000000000000E+00,9.962613334813801E+00,3.999980855692400E-02,3.753941602013800E-15,3.753737894027100E-15
5.000000000000000E-03,0.000000000000000E+00,9.954030376561500E+00,4.999966404994200E-02,4.274358644806900E-15,4.274078345427900E-15
6.000000000000000E-03,0.000000000000000E+00,9.945751820435399E+00,5.999935874210700E-02,3.504141421473200E-15,3.503739870071400E-15
7.000000000000000E-03,0.000000000000000E+00,9.937777202194299E+00,6.999890935028601E-02,1.748601263784600E-15,1.748038115418700E-15
8.000000000000000E-03,0.000000000000000E+00,9.930105084282999E+00,7.999836763941399E-02,2.831068712794100E-15,2.830316986355800E-15
8.999999999999999E-03,0.000000000000000E+00,9.922735466701400E+00,8.999773360948800E-02,3.136380044566100E-15,3.135412758946800E-15
1.000000000000000E-02,0.000000000000000E+00,9.915668349449600E+00,9.999700726050900E-02,2.706168622523800E-15,2.704958796615200E-15
1.100000000000000E-02,0.000000000000000E+00,9.908903732527500E+00,1.099961885924800E-01,3.316791286067700E-15,3.315311938761300E-15
1.200000000000000E-02,0.000000000000000E+00,9.902353271013100E+00,1.199948194705600E-01,3.594347042223900E-15,3.592730001611400E-15
1.300000000000000E-02,0.000000000000000E+00,9.896061856090000E+00,1.299931326892800E-01,3.247402347028600E-15,3.245698744622400E-15
1.400000000000000E-02,0.000000000000000E+00,9.890052691232400E+00,1.399912485761100E-01,3.719247132494300E-15,3.717466389145700E-15
1.500000000000000E-02,0.000000000000000E+00,9.884325776440100E+00,1.499891671310300E-01,3.191891195797300E-15,3.190042732357300E-15
1.600000000000000E-02,0.000000000000000E+00,9.878881111713300E+00,1.599868883540700E-01,3.497202527569200E-15,3.495295764889000E-15
1.700000000000000E-02,0.000000000000000E+00,9.873718697051800E+00,1.699844122452000E-01,4.607425552194400E-15,4.605469911125000E-15
1.800000000000000E-02,0.000000000000000E+00,9.868838532455801E+00,1.799817388044400E-01,2.997602166487900E-15,2.995607067880600E-15
1.900000000000000E-02,0.000000000000000E+00,9.864240617925200E+00,1.899788680317800E-01,3.941291737419300E-15,3.939266602125000E-15
2.000000000000000E-02,0.000000000000000E+00,9.859924953460000E+00,1.999757999272200E-01,3.941291737419300E-15,3.939245986289300E-15
2.100000000000000E-02,0.000000000000000E+00,9.855891539060201E+00,2.099725344907600E-01,2.969846590872300E-15,2.967789644757600E-15
2.200000000000000E-02,0.000000000000000E+00,9.852057047333100E+00,2.199688279952200E-01,1.332267629550200E-15,1.330198361925100E-15
