"time","Ball1_pos","Ball2_pos","Ball1_vel","Ball2_vel"
0,10,10,15,15
0.01,10.15,10.15,14.902,14.902
0.02,10.298,10.298,14.804,14.804
0.03,10.446,10.446,14.706,14.706
0.04,10.592,10.592,14.608,14.608
0.05,10.738,10.738,14.51,14.51
0.06,10.882,10.882,14.411,14.411
0.07,11.026,11.026,14.313,14.313
0.08,11.169,11.169,14.215,14.215
0.09,11.31,11.31,14.117,14.117
0.1,11.451,11.451,14.019,14.019
0.11,11.591,11.591,13.921,13.921
0.12,11.729,11.729,13.823,13.823
0.13,11.867,11.867,13.725,13.725
0.14,12.004,12.004,13.627,13.627
0.15,12.14,12.14,13.529,13.529
0.16,12.274,12.274,13.43,13.43
0.17,12.408,12.408,13.332,13.332
0.18,12.541,12.541,13.234,13.234
0.19,12.673,12.673,13.136,13.136
0.2,12.804,12.804,13.038,13.038
0.21,12.934,12.934,12.94,12.94
0.22,13.063,13.063,12.842,12.842
0.23,13.191,13.191,12.744,12.744
0.24,13.317,13.317,12.646,12.646
0.25,13.443,13.443,12.548,12.548
0.26,13.568,13.568,12.449,12.449
0.27,13.692,13.692,12.351,12.351
0.28,13.815,13.815,12.253,12.253
0.29,13.937,13.937,12.155,12.155
0.3,14.059,14.059,12.057,12.057
0.31,14.179,14.179,11.959,11.959
0.32,14.298,14.298,11.861,11.861
0.33,14.416,14.416,11.763,11.763
0.34,14.533,14.533,11.665,11.665
0.35,14.649,14.649,11.567,11.567
0.36,14.764,14.764,11.468,11.468
0.37,14.879,14.879,11.37,11.37
0.38,14.992,14.992,11.272,11.272
0.39,15.104,15.104,11.174,11.174
0.4,15.215,15.215,11.076,11.076
0.41,15.325,15.325,10.978,10.978
0.42,15.435,15.435,10.88,10.88
0.43,15.543,15.543,10.782,10.782
0.44,15.65,15.65,10.684,10.684
0.45,15.757,15.757,10.586,10.586
0.46,15.862,15.862,10.487,10.487
0.47,15.966,15.966,10.389,10.389
0.48,16.07,16.07,10.291,10.291
0.49,16.172,16.172,10.193,10.193
0.5,16.274,16.274,10.095,10.095
0.51,16.374,16.374,9.9969,9.9969
0.52,16.474,16.474,9.8988,9.8988
0.53,16.572,16.572,9.8007,9.8007
0.54,16.67,16.67,9.7026,9.7026
0.55,16.766,16.766,9.6045,9.6045
0.56,16.862,16.862,9.5064,9.5064
0.57,16.956,16.956,9.4083,9.4083
0.58,17.05,17.05,9.3102,9.3102
0.59,17.143,17.143,9.2121,9.2121
0.6,17.234,17.234,9.114,9.114
0.61,17.325,17.325,9.0159,9.0159
0.62,17.415,17.415,8.9178,8.9178
0.63,17.503,17.503,8.8197,8.8197
0.64,17.591,17.591,8.7216,8.7216
0.65,17.678,17.678,8.6235,8.6235
0.66,17.763,17.763,8.5254,8.5254
0.67,17.848,17.848,8.4273,8.4273
0.68,17.932,17.932,8.3292,8.3292
0.69,18.015,18.015,8.2311,8.2311
0.7,18.097,18.097,8.133,8.133
0.71,18.177,18.177,8.0349,8.0349
