"time","iAC1@modelica_icon","iAC2@modelica_icon","iAC3@modelica_icon","uAC1@modelica_icon","uAC2@modelica_icon","uAC3@modelica_icon"
0.0016013,0.45023,-0.923735,0.473505,483.969,-495.606,11.6372
0.0016413,0.45885,-0.926758,0.467909,487.611,-492.141,4.52932
0.0016813,0.467315,-0.929472,0.462157,491.177,-488.597,-2.57923
0.0017213,0.475626,-0.931877,0.456251,494.664,-484.977,-9.68738
0.0017613,0.48378,-0.933972,0.450192,498.074,-481.28,-16.794
0.0018013,0.491777,-0.935758,0.443981,501.405,-477.507,-23.898
0.0018413,0.499615,-0.937234,0.437619,504.657,-473.659,-30.9982
0.0018813,0.507294,-0.938402,0.431107,507.829,-469.736,-38.0935
0.0019213,1.08755,-1.50813,0.420575,507.03,-463.803,-43.2275
0.0019613,3.1177,-3.52712,0.409422,505.703,-457.563,-48.1408
0.0020014,6.58902,-6.9872,0.398175,504.384,-451.28,-53.1039
0.0020415,11.4669,-11.8538,0.386866,503.078,-444.972,-58.1056
0.0020816,17.7185,-18.094,0.375495,501.789,-438.643,-63.1468
0.0021217,25.3098,-25.6739,0.364065,500.522,-432.294,-68.2284
0.0021618,34.2053,-34.5579,0.352577,499.28,-425.928,-73.3512
0.0022019,44.3683,-44.7094,0.341033,498.065,-419.549,-78.516
0.002242,55.7609,-56.0903,0.329435,496.882,-413.158,-83.7235
0.0022821,68.3437,-68.6615,0.317784,495.733,-406.759,-88.9743
0.0023222,82.0766,-82.3827,0.306083,494.622,-400.353,-94.2691
0.0023623,96.9181,-97.2125,0.294334,493.551,-393.943,-99.6084
0.0024024,112.826,-113.108,0.282538,492.523,-387.531,-104.993
0.0024425,129.756,-130.026,0.270697,491.542,-381.119,-110.422
0.0024826,147.664,-147.922,0.258813,490.608,-374.711,-115.898
0.0025227,166.504,-166.751,0.246888,489.726,-368.307,-121.419
0.0025628,186.23,-186.465,0.234923,488.897,-361.91,-126.987
0.0026029,206.795,-207.018,0.222922,488.124,-355.523,-132.601
0.002643,228.151,-228.361,0.210885,487.408,-349.147,-138.261
0.0026831,250.248,-250.447,0.198815,486.752,-342.783,-143.968
0.0027232,273.038,-273.224,0.186713,486.157,-336.435,-149.722
0.0027633,296.469,-296.644,0.174581,485.625,-330.103,-155.522
0.0028034,320.492,-320.654,0.162422,485.158,-323.79,-161.368
0.0028435,345.055,-345.205,0.150237,484.757,-317.497,-167.26
0.0028836,370.105,-370.243,0.138028,484.423,-311.225,-173.197
0.0029237,395.591,-395.717,0.125797,484.157,-304.977,-179.18
0.0029638,421.46,-421.574,0.113546,483.961,-298.754,-185.207
0.0030039,447.659,-447.76,0.101278,483.836,-292.557,-191.279
0.003044,474.134,-474.223,0.0889928,483.781,-286.387,-197.394
0.0030841,500.832,-500.909,0.0766938,483.798,-280.246,-203.552
0.0031242,527.698,-527.763,0.0643827,483.886,-274.134,-209.752
0.0031643,554.679,-554.731,0.0520613,484.047,-268.054,-215.993
0.0032044,581.721,-581.761,0.0397317,484.28,-262.006,-222.274
0.0032445,608.769,-608.797,0.0273958,484.586,-255.991,-228.595
0.0032846,635.77,-635.785,0.0150555,484.963,-250.009,-234.954
0.0033247,662.669,-662.672,0.00271284,485.413,-244.063,-241.35
0.0033648,689.412,-689.403,-0.00963025,485.933,-238.152,-247.782
0.0034049,715.947,-715.925,-0.0219718,486.525,-232.277,-254.248
0.003445,742.218,-742.183,-0.0343099,487.187,-226.438,-260.748
0.0034851,768.173,-768.126,-0.0466425,487.917,-220.637,-267.28
0.0035252,793.759,-793.7,-0.0589677,488.716,-214.874,-273.842
0.0035653,818.923,-818.852,-0.0712836,489.582,-209.149,-280.433
0.0036054,843.614,-843.53,-0.0835882,490.514,-203.463,-287.051
0.0036455,867.779,-867.683,-0.0958794,491.51,-197.815,-293.695
0.0036856,891.368,-891.26,-0.108156,492.568,-192.206,-300.362
0.0037257,914.33,-914.209,-0.120414,493.688,-186.637,-307.051
0.0037658,936.615,-936.482,-0.132654,494.867,-181.106,-313.76
0.0038059,958.174,-958.029,-0.144873,496.102,-175.615,-320.488
0.003846,978.959,-978.802,-0.157069,497.393,-170.162,-327.231
0.0038861,998.922,-998.753,-0.16924,498.737,-164.748,-333.988
0.0039261,1017.97,-1017.79,-0.181353,500.127,-159.387,-340.74
0.0039661,1036.11,-1035.91,-0.193438,501.566,-154.063,-347.502
0.0040061,1053.29,-1053.08,-0.205493,503.049,-148.778,-354.271
0.0040461,1069.47,-1069.25,-0.217515,504.575,-143.53,-361.045
0.0040861,1084.61,-1084.38,-0.229503,506.14,-138.319,-367.822
0.0041261,1098.67,-1098.43,-0.241454,507.743,-133.144,-374.599
0.0041661,1111.61,-1111.35,-0.253368,509.379,-128.006,-381.373
0.0042061,1123.38,-1123.11,-0.265241,511.046,-122.902,-388.143
0.0042461,1133.95,-1133.67,-0.277072,512.74,-117.833,-394.906
0.0042861,1143.28,-1142.99,-0.28886,514.458,-112.799,-401.659
0.0043261,1151.34,-1151.04,-0.300602,516.196,-107.797,-408.399
0.0043661,1158.08,-1157.77,-0.312297,517.952,-102.828,-415.125
0.0044061,1163.49,-1163.16,-0.323942,519.722,-97.8895,-421.832
0.0044461,1167.51,-1167.18,-0.335536,521.501,-92.982,-428.519
0.0044861,1170.14,-1169.79,-0.347078,523.286,-88.104,-435.182
0.0045261,1171.33,-1170.97,-0.358564,525.073,-83.2545,-441.819
0.0045661,1171.05,-1170.68,-0.369994,526.859,-78.4324,-448.426
0.0046061,1169.29,-1168.9,-0.381365,528.639,-73.6367,-455.002
0.0046461,1166.01,-1165.61,-0.392676,530.409,-68.8662,-461.543
0.0046861,1161.19,-1160.79,-0.403925,532.165,-64.1198,-468.045
0.0047261,1154.81,-1154.4,-0.415111,533.903,-59.3962,-474.507
0.0047661,1146.86,-1146.43,-0.42623,535.619,-54.6943,-480.925
0.0048061,1137.31,-1136.87,-0.437283,537.309,-50.0127,-487.296
0.0048461,1126.14,-1125.69,-0.448266,538.967,-45.3503,-493.617
0.0048861,1113.33,-1112.88,-0.459179,540.59,-40.7056,-499.885
0.0049261,1098.89,-1098.42,-0.470019,542.174,-36.0773,-506.097
0.0049661,1082.78,-1082.3,-0.480785,543.713,-31.4641,-512.249
0.0050061,1065.01,-1064.52,-0.491475,545.204,-26.8646,-518.34
0.0050461,1045.56,-1045.06,-0.502087,546.643,-22.2775,-524.365
0.0050861,1024.43,-1023.92,-0.51262,548.023,-17.7012,-530.322
0.0051261,1001.61,-1001.08,-0.523072,549.342,-13.1344,-536.207
0.0051661,977.09,-976.557,-0.533442,550.594,-8.57561,-542.018
0.0052061,950.878,-950.334,-0.543727,551.774,-4.02344,-547.751
0.0052461,923.02,-922.364,-0.65591,552.88,-0.921707,-551.958
0.0052861,894.237,-891.929,-2.30858,553.906,-0.889619,-553.017
0.0053261,864.763,-858.799,-5.964,554.851,-0.852834,-553.999
0.0053661,834.599,-822.981,-11.6183,555.714,-0.811362,-554.902
0.0054061,803.747,-784.479,-19.2678,556.491,-0.76521,-555.726
0.0054461,772.209,-743.3,-28.9087,557.182,-0.714391,-556.468
0.0054861,739.989,-699.452,-40.5374,557.785,-0.658914,-557.126
0.0055261,707.093,-652.943,-54.1503,558.298,-0.598792,-557.699
0.0055661,673.525,-603.781,-69.7438,558.718,-0.534037,-558.184
0.0056061,639.292,-551.977,-87.3146,559.045,-0.464662,-558.58
0.0056461,604.401,-497.542,-106.859,559.276,-0.390682,-558.886
0.0056861,568.86,-440.486,-128.374,559.411,-0.312111,-559.099
0.0057261,532.679,-380.822,-151.857,559.446,-0.228965,-559.217
0.0057661,495.866,-318.563,-177.303,559.381,-0.141259,-559.24
0.0058061,458.433,-253.722,-204.711,559.213,-0.0490111,-559.164
0.0058461,420.39,-186.314,-234.076,558.942,0.0477619,-558.99
0.0058861,381.751,-116.355,-265.396,558.566,0.149042,-558.715
0.0059261,342.528,-43.8595,-298.668,558.082,0.254809,-558.337
0.0059661,318.419,-0.21396,-318.205,385.912,171.952,-557.864
0.0060061,316.807,-0.201928,-316.605,379.649,177.721,-557.37
0.0060461,315.848,-0.189864,-315.658,373.369,183.505,-556.874
0.0060861,315.513,-0.177771,-315.335,367.074,189.304,-556.378
0.0061261,315.774,-0.165649,-315.608,360.766,195.117,-555.883
0.0061661,316.599,-0.153501,-316.446,354.446,200.945,-555.391
0.0062061,317.96,-0.141328,-317.818,348.115,206.787,-554.902
0.0062461,319.824,-0.129134,-319.694,341.776,212.642,-554.419
0.0062861,322.16,-0.116919,-322.043,335.431,218.512,-553.942
0.0063261,324.936,-0.104686,-324.832,329.079,224.394,-553.473
0.0063661,328.121,-0.0924357,-328.028,322.724,230.289,-553.013
0.0064061,331.68,-0.0801711,-331.6,316.367,236.196,-552.563
0.0064461,335.582,-0.0678939,-335.514,310.009,242.115,-552.123
0.0064861,339.792,-0.055606,-339.737,303.651,248.044,-551.695
0.0065261,344.278,-0.0433093,-344.235,297.294,253.985,-551.279
0.0065661,349.005,-0.0310058,-348.974,290.941,259.935,-550.876
0.0066061,353.939,-0.0186974,-353.92,284.592,265.894,-550.486
0.0066461,359.046,-0.00638602,-359.039,278.248,271.862,-550.11
0.0066861,364.291,0.00592636,-364.297,271.911,277.837,-549.747
0.0067261,369.64,0.0182378,-369.658,265.581,283.819,-549.4
0.0067661,375.058,0.0305464,-375.089,259.26,289.806,-549.067
0.0068061,380.511,0.0428501,-380.554,252.949,295.799,-548.748
0.0068461,385.964,0.0551471,-386.019,246.648,301.796,-548.444
0.0068861,391.383,0.0674354,-391.45,240.359,307.795,-548.154
0.0069261,396.732,0.079713,-396.812,234.083,313.796,-547.879
0.0069661,401.978,0.091978,-402.07,227.82,319.798,-547.618
0.0070061,407.087,0.104229,-407.191,221.571,325.799,-547.37
0.0070461,412.023,0.116463,-412.14,215.336,331.799,-547.135
0.0070861,416.755,0.128678,-416.883,209.117,337.796,-546.913
0.0071261,421.247,0.140874,-421.387,202.914,343.788,-546.702
0.0071661,425.466,0.153047,-425.619,196.728,349.775,-546.503
0.0072061,429.38,0.165196,-429.545,190.559,355.755,-546.314
0.0072461,432.956,0.177318,-433.133,184.408,361.726,-546.134
0.0072861,436.161,0.189413,-436.351,178.275,367.688,-545.963
0.0073261,438.964,0.201478,-439.166,172.16,373.639,-545.799
0.0073661,441.334,0.213511,-441.547,166.065,379.576,-545.641
0.0074061,443.239,0.225511,-443.464,159.988,385.499,-545.487
0.0074461,444.649,0.237475,-444.886,153.931,391.406,-545.337
0.0074861,445.534,0.249401,-445.783,147.894,397.295,-545.19
0.0075261,445.865,0.261288,-446.126,141.877,403.165,-545.042
0.0075661,445.613,0.273133,-445.886,135.88,409.014,-544.894
0.0076061,444.751,0.284936,-445.036,129.903,414.84,-544.743
0.0076461,443.25,0.296693,-443.547,123.947,420.641,-544.588
0.0076861,441.085,0.308404,-441.393,118.011,426.415,-544.426
0.0077261,438.229,0.320066,-438.549,112.095,432.161,-544.256
0.0077661,434.657,0.331677,-434.988,106.2,437.877,-544.077
0.0078061,430.344,0.343236,-430.687,100.324,443.561,-543.885
0.0078462,425.254,0.35477,-425.609,94.4544,449.225,-543.679
0.0078863,419.373,0.366247,-419.739,88.6046,454.852,-543.457
0.0079264,412.679,0.377666,-413.057,82.7746,460.441,-543.216
0.0079665,405.151,0.389026,-405.54,76.9643,465.99,-542.955
0.0080066,396.769,0.400323,-397.169,71.1734,471.497,-542.67
0.0080467,387.513,0.411557,-387.924,65.4016,476.959,-542.36
0.0080868,377.364,0.422725,-377.787,59.6486,482.375,-542.023
0.0081269,366.306,0.433827,-366.74,53.9141,487.741,-541.656
0.008167,354.321,0.44486,-354.766,48.1977,493.058,-541.255
0.0082071,341.395,0.455822,-341.851,42.499,498.321,-540.82
0.0082472,327.512,0.466711,-327.979,36.8176,503.529,-540.347
0.0082873,312.66,0.477527,-313.137,31.1531,508.681,-539.834
0.0083274,296.826,0.488267,-297.314,25.505,513.772,-539.277
0.0083675,279.998,0.498929,-280.497,19.8729,518.803,-538.675
0.0084076,262.167,0.509512,-262.676,14.2561,523.769,-538.025
0.0084477,243.323,0.520015,-243.843,8.65432,528.67,-537.324
0.0084878,223.458,0.530435,-223.989,3.0669,533.502,-536.569
0.0085279,202.419,0.833863,-203.253,0.201585,535.556,-535.757
0.008568,179.275,3.28124,-182.556,0.175994,534.712,-534.888
0.0086081,153.861,8.18979,-162.051,0.145671,533.817,-533.962
0.0086482,126.175,15.5504,-141.726,0.110625,532.869,-532.979
0.0086883,96.218,25.3536,-121.572,0.0708644,531.869,-531.94
0.0087284,63.9882,37.5892,-101.577,0.0263989,530.819,-530.845
0.0087685,29.4856,52.247,-81.7325,-0.0227614,529.718,-529.695
0.0088086,0.358276,65.4919,-65.8502,-85.1459,528.568,-443.422
0.0088487,0.346759,65.4378,-65.7845,-90.3217,527.403,-437.081
0.0088888,0.335187,66.6151,-66.9503,-95.5269,526.242,-430.715
0.0089289,0.323563,68.994,-69.3176,-100.762,525.088,-424.325
0.008969,0.311886,72.5433,-72.8551,-106.029,523.944,-417.915
0.0090091,0.300161,77.2305,-77.5307,-111.326,522.813,-411.487
0.0090492,0.288388,83.0224,-83.3108,-116.656,521.699,-405.043
0.0090893,0.276568,89.8843,-90.1609,-122.018,520.604,-398.586
0.0091294,0.264706,97.7808,-98.0455,-127.412,519.531,-392.118
0.0091695,0.252801,106.675,-106.928,-132.84,518.482,-385.641
0.0092096,0.240856,116.53,-116.771,-138.302,517.46,-379.158
0.0092497,0.228872,127.307,-127.536,-143.797,516.467,-372.67
0.0092898,0.216853,138.967,-139.183,-149.327,515.506,-366.18
0.0093299,0.204799,151.469,-151.673,-154.89,514.579,-359.689
0.00937,0.192712,164.772,-164.965,-160.488,513.689,-353.201
0.0094101,0.180595,178.835,-179.016,-166.12,512.836,-346.716
0.0094502,0.168449,193.615,-193.784,-171.787,512.023,-340.236
0.0094903,0.156277,209.07,-209.226,-177.488,511.253,-333.765
0.0095304,0.144079,225.154,-225.298,-183.223,510.525,-327.302
0.0095705,0.131859,241.824,-241.956,-188.992,509.843,-320.851
0.0096106,0.119618,259.035,-259.155,-194.794,509.206,-314.412
0.0096507,0.107358,276.741,-276.849,-200.63,508.618,-307.988
0.0096908,0.0950809,294.897,-294.992,-206.499,508.078,-301.58
0.0097309,0.0827887,313.456,-313.538,-212.4,507.588,-295.189
0.009771,0.0704833,332.371,-332.441,-218.333,507.149,-288.816
0.0098111,0.0581668,351.595,-351.653,-224.298,506.762,-282.464
0.0098512,0.045841,371.081,-371.127,-230.293,506.427,-276.134
0.0098913,0.033508,390.782,-390.816,-236.318,506.145,-269.826
0.0099314,0.0211696,410.65,-410.671,-242.373,505.915,-263.543
0.0099715,0.00882792,430.637,-430.646,-248.456,505.74,-257.284
0.0100116,-0.0035152,450.695,-450.691,-254.567,505.618,-251.051
0.0100517,-0.0158578,470.776,-470.76,-260.704,505.55,-244.846
0.0100918,-0.0281978,490.832,-490.804,-266.866,505.535,-238.669
0.0101319,-0.0405334,510.816,-510.775,-273.054,505.574,-232.52
0.010172,-0.0528625,530.679,-530.626,-279.264,505.665,-226.401
0.0102121,-0.0651833,550.374,-550.309,-285.496,505.81,-220.313
0.0102522,-0.0774937,569.854,-569.777,-291.75,506.006,-214.256
0.0102923,-0.0897918,589.072,-588.982,-298.023,506.253,-208.231
0.0103324,-0.102076,607.979,-607.877,-304.313,506.551,-202.238
0.0103725,-0.114343,626.531,-626.417,-310.621,506.898,-196.277
0.0104126,-0.126593,644.681,-644.555,-316.943,507.293,-190.35
0.0104527,-0.138822,662.383,-662.244,-323.279,507.736,-184.457
0.0104928,-0.15103,679.592,-679.441,-329.627,508.224,-178.597
0.0105329,-0.163213,696.264,-696.101,-335.984,508.756,-172.771
0.010573,-0.175371,712.353,-712.178,-342.351,509.331,-166.98
0.0106131,-0.1875,727.818,-727.63,-348.723,509.946,-161.223
0.0106532,-0.1996,742.614,-742.414,-355.101,510.601,-155.5
0.0106933,-0.211668,756.7,-756.488,-361.481,511.293,-149.812
0.0107334,-0.223703,770.034,-769.81,-367.862,512.02,-144.159
0.0107735,-0.235702,782.576,-782.34,-374.242,512.781,-138.539
0.0108136,-0.247664,794.286,-794.038,-380.618,513.571,-132.954
0.0108537,-0.259586,805.124,-804.864,-386.989,514.391,-127.402
0.0108938,-0.271468,815.053,-814.782,-393.352,515.236,-121.884
0.0109339,-0.283306,824.036,-823.753,-399.705,516.105,-116.399
0.010974,-0.295099,832.037,-831.742,-406.047,516.994,-110.947
0.0110141,-0.306845,839.02,-838.713,-412.373,517.901,-105.528
0.0110542,-0.318543,844.951,-844.632,-418.684,518.824,-100.14
0.0110943,-0.33019,849.797,-849.467,-424.974,519.758,-94.7839
0.0111344,-0.341785,853.527,-853.185,-431.244,520.702,-89.4585
0.0111745,-0.353325,856.11,-855.756,-437.489,521.652,-84.1632
0.0112146,-0.36481,857.515,-857.15,-443.708,522.605,-78.8975
0.0112547,-0.376236,857.716,-857.339,-449.897,523.558,-73.6606
0.0112948,-0.387603,856.683,-856.296,-456.055,524.507,-68.4518
0.0113349,-0.398908,854.393,-853.994,-462.179,525.449,-63.2702
0.011375,-0.41015,850.82,-850.41,-468.266,526.381,-58.1151
0.0114151,-0.421327,845.941,-845.519,-474.313,527.299,-52.9855
0.0114552,-0.432437,839.733,-839.301,-480.318,528.199,-47.8807
0.0114953,-0.443479,832.177,-831.734,-486.279,529.078,-42.7996
0.0115354,-0.45445,823.253,-822.799,-492.191,529.933,-37.7413
0.0115755,-0.465349,812.944,-812.479,-498.054,530.759,-32.7049
0.0116156,-0.476174,801.233,-800.757,-503.863,531.552,-27.6892
0.0116557,-0.486923,788.105,-787.618,-509.617,532.31,-22.6933
0.0116958,-0.497595,773.547,-773.049,-515.312,533.028,-17.7161
0.0117359,-0.508188,757.547,-757.038,-520.945,533.702,-12.7565
0.011776,-0.518701,740.094,-739.575,-526.515,534.328,-7.8134
0.0118161,-0.529131,721.179,-720.65,-532.018,534.903,-2.8857
0.0118562,-0.876945,700.964,-700.087,-534.723,535.423,-0.699209
0.0118963,-3.18604,680.254,-677.068,-535.211,535.884,-0.673881
0.0119364,-7.66256,659.147,-651.485,-535.643,536.287,-0.643822
0.0119765,-14.298,637.634,-623.336,-536.021,536.63,-0.609038
0.0120166,-23.0838,615.707,-592.623,-536.343,536.912,-0.569539
0.0120567,-34.0112,593.357,-559.345,-536.606,537.132,-0.525334
0.0120968,-47.0714,570.576,-523.504,-536.812,537.288,-0.476433
0.0121369,-62.2555,547.358,-485.102,-536.957,537.38,-0.422847
0.012177,-79.5547,523.697,-444.142,-537.042,537.406,-0.364587
0.0122171,-98.9597,499.586,-400.626,-537.064,537.366,-0.301666
0.0122572,-120.462,475.021,-354.559,-537.023,537.257,-0.234097
0.0122973,-144.051,449.997,-305.945,-536.917,537.079,-0.161894
0.0123374,-169.719,424.51,-254.79,-536.745,536.831,-0.085071
0.0123775,-197.456,398.556,-201.1,-536.507,536.51,-0.00364352
0.0124176,-227.254,372.135,-144.881,-536.199,536.117,0.0823725
0.0124577,-259.101,345.242,-86.1408,-535.823,535.65,0.17296
0.0124978,-292.99,317.878,-24.8874,-535.375,535.107,0.268103
0.0125379,-309.354,309.596,-0.242357,-534.871,388.614,146.257
0.012578,-314.157,314.388,-0.230378,-534.374,382.376,151.997
0.0126181,-319.685,319.903,-0.218363,-533.892,376.128,157.764
0.0126582,-325.901,326.107,-0.206313,-533.427,369.87,163.557
0.0126983,-332.771,332.965,-0.194231,-532.981,363.606,169.375
0.0127384,-340.258,340.44,-0.182118,-532.556,357.337,175.219
0.0127785,-348.326,348.496,-0.169975,-532.152,351.064,181.088
0.0128186,-356.939,357.097,-0.157806,-531.772,344.789,186.983
0.0128587,-366.058,366.204,-0.145612,-531.416,338.514,192.902
0.0128988,-375.645,375.779,-0.133394,-531.087,332.241,198.846
0.0129389,-385.662,385.784,-0.121156,-530.784,325.97,204.814
0.012979,-396.07,396.179,-0.108898,-530.51,319.704,210.806
0.0130191,-406.83,406.926,-0.0966228,-530.264,313.444,216.821
0.0130592,-417.901,417.985,-0.0843324,-530.049,307.191,222.858
0.0130993,-429.244,429.316,-0.0720286,-529.863,300.946,228.917
0.0131394,-440.819,440.879,-0.0597133,-529.709,294.711,234.998
0.0131795,-452.585,452.632,-0.0473886,-529.587,288.488,241.099
0.0132196,-464.502,464.537,-0.0350564,-529.496,282.276,247.22
0.0132597,-476.529,476.551,-0.0227186,-529.438,276.078,253.36
0.0132998,-488.625,488.635,-0.0103772,-529.412,269.895,259.517
0.0133399,-500.749,500.747,0.00196589,-529.419,263.726,265.692
0.01338,-512.861,512.847,0.0143086,-529.457,257.574,271.883
0.0134201,-524.92,524.893,0.0266491,-529.528,251.44,278.089
0.0134602,-536.884,536.845,0.0389853,-529.631,245.323,284.308
0.0135003,-548.715,548.663,0.0513154,-529.766,239.225,290.541
0.0135404,-560.37,560.306,0.0636373,-529.931,233.147,296.784
0.0135805,-571.81,571.734,0.0759491,-530.127,227.089,303.038
0.0136206,-582.995,582.907,0.0882489,-530.353,221.052,309.301
0.0136607,-593.885,593.785,0.100535,-530.608,215.036,315.571
0.0137008,-604.441,604.328,0.112804,-530.89,209.043,321.847
0.0137409,-614.624,614.499,0.125056,-531.2,203.072,328.128
0.013781,-624.395,624.257,0.137288,-531.535,197.123,334.412
0.0138211,-633.715,633.566,0.149499,-531.895,191.198,340.697
0.0138612,-642.549,642.387,0.161685,-532.278,185.297,346.982
0.0139013,-650.857,650.683,0.173846,-532.683,179.419,353.265
0.0139414,-658.604,658.418,0.185979,-533.109,173.565,359.544
0.0139815,-665.753,665.555,0.198083,-533.553,167.735,365.818
0.0140216,-672.27,672.06,0.210155,-534.014,161.929,372.085
0.0140617,-678.119,677.897,0.222194,-534.491,156.148,378.343
0.0141018,-683.266,683.032,0.234198,-534.98,150.391,384.589
0.0141419,-687.679,687.433,0.246165,-535.481,144.658,390.823
0.014182,-691.324,691.066,0.258092,-535.991,138.949,397.042
0.0142221,-694.17,693.9,0.269979,-536.508,133.265,403.244
0.0142622,-696.186,695.904,0.281822,-537.03,127.604,409.427
0.0143023,-697.342,697.049,0.293621,-537.555,121.967,415.588
0.0143424,-697.609,697.304,0.305374,-538.08,116.353,421.727
0.0143825,-696.959,696.642,0.317078,-538.602,110.762,427.84
0.0144226,-695.364,695.035,0.328731,-539.119,105.194,433.925
0.0144627,-692.798,692.458,0.340332,-539.629,99.6482,439.981
0.0145028,-689.236,688.884,0.35188,-540.129,94.1244,446.005
0.0145429,-684.654,684.291,0.363371,-540.616,88.622,451.994
0.014583,-679.029,678.654,0.374805,-541.087,83.1406,457.946
0.0146231,-672.338,671.951,0.38618,-541.539,77.6796,463.86
0.0146632,-664.56,664.163,0.397493,-541.97,72.2385,469.732
0.0147033,-655.677,655.268,0.408743,-542.377,66.8167,475.56
0.0147434,-645.668,645.248,0.419928,-542.755,61.4135,481.342
0.0147835,-634.517,634.086,0.431046,-543.104,56.0284,487.075
0.0148236,-622.208,621.766,0.442097,-543.418,50.6607,492.758
0.0148637,-608.725,608.272,0.453077,-543.696,45.3096,498.387
0.0149038,-594.054,593.59,0.463985,-543.934,39.9745,503.959
0.0149439,-578.183,577.708,0.474819,-544.129,34.6545,509.474
0.014984,-561.101,560.615,0.485578,-544.277,29.3491,514.928
0.0150241,-542.797,542.301,0.49626,-544.375,24.0572,520.318
0.0150642,-523.262,522.756,0.506863,-544.42,18.7782,525.642
0.0151043,-502.49,501.973,0.517386,-544.409,13.5113,530.898
0.0151444,-480.474,479.946,0.527827,-544.338,8.25555,536.083
0.0151845,-457.209,456.671,0.538184,-544.204,3.01019,541.194
0.0152246,-432.841,431.992,0.848992,-544.004,0.431143,543.573
0.0152647,-408.238,405.04,3.19835,-543.736,0.401841,543.334
0.0153048,-383.534,375.675,7.85992,-543.4,0.367814,543.032
0.0153449,-358.725,343.898,14.8269,-542.994,0.329071,542.665
0.015385,-333.805,309.713,24.0923,-542.52,0.28562,542.234
0.0154251,-308.77,273.121,35.6488,-541.976,0.237472,541.739
0.0154652,-283.615,234.126,49.4887,-541.363,0.184637,541.178
0.0155053,-258.336,192.732,65.6042,-540.68,0.127127,540.553
0.0155454,-232.929,148.942,83.9872,-539.927,0.0649546,539.862
0.0155855,-207.39,102.761,104.629,-539.103,-0.00186803,539.104
0.0156256,-181.716,54.1947,127.522,-538.208,-0.0733268,538.281
0.0156657,-155.903,3.24795,152.656,-537.241,-0.149407,537.391
0.0157058,-155.128,0.291347,154.836,-413.906,-122.559,536.465
0.0157459,-156.841,0.27954,156.561,-407.542,-128.002,535.545
0.015786,-159.54,0.267688,159.272,-401.16,-133.472,534.632
0.0158261,-163.192,0.255793,162.936,-394.762,-138.968,533.73
