"Time","clutch3.f_normalized","J1.w","J2.w","J3.w","J4.w"
8.300000000000000E-01,0.000000000000000E+00,3.377071211138200E+00,3.377071211238300E+00,3.377071211338400E+00,0.000000000000000E+00
8.400000000000000E-01,0.000000000000000E+00,3.415419979060700E+00,3.402264247765400E+00,3.402264247865500E+00,0.000000000000000E+00
8.500000000000000E-01,0.000000000000000E+00,3.464989105970600E+00,3.426661355910900E+00,3.426661356011000E+00,0.000000000000000E+00
8.600000000000000E-01,0.000000000000000E+00,3.515659090187100E+00,3.450508112791600E+00,3.450508112891700E+00,0.000000000000000E+00
8.700000000000000E-01,0.000000000000000E+00,3.557808598908600E+00,3.473800752728100E+00,3.473800752828200E+00,0.000000000000000E+00
8.800000000000000E-01,0.000000000000000E+00,3.582759310860000E+00,3.496535597542700E+00,3.496535597642800E+00,0.000000000000000E+00
8.900000000000000E-01,0.000000000000000E+00,3.583625069141700E+00,3.518709057139700E+00,3.518709057239800E+00,0.000000000000000E+00
9.000000000000000E-01,0.000000000000000E+00,3.555987170277200E+00,3.540317630072900E+00,3.540317630173100E+00,0.000000000000000E+00
9.100000000000000E-01,0.000000000000000E+00,3.540347721496900E+00,3.540347721596900E+00,3.540347721697100E+00,0.000000000000000E+00
9.200000000000000E-01,1.000000000000000E+00,3.508610191676600E+00,3.508610191776600E+00,3.508610191876700E+00,5.000000000000000E-02
9.300000000000000E-01,1.000000000000000E+00,3.451803361835400E+00,3.451803361935400E+00,3.451803362035600E+00,1.500000000000000E-01
9.399999999999999E-01,1.000000000000000E+00,3.388891697349800E+00,3.388891697449800E+00,3.388891697549900E+00,2.500000000000000E-01
9.500000000000000E-01,1.000000000000000E+00,3.322770636765800E+00,3.322770636865800E+00,3.322770636965900E+00,3.500000000000000E-01
9.600000000000000E-01,1.000000000000000E+00,3.256649470773200E+00,3.256649470873200E+00,3.256649470973300E+00,4.500000000000000E-01
9.700000000000000E-01,1.000000000000000E+00,3.193737806287500E+00,3.193737806387500E+00,3.193737806487600E+00,5.500000000000000E-01
9.800000000000000E-01,1.000000000000000E+00,3.136930976446300E+00,3.136930976546300E+00,3.136930976646400E+00,6.500000000000000E-01
9.900000000000000E-01,1.000000000000000E+00,3.088526730637300E+00,3.088526730737300E+00,3.088526730837400E+00,7.500000000000000E-01
1.000000000000000E+00,1.000000000000000E+00,3.050000314778700E+00,3.050000314878700E+00,3.050000314978800E+00,8.500000000000000E-01
1.010000000000000E+00,1.000000000000000E+00,3.035109534709600E+00,3.015235370007500E+00,3.015235370107600E+00,9.500000000000000E-01
1.020000000000000E+00,1.000000000000000E+00,3.051142645907500E+00,2.979825170505700E+00,2.979825170605800E+00,1.050000000000000E+00
1.030000000000000E+00,1.000000000000000E+00,3.093587532471800E+00,2.943812864724600E+00,2.943812864824700E+00,1.150000000000000E+00
1.040000000000000E+00,1.000000000000000E+00,3.155555767687500E+00,2.907196243845200E+00,2.907196243945300E+00,1.250000000000000E+00
1.050000000000000E+00,1.000000000000000E+00,3.228365364402200E+00,2.869973194476900E+00,2.869973194577000E+00,1.350000000000000E+00
1.060000000000000E+00,1.000000000000000E+00,3.302391853352100E+00,2.832141698990900E+00,2.832141699091000E+00,1.450000000000000E+00
1.070000000000000E+00,1.000000000000000E+00,3.368010573112200E+00,2.793699835839300E+00,2.793699835939400E+00,1.550000000000000E+00
1.080000000000000E+00,1.000000000000000E+00,3.416539174597600E+00,2.754645779858400E+00,2.754645779958500E+00,1.650000000000000E+00
1.090000000000000E+00,1.000000000000000E+00,3.441087866628100E+00,2.714977802556700E+00,2.714977802656800E+00,1.750000000000000E+00
1.100000000000000E+00,1.000000000000000E+00,3.437234174541000E+00,2.674694272388100E+00,2.674694272488200E+00,1.850000000000000E+00
1.110000000000000E+00,1.000000000000000E+00,3.403456161723100E+00,2.633793655009200E+00,2.633793655109300E+00,1.950000000000000E+00
1.120000000000000E+00,1.000000000000000E+00,3.341281707270000E+00,2.592274513522200E+00,2.592274513622300E+00,2.050000000000000E+00
1.130000000000000E+00,1.000000000000000E+00,3.255139227388600E+00,2.550135508701100E+00,2.550135508801200E+00,2.150000000000000E+00
1.140000000000000E+00,1.000000000000000E+00,3.151924452926400E+00,2.507375399203700E+00,2.507375399303800E+00,2.250000000000000E+00
1.150000000000000E+00,1.000000000000000E+00,3.040325669821200E+00,2.463993041767400E+00,2.463993041867500E+00,2.350000000000000E+00
1.160000000000000E+00,1.000000000000000E+00,2.929974121193700E+00,2.429991594118700E+00,2.429991594218800E+00,2.429991594318800E+00
1.170000000000000E+00,1.000000000000000E+00,2.830499116217100E+00,2.433571667521000E+00,2.433571667621100E+00,2.433571667721100E+00
1.180000000000000E+00,1.000000000000000E+00,2.750588743490000E+00,2.436735015909100E+00,2.436735016009200E+00,2.436735016109200E+00
1.190000000000000E+00,1.000000000000000E+00,2.697137718953400E+00,2.439481139753500E+00,2.439481139853600E+00,2.439481139953600E+00
1.200000000000000E+00,1.000000000000000E+00,2.674573088383200E+00,2.441809605409500E+00,2.441809605509700E+00,2.441809605609700E+00
1.210000000000000E+00,1.000000000000000E+00,2.684420980291400E+00,2.443720045185400E+00,2.443720045285600E+00,2.443720045385600E+00
1.220000000000000E+00,1.000000000000000E+00,2.725157381072900E+00,2.445212157400600E+00,2.445212157500700E+00,2.445212157600700E+00
1.230000000000000E+00,1.000000000000000E+00,2.792357046133800E+00,2.446285706433300E+00,2.446285706533400E+00,2.446285706633400E+00
1.240000000000000E+00,1.000000000000000E+00,2.879127429871500E+00,2.446940522757600E+00,2.446940522857700E+00,2.446940522957700E+00
1.250000000000000E+00,1.000000000000000E+00,2.976782987211000E+00,2.447176502970400E+00,2.447176503070500E+00,2.447176503170500E+00
1.260000000000000E+00,1.000000000000000E+00,3.075143610037700E+00,2.447177344010400E+00,2.447177344110500E+00,2.447177344210500E+00
1.270000000000000E+00,1.000000000000000E+00,3.163878520588000E+00,2.447177344010400E+00,2.447177344110500E+00,2.447177344210500E+00
1.280000000000000E+00,1.000000000000000E+00,3.234298921026100E+00,2.447177344010400E+00,2.447177344110500E+00,2.447177344210500E+00
1.290000000000000E+00,1.000000000000000E+00,3.279511658453200E+00,2.447177344010400E+00,2.447177344110500E+00,2.447177344210500E+00
1.300000000000000E+00,1.000000000000000E+00,3.295090861288200E+00,2.447177344010400E+00,2.447177344110500E+00,2.447177344210500E+00
1.310000000000000E+00,1.000000000000000E+00,3.279511645095100E+00,2.447177344010400E+00,2.447177344110500E+00,2.447177344210500E+00
1.320000000000000E+00,1.000000000000000E+00,3.234298987077500E+00,2.447177344010400E+00,2.447177344110500E+00,2.447177344210500E+00
1.330000000000000E+00,1.000000000000000E+00,3.163878505483500E+00,2.447177344010400E+00,2.447177344110500E+00,2.447177344210500E+00
1.340000000000000E+00,1.000000000000000E+00,3.075143772857600E+00,2.447177344010400E+00,2.447177344110500E+00,2.447177344210500E+00
1.350000000000000E+00,1.000000000000000E+00,2.976780274879600E+00,2.447177344010400E+00,2.447177344110500E+00,2.447177344210500E+00
1.360000000000000E+00,1.000000000000000E+00,2.878416776901700E+00,2.447177344010400E+00,2.447177344110500E+00,2.447177344210500E+00
1.370000000000000E+00,1.000000000000000E+00,2.789681783444700E+00,2.447177344010400E+00,2.447177344110500E+00,2.447177344210500E+00
1.380000000000000E+00,1.000000000000000E+00,2.719261293921100E+00,2.447177344010400E+00,2.447177344110500E+00,2.447177344210500E+00
1.390000000000000E+00,1.000000000000000E+00,2.674048556494000E+00,2.447177344010400E+00,2.447177344110500E+00,2.447177344210500E+00
1.400000000000000E+00,1.000000000000000E+00,2.658469308918400E+00,2.447177344010400E+00,2.447177344110500E+00,2.447177344210500E+00
1.410000000000000E+00,1.000000000000000E+00,2.674048556494000E+00,2.447177344010400E+00,2.447177344110500E+00,2.447177344210500E+00
1.420000000000000E+00,1.000000000000000E+00,2.719261293921100E+00,2.447177344010400E+00,2.447177344110500E+00,2.447177344210500E+00
1.430000000000000E+00,1.000000000000000E+00,2.789681783444700E+00,2.447177344010400E+00,2.447177344110500E+00,2.447177344210500E+00
1.440000000000000E+00,1.000000000000000E+00,2.878416776901700E+00,2.447177344010400E+00,2.447177344110500E+00,2.447177344210500E+00
1.450000000000000E+00,1.000000000000000E+00,2.976780274879600E+00,2.447177344010400E+00,2.447177344110500E+00,2.447177344210500E+00
1.460000000000000E+00,1.000000000000000E+00,3.075143772857600E+00,2.447177344010400E+00,2.447177344110500E+00,2.447177344210500E+00
1.470000000000000E+00,1.000000000000000E+00,3.163878766314600E+00,2.447177344010400E+00,2.447177344110500E+00,2.447177344210500E+00
1.480000000000000E+00,1.000000000000000E+00,3.234299255838200E+00,2.447177344010400E+00,2.447177344110500E+00,2.447177344210500E+00
1.490000000000000E+00,1.000000000000000E+00,3.279511993265300E+00,2.447177344010400E+00,2.447177344110500E+00,2.447177344210500E+00
1.500000000000000E+00,1.000000000000000E+00,3.295091240840900E+00,2.447177344010400E+00,2.447177344110500E+00,2.447177344210500E+00
