"Time","clutch3.f_normalized","J1.w","J2.w","J3.w","J4.w"
0.000000000000000E+00,0.000000000000000E+00,1.000000000000000E+01,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
1.000000000000000E-02,0.000000000000000E+00,9.915581359528300E+00,9.999783676056299E-02,0.000000000000000E+00,0.000000000000000E+00
2.000000000000000E-02,0.000000000000000E+00,9.860811050331201E+00,1.999808833848200E-01,0.000000000000000E+00,0.000000000000000E+00
3.000000000000000E-02,0.000000000000000E+00,9.831279057932001E+00,2.999333513897700E-01,0.000000000000000E+00,0.000000000000000E+00
4.000000000000000E-02,0.000000000000000E+00,9.820107658926499E+00,3.998394571213200E-01,0.000000000000000E+00,0.000000000000000E+00
5.000000000000000E-02,0.000000000000000E+00,9.818627189777001E+00,4.996834242488200E-01,0.000000000000000E+00,0.000000000000000E+00
6.000000000000000E-02,0.000000000000000E+00,9.817224625752100E+00,5.994494862516000E-01,0.000000000000000E+00,0.000000000000000E+00
7.000000000000001E-02,0.000000000000000E+00,9.806287216548800E+00,6.991218889119500E-01,0.000000000000000E+00,0.000000000000000E+00
8.000000000000000E-02,0.000000000000000E+00,9.777144702182300E+00,7.986848928020600E-01,0.000000000000000E+00,0.000000000000000E+00
9.000000000000000E-02,0.000000000000000E+00,9.722919556641999E+00,8.981227757694300E-01,0.000000000000000E+00,0.000000000000000E+00
1.000000000000000E-01,0.000000000000000E+00,9.639201744567400E+00,9.974198354196200E-01,0.000000000000000E+00,0.000000000000000E+00
1.100000000000000E-01,0.000000000000000E+00,9.524481940815599E+00,1.096560391595800E+00,0.000000000000000E+00,0.000000000000000E+00
1.200000000000000E-01,0.000000000000000E+00,9.380300806129400E+00,1.195528788855000E+00,0.000000000000000E+00,0.000000000000000E+00
1.300000000000000E-01,0.000000000000000E+00,9.211099706520899E+00,1.294309398939800E+00,0.000000000000000E+00,0.000000000000000E+00
1.400000000000000E-01,0.000000000000000E+00,9.023787488756700E+00,1.392886623247000E+00,0.000000000000000E+00,0.000000000000000E+00
1.500000000000000E-01,0.000000000000000E+00,8.827065718735801E+00,1.491244895289900E+00,0.000000000000000E+00,0.000000000000000E+00
1.600000000000000E-01,0.000000000000000E+00,8.630578432890500E+00,1.589368683157400E+00,0.000000000000000E+00,0.000000000000000E+00
1.700000000000000E-01,0.000000000000000E+00,8.443969630625100E+00,1.687242491965700E+00,0.000000000000000E+00,0.000000000000000E+00
1.800000000000000E-01,0.000000000000000E+00,8.275940766761400E+00,1.784850866305900E+00,0.000000000000000E+00,0.000000000000000E+00
1.900000000000000E-01,0.000000000000000E+00,8.133400502956100E+00,1.882178392684100E+00,0.000000000000000E+00,0.000000000000000E+00
2.000000000000000E-01,0.000000000000000E+00,8.020789946108900E+00,1.979209701955700E+00,0.000000000000000E+00,0.000000000000000E+00
2.100000000000000E-01,0.000000000000000E+00,7.939649423888000E+00,2.075929471752100E+00,0.000000000000000E+00,0.000000000000000E+00
2.200000000000000E-01,0.000000000000000E+00,7.888469204166700E+00,2.172322428900500E+00,0.000000000000000E+00,0.000000000000000E+00
2.300000000000000E-01,0.000000000000000E+00,7.862838770755300E+00,2.268373351835500E+00,0.000000000000000E+00,0.000000000000000E+00
2.400000000000000E-01,0.000000000000000E+00,7.855880043044900E+00,2.364067073002900E+00,0.000000000000000E+00,0.000000000000000E+00
2.500000000000000E-01,0.000000000000000E+00,7.858922132770900E+00,2.459388481254900E+00,0.000000000000000E+00,0.000000000000000E+00
2.600000000000000E-01,0.000000000000000E+00,7.862351587767700E+00,2.554322524236000E+00,0.000000000000000E+00,0.000000000000000E+00
2.700000000000000E-01,0.000000000000000E+00,7.856554894700400E+00,2.648854210760300E+00,0.000000000000000E+00,0.000000000000000E+00
2.800000000000000E-01,0.000000000000000E+00,7.832860981805500E+00,2.742968613178800E+00,0.000000000000000E+00,0.000000000000000E+00
2.900000000000000E-01,0.000000000000000E+00,7.784391462675100E+00,2.836650869736300E+00,0.000000000000000E+00,0.000000000000000E+00
3.000000000000000E-01,0.000000000000000E+00,7.706735393068600E+00,2.929886186918400E+00,0.000000000000000E+00,0.000000000000000E+00
3.100000000000000E-01,0.000000000000000E+00,7.598382490623700E+00,3.022659841787800E+00,0.000000000000000E+00,0.000000000000000E+00
3.200000000000000E-01,0.000000000000000E+00,7.460872410675500E+00,3.114957184308800E+00,0.000000000000000E+00,0.000000000000000E+00
3.300000000000000E-01,0.000000000000000E+00,7.298645465799500E+00,3.206763639661200E+00,0.000000000000000E+00,0.000000000000000E+00
3.400000000000000E-01,0.000000000000000E+00,7.118609401462300E+00,3.298064710541500E+00,0.000000000000000E+00,0.000000000000000E+00
3.500000000000000E-01,0.000000000000000E+00,6.929464634573800E+00,3.388845979452000E+00,0.000000000000000E+00,0.000000000000000E+00
3.600000000000000E-01,0.000000000000000E+00,6.740854005069800E+00,3.479093110978100E+00,0.000000000000000E+00,0.000000000000000E+00
3.700000000000000E-01,0.000000000000000E+00,6.562420268539300E+00,3.568791854051600E+00,0.000000000000000E+00,0.000000000000000E+00
3.800000000000000E-01,0.000000000000000E+00,6.402863588866300E+00,3.657928044201000E+00,0.000000000000000E+00,0.000000000000000E+00
3.900000000000000E-01,0.000000000000000E+00,6.269091289851500E+00,3.746487605788700E+00,0.000000000000000E+00,0.000000000000000E+00
4.000000000000000E-01,0.000000000000000E+00,6.165543093831300E+00,3.834456554233300E+00,0.000000000000000E+00,0.000000000000000E+00
4.100000000000000E-01,0.000000000000000E+00,6.093757847487000E+00,3.821820999217300E+00,9.999999900000001E-02,0.000000000000000E+00
4.200000000000000E-01,0.000000000000000E+00,6.052224441247600E+00,3.808567142883700E+00,1.999999990000000E-01,0.000000000000000E+00
4.300000000000000E-01,0.000000000000000E+00,6.036530583080900E+00,3.794681288009400E+00,2.999999990000000E-01,0.000000000000000E+00
4.400000000000000E-01,0.000000000000000E+00,6.039797028373400E+00,3.780149836174000E+00,3.999999990000000E-01,0.000000000000000E+00
4.500000000000000E-01,0.000000000000000E+00,6.053351071623000E+00,3.764959290902300E+00,4.999999990000000E-01,0.000000000000000E+00
4.600000000000000E-01,0.000000000000000E+00,6.067577600705000E+00,3.749096259798300E+00,5.999999990000000E-01,0.000000000000000E+00
4.700000000000000E-01,0.000000000000000E+00,6.072861397301200E+00,3.732547456659100E+00,6.999999990000000E-01,0.000000000000000E+00
4.800000000000000E-01,0.000000000000000E+00,6.060529639910400E+00,3.715299703573500E+00,7.999999990000000E-01,0.000000000000000E+00
4.900000000000000E-01,0.000000000000000E+00,6.023702147908700E+00,3.697339933002300E+00,8.999999990000001E-01,0.000000000000000E+00
5.000000000000000E-01,0.000000000000000E+00,5.957966138644300E+00,3.678655189842200E+00,9.999999990000000E-01,0.000000000000000E+00
5.100000000000000E-01,0.000000000000000E+00,5.861809447439300E+00,3.659232633471700E+00,1.099999999000000E+00,0.000000000000000E+00
5.200000000000000E-01,0.000000000000000E+00,5.736769803705700E+00,3.639059539778200E+00,1.199999999000000E+00,0.000000000000000E+00
5.300000000000000E-01,0.000000000000000E+00,5.587285550792500E+00,3.618123303167800E+00,1.299999999000000E+00,0.000000000000000E+00
5.400000000000000E-01,0.000000000000000E+00,5.420262421947400E+00,3.596411438555800E+00,1.399999999000000E+00,0.000000000000000E+00
5.500000000000000E-01,0.000000000000000E+00,5.244398779187200E+00,3.573911583338100E+00,1.499999999000000E+00,0.000000000000000E+00
5.600000000000001E-01,0.000000000000000E+00,5.069335365204000E+00,3.550611499343400E+00,1.599999999000000E+00,0.000000000000000E+00
5.700000000000000E-01,0.000000000000000E+00,4.904712796324500E+00,3.526499074765800E+00,1.699999999000000E+00,0.000000000000000E+00
5.800000000000000E-01,0.000000000000000E+00,4.759229055489300E+00,3.501562326077400E+00,1.799999999000000E+00,0.000000000000000E+00
5.900000000000000E-01,0.000000000000000E+00,4.639789244218900E+00,3.475789399920800E+00,1.899999999000000E+00,0.000000000000000E+00
6.000000000000000E-01,0.000000000000000E+00,4.550830821583700E+00,3.449168574980400E+00,1.999999999000000E+00,0.000000000000000E+00
6.100000000000000E-01,0.000000000000000E+00,4.493890380305800E+00,3.421688263833900E+00,2.099999999000000E+00,0.000000000000000E+00
6.200000000000000E-01,0.000000000000000E+00,4.467454366785000E+00,3.393337014781700E+00,2.199999999000000E+00,0.000000000000000E+00
6.300000000000000E-01,0.000000000000000E+00,4.467108357434800E+00,3.364103513655600E+00,2.299999999000000E+00,0.000000000000000E+00
6.400000000000000E-01,0.000000000000000E+00,4.485970278942500E+00,3.333976585604900E+00,2.399999999000000E+00,0.000000000000000E+00
6.500000000000000E-01,0.000000000000000E+00,4.515365165663700E+00,3.302945196861600E+00,2.499999999000000E+00,0.000000000000000E+00
6.600000000000000E-01,0.000000000000000E+00,4.545675404020700E+00,3.270998456482500E+00,2.599999999000000E+00,0.000000000000000E+00
6.700000000000000E-01,0.000000000000000E+00,4.567283235891300E+00,3.238125618069000E+00,2.699999999000000E+00,0.000000000000000E+00
6.800000000000000E-01,0.000000000000000E+00,4.571513262019700E+00,3.204316081464100E+00,2.799999999000000E+00,0.000000000000000E+00
6.899999999999999E-01,0.000000000000000E+00,4.551482686484600E+00,3.169559394426400E+00,2.899999999000000E+00,0.000000000000000E+00
7.000000000000000E-01,0.000000000000000E+00,4.502776074206200E+00,3.133845254280400E+00,2.999999999000000E+00,0.000000000000000E+00
7.100000000000000E-01,0.000000000000000E+00,4.423878519473100E+00,3.098581754220400E+00,3.098581754320500E+00,0.000000000000000E+00
7.200000000000000E-01,0.000000000000000E+00,4.316325270228300E+00,3.129752080213100E+00,3.129752080313200E+00,0.000000000000000E+00
7.300000000000000E-01,0.000000000000000E+00,4.184551763600500E+00,3.160428682411400E+00,3.160428682511500E+00,0.000000000000000E+00
7.400000000000000E-01,0.000000000000000E+00,4.035460701717600E+00,3.190606716624200E+00,3.190606716724400E+00,0.000000000000000E+00
7.500000000000000E-01,0.000000000000000E+00,3.877747802207900E+00,3.220281417390100E+00,3.220281417490300E+00,0.000000000000000E+00
7.600000000000000E-01,0.000000000000000E+00,3.721050941550700E+00,3.249448098729800E+00,3.249448098829900E+00,0.000000000000000E+00
7.700000000000000E-01,0.000000000000000E+00,3.575007835781100E+00,3.278102154886100E+00,3.278102154986200E+00,0.000000000000000E+00
7.800000000000000E-01,0.000000000000000E+00,3.448313533926900E+00,3.306239061051400E+00,3.306239061151500E+00,0.000000000000000E+00
7.900000000000000E-01,0.000000000000000E+00,3.347870170438500E+00,3.333854374082000E+00,3.333854374182100E+00,0.000000000000000E+00
8.000000000000000E-01,0.000000000000000E+00,3.333333755251500E+00,3.333333755351600E+00,3.333333755451700E+00,0.000000000000000E+00
8.100000000000001E-01,0.000000000000000E+00,3.338526828006200E+00,3.338526828106300E+00,3.338526828206400E+00,0.000000000000000E+00
8.200000000000000E-01,0.000000000000000E+00,3.353597724496400E+00,3.353597724596500E+00,3.353597724696600E+00,0.000000000000000E+00
