time,Out1,Out2[1],Out2[2],Out3,Out4,Out5
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.01000,0.00005,0.00000,0.00005,0.01005,0.00005,0.00005
0.02000,0.00020,0.00000,0.00020,0.02020,0.00020,0.00020
0.03000,0.00045,0.00000,0.00045,0.03045,0.00045,0.00044
0.04000,0.00080,0.00001,0.00080,0.04080,0.00079,0.00078
0.05000,0.00125,0.00002,0.00125,0.05125,0.00123,0.00121
0.06000,0.00180,0.00004,0.00180,0.06180,0.00176,0.00173
0.07000,0.00245,0.00006,0.00245,0.07245,0.00239,0.00234
0.08000,0.00320,0.00009,0.00320,0.08320,0.00311,0.00303
0.09000,0.00405,0.00012,0.00405,0.09405,0.00393,0.00381
0.10000,0.00500,0.00017,0.00500,0.10500,0.00483,0.00467
0.11000,0.00604,0.00022,0.00604,0.11605,0.00583,0.00561
0.12000,0.00719,0.00029,0.00719,0.12720,0.00691,0.00663
0.13000,0.00844,0.00037,0.00844,0.13845,0.00808,0.00773
0.14000,0.00978,0.00046,0.00978,0.14980,0.00934,0.00890
0.15000,0.01123,0.00056,0.01123,0.16125,0.01069,0.01015
0.16000,0.01277,0.00068,0.01277,0.17280,0.01212,0.01146
0.17000,0.01442,0.00082,0.01442,0.18445,0.01363,0.01285
0.18000,0.01616,0.00097,0.01616,0.19620,0.01523,0.01430
0.19000,0.01800,0.00114,0.01800,0.20805,0.01691,0.01582
0.20000,0.01993,0.00133,0.01993,0.22000,0.01867,0.01740
0.21000,0.02197,0.00154,0.02197,0.23205,0.02051,0.01904
0.22000,0.02410,0.00177,0.02410,0.24420,0.02243,0.02075
0.23000,0.02633,0.00202,0.02633,0.25646,0.02442,0.02251
0.24000,0.02866,0.00230,0.02866,0.26881,0.02650,0.02433
0.25000,0.03109,0.00260,0.03109,0.28126,0.02865,0.02620
0.26000,0.03361,0.00292,0.03361,0.29381,0.03087,0.02813
0.27000,0.03623,0.00327,0.03623,0.30646,0.03317,0.03011
