"time","y","z"
3.27,2.9587,-7.35
3.3,2.73526,-7.644
3.33,2.503,-7.938
3.36,2.26192,-8.232
3.39,2.01202,-8.526
3.42,1.7533,-8.82
3.45,1.48576,-9.114
3.48,1.2094,-9.408
3.51,0.92422,-9.702
3.54,0.63022,-9.996
3.57,0.3274,-10.29
3.6,0.01576,-10.584
3.63,0.06917,7.8155
3.66,0.300695,7.5215
3.69,0.5234,7.2275
3.72,0.737285,6.9335
3.75,0.94235,6.6395
3.78,1.1386,6.3455
3.81,1.32602,6.0515
3.84,1.50463,5.7575
3.87,1.67441,5.4635
3.9,1.83538,5.1695
3.93,1.98752,4.8755
3.96,2.13085,4.5815
3.99,2.26535,4.2875
4.01,2.35012,4.0915
4.04,2.46993,3.7975
4.07,2.58091,3.5035
4.1,2.68308,3.2095
4.13,2.77642,2.9155
4.16,2.86095,2.6215
4.19,2.93665,2.3275
4.22,3.00354,2.0335
4.25,3.0616,1.7395
4.28,3.11085,1.4455
4.31,3.15127,1.1515
4.34,3.18288,0.8575
4.37,3.20566,0.5635
4.4,3.21963,0.2695
4.43,3.22477,-0.0245
4.46,3.2211,-0.3185
4.49,3.2086,-0.6125
4.52,3.18729,-0.9065
4.55,3.15715,-1.2005
4.58,3.1182,-1.4945
4.61,3.07042,-1.7885
4.64,3.01383,-2.0825
4.67,2.94841,-2.3765
4.7,2.87418,-2.6705
4.73,2.79112,-2.9645
4.76,2.69925,-3.2585
4.79,2.59855,-3.5525
4.82,2.48904,-3.8465
4.85,2.3707,-4.1405
4.88,2.24355,-4.4345
4.91,2.10757,-4.7285
4.94,1.96278,-5.0225
4.97,1.80916,-5.3165
5,1.64673,-5.6105
5.03,1.47547,-5.9045
5.06,1.2954,-6.1985
5.09,1.1065,-6.4925
5.12,0.908785,-6.7865
5.15,0.70225,-7.0805
5.18,0.486895,-7.3745
5.21,0.26272,-7.6685
5.24,0.029725,-7.9625
5.27,0.0700275,5.84937
5.3,0.242569,5.55537
5.33,0.40629,5.26137
5.36,0.561191,4.96737
5.39,0.707273,4.67337
5.42,0.844534,4.37937
5.45,0.972975,4.08538
5.48,1.0926,3.79138
5.51,1.2034,3.49738
5.54,1.30538,3.20338
5.57,1.39854,2.90938
5.6,1.48288,2.61538
5.63,1.5584,2.32138
5.66,1.6251,2.02738
5.69,1.68299,1.73338
5.72,1.73205,1.43938
5.75,1.77229,1.14538
5.78,1.80371,0.851375
5.81,1.82631,0.557375
5.84,1.84009,0.263375
5.87,1.84505,-0.030625
5.9,1.84119,-0.324625
5.93,1.82852,-0.618625
5.96,1.80702,-0.912625
5.99,1.7767,-1.20662
6.02,1.73756,-1.50062
6.05,1.6896,-1.79462
6.08,1.63282,-2.08862
6.11,1.56722,-2.38262
6.14,1.4928,-2.67662
6.17,1.40957,-2.97062
6.2,1.31751,-3.26462
6.23,1.21663,-3.55862
6.26,1.10693,-3.85262
6.29,0.98841,-4.14662
6.32,0.861071,-4.44062
6.35,0.724913,-4.73462
6.38,0.579934,-5.02862
6.41,0.426135,-5.32262
6.44,0.263516,-5.61662
6.47,0.0920775,-5.91062
6.5,0.0186847,4.48197
6.53,0.150204,4.18797
6.56,0.272903,3.89397
6.59,0.386782,3.59997
6.62,0.491841,3.30597
6.65,0.58808,3.01197
6.68,0.675499,2.71797
6.71,0.754098,2.42397
6.74,0.823877,2.12997
6.77,0.884836,1.83597
6.8,0.936975,1.54197
6.83,0.980294,1.24797
6.86,1.01479,0.953969
6.89,1.04047,0.659969
6.92,1.05733,0.365969
6.95,1.06537,0.0719687
6.98,1.06459,-0.222031
7.01,1.05499,-0.516031
7.04,1.03657,-0.810031
7.07,1.00933,-1.10403
7.1,0.973266,-1.39803
7.13,0.928385,-1.69203
7.16,0.874684,-1.98603
7.19,0.812163,-2.28003
7.22,0.740822,-2.57403
7.25,0.660661,-2.86803
7.28,0.57168,-3.16203
7.31,0.473879,-3.45603
7.34,0.367258,-3.75003
7.37,0.251818,-4.04403
7.4,0.127557,-4.33803
7.43,-0.00552437,3.47402
7.46,0.0957563,3.18002
7.49,0.188217,2.88602
7.52,0.271858,2.59202
7.55,0.346678,2.29802
7.58,0.412679,2.00402
7.61,0.46986,1.71002
7.64,0.518221,1.41602
7.67,0.557761,1.12202
7.7,0.588482,0.828023
7.73,0.610383,0.534023
7.76,0.623463,0.240023
7.79,0.627724,-0.0539766
7.82,0.623165,-0.347977
7.85,0.609785,-0.641977
7.88,0.587586,-0.935977
7.91,0.556567,-1.22998
7.94,0.516728,-1.52398
7.97,0.468068,-1.81798
8,0.410589,-2.11198
8.03,0.34429,-2.40598
8.06,0.26917,-2.69998
8.09,0.185231,-2.99398
8.12,0.0924718,-3.28798
8.15,-0.0091075,2.68648
8.18,0.068547,2.39248
8.21,0.137381,2.09848
8.24,0.197396,1.80448
8.27,0.24859,1.51048
8.3,0.290965,1.21648
8.33,0.324519,0.922482
8.36,0.349254,0.628482
8.39,0.365168,0.334482
8.42,0.372263,0.0404824
8.45,0.370537,-0.253518
8.48,0.359992,-0.547518
8.51,0.340626,-0.841518
8.54,0.312441,-1.13552
8.57,0.275435,-1.42952
8.6,0.22961,-1.72352
8.63,0.174964,-2.01752
8.66,0.111499,-2.31152
8.69,0.039213,-2.60552
8.72,0.00713404,2.00314
8.75,0.0642882,1.70914
8.78,0.112622,1.41514
8.81,0.152136,1.12114
8.84,0.182831,0.827138
8.87,0.204705,0.533138
8.9,0.217759,0.239138
8.93,0.221993,-0.0548618
8.96,0.217407,-0.348862
8.99,0.204001,-0.642862
9.02,0.181775,-0.936862
9.05,0.15073,-1.23086
9.08,0.110864,-1.52486
9.11,0.0621779,-1.81886
9.14,0.00467208,-2.11286
9.17,0.0157264,1.46215
9.2,0.0566508,1.16815
9.23,0.0887552,0.874146
9.26,0.11204,0.580146
9.29,0.126504,0.286146
9.32,0.132148,-0.00785364
9.35,0.128973,-0.301854
9.38,0.116977,-0.595854
9.41,0.0961615,-0.889854
9.44,0.0665259,-1.18385
9.47,0.0280703,-1.47785
9.5,0.0100871,1.15739
9.53,0.0418688,0.86339
9.56,0.0648305,0.56939
9.59,0.0789722,0.27539
9.62,0.0842939,-0.0186098
9.65,0.0807957,-0.31261
9.68,0.0684774,-0.60661
9.71,0.0473391,-0.90061
9.74,0.0173808,-1.19461
9.77,0.00293816,0.944957
9.8,0.0283469,0.650957
9.83,0.0449356,0.356957
9.86,0.0527043,0.0629573
9.89,0.051653,-0.231043
9.92,0.0417818,-0.525043
9.95,0.0230905,-0.819043
9.98,-0.00442081,0.834782
10,0.0112948,0.638782
10,0.0112948,0.638782
