"Time","qinj@expseu_","q@INJ01","sacp@INJ01","x1@INJ01","volume@INJ01","pa@DVALV01","lca@PUMP01","p1@PUMP01"
1.600000000000000E-04,-2.621697824266600E-08,-9.831609265711700E-09,4.999999998689000E+01,1.000000000000000E-09,-2.621697824266600E-14,9.962381974834500E+00,1.412957520834700E-06,2.500555779594300E+00
1.700000000000000E-04,-2.785557959431500E-08,-9.831616249752500E-09,4.999999998689000E+01,1.000000000000000E-09,-2.785557959431500E-14,9.965996671095500E+00,1.638261416852200E-06,2.500640732205300E+00
1.800000000000000E-04,-2.949418087706500E-08,-9.831672122079100E-09,4.999999998688900E+01,1.000000000000000E-09,-2.949418087706500E-14,9.965792875417300E+00,1.881356640074400E-06,2.500695617904900E+00
1.900000000000000E-04,-3.113278210675900E-08,-9.831560377426000E-09,4.999999998689000E+01,1.000000000000000E-09,-3.113278210675900E-14,9.965305365706900E+00,2.141296972470400E-06,2.500818498141100E+00
2.000000000000000E-04,-3.277138328138400E-08,-9.831616249752500E-09,4.999999998689000E+01,1.000000000000000E-09,-3.277138328138400E-14,9.967734312610400E+00,2.417136196009100E-06,2.500936540925400E+00
2.100000000000000E-04,-3.440998442174900E-08,-9.831602281670901E-09,4.999999998689000E+01,1.000000000000000E-09,-3.440998442174900E-14,9.969038788366900E+00,2.707928092659300E-06,2.501000569020500E+00
2.200000000000000E-04,-3.604858553509400E-08,-9.831616249752500E-09,4.999999998689000E+01,1.000000000000000E-09,-3.604858553509400E-14,9.968742073080600E+00,3.012726444390100E-06,2.501094849268400E+00
2.300000000000000E-04,-3.768718663972500E-08,-9.831595297630099E-09,4.999999998689000E+01,1.000000000000000E-09,-3.768718663972500E-14,9.970068491127901E+00,3.330585033170300E-06,2.501212084306100E+00
2.400000000000000E-04,-3.932578774755000E-08,-9.831609265711700E-09,4.999999998689000E+01,1.000000000000000E-09,-3.932578774755000E-14,9.971667143487300E+00,3.660557640969000E-06,2.501286063463300E+00
2.500000000000000E-04,-4.096438887306900E-08,-9.831609265711700E-09,4.999999998689000E+01,1.000000000000000E-09,-4.096438887306900E-14,9.971871532463201E+00,4.001698049754900E-06,2.501358177309200E+00
2.600000000000000E-04,-4.260299002744000E-08,-9.831609265711700E-09,4.999999998689000E+01,1.000000000000000E-09,-4.260299002744000E-14,9.972642007404700E+00,4.353060041497100E-06,2.501453689450100E+00
2.700000000000000E-04,-4.424159122250700E-08,-9.831616249752500E-09,4.999999998689000E+01,1.000000000000000E-09,-4.424159122250700E-14,9.973988750765599E+00,4.713697398164400E-06,2.501522009050900E+00
2.800000000000000E-04,-4.588019246398400E-08,-9.831616249752500E-09,4.999999998689000E+01,1.000000000000000E-09,-4.588019246398400E-14,9.974525258296101E+00,5.082666094160800E-06,2.501578392093100E+00
2.900000000000000E-04,-4.751879375941700E-08,-9.831616249752500E-09,4.999999998689000E+01,1.000000000000000E-09,-4.751879375941700E-14,9.975084491779700E+00,5.459378100512400E-06,2.501655114762800E+00
3.000000000000000E-04,-4.915739511488700E-08,-9.831602281670901E-09,4.999999998689000E+01,1.000000000000000E-09,-4.915739511488700E-14,9.976177211247901E+00,5.843991912340700E-06,2.501725966429100E+00
3.100000000000000E-04,-5.079599653232300E-08,-9.831602281670901E-09,4.999999998689000E+01,1.000000000000000E-09,-5.079599653232300E-14,9.976757930801600E+00,6.236760025414700E-06,2.501793261436900E+00
3.200000000000000E-04,-5.243459801575500E-08,-9.831609265711700E-09,4.999999998689000E+01,1.000000000000000E-09,-5.243459801575500E-14,9.977339765280600E+00,6.637934935503600E-06,2.501877008500700E+00
3.300000000000000E-04,-5.407319957178400E-08,-9.831616249752500E-09,4.999999998689000E+01,1.000000000000000E-09,-5.407319957178400E-14,9.978144777435100E+00,7.047769138376500E-06,2.501958254355100E+00
3.400000000000000E-04,-5.571180120526700E-08,-9.831609265711700E-09,4.999999998689000E+01,1.000000000000000E-09,-5.571180120526700E-14,9.978683290023801E+00,7.466515129802500E-06,2.502042069270800E+00
3.500000000000000E-04,-5.735040292665700E-08,-9.831616249752500E-09,4.999999998689000E+01,1.000000000000000E-09,-5.735040292665700E-14,9.979266027382900E+00,7.894425405550700E-06,2.502135546481200E+00
3.600000000000000E-04,-5.898900476216700E-08,-9.831616249752500E-09,4.999999998689000E+01,1.000000000000000E-09,-5.898900476216700E-14,9.979848934827400E+00,8.331752461390301E-06,2.502228949564100E+00
3.700000000000000E-04,-6.062760675260700E-08,-9.831616249752500E-09,4.999999998689000E+01,1.000000000000000E-09,-6.062760675260700E-14,9.980366009137500E+00,8.778748793090300E-06,2.502329306952000E+00
3.800000000000000E-04,-6.226620894922100E-08,-9.831609265711700E-09,4.999999998689000E+01,1.000000000000000E-09,-6.226620894922100E-14,9.980863802642901E+00,9.235666896419900E-06,2.502434053532700E+00
3.900000000000000E-04,-6.390481145831601E-08,-9.831616249752500E-09,4.999999998689000E+01,1.000000000000000E-09,-6.390481145831600E-14,9.981340171744000E+00,9.702759267148300E-06,2.502544044913700E+00
4.000000000000000E-04,-6.554341434352100E-08,-9.831616249752500E-09,4.999999998689000E+01,1.000000000000000E-09,-6.554341434352100E-14,9.981794830528299E+00,1.018027840104500E-05,2.502658692099100E+00
4.100000000000000E-04,-6.718201774283800E-08,-9.831623233793300E-09,4.999999998689000E+01,1.000000000000000E-09,-6.718201774283800E-14,9.982231881223100E+00,1.066847679387800E-05,2.502778932911700E+00
4.200000000000000E-04,-6.882062182732800E-08,-9.831630217834100E-09,4.999999998689000E+01,1.000000000000000E-09,-6.882062182732800E-14,9.982652884082700E+00,1.116760498919000E-05,2.502904396999200E+00
4.300000000000000E-04,-7.045922680875701E-08,-9.831630217834100E-09,4.999999998689000E+01,1.000000000000000E-09,-7.045922680875700E-14,9.983059786509900E+00,1.167779639688700E-05,2.503032951645200E+00
4.400000000000000E-04,-7.209783295281200E-08,-9.831637201875000E-09,4.999999998688900E+01,1.000000000000000E-09,-7.209783295281200E-14,9.983454450350200E+00,1.219900286974300E-05,2.503163541328100E+00
4.500000000000000E-04,-7.373644058642800E-08,-9.831651169956600E-09,4.999999998688900E+01,1.000000000000000E-09,-7.373644058642800E-14,9.983838590917900E+00,1.273116064271200E-05,2.503296102967000E+00
4.600000000000000E-04,-7.537505010564200E-08,-9.831658153997399E-09,4.999999998688900E+01,1.000000000000000E-09,-7.537505010564200E-14,9.984213774122900E+00,1.327420595074800E-05,2.503430588905500E+00
4.700000000000000E-04,-7.701366201759601E-08,-9.831672122079100E-09,4.999999998688900E+01,1.000000000000000E-09,-7.701366201759600E-14,9.984581339055300E+00,1.382807502880700E-05,2.503566955455700E+00
4.800000000000000E-04,-7.865227687412200E-08,-9.831693074201500E-09,4.999999998688900E+01,1.000000000000000E-09,-7.865227687412199E-14,9.984942572878801E+00,1.439270411184200E-05,2.503705148348700E+00
4.900000000000000E-04,-8.029089534962700E-08,-9.831714026324000E-09,4.999999998688900E+01,1.000000000000000E-09,-8.029089534962700E-14,9.985298494930500E+00,1.496802943480800E-05,2.503845124300600E+00
5.000000000000000E-04,-8.192951823229900E-08,-9.831748946528100E-09,4.999999998688900E+01,1.000000000000000E-09,-8.192951823229900E-14,9.985649927321299E+00,1.555398723266000E-05,2.503986836945300E+00
5.100000000000000E-04,-8.356814644042300E-08,-9.831776882691300E-09,4.999999998688900E+01,1.000000000000000E-09,-8.356814644042300E-14,9.985997499029700E+00,1.615051374035200E-05,2.504130240062700E+00
5.200000000000000E-04,-8.520678103115900E-08,-9.831818786936300E-09,4.999999998688900E+01,1.000000000000000E-09,-8.520678103115900E-14,9.986341651024899E+00,1.675754519284000E-05,2.504275287709600E+00
5.300000000000000E-04,-8.684542321629099E-08,-9.831867675222001E-09,4.999999998688900E+01,1.000000000000000E-09,-8.684542321629099E-14,9.986682645026400E+00,1.737501782507600E-05,2.504421934231700E+00
5.400000000000000E-04,-8.848407240528000E-08,-9.831930531589400E-09,4.999999998688900E+01,1.000000000000000E-09,-8.848407240528000E-14,9.987021230987400E+00,1.800286787201800E-05,2.504570004960000E+00
5.500000000000000E-04,-9.012273144758200E-08,-9.831979419875100E-09,4.999999998688900E+01,1.000000000000000E-09,-9.012273144758200E-14,9.987356724318101E+00,1.864103156861700E-05,2.504719793023100E+00
5.600000000000000E-04,-9.176140196947899E-08,-9.832063228364900E-09,4.999999998688900E+01,1.000000000000000E-09,-9.176140196947900E-14,9.987689021744000E+00,1.928944612035700E-05,2.504871090440400E+00
5.700000000000000E-04,-9.340008818052300E-08,-9.832133068773101E-09,4.999999998688900E+01,1.000000000000000E-09,-9.340008818052300E-14,9.988017286909299E+00,1.994807816698500E-05,2.505024619193100E+00
5.800000000000000E-04,-9.503878768938500E-08,-9.832237829385401E-09,4.999999998688900E+01,1.000000000000000E-09,-9.503878768938500E-14,9.988342309389100E+00,2.061692837735300E-05,2.505180376707000E+00
5.900000000000000E-04,-9.667750478067600E-08,-9.832342589997701E-09,4.999999998688900E+01,1.000000000000000E-09,-9.667750478067601E-14,9.988663102768299E+00,2.129599931587200E-05,2.505338766559200E+00
5.999999999999999E-04,-9.831624193349100E-08,-9.832475286773199E-09,4.999999998688800E+01,1.000000000000000E-09,-9.831624193349100E-14,9.988979152032300E+00,2.198529354695600E-05,2.505499516535200E+00
6.100000000000000E-04,-9.995500178186000E-08,-9.832600999507999E-09,4.999999998688800E+01,1.000000000000000E-09,-9.995500178186001E-14,9.989289909000700E+00,2.268481363501700E-05,2.505662712558500E+00
6.200000000000000E-04,-1.015937871824300E-07,-9.832775600528400E-09,4.999999998688800E+01,1.000000000000000E-09,-1.015937871824300E-13,9.989594795652801E+00,2.339456214446800E-05,2.505828329244200E+00
6.300000000000000E-04,-1.032326012396200E-07,-9.832964169630599E-09,4.999999998688800E+01,1.000000000000000E-09,-1.032326012396200E-13,9.989893218032700E+00,2.411454163972000E-05,2.505996378086100E+00
6.400000000000001E-04,-1.048714471568000E-07,-9.833159722773501E-09,4.999999998688700E+01,1.000000000000000E-09,-1.048714471568000E-13,9.990184612780199E+00,2.484475468518800E-05,2.506166856078600E+00
6.500000000000000E-04,-1.065103284348000E-07,-9.833369243998100E-09,4.999999998688700E+01,1.000000000000000E-09,-1.065103284348000E-13,9.990468424843000E+00,2.558520384528300E-05,2.506339768124100E+00
6.600000000000000E-04,-1.081492487713600E-07,-9.833613685426700E-09,4.999999998688700E+01,1.000000000000000E-09,-1.081492487713600E-13,9.990744145398001E+00,2.633589168441700E-05,2.506515114845400E+00
6.700000000000000E-04,-1.097882120384800E-07,-9.833886063018699E-09,4.999999998688700E+01,1.000000000000000E-09,-1.097882120384800E-13,9.991011332488300E+00,2.709682076700400E-05,2.506692898480300E+00
6.800000000000000E-04,-1.114272222549700E-07,-9.834172408692200E-09,4.999999998688600E+01,1.000000000000000E-09,-1.114272222549700E-13,9.991269608819501E+00,2.786799365745600E-05,2.506873121148700E+00
6.900000000000000E-04,-1.130662835624600E-07,-9.834507642651501E-09,4.999999998688600E+01,1.000000000000000E-09,-1.130662835624600E-13,9.991518691462799E+00,2.864941292018500E-05,2.507055834901400E+00
7.000000000000000E-04,-1.147054001941900E-07,-9.834849860651601E-09,4.999999998688500E+01,1.000000000000000E-09,-1.147054001941900E-13,9.991758383701701E+00,2.944108257545100E-05,2.507241066389500E+00
7.100000000000000E-04,-1.163445764387000E-07,-9.835213030774199E-09,4.999999998688500E+01,1.000000000000000E-09,-1.163445764387000E-13,9.991988582908100E+00,3.024303277886900E-05,2.507429473904600E+00
7.200000000000000E-04,-1.179838165969000E-07,-9.835597153019300E-09,4.999999998688400E+01,1.000000000000000E-09,-1.179838165969000E-13,9.992209296482599E+00,3.105531629244200E-05,2.507621408215500E+00
7.300000000000000E-04,-1.196231249390500E-07,-9.836016195468400E-09,4.999999998688400E+01,1.000000000000000E-09,-1.196231249390500E-13,9.992420611417799E+00,3.187798662356600E-05,2.507816762152100E+00
7.400000000000000E-04,-1.212625056548100E-07,-9.836470158121600E-09,4.999999998688300E+01,1.000000000000000E-09,-1.212625056548100E-13,9.992622723406900E+00,3.271109727963400E-05,2.508015622890900E+00
7.500000000000000E-04,-1.229019628024400E-07,-9.836931104815599E-09,4.999999998688200E+01,1.000000000000000E-09,-1.229019628024400E-13,9.992815916184400E+00,3.355470176804400E-05,2.508218012001600E+00
7.600000000000000E-04,-1.245415002406100E-07,-9.837413003632100E-09,4.999999998688200E+01,1.000000000000000E-09,-1.245415002406100E-13,9.993000540024900E+00,3.440885359618900E-05,2.508423973660300E+00
7.700000000000000E-04,-1.261811215416000E-07,-9.837929822652699E-09,4.999999998688100E+01,1.000000000000000E-09,-1.261811215416000E-13,9.993177035338700E+00,3.527360627146600E-05,2.508633542511900E+00
7.800000000000000E-04,-1.278208300141000E-07,-9.838467593795701E-09,4.999999998688000E+01,1.000000000000000E-09,-1.278208300141000E-13,9.993345878881399E+00,3.614901330126900E-05,2.508846760391200E+00
7.900000000000000E-04,-1.294606286350400E-07,-9.839012348979599E-09,4.999999998688000E+01,1.000000000000000E-09,-1.294606286350400E-13,9.993507610910401E+00,3.703512819299400E-05,2.509063664149800E+00
8.000000000000000E-04,-1.311005199983500E-07,-9.839571072245000E-09,4.999999998687900E+01,1.000000000000000E-09,-1.311005199983500E-13,9.993662834471200E+00,3.793200445403600E-05,2.509284295510000E+00
8.100000000000000E-04,-1.327405062288100E-07,-9.840143763592101E-09,4.999999998687800E+01,1.000000000000000E-09,-1.327405062288100E-13,9.993812137453601E+00,3.883969559179100E-05,2.509508693231000E+00
8.200000000000000E-04,-1.343806063472700E-07,-9.840737407061700E-09,4.999999998687700E+01,1.000000000000000E-09,-1.343806063472700E-13,9.993955257595600E+00,3.975825511365300E-05,2.509737093920700E+00
8.300000000000000E-04,-1.360208082797200E-07,-9.841317082449600E-09,4.999999998687700E+01,1.000000000000000E-09,-1.360208082797200E-13,9.994093813512301E+00,4.068773652701900E-05,2.509969197800300E+00
8.400000000000000E-04,-1.376610865255500E-07,-9.841903741878400E-09,4.999999998687600E+01,1.000000000000000E-09,-1.376610865255500E-13,9.994229374326499E+00,4.162818000094300E-05,2.510203561201500E+00
8.500000000000000E-04,-1.393014621802800E-07,-9.842476433225500E-09,4.999999998687500E+01,1.000000000000000E-09,-1.393014621802800E-13,9.994361513816701E+00,4.257947064627500E-05,2.510437238708300E+00
8.600000000000000E-04,-1.409419341660800E-07,-9.843077060735899E-09,4.999999998687400E+01,1.000000000000000E-09,-1.409419341660800E-13,9.994490780344499E+00,4.354139353631400E-05,2.510668355839800E+00
8.700000000000000E-04,-1.425825008632200E-07,-9.843635784001300E-09,4.999999998687400E+01,1.000000000000000E-09,-1.425825008632100E-13,9.994617673593300E+00,4.451373207706700E-05,2.510897323962800E+00
8.800000000000000E-04,-1.442231598448300E-07,-9.844180539185101E-09,4.999999998687300E+01,1.000000000000000E-09,-1.442231598448300E-13,9.994742661598700E+00,4.549626967454000E-05,2.511123799354100E+00
8.899999999999999E-04,-1.458639079378000E-07,-9.844718310328100E-09,4.999999998687200E+01,1.000000000000000E-09,-1.458639079378000E-13,9.994866151242899E+00,4.648878973473900E-05,2.511347699493900E+00
9.000000000000000E-04,-1.475047412197400E-07,-9.845207193185400E-09,4.999999998687100E+01,1.000000000000000E-09,-1.475047412197400E-13,9.994988504391500E+00,4.749107566367000E-05,2.511568853338700E+00
9.100000000000000E-04,-1.491456550533400E-07,-9.845682107961099E-09,4.999999998687100E+01,1.000000000000000E-09,-1.491456550533400E-13,9.995110000560899E+00,4.850291086734000E-05,2.511787127499300E+00
9.200000000000000E-04,-1.507866440936500E-07,-9.846115118491799E-09,4.999999998687000E+01,1.000000000000000E-09,-1.507866440936500E-13,9.995230869025900E+00,4.952407875175500E-05,2.512002377292100E+00
9.300000000000001E-04,-1.524277022859400E-07,-9.846513208818400E-09,4.999999998687000E+01,1.000000000000000E-09,-1.524277022859400E-13,9.995351276762600E+00,5.055436272292100E-05,2.512214467376700E+00
9.400000000000000E-04,-1.540688229216600E-07,-9.846876378940901E-09,4.999999998686900E+01,1.000000000000000E-09,-1.540688229216600E-13,9.995471312062501E+00,5.159354618684500E-05,2.512423263150500E+00
9.500000000000000E-04,-1.557099986833100E-07,-9.847190660777800E-09,4.999999998686900E+01,1.000000000000000E-09,-1.557099986833100E-13,9.995591033943899E+00,5.264141254953200E-05,2.512628633468000E+00
9.600000000000000E-04,-1.573512216965600E-07,-9.847456054328900E-09,4.999999998686800E+01,1.000000000000000E-09,-1.573512216965600E-13,9.995710421865599E+00,5.369774521699000E-05,2.512830901532700E+00
9.700000000000001E-04,-1.589924856945900E-07,-9.847672559594200E-09,4.999999998686800E+01,1.000000000000000E-09,-1.589924856945900E-13,9.995829448622800E+00,5.476232759522400E-05,2.513029367091200E+00
9.800000000000000E-04,-1.606337801163800E-07,-9.847826208492199E-09,4.999999998686800E+01,1.000000000000000E-09,-1.606337801163800E-13,9.995948020922500E+00,5.583502381855900E-05,2.513229513308800E+00
9.900000000000000E-04,-1.622750991752400E-07,-9.847930969104501E-09,4.999999998686800E+01,1.000000000000000E-09,-1.622750991752400E-13,9.996065881709800E+00,5.691633914067100E-05,2.513451947105300E+00
1.000000000000000E-03,-1.639164265043000E-07,-9.847965889308600E-09,4.999999998686800E+01,1.000000000000000E-09,-1.639164265043000E-13,9.996182970844901E+00,5.800708454726500E-05,2.513695293498200E+00
1.010000000000000E-03,-1.655577527343800E-07,-9.847951921226900E-09,4.999999998686800E+01,1.000000000000000E-09,-1.655577527343800E-13,9.996299112492400E+00,5.910807290691900E-05,2.513961283124100E+00
1.020000000000000E-03,-1.671990685567600E-07,-9.847875096777900E-09,4.999999998686800E+01,1.000000000000000E-09,-1.671990685567600E-13,9.996414134140400E+00,6.022011708821300E-05,2.514250522128100E+00
1.030000000000000E-03,-1.688403648232700E-07,-9.847749384043201E-09,4.999999998686800E+01,1.000000000000000E-09,-1.688403648232700E-13,9.996527871035299E+00,6.134402995972700E-05,2.514563639781400E+00
1.040000000000000E-03,-1.704816326719400E-07,-9.847574783022800E-09,4.999999998686800E+01,1.000000000000000E-09,-1.704816326719400E-13,9.996640174380600E+00,6.248062439004100E-05,2.514901309040900E+00
1.050000000000000E-03,-1.721228635966100E-07,-9.847344309675801E-09,4.999999998686900E+01,1.000000000000000E-09,-1.721228635966100E-13,9.996750916267899E+00,6.363071324773300E-05,2.515264251677900E+00
1.060000000000000E-03,-1.737640495464100E-07,-9.847057964002201E-09,4.999999998686900E+01,1.000000000000000E-09,-1.737640495464100E-13,9.996859995364900E+00,6.479510940138399E-05,2.515653232549400E+00
1.070000000000000E-03,-1.754051830018500E-07,-9.846743682165400E-09,4.999999998686900E+01,1.000000000000000E-09,-1.754051830018500E-13,9.996967340506700E+00,6.597462571957200E-05,2.516069062492900E+00
1.080000000000000E-03,-1.770462571490200E-07,-9.846380512042899E-09,4.999999998687000E+01,1.000000000000000E-09,-1.770462571490200E-13,9.997072915947401E+00,6.717007507087901E-05,2.516512590269100E+00
1.090000000000000E-03,-1.786872657496000E-07,-9.845975437675400E-09,4.999999998687000E+01,1.000000000000000E-09,-1.786872657496000E-13,9.997176717104200E+00,6.838227032388300E-05,2.516984724999200E+00
1.100000000000000E-03,-1.803282035190400E-07,-9.845549411185500E-09,4.999999998687100E+01,1.000000000000000E-09,-1.803282035190400E-13,9.997278778711800E+00,6.961202434716300E-05,2.517486396934700E+00
1.110000000000000E-03,-1.819690658248700E-07,-9.845081480450701E-09,4.999999998687200E+01,1.000000000000000E-09,-1.819690658248700E-13,9.997379163336699E+00,7.086015000929999E-05,2.518018045588100E+00
1.120000000000000E-03,-1.836098489656600E-07,-9.844613549715900E-09,4.999999998687200E+01,1.000000000000000E-09,-1.836098489656600E-13,9.997477933278599E+00,7.212727192336700E-05,2.518563843096800E+00
1.130000000000000E-03,-1.852505501097800E-07,-9.844110698776999E-09,4.999999998687300E+01,1.000000000000000E-09,-1.852505501097800E-13,9.997575148178900E+00,7.341296128051499E-05,2.519098013146500E+00
1.140000000000000E-03,-1.868911673599500E-07,-9.843607847838099E-09,4.999999998687400E+01,1.000000000000000E-09,-1.868911673599500E-13,9.997670934981800E+00,7.471642305610499E-05,2.519616113065200E+00
1.150000000000000E-03,-1.885316997357000E-07,-9.843098012858300E-09,4.999999998687400E+01,1.000000000000000E-09,-1.885316997357000E-13,9.997765449001699E+00,7.603686185781400E-05,2.520117114726800E+00
1.160000000000000E-03,-1.901721471301900E-07,-9.842595161919400E-09,4.999999998687500E+01,1.000000000000000E-09,-1.901721471301900E-13,9.997858850082499E+00,7.737348229331599E-05,2.520600091652000E+00
1.170000000000000E-03,-1.918125103318200E-07,-9.842085326939700E-09,4.999999998687600E+01,1.000000000000000E-09,-1.918125103318200E-13,9.997951296841499E+00,7.872548897028800E-05,2.521064229917800E+00
1.180000000000000E-03,-1.934527908953900E-07,-9.841596444082400E-09,4.999999998687600E+01,1.000000000000000E-09,-1.934527908953900E-13,9.998042937057400E+00,8.009208649640400E-05,2.521508655917400E+00
1.190000000000000E-03,-1.950929912394700E-07,-9.841114545265899E-09,4.999999998687700E+01,1.000000000000000E-09,-1.950929912394700E-13,9.998133899611100E+00,8.147247947934000E-05,2.521932610028500E+00
1.200000000000000E-03,-1.967331144399600E-07,-9.840660582612700E-09,4.999999998687700E+01,1.000000000000000E-09,-1.967331144399600E-13,9.998224283225699E+00,8.286587252677100E-05,2.522335353699700E+00
1.210000000000000E-03,-1.983731643457200E-07,-9.840220588041101E-09,4.999999998687800E+01,1.000000000000000E-09,-1.983731643457200E-13,9.998314147865401E+00,8.427147024637300E-05,2.522716200862000E+00
1.220000000000000E-03,-2.000131452792000E-07,-9.839815513673701E-09,4.999999998687900E+01,1.000000000000000E-09,-2.000131452792000E-13,9.998403503565299E+00,8.568847724582200E-05,2.523074497044300E+00
1.230000000000000E-03,-2.016530620046300E-07,-9.839424407387801E-09,4.999999998687900E+01,1.000000000000000E-09,-2.016530620046300E-13,9.998492300932300E+00,8.711609813279200E-05,2.523409631124900E+00
1.240000000000000E-03,-2.032929197918800E-07,-9.839082189387701E-09,4.999999998688000E+01,1.000000000000000E-09,-2.032929197918800E-13,9.998580423458799E+00,8.855353751496000E-05,2.523721047956000E+00
1.250000000000000E-03,-2.049327241363200E-07,-9.838767907550900E-09,4.999999998688000E+01,1.000000000000000E-09,-2.049327241363200E-13,9.998667678489900E+00,9.000000000000001E-05,2.524008957724900E+00
1.260000000000000E-03,-2.065724807698600E-07,-9.838495529959000E-09,4.999999998688000E+01,1.000000000000000E-09,-2.065724807698600E-13,9.998753813903200E+00,9.145484429642900E-05,2.524285620992400E+00
1.270000000000000E-03,-2.082121954900700E-07,-9.838244104489500E-09,4.999999998688100E+01,1.000000000000000E-09,-2.082121954900700E-13,9.998838498040501E+00,9.291804551612400E-05,2.524566426565200E+00
1.280000000000000E-03,-2.098518740823300E-07,-9.838034583264999E-09,4.999999998688100E+01,1.000000000000000E-09,-2.098518740823300E-13,9.998921269888999E+00,9.438973287180500E-05,2.524853141840600E+00
1.290000000000000E-03,-2.114915222534500E-07,-9.837859982244501E-09,4.999999998688100E+01,1.000000000000000E-09,-2.114915222534500E-13,9.999001560594399E+00,9.587003557619000E-05,2.525145890990800E+00
1.300000000000000E-03,-2.131311455071900E-07,-9.837713317387300E-09,4.999999998688100E+01,1.000000000000000E-09,-2.131311455071900E-13,9.999078697003499E+00,9.735908284199801E-05,2.525444752115800E+00
1.310000000000000E-03,-2.147707490645200E-07,-9.837601572734200E-09,4.999999998688200E+01,1.000000000000000E-09,-2.147707490645200E-13,9.999151898765200E+00,9.885700388194700E-05,2.525749802833800E+00
1.320000000000000E-03,-2.164103377872100E-07,-9.837524748285200E-09,4.999999998688200E+01,1.000000000000000E-09,-2.164103377872100E-13,9.999220276946000E+00,1.003639279087600E-04,2.526061122013900E+00
1.330000000000000E-03,-2.180499161101200E-07,-9.837454907877000E-09,4.999999998688200E+01,1.000000000000000E-09,-2.180499161101200E-13,9.999282841138200E+00,1.018799841351400E-04,2.526378788490800E+00
1.340000000000000E-03,-2.196894879616800E-07,-9.837426971713700E-09,4.999999998688200E+01,1.000000000000000E-09,-2.196894879616800E-13,9.999338484218701E+00,1.034053017738300E-04,2.526702885456900E+00
