"time","dataOut1","dataOut2"
0,1,1
0.125628,1,1
0.251256,1,1
0.376884,1,1
0.502513,1,1
0.628141,1,1
0.753769,1,1
0.879397,1,1
1.00503,1,1
1.13065,1,1
1.25628,1,1
1.38191,1,1
1.50754,1,1
1.63317,1,1
1.75879,1,1
1.88442,1,1
2.01005,1,1
2.13568,1,1
2.26131,1,1
2.38693,1,1
2.51256,1,1
2.63819,1,1
2.76382,1,1
2.88945,1,1
3.01508,1,1
3.1407,1,1
3.26633,1,1
3.39196,1,1
3.51759,1,1
3.64322,1,1
3.76884,1,1
3.89447,1,1
4.0201,1,1
4.14573,1,1
4.27136,1,1
4.39698,1,1
4.52261,1,1
4.64824,1,1
4.77387,1,1
4.8995,1,1
5.02513,1,1
5.15075,1,1
5.27638,1,1
5.40201,1,1
5.52764,1,1
5.65327,1,1
5.77889,1,1
5.90452,1,1
6.03015,3,3
6.15578,3,3
6.28141,3,3
6.40704,3,3
6.53266,3,3
6.65829,3,3
6.78392,3,3
6.90955,3,3
7.03518,3,3
7.1608,3,3
7.28643,3,3
7.41206,3,3
7.53769,3,3
7.66332,3,3
7.78894,3,3
7.91457,3,3
8.0402,3,3
8.16583,3,3
8.29146,3,3
8.41709,3,3
8.54271,3,3
8.66834,3,3
8.79397,3,3
8.9196,3,3
9.04523,3,3
9.17085,3,3
9.29648,3,3
9.42211,3,3
9.54774,3,3
9.67337,3,3
9.79899,3,3
9.92462,3,3
10.0503,3,3
10.1759,3,3
10.3015,3,3
10.4271,3,3
10.5528,3,3
10.6784,3,3
10.804,3,3
10.9296,3,3
11.0553,3,3
11.1809,3,3
11.3065,3,3
11.4322,3,3
11.5578,3,3
11.6834,3,3
11.809,3,3
11.9347,3,3
12.0603,3,3
12.1859,3,3
12.3116,3,3
12.4372,3,3
12.5628,3,3
12.6884,3,3
12.8141,3,3
12.9397,3,3
13.0653,4,3
13.191,4,3
13.3166,4,3
13.4422,4,3
13.5678,4,3
13.6935,4,3
13.8191,4,3
13.9447,4,3
14.0704,4,3
14.196,4,3
14.3216,4,3
14.4472,4,3
14.5729,4,3
14.6985,4,3
14.8241,4,3
14.9497,4,3
15.0754,4,3
15.201,4,3
15.3266,4,3
15.4523,4,3
15.5779,4,3
15.7035,4,3
15.8291,4,3
15.9548,4,3
16.0804,4,2
16.206,4,2
16.3317,4,2
16.4573,4,2
16.5829,4,2
16.7085,4,2
16.8342,4,2
16.9598,4,2
17.0854,4,2
17.2111,4,2
17.3367,4,2
17.4623,4,2
17.5879,4,2
17.7136,4,2
17.8392,4,2
17.9648,4,2
18.0905,4,2
18.2161,4,2
18.3417,4,2
18.4673,4,2
18.593,4,2
18.7186,4,2
18.8442,4,2
18.9698,4,2
19.0955,4,2
19.2211,4,2
19.3467,4,2
19.4724,4,2
19.598,4,2
19.7236,4,2
19.8492,4,2
19.9749,4,2
20.1005,3,2
20.2261,3,2
20.3518,3,2
20.4774,3,2
20.603,3,2
20.7286,3,2
20.8543,3,2
20.9799,3,2
21.1055,3,2
21.2312,3,2
21.3568,3,2
21.4824,3,2
21.608,3,2
21.7337,3,2
21.8593,3,2
21.9849,3,2
22.1106,3,2
22.2362,3,2
22.3618,3,2
22.4874,3,2
22.6131,3,2
22.7387,3,2
22.8643,3,2
22.9899,3,2
23.1156,3,2
23.2412,3,2
23.3668,3,2
23.4925,3,2
23.6181,3,2
23.7437,3,2
23.8693,3,2
23.995,3,2
24.1206,3,2
24.2462,3,2
24.3719,3,2
24.4975,3,2
24.6231,3,2
24.7487,3,2
24.8744,3,2
25,3,2
