"time","Noise","Noise_Filt","Noise_Filt_Sat","Sine","Sine_Filt","Sine_Filt_Quantized"
0,0.504193,0.0630242,0.0630242,0,0,0
0.0502513,3.37525,0.481779,0.481779,0.10046,0.000360965,0
0.100503,-1.21259,0.306117,0.306117,0.200667,0.00273594,0
0.150754,1.81772,0.518026,0.5,0.300367,0.00874179,0
0.201005,0.277462,0.526808,0.5,0.399308,0.019603,0
0.251256,-0.54856,0.431897,0.431897,0.497242,0.0361963,0
0.301508,-1.3008,0.247703,0.247703,0.59392,0.0590936,0.1
0.351759,0.1949,0.25968,0.25968,0.689099,0.0886033,0.1
0.40201,0.816124,0.348712,0.348712,0.782538,0.124809,0.1
0.452261,0.356546,0.375844,0.375844,0.874001,0.167606,0.2
0.502513,0.722837,0.447407,0.447407,0.963258,0.216735,0.2
0.552764,0.702385,0.512834,0.5,1.05008,0.27181,0.3
0.603015,-0.196037,0.462688,0.462688,1.13426,0.332347,0.4
0.653266,1.77242,0.661106,0.5,1.21557,0.39779,0.4
0.703518,-0.731124,0.53666,0.5,1.29381,0.467528,0.5
0.753769,-3.00201,0.134576,0.134576,1.36878,0.540916,0.6
0.80402,-2.1872,-0.145553,-0.145553,1.4403,0.61729,0.6
0.854271,2.56298,0.182097,0.182097,1.50819,0.695983,0.7
0.904523,-0.607677,0.0970325,0.0970325,1.57226,0.776329,0.8
0.954774,-1.35752,-0.0775097,-0.0775097,1.63237,0.857679,0.9
1.00503,-1.18592,-0.221874,-0.221874,1.68835,0.939407,1
1.05528,-1.05546,-0.342712,-0.342712,1.74007,1.02091,1
1.10553,-0.682927,-0.410942,-0.410942,1.7874,1.10163,1.1
1.15578,-0.695075,-0.477279,-0.477279,1.83022,1.18102,1.2
1.20603,-0.302399,-0.491215,-0.491215,1.86841,1.25858,1.3
1.25628,2.10858,-0.203082,-0.203082,1.90189,1.33387,1.3
1.30653,0.104039,-0.179923,-0.179923,1.93057,1.40645,1.4
1.35678,1.80885,0.0551794,0.0551794,1.95437,1.47593,1.5
1.40704,1.08885,0.188526,0.188526,1.97324,1.54198,1.6
1.45729,0.474847,0.238456,0.238456,1.98713,1.60428,1.6
1.50754,-0.829179,0.122886,0.122886,1.996,1.66255,1.7
1.55779,-0.650097,0.0354793,0.0354793,1.99983,1.71655,1.7
1.60804,-0.332427,-0.00784809,-0.00784809,1.99861,1.76606,1.8
1.65829,-1.78161,-0.230156,-0.230156,1.99235,1.81089,1.8
1.70854,3.03514,0.160743,0.160743,1.98106,1.85089,1.9
1.75879,1.3977,0.327419,0.327419,1.96476,1.88593,1.9
1.80905,-0.958545,0.19123,0.19123,1.94351,1.9159,1.9
1.8593,-1.38223,0.00888967,0.00888967,1.91734,1.94071,1.9
1.90955,-0.214348,-0.0183483,-0.0183483,1.88634,1.96031,2
1.9598,1.06679,0.115917,0.115917,1.85058,1.97464,2
2.01005,-0.381347,0.062453,0.062453,1.81014,1.98369,2
2.0603,-1.82083,-0.168274,-0.168274,1.76513,1.98745,2
2.11055,-1.29081,-0.321211,-0.321211,1.71567,1.98592,2
2.1608,-0.039696,-0.310113,-0.310113,1.66187,1.97912,2
2.21106,1.64419,-0.0890841,-0.0890841,1.60388,1.96711,2
2.26131,-0.0699827,-0.0933778,-0.0933778,1.54184,1.94992,1.9
2.31156,1.30425,0.0743222,0.0743222,1.47591,1.92763,1.9
2.36181,-0.7389,-0.0217563,-0.0217563,1.40625,1.90032,1.9
2.41206,-0.037429,-0.0253472,-0.0253472,1.33304,1.86806,1.9
2.46231,0.196929,0.000536293,0.000536293,1.25647,1.83097,1.8
2.51256,-2.3181,-0.289253,-0.289253,1.17672,1.78915,1.8
2.56281,-3.21178,-0.676263,-0.5,1.094,1.74274,1.7
