"time",	"outputs[1]",	"outputs[2]"
2.867,	28.6125,	28.64494
2.868,	28.61667,	28.64408
2.869,	28.62083,	28.64321
2.87,	28.625,	28.64235
2.871,	28.62917,	28.64149
2.872,	28.63333,	28.64062
2.873,	28.6375,	28.63976
2.874,	28.64167,	28.63889
2.875,	28.64583,	28.63803
2.876,	28.65,	28.63717
2.877,	28.65417,	28.6363
2.878,	28.65833,	28.63544
2.879,	28.6625,	28.63457
2.88,	28.66667,	28.63371
2.881,	28.67083,	28.63285
2.882,	28.675,	28.63198
2.883,	28.67917,	28.63112
2.884,	28.68333,	28.63026
2.885,	28.6875,	28.6294
2.886,	28.69167,	28.62853
2.887,	28.69583,	28.62767
2.888,	28.7,	28.62681
2.889,	28.70417,	28.62594
2.89,	28.70833,	28.62508
2.891,	28.7125,	28.62422
2.892,	28.71667,	28.62336
2.893,	28.72083,	28.6225
2.894,	28.725,	28.62163
2.895,	28.72917,	28.62077
2.896,	28.73333,	28.61991
2.897,	28.7375,	28.61905
2.898,	28.74167,	28.61819
2.899,	28.74583,	28.61732
2.9,	28.75,	28.61646
2.901,	28.75417,	28.6156
2.902,	28.75833,	28.61474
2.903,	28.7625,	28.61388
2.904,	28.76667,	28.61302
2.905,	28.77083,	28.61215
2.906,	28.775,	28.61129
2.907,	28.77917,	28.61043
2.908,	28.78333,	28.60957
2.909,	28.7875,	28.60871
2.91,	28.79167,	28.60785
2.911,	28.79583,	28.60699
2.912,	28.8,	28.60613
2.913,	28.80417,	28.60527
2.914,	28.80833,	28.60441
2.915,	28.8125,	28.60355
2.916,	28.81667,	28.60269
2.917,	28.82083,	28.60183
2.918,	28.825,	28.60097
2.919,	28.82917,	28.60011
2.92,	28.83333,	28.59925
2.921,	28.8375,	28.59839
2.922,	28.84167,	28.59753
2.923,	28.84583,	28.59667
2.924,	28.85,	28.59581
2.925,	28.85417,	28.59495
2.926,	28.85833,	28.59409
2.927,	28.8625,	28.59323
2.928,	28.86667,	28.59237
2.929,	28.87083,	28.59151
2.93,	28.875,	28.59065
2.931,	28.87917,	28.58979
2.932,	28.88333,	28.58893
2.933,	28.8875,	28.58807
2.934,	28.89167,	28.58722
2.935,	28.89583,	28.58636
2.936,	28.9,	28.5855
2.937,	28.90417,	28.58464
2.938,	28.90833,	28.58378
2.939,	28.9125,	28.58292
2.94,	28.91667,	28.58207
2.941,	28.92083,	28.58121
2.942,	28.925,	28.58035
2.943,	28.92917,	28.57949
2.944,	28.93333,	28.57863
2.945,	28.9375,	28.57777
2.946,	28.94167,	28.57692
2.947,	28.94583,	28.57606
2.948,	28.95,	28.5752
2.949,	28.95417,	28.57434
2.95,	28.95833,	28.57349
2.951,	28.9625,	28.57263
2.952,	28.96667,	28.57177
2.953,	28.97083,	28.57092
2.954,	28.975,	28.57006
2.955,	28.97917,	28.5692
2.956,	28.98333,	28.56834
2.957,	28.9875,	28.56749
2.958,	28.99167,	28.56663
2.959,	28.99583,	28.56577
2.96,	29,	28.56492
2.961,	29.00417,	28.56406
2.962,	29.00833,	28.56321
2.963,	29.0125,	28.56235
2.964,	29.01667,	28.56149
2.965,	29.02083,	28.56064
2.966,	29.025,	28.55978
2.967,	29.02917,	28.55892
2.968,	29.03333,	28.55807
2.969,	29.0375,	28.55721
2.97,	29.04167,	28.55636
2.971,	29.04583,	28.5555
2.972,	29.05,	28.55465
2.973,	29.05417,	28.55379
2.974,	29.05833,	28.55293
2.975,	29.0625,	28.55208
2.976,	29.06667,	28.55123
2.977,	29.07083,	28.55037
2.978,	29.075,	28.54951
2.979,	29.07917,	28.54866
2.98,	29.08333,	28.54781
2.981,	29.0875,	28.54695
2.982,	29.09167,	28.5461
2.983,	29.09583,	28.54524
2.984,	29.1,	28.54439
2.985,	29.10417,	28.54353
2.986,	29.10833,	28.54268
2.987,	29.1125,	28.54182
2.988,	29.11667,	28.54097
2.989,	29.12083,	28.54012
2.99,	29.125,	28.53926
2.991,	29.12917,	28.53841
2.992,	29.13333,	28.53755
2.993,	29.1375,	28.5367
2.994,	29.14167,	28.53585
2.995,	29.14583,	28.53499
2.996,	29.15,	28.53414
2.997,	29.15417,	28.53329
2.998,	29.15833,	28.53243
2.999,	29.1625,	28.53158
3,	29.16667,	28.53073
3.001,	29.17083,	28.52987
3.002,	29.175,	28.52902
3.003,	29.17917,	28.52817
3.004,	29.18333,	28.52732
3.005,	29.1875,	28.52646
3.006,	29.19167,	28.52561
3.007,	29.19583,	28.52476
3.008,	29.2,	28.5239
3.009,	29.20417,	28.52305
3.01,	29.20833,	28.5222
3.011,	29.2125,	28.52135
3.012,	29.21667,	28.5205
3.013,	29.22083,	28.51964
3.014,	29.225,	28.51879
3.015,	29.22917,	28.51794
3.016,	29.23333,	28.51709
3.017,	29.2375,	28.51624
3.018,	29.24167,	28.51538
3.019,	29.24583,	28.51453
3.02,	29.25,	28.51368
3.021,	29.25417,	28.51283
3.022,	29.25833,	28.51198
3.023,	29.2625,	28.51113
3.024,	29.26667,	28.51028
3.025,	29.27083,	28.50943
3.026,	29.275,	28.50858
3.027,	29.27917,	28.50772
3.028,	29.28333,	28.50687
3.029,	29.2875,	28.50602
3.03,	29.29167,	28.50517
3.031,	29.29583,	28.50432
3.032,	29.3,	28.50347
3.033,	29.30417,	28.50262
3.034,	29.30833,	28.50177
3.035,	29.3125,	28.50092
3.036,	29.31667,	28.50007
3.037,	29.32083,	28.49922
3.038,	29.325,	28.49837
3.039,	29.32917,	28.49752
3.04,	29.33333,	28.49667
3.041,	29.3375,	28.49582
3.042,	29.34167,	28.49497
3.043,	29.34583,	28.49412
3.044,	29.35,	28.49327
3.045,	29.35417,	28.49242
3.046,	29.35833,	28.49158
3.047,	29.3625,	28.49073
3.048,	29.36667,	28.48988
3.049,	29.37083,	28.48903
3.05,	29.375,	28.48818
3.051,	29.37917,	28.48733
3.052,	29.38333,	28.48648
3.053,	29.3875,	28.48563
3.054,	29.39167,	28.48479
3.055,	29.39583,	28.48394
3.056,	29.4,	28.48309
3.057,	29.40417,	28.48224
3.058,	29.40833,	28.48139
3.059,	29.4125,	28.48054
3.06,	29.41667,	28.47969
3.061,	29.42083,	28.47885
3.062,	29.425,	28.478
3.063,	29.42917,	28.47715
3.064,	29.43333,	28.4763
3.065,	29.4375,	28.47546
3.066,	29.44167,	28.47461
3.067,	29.44583,	28.47376
3.068,	29.45,	28.47291
3.069,	29.45417,	28.47207
3.07,	29.45833,	28.47122
3.071,	29.4625,	28.47037
3.072,	29.46667,	28.46953
3.073,	29.47083,	28.46868
3.074,	29.475,	28.47751
3.075,	29.47917,	28.48634
3.076,	29.48333,	28.49517
3.077,	29.4875,	28.504
3.078,	29.49167,	28.51282
3.079,	29.49583,	28.52165
3.08,	29.5,	28.53047
3.081,	29.50417,	28.53929
3.082,	29.50833,	28.54811
3.083,	29.5125,	28.55693
3.084,	29.51667,	28.56575
3.085,	29.52083,	28.57457
3.086,	29.525,	28.58339
3.087,	29.52917,	28.5922
3.088,	29.53333,	28.60102
3.089,	29.5375,	28.60983
3.09,	29.54167,	28.61864
3.091,	29.54583,	28.62745
3.092,	29.55,	28.63626
3.093,	29.55417,	28.64507
3.094,	29.55833,	28.65388
3.095,	29.5625,	28.66268
3.096,	29.56667,	28.67149
3.097,	29.57083,	28.68029
3.098,	29.575,	28.68909
3.099,	29.57917,	28.6979
3.1,	29.58333,	28.7067
3.101,	29.5875,	28.71549
3.102,	29.59167,	28.72429
3.103,	29.59583,	28.73309
3.104,	29.6,	28.74188
3.105,	29.60417,	28.75068
3.106,	29.60833,	28.75947
3.107,	29.6125,	28.76826
3.108,	29.61667,	28.77705
3.109,	29.62083,	28.78584
3.11,	29.625,	28.79463
3.111,	29.62917,	28.80341
3.112,	29.63333,	28.8122
3.113,	29.6375,	28.82098
3.114,	29.64167,	28.82977
3.115,	29.64583,	28.83855
3.116,	29.65,	28.84733
3.117,	29.65417,	28.85611
3.118,	29.65833,	28.86489
3.119,	29.6625,	28.87366
3.12,	29.66667,	28.88244
3.121,	29.67083,	28.89121
3.122,	29.675,	28.89998
3.123,	29.67917,	28.90876
3.124,	29.68333,	28.91753
3.125,	29.6875,	28.9263
3.126,	29.69167,	28.93507
3.127,	29.69583,	28.94383
3.128,	29.7,	28.9526
3.129,	29.70417,	28.96136
3.13,	29.70833,	28.97013
3.131,	29.7125,	28.97889
3.132,	29.71667,	28.98765
3.133,	29.72083,	28.99641
3.134,	29.725,	29.00517
3.135,	29.72917,	29.01393
3.136,	29.73333,	29.02269
3.137,	29.7375,	29.03144
3.138,	29.74167,	29.0402
3.139,	29.74583,	29.04895
3.14,	29.75,	29.0577
3.141,	29.75417,	29.06645
3.142,	29.75833,	29.0752
3.143,	29.7625,	29.08395
3.144,	29.76667,	29.0927
3.145,	29.77083,	29.10144
3.146,	29.775,	29.11019
3.147,	29.77917,	29.11893
3.148,	29.78333,	29.12767
3.149,	29.7875,	29.13641
3.15,	29.79167,	29.14515
3.151,	29.79583,	29.15389
3.152,	29.8,	29.16263
3.153,	29.80417,	29.17137
3.154,	29.80833,	29.1801
3.155,	29.8125,	29.18883
3.156,	29.81667,	29.19757
3.157,	29.82083,	29.2063
3.158,	29.825,	29.21503
3.159,	29.82917,	29.22376
3.16,	29.83333,	29.23249
3.161,	29.8375,	29.24121
3.162,	29.84167,	29.24994
3.163,	29.84583,	29.25866
3.164,	29.85,	29.26739
3.165,	29.85417,	29.27611
3.166,	29.85833,	29.28483
3.167,	29.8625,	29.29355
3.168,	29.86667,	29.30227
3.169,	29.87083,	29.31098
3.17,	29.875,	29.3197
3.171,	29.87917,	29.32841
3.172,	29.88333,	29.33713
3.173,	29.8875,	29.34584
3.174,	29.89167,	29.35455
3.175,	29.89583,	29.36326
3.176,	29.9,	29.37197
3.177,	29.90417,	29.38068
3.178,	29.90833,	29.38939
3.179,	29.9125,	29.39809
3.18,	29.91667,	29.40679
3.181,	29.92083,	29.4155
3.182,	29.925,	29.4242
3.183,	29.92917,	29.4329
3.184,	29.93333,	29.4416
3.185,	29.9375,	29.4503
3.186,	29.94167,	29.45899
3.187,	29.94583,	29.46769
3.188,	29.95,	29.47638
3.189,	29.95417,	29.48508
3.19,	29.95833,	29.49377
3.191,	29.9625,	29.50246
3.192,	29.96667,	29.51115
3.193,	29.97083,	29.51984
3.194,	29.975,	29.52853
3.195,	29.97917,	29.53721
3.196,	29.98333,	29.5459
3.197,	29.9875,	29.55458
3.198,	29.99167,	29.56326
3.199,	29.99583,	29.57195
3.2,	30,	29.58063
3.201,	30.00417,	29.58931
3.202,	30.00833,	29.59798
3.203,	30.0125,	29.60666
3.204,	30.01667,	29.61534
3.205,	30.02083,	29.62401
3.206,	30.025,	29.63268
3.207,	30.02917,	29.64136
3.208,	30.03333,	29.65003
3.209,	30.0375,	29.6587
3.21,	30.04167,	29.66737
3.211,	30.04583,	29.67603
3.212,	30.05,	29.6847
3.213,	30.05417,	29.69337
3.214,	30.05833,	29.70203
3.215,	30.0625,	29.71069
3.216,	30.06667,	29.71935
3.217,	30.07083,	29.72801
3.218,	30.075,	29.73667
3.219,	30.07917,	29.74533
3.22,	30.08333,	29.75399
3.221,	30.0875,	29.76264
3.222,	30.09167,	29.7713
3.223,	30.09583,	29.77995
3.224,	30.1,	29.7886
3.225,	30.10417,	29.79725
3.226,	30.10833,	29.8059
3.227,	30.1125,	29.81455
3.228,	30.11667,	29.8232
3.229,	30.12083,	29.83184
3.23,	30.125,	29.84049
3.231,	30.12917,	29.84913
3.232,	30.13333,	29.85778
3.233,	30.1375,	29.86642
3.234,	30.14167,	29.87506
3.235,	30.14583,	29.8837
3.236,	30.15,	29.89234
3.237,	30.15417,	29.90097
3.238,	30.15833,	29.90961
3.239,	30.1625,	29.91824
3.24,	30.16667,	29.92687
3.241,	30.17083,	29.93551
3.242,	30.175,	29.94414
3.243,	30.17917,	29.95277
3.244,	30.18333,	29.9614
3.245,	30.1875,	29.97002
3.246,	30.19167,	29.97865
3.247,	30.19583,	29.98727
3.248,	30.2,	29.9959
3.249,	30.20417,	30.00452
3.25,	30.20833,	30.01314
3.251,	30.2125,	30.02176
3.252,	30.21667,	30.03038
3.253,	30.22083,	30.039
3.254,	30.225,	30.04762
3.255,	30.22917,	30.05623
3.256,	30.23333,	30.06484
3.257,	30.2375,	30.07346
3.258,	30.24167,	30.08207
3.259,	30.24583,	30.09068
3.26,	30.25,	30.09929
3.261,	30.25417,	30.1079
3.262,	30.25833,	30.11651
3.263,	30.2625,	30.12511
3.264,	30.26667,	30.13372
3.265,	30.27083,	30.14232
3.266,	30.275,	30.15092
3.267,	30.27917,	30.15953
3.268,	30.28333,	30.16813
3.269,	30.2875,	30.17673
3.27,	30.29167,	30.18532
3.271,	30.29583,	30.19392
3.272,	30.3,	30.20252
3.273,	30.30417,	30.21111
3.274,	30.30833,	30.2197
3.275,	30.3125,	30.2283
3.276,	30.31667,	30.23689
3.277,	30.32083,	30.24548
3.278,	30.325,	30.25406
3.279,	30.32917,	30.26265
3.28,	30.33333,	30.27124
3.281,	30.3375,	30.27982
3.282,	30.34167,	30.28841
3.283,	30.34583,	30.29699
3.284,	30.35,	30.30557
3.285,	30.35417,	30.31415
3.286,	30.35833,	30.32273
3.287,	30.3625,	30.33131
3.288,	30.36667,	30.33989
3.289,	30.37083,	30.34846
3.29,	30.375,	30.35704
3.291,	30.37917,	30.36561
3.292,	30.38333,	30.37418
3.293,	30.3875,	30.38275
3.294,	30.39167,	30.39132
3.295,	30.39583,	30.39989
3.296,	30.4,	30.40846
3.297,	30.40417,	30.41703
3.298,	30.40833,	30.42559
3.299,	30.4125,	30.43415
3.3,	30.41667,	30.44272
3.301,	30.42083,	30.45128
3.302,	30.425,	30.45984
3.303,	30.42917,	30.4684
3.304,	30.43333,	30.47696
3.305,	30.4375,	30.48552
3.306,	30.44167,	30.49407
3.307,	30.44583,	30.50263
3.308,	30.45,	30.51118
3.309,	30.45417,	30.51973
3.31,	30.45833,	30.52828
3.311,	30.4625,	30.53683
3.312,	30.46667,	30.54538
3.313,	30.47083,	30.55393
3.314,	30.475,	30.56248
3.315,	30.47917,	30.57102
3.316,	30.48333,	30.57957
3.317,	30.4875,	30.58811
3.318,	30.49167,	30.59665
3.319,	30.49583,	30.60519
3.32,	30.5,	30.61373
3.321,	30.50417,	30.62227
3.322,	30.50833,	30.63081
3.323,	30.5125,	30.63934
3.324,	30.51667,	30.64788
3.325,	30.52083,	30.65641
3.326,	30.525,	30.66494
3.327,	30.52917,	30.67348
3.328,	30.53333,	30.68201
3.329,	30.5375,	30.69053
3.33,	30.54167,	30.69906
3.331,	30.54583,	30.70759
3.332,	30.55,	30.71612
3.333,	30.55417,	30.72464
3.334,	30.55833,	30.73316
3.335,	30.5625,	30.74169
3.336,	30.56667,	30.75021
3.337,	30.57083,	30.75873
3.338,	30.575,	30.76724
3.339,	30.57917,	30.77576
3.34,	30.58333,	30.78428
3.341,	30.5875,	30.79279
3.342,	30.59167,	30.80131
3.343,	30.59583,	30.80982
3.344,	30.6,	30.81833
3.345,	30.60417,	30.82684
3.346,	30.60833,	30.83535
3.347,	30.6125,	30.84386
3.348,	30.61667,	30.85237
3.349,	30.62083,	30.86087
3.35,	30.625,	30.86938
3.351,	30.62917,	30.87788
3.352,	30.63333,	30.88638
3.353,	30.6375,	30.89489
3.354,	30.64167,	30.90339
3.355,	30.64583,	30.91189
3.356,	30.65,	30.92038
3.357,	30.65417,	30.92888
3.358,	30.65833,	30.93738
3.359,	30.6625,	30.94587
3.36,	30.66667,	30.95436
3.361,	30.67083,	30.96286
3.362,	30.675,	30.97135
3.363,	30.67917,	30.97984
3.364,	30.68333,	30.98833
3.365,	30.6875,	30.99681
3.366,	30.69167,	31.0053
3.367,	30.69583,	31.01378
3.368,	30.7,	31.02227
3.369,	30.70417,	31.03075
3.37,	30.70833,	31.03923
3.371,	30.7125,	31.04771
3.372,	30.71667,	31.05619
3.373,	30.72083,	31.06467
3.374,	30.725,	31.07315
3.375,	30.72917,	31.08162
3.376,	30.73333,	31.0901
3.377,	30.7375,	31.09857
3.378,	30.74167,	31.10704
3.379,	30.74583,	31.11552
3.38,	30.75,	31.12399
3.381,	30.75417,	31.13246
3.382,	30.75833,	31.14092
3.383,	30.7625,	31.14939
3.384,	30.76667,	31.15785
3.385,	30.77083,	31.16632
3.386,	30.775,	31.17478
3.387,	30.77917,	31.18324
3.388,	30.78333,	31.19171
3.389,	30.7875,	31.20016
3.39,	30.79167,	31.20862
3.391,	30.79583,	31.21708
3.392,	30.8,	31.22554
3.393,	30.80417,	31.23399
3.394,	30.80833,	31.24245
3.395,	30.8125,	31.2509
3.396,	30.81667,	31.25935
3.397,	30.82083,	31.2678
3.398,	30.825,	31.27625
3.399,	30.82917,	31.2847
3.4,	30.83333,	31.29315
3.401,	30.8375,	31.30159
3.402,	30.84167,	31.31004
3.403,	30.84583,	31.31848
3.404,	30.85,	31.32692
3.405,	30.85417,	31.33537
3.406,	30.85833,	31.34381
3.407,	30.8625,	31.35225
3.408,	30.86667,	31.36068
3.409,	30.87083,	31.36912
3.41,	30.875,	31.37756
3.411,	30.87917,	31.38599
3.412,	30.88333,	31.39442
3.413,	30.8875,	31.40286
3.414,	30.89167,	31.41129
3.415,	30.89583,	31.41972
3.416,	30.9,	31.42815
3.417,	30.90417,	31.43657
3.418,	30.90833,	31.445
3.419,	30.9125,	31.45342
3.42,	30.91667,	31.46185
3.421,	30.92083,	31.47027
3.422,	30.925,	31.47869
3.423,	30.92917,	31.48712
3.424,	30.93333,	31.49553
3.425,	30.9375,	31.50395
3.426,	30.94167,	31.51237
3.427,	30.94583,	31.52079
3.428,	30.95,	31.5292
3.429,	30.95417,	31.53762
3.43,	30.95833,	31.54603
3.431,	30.9625,	31.55444
3.432,	30.96667,	31.56285
3.433,	30.97083,	31.57126
3.434,	30.975,	31.57967
3.435,	30.97917,	31.58808
3.436,	30.98333,	31.59648
3.437,	30.9875,	31.60489
3.438,	30.99167,	31.61329
3.439,	30.99583,	31.62169
3.44,	31,	31.63009
3.441,	31.00417,	31.63849
3.442,	31.00833,	31.64689
3.443,	31.0125,	31.65529
3.444,	31.01667,	31.66369
3.445,	31.02083,	31.67208
3.446,	31.025,	31.68048
3.447,	31.02917,	31.68887
3.448,	31.03333,	31.69726
3.449,	31.0375,	31.70565
3.45,	31.04167,	31.71404
3.451,	31.04583,	31.72243
3.452,	31.05,	31.73082
3.453,	31.05417,	31.73921
3.454,	31.05833,	31.74759
3.455,	31.0625,	31.75598
3.456,	31.06667,	31.76436
3.457,	31.07083,	31.77274
3.458,	31.075,	31.78112
3.459,	31.07917,	31.7895
3.46,	31.08333,	31.79788
3.461,	31.0875,	31.80626
3.462,	31.09167,	31.81463
3.463,	31.09583,	31.82301
3.464,	31.1,	31.83138
3.465,	31.10417,	31.83976
3.466,	31.10833,	31.84813
3.467,	31.1125,	31.8565
3.468,	31.11667,	31.86487
3.469,	31.12083,	31.87324
3.47,	31.125,	31.8816
3.471,	31.12917,	31.88997
3.472,	31.13333,	31.89833
3.473,	31.1375,	31.9067
3.474,	31.14167,	31.91506
3.475,	31.14583,	31.92342
3.476,	31.15,	31.93178
3.477,	31.15417,	31.94014
3.478,	31.15833,	31.9485
3.479,	31.1625,	31.95686
3.48,	31.16667,	31.96521
3.481,	31.17083,	31.97357
3.482,	31.175,	31.98192
3.483,	31.17917,	31.99027
3.484,	31.18333,	31.99863
3.485,	31.1875,	32.00698
3.486,	31.19167,	32.01532
3.487,	31.19583,	32.02367
3.488,	31.2,	32.03202
3.489,	31.20417,	32.04036
3.49,	31.20833,	32.04871
3.491,	31.2125,	32.05705
3.492,	31.21667,	32.0654
3.493,	31.22083,	32.07373
3.494,	31.225,	32.08208
3.495,	31.22917,	32.09042
3.496,	31.23333,	32.09875
3.497,	31.2375,	32.10709
3.498,	31.24167,	32.11543
3.499,	31.24583,	32.12376
3.5,	31.25,	32.13209
3.501,	31.25417,	32.14043
3.502,	31.25833,	32.14875
3.503,	31.2625,	32.15709
3.504,	31.26667,	32.16541
3.505,	31.27083,	32.17374
3.506,	31.275,	32.18207
3.507,	31.27917,	32.19039
3.508,	31.28333,	32.19872
3.509,	31.2875,	32.20704
3.51,	31.29167,	32.21536
3.511,	31.29583,	32.22368
3.512,	31.3,	32.232
3.513,	31.30417,	32.24032
3.514,	31.30833,	32.24864
3.515,	31.3125,	32.25695
3.516,	31.31667,	32.26527
3.517,	31.32083,	32.27358
3.518,	31.325,	32.28189
3.519,	31.32917,	32.29021
3.52,	31.33333,	32.29852
3.521,	31.3375,	32.30683
3.522,	31.34167,	32.31514
3.523,	31.34583,	32.32344
3.524,	31.35,	32.33175
3.525,	31.35417,	32.34005
3.526,	31.35833,	32.34836
3.527,	31.3625,	32.35666
3.528,	31.36667,	32.36496
3.529,	31.37083,	32.37326
3.53,	31.375,	32.37202
3.531,	31.37917,	32.37079
3.532,	31.38333,	32.36955
3.533,	31.3875,	32.36832
3.534,	31.39167,	32.36708
3.535,	31.39583,	32.36584
3.536,	31.4,	32.3646
3.537,	31.40417,	32.36337
3.538,	31.40833,	32.36213
3.539,	31.4125,	32.3609
3.54,	31.41667,	32.35966
3.541,	31.42083,	32.35843
3.542,	31.425,	32.35719
3.543,	31.42917,	32.35595
3.544,	31.43333,	32.35472
3.545,	31.4375,	32.35348
3.546,	31.44167,	32.35225
3.547,	31.44583,	32.35101
3.548,	31.45,	32.34978
3.549,	31.45417,	32.34854
3.55,	31.45833,	32.34731
3.551,	31.4625,	32.34607
3.552,	31.46667,	32.34484
3.553,	31.47083,	32.3436
3.554,	31.475,	32.34237
3.555,	31.47917,	32.34113
3.556,	31.48333,	32.3399
3.557,	31.4875,	32.33867
3.558,	31.49167,	32.33743
3.559,	31.49583,	32.3362
3.56,	31.5,	32.33496
3.561,	31.50417,	32.33373
3.562,	31.50833,	32.3325
3.563,	31.5125,	32.33126
3.564,	31.51667,	32.33003
3.565,	31.52083,	32.3288
3.566,	31.525,	32.32757
3.567,	31.52917,	32.32634
3.568,	31.53333,	32.3251
3.569,	31.5375,	32.32387
3.57,	31.54167,	32.32264
3.571,	31.54583,	32.3214
3.572,	31.55,	32.32017
3.573,	31.55417,	32.31894
3.574,	31.55833,	32.31771
3.575,	31.5625,	32.31648
3.576,	31.56667,	32.31525
3.577,	31.57083,	32.31401
3.578,	31.575,	32.31278
3.579,	31.57917,	32.31155
3.58,	31.58333,	32.31032
3.581,	31.5875,	32.30909
3.582,	31.59167,	32.30786
3.583,	31.59583,	32.30663
3.584,	31.6,	32.3054
3.585,	31.60417,	32.30417
3.586,	31.60833,	32.30294
3.587,	31.6125,	32.3017
3.588,	31.61667,	32.30048
3.589,	31.62083,	32.29925
3.59,	31.625,	32.29802
3.591,	31.62917,	32.29679
3.592,	31.63333,	32.29556
3.593,	31.6375,	32.29433
3.594,	31.64167,	32.2931
3.595,	31.64583,	32.29187
3.596,	31.65,	32.29064
3.597,	31.65417,	32.28941
3.598,	31.65833,	32.28818
3.599,	31.6625,	32.28695
3.6,	31.66667,	32.28572
3.601,	31.67083,	32.2845
3.602,	31.675,	32.28327
3.603,	31.67917,	32.28204
3.604,	31.68333,	32.28081
3.605,	31.6875,	32.27958
3.606,	31.69167,	32.27835
3.607,	31.69583,	32.27713
3.608,	31.7,	32.2759
3.609,	31.70417,	32.27467
3.61,	31.70833,	32.27345
3.611,	31.7125,	32.27222
3.612,	31.71667,	32.27099
3.613,	31.72083,	32.26976
3.614,	31.725,	32.26854
3.615,	31.72917,	32.26731
3.616,	31.73333,	32.26608
3.617,	31.7375,	32.26485
3.618,	31.74167,	32.26363
3.619,	31.74583,	32.26241
3.62,	31.75,	32.26118
3.621,	31.75417,	32.25995
3.622,	31.75833,	32.25872
3.623,	31.7625,	32.2575
3.624,	31.76667,	32.25628
3.625,	31.77083,	32.25505
3.626,	31.775,	32.25382
3.627,	31.77917,	32.2526
3.628,	31.78333,	32.25137
3.629,	31.7875,	32.25015
3.63,	31.79167,	32.24892
3.631,	31.79583,	32.2477
3.632,	31.8,	32.24647
3.633,	31.80417,	32.24525
3.634,	31.80833,	32.24402
3.635,	31.8125,	32.2428
3.636,	31.81667,	32.24157
3.637,	31.82083,	32.24035
3.638,	31.825,	32.23913
3.639,	31.82917,	32.2379
3.64,	31.83333,	32.23668
3.641,	31.8375,	32.23545
3.642,	31.84167,	32.23423
3.643,	31.84583,	32.23301
3.644,	31.85,	32.23178
3.645,	31.85417,	32.23056
3.646,	31.85833,	32.22934
3.647,	31.8625,	32.22812
3.648,	31.86667,	32.22689
3.649,	31.87083,	32.22567
3.65,	31.875,	32.22445
3.651,	31.87917,	32.22323
3.652,	31.88333,	32.222
3.653,	31.8875,	32.22078
3.654,	31.89167,	32.21956
3.655,	31.89583,	32.21834
3.656,	31.9,	32.21712
3.657,	31.90417,	32.2159
3.658,	31.90833,	32.21467
3.659,	31.9125,	32.21345
3.66,	31.91667,	32.21223
3.661,	31.92083,	32.21101
3.662,	31.925,	32.20979
3.663,	31.92917,	32.20857
3.664,	31.93333,	32.20735
3.665,	31.9375,	32.20613
3.666,	31.94167,	32.20491
3.667,	31.94583,	32.20369
3.668,	31.95,	32.20247
3.669,	31.95417,	32.20124
3.67,	31.95833,	32.20002
3.671,	31.9625,	32.19881
3.672,	31.96667,	32.19759
3.673,	31.97083,	32.19637
3.674,	31.975,	32.19514
3.675,	31.97917,	32.19393
3.676,	31.98333,	32.19271
3.677,	31.9875,	32.19149
3.678,	31.99167,	32.19027
3.679,	31.99583,	32.18905
3.68,	32,	32.18783
3.681,	32.00417,	32.18661
3.682,	32.00833,	32.18539
3.683,	32.0125,	32.18417
3.684,	32.01667,	32.18296
3.685,	32.02083,	32.18174
3.686,	32.025,	32.18052
3.687,	32.02917,	32.1793
3.688,	32.03333,	32.17809
3.689,	32.0375,	32.17686
3.69,	32.04167,	32.17565
3.691,	32.04583,	32.17443
3.692,	32.05,	32.17321
3.693,	32.05417,	32.172
3.694,	32.05833,	32.17078
3.695,	32.0625,	32.16956
3.696,	32.06667,	32.16835
3.697,	32.07083,	32.16713
3.698,	32.075,	32.16591
3.699,	32.07917,	32.1647
3.7,	32.08333,	32.16348
3.701,	32.0875,	32.16226
3.702,	32.09167,	32.16105
3.703,	32.09583,	32.15983
3.704,	32.1,	32.15862
3.705,	32.10417,	32.1574
3.706,	32.10833,	32.15618
3.707,	32.1125,	32.15497
3.708,	32.11667,	32.15375
3.709,	32.12083,	32.15254
3.71,	32.125,	32.15132
3.711,	32.12917,	32.15011
3.712,	32.13333,	32.14889
3.713,	32.1375,	32.14768
3.714,	32.14167,	32.14646
3.715,	32.14583,	32.14525
3.716,	32.15,	32.14403
3.717,	32.15417,	32.14282
3.718,	32.15833,	32.14161
3.719,	32.1625,	32.14039
3.72,	32.16667,	32.13918
3.721,	32.17083,	32.13796
3.722,	32.175,	32.13675
3.723,	32.17917,	32.13554
3.724,	32.18333,	32.13432
3.725,	32.1875,	32.13311
3.726,	32.19167,	32.13189
3.727,	32.19583,	32.13068
3.728,	32.2,	32.12947
3.729,	32.20417,	32.12826
3.73,	32.20833,	32.12704
3.731,	32.2125,	32.12583
3.732,	32.21667,	32.12462
3.733,	32.22083,	32.12341
3.734,	32.225,	32.12219
3.735,	32.22917,	32.12098
3.736,	32.23333,	32.11977
3.737,	32.2375,	32.11856
3.738,	32.24167,	32.11735
3.739,	32.24583,	32.11613
3.74,	32.25,	32.11492
3.741,	32.25417,	32.11371
3.742,	32.25833,	32.1125
3.743,	32.2625,	32.11129
3.744,	32.26667,	32.11008
3.745,	32.27083,	32.10887
3.746,	32.275,	32.10765
3.747,	32.27917,	32.10645
3.748,	32.28333,	32.10523
3.749,	32.2875,	32.10402
