"time","TAmb","TDif","heatCapacitor.T","TRes"
0,293.15,2,293.15,293.15
0.01,293.15,2,293.265,293.265
0.02,293.15,2,293.365,293.365
0.03,293.15,2,293.465,293.465
0.04,293.15,2,293.564,293.564
0.05,293.15,2,293.664,293.664
0.06,293.15,2,293.763,293.763
0.07,293.15,2,293.862,293.862
0.08,293.15,2,293.961,293.961
0.09,293.15,2,294.06,294.06
0.1,293.15,2,294.158,294.158
0.11,293.15,2,294.257,294.257
0.12,293.15,2,294.355,294.355
0.13,293.15,2,294.454,294.454
0.14,293.15,2,294.552,294.552
0.15,293.15,2,294.65,294.65
0.16,293.15,2,294.748,294.748
0.17,293.15,2,294.845,294.845
0.18,293.15,2,294.943,294.943
0.19,293.15,2,295.04,295.04
0.2,293.15,2,295.138,295.138
0.21,293.15,2,295.235,295.235
0.22,293.15,2,295.332,295.332
0.23,293.15,2,295.429,295.429
0.24,293.15,2,295.525,295.525
0.25,293.15,2,295.622,295.622
0.26,293.15,2,295.719,295.719
0.27,293.15,2,295.815,295.815
0.28,293.15,2,295.911,295.911
0.29,293.15,2,296.007,296.007
0.3,293.15,2,296.103,296.103
0.31,293.15,2,296.199,296.199
0.32,293.15,2,296.295,296.295
0.33,293.15,2,296.39,296.39
0.34,293.15,2,296.486,296.486
0.35,293.15,2,296.581,296.581
0.36,293.15,2,296.676,296.676
0.37,293.15,2,296.771,296.771
0.38,293.15,2,296.866,296.866
0.39,293.15,2,296.961,296.961
0.4,293.15,2,297.056,297.056
0.41,293.15,2,297.15,297.15
0.42,293.15,2,297.259,297.259
0.43,293.15,2,297.353,297.353
0.44,293.15,2,297.447,297.447
0.45,293.15,2,297.541,297.541
0.46,293.15,2,297.635,297.635
0.47,293.15,2,297.729,297.729
0.48,293.15,2,297.823,297.823
0.49,293.15,2,297.916,297.916
0.5,293.15,2,298.009,298.009
0.51,293.15,2,298.103,298.103
0.52,293.15,2,298.196,298.196
0.53,293.15,2,298.289,298.289
0.54,293.15,2,298.381,298.381
0.55,293.15,2,298.474,298.474
0.56,293.15,2,298.567,298.567
0.57,293.15,2,298.659,298.659
0.58,293.15,2,298.751,298.751
0.59,293.15,2,298.844,298.844
0.6,293.15,2,298.936,298.936
0.61,293.15,2,299.028,299.028
0.62,293.15,2,299.119,299.119
0.63,293.15,2,299.146,299.146
0.64,293.15,2,299.14,299.14
0.65,293.15,2,299.134,299.134
0.66,293.15,2,299.128,299.128
0.67,293.15,2,299.122,299.122
0.68,293.15,2,299.116,299.116
0.69,293.15,2,299.11,299.11
0.7,293.15,2,299.104,299.104
0.71,293.15,2,299.098,299.098
0.72,293.15,2,299.092,299.092
0.73,293.15,2,299.086,299.086
0.74,293.15,2,299.08,299.08
0.75,293.15,2,299.075,299.075
0.76,293.15,2,299.069,299.069
0.77,293.15,2,299.063,299.063
0.78,293.15,2,299.057,299.057
0.79,293.15,2,299.051,299.051
0.8,293.15,2,299.045,299.045
0.81,293.15,2,299.039,299.039
0.82,293.15,2,299.033,299.033
0.83,293.15,2,299.027,299.027
0.84,293.15,2,299.021,299.021
0.85,293.15,2,299.016,299.016
0.86,293.15,2,299.01,299.01
0.87,293.15,2,299.004,299.004
0.88,293.15,2,298.998,298.998
0.89,293.15,2,298.992,298.992
0.9,293.15,2,298.986,298.986
0.91,293.15,2,298.98,298.98
0.92,293.15,2,298.975,298.975
0.93,293.15,2,298.969,298.969
0.94,293.15,2,298.963,298.963
0.95,293.15,2,298.957,298.957
0.96,293.15,2,298.951,298.951
0.97,293.15,2,298.946,298.946
0.98,293.15,2,298.94,298.94
0.99,293.15,2,298.934,298.934
1,293.15,2,298.928,298.928
1.01,293.15,2,298.922,298.922
1.02,293.15,2,298.917,298.917
1.03,293.15,2,298.911,298.911
1.04,293.15,2,298.905,298.905
1.05,293.15,2,298.899,298.899
1.06,293.15,2,298.894,298.894
1.07,293.15,2,298.888,298.888
1.08,293.15,2,298.882,298.882
1.09,293.15,2,298.876,298.876
1.1,293.15,2,298.871,298.871
1.11,293.15,2,298.865,298.865
1.12,293.15,2,298.859,298.859
1.13,293.15,2,298.854,298.854
1.14,293.15,2,298.848,298.848
1.15,293.15,2,298.842,298.842
1.16,293.15,2,298.837,298.837
1.17,293.15,2,298.831,298.831
1.18,293.15,2,298.825,298.825
1.19,293.15,2,298.82,298.82
1.2,293.15,2,298.814,298.814
1.21,293.15,2,298.808,298.808
1.22,293.15,2,298.803,298.803
1.23,293.15,2,298.797,298.797
1.24,293.15,2,298.791,298.791
1.25,293.15,2,298.786,298.786
1.26,293.15,2,298.78,298.78
1.27,293.15,2,298.774,298.774
1.28,293.15,2,298.769,298.769
1.29,293.15,2,298.763,298.763
1.3,293.15,2,298.758,298.758
1.31,293.15,2,298.752,298.752
