"time","step-size","source.i.Tank1_inflow","source.i.Tank1_level","source.i.Tank2_level","source.i.Tank2_outflow","source.i.Tank3_level","source.i.Tank3_outflow"
0.0,0.0,0.0,1.0E-6,0.0,0.0,0.0,0.0
0.02,0.02,0.0,8.633333333333333E-7,1.3666666666666665E-7,0.0,0.0,0.0
0.04,0.02,0.0,7.62661111111111E-7,2.3733888888888884E-7,0.0,0.0,0.0
0.06,0.02,0.0,6.886507314814814E-7,3.113492685185184E-7,0.0,0.0,0.0
0.08,0.02,0.0,6.343727740586419E-7,3.656272259413579E-7,0.0,0.0,0.0
0.1,0.02,1.0,0.003333928017395826,4.0531593750722727E-7,0.0,0.0,0.0
0.12000000000000001,0.02,1.0,0.02254501021333239,7.893231200009423E-4,0.0,0.0,0.0
0.14,0.02,1.0,0.03939330405713095,0.0039410292762023826,0.0,0.0,0.0
0.16,0.02,1.0,0.05448433118666973,0.00885000214666359,0.0,0.0,0.0
0.18,0.02,1.0,0.06826849956630553,0.01506583376702779,0.0,0.0,0.0
0.19999999999999998,0.02,1.0,0.08108083062838459,0.022253502704948715,0.0,0.0,0.0
0.21999999999999997,0.02,0.0,0.07717051252522829,0.02949715414143834,0.0,0.0,0.0
0.23999999999999996,0.02,0.0,0.07111288486381157,0.03555478180285506,0.0,0.0,0.0
0.25999999999999995,0.02,0.0,0.0666011097791413,0.04006655688752533,0.0,0.0,0.0
0.27999999999999997,0.02,0.0,0.06323995117563799,0.04342771549102863,0.0,0.0,0.0
0.3,0.02,0.0,0.060735311803640835,0.04593235486302579,0.0,0.0,0.0
0.32,0.02,1.0,0.062201675643437065,0.047799324356562894,0.0,0.0,0.0
0.34,0.02,1.0,0.08002062382672126,0.0499803761732787,0.0,0.0,0.0
0.36000000000000004,0.02,1.0,0.0958303748028391,0.054170625197160864,0.0,0.0,0.0
0.38000000000000006,0.02,1.0,0.11014623933422885,0.05985476066577111,0.0,0.0,0.0
0.4000000000000001,0.02,1.0,0.12335147658728804,0.06664952341271192,0.0,0.0,0.0
0.4200000000000001,0.02,0.0,0.1323977867770004,0.07426987988966624,0.0,0.0,0.0
0.4400000000000001,0.02,0.0,0.12495269610588593,0.08171497056078071,0.0,0.0,0.0
0.46000000000000013,0.02,0.0,0.11941440444560313,0.08725326222106351,0.0,0.0,0.0
0.48000000000000015,0.02,0.0,0.11529459284765788,0.09137307381900876,0.0,0.0,0.0
0.5000000000000001,0.02,0.0,0.11222999298869243,0.0944376736779742,0.0,0.0,0.0
0.5200000000000001,0.02,1.0,0.11328369759568513,0.09671730240431484,0.0,0.0,0.0
0.5400000000000001,0.02,1.0,0.13079911566461358,0.09920188433538639,0.0,0.0,0.0
0.5600000000000002,0.02,1.0,0.14638612070242468,0.10361487929757529,0.0,0.0,0.0
