"time",	"outputs[1]",	"outputs[2]"
2.9985,	29.16042,	28.52782
2.999,	29.1625,	28.5274
2.9995,	29.16458,	28.52697
3,	29.16667,	28.52654
3.0005,	29.16875,	28.52612
3.001,	29.17083,	28.52569
3.0015,	29.17292,	28.52527
3.002,	29.175,	28.52484
3.0025,	29.17708,	28.52441
3.003,	29.17917,	28.52399
3.0035,	29.18125,	28.52356
3.004,	29.18333,	28.52313
3.0045,	29.18542,	28.52271
3.005,	29.1875,	28.52228
3.0055,	29.18958,	28.52186
3.006,	29.19167,	28.52143
3.0065,	29.19375,	28.52101
3.007,	29.19583,	28.52058
3.0075,	29.19792,	28.52015
3.008,	29.2,	28.51973
3.0085,	29.20208,	28.5193
3.009,	29.20417,	28.51888
3.0095,	29.20625,	28.51845
3.01,	29.20833,	28.51802
3.0105,	29.21042,	28.5176
3.011,	29.2125,	28.51717
3.0115,	29.21458,	28.51674
3.012,	29.21667,	28.51632
3.0125,	29.21875,	28.51589
3.013,	29.22083,	28.51547
3.0135,	29.22292,	28.51504
3.014,	29.225,	28.51462
3.0145,	29.22708,	28.51419
3.015,	29.22917,	28.51377
3.0155,	29.23125,	28.51334
3.016,	29.23333,	28.51291
3.0165,	29.23542,	28.51249
3.017,	29.2375,	28.51206
3.0175,	29.23958,	28.51164
3.018,	29.24167,	28.51121
3.0185,	29.24375,	28.51079
3.019,	29.24583,	28.51036
3.0195,	29.24792,	28.50994
3.02,	29.25,	28.50951
3.0205,	29.25208,	28.50908
3.021,	29.25417,	28.50866
3.0215,	29.25625,	28.50823
3.022,	29.25833,	28.50781
3.0225,	29.26042,	28.50738
3.023,	29.2625,	28.50696
3.0235,	29.26458,	28.50653
3.024,	29.26667,	28.50611
3.0245,	29.26875,	28.50568
3.025,	29.27083,	28.50526
3.0255,	29.27292,	28.50483
3.026,	29.275,	28.5044
3.0265,	29.27708,	28.50398
3.027,	29.27917,	28.50356
3.0275,	29.28125,	28.50313
3.028,	29.28333,	28.5027
3.0285,	29.28542,	28.50228
3.029,	29.2875,	28.50185
3.0295,	29.28958,	28.50143
3.03,	29.29167,	28.501
3.0305,	29.29375,	28.50058
3.031,	29.29583,	28.50015
3.0315,	29.29792,	28.49973
3.032,	29.3,	28.4993
3.0325,	29.30208,	28.49888
3.033,	29.30417,	28.49845
3.0335,	29.30625,	28.49803
3.034,	29.30833,	28.4976
3.0345,	29.31042,	28.49718
3.035,	29.3125,	28.49676
3.0355,	29.31458,	28.49633
3.036,	29.31667,	28.4959
3.0365,	29.31875,	28.49548
3.037,	29.32083,	28.49505
3.0375,	29.32292,	28.49463
3.038,	29.325,	28.49421
3.0385,	29.32708,	28.49378
3.039,	29.32917,	28.49336
3.0395,	29.33125,	28.49293
3.04,	29.33333,	28.49251
3.0405,	29.33542,	28.49208
3.041,	29.3375,	28.49166
3.0415,	29.33958,	28.49123
3.042,	29.34167,	28.49081
3.0425,	29.34375,	28.49038
3.043,	29.34583,	28.48996
3.0435,	29.34792,	28.48953
3.044,	29.35,	28.48911
3.0445,	29.35208,	28.48869
3.045,	29.35417,	28.48826
3.0455,	29.35625,	28.48784
3.046,	29.35833,	28.48741
3.0465,	29.36042,	28.48699
3.047,	29.3625,	28.48656
3.0475,	29.36458,	28.48614
3.048,	29.36667,	28.48572
3.0485,	29.36875,	28.48529
3.049,	29.37083,	28.48487
3.0495,	29.37292,	28.48444
3.05,	29.375,	28.48402
3.0505,	29.37708,	28.48359
3.051,	29.37917,	28.48317
3.0515,	29.38125,	28.48275
3.052,	29.38333,	28.48232
3.0525,	29.38542,	28.4819
3.053,	29.3875,	28.48147
3.0535,	29.38958,	28.48105
3.054,	29.39167,	28.48063
3.0545,	29.39375,	28.4802
3.055,	29.39583,	28.47978
3.0555,	29.39792,	28.47935
3.056,	29.4,	28.47893
3.0565,	29.40208,	28.47851
3.057,	29.40417,	28.47808
3.0575,	29.40625,	28.47766
3.058,	29.40833,	28.47723
3.0585,	29.41042,	28.47681
3.059,	29.4125,	28.47639
3.0595,	29.41458,	28.47596
3.06,	29.41667,	28.47554
3.0605,	29.41875,	28.47511
3.061,	29.42083,	28.47469
3.0615,	29.42292,	28.47427
3.062,	29.425,	28.47384
3.0625,	29.42708,	28.47342
3.063,	29.42917,	28.473
3.0635,	29.43125,	28.47257
3.064,	29.43333,	28.47215
3.0645,	29.43542,	28.47173
3.065,	29.4375,	28.4713
3.0655,	29.43958,	28.47088
3.066,	29.44167,	28.47046
3.0665,	29.44375,	28.47003
3.067,	29.44583,	28.46961
3.0675,	29.44792,	28.46918
3.068,	29.45,	28.46876
3.0685,	29.45208,	28.46834
3.069,	29.45417,	28.46791
3.0695,	29.45625,	28.46749
3.07,	29.45833,	28.46707
3.0705,	29.46042,	28.46664
3.071,	29.4625,	28.46622
3.0715,	29.46458,	28.4658
3.072,	29.46667,	28.46538
3.0725,	29.46875,	28.46979
3.073,	29.47083,	28.47421
3.0735,	29.47292,	28.47862
3.074,	29.475,	28.48304
3.0745,	29.47708,	28.48745
3.075,	29.47917,	28.49187
3.0755,	29.48125,	28.49628
3.076,	29.48333,	28.50069
3.0765,	29.48542,	28.50511
3.077,	29.4875,	28.50952
3.0775,	29.48958,	28.51393
3.078,	29.49167,	28.51835
3.0785,	29.49375,	28.52276
3.079,	29.49583,	28.52717
3.0795,	29.49792,	28.53158
3.08,	29.5,	28.53599
3.0805,	29.50208,	28.5404
3.081,	29.50417,	28.54482
3.0815,	29.50625,	28.54922
3.082,	29.50833,	28.55364
3.0825,	29.51042,	28.55805
3.083,	29.5125,	28.56245
3.0835,	29.51458,	28.56686
3.084,	29.51667,	28.57127
3.0845,	29.51875,	28.57568
3.085,	29.52083,	28.58009
3.0855,	29.52292,	28.5845
3.086,	29.525,	28.58891
3.0865,	29.52708,	28.59331
3.087,	29.52917,	28.59772
3.0875,	29.53125,	28.60213
3.088,	29.53333,	28.60653
3.0885,	29.53542,	28.61094
3.089,	29.5375,	28.61535
3.0895,	29.53958,	28.61975
3.09,	29.54167,	28.62416
3.0905,	29.54375,	28.62856
3.091,	29.54583,	28.63297
3.0915,	29.54792,	28.63737
3.092,	29.55,	28.64178
3.0925,	29.55208,	28.64618
3.093,	29.55417,	28.65058
3.0935,	29.55625,	28.65499
3.094,	29.55833,	28.65939
3.0945,	29.56042,	28.66379
3.095,	29.5625,	28.6682
3.0955,	29.56458,	28.6726
3.096,	29.56667,	28.677
3.0965,	29.56875,	28.6814
3.097,	29.57083,	28.6858
3.0975,	29.57292,	28.6902
3.098,	29.575,	28.6946
3.0985,	29.57708,	28.699
3.099,	29.57917,	28.7034
3.0995,	29.58125,	28.7078
3.1,	29.58333,	28.7122
3.1005,	29.58542,	28.7166
3.101,	29.5875,	28.721
3.1015,	29.58958,	28.7254
3.102,	29.59167,	28.7298
3.1025,	29.59375,	28.73419
3.103,	29.59583,	28.73859
3.1035,	29.59792,	28.74299
3.104,	29.6,	28.74739
3.1045,	29.60208,	28.75178
3.105,	29.60417,	28.75618
3.1055,	29.60625,	28.76057
3.106,	29.60833,	28.76497
3.1065,	29.61042,	28.76937
3.107,	29.6125,	28.77376
3.1075,	29.61458,	28.77816
3.108,	29.61667,	28.78255
3.1085,	29.61875,	28.78695
3.109,	29.62083,	28.79134
3.1095,	29.62292,	28.79573
3.11,	29.625,	28.80013
3.1105,	29.62708,	28.80452
3.111,	29.62917,	28.80891
3.1115,	29.63125,	28.8133
3.112,	29.63333,	28.8177
3.1125,	29.63542,	28.82209
3.113,	29.6375,	28.82648
3.1135,	29.63958,	28.83087
3.114,	29.64167,	28.83526
3.1145,	29.64375,	28.83965
3.115,	29.64583,	28.84404
3.1155,	29.64792,	28.84843
3.116,	29.65,	28.85282
3.1165,	29.65208,	28.85721
3.117,	29.65417,	28.8616
3.1175,	29.65625,	28.86599
3.118,	29.65833,	28.87038
3.1185,	29.66042,	28.87477
3.119,	29.6625,	28.87915
3.1195,	29.66458,	28.88354
3.12,	29.66667,	28.88793
3.1205,	29.66875,	28.89232
3.121,	29.67083,	28.8967
3.1215,	29.67292,	28.90109
3.122,	29.675,	28.90548
3.1225,	29.67708,	28.90986
3.123,	29.67917,	28.91425
3.1235,	29.68125,	28.91863
3.124,	29.68333,	28.92302
3.1245,	29.68542,	28.9274
3.125,	29.6875,	28.93179
3.1255,	29.68958,	28.93617
3.126,	29.69167,	28.94055
3.1265,	29.69375,	28.94494
3.127,	29.69583,	28.94932
3.1275,	29.69792,	28.9537
3.128,	29.7,	28.95809
3.1285,	29.70208,	28.96247
3.129,	29.70417,	28.96685
3.1295,	29.70625,	28.97123
3.13,	29.70833,	28.97561
3.1305,	29.71042,	28.97999
3.131,	29.7125,	28.98438
3.1315,	29.71458,	28.98875
3.132,	29.71667,	28.99314
3.1325,	29.71875,	28.99751
3.133,	29.72083,	29.0019
3.1335,	29.72292,	29.00627
3.134,	29.725,	29.01065
3.1345,	29.72708,	29.01503
3.135,	29.72917,	29.01941
3.1355,	29.73125,	29.02379
3.136,	29.73333,	29.02817
3.1365,	29.73542,	29.03254
3.137,	29.7375,	29.03692
3.1375,	29.73958,	29.0413
3.138,	29.74167,	29.04567
3.1385,	29.74375,	29.05005
3.139,	29.74583,	29.05443
3.1395,	29.74792,	29.0588
3.14,	29.75,	29.06318
3.1405,	29.75208,	29.06755
3.141,	29.75417,	29.07193
3.1415,	29.75625,	29.0763
3.142,	29.75833,	29.08068
3.1425,	29.76042,	29.08505
3.143,	29.7625,	29.08942
3.1435,	29.76458,	29.0938
3.144,	29.76667,	29.09817
3.1445,	29.76875,	29.10254
3.145,	29.77083,	29.10691
3.1455,	29.77292,	29.11129
3.146,	29.775,	29.11566
3.1465,	29.77708,	29.12003
3.147,	29.77917,	29.1244
3.1475,	29.78125,	29.12877
3.148,	29.78333,	29.13314
3.1485,	29.78542,	29.13751
3.149,	29.7875,	29.14188
3.1495,	29.78958,	29.14625
3.15,	29.79167,	29.15062
3.1505,	29.79375,	29.15499
3.151,	29.79583,	29.15936
3.1515,	29.79792,	29.16373
3.152,	29.8,	29.1681
3.1525,	29.80208,	29.17246
3.153,	29.80417,	29.17683
3.1535,	29.80625,	29.1812
3.154,	29.80833,	29.18557
3.1545,	29.81042,	29.18993
3.155,	29.8125,	29.1943
3.1555,	29.81458,	29.19867
3.156,	29.81667,	29.20303
3.1565,	29.81875,	29.2074
3.157,	29.82083,	29.21176
3.1575,	29.82292,	29.21613
3.158,	29.825,	29.22049
3.1585,	29.82708,	29.22486
3.159,	29.82917,	29.22922
3.1595,	29.83125,	29.23358
3.16,	29.83333,	29.23795
3.1605,	29.83542,	29.24231
3.161,	29.8375,	29.24667
3.1615,	29.83958,	29.25104
3.162,	29.84167,	29.2554
3.1625,	29.84375,	29.25976
3.163,	29.84583,	29.26412
3.1635,	29.84792,	29.26848
3.164,	29.85,	29.27284
3.1645,	29.85208,	29.2772
3.165,	29.85417,	29.28157
3.1655,	29.85625,	29.28593
3.166,	29.85833,	29.29029
3.1665,	29.86042,	29.29465
3.167,	29.8625,	29.299
3.1675,	29.86458,	29.30336
3.168,	29.86667,	29.30772
3.1685,	29.86875,	29.31208
3.169,	29.87083,	29.31644
3.1695,	29.87292,	29.3208
3.17,	29.875,	29.32515
3.1705,	29.87708,	29.32951
3.171,	29.87917,	29.33387
3.1715,	29.88125,	29.33822
3.172,	29.88333,	29.34258
3.1725,	29.88542,	29.34694
3.173,	29.8875,	29.35129
3.1735,	29.88958,	29.35565
3.174,	29.89167,	29.36
3.1745,	29.89375,	29.36436
3.175,	29.89583,	29.36871
3.1755,	29.89792,	29.37307
3.176,	29.9,	29.37742
3.1765,	29.90208,	29.38177
3.177,	29.90417,	29.38613
3.1775,	29.90625,	29.39048
3.178,	29.90833,	29.39483
3.1785,	29.91042,	29.39919
3.179,	29.9125,	29.40354
3.1795,	29.91458,	29.40789
3.18,	29.91667,	29.41224
3.1805,	29.91875,	29.41659
3.181,	29.92083,	29.42094
3.1815,	29.92292,	29.42529
3.182,	29.925,	29.42964
3.1825,	29.92708,	29.43399
3.183,	29.92917,	29.43834
3.1835,	29.93125,	29.44269
3.184,	29.93333,	29.44704
3.1845,	29.93542,	29.45139
3.185,	29.9375,	29.45574
3.1855,	29.93958,	29.46009
3.186,	29.94167,	29.46444
3.1865,	29.94375,	29.46878
3.187,	29.94583,	29.47313
3.1875,	29.94792,	29.47748
3.188,	29.95,	29.48182
3.1885,	29.95208,	29.48617
3.189,	29.95417,	29.49052
3.1895,	29.95625,	29.49486
3.19,	29.95833,	29.49921
3.1905,	29.96042,	29.50356
3.191,	29.9625,	29.5079
3.1915,	29.96458,	29.51225
3.192,	29.96667,	29.51659
3.1925,	29.96875,	29.52093
3.193,	29.97083,	29.52528
3.1935,	29.97292,	29.52962
3.194,	29.975,	29.53396
3.1945,	29.97708,	29.53831
3.195,	29.97917,	29.54265
3.1955,	29.98125,	29.54699
3.196,	29.98333,	29.55133
3.1965,	29.98542,	29.55568
3.197,	29.9875,	29.56002
3.1975,	29.98958,	29.56436
3.198,	29.99167,	29.5687
3.1985,	29.99375,	29.57304
3.199,	29.99583,	29.57738
3.1995,	29.99792,	29.58172
3.2,	30,	29.58606
3.2005,	30.00208,	29.5904
3.201,	30.00417,	29.59474
3.2015,	30.00625,	29.59908
3.202,	30.00833,	29.60341
3.2025,	30.01042,	29.60775
3.203,	30.0125,	29.61209
3.2035,	30.01458,	29.61643
3.204,	30.01667,	29.62077
3.2045,	30.01875,	29.6251
3.205,	30.02083,	29.62944
3.2055,	30.02292,	29.63378
3.206,	30.025,	29.63811
3.2065,	30.02708,	29.64245
3.207,	30.02917,	29.64678
3.2075,	30.03125,	29.65112
3.208,	30.03333,	29.65545
3.2085,	30.03542,	29.65979
3.209,	30.0375,	29.66412
3.2095,	30.03958,	29.66846
3.21,	30.04167,	29.67279
3.2105,	30.04375,	29.67713
3.211,	30.04583,	29.68146
3.2115,	30.04792,	29.68579
3.212,	30.05,	29.69012
3.2125,	30.05208,	29.69446
3.213,	30.05417,	29.69879
3.2135,	30.05625,	29.70312
3.214,	30.05833,	29.70745
3.2145,	30.06042,	29.71178
3.215,	30.0625,	29.71611
3.2155,	30.06458,	29.72044
3.216,	30.06667,	29.72477
3.2165,	30.06875,	29.7291
3.217,	30.07083,	29.73343
3.2175,	30.07292,	29.73776
3.218,	30.075,	29.74209
3.2185,	30.07708,	29.74642
3.219,	30.07917,	29.75075
3.2195,	30.08125,	29.75508
3.22,	30.08333,	29.7594
3.2205,	30.08542,	29.76373
3.221,	30.0875,	29.76806
3.2215,	30.08958,	29.77239
3.222,	30.09167,	29.77671
3.2225,	30.09375,	29.78104
3.223,	30.09583,	29.78536
3.2235,	30.09792,	29.78969
3.224,	30.1,	29.79402
3.2245,	30.10208,	29.79834
3.225,	30.10417,	29.80267
3.2255,	30.10625,	29.80699
3.226,	30.10833,	29.81132
3.2265,	30.11042,	29.81564
3.227,	30.1125,	29.81996
3.2275,	30.11458,	29.82429
3.228,	30.11667,	29.82861
3.2285,	30.11875,	29.83293
3.229,	30.12083,	29.83726
3.2295,	30.12292,	29.84158
3.23,	30.125,	29.8459
3.2305,	30.12708,	29.85022
3.231,	30.12917,	29.85454
3.2315,	30.13125,	29.85886
3.232,	30.13333,	29.86319
3.2325,	30.13542,	29.8675
3.233,	30.1375,	29.87182
3.2335,	30.13958,	29.87614
3.234,	30.14167,	29.88046
3.2345,	30.14375,	29.88478
3.235,	30.14583,	29.8891
3.2355,	30.14792,	29.89342
3.236,	30.15,	29.89774
3.2365,	30.15208,	29.90206
3.237,	30.15417,	29.90638
3.2375,	30.15625,	29.91069
3.238,	30.15833,	29.91501
3.2385,	30.16042,	29.91933
3.239,	30.1625,	29.92365
3.2395,	30.16458,	29.92796
3.24,	30.16667,	29.93228
3.2405,	30.16875,	29.93659
3.241,	30.17083,	29.94091
3.2415,	30.17292,	29.94522
3.242,	30.175,	29.94954
3.2425,	30.17708,	29.95385
3.243,	30.17917,	29.95817
3.2435,	30.18125,	29.96248
3.244,	30.18333,	29.96679
3.2445,	30.18542,	29.97111
3.245,	30.1875,	29.97542
3.2455,	30.18958,	29.97973
3.246,	30.19167,	29.98405
3.2465,	30.19375,	29.98836
3.247,	30.19583,	29.99267
3.2475,	30.19792,	29.99698
3.248,	30.2,	30.00129
3.2485,	30.20208,	30.00561
3.249,	30.20417,	30.00992
3.2495,	30.20625,	30.01423
3.25,	30.20833,	30.01854
3.2505,	30.21042,	30.02285
3.251,	30.2125,	30.02716
3.2515,	30.21458,	30.03147
3.252,	30.21667,	30.03577
3.2525,	30.21875,	30.04008
3.253,	30.22083,	30.04439
3.2535,	30.22292,	30.0487
3.254,	30.225,	30.05301
3.2545,	30.22708,	30.05732
3.255,	30.22917,	30.06162
3.2555,	30.23125,	30.06593
3.256,	30.23333,	30.07024
3.2565,	30.23542,	30.07454
3.257,	30.2375,	30.07885
3.2575,	30.23958,	30.08315
3.258,	30.24167,	30.08746
3.2585,	30.24375,	30.09176
3.259,	30.24583,	30.09607
3.2595,	30.24792,	30.10037
3.26,	30.25,	30.10468
3.2605,	30.25208,	30.10898
3.261,	30.25417,	30.11329
3.2615,	30.25625,	30.11759
3.262,	30.25833,	30.12189
3.2625,	30.26042,	30.1262
3.263,	30.2625,	30.1305
3.2635,	30.26458,	30.1348
3.264,	30.26667,	30.1391
3.2645,	30.26875,	30.14341
3.265,	30.27083,	30.14771
3.2655,	30.27292,	30.15201
3.266,	30.275,	30.15631
3.2665,	30.27708,	30.16061
3.267,	30.27917,	30.16491
3.2675,	30.28125,	30.16921
3.268,	30.28333,	30.17351
3.2685,	30.28542,	30.17781
3.269,	30.2875,	30.18211
3.2695,	30.28958,	30.18641
3.27,	30.29167,	30.1907
3.2705,	30.29375,	30.195
3.271,	30.29583,	30.1993
3.2715,	30.29792,	30.2036
3.272,	30.3,	30.2079
3.2725,	30.30208,	30.21219
3.273,	30.30417,	30.21649
3.2735,	30.30625,	30.22079
3.274,	30.30833,	30.22508
3.2745,	30.31042,	30.22938
3.275,	30.3125,	30.23367
3.2755,	30.31458,	30.23797
3.276,	30.31667,	30.24226
3.2765,	30.31875,	30.24656
3.277,	30.32083,	30.25085
3.2775,	30.32292,	30.25515
3.278,	30.325,	30.25944
3.2785,	30.32708,	30.26373
3.279,	30.32917,	30.26803
3.2795,	30.33125,	30.27232
3.28,	30.33333,	30.27661
3.2805,	30.33542,	30.2809
3.281,	30.3375,	30.2852
3.2815,	30.33958,	30.28949
3.282,	30.34167,	30.29378
3.2825,	30.34375,	30.29807
3.283,	30.34583,	30.30236
3.2835,	30.34792,	30.30665
3.284,	30.35,	30.31094
3.2845,	30.35208,	30.31523
3.285,	30.35417,	30.31952
3.2855,	30.35625,	30.32381
3.286,	30.35833,	30.3281
3.2865,	30.36042,	30.33239
3.287,	30.3625,	30.33668
3.2875,	30.36458,	30.34097
3.288,	30.36667,	30.34525
3.2885,	30.36875,	30.34954
3.289,	30.37083,	30.35383
3.2895,	30.37292,	30.35812
3.29,	30.375,	30.3624
3.2905,	30.37708,	30.36669
3.291,	30.37917,	30.37098
3.2915,	30.38125,	30.37526
3.292,	30.38333,	30.37955
3.2925,	30.38542,	30.38383
3.293,	30.3875,	30.38812
3.2935,	30.38958,	30.3924
3.294,	30.39167,	30.39669
3.2945,	30.39375,	30.40097
3.295,	30.39583,	30.40525
3.2955,	30.39792,	30.40954
3.296,	30.4,	30.41382
3.2965,	30.40208,	30.4181
3.297,	30.40417,	30.42239
3.2975,	30.40625,	30.42667
3.298,	30.40833,	30.43095
3.2985,	30.41042,	30.43523
3.299,	30.4125,	30.43951
3.2995,	30.41458,	30.4438
3.3,	30.41667,	30.44808
3.3005,	30.41875,	30.45236
3.301,	30.42083,	30.45664
3.3015,	30.42292,	30.46092
3.302,	30.425,	30.4652
3.3025,	30.42708,	30.46948
3.303,	30.42917,	30.47376
3.3035,	30.43125,	30.47803
3.304,	30.43333,	30.48231
3.3045,	30.43542,	30.48659
3.305,	30.4375,	30.49087
3.3055,	30.43958,	30.49515
3.306,	30.44167,	30.49943
3.3065,	30.44375,	30.5037
3.307,	30.44583,	30.50798
3.3075,	30.44792,	30.51226
3.308,	30.45,	30.51653
3.3085,	30.45208,	30.52081
3.309,	30.45417,	30.52508
3.3095,	30.45625,	30.52936
3.31,	30.45833,	30.53363
3.3105,	30.46042,	30.53791
3.311,	30.4625,	30.54218
3.3115,	30.46458,	30.54646
3.312,	30.46667,	30.55073
3.3125,	30.46875,	30.555
3.313,	30.47083,	30.55928
3.3135,	30.47292,	30.56355
3.314,	30.475,	30.56783
3.3145,	30.47708,	30.5721
3.315,	30.47917,	30.57637
3.3155,	30.48125,	30.58064
3.316,	30.48333,	30.58491
3.3165,	30.48542,	30.58918
3.317,	30.4875,	30.59345
3.3175,	30.48958,	30.59773
3.318,	30.49167,	30.602
3.3185,	30.49375,	30.60627
3.319,	30.49583,	30.61054
3.3195,	30.49792,	30.61481
3.32,	30.5,	30.61908
3.3205,	30.50208,	30.62334
3.321,	30.50417,	30.62761
3.3215,	30.50625,	30.63188
3.322,	30.50833,	30.63615
3.3225,	30.51042,	30.64042
3.323,	30.5125,	30.64469
3.3235,	30.51458,	30.64895
3.324,	30.51667,	30.65322
3.3245,	30.51875,	30.65749
3.325,	30.52083,	30.66175
3.3255,	30.52292,	30.66602
3.326,	30.525,	30.67028
3.3265,	30.52708,	30.67455
3.327,	30.52917,	30.67882
3.3275,	30.53125,	30.68308
3.328,	30.53333,	30.68734
3.3285,	30.53542,	30.69161
3.329,	30.5375,	30.69587
3.3295,	30.53958,	30.70014
3.33,	30.54167,	30.7044
3.3305,	30.54375,	30.70866
3.331,	30.54583,	30.71293
3.3315,	30.54792,	30.71719
3.332,	30.55,	30.72145
3.3325,	30.55208,	30.72571
3.333,	30.55417,	30.72997
3.3335,	30.55625,	30.73424
3.334,	30.55833,	30.7385
3.3345,	30.56042,	30.74276
3.335,	30.5625,	30.74702
3.3355,	30.56458,	30.75128
3.336,	30.56667,	30.75554
3.3365,	30.56875,	30.7598
3.337,	30.57083,	30.76406
3.3375,	30.57292,	30.76832
3.338,	30.575,	30.77258
3.3385,	30.57708,	30.77683
3.339,	30.57917,	30.78109
3.3395,	30.58125,	30.78535
3.34,	30.58333,	30.78961
3.3405,	30.58542,	30.79387
3.341,	30.5875,	30.79812
3.3415,	30.58958,	30.80238
3.342,	30.59167,	30.80664
3.3425,	30.59375,	30.81089
3.343,	30.59583,	30.81515
3.3435,	30.59792,	30.8194
3.344,	30.6,	30.82366
3.3445,	30.60208,	30.82792
3.345,	30.60417,	30.83217
3.3455,	30.60625,	30.83642
3.346,	30.60833,	30.84068
3.3465,	30.61042,	30.84493
3.347,	30.6125,	30.84919
3.3475,	30.61458,	30.85344
3.348,	30.61667,	30.85769
3.3485,	30.61875,	30.86194
3.349,	30.62083,	30.8662
3.3495,	30.62292,	30.87045
3.35,	30.625,	30.8747
3.3505,	30.62708,	30.87895
3.351,	30.62917,	30.8832
3.3515,	30.63125,	30.88746
3.352,	30.63333,	30.89171
3.3525,	30.63542,	30.89596
3.353,	30.6375,	30.90021
3.3535,	30.63958,	30.90446
3.354,	30.64167,	30.90871
3.3545,	30.64375,	30.91296
3.355,	30.64583,	30.91721
3.3555,	30.64792,	30.92145
3.356,	30.65,	30.9257
3.3565,	30.65208,	30.92995
3.357,	30.65417,	30.9342
3.3575,	30.65625,	30.93844
3.358,	30.65833,	30.94269
3.3585,	30.66042,	30.94694
3.359,	30.6625,	30.95119
3.3595,	30.66458,	30.95543
3.36,	30.66667,	30.95968
3.3605,	30.66875,	30.96392
3.361,	30.67083,	30.96817
3.3615,	30.67292,	30.97242
3.362,	30.675,	30.97666
3.3625,	30.67708,	30.98091
3.363,	30.67917,	30.98515
3.3635,	30.68125,	30.98939
3.364,	30.68333,	30.99364
3.3645,	30.68542,	30.99788
3.365,	30.6875,	31.00212
3.3655,	30.68958,	31.00637
3.366,	30.69167,	31.01061
3.3665,	30.69375,	31.01485
3.367,	30.69583,	31.01909
3.3675,	30.69792,	31.02334
3.368,	30.7,	31.02758
3.3685,	30.70208,	31.03182
3.369,	30.70417,	31.03606
3.3695,	30.70625,	31.0403
3.37,	30.70833,	31.04454
3.3705,	30.71042,	31.04878
3.371,	30.7125,	31.05302
3.3715,	30.71458,	31.05726
3.372,	30.71667,	31.0615
3.3725,	30.71875,	31.06574
3.373,	30.72083,	31.06998
3.3735,	30.72292,	31.07421
3.374,	30.725,	31.07845
3.3745,	30.72708,	31.08269
3.375,	30.72917,	31.08693
3.3755,	30.73125,	31.09117
3.376,	30.73333,	31.0954
3.3765,	30.73542,	31.09964
3.377,	30.7375,	31.10387
3.3775,	30.73958,	31.10811
3.378,	30.74167,	31.11235
3.3785,	30.74375,	31.11658
3.379,	30.74583,	31.12082
3.3795,	30.74792,	31.12505
3.38,	30.75,	31.12929
3.3805,	30.75208,	31.13352
3.381,	30.75417,	31.13775
3.3815,	30.75625,	31.14199
3.382,	30.75833,	31.14622
3.3825,	30.76042,	31.15046
3.383,	30.7625,	31.15469
3.3835,	30.76458,	31.15892
3.384,	30.76667,	31.16315
3.3845,	30.76875,	31.16739
3.385,	30.77083,	31.17162
3.3855,	30.77292,	31.17585
3.386,	30.775,	31.18008
3.3865,	30.77708,	31.18431
3.387,	30.77917,	31.18854
3.3875,	30.78125,	31.19277
3.388,	30.78333,	31.197
3.3885,	30.78542,	31.20123
3.389,	30.7875,	31.20546
3.3895,	30.78958,	31.20969
3.39,	30.79167,	31.21392
3.3905,	30.79375,	31.21815
3.391,	30.79583,	31.22237
3.3915,	30.79792,	31.2266
3.392,	30.8,	31.23083
3.3925,	30.80208,	31.23506
3.393,	30.80417,	31.23928
3.3935,	30.80625,	31.24351
3.394,	30.80833,	31.24774
3.3945,	30.81042,	31.25196
3.395,	30.8125,	31.25619
3.3955,	30.81458,	31.26042
3.396,	30.81667,	31.26464
3.3965,	30.81875,	31.26887
3.397,	30.82083,	31.27309
3.3975,	30.82292,	31.27732
3.398,	30.825,	31.28154
3.3985,	30.82708,	31.28576
3.399,	30.82917,	31.28999
3.3995,	30.83125,	31.29421
3.4,	30.83333,	31.29843
3.4005,	30.83542,	31.30266
3.401,	30.8375,	31.30688
3.4015,	30.83958,	31.3111
3.402,	30.84167,	31.31532
3.4025,	30.84375,	31.31955
3.403,	30.84583,	31.32377
3.4035,	30.84792,	31.32799
3.404,	30.85,	31.33221
3.4045,	30.85208,	31.33643
3.405,	30.85417,	31.34065
3.4055,	30.85625,	31.34487
3.406,	30.85833,	31.34909
3.4065,	30.86042,	31.35331
3.407,	30.8625,	31.35753
3.4075,	30.86458,	31.36175
3.408,	30.86667,	31.36596
3.4085,	30.86875,	31.37018
3.409,	30.87083,	31.3744
3.4095,	30.87292,	31.37862
3.41,	30.875,	31.38284
3.4105,	30.87708,	31.38705
3.411,	30.87917,	31.39127
3.4115,	30.88125,	31.39548
3.412,	30.88333,	31.3997
3.4125,	30.88542,	31.40392
3.413,	30.8875,	31.40813
3.4135,	30.88958,	31.41235
3.414,	30.89167,	31.41656
3.4145,	30.89375,	31.42078
3.415,	30.89583,	31.42499
3.4155,	30.89792,	31.42921
3.416,	30.9,	31.43342
3.4165,	30.90208,	31.43763
3.417,	30.90417,	31.44185
3.4175,	30.90625,	31.44606
3.418,	30.90833,	31.45027
3.4185,	30.91042,	31.45449
3.419,	30.9125,	31.4587
3.4195,	30.91458,	31.46291
3.42,	30.91667,	31.46712
3.4205,	30.91875,	31.47133
3.421,	30.92083,	31.47554
3.4215,	30.92292,	31.47976
3.422,	30.925,	31.48396
3.4225,	30.92708,	31.48817
3.423,	30.92917,	31.49239
3.4235,	30.93125,	31.4966
3.424,	30.93333,	31.5008
