"time","TAmb","TDif","heatCapacitor.T","TRes"
0.000000,293.150000,2.000000,293.150000,293.150000
0.103250,293.150000,2.000000,294.175115,294.175115
0.206500,293.150000,2.000000,295.185634,295.185634
0.414010,293.150000,2.000000,297.173374,297.173374
0.521420,293.150000,2.000000,298.180098,298.180098
0.628830,293.150000,2.000000,299.148558,299.148558
0.630490,293.150000,2.000000,299.147562,299.147562
0.630820,293.150000,2.000000,299.147366,299.147366
1.040020,293.150000,2.000000,298.906906,298.906906
2.000000,293.150000,2.000000,298.379952,298.379952
2.000290,293.150000,2.000000,298.379800,298.379800
2.267970,293.150000,2.000000,298.293776,298.293776
2.376590,293.150000,2.000000,299.295158,299.295158
2.485210,293.150000,2.000000,300.281705,300.281705
2.683960,293.150000,2.000000,301.945833,301.945833
2.684240,293.150000,2.000000,301.945594,301.945594
3.022760,293.150000,2.000000,301.652828,301.652828
3.082580,293.150000,2.000000,301.715256,301.715256
3.195050,293.150000,2.000000,302.699470,302.699470
3.307520,293.150000,2.000000,303.668696,303.668696
3.537080,293.150000,2.000000,305.492899,305.492899
3.543900,293.150000,2.000000,305.484477,305.484477
3.544150,293.150000,2.000000,305.484172,305.484172
3.831450,293.150000,2.000000,305.134851,305.134851
3.916720,293.150000,2.000000,305.216979,305.216979
4.033390,293.150000,2.000000,306.182512,306.182512
4.150060,293.150000,2.000000,307.132901,307.132901
4.387790,293.150000,2.000000,309.023692,309.023692
4.436100,293.150000,2.000000,309.140967,309.140967
4.436320,293.150000,2.000000,309.140613,309.140613
4.689920,293.150000,2.000000,308.740198,308.740198
4.785370,293.150000,2.000000,308.861560,308.861560
4.906740,293.150000,2.000000,309.806392,309.806392
5.028110,293.150000,2.000000,310.735920,310.735920
5.274940,293.150000,2.000000,312.580229,312.580229
5.383270,293.150000,2.000000,313.001194,313.001194
5.383460,293.150000,2.000000,313.000812,313.000812
5.612220,293.150000,2.000000,312.551865,312.551865
5.710530,293.150000,2.000000,312.740264,312.740264
5.837330,293.150000,2.000000,313.661575,313.661575
5.964130,293.150000,2.000000,314.567411,314.567411
6.431580,293.150000,2.000000,317.189857,317.189857
6.431680,293.150000,2.000000,317.189619,317.189619
6.431840,293.150000,2.000000,317.189239,317.189239
6.640570,293.150000,2.000000,316.692666,316.692666
6.737550,293.150000,2.000000,317.060334,317.060334
6.870990,293.150000,2.000000,317.953306,317.953306
7.004420,293.150000,2.000000,318.830621,318.830621
7.491040,293.150000,2.000000,321.902126,321.902126
7.665340,293.150000,2.000000,321.992593,321.992593
7.665450,293.150000,2.000000,321.992261,321.992261
7.856650,293.150000,2.000000,321.583090,321.583090
7.948850,293.150000,2.000000,322.147020,322.147020
7.948960,293.150000,2.000000,322.147656,322.147656
8.000000,293.150000,2.000000,322.456915,322.456915
8.000100,293.150000,2.000000,322.457535,322.457535
8.116510,293.150000,2.000000,323.155079,323.155079
8.323330,293.150000,2.000000,324.033498,324.033498
8.323420,293.150000,2.000000,324.033220,324.033220
8.510590,293.150000,2.000000,323.460564,323.460564
8.976850,293.150000,2.000000,322.297232,322.297232
8.995570,293.150000,2.000000,322.410530,322.410530
8.995630,293.150000,2.000000,322.410900,322.410900
9.111800,293.150000,2.000000,323.107755,323.107755
9.334520,293.150000,2.000000,324.008987,324.008987
9.334570,293.150000,2.000000,324.008848,324.008848
9.521340,293.150000,2.000000,323.437823,323.437823
10.000000,293.150000,2.000000,322.417642,322.417642
