"time","heatCapacitor_T","switch_Controll"
0.000000,20.000000,0.000000
0.020000,20.000000,0.000000
0.040000,20.199314,0.000000
0.060000,20.398065,0.000000
0.080000,20.596448,0.000000
0.100000,20.991609,0.000000
0.120000,20.991609,0.000000
0.140000,21.384602,0.000000
0.160000,21.384602,0.000000
0.180000,21.775652,0.000000
0.200000,21.970364,0.000000
0.220000,21.970364,0.000000
0.240000,22.164490,0.000000
0.260000,22.358100,0.000000
0.280000,22.743770,0.000000
0.300000,22.935831,0.000000
0.320000,22.935831,0.000000
0.340000,23.318404,0.000000
0.360000,23.508916,0.000000
0.380000,23.508916,0.000000
0.400000,23.888415,0.000000
0.420000,23.888415,0.000000
0.440000,24.077437,0.000000
0.460000,24.453950,0.000000
0.480000,24.453950,0.000000
0.500000,24.828421,0.000000
0.520000,24.828421,0.000000
0.540000,25.200849,0.000000
0.560000,25.386297,0.000000
0.580000,25.386297,0.000000
0.600000,25.755662,0.000000
0.620000,25.939578,0.000000
0.626230,25.939578,0.000000
0.640000,25.939578,0.000000
0.660000,25.980034,1.000000
0.680000,25.968121,1.000000
0.700000,25.968121,1.000000
0.720000,25.944343,1.000000
0.740000,25.932478,1.000000
0.760000,25.932478,1.000000
0.780000,25.920630,1.000000
0.800000,25.897085,1.000000
0.820000,25.897085,1.000000
0.840000,25.885344,1.000000
0.860000,25.861924,1.000000
0.880000,25.861924,1.000000
0.900000,25.850245,1.000000
0.920000,25.826949,1.000000
0.940000,25.826949,1.000000
0.960000,25.815333,1.000000
0.980000,25.792161,1.000000
1.000000,25.780607,1.000000
1.020000,25.780607,1.000000
1.040000,25.769073,1.000000
1.060000,25.757560,1.000000
1.080000,25.734596,1.000000
1.100000,25.723145,1.000000
1.120000,25.711715,1.000000
1.140000,25.711715,1.000000
1.160000,25.700306,1.000000
1.180000,25.688921,1.000000
1.200000,25.666238,1.000000
1.220000,25.654929,1.000000
1.240000,25.643642,1.000000
1.260000,25.643642,1.000000
1.280000,25.632376,1.000000
1.300000,25.621131,1.000000
1.320000,25.598706,1.000000
1.340000,25.587525,1.000000
1.360000,25.576366,1.000000
1.380000,25.576366,1.000000
1.400000,25.565229,1.000000
1.420000,25.554113,1.000000
1.440000,25.531945,1.000000
1.460000,25.520893,1.000000
1.480000,25.509863,1.000000
1.500000,25.498854,1.000000
1.520000,25.498854,1.000000
1.540000,25.487867,1.000000
1.560000,25.476901,1.000000
1.580000,25.455033,1.000000
1.600000,25.444131,1.000000
1.620000,25.433251,1.000000
1.640000,25.433251,1.000000
1.660000,25.422392,1.000000
1.680000,25.411555,1.000000
1.700000,25.389945,1.000000
1.720000,25.379171,1.000000
1.740000,25.368420,1.000000
1.760000,25.368420,1.000000
1.780000,25.357690,1.000000
1.800000,25.346981,1.000000
1.820000,25.325628,1.000000
1.840000,25.314984,1.000000
1.860000,25.304361,1.000000
1.880000,25.304361,1.000000
1.900000,25.293759,1.000000
1.920000,25.283179,1.000000
1.940000,25.262083,1.000000
1.960000,25.251567,1.000000
1.980000,25.241073,1.000000
2.000000,25.230600,1.000000
2.020000,25.230600,1.000000
2.040000,25.220162,1.000000
2.060000,25.209797,1.000000
2.080000,25.199453,1.000000
2.100000,25.189122,1.000000
2.120000,25.178805,1.000000
2.140000,25.158212,1.000000
2.160000,25.147936,1.000000
2.180000,25.137674,1.000000
2.200000,25.127425,1.000000
2.220000,25.117191,1.000000
2.240000,25.106971,1.000000
2.260000,25.106971,1.000000
2.262570,25.096818,1.000000
2.280000,25.096818,1.000000
2.300000,25.253994,0.000000
2.320000,25.437825,0.000000
2.340000,25.621090,0.000000
2.360000,25.804022,0.000000
2.380000,26.168884,0.000000
2.400000,26.350815,0.000000
2.420000,26.532413,0.000000
2.440000,26.713677,0.000000
2.460000,26.894607,0.000000
2.480000,27.075204,0.000000
