"time","FMU_Interface_OUT0_BatteryCharge","FMU_Interface_OUT1_Current","FMU_Interface_OUT2_NetVoltage","FMU_Interface_OUT3_Power"
0,0,0,0,0
0.20000000298023224,0,0,0,0
0.20000000298023224,91.193916320800781,-115.33473205566406,19.577140808105469,-2.2579324245452881
0.40000000596046448,91.193916320800781,-115.33473205566406,19.577140808105469,-2.2579324245452881
0.40000000596046448,91.187507629394531,-115.32421875,19.577539443969727,-2.2577724456787109
0.60000002384185791,91.187507629394531,-115.32421875,19.577539443969727,-2.2577724456787109
0.60000002384185791,91.181098937988281,-115.31369781494141,19.577936172485352,-2.2576122283935547
0.80000001192092896,91.181098937988281,-115.31369781494141,19.577936172485352,-2.2576122283935547
0.80000001192092896,91.174690246582031,-115.30318450927734,19.578334808349609,-2.2574522495269775
1,91.174690246582031,-115.30318450927734,19.578334808349609,-2.2574522495269775
1,91.168289184570313,-115.29266357421875,19.578731536865234,-2.2572922706604004
1.2000000476837158,91.168289184570313,-115.29266357421875,19.578731536865234,-2.2572922706604004
1.2000000476837158,91.161880493164063,-115.28215026855469,19.579130172729492,-2.2571322917938232
1.3999999761581421,91.161880493164063,-115.28215026855469,19.579130172729492,-2.2571322917938232
1.3999999761581421,91.155479431152344,-115.27163696289062,19.579526901245117,-2.2569723129272461
1.6000000238418579,91.155479431152344,-115.27163696289062,19.579526901245117,-2.2569723129272461
1.6000000238418579,91.149070739746094,-115.26112365722656,19.579925537109375,-2.2568120956420898
1.7999999523162842,91.149070739746094,-115.26112365722656,19.579925537109375,-2.2568120956420898
1.7999999523162842,91.142669677734375,-115.2506103515625,19.580322265625,-2.2566521167755127
2,91.142669677734375,-115.2506103515625,19.580322265625,-2.2566521167755127
2,91.136268615722656,-115.24009704589844,19.580720901489258,-2.2564921379089355
2.2000000476837158,91.136268615722656,-115.24009704589844,19.580720901489258,-2.2564921379089355
2.2000000476837158,91.129867553710938,-115.22958374023437,19.581117630004883,-2.2563321590423584
2.4000000953674316,91.129867553710938,-115.22958374023437,19.581117630004883,-2.2563321590423584
2.4000000953674316,91.123466491699219,-115.21907043457031,19.581516265869141,-2.2561719417572021
2.5999999046325684,91.123466491699219,-115.21907043457031,19.581516265869141,-2.2561719417572021
2.5999999046325684,91.1170654296875,-115.20855712890625,19.581912994384766,-2.256011962890625
2.7999999523162842,91.1170654296875,-115.20855712890625,19.581912994384766,-2.256011962890625
2.7999999523162842,91.110664367675781,-115.19804382324219,19.582311630249023,-2.2558519840240479
3,91.110664367675781,-115.19804382324219,19.582311630249023,-2.2558519840240479
3,91.104263305664063,-115.18753051757812,19.582708358764648,-2.2556920051574707
3.2000000476837158,91.104263305664063,-115.18753051757812,19.582708358764648,-2.2556920051574707
3.2000000476837158,91.097862243652344,-115.17702484130859,19.583106994628906,-2.2555317878723145
3.4000000953674316,91.097862243652344,-115.17702484130859,19.583106994628906,-2.2555317878723145
3.4000000953674316,91.091468811035156,-115.16651153564453,19.583503723144531,-2.2553718090057373
3.5999999046325684,91.091468811035156,-115.16651153564453,19.583503723144531,-2.2553718090057373
3.5999999046325684,91.085067749023437,-115.15599822998047,19.583900451660156,-2.2552118301391602
3.7999999523162842,91.085067749023437,-115.15599822998047,19.583900451660156,-2.2552118301391602
3.7999999523162842,91.07867431640625,-115.14549255371094,19.584299087524414,-2.2550516128540039
4,91.07867431640625,-115.14549255371094,19.584299087524414,-2.2550516128540039
4,91.072273254394531,-115.13497924804687,19.584695816040039,-2.2548916339874268
4.1999998092651367,91.072273254394531,-115.13497924804687,19.584695816040039,-2.2548916339874268
4.1999998092651367,91.065879821777344,-115.12447357177734,19.585094451904297,-2.2547316551208496
