"time","heatCapacitor_T","switch_Controll"
0.0,20.0,0.0
1.99999996e-02,2.01997223e+01,0.00000000e+00
3.99999991e-02,2.03988876e+01,0.00000000e+00
5.99999987e-02,2.05975018e+01,0.00000000e+00
7.99999982e-02,2.07955627e+01,0.00000000e+00
1.00000001e-01,2.09930744e+01,0.00000000e+00
1.19999997e-01,2.11900387e+01,0.00000000e+00
1.40000001e-01,2.13864574e+01,0.00000000e+00
1.59999996e-01,2.15823307e+01,0.00000000e+00
1.80000007e-01,2.17776604e+01,0.00000000e+00
2.00000003e-01,2.19724503e+01,0.00000000e+00
2.19999999e-01,2.21667004e+01,0.00000000e+00
2.39999995e-01,2.23604145e+01,0.00000000e+00
2.59999990e-01,2.25535908e+01,0.00000000e+00
2.80000001e-01,2.27462349e+01,0.00000000e+00
3.00000012e-01,2.29383430e+01,0.00000000e+00
3.19999993e-01,2.31299248e+01,0.00000000e+00
3.40000004e-01,2.33209743e+01,0.00000000e+00
3.60000014e-01,2.35114975e+01,0.00000000e+00
3.79999995e-01,2.37014942e+01,0.00000000e+00
4.00000006e-01,2.38909683e+01,0.00000000e+00
4.19999987e-01,2.40799198e+01,0.00000000e+00
4.39999998e-01,2.42683487e+01,0.00000000e+00
4.60000008e-01,2.44562607e+01,0.00000000e+00
4.79999989e-01,2.46436539e+01,0.00000000e+00
5.00000000e-01,2.48305321e+01,0.00000000e+00
5.19999981e-01,2.50168953e+01,0.00000000e+00
5.40000021e-01,2.52027473e+01,0.00000000e+00
5.60000002e-01,2.53880882e+01,0.00000000e+00
5.79999983e-01,2.55729198e+01,0.00000000e+00
6.00000024e-01,2.57572422e+01,0.00000000e+00
6.20000005e-01,2.59410572e+01,0.00000000e+00
6.39999986e-01,2.59918594e+01,1.00000000e+00
6.60000026e-01,2.59798889e+01,1.00000000e+00
6.80000007e-01,2.59679413e+01,1.00000000e+00
6.99999988e-01,2.59560165e+01,1.00000000e+00
7.20000029e-01,2.59441166e+01,1.00000000e+00
7.40000010e-01,2.59322395e+01,1.00000000e+00
7.59999990e-01,2.59203873e+01,1.00000000e+00
7.79999971e-01,2.59085598e+01,1.00000000e+00
