"time","iAC[2]","Losses","iAC[3]","uDC","uAC[3]","iAC[1]","uAC[1]","uAC[2]"
2.19422791014005E-07,-4.74751431840923E-01,7.05364923611827E+02,4.74727070449953E-01,5.65678098443857E+02,2.37351354529492E+02,2.43613909699514E-05,2.37387896615946E+02,-4.74739251145438E+02
2.42653158817021E-07,-4.90764499790611E-01,7.20822092175618E+02,4.90736068321199E-01,5.65677322784174E+02,2.45353818425894E+02,2.84314694120047E-05,2.45396465630012E+02,-4.90750284055905E+02
2.84176597486270E-07,-5.12739827587669E-01,7.42867572927501E+02,5.12703831629791E-01,5.65675936320668E+02,2.56333917835956E+02,3.59959578780655E-05,2.56387911772774E+02,-5.12721829608730E+02
3.25700036155518E-07,-5.28327595739115E-01,7.59088433780341E+02,5.28283757228127E-01,5.65674549857167E+02,2.64119959358570E+02,4.38385109872153E-05,2.64185717125051E+02,-5.28305676483621E+02
3.67223474824767E-07,-5.39344130863413E-01,7.70843304705633E+02,5.39292250891398E-01,5.65673163393672E+02,2.69620185459691E+02,5.18799720156116E-05,2.69698005417714E+02,-5.39318190877406E+02
4.08746913494015E-07,-5.47103594152737E-01,7.79266324376263E+02,5.47043530958956E-01,5.65671776930184E+02,2.73491733882588E+02,6.00631937803797E-05,2.73581828673258E+02,-5.47073562555846E+02
4.50270352163264E-07,-5.52570084598680E-01,7.85270422921034E+02,5.52501738300625E-01,5.65670390466700E+02,2.76216696001285E+02,6.83462980554106E-05,2.76319215448368E+02,-5.52535911449652E+02
4.91793790832512E-07,-5.56431604432880E-01,7.89545591490289E+02,5.56354905088509E-01,5.65669004003223E+02,2.78139102872070E+02,7.66993443703790E-05,2.78254151888625E+02,-5.56393254760695E+02
5.33317229501761E-07,-5.59164801128513E-01,7.92587476580099E+02,5.59079699593486E-01,5.65667617539751E+02,2.79497299029230E+02,8.51015350261664E-05,2.79624951331769E+02,-5.59122250360999E+02
5.96055711895614E-07,-5.61870318876364E-01,7.95609506370541E+02,5.61772460333080E-01,5.65665522708099E+02,2.80837300894898E+02,9.78585432841461E-05,2.80984088709824E+02,-5.61821389604722E+02
6.58794194289468E-07,-5.63480607635966E-01,7.97410721343294E+02,5.63369944483746E-01,5.65663427876459E+02,2.81629640665763E+02,1.10663152219748E-04,2.81795635394093E+02,-5.63425276059856E+02
7.21532676683321E-07,-5.64418290131892E-01,7.98457433076667E+02,5.64294793135864E-01,5.65661333044833E+02,2.82085648069918E+02,1.23496996028094E-04,2.82270893563960E+02,-5.64356541633878E+02
7.84271159077174E-07,-5.64955978181971E-01,7.99053805742876E+02,5.64819629867324E-01,5.65659238213219E+02,2.82341640776339E+02,1.36348314646928E-04,2.82546163248309E+02,-5.64887804024648E+02
8.47009641471028E-07,-5.65275488808340E-01,7.99404061987152E+02,5.65126279593725E-01,5.65657143381619E+02,2.82488535189555E+02,1.49209214614476E-04,2.82712349011477E+02,-5.65200884201032E+02
9.09748123864881E-07,-5.65477227307976E-01,7.99621321944374E+02,5.65315152075400E-01,5.65655048550032E+02,2.82576538421412E+02,1.62075232576608E-04,2.82819651270277E+02,-5.65396189691688E+02
1.01765389054966E-06,-5.65686600492572E-01,7.99839495724941E+02,5.65502390670785E-01,5.65651445587418E+02,2.82659090424500E+02,1.84209821786130E-04,2.82935405157179E+02,-5.65594495581679E+02
1.12555965723445E-06,-5.65794692263742E-01,7.99943148152070E+02,5.65588343525660E-01,5.65647842624843E+02,2.82690997393789E+02,2.06348738082118E-04,2.83000520500912E+02,-5.65691517894701E+02
1.23346542391923E-06,-5.65829042519810E-01,7.99963379687802E+02,5.65600551820163E-01,5.65644239662306E+02,2.82686030560258E+02,2.28490699647366E-04,2.83028766609729E+02,-5.65714797169986E+02
1.34137119060401E-06,-5.65827333806131E-01,7.99942813619647E+02,5.65576699556405E-01,5.65640636699809E+02,2.82663032653340E+02,2.50634249725157E-04,2.83038984027928E+02,-5.65702016681268E+02
1.44927695728879E-06,-5.65824879143039E-01,7.99921404604153E+02,5.65552101169896E-01,5.65637033737350E+02,2.82639661598377E+02,2.72777973142957E-04,2.83048828558091E+02,-5.65688490156467E+02
1.72396704929290E-06,-5.65819529784809E-01,7.99867927402140E+02,5.65490381731482E-01,5.65627861863587E+02,2.82580616839078E+02,3.29148053326844E-04,2.83074338919068E+02,-5.65654955758146E+02
1.99865714129700E-06,-5.65850679141685E-01,7.99855748605130E+02,5.65465162590830E-01,5.65618689990076E+02,2.82539823019988E+02,3.85516550854614E-04,2.83118097846270E+02,-5.65657920866258E+02
2.27334723330111E-06,-5.65898236474733E-01,7.99862138171657E+02,5.65456352058450E-01,5.65609518116817E+02,2.82507233821083E+02,4.41884416283567E-04,2.83170060445509E+02,-5.65677294266592E+02
2.54803732530522E-06,-5.65936103896775E-01,7.99857570341840E+02,5.65437851333680E-01,5.65600346243810E+02,2.82469799385293E+02,4.98252563095103E-04,2.83217178229935E+02,-5.65686977615228E+02
3.10219890295987E-06,-5.65998989257148E-01,7.99833087038509E+02,5.65387018642729E-01,5.65581842848336E+02,2.82387524014154E+02,6.11970614419755E-04,2.83305479935784E+02,-5.65693003949939E+02
3.65636048061452E-06,-5.66050498822188E-01,7.99795753601301E+02,5.65324809785027E-01,5.65563339453887E+02,2.82299560373933E+02,7.25689037161525E-04,2.83388093929675E+02,-5.65687654303607E+02
4.52708418936910E-06,-5.66137597474243E-01,7.99744109332226E+02,5.65233228989506E-01,5.65534266086587E+02,2.82164430252385E+02,9.04368484736850E-04,2.83520982979490E+02,-5.65685413231874E+02
5.39780789812369E-06,-5.66226144833001E-01,7.99694154618014E+02,5.65143097069321E-01,5.65505192721818E+02,2.82030024652820E+02,1.08304776368018E-03,2.83654596298341E+02,-5.65684620951161E+02
7.38985980688999E-06,-5.66429767114886E-01,7.99581237096343E+02,5.64937935215419E-01,5.65438678346581E+02,2.81723051657976E+02,1.49183189946689E-03,2.83960799507176E+02,-5.65683851165152E+02
1.32118966921276E-05,-5.67023895782146E-01,7.99251622106544E+02,5.64337341855080E-01,5.65244281363101E+02,2.80825393964007E+02,2.68655392706652E-03,2.84855224854606E+02,-5.65680618818613E+02
2.59995745963392E-05,-5.68322003670697E-01,7.98527830237773E+02,5.63011367475134E-01,5.64817303162786E+02,2.78850365639785E+02,5.31063619556360E-03,2.86816319933130E+02,-5.65666685572916E+02
2.97005898267624E-05,-5.68693727263605E-01,7.98315906679465E+02,5.62623671309774E-01,5.64693727263605E+02,2.78276807677972E+02,6.07005595383037E-03,2.87381891608718E+02,-5.65658699286690E+02
2.97005898267624E-05,-5.68693727263605E-01,7.98315906679465E+02,5.62623671309774E-01,5.64693727263605E+02,2.78276807677972E+02,6.07005595383037E-03,2.87381891608717E+02,-5.65658699286689E+02
2.99795559832742E-05,-5.68757636583070E-01,7.98289567115928E+02,5.62613249815201E-01,5.64684412639618E+02,2.78234431523666E+02,6.14438676786888E-03,2.87414399776967E+02,-5.65648831300633E+02
3.02585221397860E-05,-5.68838650426312E-01,7.98267824808568E+02,5.62610827475856E-01,5.64675098016731E+02,2.78191502262700E+02,6.22782295045576E-03,2.87451460647145E+02,-5.65642962909845E+02
3.06874974835099E-05,-5.68978219707223E-01,7.98238554428308E+02,5.62614336444820E-01,5.64660774619627E+02,2.78125226591209E+02,6.36388326240289E-03,2.87512329258460E+02,-5.65637555849669E+02
3.14229435185231E-05,-5.69238530294495E-01,7.98194347243293E+02,5.62630691316963E-01,5.64636218236754E+02,2.78011426169716E+02,6.60783897753137E-03,2.87622029209454E+02,-5.65633455379170E+02
3.27168174279373E-05,-5.69713656988427E-01,7.98121602872773E+02,5.62667965563793E-01,5.64593016090259E+02,2.77811137069579E+02,7.04569142463407E-03,2.87819354878087E+02,-5.65630491947666E+02
3.46881779106926E-05,-5.70438915311350E-01,7.98011541336936E+02,5.62725430429394E-01,5.64527192879285E+02,2.77505972773719E+02,7.71348488195600E-03,2.88120340792341E+02,-5.65626313566060E+02
3.66595383934479E-05,-5.71169721857595E-01,7.97903417391439E+02,5.62785444440788E-01,5.64461369732891E+02,2.77200583511991E+02,8.38427741680647E-03,2.88422826283198E+02,-5.65623409795189E+02
3.99871720171672E-05,-5.72397518826714E-01,7.97720197144177E+02,5.62883656943940E-01,5.64350261173067E+02,2.76684897530583E+02,9.51386188277414E-03,2.88932065575174E+02,-5.65616963105757E+02
4.33148056408864E-05,-5.73620984645339E-01,7.97536909512494E+02,5.62979428855938E-01,5.64239152798506E+02,2.76168936533269E+02,1.06415557894007E-02,2.89440359675780E+02,-5.65609296209049E+02
5.53046206864443E-05,-5.78012605712368E-01,7.96881334654368E+02,5.63313701907681E-01,5.63838819133065E+02,2.74307399051497E+02,1.46989038046865E-02,2.91268871642652E+02,-5.65576270694150E+02
6.72944357320021E-05,-5.82381278082961E-01,7.96234123333885E+02,5.63632594721418E-01,5.63438487858338E+02,2.72441955679938E+02,1.87486833615430E-02,2.93093600552716E+02,-5.65535556232653E+02
7.92842507775599E-05,-5.86725536268259E-01,7.95594758709572E+02,5.63935416519745E-01,5.63038158965079E+02,2.70572648385616E+02,2.27901197485132E-02,2.94914159044154E+02,-5.65486807429770E+02
9.12740658231177E-05,-5.91044956385853E-01,7.94963014444318E+02,5.64221984329954E-01,5.62637832443321E+02,2.68699506137027E+02,2.68229720558995E-02,2.96730426656710E+02,-5.65429932793737E+02
1.35894768476266E-04,-6.06905104689758E-01,7.92678318009967E+02,5.65148017462239E-01,5.61148017462239E+02,2.61695465117360E+02,4.17570872275187E-02,3.03452594101924E+02,-5.65148059219285E+02
1.35894768476266E-04,-6.06905104689758E-01,7.92678318009967E+02,5.65148017462239E-01,5.61148017462239E+02,2.61695465117360E+02,4.17570872275187E-02,3.03452594101924E+02,-5.65148059219285E+02
1.36320270525384E-04,-6.07088866076762E-01,7.92644483555740E+02,5.65197519597782E-01,5.61133810780211E+02,2.61621232214324E+02,4.18913464789795E-02,3.03512620584609E+02,-5.65133852798933E+02
1.36745772574502E-04,-6.07310307092970E-01,7.92610723184594E+02,5.65287094306927E-01,5.61119604103602E+02,2.61548195826270E+02,4.20232127860426E-02,3.03571450635483E+02,-5.65119646461753E+02
1.37755920837831E-04,-6.07980902389687E-01,7.92531152635434E+02,5.65646535704960E-01,5.61085877266598E+02,2.61375755851593E+02,4.23343666847267E-02,3.03710164870644E+02,-5.65085920722238E+02
1.38766069101160E-04,-6.08845360975925E-01,7.92452438785335E+02,5.66200377708488E-01,5.61052150474186E+02,2.61203584751601E+02,4.26449832674368E-02,3.03848610663978E+02,-5.65052195415579E+02
1.39776217364488E-04,-6.09919716109667E-01,7.92374666493865E+02,5.66964137267845E-01,5.61018423741685E+02,2.61031424395643E+02,4.29555788418222E-02,3.03987046193001E+02,-5.65018470588644E+02
1.41381594254688E-04,-6.12071264961414E-01,7.92253057228832E+02,5.68622023765482E-01,5.60964823741219E+02,2.60757794929840E+02,4.34492411959321E-02,3.04207079574969E+02,-5.64964874504809E+02
1.44127851802993E-04,-6.17016171651940E-01,7.92050685073953E+02,5.72722448256822E-01,5.60873132898994E+02,2.60289712601246E+02,4.42937233951174E-02,3.04583480290042E+02,-5.64873192891288E+02
1.49837750418699E-04,-6.32366510792890E-01,7.91652634746673E+02,5.86317082508785E-01,5.60682497348697E+02,2.59316556166860E+02,4.60494282841047E-02,3.05366030500347E+02,-5.64682586667206E+02
1.55547649034405E-04,-6.54504766146230E-01,7.91285031401433E+02,6.06699780946168E-01,5.60491868949597E+02,2.58343484082638E+02,4.78049852000614E-02,3.06148517087636E+02,-5.64492001170274E+02
1.61257547650110E-04,-6.83349378857791E-01,7.90947556078855E+02,6.33788991385394E-01,5.60301250152405E+02,2.57370500827675E+02,4.95603874723977E-02,3.06930937860411E+02,-5.64301438688086E+02
1.66967446265816E-04,-7.18814690140402E-01,7.90639874078113E+02,6.67499059923474E-01,5.60110643454189E+02,2.56397610006944E+02,5.13156302169280E-02,3.07713291539451E+02,-5.64110901546395E+02
1.78539883447064E-04,-8.10606450137941E-01,7.90106128356833E+02,7.55733924812878E-01,5.59724382948357E+02,2.54426120820997E+02,5.48725253250626E-02,3.09298701018530E+02,-5.63724821839528E+02
1.90112320628312E-04,-9.28533205956636E-01,7.89690626566355E+02,8.70104510645584E-01,5.59338201892421E+02,2.52455060056686E+02,5.84286953110523E-02,3.10883813796376E+02,-5.63338873853062E+02
2.01684757809560E-04,-1.07187454577852E+00,7.89390564194633E+02,1.00989045281759E+00,5.58952119841892E+02,2.50484460378367E+02,6.19840929609305E-02,3.12468615323329E+02,-5.62953075701696E+02
2.13257194990808E-04,-1.23987551516256E+00,7.89203004841153E+02,1.17433684386269E+00,5.58566156704844E+02,2.48514354472563E+02,6.55386712998693E-02,3.14053091311038E+02,-5.62567445783601E+02
2.30775743245189E-04,-1.53944911688753E+00,7.89126649467954E+02,1.46853112921932E+00,5.57982147599167E+02,2.45532986513553E+02,7.09179876682113E-02,3.16451045099681E+02,-5.61984031613234E+02
2.65633000730582E-04,-2.28832585299371E+00,7.89682226382862E+02,2.20671100374824E+00,5.56821304254472E+02,2.39604873392557E+02,8.16148492454642E-02,3.21219804252789E+02,-5.60824677645347E+02
3.26485404440134E-04,-4.03066156837450E+00,7.92705370829020E+02,3.93039678706418E+00,5.54799603527515E+02,2.29270782702410E+02,1.00264781310320E-01,3.29535664277410E+02,-5.58806446979820E+02
3.87337808149686E-04,-6.23294047089260E+00,7.97977244592786E+02,6.11406240047097E+00,5.52785864978800E+02,2.18959454549568E+02,1.18878070421621E-01,3.37837643849140E+02,-5.56797098398708E+02
4.48190211859238E-04,-8.78575880503137E+00,8.05070131364860E+02,8.64831089092346E+00,5.50781843647055E+02,2.08675058290527E+02,1.37447914107909E-01,3.46123109846213E+02,-5.54798168136739E+02
5.09042615568790E-04,-1.15795539883278E+01,8.13551021408909E+02,1.14235864624514E+01,5.48788762821834E+02,1.98421489259549E+02,1.55967525876394E-01,3.54389171103312E+02,-5.52810660362862E+02
5.69895019278342E-04,-1.45048378136166E+01,8.22981351127328E+02,1.43304076761490E+01,5.46807337767547E+02,1.88202379736526E+02,1.74430137467612E-01,3.62632691634101E+02,-5.50835071370628E+02
7.07940534964867E-04,-2.10538721998326E+01,8.45545521596203E+02,2.08378059449090E+01,5.42355496497423E+02,1.65164912217067E+02,2.16066254923604E-01,3.81231383206709E+02,-5.46396295423775E+02
8.45986050651391E-04,-2.64564393747740E+01,8.65446684393542E+02,2.61991433177611E+01,5.37958181504780E+02,1.42356719405403E+02,2.57296057012933E-01,3.99653033714136E+02,-5.42009753119538E+02
9.84031566337916E-04,-2.94749385216156E+01,8.77393954251994E+02,2.91768965114753E+01,5.33599891857690E+02,1.19807580126697E+02,2.98042010140257E-01,4.17849888308666E+02,-5.37657468435363E+02
1.06598742487448E-03,-2.96431418512364E+01,8.78582678866482E+02,2.93211697675601E+01,5.31021399814116E+02,1.06553444188479E+02,3.21972083676322E-01,4.28525849836562E+02,-5.35079294025041E+02
1.14794328341105E-03,-2.83039932594542E+01,8.74093005561147E+02,2.79583045315409E+01,5.28440084727465E+02,9.34031042440972E+01,3.45688727913313E-01,4.39092177845792E+02,-5.32495282089889E+02
1.22989914194761E-03,-2.52244519043664E+01,8.62948915037819E+02,2.48552756828383E+01,5.25846834111119E+02,8.03596316960451E+01,3.69176221528075E-01,4.49536222399973E+02,-5.29895854096018E+02
1.31185500048418E-03,-2.01803163605008E+01,8.44251666248690E+02,1.97878973652386E+01,5.23231453721802E+02,6.74254898764374E+01,3.92418995262229E-01,4.59844877557270E+02,-5.27270367433707E+02
1.39381085902074E-03,-1.29573706898943E+01,8.17200479610525E+02,1.25419690483610E+01,5.20582620460645E+02,5.46025068380830E+01,4.15401641533300E-01,4.70004563772610E+02,-5.24607070610693E+02
1.47576671755731E-03,-3.35241864910707E+00,7.81113541287708E+02,2.91430972315345E+00,5.17887884098331E+02,4.18918714918001E+01,4.38108925953624E-01,4.80001235553912E+02,-5.21893107045712E+02
1.49333619847182E-03,-9.64242534776056E-01,7.72144607901576E+02,5.21302975845255E-01,5.17302975947048E+02,3.91817085081233E+01,4.42939558930801E-01,4.82121710378040E+02,-5.21303418886164E+02
1.49333619847182E-03,-9.64242534776056E-01,7.72144607848715E+02,5.21302975845255E-01,5.17302975947048E+02,3.91817084572270E+01,4.42939558930801E-01,4.82121710378041E+02,-5.21303418835268E+02
1.49334433092641E-03,-9.63134396359293E-01,7.71566407816085E+02,5.20216090132403E-01,5.17302704564306E+02,3.86488919527563E+01,4.42918306226890E-01,4.82110947226848E+02,-5.20759839179605E+02
1.49335246338100E-03,-9.62050756055518E-01,7.71003794793050E+02,5.19175179279071E-01,5.17302433181271E+02,3.81498012513123E+01,4.42875576776447E-01,4.82089445726741E+02,-5.20239246978054E+02
1.49337397033371E-03,-9.59294827688754E-01,7.69584420067111E+02,5.16617793168444E-01,5.17301715484943E+02,3.69703793240672E+01,4.42677034520310E-01,4.81989812995301E+02,-5.18960192319368E+02
1.49339547728643E-03,-9.56679754127352E-01,7.68251281942837E+02,5.14298131856536E-01,5.17300997786928E+02,3.59582547928604E+01,4.42381622270816E-01,4.81841745407193E+02,-5.17800000200053E+02
1.49341698423914E-03,-9.54210079840991E-01,7.67004296450620E+02,5.12208601364833E-01,5.17300280087171E+02,3.51035614443377E+01,4.42001478476158E-01,4.81651312191031E+02,-5.16754873635369E+02
1.49346308714440E-03,-9.49373800095436E-01,7.64592057228044E+02,5.08368573101092E-01,5.17298741600422E+02,3.36816730533737E+01,4.41005226994344E-01,4.81152412372013E+02,-5.14834085425387E+02
1.49350919004967E-03,-9.45113633591186E-01,7.62498000306718E+02,5.05264935910485E-01,5.17297203106775E+02,3.27081191148919E+01,4.39848697680701E-01,4.80573374209745E+02,-5.13281493324636E+02
1.49355529295493E-03,-9.41365868781393E-01,7.60677196608518E+02,5.02733313999702E-01,5.17295664606996E+02,3.20503796090051E+01,4.38632554781692E-01,4.79964529764128E+02,-5.12014909373133E+02
1.49360139586020E-03,-9.38070633267272E-01,7.59091012241826E+02,5.00644209581357E-01,5.17294126101804E+02,3.16088929477212E+01,4.37426423685915E-01,4.79360691669949E+02,-5.10969584617671E+02
1.49364749876547E-03,-9.35173943288064E-01,7.57706865629903E+02,4.98900116068649E-01,5.17292587591845E+02,3.13131444246174E+01,4.36273827219414E-01,4.78783621286572E+02,-5.10096765711189E+02
1.49369360167073E-03,-9.32627869944376E-01,7.56497304001687E+02,4.97428640468913E-01,5.17291049077696E+02,3.11147054967247E+01,4.35199229475463E-01,4.78245550612989E+02,-5.09360256109714E+02
1.49373970457600E-03,-9.30390113969901E-01,7.55439083134391E+02,4.96175940212483E-01,5.17289510559863E+02,3.09808832275318E+01,4.34214173757419E-01,4.77752251258835E+02,-5.08733134486367E+02
1.49378580748126E-03,-9.28423432309155E-01,7.54512402239302E+02,4.95101542693771E-01,5.17287972038795E+02,3.08898265391932E+01,4.33321889615384E-01,4.77305337962143E+02,-5.08195164501336E+02
1.49385621989511E-03,-9.25877777438642E-01,7.53317088451078E+02,4.93743645810025E-01,5.17285622268568E+02,3.08047570907047E+01,4.32134131628616E-01,4.76710281540343E+02,-5.07515038631047E+02
1.49392663230895E-03,-9.23796776349678E-01,7.52342759989745E+02,4.92654376830949E-01,5.17283272492805E+02,3.07559886561104E+01,4.31142399518729E-01,4.76213238518868E+02,-5.06969227174979E+02
1.49399704472280E-03,-9.22087779040289E-01,7.51543779713100E+02,4.91766704049947E-01,5.17280922712616E+02,3.07228145298023E+01,4.30321074990342E-01,4.75801399657935E+02,-5.06524214187737E+02
1.49412217508752E-03,-9.19781547933253E-01,7.50466412578262E+02,4.90578451954424E-01,5.17276746894080E+02,3.06876779877973E+01,4.29203095978829E-01,4.75240319940857E+02,-5.05927997928655E+02
1.49424730545225E-03,-9.18159021611269E-01,7.49707304682972E+02,4.89739729262263E-01,5.17272571067462E+02,3.06602184566283E+01,4.28419292349006E-01,4.74846328594288E+02,-5.05506547050916E+02
1.49437243581698E-03,-9.17009948075275E-01,7.49167495806446E+02,4.89137879238181E-01,5.17268395235285E+02,3.06329052005435E+01,4.27872068837094E-01,4.74570627777347E+02,-5.05203532977890E+02
1.49449756618170E-03,-9.16194776215926E-01,7.48782011233870E+02,4.88704001669995E-01,5.17264219399222E+02,3.06066135620315E+01,4.27490774545932E-01,4.74377891902739E+02,-5.04984505464770E+02
1.49462269654643E-03,-9.15617772936071E-01,7.48506473574415E+02,4.88391087470905E-01,5.17260043560424E+02,3.05822010028694E+01,4.27226685465166E-01,4.74243758870130E+02,-5.04825959872999E+02
1.49474782691116E-03,-9.15211096824377E-01,7.48309468272078E+02,4.88164781013108E-01,5.17255867719703E+02,3.05592326009194E+01,4.27046315811269E-01,4.74151485720321E+02,-5.04710718321241E+02
1.49494530787418E-03,-9.14810459823616E-01,7.48109576146426E+02,4.87929298801274E-01,5.17249277397842E+02,3.05240688894656E+01,4.26881161022343E-01,4.74065612770881E+02,-5.04589681660347E+02
1.49514278883720E-03,-9.14588694879468E-01,7.47991927446651E+02,4.87783470327504E-01,5.17242687074139E+02,3.04891228877696E+01,4.26805224551964E-01,4.74024349158666E+02,-5.04513472046436E+02
1.49534026980023E-03,-9.14465102963157E-01,7.47919380146992E+02,4.87686599913491E-01,5.17236096749561E+02,3.04540484319127E+01,4.26778503049666E-01,4.74007693128226E+02,-5.04461741560139E+02
1.49553775076325E-03,-9.14397569334524E-01,7.47872581301168E+02,4.87617708817355E-01,5.17229506424613E+02,3.04189241500935E+01,4.26779860517168E-01,4.74005076638561E+02,-5.04424000788654E+02
1.49573523172627E-03,-9.14363847125250E-01,7.47841314764011E+02,4.87565756653226E-01,5.17222916099563E+02,3.03838330906017E+01,4.26798090472023E-01,4.74010896426331E+02,-5.04394729516933E+02
1.49607074198786E-03,-9.14354497914191E-01,7.47810219017288E+02,4.87501518113583E-01,5.17211719467625E+02,3.03242691564873E+01,4.26852979800608E-01,4.74032742776502E+02,-5.04357011932989E+02
1.49640625224946E-03,-9.14371150899829E-01,7.47791072845406E+02,4.87450317360497E-01,5.17200522836249E+02,3.02647419105822E+01,4.26920833539332E-01,4.74061071358026E+02,-5.04325813268608E+02
1.49706302752752E-03,-9.14434072110163E-01,7.47767538813656E+02,4.87365229032304E-01,5.17178604967262E+02,3.01481929772229E+01,4.27068843077858E-01,4.74124117277634E+02,-5.04272310254857E+02
