"time","J1_0w","J2_0w","J3_0w","J4_0w"
0,10,0,0,0
5.00004e-017,10,10,10,10
5.00004e-017,10,10,10,10
0.1,10.3183,10.3183,10,10
0.2,9.99998,9.99998,10,10
0.3,10.3183,10.3183,10,10
0.4,10,10,10,10
0.4,10,10,10,10
0.4,10,10,10,10
0.400001,10,10,10,10
0.400001,10,10,10,10
0.5,10.2122,10.2122,10.2122,10
0.6,9.99996,9.99996,9.99996,10
0.7,10.2122,10.2122,10.2122,10
0.709792,10.2072,10.2072,10.2072,10
0.743824,10.1265,10.1265,10.1265,10
0.743824,10.1265,10.1265,10.1265,10
0.743824,10.1265,10.1265,10.1265,10
0.743824,10.1265,10.1265,10.1265,10
0.782253,10.016,10.016,10.016,10
0.782253,10.016,10.016,10.016,10
0.791156,10.004,10.004,10.004,10
0.8,9.99999,9.99999,9.99999,10
0.831167,10.0467,10.0467,10.0467,10
0.831167,10.0467,10.0467,10.0467,10
0.831167,10.0467,10.0467,10.0467,10
0.9,10.2225,10.2068,10.2068,10
0.9,10.2225,10.2068,10.2068,10
0.9,10.2225,10.2068,10.2068,10
0.906604,10.1877,10.1877,10.1877,10.066
0.906604,10.1877,10.1877,10.1877,10.066
0.906633,10.1876,10.1876,10.1876,10.0663
0.915031,10.1503,10.1503,10.1503,10.1503
0.915031,10.1503,10.1503,10.1503,10.1503
0.920156,10.1436,10.1436,10.1436,10.1436
0.920156,10.1436,10.1436,10.1436,10.1436
1,9.85365,10.0486,10.0486,10.0486
1,9.85365,10.0486,10.0486,10.0486
1.00033,9.8547,10.0483,10.0483,10.0483
1.02533,10.0237,10.0237,10.0237,10.0237
1.02533,10.0237,10.0237,10.0237,10.0237
1.1,10.3899,10.082,10.082,10.082
1.14007,10.1038,10.1038,10.1038,10.1038
1.14007,10.1038,10.1038,10.1038,10.1038
1.14416,10.0698,10.1019,10.1019,10.1019
1.2,9.74864,10.0836,10.0836,10.0836
1.24952,10.0782,10.0782,10.0782,10.0782
1.24952,10.0782,10.0782,10.0782,10.0782
1.25063,10.0893,10.0782,10.0782,10.0782
1.25063,10.0893,10.0782,10.0782,10.0782
1.25063,10.0893,10.0782,10.0782,10.0782
1.3,10.4011,10.0782,10.0782,10.0782
1.4,9.76452,10.0782,10.0782,10.0782
1.5,10.4011,10.0782,10.0782,10.0782
1.5,10.4011,10.0782,10.0782,10.0782
