"time","PI.I.y","driveAngle","inertia1.phi","inertia1.w","integrator.y","spring.phi_rel","spring.w_rel"
1.508913,-0.070393,1.570000,0.506194,1.006318,1.000000,0.000811,0.001800
1.510070,-0.070470,1.570000,0.507358,1.007021,1.000000,0.000813,0.002075
1.511227,-0.070581,1.570000,0.508527,1.007624,1.000000,0.000816,0.002290
1.512384,-0.070693,1.570000,0.509695,1.008228,1.000000,0.000820,0.002505
1.513541,-0.070805,1.570000,0.510863,1.008831,1.000000,0.000823,0.002720
1.514698,-0.070917,1.570000,0.512031,1.009435,1.000000,0.000827,0.002935
1.516654,-0.071116,1.570000,0.514007,1.010432,1.000000,0.000833,0.003271
1.518611,-0.071362,1.570000,0.515988,1.011319,1.000000,0.000840,0.003473
1.520567,-0.071609,1.570000,0.517969,1.012206,1.000000,0.000848,0.003675
1.522523,-0.071856,1.570000,0.519950,1.013092,1.000000,0.000855,0.003877
1.524479,-0.072121,1.570000,0.521933,1.013912,1.000000,0.000862,0.004030
1.526435,-0.072401,1.570000,0.523917,1.014691,1.000000,0.000869,0.004143
1.528392,-0.072695,1.570000,0.525902,1.015432,1.000000,0.000877,0.004218
1.532373,-0.073335,1.570000,0.529948,1.016822,1.000000,0.000892,0.004255
1.536355,-0.074033,1.570000,0.533999,1.018056,1.000000,0.000909,0.004135
1.540336,-0.074759,1.570000,0.538053,1.019116,1.000000,0.000924,0.003974
1.544318,-0.075518,1.570000,0.542111,1.020004,1.000000,0.000938,0.003761
1.548299,-0.076316,1.570000,0.546172,1.020724,1.000000,0.000952,0.003462
1.552281,-0.077154,1.570000,0.550237,1.021277,1.000000,0.000965,0.003081
1.556262,-0.077982,1.570000,0.554302,1.021682,1.000000,0.000976,0.002778
1.560244,-0.078829,1.570000,0.558368,1.021928,1.000000,0.000987,0.002459
1.564225,-0.079695,1.570000,0.562436,1.022015,1.000000,0.000996,0.002125
1.568207,-0.080567,1.570000,0.566505,1.021966,1.000000,0.001004,0.001798
1.572188,-0.081418,1.570000,0.570571,1.021831,1.000000,0.001011,0.001529
1.576170,-0.082268,1.570000,0.574638,1.021575,1.000000,0.001017,0.001280
1.582202,-0.083549,1.570000,0.580798,1.020974,1.000000,0.001024,0.000941
1.588234,-0.084742,1.570000,0.586949,1.020421,1.000000,0.001030,0.000653
1.597767,-0.086560,1.570000,0.596664,1.019218,1.000000,0.001037,0.000296
1.607300,-0.088294,1.570000,0.606371,1.017613,1.000000,0.001040,0.000060
1.616834,-0.089876,1.570000,0.616063,1.016007,1.000000,0.001041,-0.000120
1.626367,-0.091306,1.570000,0.625739,1.014407,1.000000,0.001041,-0.000245
1.635900,-0.092601,1.570000,0.635402,1.012703,1.000000,0.001039,-0.000297
1.650555,-0.094314,1.570000,0.650228,1.010364,1.000000,0.001035,-0.000351
1.665210,-0.095694,1.570000,0.665021,1.008238,1.000000,0.001030,-0.000344
1.679865,-0.096814,1.570000,0.679788,1.006447,1.000000,0.001025,-0.000328
1.694520,-0.097663,1.570000,0.694528,1.004955,1.000000,0.001020,-0.000290
1.709175,-0.098434,1.570000,0.709260,1.003663,1.000000,0.001016,-0.000266
1.723830,-0.099013,1.570000,0.723973,1.002623,1.000000,0.001013,-0.000234
1.738485,-0.099400,1.570000,0.738667,1.001835,1.000000,0.001010,-0.000194
1.752996,-0.099649,1.570000,0.753203,1.001250,1.000000,0.001007,-0.000153
1.753004,-0.099649,1.570000,0.753210,1.001249,1.000000,0.001007,-0.000153
1.757508,-0.099700,1.570000,0.757719,1.001119,1.000000,0.001007,-0.000141
1.771260,-0.099823,1.570000,0.771484,1.000788,1.000000,0.001005,-0.000111
1.785013,-0.099880,1.570000,0.785243,1.000613,1.000000,0.001004,-0.000092
1.798766,-0.099911,1.570000,0.798998,1.000506,1.000000,0.001003,-0.000080
1.820631,-0.099960,1.570000,0.820868,1.000336,1.000000,0.001002,-0.000059
1.842496,-0.100009,1.570000,0.842738,1.000165,1.000000,0.001001,-0.000038
1.864361,-0.100022,1.570000,0.864605,1.000097,1.000000,0.001001,-0.000028
1.886226,-0.100028,1.570000,0.886471,1.000052,1.000000,0.001001,-0.000020
1.908091,-0.100034,1.570000,0.908336,1.000006,1.000000,0.001000,-0.000013
1.929957,-0.100033,1.570000,0.930201,0.999986,1.000000,0.001000,-0.000008
1.951822,-0.100029,1.570000,0.952066,0.999981,1.000000,0.001000,-0.000006
1.973687,-0.100025,1.570000,0.973931,0.999976,1.000000,0.001000,-0.000003
2.009935,-0.100021,1.570000,1.010178,0.999975,1.000000,0.001000,-0.000001
2.046183,-0.100017,1.570000,1.046426,0.999978,1.000000,0.001000,-0.000001
2.070000,-0.100015,1.570000,1.070243,0.999980,1.000000,0.001000,-0.000001
2.070111,-0.100015,1.570000,1.070354,0.999979,0.999889,0.001000,0.000000
2.070221,-0.100016,1.570000,1.070464,0.999977,0.999779,0.001000,0.000002
2.070585,-0.100019,1.570000,1.070827,0.999947,0.999415,0.001000,0.000031
2.070948,-0.100023,1.570000,1.071191,0.999909,0.999052,0.001000,0.000067
2.071311,-0.100027,1.570000,1.071554,0.999870,0.998689,0.001000,0.000104
2.071921,-0.100038,1.570000,1.072163,0.999771,0.998079,0.001000,0.000196
2.072530,-0.100051,1.570000,1.072772,0.999662,0.997470,0.001000,0.000295
2.073140,-0.100068,1.570000,1.073382,0.999517,0.996860,0.001001,0.000423
2.074309,-0.100124,1.570000,1.074549,0.999141,0.995691,0.001002,0.000690
2.075479,-0.100198,1.570000,1.075716,0.998691,0.994521,0.001004,0.000972
2.076649,-0.100272,1.570000,1.076883,0.998240,0.993351,0.001006,0.001254
2.077819,-0.100346,1.570000,1.078049,0.997790,0.992181,0.001008,0.001537
2.078989,-0.100420,1.570000,1.079216,0.997339,0.991011,0.001011,0.001819
2.080158,-0.100499,1.570000,1.080382,0.996872,0.989842,0.001013,0.002092
2.081328,-0.100612,1.570000,1.081546,0.996313,0.988672,0.001016,0.002309
2.082498,-0.100724,1.570000,1.082709,0.995754,0.987502,0.001020,0.002527
2.083668,-0.100837,1.570000,1.083872,0.995195,0.986332,0.001024,0.002744
2.084837,-0.100950,1.570000,1.085036,0.994636,0.985163,0.001027,0.002962
2.086800,-0.101153,1.570000,1.086986,0.993665,0.983200,0.001033,0.003287
2.088762,-0.101400,1.570000,1.088931,0.992593,0.981238,0.001041,0.003490
2.090725,-0.101647,1.570000,1.090876,0.991521,0.979275,0.001048,0.003692
2.092687,-0.101894,1.570000,1.092821,0.990448,0.977313,0.001055,0.003894
2.094650,-0.102161,1.570000,1.094761,0.989302,0.975350,0.001063,0.004042
2.096612,-0.102443,1.570000,1.096699,0.988118,0.973388,0.001070,0.004152
2.098575,-0.102738,1.570000,1.098635,0.986896,0.971425,0.001077,0.004224
2.101068,-0.103134,1.570000,1.101091,0.985289,0.968932,0.001087,0.004261
2.101239,-0.103162,1.570000,1.101259,0.985177,0.968761,0.001088,0.004261
2.101409,-0.103190,1.570000,1.101427,0.985064,0.968591,0.001088,0.004261
2.101961,-0.103281,1.570000,1.101970,0.984699,0.968039,0.001091,0.004259
2.102512,-0.103365,1.570000,1.102512,0.984339,0.967488,0.001093,0.004246
2.103063,-0.103435,1.570000,1.103055,0.983992,0.966937,0.001095,0.004215
2.103409,-0.103468,1.570000,1.103395,0.983781,0.966591,0.001097,0.004186
2.103618,-0.103462,1.570000,1.103600,0.983666,0.966382,0.001097,0.004150
2.103826,-0.103456,1.570000,1.103804,0.983552,0.966174,0.001098,0.004113
2.104406,-0.103440,1.570000,1.104374,0.983233,0.965594,0.001100,0.004011
2.104987,-0.103445,1.570000,1.104944,0.982904,0.965013,0.001102,0.003924
2.105567,-0.103462,1.570000,1.105514,0.982571,0.964433,0.001105,0.003843
2.106660,-0.103391,1.570000,1.106587,0.981986,0.963340,0.001108,0.003627
2.107754,-0.103319,1.570000,1.107660,0.981402,0.962246,0.001112,0.003410
2.108847,-0.103218,1.570000,1.108733,0.980823,0.961153,0.001115,0.003185
2.109940,-0.103054,1.570000,1.109804,0.980258,0.960060,0.001118,0.002940
2.111034,-0.102890,1.570000,1.110875,0.979692,0.958966,0.001121,0.002695
2.112127,-0.102679,1.570000,1.111945,0.979126,0.957873,0.001124,0.002451
2.113221,-0.102442,1.570000,1.113015,0.978559,0.956779,0.001126,0.002208
2.114314,-0.102205,1.570000,1.114084,0.977992,0.955686,0.001129,0.001965
2.115407,-0.101882,1.570000,1.115149,0.977370,0.954593,0.001129,0.001805
2.116501,-0.101555,1.570000,1.116213,0.976745,0.953499,0.001130,0.001649
2.117594,-0.101228,1.570000,1.117277,0.976120,0.952406,0.001131,0.001493
2.118687,-0.100901,1.570000,1.118341,0.975495,0.951313,0.001132,0.001337
2.119781,-0.100574,1.570000,1.119405,0.974870,0.950219,0.001133,0.001181
2.121443,-0.100077,1.570000,1.121023,0.973920,0.948557,0.001134,0.000943
2.123105,-0.099580,1.570000,1.122641,0.972970,0.946895,0.001135,0.000706
2.124768,-0.099069,1.570000,1.124255,0.971990,0.945232,0.001136,0.000515
2.126430,-0.098532,1.570000,1.125863,0.970950,0.943570,0.001137,0.000412
2.128092,-0.097994,1.570000,1.127471,0.969911,0.941908,0.001137,0.000309
2.129754,-0.097456,1.570000,1.129079,0.968871,0.940246,0.001137,0.000206
2.131417,-0.096919,1.570000,1.130687,0.967832,0.938583,0.001137,0.000102
2.134454,-0.095939,1.570000,1.133622,0.965919,0.935546,0.001137,-0.000066
2.137491,-0.094971,1.570000,1.136541,0.963922,0.932509,0.001137,-0.000107
2.140528,-0.094004,1.570000,1.139459,0.961925,0.929472,0.001136,-0.000148
2.143565,-0.093036,1.570000,1.142377,0.959927,0.926435,0.001136,-0.000189
2.146602,-0.092108,1.570000,1.145261,0.957896,0.923398,0.001135,-0.000179
2.149640,-0.091183,1.570000,1.148140,0.955861,0.920360,0.001135,-0.000164
2.152677,-0.090259,1.570000,1.151019,0.953825,0.917323,0.001135,-0.000148
2.155714,-0.089334,1.570000,1.153898,0.951790,0.914286,0.001134,-0.000132
2.158751,-0.088410,1.570000,1.156777,0.949755,0.911249,0.001134,-0.000116
2.161788,-0.087485,1.570000,1.159656,0.947719,0.908212,0.001134,-0.000100
2.164825,-0.086561,1.570000,1.162535,0.945684,0.905175,0.001134,-0.000084
2.170154,-0.084965,1.570000,1.167514,0.942119,0.899846,0.001133,-0.000065
2.175482,-0.083369,1.570000,1.172491,0.938553,0.894518,0.001133,-0.000045
2.180810,-0.081774,1.570000,1.177467,0.934988,0.889190,0.001133,-0.000026
2.186139,-0.080179,1.570000,1.182444,0.931423,0.883861,0.001133,-0.000006
2.191467,-0.078585,1.570000,1.187346,0.927868,0.878533,0.001133,-0.000003
2.200594,-0.075854,1.570000,1.195742,0.921780,0.869406,0.001133,0.000004
2.209721,-0.073121,1.570000,1.204122,0.915689,0.860279,0.001133,0.000012
2.218848,-0.070386,1.570000,1.212426,0.909597,0.851152,0.001133,0.000023
2.227975,-0.067650,1.570000,1.220679,0.903508,0.842025,0.001133,0.000029
2.237102,-0.064914,1.570000,1.228880,0.897423,0.832898,0.001133,0.000031
2.255569,-0.059375,1.570000,1.245314,0.885119,0.814431,0.001133,0.000019
2.274036,-0.053834,1.570000,1.261530,0.872819,0.795964,0.001133,0.000003
2.292502,-0.048293,1.570000,1.277522,0.860509,0.777498,0.001133,0.000000
2.327833,-0.037689,1.570000,1.307503,0.836959,0.742167,0.001133,-0.000005
2.363164,-0.027089,1.570000,1.336654,0.813404,0.706836,0.001133,-0.000003
2.416709,-0.011027,1.570000,1.379253,0.777705,0.653291,0.001133,0.000001
2.587983,0.040355,1.570000,1.502676,0.663522,0.482017,0.001133,0.000002
2.759257,0.091737,1.570000,1.606544,0.549340,0.310743,0.001133,-0.000000
3.054212,0.180224,1.570000,1.739576,0.352703,0.015788,0.001133,0.000000
3.070000,0.184960,1.570000,1.745061,0.342178,0.000000,0.001133,0.000000
3.070516,0.185095,1.570000,1.745238,0.341834,-0.000000,0.001133,0.000000
3.071032,0.185209,1.570000,1.745414,0.341490,-0.000000,0.001133,0.000000
3.072416,0.185250,1.570000,1.745884,0.340567,-0.000000,0.001133,0.000000
3.073800,0.185166,1.570000,1.746352,0.339645,-0.000000,0.001133,0.000000
3.075184,0.185082,1.570000,1.746820,0.338722,-0.000000,0.001133,0.000000
3.078223,0.184609,1.570000,1.747843,0.336696,-0.000000,0.001133,0.000000
3.081262,0.183848,1.570000,1.748861,0.334670,-0.000000,0.001133,0.000000
3.084301,0.182778,1.570000,1.749870,0.332644,-0.000000,0.001133,0.000000
3.087341,0.181625,1.570000,1.750877,0.330617,-0.000000,0.001133,0.000000
3.090380,0.180340,1.570000,1.751877,0.328591,-0.000000,0.001133,0.000000
3.093419,0.178914,1.570000,1.752871,0.326565,-0.000000,0.001133,0.000000
3.096458,0.177347,1.570000,1.753860,0.324539,-0.000000,0.001133,-0.000000
3.099497,0.175760,1.570000,1.754842,0.322513,-0.000000,0.001133,-0.000000
3.102536,0.174107,1.570000,1.755819,0.320487,-0.000000,0.001133,-0.000000
3.105576,0.172377,1.570000,1.756790,0.318461,-0.000000,0.001133,-0.000000
3.110605,0.169481,1.570000,1.758383,0.315108,-0.000000,0.001133,-0.000000
3.115635,0.166514,1.570000,1.759960,0.311754,-0.000000,0.001133,-0.000000
3.124702,0.161118,1.570000,1.762759,0.305710,-0.000000,0.001133,-0.000000
3.133768,0.155681,1.570000,1.765355,0.299666,-0.000000,0.001133,-0.000000
3.142835,0.150247,1.570000,1.767924,0.293621,-0.000000,0.001133,-0.000000
3.151902,0.144812,1.570000,1.770493,0.287577,-0.000000,0.001133,0.000000
3.170430,0.133703,1.570000,1.775606,0.275224,-0.000000,0.001133,0.000000
3.198571,0.116818,1.570000,1.782850,0.256464,-0.000000,0.001133,0.000000
3.226712,0.099933,1.570000,1.789510,0.237703,-0.000000,0.001133,0.000000
3.286708,0.063935,1.570000,1.802359,0.197706,-0.000000,0.001133,-0.000000
3.346704,0.027938,1.570000,1.812895,0.157709,-0.000000,0.001133,-0.000000
3.437230,-0.026378,1.570000,1.824380,0.097358,-0.000000,0.001133,0.000000
3.476360,-0.049856,1.570000,1.827670,0.071271,-0.000000,0.001133,0.000000
3.476367,-0.049860,1.570000,1.827670,0.071266,-0.000000,0.001133,0.000000
3.490968,-0.058621,1.570000,1.828604,0.061532,-0.000000,0.001133,0.000000
3.494360,-0.060649,1.570000,1.828799,0.059278,-0.000000,0.001133,-0.000006
3.494784,-0.060898,1.570000,1.828824,0.059000,-0.000000,0.001133,-0.000010
3.495208,-0.061147,1.570000,1.828849,0.058722,-0.000000,0.001133,-0.000015
3.496273,-0.061766,1.570000,1.828910,0.058029,-0.000000,0.001133,-0.000030
3.497338,-0.062338,1.570000,1.828968,0.057366,-0.000000,0.001133,-0.000055
3.498403,-0.062894,1.570000,1.829023,0.056712,-0.000000,0.001133,-0.000083
3.500344,-0.063908,1.570000,1.829125,0.055521,-0.000000,0.001132,-0.000134
3.502285,-0.064921,1.570000,1.829226,0.054330,-0.000000,0.001132,-0.000185
3.505336,-0.066514,1.570000,1.829385,0.052457,-0.000000,0.001131,-0.000265
3.508388,-0.068051,1.570000,1.829539,0.050620,-0.000000,0.001130,-0.000344
3.511439,-0.069455,1.570000,1.829679,0.048866,-0.000000,0.001128,-0.000419
3.514491,-0.070859,1.570000,1.829820,0.047111,-0.000000,0.001126,-0.000494
3.517542,-0.072263,1.570000,1.829960,0.045357,-0.000000,0.001125,-0.000570
3.520594,-0.073538,1.570000,1.830088,0.043695,-0.000000,0.001123,-0.000630
3.523645,-0.074762,1.570000,1.830210,0.042069,-0.000000,0.001120,-0.000684
3.528465,-0.076696,1.570000,1.830403,0.039501,-0.000000,0.001117,-0.000770
3.533284,-0.078542,1.570000,1.830588,0.037045,-0.000000,0.001113,-0.000845
3.538103,-0.080274,1.570000,1.830761,0.034694,-0.000000,0.001110,-0.000906
3.545433,-0.082707,1.570000,1.831005,0.031290,-0.000000,0.001104,-0.000975
3.552763,-0.084899,1.570000,1.831224,0.028093,-0.000000,0.001097,-0.001015
3.560092,-0.086848,1.570000,1.831419,0.025101,-0.000000,0.001090,-0.001027
3.567422,-0.088586,1.570000,1.831592,0.022317,-0.000000,0.001083,-0.001016
3.579283,-0.091140,1.570000,1.831848,0.018265,-0.000000,0.001072,-0.000993
3.591144,-0.093199,1.570000,1.832054,0.014762,-0.000000,0.001062,-0.000925
3.603005,-0.094780,1.570000,1.832212,0.011799,-0.000000,0.001051,-0.000814
3.614865,-0.096187,1.570000,1.832352,0.009225,-0.000000,0.001043,-0.000727
3.626726,-0.097259,1.570000,1.832460,0.007119,-0.000000,0.001035,-0.000628
3.638587,-0.097997,1.570000,1.832534,0.005482,-0.000000,0.001028,-0.000518
3.650448,-0.098678,1.570000,1.832602,0.004040,-0.000000,0.001022,-0.000432
3.668726,-0.099349,1.570000,1.832669,0.002461,-0.000000,0.001015,-0.000314
3.687004,-0.099671,1.570000,1.832701,0.001484,-0.000000,0.001010,-0.000209
3.705283,-0.099841,1.570000,1.832718,0.000859,-0.000000,0.001006,-0.000131
3.723561,-0.099953,1.570000,1.832729,0.000484,-0.000000,0.001004,-0.000088
3.741839,-0.099953,1.570000,1.832729,0.000329,-0.000000,0.001002,-0.000056
3.760117,-0.099935,1.570000,1.832727,0.000265,-0.000000,0.001002,-0.000036
3.778395,-0.099971,1.570000,1.832731,0.000180,-0.000000,0.001001,-0.000030
3.796674,-0.099952,1.570000,1.832729,0.000192,-0.000000,0.001001,-0.000026
3.814952,-0.099962,1.570000,1.832730,0.000168,-0.000000,0.001001,-0.000024
3.851609,-0.100017,1.570000,1.832735,0.000067,-0.000000,0.001001,-0.000020
3.888266,-0.100055,1.570000,1.832739,-0.000033,-0.000000,0.001000,-0.000011
3.915265,-0.100064,1.570000,1.832740,-0.000073,-0.000000,0.001000,-0.000005
3.942264,-0.100057,1.570000,1.832740,-0.000086,-0.000000,0.001000,-0.000000
3.969262,-0.100045,1.570000,1.832738,-0.000079,-0.000000,0.001000,0.000002
3.996261,-0.100029,1.570000,1.832737,-0.000057,-0.000000,0.001000,0.000003
4.000000,-0.100027,1.570000,1.832736,-0.000053,-0.000000,0.001000,0.000003
