"Time","Piston.frame_a.r_0[1]","Piston.frame_a.r_0[2]","Piston.frame_a.r_0[3]"
0.000000000000000E+00,1.500000000000000E-01,3.999999249999500E-01,0.000000000000000E+00
1.000000000000000E-04,1.500000000000000E-01,3.999999249929000E-01,0.000000000000000E+00
2.000000000000000E-04,1.500000000000000E-01,3.999999249717400E-01,0.000000000000000E+00
3.000000000000000E-04,1.500000000000000E-01,3.999999249364600E-01,0.000000000000000E+00
4.000000000000000E-04,1.500000000000000E-01,3.999999248870500E-01,0.000000000000000E+00
5.000000000000000E-04,1.500000000000000E-01,3.999999248234900E-01,0.000000000000000E+00
5.999999999999999E-04,1.500000000000000E-01,3.999999247457600E-01,0.000000000000000E+00
7.000000000000000E-04,1.500000000000000E-01,3.999999246538300E-01,0.000000000000000E+00
8.000000000000000E-04,1.500000000000000E-01,3.999999245476600E-01,0.000000000000000E+00
9.000000000000000E-04,1.500000000000000E-01,3.999999244272200E-01,0.000000000000000E+00
1.000000000000000E-03,1.500000000000000E-01,3.999999242924500E-01,0.000000000000000E+00
1.100000000000000E-03,1.500000000000000E-01,3.999999241433100E-01,0.000000000000000E+00
1.200000000000000E-03,1.500000000000000E-01,3.999999239797500E-01,0.000000000000000E+00
1.300000000000000E-03,1.500000000000000E-01,3.999999238016900E-01,0.000000000000000E+00
1.400000000000000E-03,1.500000000000000E-01,3.999999236090800E-01,0.000000000000000E+00
1.500000000000000E-03,1.500000000000000E-01,3.999999234018300E-01,0.000000000000000E+00
1.600000000000000E-03,1.500000000000000E-01,3.999999231798800E-01,0.000000000000000E+00
1.700000000000000E-03,1.500000000000000E-01,3.999999229431400E-01,0.000000000000000E+00
1.800000000000000E-03,1.500000000000000E-01,3.999999226915200E-01,0.000000000000000E+00
1.900000000000000E-03,1.500000000000000E-01,3.999999224249200E-01,0.000000000000000E+00
2.000000000000000E-03,1.500000000000000E-01,3.999999221432500E-01,0.000000000000000E+00
2.100000000000000E-03,1.500000000000000E-01,3.999999218464000E-01,0.000000000000000E+00
2.200000000000000E-03,1.500000000000000E-01,3.999999215342600E-01,0.000000000000000E+00
2.300000000000000E-03,1.500000000000000E-01,3.999999212067000E-01,0.000000000000000E+00
2.400000000000000E-03,1.500000000000000E-01,3.999999208636200E-01,0.000000000000000E+00
2.500000000000000E-03,1.500000000000000E-01,3.999999205048700E-01,0.000000000000000E+00
2.600000000000000E-03,1.500000000000000E-01,3.999999201303200E-01,0.000000000000000E+00
2.700000000000000E-03,1.500000000000000E-01,3.999999197398400E-01,0.000000000000000E+00
2.800000000000000E-03,1.500000000000000E-01,3.999999193332700E-01,0.000000000000000E+00
2.900000000000000E-03,1.500000000000000E-01,3.999999189104600E-01,0.000000000000000E+00
3.000000000000000E-03,1.500000000000000E-01,3.999999184712600E-01,0.000000000000000E+00
3.100000000000000E-03,1.500000000000000E-01,3.999999180154900E-01,0.000000000000000E+00
3.200000000000000E-03,1.500000000000000E-01,3.999999175429900E-01,0.000000000000000E+00
3.300000000000000E-03,1.500000000000000E-01,3.999999170535800E-01,0.000000000000000E+00
3.400000000000000E-03,1.500000000000000E-01,3.999999165470800E-01,0.000000000000000E+00
3.500000000000000E-03,1.500000000000000E-01,3.999999160232900E-01,0.000000000000000E+00
3.600000000000000E-03,1.500000000000000E-01,3.999999154820100E-01,0.000000000000000E+00
3.700000000000000E-03,1.500000000000000E-01,3.999999149230500E-01,0.000000000000000E+00
3.800000000000000E-03,1.500000000000000E-01,3.999999143461900E-01,0.000000000000000E+00
3.900000000000000E-03,1.500000000000000E-01,3.999999137512200E-01,0.000000000000000E+00
4.000000000000000E-03,1.500000000000000E-01,3.999999131379100E-01,0.000000000000000E+00
4.100000000000000E-03,1.500000000000000E-01,3.999999125060300E-01,0.000000000000000E+00
4.200000000000000E-03,1.500000000000000E-01,3.999999118553500E-01,0.000000000000000E+00
4.300000000000000E-03,1.500000000000000E-01,3.999999111856200E-01,0.000000000000000E+00
4.400000000000000E-03,1.500000000000000E-01,3.999999104965800E-01,0.000000000000000E+00
4.500000000000000E-03,1.500000000000000E-01,3.999999097879800E-01,0.000000000000000E+00
4.600000000000000E-03,1.500000000000000E-01,3.999999090595500E-01,0.000000000000000E+00
4.700000000000000E-03,1.500000000000000E-01,3.999999083110200E-01,0.000000000000000E+00
4.800000000000000E-03,1.500000000000000E-01,3.999999075421100E-01,0.000000000000000E+00
4.900000000000000E-03,1.500000000000000E-01,3.999999067525200E-01,0.000000000000000E+00
5.000000000000000E-03,1.500000000000000E-01,3.999999059419700E-01,0.000000000000000E+00
5.100000000000000E-03,1.500000000000000E-01,3.999999051101400E-01,0.000000000000000E+00
5.200000000000000E-03,1.500000000000000E-01,3.999999042567200E-01,0.000000000000000E+00
5.300000000000000E-03,1.500000000000000E-01,3.999999033813900E-01,0.000000000000000E+00
