"time","part5_displacement_output"
0.000,315.8946502
0.001,315.8946502
0.001,315.6103345
0.002,315.6103345
0.002,315.3259791
0.003,315.3259791
0.003,315.0415835
0.004,315.0415835
0.004,314.7571479
0.005,314.7571479
0.005,314.4726728
0.006,314.4726728
0.006,314.1881575
0.007,314.1881575
0.007,313.9036024
0.008,313.9036024
0.008,313.6190078
0.009,313.6190078
0.009,313.3343732
0.010,313.3343732
0.010,313.0496989
0.011,313.0496989
0.011,312.7649852
0.012,312.7649852
0.012,312.4802315
0.013,312.4802315
0.013,312.1954383
0.014,312.1954383
0.014,311.9106058
0.015,311.9106058
0.015,311.6257335
0.016,311.6257335
0.016,311.3408216
0.017,311.3408216
0.017,311.0558707
0.018,311.0558707
0.018,310.7708799
0.019,310.7708799
0.019,310.4858498
0.020,310.4858498
0.020,310.2007807
0.021,310.2007807
0.021,309.9156719
0.022,309.9156719
0.022,309.6305238
0.023,309.6305238
0.023,309.3453368
0.024,309.3453368
0.024,309.0601102
0.025,309.0601102
0.025,308.7748445
0.026,308.7748445
0.026,308.4895396
0.027,308.4895396
0.027,308.2041959
0.028,308.2041959
0.028,307.9188128
0.029,307.9188128
0.029,307.6333907
0.030,307.6333907
0.030,307.3479298
0.031,307.3479298
0.031,307.0624296
0.032,307.0624296
0.032,306.7768905
0.033,306.7768905
0.033,306.4913128
0.034,306.4913128
0.034,306.2056959
0.035,306.2056959
0.035,305.9200401
0.036,305.9200401
0.036,305.6343458
0.037,305.6343458
0.037,305.3486125
0.038,305.3486125
0.038,305.0628403
0.039,305.0628403
0.039,304.7770298
0.040,304.7770298
0.040,304.4911802
0.041,304.4911802
0.041,304.205292
0.042,304.205292
0.042,303.9193655
0.043,303.9193655
0.043,303.6334
0.044,303.6334
0.044,303.347396
0.045,303.347396
0.045,303.0613538
0.046,303.0613538
0.046,302.7752728
0.047,302.7752728
0.047,302.4891533
0.048,302.4891533
0.048,302.2029957
0.049,302.2029957
0.049,301.9167993
0.050,301.9167993
0.050,301.6305646
0.051,301.6305646
0.051,301.3442919
0.052,301.3442919
0.052,301.0579805
0.053,301.0579805
0.053,300.7716309
0.054,300.7716309
0.054,300.4852433
0.055,300.4852433
0.055,300.1988172
0.056,300.1988172
0.056,299.912353
0.057,299.912353
0.057,299.6258508
0.058,299.6258508
0.058,299.3393103
0.059,299.3393103
0.059,299.0527316
0.060,299.0527316
