    "time",       "i",   "speed",    "Rarm"
     0.132, 33.949512, 71.556143,   3.80992
     0.133, 33.937894, 72.081119,   3.80848
     0.134, 33.926279, 72.605823,   3.80704
     0.135, 33.914669, 73.130256,    3.8056
     0.136, 33.903062, 73.654418,   3.80416
     0.137, 33.891459, 74.178308,   3.80272
     0.138,  33.87986, 74.701927,   3.80128
     0.139, 33.868264, 75.225274,   3.79984
      0.14, 33.856673, 75.748351,    3.7984
     0.141, 33.845085, 76.271157,   3.79696
     0.142,   33.8335, 76.793692,   3.79552
     0.143,  33.82192, 77.315956,   3.79408
     0.144, 33.810343,  77.83795,   3.79264
     0.145,  33.79877, 78.359673,    3.7912
     0.146, 33.787201, 78.881126,   3.78976
     0.147, 33.775636, 79.402308,   3.78832
     0.148, 33.764074, 79.923221,   3.78688
     0.149, 33.752516, 80.443863,   3.78544
      0.15, 33.740962, 80.964235,     3.784
     0.151, 33.729412, 81.484338,   3.78256
     0.152, 33.717865,  82.00417,   3.78112
     0.153, 33.706322, 82.523733,   3.77968
     0.154, 33.694783, 83.043027,   3.77824
     0.155, 33.683248, 83.562051,    3.7768
     0.156, 33.671716, 84.080805,   3.77536
     0.157, 33.660189, 84.599291,   3.77392
     0.158, 33.648665, 85.117507,   3.77248
     0.159, 33.637144, 85.635454,   3.77104
      0.16, 33.625628, 86.153133,    3.7696
     0.161, 33.614115, 86.670542,   3.76816
     0.162, 33.602606, 87.187683,   3.76672
     0.163, 33.591101, 87.704555,   3.76528
     0.164, 33.579599, 88.221158,   3.76384
     0.165, 33.568101, 88.737494,    3.7624
     0.166, 33.556607,  89.25356,   3.76096
     0.167, 33.545117, 89.769359,   3.75952
     0.168, 33.533631,  90.28489,   3.75808
     0.169, 33.522148, 90.800152,   3.75664
      0.17, 33.510669, 91.315147,    3.7552
     0.171, 33.499194, 91.829874,   3.75376
     0.172, 33.487722, 92.344333,   3.75232
     0.173, 33.476254, 92.858524,   3.75088
     0.174,  33.46479, 93.372448,   3.74944
     0.175,  33.45333, 93.886105,     3.748
     0.176, 33.441874, 94.399494,   3.74656
     0.177, 33.430421, 94.912617,   3.74512
     0.178, 33.418972, 95.425472,   3.74368
     0.179, 33.407527,  95.93806,   3.74224
      0.18, 33.396085, 96.450382,    3.7408
     0.181, 33.384647, 96.962436,   3.73936
     0.182, 33.373213, 97.474224,   3.73792
     0.183, 33.361783, 97.985746,   3.73648
     0.184, 33.350356,    98.497,   3.73504
     0.185, 33.338934, 99.007989,    3.7336
     0.186, 33.327515, 99.518711,   3.73216
     0.187, 33.316099, 100.02917,   3.73072
     0.188, 33.304688, 100.53936,   3.72928
     0.189,  33.29328, 101.04928,   3.72784
      0.19, 33.281876, 101.55894,    3.7264
     0.191, 33.270475, 102.06833,   3.72496
     0.192, 33.259079, 102.57746,   3.72352
     0.193, 33.247686, 103.08632,   3.72208
     0.194, 33.236297, 103.59492,   3.72064
     0.195, 33.224911, 104.10325,    3.7192
     0.196,  33.21353, 104.61131,   3.71776
     0.197, 33.202152, 105.11912,   3.71632
     0.198, 33.190777, 105.62665,   3.71488
     0.199, 33.179407, 106.13392,   3.71344
       0.2,  33.16804, 106.64093,     3.712
     0.201, 33.156677, 107.14767,   3.71056
     0.202, 33.145318, 107.65414,   3.70912
     0.203, 33.133962, 108.16036,   3.70768
     0.204,  33.12261,  108.6663,   3.70624
     0.205, 33.111262, 109.17199,    3.7048
     0.206, 33.099918, 109.67741,   3.70336
     0.207, 33.088577, 110.18256,   3.70192
     0.208,  33.07724, 110.68745,   3.70048
     0.209, 33.065907, 111.19208,   3.69904
      0.21, 33.054578, 111.69644,    3.6976
     0.211, 33.043252, 112.20054,   3.69616
     0.212,  33.03193, 112.70438,   3.69472
     0.213, 33.020612, 113.20795,   3.69328
     0.214, 33.009297, 113.71126,   3.69184
     0.215, 32.997987, 114.21431,    3.6904
     0.216,  32.98668, 114.71709,   3.68896
     0.217, 32.975376, 115.21961,   3.68752
     0.218, 32.964077, 115.72187,   3.68608
     0.219, 32.952781, 116.22386,   3.68464
      0.22, 32.941488, 116.72559,    3.6832
     0.221,   32.9302, 117.22706,   3.68176
     0.222, 32.918915, 117.72827,   3.68032
     0.223, 32.907634, 118.22921,   3.67888
     0.224, 32.896357,  118.7299,   3.67744
     0.225, 32.885083, 119.23031,     3.676
     0.226, 32.873814, 119.73047,   3.67456
     0.227, 32.862547, 120.23037,   3.67312
     0.228, 32.851285,    120.73,   3.67168
     0.229, 32.840026, 121.22937,   3.67024
      0.23, 32.828771, 121.72848,    3.6688
     0.231,  32.81752, 122.22733,   3.66736
     0.232, 32.806272, 122.72592,   3.66592
     0.233, 32.795029, 123.22424,   3.66448
     0.234, 32.783789,  123.7223,   3.66304
     0.235, 32.772552, 124.22011,    3.6616
     0.236, 32.761319, 124.71765,   3.66016
     0.237, 32.750091, 125.21493,   3.65872
     0.238, 32.738865, 125.71195,   3.65728
     0.239, 32.727644, 126.20871,   3.65584
      0.24, 32.716426, 126.70521,    3.6544
     0.241, 32.705212, 127.20144,   3.65296
     0.242, 32.694001, 127.69742,   3.65152
     0.243, 32.682795, 128.19314,   3.65008
     0.244, 32.671592, 128.68859,   3.64864
     0.245, 32.660392, 129.18379,    3.6472
     0.246, 32.649197, 129.67872,   3.64576
     0.247, 32.638005,  130.1734,   3.64432
     0.248, 32.626817, 130.66782,   3.64288
     0.249, 32.615632, 131.16197,   3.64144
      0.25, 32.604452, 131.65587,      3.64
     0.251, 32.593275, 132.14951,   3.63856
     0.252, 32.582101, 132.64288,   3.63712
     0.253, 32.570932,   133.136,   3.63568
     0.254, 32.559766, 133.62886,   3.63424
     0.255, 32.548604, 134.12146,    3.6328
     0.256, 32.537445,  134.6138,   3.63136
     0.257,  32.52629, 135.10588,   3.62992
     0.258, 32.515139, 135.59771,   3.62848
     0.259, 32.503992, 136.08927,   3.62704
      0.26, 32.492848, 136.58058,    3.6256
     0.261, 32.481708, 137.07162,   3.62416
     0.262, 32.470572, 137.56241,   3.62272
     0.263, 32.459439, 138.05294,   3.62128
     0.264, 32.448311, 138.54321,   3.61984
     0.265, 32.437185, 139.03323,    3.6184
     0.266, 32.426064, 139.52298,   3.61696
     0.267, 32.414946, 140.01248,   3.61552
     0.268, 32.403832, 140.50172,   3.61408
     0.269, 32.392722,  140.9907,   3.61264
      0.27, 32.381615, 141.47943,    3.6112
     0.271, 32.370512, 141.96789,   3.60976
     0.272, 32.359413,  142.4561,   3.60832
     0.273, 32.348317, 142.94405,   3.60688
     0.274, 32.337225, 143.43175,   3.60544
     0.275, 32.326137, 143.91919,     3.604
     0.276, 32.315053, 144.40637,   3.60256
     0.277, 32.303972, 144.89329,   3.60112
     0.278, 32.292895, 145.37996,   3.59968
     0.279, 32.281821, 145.86637,   3.59824
      0.28, 32.270751, 146.35252,    3.5968
     0.281, 32.259685, 146.83842,   3.59536
     0.282, 32.248623, 147.32406,   3.59392
     0.283, 32.237564, 147.80944,   3.59248
     0.284, 32.226509, 148.29457,   3.59104
     0.285, 32.215458, 148.77944,    3.5896
     0.286, 32.204411, 149.26406,   3.58816
     0.287, 32.193367, 149.74842,   3.58672
     0.288, 32.182326, 150.23252,   3.58528
     0.289,  32.17129, 150.71637,   3.58384
      0.29, 32.160257, 151.19996,    3.5824
     0.291, 32.149228,  151.6833,   3.58096
     0.292, 32.138202, 152.16638,   3.57952
     0.293, 32.127181,  152.6492,   3.57808
     0.294, 32.116163, 153.13178,   3.57664
     0.295, 32.105148, 153.61409,    3.5752
     0.296, 32.094137, 154.09615,   3.57376
     0.297,  32.08313, 154.57796,   3.57232
     0.298, 32.072127, 155.05951,   3.57088
     0.299, 32.061127, 155.54081,   3.56944
       0.3, 32.050131, 156.02185,     3.568
     0.301, 32.039139, 156.50263,   3.56656
     0.302,  32.02815, 156.98317,   3.56512
     0.303, 32.017166, 157.46344,   3.56368
     0.304, 32.006184, 157.94347,   3.56224
     0.305, 31.995207, 158.42324,    3.5608
     0.306, 31.984233, 158.90275,   3.55936
     0.307, 31.973263, 159.38202,   3.55792
     0.308, 31.962296, 159.86102,   3.55648
     0.309, 31.951333, 160.33978,   3.55504
      0.31, 31.940374, 160.81828,    3.5536
     0.311, 31.929418, 161.29653,   3.55216
     0.312, 31.918467, 161.77452,   3.55072
     0.313, 31.907518, 162.25226,   3.54928
     0.314, 31.896574, 162.72975,   3.54784
     0.315, 31.885633, 163.20698,    3.5464
     0.316, 31.874696, 163.68396,   3.54496
     0.317, 31.863762, 164.16069,   3.54352
     0.318, 31.852833, 164.63717,   3.54208
     0.319, 31.841907, 165.11339,   3.54064
      0.32, 31.830984, 165.58936,    3.5392
     0.321, 31.820065, 166.06508,   3.53776
     0.322,  31.80915, 166.54054,   3.53632
     0.323, 31.798239, 167.01576,   3.53488
     0.324, 31.787331, 167.49072,   3.53344
     0.325, 31.776427, 167.96543,     3.532
     0.326, 31.765526, 168.43988,   3.53056
     0.327,  31.75463, 168.91409,   3.52912
     0.328, 31.743737, 169.38804,   3.52768
     0.329, 31.732847, 169.86174,   3.52624
      0.33, 31.721961, 170.33519,    3.5248
     0.331, 31.711079, 170.80839,   3.52336
     0.332, 31.700201, 171.28133,   3.52192
     0.333, 31.689326, 171.75403,   3.52048
     0.334, 31.678455, 172.22647,   3.51904
     0.335, 31.667588, 172.69866,    3.5176
     0.336, 31.656724, 173.17061,   3.51616
     0.337, 31.645864,  173.6423,   3.51472
     0.338, 31.635007, 174.11374,   3.51328
     0.339, 31.624155, 174.58493,   3.51184
      0.34, 31.613306, 175.05586,    3.5104
     0.341,  31.60246, 175.52655,   3.50896
     0.342, 31.591618, 175.99699,   3.50752
     0.343,  31.58078, 176.46718,   3.50608
     0.344, 31.569946, 176.93711,   3.50464
     0.345, 31.559115,  177.4068,    3.5032
     0.346, 31.548288, 177.87624,   3.50176
     0.347, 31.537464, 178.34542,   3.50032
     0.348, 31.526645, 178.81436,   3.49888
     0.349, 31.515828, 179.28305,   3.49744
      0.35, 31.505016, 179.75149,     3.496
     0.351, 31.494207, 180.21967,   3.49456
     0.352, 31.483402, 180.68761,   3.49312
     0.353,   31.4726,  181.1553,   3.49168
     0.354, 31.461803, 181.62274,   3.49024
     0.355, 31.451008, 182.08993,    3.4888
     0.356, 31.440218, 182.55687,   3.48736
     0.357, 31.429431, 183.02357,   3.48592
     0.358, 31.418648, 183.49001,   3.48448
     0.359, 31.407868, 183.95621,   3.48304
      0.36, 31.397092, 184.42215,    3.4816
     0.361,  31.38632, 184.88785,   3.48016
     0.362, 31.375551,  185.3533,   3.47872
     0.363, 31.364786,  185.8185,   3.47728
     0.364, 31.354025, 186.28346,   3.47584
     0.365, 31.343267, 186.74816,    3.4744
     0.366, 31.332513, 187.21262,   3.47296
     0.367, 31.321763, 187.67683,   3.47152
     0.368, 31.311016, 188.14079,   3.47008
     0.369, 31.300273,  188.6045,   3.46864
      0.37, 31.289533, 189.06797,    3.4672
     0.371, 31.278798, 189.53119,   3.46576
     0.372, 31.268066, 189.99416,   3.46432
     0.373, 31.257337, 190.45688,   3.46288
     0.374, 31.246612, 190.91936,   3.46144
     0.375, 31.235891, 191.38158,      3.46
     0.376, 31.225173, 191.84357,   3.45856
     0.377,  31.21446,  192.3053,   3.45712
     0.378, 31.203749, 192.76679,   3.45568
     0.379, 31.193043, 193.22803,   3.45424
      0.38,  31.18234, 193.68902,    3.4528
     0.381,  31.17164, 194.14977,   3.45136
     0.382, 31.160945, 194.61027,   3.44992
     0.383, 31.150253, 195.07053,   3.44848
     0.384, 31.139564, 195.53054,   3.44704
     0.385, 31.128879,  195.9903,    3.4456
     0.386, 31.118198, 196.44982,   3.44416
     0.387, 31.107521, 196.90909,   3.44272
     0.388, 31.096847, 197.36811,   3.44128
     0.389, 31.086177, 197.82689,   3.43984
      0.39,  31.07551, 198.28542,    3.4384
     0.391, 31.064847, 198.74371,   3.43696
     0.392, 31.054188, 199.20175,   3.43552
     0.393, 31.043532, 199.65955,   3.43408
     0.394,  31.03288,  200.1171,   3.43264
     0.395, 31.022232, 200.57441,    3.4312
     0.396, 31.011587, 201.03147,   3.42976
     0.397, 31.000946, 201.48829,   3.42832
     0.398, 30.990309, 201.94486,   3.42688
     0.399, 30.979675, 202.40118,   3.42544
       0.4, 30.969045, 202.85726,     3.424
     0.401, 30.958418,  203.3131,   3.42256
     0.402, 30.947795, 203.76869,   3.42112
     0.403, 30.937176, 204.22404,   3.41968
     0.404,  30.92656, 204.67915,   3.41824
     0.405, 30.915948, 205.13401,    3.4168
     0.406,  30.90534, 205.58862,   3.41536
     0.407, 30.894735, 206.04299,   3.41392
     0.408, 30.884134, 206.49712,   3.41248
     0.409, 30.873536,   206.951,   3.41104
      0.41, 30.862943, 207.40464,    3.4096
     0.411, 30.852352, 207.85804,   3.40816
     0.412, 30.841766, 208.31119,   3.40672
     0.413, 30.831183,  208.7641,   3.40528
     0.414, 30.820603, 209.21677,   3.40384
     0.415, 30.810028, 209.66919,    3.4024
     0.416, 30.799456, 210.12137,   3.40096
     0.417, 30.788887, 210.57331,   3.39952
     0.418, 30.778322,   211.025,   3.39808
     0.419, 30.767761, 211.47645,   3.39664
      0.42, 30.757203, 211.92766,    3.3952
     0.421, 30.746649, 212.37863,   3.39376
     0.422, 30.736099, 212.82935,   3.39232
     0.423, 30.725552, 213.27983,   3.39088
     0.424, 30.715009, 213.73007,   3.38944
     0.425,  30.70447, 214.18006,     3.388
     0.426, 30.693934, 214.62982,   3.38656
     0.427, 30.683402, 215.07933,   3.38512
     0.428, 30.672873,  215.5286,   3.38368
     0.429, 30.662348, 215.97763,   3.38224
      0.43, 30.651827, 216.42641,    3.3808
     0.431, 30.641309, 216.87496,   3.37936
     0.432, 30.630795, 217.32326,   3.37792
     0.433, 30.620285, 217.77132,   3.37648
     0.434, 30.609778, 218.21914,   3.37504
     0.435, 30.599274, 218.66672,    3.3736
     0.436, 30.588775, 219.11406,   3.37216
     0.437, 30.578279, 219.56115,   3.37072
     0.438, 30.567786, 220.00801,   3.36928
     0.439, 30.557298, 220.45462,   3.36784
      0.44, 30.546812,   220.901,    3.3664
     0.441, 30.536331, 221.34713,   3.36496
     0.442, 30.525853, 221.79302,   3.36352
     0.443, 30.515379, 222.23868,   3.36208
     0.444, 30.504908, 222.68409,   3.36064
     0.445, 30.494441, 223.12926,    3.3592
     0.446, 30.483977, 223.57419,   3.35776
     0.447, 30.473517, 224.01888,   3.35632
     0.448, 30.463061, 224.46333,   3.35488
     0.449, 30.452609, 224.90754,   3.35344
      0.45,  30.44216, 225.35151,     3.352
     0.451, 30.431714, 225.79524,   3.35056
     0.452, 30.421272, 226.23873,   3.34912
     0.453, 30.410834, 226.68199,   3.34768
     0.454,   30.4004,   227.125,   3.34624
     0.455, 30.389969, 227.56777,    3.3448
     0.456, 30.379541, 228.01031,   3.34336
     0.457, 30.369117,  228.4526,   3.34192
     0.458, 30.358697, 228.89466,   3.34048
     0.459, 30.348281, 229.33647,   3.33904
      0.46, 30.337868, 229.77805,    3.3376
     0.461, 30.327459, 230.21939,   3.33616
     0.462, 30.317053, 230.66049,   3.33472
     0.463, 30.306651, 231.10135,   3.33328
     0.464, 30.296252, 231.54198,   3.33184
     0.465, 30.285857, 231.98236,    3.3304
     0.466, 30.275466, 232.42251,   3.32896
     0.467, 30.265078, 232.86242,   3.32752
     0.468, 30.254694, 233.30209,   3.32608
     0.469, 30.244314, 233.74152,   3.32464
      0.47, 30.233937, 234.18072,    3.3232
     0.471, 30.223564, 234.61967,   3.32176
     0.472, 30.213194, 235.05839,   3.32032
     0.473, 30.202828, 235.49687,   3.31888
     0.474, 30.192466, 235.93512,   3.31744
     0.475, 30.182107, 236.37312,     3.316
     0.476, 30.171752, 236.81089,   3.31456
     0.477,   30.1614, 237.24842,   3.31312
     0.478, 30.151052, 237.68572,   3.31168
     0.479, 30.140707, 238.12278,   3.31024
      0.48, 30.130367,  238.5596,    3.3088
     0.481, 30.120029, 238.99618,   3.30736
     0.482, 30.109696, 239.43253,   3.30592
     0.483, 30.099366, 239.86864,   3.30448
     0.484, 30.089039, 240.30452,   3.30304
     0.485, 30.078716, 240.74015,    3.3016
     0.486, 30.068397, 241.17555,   3.30016
     0.487, 30.058081, 241.61072,   3.29872
     0.488, 30.047769, 242.04565,   3.29728
     0.489, 30.037461, 242.48034,   3.29584
      0.49, 30.027156,  242.9148,    3.2944
     0.491, 30.016855, 243.34902,   3.29296
     0.492, 30.006557,   243.783,   3.29152
     0.493, 29.996263, 244.21675,   3.29008
     0.494, 29.985972, 244.65027,   3.28864
     0.495, 29.975686, 245.08355,    3.2872
     0.496, 29.965402, 245.51659,   3.28576
     0.497, 29.955123,  245.9494,   3.28432
     0.498, 29.944846, 246.38197,   3.28288
     0.499, 29.934574, 246.81431,   3.28144
       0.5, 29.924305, 247.24641,      3.28
     0.501,  29.91404, 247.67828,   3.27856
     0.502, 29.903778, 248.10991,   3.27712
     0.503,  29.89352, 248.54131,   3.27568
     0.504, 29.883265, 248.97247,   3.27424
     0.505, 29.873014,  249.4034,    3.2728
     0.506, 29.862767, 249.83409,   3.27136
     0.507, 29.852523, 250.26455,   3.26992
     0.508, 29.842283, 250.69478,   3.26848
     0.509, 29.832046, 251.12477,   3.26704
      0.51, 29.821813, 251.55453,    3.2656
     0.511, 29.811584, 251.98405,   3.26416
     0.512, 29.801358, 252.41334,   3.26272
     0.513, 29.791135,  252.8424,   3.26128
     0.514, 29.780917, 253.27122,   3.25984
     0.515, 29.770702, 253.69981,    3.2584
     0.516,  29.76049, 254.12817,   3.25696
     0.517, 29.750282, 254.55629,   3.25552
     0.518, 29.740078, 254.98418,   3.25408
     0.519, 29.729877, 255.41183,   3.25264
      0.52,  29.71968, 255.83925,    3.2512
     0.521, 29.709486, 256.26644,   3.24976
     0.522, 29.699296,  256.6934,   3.24832
     0.523,  29.68911, 257.12012,   3.24688
     0.524, 29.678927, 257.54661,   3.24544
     0.525, 29.668748, 257.97287,     3.244
     0.526, 29.658572,  258.3989,   3.24256
     0.527,   29.6484, 258.82469,   3.24112
     0.528, 29.638231, 259.25025,   3.23968
     0.529, 29.628066, 259.67558,   3.23824
      0.53, 29.617905, 260.10068,    3.2368
     0.531, 29.607747, 260.52554,   3.23536
     0.532, 29.597593, 260.95017,   3.23392
     0.533, 29.587442, 261.37457,   3.23248
     0.534, 29.577295, 261.79874,   3.23104
     0.535, 29.567152, 262.22268,    3.2296
     0.536, 29.557012, 262.64639,   3.22816
     0.537, 29.546875, 263.06986,   3.22672
     0.538, 29.536743,  263.4931,   3.22528
     0.539, 29.526614, 263.91611,   3.22384
      0.54, 29.516488, 264.33889,    3.2224
     0.541, 29.506366, 264.76144,   3.22096
     0.542, 29.496247, 265.18376,   3.21952
     0.543, 29.486133, 265.60585,   3.21808
     0.544, 29.476021,  266.0277,   3.21664
     0.545, 29.465914, 266.44933,    3.2152
     0.546, 29.455809, 266.87073,   3.21376
     0.547, 29.445709, 267.29189,   3.21232
     0.548, 29.435612, 267.71282,   3.21088
     0.549, 29.425518, 268.13353,   3.20944
      0.55, 29.415428,   268.554,     3.208
     0.551, 29.405342, 268.97424,   3.20656
     0.552, 29.395259, 269.39426,   3.20512
     0.553,  29.38518, 269.81404,   3.20368
     0.554, 29.375105, 270.23359,   3.20224
     0.555, 29.365033, 270.65292,    3.2008
     0.556, 29.354964, 271.07201,   3.19936
     0.557, 29.344899, 271.49088,   3.19792
     0.558, 29.334838, 271.90951,   3.19648
     0.559,  29.32478, 272.32792,   3.19504
      0.56, 29.314726, 272.74609,    3.1936
     0.561, 29.304675, 273.16404,   3.19216
     0.562, 29.294628, 273.58176,   3.19072
     0.563, 29.284585, 273.99925,   3.18928
     0.564, 29.274545, 274.41651,   3.18784
     0.565, 29.264509, 274.83354,    3.1864
     0.566, 29.254476, 275.25034,   3.18496
     0.567, 29.244447, 275.66691,   3.18352
     0.568, 29.234421, 276.08326,   3.18208
     0.569, 29.224399, 276.49937,   3.18064
      0.57,  29.21438, 276.91526,    3.1792
     0.571, 29.204365, 277.33092,   3.17776
     0.572, 29.194354, 277.74635,   3.17632
     0.573, 29.184346, 278.16156,   3.17488
     0.574, 29.174342, 278.57653,   3.17344
     0.575, 29.164341, 278.99128,     3.172
     0.576, 29.154344,  279.4058,   3.17056
     0.577, 29.144351, 279.82009,   3.16912
     0.578, 29.134361, 280.23416,   3.16768
     0.579, 29.124374,   280.648,   3.16624
      0.58, 29.114391, 281.06161,    3.1648
     0.581, 29.104412, 281.47499,   3.16336
     0.582, 29.094436, 281.88814,   3.16192
     0.583, 29.084464, 282.30107,   3.16048
     0.584, 29.074495, 282.71377,   3.15904
     0.585,  29.06453, 283.12625,    3.1576
     0.586, 29.054568, 283.53849,   3.15616
     0.587,  29.04461, 283.95052,   3.15472
     0.588, 29.034656, 284.36231,   3.15328
     0.589, 29.024705, 284.77388,   3.15184
      0.59, 29.014758, 285.18522,    3.1504
     0.591, 29.004814, 285.59633,   3.14896
     0.592, 28.994874, 286.00722,   3.14752
     0.593, 28.984937, 286.41788,   3.14608
     0.594, 28.975004, 286.82832,   3.14464
     0.595, 28.965075, 287.23853,    3.1432
     0.596, 28.955149, 287.64851,   3.14176
     0.597, 28.945226, 288.05827,   3.14032
     0.598, 28.935307,  288.4678,   3.13888
     0.599, 28.925392, 288.87711,   3.13744
       0.6,  28.91548, 289.28619,     3.136
     0.601, 28.905572, 289.69505,   3.13456
     0.602, 28.895667, 290.10368,   3.13312
     0.603, 28.885766, 290.51208,   3.13168
     0.604, 28.875869, 290.92026,   3.13024
     0.605, 28.865975, 291.32822,    3.1288
     0.606, 28.856084, 291.73595,   3.12736
     0.607, 28.846197, 292.14345,   3.12592
