"time","outputs","internal time","Rectifier_r(2)","Main.Rectifier1.Capacitor2.v","Rectifier_r(4)","Main.Rectifier1.iAC[2]","Rectifier_r(6)","Main.Rectifier1.iAC[3]","Rectifier_r(8)","Main.Rectifier1.IdealDiode1.s","Main.Rectifier1.IdealDiode2.s","Main.Rectifier1.IdealDiode3.s","Main.Rectifier1.IdealDiode4.s","Main.Rectifier1.IdealDiode5.s","Main.Rectifier1.IdealDiode6.s","Main.Rectifier1.IdealDiode4.p.i","Main.Rectifier1.IdealDiode5.p.i","Main.Rectifier1.IdealDiode6.p.i","Main.Rectifier1.Inductor2.v","Main.Rectifier1.Inductor3.v","Main.Rectifier1.SineVoltage1.p.v","Main.Rectifier1.SineVoltage2.p.v","Main.Rectifier1.SineVoltage3.n.v","Main.Rectifier1.SineVoltage3.p.v","Main.Rectifier1.IdealDiode1.off","Main.Rectifier1.IdealDiode2.off","Main.Rectifier1.IdealDiode3.off","Main.Rectifier1.IdealDiode4.off","Main.Rectifier1.IdealDiode5.off","Main.Rectifier1.IdealDiode6.off","Rectifier_r(30)","Rectifier_r(31)","Rectifier_r(32)","Rectifier_r(33)","Rectifier_r(34)","Rectifier_r(35)","Rectifier_r(36)","Rectifier_r(37)","Rectifier_r(38)","Rectifier_r(39)","Rectifier_r(40)","Rectifier_r(41)","Rectifier_r(42)","Rectifier_r(43)","Rectifier_r(44)","Rectifier_r(45)","Rectifier_r(46)","Rectifier_r(47)","Rectifier_r(48)","Rectifier_r(49)","Rectifier_r(50)","Rectifier_r(51)","Rectifier_r(52)","Rectifier_r(53)","Rectifier_r(54)","Rectifier_r(55)","Rectifier_r(56)","Rectifier_r(57)","Rectifier_r(58)","Rectifier_r(59)","Rectifier_r(60)"
0,282.8427125,0,-16694.95094,282.8427125,-16694.95094,0,-4714045.208,0,4714045.208,-284.8427125,-284.8427125,-284.8427125,-284.8427125,-284.8427125,-284.8427125,-0.2828427125,-0.2828427125,-0.2828427125,-282.8427125,282.8427125,5.684341886e-014,-282.8427125,5.684341886e-014,282.8427125,1,1,1,1,1,1,-16694.95094,-16694.95094,-4714045.208,4714045.208,282.8427125,282.8427125,0,0,-284.8427125,-284.8427125,-284.8427125,-284.8427125,-284.8427125,-284.8427125,-0.2828427125,-0.2828427125,-0.2828427125,-282.8427125,282.8427125,5.684341886e-014,-282.8427125,5.684341886e-014,282.8427125,1,1,1,1,1,1,284.8427125,284.8427125
2.968336162e-005,282.3471509,2.968336162e-005,-16694.90138,282.3471509,-16694.90138,-0.5686943023,-100.9486911,0.562627752,-104.2514735,-281.3138758,-568.6943019,-3.033274953,-287.3804261,3.848025966e-010,-565.6610269,-0.2853804261,0.002000000385,-0.5636610269,-0.006056921468,-0.006255088412,3.045587155,-284.3532079,6.413370102e-008,281.3076209,1,1,1,1,0,1,-16694.90138,-16694.90138,-100.9486911,-104.2514735,282.3471509,282.3471509,-0.5686943023,0.562627752,-281.3138758,-568.6943019,-3.033274953,-287.3804261,3.848025966e-010,-565.6610269,-0.2853804261,0.002000000385,-0.5636610269,-0.006056921468,-0.006255088412,3.045587155,-284.3532079,6.413370102e-008,281.3076209,1,1,1,1,0,1,281.3138758,568.6943019
0.0001359053638,280.5738316,0.0001359053638,-16694.02804,280.5738316,-16694.02804,-0.6069082087,-351.6109688,0.565147666,18.26049515,-261.6935603,-565.147705,2.747036598e-009,-303.454103,0.04176050367,-565.1476633,-0.301454103,0.04376050367,-0.5631476633,-0.02109665813,0.001095629709,20.90027237,-282.59497,6.960076526,282.5749273,1,1,0,1,0,1,-16694.02804,-16694.02804,-351.6109688,18.26049515,280.5738316,280.5738316,-0.6069082087,0.565147666,-261.6935603,-565.147705,2.747036598e-009,-303.454103,0.04176050367,-565.1476633,-0.301454103,0.04376050367,-0.5631476633,-0.02109665813,0.001095629709,20.90027237,-282.59497,6.960076526,282.5749273,1,1,0,1,0,1,261.6935603,565.147705
0.0006384179267,272.29532,0.0006384179267,-16121.57528,272.29532,-16121.57528,-17.81582414,-47824.35701,17.62068081,47522.71313,-176.7236532,-548.6079071,17.0720731,-371.8669867,17.26721624,-548.607712,-0.3698669867,17.26921624,-0.546607712,-2.869461421,2.851362788,97.58976535,-277.1820486,32.52382386,277.1637548,1,1,0,1,0,1,-16121.57528,-16121.57528,-47824.35701,47522.71313,272.29532,272.29532,-17.81582414,17.62068081,-176.7236532,-548.6079071,17.0720731,-371.8669867,17.26721624,-548.607712,-0.3698669867,17.26921624,-0.546607712,-2.869461421,2.851362788,97.58976535,-277.1820486,32.52382386,277.1637548,1,1,0,1,0,1,176.7236532,548.6079071
0.001140930489,264.3338778,0.001140930489,-15768.24683,264.3338778,-15768.24683,-28.45015395,24760.98894,28.10648587,-25049.24287,-94.49983411,-532.695673,27.57379054,-438.1679214,27.91745828,-532.6953293,-0.4361679214,27.91945828,-0.5306953293,1.485659337,-1.502954572,171.8513389,-264.8761359,57.2779,264.858497,1,1,0,1,0,1,-15768.24683,-15768.24683,24760.98894,-25049.24287,264.3338778,264.3338778,-28.45015395,28.10648587,-94.49983411,-532.695673,27.57379054,-438.1679214,27.91745828,-532.6953293,-0.4361679214,27.91945828,-0.5306953293,1.485659337,-1.502954572,171.8513389,-264.8761359,57.2779,264.858497,1,1,0,1,0,1,94.49983411,532.695673
0.00149287149,258.6625646,0.00149287149,-16684.88382,258.6625646,-16684.88382,-0.9722046957,139215.3146,0.5293927305,-139489.8951,-39.25658204,-521.3255801,0.008067593157,-482.0685472,0.4508791155,-521.3251373,-0.4800685472,0.4528791155,-0.5193251373,8.352918879,-8.369393705,221.4224574,-252.3100966,73.80184659,252.293179,1,1,0,1,0,1,-16684.88382,-16684.88382,139215.3146,-139489.8951,258.6625646,258.6625646,-0.9722046957,0.5293927305,-39.25658204,-521.3255801,0.008067593157,-482.0685472,0.4508791155,-521.3251373,-0.4800685472,0.4528791155,-0.5193251373,8.352918879,-8.369393705,221.4224574,-252.3100966,73.80184659,252.293179,1,1,0,1,0,1,39.25658204,521.3255801
0.001886089662,252.1015997,0.001886089662,-16684.70488,252.1015997,-16684.70488,-0.9385208781,-24.39512935,0.4303177627,-165.0959734,-4.204950121e-005,-508.2036298,-38.94271837,-508.2031574,0.4303172483,-469.2604811,-0.5062031574,0.4323172483,-0.4672604811,-0.001463707761,-0.009905758406,254.1129271,-254.1034938,71.71946966,215.1489756,1,1,1,1,0,1,-16684.70488,-16684.70488,-24.39512935,-165.0959734,252.1015997,252.1015997,-0.9385208781,0.4303177627,-4.204950121e-005,-508.2036298,-38.94271837,-508.2031574,0.4303172483,-469.2604811,-0.5062031574,0.4323172483,-0.4672604811,-0.001463707761,-0.009905758406,254.1129271,-254.1034938,71.71946966,215.1489756,1,1,1,1,0,1,4.204950121e-005,508.2036298
0.002388602224,244.3290287,0.002388602224,-13128.26789,244.3290287,-13128.26789,-107.5211231,-400527.3072,0.2866016751,-294.3498768,106.7417566,-492.7650857,-103.0281911,-492.7647991,107.028358,-389.6298662,-0.4907647991,107.030358,-0.3876298662,-24.03163843,-0.01766099261,270.4850698,-270.4676954,47.76685031,143.2831765,0,1,1,1,0,1,-13128.26789,-13128.26789,-400527.3072,-294.3498768,244.3290287,244.3290287,-107.5211231,0.2866016751,106.7417566,-492.7650857,-103.0281911,-492.7647991,107.028358,-389.6298662,-0.4907647991,107.030358,-0.3876298662,-24.03163843,-0.01766099261,270.4850698,-270.4676954,47.76685031,143.2831765,0,1,1,1,0,1,-106.7417566,492.7650857
0.002891114787,239.8095399,0.002891114787,-4209.535149,239.8095399,-4209.535149,-374.9856108,-632074.0996,0.135737446,-304.8441496,374.3658799,-483.9935814,-173.9408169,-483.9934457,374.5016172,-309.6782629,-0.4819934457,374.5036172,-0.3076782629,-37.92444598,-0.01829064898,280.1266424,-280.1084875,22.62286242,67.85043235,0,1,1,1,0,1,-4209.535149,-4209.535149,-632074.0996,-304.8441496,239.8095399,239.8095399,-374.9856108,0.135737446,374.3658799,-483.9935814,-173.9408169,-483.9934457,374.5016172,-309.6782629,-0.4819934457,374.5036172,-0.3076782629,-37.92444598,-0.01829064898,280.1266424,-280.1084875,22.62286242,67.85043235,0,1,1,1,0,1,-374.3658799,483.9935814
0.00339362735,240.4677636,0.00339362735,6909.822963,240.4677636,6909.822963,-708.4931924,-660115.9908,-0.01850269492,-307.7566754,708.0260515,-485.6435347,-251.719111,-485.6435532,708.0075489,-233.2164161,-0.4836435532,708.0095489,-0.2312164161,-39.60695945,-0.01846540052,282.8012145,-282.7827306,-3.08377632,-9.269812862,0,1,1,1,0,1,6909.822963,6909.822963,-660115.9908,-307.7566754,240.4677636,240.4677636,-708.4931924,-0.01850269492,708.0260515,-485.6435347,-251.719111,-485.6435532,708.0075489,-233.2164161,-0.4836435532,708.0095489,-0.2312164161,-39.60695945,-0.01846540052,282.8012145,-282.7827306,-3.08377632,-9.269812862,0,1,1,1,0,1,-708.0260515,485.6435347
