"time","x_coor","y_coor"
9.2000000000003403E+00,-1.1370125526411357E+00,3.3243598367657862E-01
9.4000000000002295E+00,-1.0706267018128126E+00,3.9990416105805665E-01
9.6000000000001187E+00,-9.9556589189267486E-01,4.4388283909308840E-01
9.8000000000000078E+00,-9.1691370644428938E-01,4.6058533359832782E-01
1.0000999999999896E+01,-8.3943404295847801E-01,4.4668339583983896E-01
1.0200999999999786E+01,-7.6833485824752268E-01,3.9947379128169791E-01
1.0400999999999675E+01,-7.0561966490692263E-01,3.1613157041163581E-01
1.0600999999999564E+01,-6.4935279588464112E-01,1.9383019341197849E-01
1.0800999999999453E+01,-5.8968559189110936E-01,3.1890848354786963E-02
1.1000999999999342E+01,-5.0762805251386178E-01,-1.6018521619627288E-01
1.1200999999999231E+01,-3.8977395973592588E-01,-3.5312316030472374E-01
1.1400999999999121E+01,-2.5313362717715632E-01,-5.1532869362838385E-01
1.1600999999999010E+01,-1.3025918508383413E-01,-6.4255331782725389E-01
1.1800999999998899E+01,-3.9912120472453350E-02,-7.4715337275052451E-01
1.2000999999998788E+01,1.3287303945821845E-02,-8.3900440387787767E-01
1.2200999999998677E+01,3.0835528238890186E-02,-9.2178938207199801E-01
1.2400999999998566E+01,1.6386494613035946E-02,-9.9509128076166553E-01
1.2600999999998455E+01,-2.5467374293425021E-02,-1.0565336884983525E+00
1.2800999999998345E+01,-8.9508266318847785E-02,-1.1031674189238694E+00
1.3000999999998234E+01,-1.7001046232142275E-01,-1.1323155090915624E+00
1.3200999999998123E+01,-2.6086826353020609E-01,-1.1420909199974056E+00
1.3400999999998012E+01,-3.5577496114597895E-01,-1.1317072031004745E+00
1.3600999999997901E+01,-4.4844356981045469E-01,-1.1016427548975294E+00
1.3800999999997790E+01,-5.3284556378971337E-01,-1.0536896271121370E+00
1.4000999999997680E+01,-6.0343949140338982E-01,-9.9090432513773374E-01
1.4200999999997569E+01,-6.5535899608933534E-01,-9.1747161498596452E-01
1.4400999999997458E+01,-6.8452613754168634E-01,-8.3848719762020951E-01
1.4600999999997347E+01,-6.8764849567978537E-01,-7.5965521488651933E-01
1.4800999999997236E+01,-6.6204470459509934E-01,-6.8687109478815611E-01
1.5000999999997125E+01,-6.0522310712677962E-01,-6.2559300022977293E-01
1.5200999999997014E+01,-5.1413760353051619E-01,-5.7972817691318879E-01
1.5400999999996904E+01,-3.8423383506109138E-01,-5.4931881240243186E-01
1.5600999999996793E+01,-2.0963504409715319E-01,-5.2553962523067121E-01
1.5800999999996682E+01,9.3372858944303604E-03,-4.8318774658920643E-01
1.6000999999996573E+01,2.4378924871271743E-01,-3.8941570764057171E-01
1.6200999999996817E+01,4.4237257586346768E-01,-2.5270110944218460E-01
1.6400999999997062E+01,5.9183184270732137E-01,-1.2064219531898195E-01
1.6600999999997306E+01,7.1209293870652957E-01,-2.2814118296374541E-02
1.6800999999997551E+01,8.2249335209594565E-01,3.2090126356658200E-02
1.7000999999997795E+01,9.4198629360044395E-01,3.5098228202863235E-02
1.7200999999998039E+01,8.9592511420275511E-01,-4.1734234727970325E-02
1.7400999999998284E+01,7.8310087531249695E-01,-1.7531414462792466E-02
1.7600999999998528E+01,6.7102968235208182E-01,5.3267590215338528E-02
1.7800999999998773E+01,5.4292768414750414E-01,1.6503382995058724E-01
1.8000999999999017E+01,3.7753478658221268E-01,3.0373066593554510E-01
1.8200999999999262E+01,1.6180758848997737E-01,4.2994477752541627E-01
1.8400999999999506E+01,-7.2775313689213431E-02,5.0308135617792016E-01
1.8600999999999750E+01,-2.7699205904047292E-01,5.3491011247767450E-01
1.8800999999999995E+01,-4.3490323204357323E-01,5.5932071827633312E-01
1.9000000000000238E+01,-5.4972304820882434E-01,5.9475257979855767E-01
1.9200000000000482E+01,-6.2823001744795504E-01,6.4640141083709668E-01
1.9400000000000727E+01,-6.7366758690568618E-01,7.1233404151955260E-01
1.9600000000000971E+01,-6.8878130579395713E-01,7.8792320148689154E-01
1.9800000000001216E+01,-6.7606522613796205E-01,8.6746916707400679E-01
2.0000000000000000E+01,-6.3838547800258938E-01,9.4509175362925679E-01
