"time","y","z"
0,1.0000000000000000E+001,0.0000000000000000E+000
0.02,9.9990199999999998E+000,-1.9600000000000001E-001
0.04,9.9941199999999988E+000,-3.9200000000000002E-001
0.06,9.9852999999999987E+000,-5.8800000000000008E-001
0.08,9.9725599999999996E+000,-7.8400000000000014E-001
0.11,9.9460999999999995E+000,-1.0780000000000001E+000
0.13,9.9235599999999984E+000,-1.2739999999999998E+000
0.15,9.8970999999999982E+000,-1.4700000000000000E+000
0.16,9.8823999999999987E+000,-1.5680000000000001E+000
0.18,9.8500599999999991E+000,-1.7640000000000002E+000
0.2,9.8137999999999987E+000,-1.9600000000000004E+000
0.22,9.7736199999999975E+000,-2.1560000000000010E+000
0.24,9.7295199999999973E+000,-2.3520000000000016E+000
0.26,9.6814999999999980E+000,-2.5480000000000018E+000
0.28,9.6295599999999979E+000,-2.7440000000000024E+000
0.3,9.5736999999999970E+000,-2.9400000000000031E+000
0.32,9.5139199999999970E+000,-3.1360000000000037E+000
0.34,9.4502199999999981E+000,-3.3320000000000043E+000
0.36,9.3825999999999983E+000,-3.5280000000000049E+000
0.38,9.3110599999999977E+000,-3.7240000000000055E+000
0.4,9.2355999999999963E+000,-3.9200000000000061E+000
0.42,9.1562199999999976E+000,-4.1160000000000059E+000
0.44,9.0729199999999981E+000,-4.3120000000000056E+000
0.46,8.9856999999999978E+000,-4.5080000000000053E+000
0.48,8.8945599999999967E+000,-4.7040000000000051E+000
0.5,8.7994999999999965E+000,-4.9000000000000048E+000
0.52,8.7005199999999974E+000,-5.0960000000000045E+000
0.54,8.5976199999999974E+000,-5.2920000000000043E+000
0.56,8.4907999999999966E+000,-5.4880000000000040E+000
0.58,8.3800599999999950E+000,-5.6840000000000037E+000
0.6,8.2653999999999961E+000,-5.8800000000000034E+000
0.62,8.1468199999999964E+000,-6.0760000000000032E+000
0.64,8.0243199999999959E+000,-6.2720000000000029E+000
0.66,7.8978999999999964E+000,-6.4680000000000026E+000
0.68,7.7675599999999960E+000,-6.6640000000000024E+000
