"Time","Capacitor1.v","IdealDiode3.off"
0.000000000000000E+00,2.828427124746200E+02,1
1.000000000000000E-04,2.811732420595000E+02,1
2.000000000000000E-04,2.795041558945700E+02,0
3.000000000000000E-04,2.778393547068800E+02,0
4.000000000000000E-04,2.761841445577800E+02,0
5.000000000000000E-04,2.745422833990000E+02,0
5.999999999999999E-04,2.729159124301100E+02,0
7.000000000000000E-04,2.713055537925100E+02,0
8.000000000000000E-04,2.697101187597500E+02,0
9.000000000000000E-04,2.681269263529400E+02,0
1.000000000000000E-03,2.665517322505000E+02,0
1.100000000000000E-03,2.649787678035900E+02,0
1.200000000000000E-03,2.634007889108700E+02,0
1.300000000000000E-03,2.618091344508300E+02,0
1.400000000000000E-03,2.601937939158200E+02,0
1.500000000000000E-03,2.585435968592600E+02,1
1.600000000000000E-03,2.568750196075200E+02,1
1.700000000000000E-03,2.552064778870500E+02,1
1.800000000000000E-03,2.535379684742400E+02,1
1.900000000000000E-03,2.518695023669000E+02,1
2.000000000000000E-03,2.502085780332100E+02,1
2.100000000000000E-03,2.485818483820200E+02,1
2.200000000000000E-03,2.470176215054900E+02,1
2.300000000000000E-03,2.455423773123600E+02,1
2.400000000000000E-03,2.441806060125200E+02,1
2.500000000000000E-03,2.429546593452200E+02,1
2.600000000000000E-03,2.418846153708500E+02,1
2.700000000000000E-03,2.409881575681500E+02,1
2.800000000000000E-03,2.402804688970300E+02,1
2.900000000000000E-03,2.397741414009600E+02,1
3.000000000000000E-03,2.394791018348600E+02,1
3.100000000000000E-03,2.394025537127500E+02,1
3.200000000000000E-03,2.395489360763800E+02,1
3.300000000000000E-03,2.399198991913700E+02,1
3.400000000000000E-03,2.405142972812700E+02,1
3.500000000000000E-03,2.413281983142000E+02,1
3.600000000000000E-03,2.423549107601600E+02,1
3.700000000000000E-03,2.435850271419000E+02,1
3.800000000000000E-03,2.450064841076000E+02,1
3.900000000000000E-03,2.466046386610800E+02,1
4.000000000000000E-03,2.483623600946000E+02,1
4.100000000000000E-03,2.502601370815400E+02,1
4.200000000000000E-03,2.522761993014400E+02,1
4.300000000000000E-03,2.543866528890400E+02,1
4.400000000000000E-03,2.565656289217000E+02,1
4.500000000000000E-03,2.587854440872800E+02,1
4.600000000000000E-03,2.610167726069600E+02,1
4.700000000000000E-03,2.632288284250500E+02,1
4.800000000000000E-03,2.653895566212500E+02,1
4.900000000000000E-03,2.674658329497900E+02,1
5.000000000000000E-03,2.694236703655800E+02,1
5.100000000000000E-03,2.712284313588600E+02,1
5.200000000000000E-03,2.728450448886600E+02,1
5.300000000000000E-03,2.742392694224500E+02,1
5.400000000000000E-03,2.753888601849100E+02,1
5.500000000000000E-03,2.762793544003600E+02,1
5.600000000000000E-03,2.768965838004800E+02,1
5.700000000000000E-03,2.772266584604200E+02,1
5.800000000000000E-03,2.772560796352300E+02,1
5.900000000000000E-03,2.769718503352400E+02,1
6.000000000000000E-03,2.764022111186300E+02,1
6.100000000000000E-03,2.757839843744600E+02,1
6.200000000000000E-03,2.751671584251400E+02,1
6.300000000000000E-03,2.745631192794700E+02,1
6.400000000000000E-03,2.739816308833400E+02,1
6.500000000000000E-03,2.734307773247900E+02,1
6.600000000000000E-03,2.729169159747800E+02,1
6.700000000000000E-03,2.724446418100700E+02,1
6.800000000000000E-03,2.720167631006200E+02,1
6.900000000000000E-03,2.716342885789500E+02,1
7.000000000000000E-03,2.712964261437600E+02,1
7.100000000000000E-03,2.710005930841800E+02,1
7.200000000000000E-03,2.707424377458800E+02,1
7.300000000000000E-03,2.705158724952600E+02,1
7.400000000000000E-03,2.703131177741500E+02,1
7.500000000000000E-03,2.701247569745200E+02,1
7.600000000000000E-03,2.699398018019600E+02,1
7.700000000000000E-03,2.697457677372200E+02,1
7.800000000000000E-03,2.695287591487000E+02,1
7.900000000000001E-03,2.692735635539400E+02,1
8.000000000000000E-03,2.689637544774400E+02,1
8.100000000000000E-03,2.685818023035000E+02,1
8.200000000000001E-03,2.681091924780700E+02,1
8.300000000000000E-03,2.675265503727800E+02,1
8.399999999999999E-03,2.668137720867900E+02,1
8.500000000000001E-03,2.659501604292300E+02,1
8.600000000000000E-03,2.649178677880800E+02,1
8.699999999999999E-03,2.637155404438200E+02,1
8.800000000000001E-03,2.623467031518900E+02,1
8.900000000000000E-03,2.608959908469100E+02,1
8.999999999999999E-03,2.594622505326300E+02,1
9.100000000000000E-03,2.580698409376900E+02,1
9.200000000000000E-03,2.567409125385700E+02,1
9.299999999999999E-03,2.554957392500700E+02,1
9.400000000000000E-03,2.543525962587200E+02,1
9.500000000000000E-03,2.533276506314600E+02,1
9.599999999999999E-03,2.524348652962800E+02,1
9.700000000000000E-03,2.516859169148500E+02,1
9.800000000000000E-03,2.510901280876000E+02,1
9.900000000000001E-03,2.506544142501700E+02,1
1.000000000000000E-02,2.503832455363500E+02,1
1.010000000000000E-02,2.502786237977200E+02,1
1.020000000000000E-02,2.503400748842500E+02,1
1.030000000000000E-02,2.505646562038300E+02,1
1.040000000000000E-02,2.509469794922800E+02,1
1.050000000000000E-02,2.514792486396200E+02,1
1.060000000000000E-02,2.521513123337800E+02,1
1.070000000000000E-02,2.529507311993400E+02,1
1.080000000000000E-02,2.538628590276500E+02,1
1.090000000000000E-02,2.548709376158600E+02,1
1.100000000000000E-02,2.559562046557800E+02,1
1.110000000000000E-02,2.570980140409900E+02,1
1.120000000000000E-02,2.582739678911200E+02,1
1.130000000000000E-02,2.594600595269000E+02,1
1.140000000000000E-02,2.606308265687700E+02,1
1.150000000000000E-02,2.617595132756500E+02,1
1.160000000000000E-02,2.628182411891900E+02,1
1.170000000000000E-02,2.637781871030300E+02,1
1.180000000000000E-02,2.646097673361700E+02,1
1.190000000000000E-02,2.652838709616900E+02,1
1.200000000000000E-02,2.657839499845700E+02,1
1.210000000000000E-02,2.661014321364400E+02,1
1.220000000000000E-02,2.662274399532000E+02,1
1.230000000000000E-02,2.661527553080900E+02,1
1.240000000000000E-02,2.658678972238800E+02,1
1.250000000000000E-02,2.653632026782700E+02,1
1.260000000000000E-02,2.647495919281100E+02,1
1.270000000000000E-02,2.641608685549900E+02,1
1.280000000000000E-02,2.636318271507500E+02,1
1.290000000000000E-02,2.631742856806700E+02,1
1.300000000000000E-02,2.627981186349000E+02,1
1.310000000000000E-02,2.625111981521100E+02,1
1.320000000000000E-02,2.623193478659000E+02,1
1.330000000000000E-02,2.622263097145400E+02,1
1.340000000000000E-02,2.622337238805600E+02,1
1.350000000000000E-02,2.623411219522600E+02,1
1.360000000000000E-02,2.625459333239800E+02,1
1.370000000000000E-02,2.628435047772200E+02,1
1.380000000000000E-02,2.632271331100100E+02,1
1.390000000000000E-02,2.636881106082100E+02,1
1.400000000000000E-02,2.642157830801600E+02,1
1.410000000000000E-02,2.647976201052500E+02,1
1.420000000000000E-02,2.654192970783900E+02,1
1.430000000000000E-02,2.660647885660200E+02,1
1.440000000000000E-02,2.667164724260400E+02,1
1.450000000000000E-02,2.673552440835200E+02,1
1.460000000000000E-02,2.679606402976900E+02,1
1.470000000000000E-02,2.685109717022100E+02,1
1.480000000000000E-02,2.689834633522500E+02,1
1.490000000000000E-02,2.693544024671500E+02,1
1.500000000000000E-02,2.695992925175900E+02,1
1.510000000000000E-02,2.696930127708700E+02,1
1.520000000000000E-02,2.696099823781100E+02,1
1.530000000000000E-02,2.693278829586700E+02,0
1.540000000000000E-02,2.688401771945200E+02,0
1.550000000000000E-02,2.681445728193900E+02,0
1.560000000000000E-02,2.672385463650000E+02,0
1.570000000000000E-02,2.661071808225000E+02,0
1.580000000000000E-02,2.649608488703400E+02,0
1.590000000000000E-02,2.638438524115800E+02,0
1.600000000000000E-02,2.627748483023700E+02,0
1.610000000000000E-02,2.617706918629500E+02,0
1.620000000000000E-02,2.608463355286200E+02,0
1.630000000000000E-02,2.600147397236600E+02,0
1.640000000000000E-02,2.592867964417000E+02,0
1.650000000000000E-02,2.586712659427800E+02,0
1.660000000000000E-02,2.581747269025100E+02,0
1.670000000000000E-02,2.578015402721400E+02,0
1.680000000000000E-02,2.575538270302300E+02,0
1.690000000000000E-02,2.574314599276700E+02,0
1.700000000000000E-02,2.574320692487600E+02,0
1.710000000000000E-02,2.575510625313300E+02,0
1.720000000000000E-02,2.577816581104500E+02,0
1.730000000000000E-02,2.581149322719000E+02,0
