"time","y_0","y_1","y_2"
0,0,0,0
0.004,0,0,0
0.008,0,0,0
0.012,0.0689263,0,0
0.016,0.14892,0,0
0.02,0.199983,0,0
0.024,0.506264,0.919081,0
0.028,0.746164,1.63897,0
0.032,1.17796,1.79972,0
0.036,1.57753,1.79972,0
0.04,1.79865,1.79972,0
0.044,2.49585,2.69701,2.09483
0.048,3.05469,3.41623,3.77392
0.052,3.55451,3.59776,4.19772
0.056,4.27205,3.59776,4.19772
0.06,4.98959,3.59776,4.19772
0.064,5.86512,4.31563,4.19772
0.068,6.74066,5.03351,4.19772
0.072,7.69475,5.39244,4.19772
0.076,8.7274,5.39244,4.19772
0.08,9.76004,5.39244,4.19772
0.084,10.9488,6.10831,5.87134
0.088,12.1375,6.82417,7.54497
0.092,13.4037,7.1821,8.38178
0.096,14.7473,7.1821,8.38178
0.1,16.0909,7.1821,8.38178
0.104,17.5881,7.89528,8.38178
0.108,19.0853,8.60847,8.38178
0.112,20.6584,8.96506,8.38178
0.116,22.3077,8.96506,8.38178
0.12,23.9569,8.96506,8.38178
0.124,25.7565,9.6749,10.0445
0.128,27.5561,10.3847,11.7072
0.132,29.43,10.7397,12.5386
0.136,31.3782,10.7397,12.5386
0.14,33.3264,10.7397,12.5386
0.144,35.4213,11.4455,12.5386
0.148,37.5161,12.1513,12.5386
0.152,39.6832,12.5043,12.5386
0.156,41.9226,12.5043,12.5386
0.16,44.162,12.5043,12.5386
0.164,46.5437,13.2055,14.185
0.168,48.9253,13.9066,15.8315
0.172,51.377,14.2572,16.6547
0.176,53.8985,14.2572,16.6547
0.18,56.4201,14.2572,16.6547
0.184,59.0791,14.9531,16.6547
0.188,61.738,15.649,16.6547
0.192,64.4643,15.997,16.6547
0.196,67.258,15.997,16.6547
0.2,70.0516,15.997,16.6547
0.204,72.9772,16.6869,18.2795
0.208,75.9027,17.3769,19.9044
0.212,78.8927,17.7218,20.7168
0.216,81.9472,17.7218,20.7168
0.22,85.0017,17.7218,20.7168
0.224,88.1821,18.4052,20.7168
0.228,91.3624,19.0886,20.7168
0.232,94.6041,19.4303,20.7168
0.236,97.9072,19.4303,20.7168
0.24,101.21,19.4303,20.7168
0.244,104.633,20.1064,22.3149
0.248,108.055,20.7826,23.913
0.252,111.535,21.1207,24.7121
0.256,115.074,21.1207,24.7121
0.26,118.612,21.1207,24.7121
0.264,122.262,21.7891,24.7121
0.268,125.913,22.4574,24.7121
0.272,129.618,22.7916,24.7121
0.276,133.377,22.7916,24.7121
0.28,137.136,22.7916,24.7121
0.284,141,23.4516,26.2784
