"time","headlight","light_0intensity","light_0switch"
0.896,1,99.8535,2
0.903,1,99.8513,2
0.903,1,99.8513,2
0.91,1,99.8491,2
0.91,1,99.8491,2
0.917,1,99.8469,2
0.917,1,99.8469,2
0.924,1,99.8447,2
0.924,1,99.8447,2
0.931,1,99.8425,2
0.931,1,99.8425,2
0.938,1,99.8402,2
0.938,1,99.8402,2
0.945,1,99.8381,2
0.945,1,99.8381,2
0.952,1,99.8358,2
0.952,1,99.8358,2
0.959,1,99.8336,2
0.959,1,99.8336,2
0.966,1,99.8314,2
0.966,1,99.8314,2
0.973,1,99.8292,2
0.973,1,99.8292,2
0.98,1,99.827,2
0.98,1,99.827,2
0.987,1,99.8248,2
0.987,1,99.8248,2
0.994,1,99.8226,2
0.994,1,99.8226,2
1.001,1,99.8204,2
1.001,1,99.8204,2
1.008,1,99.8182,2
1.008,1,99.8182,2
1.015,1,99.816,2
1.015,1,99.816,2
1.022,1,99.8138,2
1.022,1,99.8138,2
1.029,1,99.8116,2
1.029,1,99.8116,2
1.036,1,99.8094,2
1.036,1,99.8094,2
1.043,1,99.8072,2
1.043,1,99.8072,2
1.05,1,99.805,2
1.05,1,99.805,2
1.057,1,99.8028,2
1.057,1,99.8028,2
1.064,1,99.8006,2
1.064,1,99.8006,2
1.071,1,99.7984,2
1.071,1,99.7984,2
1.078,1,99.7962,2
1.078,1,99.7962,2
1.085,1,99.794,2
1.085,1,99.794,2
1.092,1,99.7918,2
1.092,1,99.7918,2
1.099,1,99.7896,2
1.099,1,99.7896,2
1.106,1,99.7874,2
1.106,1,99.7874,2
1.113,1,99.7852,2
1.113,1,99.7852,2
1.12,1,99.783,2
1.12,1,99.783,2
1.127,1,99.7808,2
1.127,1,99.7808,2
1.134,1,99.7786,2
1.134,1,99.7786,2
1.141,1,99.7764,2
1.141,1,99.7764,2
1.148,1,99.7742,2
1.148,1,99.7742,2
1.155,1,99.772,2
1.155,1,99.772,2
1.162,1,99.7698,2
1.162,1,99.7698,2
1.169,1,99.7676,2
1.169,1,99.7676,2
1.176,1,99.7654,2
1.176,1,99.7654,2
1.183,1,99.7632,2
1.183,1,99.7632,2
1.19,1,99.761,2
1.19,1,99.761,2
1.197,1,99.7588,2
1.197,1,99.7588,2
1.204,1,99.7566,2
1.204,1,99.7566,2
1.211,1,99.7544,2
1.211,1,99.7544,2
1.218,1,99.7522,2
1.218,1,99.7522,2
1.225,1,99.75,2
1.225,1,99.75,2
1.232,1,99.7478,2
1.232,1,99.7478,2
1.239,1,99.7456,2
1.239,1,99.7456,2
1.246,1,99.7434,2
1.246,1,99.7434,2
1.253,1,99.7412,2
1.253,1,99.7412,2
1.26,1,99.739,2
1.26,1,99.739,2
1.267,1,99.7368,2
1.267,1,99.7368,2
1.274,1,99.7346,2
1.274,1,99.7346,2
1.281,1,99.7324,2
1.281,1,99.7324,2
1.288,1,99.7302,2
1.288,1,99.7302,2
1.295,1,99.728,2
1.295,1,99.728,2
1.302,1,99.7258,2
1.302,1,99.7258,2
1.309,1,99.7236,2
1.309,1,99.7236,2
1.316,1,99.7214,2
1.316,1,99.7214,2
1.323,1,99.7192,2
1.323,1,99.7192,2
1.33,1,99.717,2
1.33,1,99.717,2
1.337,1,99.7148,2
1.337,1,99.7148,2
1.344,1,99.7126,2
1.344,1,99.7126,2
1.351,1,99.7104,2
1.351,1,99.7104,2
1.358,1,99.7082,2
1.358,1,99.7082,2
1.365,1,99.706,2
1.365,1,99.706,2
1.372,1,99.7038,2
1.372,1,99.7038,2
1.379,1,99.7016,2
1.379,1,99.7016,2
1.386,1,99.6994,2
1.386,1,99.6994,2
1.393,1,99.6972,2
1.393,1,99.6972,2
1.4,1,99.695,2
1.4,1,99.695,2
1.407,1,99.6928,2
1.407,1,99.6928,2
1.414,1,99.6906,2
1.414,1,99.6906,2
1.421,1,99.6884,2
1.421,1,99.6884,2
1.428,1,99.6862,2
1.428,1,99.6862,2
1.435,1,99.684,2
1.435,1,99.684,2
1.442,1,99.6818,2
1.442,1,99.6818,2
1.449,1,99.6796,2
1.449,1,99.6796,2
1.456,1,99.6774,2
1.456,1,99.6774,2
1.463,1,99.6752,2
1.463,1,99.6752,2
1.47,1,99.673,2
1.47,1,99.673,2
1.477,1,99.6708,2
1.477,1,99.6708,2
1.484,1,99.6686,2
1.484,1,99.6686,2
1.491,1,99.6664,2
1.491,1,99.6664,2
1.498,1,99.6642,2
1.498,1,99.6642,2
1.505,1,99.6619,2
1.505,1,99.6619,2
1.512,1,99.6598,2
1.512,1,99.6598,2
1.519,1,99.6575,2
1.519,1,99.6575,2
1.526,1,99.6553,2
1.526,1,99.6553,2
1.533,1,99.6531,2
1.533,1,99.6531,2
1.54,1,99.6509,2
1.54,1,99.6509,2
1.547,1,99.6487,2
1.547,1,99.6487,2
1.554,1,99.6465,2
1.554,1,99.6465,2
1.561,1,99.6443,2
1.561,1,99.6443,2
1.568,1,99.6421,2
1.568,1,99.6421,2
1.575,1,99.6399,2
1.575,1,99.6399,2
1.582,1,99.6377,2
1.582,1,99.6377,2
1.589,1,99.6355,2
1.589,1,99.6355,2
1.596,1,99.6333,2
1.596,1,99.6333,2
1.603,1,99.6311,2
1.603,1,99.6311,2
1.61,1,99.6289,2
1.61,1,99.6289,2
1.617,1,99.6267,2
1.617,1,99.6267,2
1.624,1,99.6245,2
1.624,1,99.6245,2
1.631,1,99.6223,2
1.631,1,99.6223,2
1.638,1,99.6201,2
1.638,1,99.6201,2
1.645,1,99.6179,2
1.645,1,99.6179,2
1.652,1,99.6157,2
1.652,1,99.6157,2
1.659,1,99.6135,2
1.659,1,99.6135,2
1.666,1,99.6113,2
1.666,1,99.6113,2
1.673,1,99.6091,2
1.673,1,99.6091,2
1.68,1,99.6069,2
1.68,1,99.6069,2
1.687,1,99.6047,2
1.687,1,99.6047,2
1.694,1,99.6025,2
1.694,1,99.6025,2
1.701,1,99.6003,2
1.701,1,99.6003,2
1.708,1,99.5981,2
1.708,1,99.5981,2
1.715,1,99.5959,2
1.715,1,99.5959,2
1.722,1,99.5937,2
1.722,1,99.5937,2
1.729,1,99.5915,2
1.729,1,99.5915,2
1.736,1,99.5893,2
1.736,1,99.5893,2
1.743,1,99.5871,2
1.743,1,99.5871,2
1.75,1,99.5849,2
1.75,1,99.5849,2
1.757,1,99.5827,2
1.757,1,99.5827,2
1.764,1,99.5805,2
1.764,1,99.5805,2
1.771,1,99.5783,2
1.771,1,99.5783,2
1.778,1,99.5761,2
1.778,1,99.5761,2
1.785,1,99.5739,2
1.785,1,99.5739,2
1.792,1,99.5717,2
1.792,1,99.5717,2
1.799,1,99.5695,2
1.799,1,99.5695,2
1.806,1,99.5673,2
1.806,1,99.5673,2
1.813,1,99.5651,2
1.813,1,99.5651,2
1.82,1,99.5629,2
1.82,1,99.5629,2
1.827,1,99.5607,2
1.827,1,99.5607,2
1.834,1,99.5585,2
1.834,1,99.5585,2
1.841,1,99.5563,2
1.841,1,99.5563,2
1.848,1,99.5541,2
1.848,1,99.5541,2
1.855,1,99.5519,2
1.855,1,99.5519,2
1.862,1,99.5497,2
1.862,1,99.5497,2
1.869,1,99.5475,2
1.869,1,99.5475,2
1.876,1,99.5453,2
1.876,1,99.5453,2
1.883,1,99.5431,2
1.883,1,99.5431,2
1.89,1,99.5409,2
1.89,1,99.5409,2
1.897,1,99.5387,2
1.897,1,99.5387,2
1.904,1,99.5365,2
1.904,1,99.5365,2
1.911,1,99.5343,2
1.911,1,99.5343,2
1.918,1,99.5321,2
1.918,1,99.5321,2
1.925,1,99.5299,2
1.925,1,99.5299,2
1.932,1,99.5277,2
1.932,1,99.5277,2
1.939,1,99.5255,2
1.939,1,99.5255,2
1.946,1,99.5233,2
1.946,1,99.5233,2
1.953,1,99.5211,2
1.953,1,99.5211,2
1.96,1,99.5189,2
1.96,1,99.5189,2
1.967,1,99.5167,2
1.967,1,99.5167,2
1.974,1,99.5145,2
1.974,1,99.5145,2
1.981,1,99.5123,2
1.981,1,99.5123,2
1.988,1,99.5101,2
1.988,1,99.5101,2
1.995,1,99.5079,2
1.995,1,99.5079,2
2.002,1,99.5057,2
2.002,1,99.5057,2
2.009,1,99.5035,2
2.009,1,99.5035,2
2.016,1,99.5013,2
2.016,1,99.5013,2
2.023,1,99.4991,2
2.023,1,99.4991,2
2.03,1,99.4969,2
2.03,1,99.4969,2
2.037,1,99.4947,2
2.037,1,99.4947,2
2.044,1,99.4925,2
2.044,1,99.4925,2
2.051,1,99.4902,2
2.051,1,99.4902,2
2.058,1,99.4881,2
2.058,1,99.4881,2
2.065,1,99.4858,2
2.065,1,99.4858,2
2.072,1,99.4837,2
2.072,1,99.4837,2
2.079,1,99.4814,2
2.079,1,99.4814,2
2.086,1,99.4792,2
2.086,1,99.4792,2
2.093,1,99.477,2
2.093,1,99.477,2
2.1,1,99.4748,2
2.1,1,99.4748,2
2.107,1,99.4726,2
2.107,1,99.4726,2
2.114,1,99.4704,2
2.114,1,99.4704,2
2.121,1,99.4682,2
2.121,1,99.4682,2
2.128,1,99.466,2
2.128,1,99.466,2
2.135,1,99.4638,2
2.135,1,99.4638,2
2.142,1,99.4616,2
2.142,1,99.4616,2
2.149,1,99.4594,2
2.149,1,99.4594,2
2.156,1,99.4572,2
2.156,1,99.4572,2
2.163,1,99.455,2
2.163,1,99.455,2
2.17,1,99.4528,2
2.17,1,99.4528,2
2.177,1,99.4506,2
2.177,1,99.4506,2
2.184,1,99.4484,2
2.184,1,99.4484,2
2.191,1,99.4462,2
2.191,1,99.4462,2
2.198,1,99.444,2
2.198,1,99.444,2
2.205,1,99.4418,2
2.205,1,99.4418,2
2.212,1,99.4396,2
2.212,1,99.4396,2
2.219,1,99.4374,2
2.219,1,99.4374,2
2.226,1,99.4352,2
2.226,1,99.4352,2
2.233,1,99.433,2
2.233,1,99.433,2
2.24,1,99.4308,2
2.24,1,99.4308,2
2.247,1,99.4286,2
2.247,1,99.4286,2
2.254,1,99.4264,2
2.254,1,99.4264,2
2.261,1,99.4242,2
2.261,1,99.4242,2
2.268,1,99.422,2
2.268,1,99.422,2
2.275,1,99.4198,2
2.275,1,99.4198,2
2.282,1,99.4176,2
2.282,1,99.4176,2
2.289,1,99.4154,2
2.289,1,99.4154,2
2.296,1,99.4132,2
2.296,1,99.4132,2
2.303,1,99.411,2
2.303,1,99.411,2
2.31,1,99.4088,2
2.31,1,99.4088,2
2.317,1,99.4066,2
2.317,1,99.4066,2
2.324,1,99.4044,2
2.324,1,99.4044,2
2.331,1,99.4022,2
2.331,1,99.4022,2
2.338,1,99.4,2
2.338,1,99.4,2
2.345,1,99.3978,2
2.345,1,99.3978,2
2.352,1,99.3956,2
2.352,1,99.3956,2
2.359,1,99.3934,2
2.359,1,99.3934,2
2.366,1,99.3912,2
2.366,1,99.3912,2
2.373,1,99.389,2
2.373,1,99.389,2
2.38,1,99.3868,2
2.38,1,99.3868,2
2.387,1,99.3846,2
2.387,1,99.3846,2
2.394,1,99.3824,2
2.394,1,99.3824,2
2.401,1,99.3802,2
2.401,1,99.3802,2
2.408,1,99.378,2
2.408,1,99.378,2
2.415,1,99.3758,2
2.415,1,99.3758,2
2.422,1,99.3736,2
2.422,1,99.3736,2
2.429,1,99.3714,2
2.429,1,99.3714,2
2.436,1,99.3692,2
2.436,1,99.3692,2
2.443,1,99.367,2
2.443,1,99.367,2
2.45,1,99.3648,2
2.45,1,99.3648,2
2.457,1,99.3626,2
2.457,1,99.3626,2
2.464,1,99.3604,2
2.464,1,99.3604,2
2.471,1,99.3582,2
2.471,1,99.3582,2
2.478,1,99.356,2
2.478,1,99.356,2
2.485,1,99.3538,2
2.485,1,99.3538,2
2.492,1,99.3516,2
2.492,1,99.3516,2
2.499,1,99.3494,2
2.499,1,99.3494,2
2.506,1,99.3472,2
2.506,1,99.3472,2
2.513,1,99.345,2
2.513,1,99.345,2
2.52,1,99.3428,2
2.52,1,99.3428,2
2.527,1,99.3406,2
2.527,1,99.3406,2
2.534,1,99.3384,2
2.534,1,99.3384,2
2.541,1,99.3362,2
2.541,1,99.3362,2
2.548,1,99.334,2
2.548,1,99.334,2
2.555,1,99.3318,2
2.555,1,99.3318,2
2.562,1,99.3296,2
2.562,1,99.3296,2
2.569,1,99.3274,2
2.569,1,99.3274,2
2.576,1,99.3252,2
2.576,1,99.3252,2
2.583,1,99.323,2
2.583,1,99.323,2
2.59,1,99.3208,2
2.59,1,99.3208,2
2.597,1,99.3186,2
2.597,1,99.3186,2
2.604,1,99.3164,2
2.604,1,99.3164,2
2.611,1,99.3141,2
2.611,1,99.3141,2
2.618,1,99.312,2
2.618,1,99.312,2
2.625,1,99.3097,2
2.625,1,99.3097,2
2.632,1,99.3075,2
2.632,1,99.3075,2
2.639,1,99.3053,2
2.639,1,99.3053,2
2.646,1,99.3031,2
2.646,1,99.3031,2
2.653,1,99.3009,2
2.653,1,99.3009,2
2.66,1,99.2987,2
2.66,1,99.2987,2
2.667,1,99.2965,2
2.667,1,99.2965,2
2.674,1,99.2943,2
2.674,1,99.2943,2
2.681,1,99.2921,2
2.681,1,99.2921,2
2.688,1,99.2899,2
2.688,1,99.2899,2
2.695,1,99.2877,2
2.695,1,99.2877,2
2.702,1,99.2855,2
2.702,1,99.2855,2
2.709,1,99.2833,2
2.709,1,99.2833,2
2.716,1,99.2811,2
2.716,1,99.2811,2
2.723,1,99.2789,2
2.723,1,99.2789,2
2.73,1,99.2767,2
2.73,1,99.2767,2
2.737,1,99.2745,2
2.737,1,99.2745,2
2.744,1,99.2723,2
2.744,1,99.2723,2
2.751,1,99.2701,2
2.751,1,99.2701,2
2.758,1,99.2679,2
2.758,1,99.2679,2
2.765,1,99.2657,2
2.765,1,99.2657,2
2.772,1,99.2635,2
2.772,1,99.2635,2
2.779,1,99.2613,2
2.779,1,99.2613,2
2.786,1,99.2591,2
2.786,1,99.2591,2
2.793,1,99.2569,2
2.793,1,99.2569,2
2.8,1,99.2547,2
2.8,1,99.2547,2
2.807,1,99.2525,2
2.807,1,99.2525,2
2.814,1,99.2503,2
2.814,1,99.2503,2
2.821,1,99.2481,2
2.821,1,99.2481,2
2.828,1,99.2459,2
2.828,1,99.2459,2
2.835,1,99.2437,2
2.835,1,99.2437,2
2.842,1,99.2415,2
2.842,1,99.2415,2
2.849,1,99.2393,2
2.849,1,99.2393,2
2.856,1,99.2371,2
2.856,1,99.2371,2
2.863,1,99.2349,2
2.863,1,99.2349,2
2.87,1,99.2327,2
2.87,1,99.2327,2
2.877,1,99.2305,2
2.877,1,99.2305,2
2.884,1,99.2283,2
2.884,1,99.2283,2
2.891,1,99.2261,2
2.891,1,99.2261,2
2.898,1,99.2239,2
2.898,1,99.2239,2
2.905,1,99.2217,2
2.905,1,99.2217,2
2.912,1,99.2195,2
2.912,1,99.2195,2
2.919,1,99.2173,2
2.919,1,99.2173,2
2.926,1,99.2151,2
2.926,1,99.2151,2
2.933,1,99.2129,2
2.933,1,99.2129,2
2.94,1,99.2107,2
2.94,1,99.2107,2
2.947,1,99.2085,2
2.947,1,99.2085,2
2.954,1,99.2063,2
2.954,1,99.2063,2
2.961,1,99.2041,2
2.961,1,99.2041,2
2.968,1,99.2019,2
2.968,1,99.2019,2
2.975,1,99.1997,2
2.975,1,99.1997,2
2.982,1,99.1975,2
2.982,1,99.1975,2
2.989,1,99.1953,2
2.989,1,99.1953,2
2.996,1,99.1931,2
2.996,1,99.1931,2
3.003,1,99.1909,2
3.003,1,99.1909,2
3.01,1,99.1887,2
3.01,1,99.1887,2
3.017,1,99.1865,2
3.017,1,99.1865,2
3.024,1,99.1843,2
3.024,1,99.1843,2
3.031,1,99.1821,2
3.031,1,99.1821,2
3.038,1,99.1799,2
3.038,1,99.1799,2
3.045,1,99.1777,2
3.045,1,99.1777,2
3.052,1,99.1755,2
3.052,1,99.1755,2
3.059,1,99.1733,2
3.059,1,99.1733,2
3.066,1,99.1711,2
3.066,1,99.1711,2
3.073,1,99.1689,2
3.073,1,99.1689,2
3.08,1,99.1667,2
3.08,1,99.1667,2
3.087,1,99.1645,2
3.087,1,99.1645,2
3.094,1,99.1623,2
3.094,1,99.1623,2
3.101,1,99.1601,2
3.101,1,99.1601,2
3.108,1,99.1579,2
3.108,1,99.1579,2
3.115,1,99.1557,2
3.115,1,99.1557,2
3.122,1,99.1535,2
3.122,1,99.1535,2
3.129,1,99.1513,2
3.129,1,99.1513,2
3.136,1,99.1491,2
3.136,1,99.1491,2
3.143,1,99.1469,2
3.143,1,99.1469,2
3.15,1,99.1447,2
3.15,1,99.1447,2
3.157,1,99.1425,2
3.157,1,99.1425,2
3.164,1,99.1403,2
3.164,1,99.1403,2
3.171,1,99.1381,2
3.171,1,99.1381,2
3.178,1,99.1358,2
3.178,1,99.1358,2
3.185,1,99.1336,2
3.185,1,99.1336,2
3.192,1,99.1314,2
3.192,1,99.1314,2
3.199,1,99.1292,2
3.199,1,99.1292,2
3.206,1,99.127,2
3.206,1,99.127,2
3.213,1,99.1248,2
3.213,1,99.1248,2
3.22,1,99.1226,2
3.22,1,99.1226,2
3.227,1,99.1204,2
3.227,1,99.1204,2
3.234,1,99.1182,2
3.234,1,99.1182,2
3.241,1,99.116,2
3.241,1,99.116,2
3.248,1,99.1138,2
3.248,1,99.1138,2
3.255,1,99.1116,2
3.255,1,99.1116,2
3.262,1,99.1094,2
3.262,1,99.1094,2
3.269,1,99.1072,2
3.269,1,99.1072,2
3.276,1,99.105,2
3.276,1,99.105,2
3.283,1,99.1028,2
3.283,1,99.1028,2
3.29,1,99.1006,2
3.29,1,99.1006,2
3.297,1,99.0984,2
3.297,1,99.0984,2
3.304,1,99.0962,2
3.304,1,99.0962,2
3.311,1,99.094,2
3.311,1,99.094,2
3.318,1,99.0918,2
3.318,1,99.0918,2
3.325,1,99.0896,2
3.325,1,99.0896,2
3.332,1,99.0874,2
3.332,1,99.0874,2
3.339,1,99.0852,2
3.339,1,99.0852,2
3.346,1,99.083,2
3.346,1,99.083,2
3.353,1,99.0808,2
3.353,1,99.0808,2
3.36,1,99.0786,2
3.36,1,99.0786,2
3.367,1,99.0764,2
3.367,1,99.0764,2
3.374,1,99.0742,2
3.374,1,99.0742,2
3.381,1,99.072,2
3.381,1,99.072,2
3.388,1,99.0698,2
3.388,1,99.0698,2
3.395,1,99.0676,2
3.395,1,99.0676,2
3.402,1,99.0654,2
3.402,1,99.0654,2
3.409,1,99.0632,2
3.409,1,99.0632,2
3.416,1,99.061,2
3.416,1,99.061,2
3.423,1,99.0588,2
3.423,1,99.0588,2
3.43,1,99.0566,2
3.43,1,99.0566,2
3.437,1,99.0544,2
3.437,1,99.0544,2
3.444,1,99.0522,2
3.444,1,99.0522,2
3.451,1,99.05,2
3.451,1,99.05,2
3.458,1,99.0478,2
3.458,1,99.0478,2
3.465,1,99.0456,2
3.465,1,99.0456,2
3.472,1,99.0434,2
3.472,1,99.0434,2
3.479,1,99.0412,2
3.479,1,99.0412,2
3.486,1,99.039,2
3.486,1,99.039,2
3.493,1,99.0368,2
3.493,1,99.0368,2
3.5,1,99.0346,2
3.5,1,99.0346,2
3.507,1,99.0324,2
3.507,1,99.0324,2
3.514,1,99.0302,2
3.514,1,99.0302,2
3.521,1,99.028,2
3.521,1,99.028,2
3.528,1,99.0258,2
3.528,1,99.0258,2
3.535,1,99.0236,2
3.535,1,99.0236,2
3.542,1,99.0214,2
3.542,1,99.0214,2
3.549,1,99.0192,2
3.549,1,99.0192,2
3.556,1,99.017,2
3.556,1,99.017,2
3.563,1,99.0148,2
3.563,1,99.0148,2
3.57,1,99.0126,2
3.57,1,99.0126,2
3.577,1,99.0104,2
3.577,1,99.0104,2
3.584,1,99.0082,2
3.584,1,99.0082,2
3.591,1,99.006,2
3.591,1,99.006,2
3.598,1,99.0038,2
3.598,1,99.0038,2
3.605,1,99.0016,2
3.605,1,99.0016,2
3.612,1,98.8,2
3.612,1,98.8,2
3.619,1,98.1,2
3.619,1,98.1,2
3.626,1,89,2
3.626,1,89,2
3.633,1,77,2
3.633,1,77,2
3.64,1,63,2
3.64,1,63,2
3.647,1,55.3,2
3.647,1,55.3,2
3.654,1,47.2,2
3.654,1,47.2,2
3.661,1,39.4,2
3.661,1,39.4,2
3.668,1,35.2,2
3.668,1,35.2,2
3.675,1,32,2
3.675,1,32,2
3.682,1,29.6,2
3.682,1,29.6,2
3.689,1,28.2,2
3.689,1,28.2,2
3.696,1,27.4,2
3.696,1,27.4,2
3.703,1,27.0064,2
3.703,1,27.0064,2
3.71,1,27.0214,2
3.71,1,27.0214,2
3.717,1,27.0364,2
3.717,1,27.0364,2
3.724,1,27.0514,2
3.724,1,27.0514,2
3.731,1,27.0664,2
3.731,1,27.0664,2
3.738,1,27.0814,2
3.738,1,27.0814,2
3.745,1,27.0964,2
3.745,1,27.0964,2
3.752,1,27.1114,2
3.752,1,27.1114,2
3.759,1,27.1264,2
3.759,1,27.1264,2
3.766,1,27.1414,2
3.766,1,27.1414,2
3.773,1,27.1564,2
3.773,1,27.1564,2
3.78,1,27.1714,2
3.78,1,27.1714,2
3.787,1,27.1864,2
3.787,1,27.1864,2
3.794,1,27.2014,2
3.794,1,27.2014,2
3.801,1,27.2164,2
