    "time","outputs[1]","outputs[2]"
         0,        25,        20
      0.02,        25, 20.199668
      0.04,        25, 20.398812
      0.06,        25, 20.597418
      0.08,        25, 20.795477
       0.1,        25, 20.992989
      0.12,        25, 21.189954
      0.14,        25, 21.386372
      0.16,        25, 21.582246
      0.18,        25, 21.777577
       0.2,        25, 21.972368
      0.22,        25, 22.166619
      0.24,        25, 22.360332
      0.26,        25,  22.55351
      0.28,        25, 22.746153
       0.3,        25, 22.938264
      0.32,        25, 23.129843
      0.34,        25, 23.320894
      0.36,        25, 23.511417
      0.38,        25, 23.701415
       0.4,        25, 23.890888
      0.42,        25, 24.079801
      0.44,        25, 24.268223
      0.46,        25, 24.456132
      0.48,        25, 24.643525
       0.5,        25, 24.830403
      0.52,        25, 25.016768
      0.54,        25,  25.20262
      0.56,        25,  25.38796
      0.58,        25, 25.572792
       0.6,        25, 25.757115
      0.62,        25, 25.940933
      0.64,        25, 25.991873
      0.66,        25, 25.979902
      0.68,        25, 25.967966
       0.7,        25, 25.956054
      0.72,        25, 25.944158
      0.74,        25, 25.932283
      0.76,        25,  25.92043
      0.78,        25, 25.908601
       0.8,        25, 25.896796
      0.82,        25, 25.885014
      0.84,        25, 25.873256
      0.86,        25, 25.861521
      0.88,        25,  25.84981
       0.9,        25, 25.838122
      0.92,        25, 25.826457
      0.94,        25, 25.814816
      0.96,        25, 25.803198
      0.98,        25, 25.791603
         1,        25, 25.780032
      1.02,        25, 25.768483
      1.04,        25, 25.756958
      1.06,        25, 25.745455
      1.08,        25, 25.733976
       1.1,        25, 25.722519
      1.12,        25, 25.711086
      1.14,        25, 25.699675
      1.16,        25, 25.688287
      1.18,        25, 25.676922
       1.2,        25, 25.665579
      1.22,        25, 25.654259
      1.24,        25, 25.642962
      1.26,        25, 25.631688
      1.28,        25, 25.620435
       1.3,        25, 25.609206
      1.32,        25, 25.597999
      1.34,        25, 25.586814
      1.36,        25, 25.575651
      1.38,        25, 25.564511
       1.4,        25, 25.553393
      1.42,        25, 25.542298
      1.44,        25, 25.531224
      1.46,        25, 25.520173
      1.48,        25, 25.509143
       1.5,        25, 25.498136
      1.52,        25, 25.487151
      1.54,        25, 25.476188
      1.56,        25, 25.465246
      1.58,        25, 25.454327
       1.6,        25, 25.443429
      1.62,        25, 25.432553
      1.64,        25, 25.421699
      1.66,        25, 25.410866
      1.68,        25, 25.400055
       1.7,        25, 25.389266
      1.72,        25, 25.378498
      1.74,        25, 25.367752
      1.76,        25, 25.357027
      1.78,        25, 25.346324
       1.8,        25, 25.335642
      1.82,        25, 25.324981
      1.84,        25, 25.314342
      1.86,        25, 25.303724
      1.88,        25, 25.293127
       1.9,        25, 25.282551
      1.92,        25, 25.271997
      1.94,        25, 25.261463
      1.96,        25, 25.250951
      1.98,        25, 25.240459
         2,        25, 25.229989
      2.02, 25.083333,  25.21955
      2.04, 25.166667, 25.209125
      2.06,     25.25, 25.198718
      2.08, 25.333333, 25.188331
       2.1, 25.416667, 25.177965
      2.12,      25.5,  25.16762
      2.14, 25.583333, 25.157295
      2.16, 25.666667,  25.14699
      2.18,     25.75, 25.136707
       2.2, 25.833333, 25.126444
      2.22, 25.916667, 25.116201
      2.24,        26, 25.105979
      2.26, 26.083333, 25.095777
      2.28, 26.166667, 25.255197
       2.3,     26.25, 25.440264
      2.32, 26.333333, 25.624903
      2.34, 26.416667, 25.809062
      2.36,      26.5, 25.992728
      2.38, 26.583333, 26.175895
       2.4, 26.666667, 26.358561
      2.42,     26.75, 26.540728
      2.44, 26.833333, 26.722395
      2.46, 26.916667, 26.903565
      2.48,        27, 27.084239
       2.5, 27.083333, 27.264417
      2.52, 27.166667, 27.444103
      2.54,     27.25, 27.623296
      2.56, 27.333333,    27.802
      2.58, 27.416667, 27.980214
       2.6,      27.5, 28.157942
      2.62, 27.583333, 28.335184
      2.64, 27.666667, 28.511942
      2.66,     27.75, 28.688217
      2.68, 27.833333, 28.799787
       2.7, 27.916667, 28.782211
      2.72,        28, 28.764666
      2.74, 28.083333, 28.747155
      2.76, 28.166667, 28.729678
      2.78,     28.25, 28.712236
       2.8, 28.333333, 28.694829
      2.82, 28.416667, 28.677457
      2.84,      28.5, 28.660119
      2.86, 28.583333, 28.642816
      2.88, 28.666667, 28.625548
       2.9,     28.75, 28.608314
      2.92, 28.833333, 28.591115
      2.94, 28.916667,  28.57395
      2.96,        29, 28.556819
      2.98, 29.083333, 28.539722
         3, 29.166667,  28.52266
      3.02,     29.25, 28.505632
      3.04, 29.333333, 28.488637
      3.06, 29.416667, 28.471677
      3.08,      29.5, 28.542022
       3.1, 29.583333, 28.718134
      3.12, 29.666667, 28.893819
      3.14,     29.75, 29.069043
      3.16, 29.833333, 29.243794
      3.18, 29.916667, 29.418071
       3.2,        30, 29.591874
      3.22, 30.083333, 29.765203
      3.24, 30.166667, 29.938061
      3.26,     30.25, 30.110447
      3.28, 30.333333, 30.282365
       3.3, 30.416667, 30.453815
      3.32,      30.5, 30.624798
      3.34, 30.583333, 30.795316
      3.36, 30.666667, 30.965371
      3.38,     30.75, 31.134964
       3.4, 30.833333, 31.304096
      3.42, 30.916667, 31.472768
      3.44,        31, 31.640982
      3.46, 31.083333, 31.808741
      3.48, 31.166667, 31.976044
       3.5,     31.25, 32.142893
      3.52, 31.333333,  32.30929
      3.54, 31.416667, 32.340029
      3.56,      31.5, 32.315383
      3.58, 31.583333,  32.29078
       3.6, 31.666667, 32.266224
      3.62,     31.75, 32.241717
      3.64, 31.833333, 32.217258
      3.66, 31.916667, 32.192848
      3.68,        32, 32.168486
       3.7, 32.083333, 32.144174
      3.72, 32.166667, 32.119909
      3.74,     32.25, 32.095694
      3.76, 32.333333, 32.071527
      3.78, 32.416667, 32.047408
       3.8,      32.5, 32.023337
      3.82, 32.583333, 31.999314
      3.84, 32.666667,  31.97534
      3.86,     32.75, 31.951413
      3.88, 32.833333, 31.927534
       3.9, 32.916667, 31.926815
      3.92,        33, 32.093723
      3.94, 33.083333, 32.260228
      3.96, 33.166667, 32.426299
      3.98,     33.25, 32.591926
         4, 33.333333, 32.757106
      4.02, 33.416667, 32.921839
      4.04,      33.5, 33.086127
      4.06, 33.583333,  33.24997
      4.08, 33.666667,  33.41337
       4.1,     33.75, 33.576328
      4.12, 33.833333, 33.738845
      4.14, 33.916667, 33.900924
      4.16,        34, 34.062564
      4.18, 34.083333, 34.223767
       4.2, 34.166667, 34.384535
      4.22,     34.25,  34.54487
      4.24, 34.333333, 34.704771
      4.26, 34.416667, 34.864242
      4.28,      34.5, 35.023282
       4.3, 34.583333, 35.181893
      4.32, 34.666667, 35.340077
      4.34,     34.75, 35.497835
      4.36, 34.833333, 35.655168
      4.38, 34.916667, 35.812078
       4.4,        35, 35.968565
      4.42, 35.083333, 36.017746
      4.44, 35.166667,  35.98575
      4.46,     35.25, 35.953811
      4.48, 35.333333, 35.921935
       4.5, 35.416667, 35.890123
      4.52,      35.5, 35.858374
      4.54, 35.583333, 35.826689
      4.56, 35.666667, 35.795067
      4.58,     35.75, 35.763509
       4.6, 35.833333, 35.732013
      4.62, 35.916667,  35.70058
      4.64,        36, 35.669211
      4.66, 36.083333, 35.637904
      4.68, 36.166667, 35.606659
       4.7,     36.25, 35.575477
      4.72, 36.333333, 35.544357
      4.74, 36.416667, 35.513299
      4.76,      36.5, 35.511484
      4.78, 36.583333, 35.668709
       4.8, 36.666667, 35.825559
      4.82,     36.75, 35.982002
      4.84, 36.833333,  36.13803
      4.86, 36.916667, 36.293639
      4.88,        37, 36.448831
       4.9, 37.083333, 36.603606
      4.92, 37.166667, 36.757964
      4.94,     37.25, 36.911908
      4.96, 37.333333, 37.065439
      4.98, 37.416667, 37.218557
         5,      37.5, 37.371264
      5.02, 37.583333, 37.523561
      5.04, 37.666667, 37.675449
      5.06,     37.75,  37.82693
      5.08, 37.833333, 37.978004
       5.1, 37.916667, 38.128674
      5.12,        38,  38.27894
      5.14, 38.083333, 38.428803
      5.16, 38.166667, 38.578265
      5.18,     38.25, 38.727326
       5.2, 38.333333, 38.875989
      5.22, 38.416667, 39.024253
      5.24,      38.5, 39.172121
      5.26, 38.583333, 39.319593
      5.28, 38.666667, 39.466671
       5.3,     38.75, 39.613356
      5.32, 38.833333, 39.759649
      5.34, 38.916667, 39.905551
      5.36,        39, 39.898825
      5.38, 39.083333, 39.859086
       5.4, 39.166667, 39.819414
      5.42,     39.25, 39.779818
      5.44, 39.333333, 39.740299
      5.46, 39.416667, 39.700859
      5.48,      39.5, 39.661496
       5.5, 39.583333, 39.622213
      5.52, 39.666667, 39.583007
      5.54,     39.75, 39.543881
      5.56, 39.833333, 39.504832
      5.58, 39.916667, 39.465861
       5.6,        40, 39.426968
      5.62, 40.083333, 39.388153
      5.64, 40.166667, 39.349415
      5.66,     40.25, 39.310755
      5.68, 40.333333, 39.365354
       5.7, 40.416667, 39.512244
      5.72,      40.5, 39.658786
      5.74, 40.583333,  39.80495
      5.76, 40.666667, 39.950729
      5.78,     40.75,  40.09612
       5.8, 40.833333, 40.241124
      5.82, 40.916667,  40.38574
      5.84,        41,  40.52997
      5.86, 41.083333, 40.673816
      5.88, 41.166667, 40.817278
       5.9,     41.25, 40.960358
      5.92, 41.333333, 41.103055
      5.94, 41.416667, 41.245373
      5.96,      41.5, 41.387311
      5.98, 41.583333,  41.52887
         6, 41.666667, 41.670053
      6.02,     41.75,  41.81086
      6.04, 41.833333, 41.951292
      6.06, 41.916667,  42.09135
      6.08,        42, 42.231036
       6.1, 42.083333,  42.37035
      6.12, 42.166667, 42.509294
      6.14,     42.25, 42.647868
      6.16, 42.333333, 42.786074
      6.18, 42.416667, 42.923912
       6.2,      42.5, 43.061385
      6.22, 42.583333, 43.198492
      6.24, 42.666667, 43.335235
      6.26,     42.75, 43.471615
      6.28, 42.833333, 43.607633
       6.3, 42.916667, 43.743291
      6.32,        43, 43.878588
      6.34, 43.083333, 44.013527
      6.36, 43.166667, 44.148107
      6.38,     43.25, 44.166245
       6.4, 43.333333, 44.117976
