time,res_bus/Bus_0/vm_pu,res_bus/Bus_R0/vm_pu,res_bus/Bus_R1/vm_pu,res_bus/Bus_R2/vm_pu,res_bus/Bus_R3/vm_pu,res_bus/Bus_R4/vm_pu,res_bus/Bus_R5/vm_pu,res_bus/Bus_R6/vm_pu,res_bus/Bus_R7/vm_pu,res_bus/Bus_R8/vm_pu,res_bus/Bus_R9/vm_pu,res_bus/Bus_R10/vm_pu,res_bus/Bus_R11/vm_pu,res_bus/Bus_R12/vm_pu,res_bus/Bus_R13/vm_pu,res_bus/Bus_R14/vm_pu,res_bus/Bus_R15/vm_pu,res_bus/Bus_R16/vm_pu,res_bus/Bus_R17/vm_pu,res_bus/Bus_R18/vm_pu,res_bus/Bus_I0/vm_pu,res_bus/Bus_I1/vm_pu,res_bus/Bus_I2/vm_pu,res_bus/Bus_C0/vm_pu,res_bus/Bus_C1/vm_pu,res_bus/Bus_C2/vm_pu,res_bus/Bus_C3/vm_pu,res_bus/Bus_C4/vm_pu,res_bus/Bus_C5/vm_pu,res_bus/Bus_C6/vm_pu,res_bus/Bus_C7/vm_pu,res_bus/Bus_C8/vm_pu,res_bus/Bus_C9/vm_pu,res_bus/Bus_C10/vm_pu,res_bus/Bus_C11/vm_pu,res_bus/Bus_C12/vm_pu,res_bus/Bus_C13/vm_pu,res_bus/Bus_C14/vm_pu,res_bus/Bus_C15/vm_pu,res_bus/Bus_C16/vm_pu,res_bus/Bus_C17/vm_pu,res_bus/Bus_C18/vm_pu,res_bus/Bus_C19/vm_pu,res_bus/Bus_C20/vm_pu
120.5,1,1,1.00187,1.00494,1.00801,1.01052,1.01239,1.01426,1.01548,1.01671,1.01793,1.01854,1.01054,1.01379,1.01707,1.02034,1.02314,1.01706,1.02062,1.02123,1,1.00112,1.00705,1,1.00398,1.01511,1.02628,1.03259,1.03892,1.04201,1.0451,1.0482,1.04982,1.03944,1.04818,1.05482,1.05488,1.04622,1.04767,1.05205,1.05435,1.05874,1.05435,1.05648
121.5,1,1,1.00277,1.00726,1.01176,1.0154,1.01812,1.02083,1.02262,1.02441,1.02621,1.0271,1.01559,1.0201,1.0248,1.02951,1.03354,1.02488,1.03013,1.03102,1,1.00172,1.01056,1,1.00531,1.02094,1.03667,1.04552,1.0544,1.05868,1.06298,1.06727,1.06957,1.05538,1.0678,1.07726,1.07731,1.06503,1.06681,1.07302,1.07631,1.0825,1.0757,1.079
122.5,1,1,1.00223,1.0062,1.01017,1.01338,1.01578,1.01818,1.01976,1.02134,1.02292,1.02371,1.01352,1.01755,1.02172,1.02588,1.02946,1.02176,1.02638,1.02717,1,1.00153,1.00934,1,1.00493,1.01902,1.03318,1.04122,1.04928,1.05325,1.05723,1.06121,1.06321,1.04982,1.06086,1.06926,1.06932,1.05839,1.06032,1.06584,1.06876,1.07428,1.06943,1.07143
123.5,1,1,1.00159,1.00427,1.00696,1.00916,1.0108,1.01244,1.01352,1.01461,1.01569,1.01624,1.00916,1.01201,1.01486,1.01771,1.02016,1.01488,1.01801,1.01866,1,1.00104,1.00635,1,1.00356,1.01334,1.02316,1.02872,1.0343,1.03704,1.03979,1.04253,1.0439,1.03467,1.0423,1.0481,1.04816,1.04059,1.04195,1.04579,1.04779,1.05164,1.04825,1.04953
124.5,1,1,1.00104,1.00285,1.00467,1.00615,1.00724,1.00832,1.00908,1.00984,1.01059,1.01099,1.00616,1.0082,1.01024,1.01229,1.01404,1.00979,1.01218,1.01274,1,1.00074,1.00453,1,1.00263,1.00969,1.01678,1.02079,1.0248,1.02676,1.02873,1.0307,1.03166,1.02509,1.0306,1.03478,1.03484,1.02937,1.03034,1.03311,1.03455,1.03736,1.03482,1.03567
125.5,1,1,1.00264,1.00708,1.01153,1.0151,1.01774,1.02038,1.02221,1.02403,1.02585,1.02679,1.0154,1.01986,1.02461,1.02937,1.03344,1.02404,1.02975,1.03086,1,1.00174,1.01068,1,1.00534,1.02135,1.03745,1.04662,1.05583,1.06039,1.06497,1.06955,1.07182,1.05629,1.06877,1.07833,1.0783,1.06604,1.06836,1.07463,1.07795,1.0842,1.07907,1.08119
126.5,1,1,1.00235,1.00633,1.01031,1.01351,1.01589,1.01827,1.01991,1.02155,1.02319,1.02403,1.01379,1.01772,1.02194,1.02615,1.02976,1.02156,1.02668,1.02772,1,1.00156,1.00961,1,1.0051,1.01968,1.03435,1.04274,1.05116,1.05537,1.05958,1.0638,1.0659,1.05141,1.0627,1.07138,1.07129,1.06023,1.06253,1.06821,1.07124,1.07688,1.07252,1.07454
127.5,1,1,1.00141,1.00391,1.00641,1.00842,1.00991,1.01139,1.01243,1.01347,1.01451,1.01507,1.00859,1.01114,1.01386,1.01657,1.0189,1.0134,1.01667,1.01749,1,1.00096,1.00609,1,1.00354,1.01328,1.02305,1.02866,1.03427,1.03709,1.03991,1.04274,1.04414,1.03435,1.04185,1.04762,1.04752,1.04019,1.04183,1.0456,1.04764,1.05135,1.04856,1.04993
128.5,1,1,1.00266,1.00718,1.01171,1.01534,1.01803,1.02073,1.02258,1.02444,1.0263,1.02726,1.0157,1.02011,1.02487,1.02964,1.03373,1.02448,1.03024,1.03145,1,1.00172,1.01075,1,1.00533,1.02137,1.03751,1.04658,1.05567,1.06002,1.06438,1.06874,1.07071,1.05679,1.06956,1.07938,1.07929,1.06674,1.0685,1.07489,1.07835,1.08466,1.07862,1.07903
129.5,1,1,1.0022,1.00612,1.01005,1.01315,1.01541,1.01766,1.01916,1.02065,1.02214,1.02303,1.01368,1.01752,1.02189,1.02625,1.03,1.02106,1.02497,1.02687,1,1.00157,1.00983,1,1.00525,1.02042,1.03567,1.04439,1.05313,1.05751,1.0619,1.06629,1.06848,1.05345,1.06525,1.07426,1.07426,1.06262,1.06491,1.07078,1.07395,1.07975,1.07535,1.0775
130.5,1,1,1.00222,1.00599,1.00975,1.01277,1.01501,1.01725,1.01881,1.02037,1.02193,1.02273,1.01305,1.01678,1.02079,1.02479,1.02822,1.02031,1.02526,1.02622,1,1.00146,1.00904,1,1.00489,1.01879,1.03276,1.04073,1.04873,1.05273,1.05674,1.06075,1.06275,1.04903,1.05983,1.06806,1.06811,1.05742,1.05952,1.06491,1.06777,1.07315,1.06902,1.07098
131.5,1,1,1.00279,1.00741,1.01204,1.01575,1.0185,1.02126,1.02316,1.02506,1.02696,1.02792,1.01611,1.02063,1.02551,1.03039,1.03458,1.02505,1.03108,1.03211,1,1.00179,1.01097,1,1.00567,1.02217,1.03877,1.04825,1.05776,1.06252,1.06728,1.07205,1.07444,1.05815,1.071,1.0808,1.08085,1.06814,1.0706,1.07703,1.08043,1.08683,1.08189,1.08423
132.5,1,1,1.00185,1.00494,1.00805,1.01053,1.01237,1.01421,1.0155,1.01679,1.01808,1.01874,1.01075,1.01387,1.0172,1.02053,1.02339,1.01665,1.02088,1.02159,1,1.00122,1.00744,1,1.00408,1.01545,1.02687,1.03344,1.04002,1.04331,1.04661,1.0499,1.05155,1.04004,1.04875,1.05524,1.05557,1.04689,1.04892,1.05338,1.05572,1.06019,1.05669,1.05833
133.5,1,1,1.00037,1.00116,1.00196,1.00262,1.00307,1.00353,1.00391,1.0043,1.00468,1.00487,1.00263,1.00361,1.0046,1.00559,1.00644,1.00395,1.0055,1.00571,1,1.00035,1.00217,1,1.00109,1.00429,1.00749,1.00946,1.01143,1.01239,1.01336,1.01432,1.01482,1.01089,1.01339,1.01514,1.01549,1.01228,1.01416,1.01554,1.01622,1.01764,1.01625,1.01688
134.5,1,1,1.00017,1.0009,1.00164,1.00224,1.00267,1.00309,1.00344,1.0038,1.00415,1.00433,1.00225,1.00317,1.0041,1.00503,1.00582,1.00345,1.00493,1.00512,1,1.00033,1.00203,1,1.0011,1.0042,1.00731,1.00914,1.01097,1.01187,1.01277,1.01367,1.01414,1.0108,1.01314,1.01475,1.0151,1.01258,1.01349,1.01475,1.01543,1.01667,1.01547,1.01607
135.5,1,1,1.00222,1.00586,1.0095,1.01243,1.01459,1.01676,1.01828,1.01979,1.02131,1.02207,1.01268,1.01629,1.02016,1.02403,1.02734,1.01967,1.02461,1.02538,1,1.00142,1.00865,1,1.0046,1.01769,1.03084,1.03837,1.04592,1.04968,1.05346,1.05723,1.05914,1.04613,1.05623,1.06379,1.06411,1.05407,1.05614,1.06123,1.064,1.06901,1.06495,1.06696
136.5,1,1,1.00284,1.00741,1.01199,1.01568,1.01843,1.02119,1.02305,1.02491,1.02678,1.02771,1.01594,1.02042,1.02516,1.0299,1.03396,1.02513,1.03083,1.03177,1,1.00174,1.01065,1,1.00544,1.02135,1.03736,1.04651,1.05568,1.06026,1.06484,1.06943,1.07174,1.05603,1.06837,1.07766,1.07796,1.06571,1.06814,1.07434,1.07771,1.08381,1.07879,1.08128
137.5,1,1,1.00293,1.00762,1.01231,1.0161,1.01894,1.02179,1.02368,1.02556,1.02745,1.0284,1.01632,1.02091,1.02572,1.03053,1.03465,1.02596,1.03157,1.03252,1,1.00171,1.01062,1,1.00546,1.02153,1.03769,1.04699,1.05632,1.06098,1.06565,1.07032,1.07267,1.05643,1.06896,1.07838,1.07868,1.06595,1.06895,1.07524,1.07865,1.08485,1.0799,1.08234
138.5,1,1,1.003,1.00781,1.01263,1.01651,1.01943,1.02234,1.02427,1.02621,1.02814,1.02911,1.01676,1.02145,1.02639,1.03133,1.03557,1.02663,1.03234,1.03335,1,1.00171,1.0108,1,1.00564,1.02222,1.0389,1.04845,1.05803,1.06282,1.06761,1.07242,1.07483,1.05834,1.07119,1.08087,1.08117,1.06842,1.07099,1.07744,1.08094,1.0873,1.08228,1.08475
139.5,1,1,1.00299,1.00777,1.01256,1.01642,1.01932,1.02222,1.02414,1.02606,1.02798,1.02895,1.01667,1.02134,1.02626,1.03117,1.03539,1.02649,1.03215,1.03317,1,1.00171,1.01074,1,1.0055,1.02184,1.03827,1.04778,1.05731,1.06208,1.06686,1.07164,1.07404,1.05721,1.07,1.07963,1.07994,1.06663,1.07022,1.07664,1.08013,1.08646,1.08146,1.08392
140.5,1,1,1.00273,1.00712,1.01151,1.01505,1.0177,1.02035,1.0221,1.02385,1.02561,1.0265,1.01527,1.01957,1.0241,1.02862,1.0325,1.02427,1.02938,1.03038,1,1.00156,1.00985,1,1.00486,1.01955,1.03432,1.04278,1.05128,1.05571,1.06016,1.06461,1.06683,1.05158,1.0633,1.07216,1.07237,1.06008,1.06235,1.06829,1.07023,1.07737,1.07379,1.07596
141.5,1,1,1.0006,1.00168,1.00277,1.00366,1.00431,1.00495,1.00535,1.00574,1.00613,1.00636,1.00367,1.00492,1.00618,1.00743,1.00851,1.00605,1.00694,1.00733,1,1.00037,1.00251,1,1.00139,1.00546,1.00953,1.01206,1.01458,1.01585,1.01713,1.0184,1.01903,1.01382,1.01694,1.01923,1.01943,1.01564,1.01797,1.01965,1.02058,1.02222,1.02104,1.02164
142.5,1,1,1.00097,1.00277,1.00458,1.006,1.00717,1.00834,1.00908,1.00983,1.01058,1.01097,1.00626,1.00744,1.00887,1.01031,1.01154,1.01018,1.01215,1.01271,1,1.00079,1.00481,1,1.00228,1.00913,1.01599,1.01995,1.02391,1.02608,1.02826,1.03044,1.03153,1.02399,1.02955,1.0337,1.0339,1.02773,1.02883,1.03174,1.03197,1.03617,1.03494,1.03599
143.5,1,1,1.0014,1.0039,1.0064,1.00838,1.00996,1.01155,1.01257,1.0136,1.01463,1.01516,1.00869,1.01053,1.01267,1.01482,1.01666,1.014,1.01681,1.01751,1,1.00105,1.0064,1,1.00337,1.01297,1.0226,1.02828,1.03398,1.03684,1.0397,1.04257,1.04399,1.03339,1.0408,1.04638,1.04657,1.03857,1.04165,1.04547,1.04753,1.0513,1.04847,1.04986
144.5,1,1,1.00092,1.00251,1.0041,1.00536,1.00628,1.00719,1.00778,1.00836,1.00894,1.00925,1.00557,1.0071,1.00883,1.01057,1.01206,1.00866,1.01018,1.01062,1,1.00063,1.00384,1,1.00166,1.00706,1.01248,1.01558,1.01869,1.02044,1.0222,1.02395,1.02482,1.01882,1.02332,1.0266,1.02692,1.02168,1.02247,1.0248,1.02472,1.02836,1.02758,1.02842
145.5,1,1,1.00188,1.00495,1.00802,1.01046,1.01229,1.01413,1.01532,1.01652,1.01772,1.01833,1.01076,1.01356,1.01667,1.01978,1.02245,1.0169,1.02031,1.02101,1,1.00117,1.00715,1,1.00349,1.01423,1.02501,1.03132,1.03766,1.04083,1.04401,1.04719,1.04878,1.03719,1.04557,1.0518,1.05214,1.04305,1.04618,1.05043,1.05272,1.05691,1.05376,1.0553
146.5,1,1,1.00242,1.00634,1.01027,1.01339,1.01576,1.01812,1.01968,1.02125,1.02281,1.0236,1.01375,1.01732,1.02124,1.02517,1.02853,1.02163,1.02617,1.02706,1,1.00148,1.00905,1,1.00435,1.0178,1.03132,1.03923,1.04716,1.05114,1.05512,1.0591,1.06109,1.04667,1.05717,1.06498,1.0654,1.05414,1.05785,1.06317,1.06605,1.0713,1.06732,1.06927
147.5,1,1,1.00106,1.00288,1.0047,1.00614,1.00723,1.00832,1.00903,1.00973,1.01044,1.01081,1.00634,1.00796,1.00978,1.01159,1.01315,1.01,1.01189,1.01247,1,1.0007,1.00429,1,1.00181,1.00818,1.01458,1.01845,1.02232,1.02427,1.02622,1.02817,1.02914,1.02151,1.02651,1.03012,1.03054,1.02452,1.02753,1.03012,1.03153,1.03408,1.03219,1.03313
148.5,1,1,1.00112,1.00303,1.00495,1.00646,1.0076,1.00873,1.00945,1.01017,1.01088,1.01129,1.00672,1.00843,1.01039,1.01235,1.01403,1.01053,1.0123,1.01307,1,1.00075,1.00461,1,1.00201,1.00869,1.01539,1.0195,1.02361,1.02567,1.02772,1.02978,1.03082,1.02257,1.02796,1.03186,1.03228,1.02537,1.02917,1.03195,1.03343,1.03618,1.03397,1.03511
149.5,1,1,1.00087,1.00245,1.00403,1.00527,1.00616,1.00706,1.0076,1.00813,1.00867,1.00902,1.00556,1.007,1.00874,1.01048,1.01197,1.00863,1.00956,1.01056,1,1.00065,1.004,1,1.00179,1.00766,1.01355,1.01708,1.02062,1.02239,1.02417,1.02595,1.02686,1.02005,1.0247,1.02805,1.02847,1.0229,1.02538,1.0278,1.02895,1.0315,1.02956,1.03059
150.5,1,1,1.00142,1.00372,1.00602,1.00786,1.00923,1.0106,1.01151,1.01241,1.01331,1.01378,1.00804,1.01022,1.01259,1.01496,1.01699,1.01266,1.01525,1.0158,1,1.00086,1.00526,1,1.00271,1.01047,1.01825,1.02282,1.0274,1.02973,1.03206,1.03439,1.03558,1.02703,1.03317,1.03766,1.03808,1.0311,1.03352,1.03668,1.03805,1.04151,1.03914,1.04044
151.5,1,1,1.00189,1.00488,1.00788,1.01027,1.01206,1.01385,1.01504,1.01622,1.0174,1.01801,1.0105,1.01333,1.0164,1.01946,1.02208,1.01651,1.01996,1.02063,1,1.00112,1.00683,1,1.00363,1.0139,1.0242,1.03009,1.036,1.03898,1.04197,1.04496,1.04648,1.03619,1.04416,1.05004,1.05045,1.04237,1.04393,1.048,1.04985,1.05422,1.05103,1.05273
152.5,1,1,1.00294,1.0076,1.01225,1.01597,1.01876,1.02155,1.02339,1.02523,1.02707,1.02801,1.01637,1.02073,1.02549,1.03024,1.03432,1.02567,1.03104,1.03209,1,1.00175,1.01069,1,1.00534,1.02115,1.03705,1.0461,1.05518,1.05978,1.06438,1.069,1.07132,1.05572,1.06803,1.07726,1.07763,1.06544,1.06736,1.07336,1.0768,1.08255,1.07842,1.08089
153.5,1,1,1.00258,1.00665,1.01072,1.01397,1.01641,1.01884,1.02045,1.02205,1.02366,1.02448,1.01432,1.01814,1.02231,1.02648,1.03006,1.02246,1.02711,1.02805,1,1.00153,1.00935,1,1.0046,1.01824,1.03196,1.03968,1.04742,1.05149,1.05557,1.05966,1.06171,1.04829,1.05903,1.06711,1.06737,1.05685,1.05747,1.06297,1.06447,1.07137,1.06803,1.07015
154.5,1,1,1.00101,1.00265,1.00429,1.00563,1.00663,1.00763,1.00828,1.00893,1.00958,1.00992,1.0056,1.00738,1.00914,1.01089,1.01239,1.00915,1.01095,1.01142,1,1.00063,1.00388,1,1.00215,1.00807,1.01401,1.01744,1.02087,1.0226,1.02434,1.02608,1.02696,1.02083,1.02523,1.02847,1.02874,1.02452,1.02547,1.02782,1.02892,1.03141,1.02962,1.03058
155.5,1,1,1.00073,1.00194,1.00314,1.00414,1.00488,1.00563,1.0061,1.00658,1.00706,1.00731,1.00408,1.00546,1.00679,1.00811,1.00924,1.00678,1.00804,1.00844,1,1.00047,1.00291,1,1.00162,1.00608,1.01055,1.01315,1.01576,1.0171,1.01843,1.01977,1.02044,1.01563,1.01887,1.02122,1.02149,1.01843,1.0192,1.02098,1.02177,1.02368,1.02254,1.02318
156.5,1,1,1.00179,1.0046,1.00741,1.00969,1.01139,1.01309,1.01422,1.01534,1.01647,1.01704,1.00979,1.01259,1.0155,1.0184,1.02089,1.01561,1.0189,1.01952,1,1.00105,1.00643,1,1.00362,1.01358,1.02358,1.02928,1.03499,1.03788,1.04077,1.04367,1.04511,1.03523,1.04294,1.04885,1.04879,1.04127,1.04262,1.04648,1.0484,1.05238,1.04964,1.05104
157.5,1,1,1.0032,1.00827,1.01335,1.01741,1.02046,1.0235,1.02552,1.02754,1.02956,1.03058,1.01783,1.02258,1.02775,1.03291,1.03734,1.02799,1.03394,1.03501,1,1.00173,1.0111,1,1.00589,1.02325,1.04073,1.05069,1.06067,1.0657,1.07074,1.07579,1.07831,1.06123,1.07482,1.08518,1.08524,1.07179,1.0741,1.08084,1.08433,1.09115,1.0862,1.08866
158.5,1,1,1.00307,1.00792,1.01277,1.01665,1.01956,1.02248,1.02441,1.02635,1.02828,1.02925,1.01702,1.02157,1.02649,1.03142,1.03564,1.02675,1.03251,1.03348,1,1.00164,1.01055,1,1.00565,1.02224,1.03893,1.04844,1.05797,1.06278,1.06759,1.07241,1.07481,1.0585,1.07148,1.08137,1.08142,1.06858,1.07079,1.07722,1.08054,1.08706,1.08235,1.0847
159.5,1,1,1.0029,1.00746,1.01204,1.01569,1.01844,1.02118,1.023,1.02482,1.02664,1.02756,1.01606,1.02035,1.025,1.02966,1.03365,1.02521,1.0306,1.03155,1,1.00154,1.00993,1,1.00539,1.02111,1.03692,1.04591,1.05494,1.05949,1.06405,1.06862,1.07089,1.05545,1.06775,1.07712,1.07717,1.065,1.06704,1.07311,1.07627,1.08239,1.07803,1.08026
160.5,1,1,1.00288,1.00745,1.01202,1.01567,1.0184,1.02114,1.02295,1.02477,1.02658,1.0275,1.01607,1.02036,1.02504,1.02973,1.03374,1.02516,1.03049,1.03152,1,1.00159,1.01012,1,1.00539,1.02116,1.03702,1.04603,1.05508,1.05966,1.06425,1.06884,1.07113,1.05563,1.068,1.07742,1.07748,1.0652,1.06719,1.07322,1.07647,1.08245,1.07831,1.08056
161.5,1,1,1.0027,1.00711,1.01152,1.01503,1.01767,1.02031,1.02205,1.0238,1.02554,1.02641,1.01547,1.01951,1.02399,1.02848,1.03232,1.02423,1.02936,1.03022,1,1.00164,1.01014,1,1.00529,1.02069,1.03618,1.04499,1.05382,1.0583,1.06278,1.06727,1.06951,1.05435,1.06644,1.07564,1.07569,1.06368,1.06564,1.07153,1.07471,1.08054,1.07652,1.07871
162.5,1,1,1.00268,1.0073,1.01193,1.01558,1.01845,1.02133,1.02322,1.02512,1.02701,1.02796,1.01622,1.01971,1.02383,1.02796,1.0315,1.0256,1.03116,1.0321,1,1.00182,1.01114,1,1.00542,1.02171,1.0381,1.04727,1.05647,1.06131,1.06615,1.071,1.07342,1.05774,1.0708,1.08075,1.0808,1.06783,1.06842,1.07481,1.07698,1.08457,1.081,1.08337
163.5,1,1,1.00275,1.0073,1.01185,1.01544,1.01827,1.0211,1.02296,1.02481,1.02667,1.0276,1.01606,1.01948,1.02352,1.02757,1.03103,1.02533,1.03074,1.03168,1,1.00179,1.01096,1,1.00563,1.02203,1.03853,1.04791,1.05732,1.06208,1.06685,1.07162,1.074,1.0579,1.07074,1.08053,1.08059,1.06788,1.06995,1.07626,1.0796,1.0859,1.08145,1.08378
164.5,1,1,1.00255,1.00679,1.01104,1.01438,1.01704,1.0197,1.02145,1.0232,1.02496,1.02582,1.01496,1.01806,1.02174,1.02543,1.02858,1.02364,1.02883,1.02961,1,1.00167,1.01021,1,1.00532,1.02066,1.03609,1.04486,1.05365,1.0581,1.06256,1.06702,1.06925,1.0542,1.06621,1.07537,1.07542,1.06353,1.06543,1.07133,1.07442,1.08034,1.07622,1.0784
165.5,1,1,1.00177,1.00486,1.00795,1.01036,1.01214,1.01393,1.01502,1.01612,1.01721,1.01788,1.01095,1.01356,1.01677,1.01997,1.02272,1.01696,1.01919,1.02083,1,1.00128,1.0078,1,1.00427,1.01617,1.02812,1.03491,1.04171,1.04516,1.04861,1.05207,1.05379,1.04214,1.05144,1.05851,1.05857,1.04935,1.05079,1.05534,1.05773,1.06229,1.0592,1.06088
166.5,1,1,1.00239,1.00649,1.0106,1.01381,1.01614,1.01848,1.01992,1.02135,1.02279,1.02368,1.01453,1.01828,1.02275,1.02722,1.03106,1.02243,1.02535,1.02758,1,1.00166,1.01019,1,1.00532,1.02063,1.03603,1.04479,1.05357,1.05801,1.06246,1.06691,1.06913,1.0541,1.06609,1.07523,1.07528,1.06342,1.06534,1.07122,1.07433,1.08022,1.07609,1.07827
167.5,1,1,1.00238,1.00647,1.01057,1.01378,1.01611,1.01844,1.01986,1.02129,1.02271,1.02361,1.0145,1.01825,1.02273,1.02721,1.03104,1.02238,1.02525,1.02751,1,1.00166,1.01018,1,1.00532,1.02063,1.03603,1.04478,1.05356,1.058,1.06245,1.0669,1.06912,1.05409,1.06608,1.07521,1.07526,1.0634,1.06532,1.07121,1.07432,1.0802,1.07608,1.07825
168.5,1,1,1.00229,1.00622,1.01016,1.01323,1.01547,1.0177,1.01906,1.02043,1.02179,1.02265,1.01394,1.01754,1.02185,1.02616,1.02985,1.0215,1.02419,1.02641,1,1.0016,1.0098,1,1.00501,1.01959,1.03424,1.0425,1.05078,1.05506,1.05935,1.06365,1.0658,1.05164,1.06316,1.07197,1.07197,1.06062,1.06166,1.06745,1.06948,1.07629,1.07251,1.07461
169.5,1,1,1.00259,1.00679,1.01099,1.01432,1.01679,1.01926,1.02085,1.02244,1.02403,1.0249,1.01482,1.0187,1.02309,1.02747,1.03123,1.0231,1.02726,1.0287,1,1.00162,1.00993,1,1.00513,1.01998,1.0349,1.04338,1.05188,1.05622,1.06056,1.06491,1.06708,1.05245,1.06406,1.07298,1.07289,1.06154,1.06319,1.06904,1.07154,1.07799,1.07388,1.076
170.5,1,1,1.00213,1.00547,1.00882,1.0115,1.0135,1.01551,1.01685,1.01818,1.01951,1.02018,1.01175,1.0149,1.01831,1.02172,1.02464,1.01847,1.0224,1.0231,1,1.00125,1.00763,1,1.00388,1.01511,1.02638,1.03308,1.03979,1.04317,1.04656,1.04995,1.05164,1.03895,1.0469,1.05385,1.05214,1.04604,1.0488,1.05337,1.05559,1.06035,1.05693,1.05858
171.5,1,1,1.0017,1.00437,1.00705,1.0092,1.01081,1.01242,1.01348,1.01455,1.01561,1.01615,1.0094,1.01193,1.01466,1.0174,1.01974,1.01479,1.01792,1.01849,1,1.00096,1.00597,1,1.00276,1.01126,1.01979,1.02517,1.03056,1.03327,1.03598,1.03869,1.04006,1.02861,1.03369,1.03931,1.03593,1.03434,1.0378,1.04148,1.04326,1.04711,1.04426,1.04568
172.5,1,1,1.00266,1.00687,1.01108,1.01445,1.01698,1.01951,1.02118,1.02286,1.02454,1.02538,1.01479,1.01873,1.02302,1.0273,1.03097,1.02323,1.02818,1.02906,1,1.0015,1.00941,1,1.00504,1.01954,1.03411,1.04241,1.05072,1.0549,1.05909,1.06328,1.06539,1.05118,1.06248,1.07114,1.07111,1.06,1.06193,1.06757,1.07045,1.07618,1.07188,1.07405
173.5,1,1,1.00268,1.00693,1.01119,1.01459,1.01714,1.01969,1.02139,1.02308,1.02478,1.02563,1.01493,1.01891,1.02324,1.02757,1.03128,1.02344,1.02846,1.02934,1,1.00152,1.00951,1,1.0051,1.01976,1.0345,1.04288,1.05128,1.0555,1.05973,1.06396,1.06609,1.0518,1.06327,1.07201,1.07206,1.06071,1.0626,1.06829,1.0712,1.07699,1.07264,1.07483
174.5,1,1,1.00241,1.00622,1.01002,1.01306,1.01534,1.01762,1.01914,1.02066,1.02218,1.02294,1.01338,1.01695,1.02084,1.02473,1.02806,1.02095,1.02547,1.02628,1,1.00136,1.0085,1,1.00467,1.01791,1.03121,1.03877,1.04634,1.05016,1.05397,1.05779,1.05971,1.0468,1.05715,1.06502,1.06508,1.05483,1.05654,1.06167,1.06428,1.06952,1.06563,1.06759
175.5,1,1,1.00275,1.00708,1.01143,1.01489,1.01749,1.02009,1.02181,1.02354,1.02527,1.02615,1.01526,1.01932,1.02375,1.02817,1.03197,1.02389,1.02902,1.02995,1,1.00163,1.00995,1,1.00523,1.02027,1.03538,1.04399,1.05263,1.05697,1.06132,1.06568,1.06786,1.05306,1.06479,1.07372,1.07378,1.06217,1.06425,1.0701,1.07306,1.07905,1.07466,1.07679
176.5,1,1,1.00208,1.00536,1.00864,1.01126,1.01321,1.01516,1.01645,1.01774,1.01902,1.01969,1.01156,1.01464,1.01803,1.02142,1.02432,1.01808,1.02175,1.02259,1,1.00124,1.00758,1,1.0042,1.01583,1.02751,1.03417,1.04083,1.04419,1.04755,1.05091,1.05259,1.04115,1.0502,1.05708,1.05714,1.04817,1.04979,1.05432,1.05655,1.06125,1.05785,1.05949
177.5,1,1,1.00197,1.00508,1.00819,1.01067,1.01252,1.01438,1.01559,1.01681,1.01802,1.01865,1.01095,1.01387,1.01708,1.02028,1.02302,1.01716,1.0206,1.0214,1,1.00117,1.00717,1,1.00399,1.01502,1.02609,1.0324,1.03872,1.0419,1.04509,1.04828,1.04987,1.03902,1.0476,1.05412,1.05418,1.04568,1.0472,1.0515,1.05359,1.05807,1.05485,1.0564
178.5,1,1,1.00173,1.00449,1.00726,1.00946,1.01109,1.01273,1.0138,1.01486,1.01592,1.01649,1.00974,1.01232,1.01518,1.01804,1.02049,1.01524,1.01812,1.01897,1,1.00106,1.00645,1,1.00364,1.01361,1.02363,1.02932,1.03503,1.03791,1.04079,1.04368,1.04511,1.03532,1.04307,1.04897,1.04902,1.04133,1.04268,1.04657,1.04843,1.05252,1.04963,1.05103
179.5,1,1,1.0021,1.00548,1.00886,1.01156,1.01356,1.01557,1.01688,1.01818,1.01949,1.02018,1.0119,1.01505,1.01854,1.02204,1.02503,1.01863,1.02221,1.02321,1,1.00129,1.00789,1,1.0043,1.01633,1.02842,1.03529,1.04217,1.04562,1.04907,1.05252,1.05426,1.0426,1.052,1.05916,1.05921,1.0499,1.05147,1.05618,1.05848,1.06338,1.05958,1.06143
180.5,1,1,1.00204,1.0053,1.00857,1.01117,1.01313,1.0151,1.01639,1.01768,1.01897,1.01963,1.01148,1.01445,1.01773,1.02101,1.02382,1.01803,1.02172,1.02253,1,1.00124,1.00756,1,1.00411,1.01563,1.02719,1.03374,1.0403,1.04361,1.04692,1.05024,1.05191,1.04079,1.04982,1.05669,1.05675,1.04778,1.04911,1.05353,1.05584,1.06028,1.05701,1.0588
181.5,1,1,1.00073,1.00197,1.00321,1.0042,1.00496,1.00572,1.00621,1.00671,1.0072,1.00746,1.00433,1.00537,1.00655,1.00772,1.00873,1.00688,1.00825,1.00859,1,1.00048,1.00293,1,1.00168,1.00621,1.01075,1.01332,1.01589,1.0172,1.0185,1.0198,1.02047,1.01609,1.01962,1.02235,1.02229,1.01885,1.01935,1.02112,1.02192,1.02383,1.02243,1.02322
