time,load/Load_R1/p_mw,load/Load_R1/q_mvar,load/Load_R11/p_mw,load/Load_R11/q_mvar,load/Load_R15/p_mw,load/Load_R15/q_mvar,load/Load_R16/p_mw,load/Load_R16/q_mvar,load/Load_R17/p_mw,load/Load_R17/q_mvar,load/Load_R18/p_mw,load/Load_R18/q_mvar,load/Load_I2/p_mw,load/Load_I2/q_mvar,load/Load_C1/p_mw,load/Load_C1/q_mvar,load/Load_C12/p_mw,load/Load_C12/q_mvar,load/Load_C13/p_mw,load/Load_C13/q_mvar,load/Load_C14/p_mw,load/Load_C14/q_mvar,load/Load_C17/p_mw,load/Load_C17/q_mvar,load/Load_C18/p_mw,load/Load_C18/q_mvar,load/Load_C19/p_mw,load/Load_C19/q_mvar,load/Load_C20/p_mw,load/Load_C20/q_mvar,load/PV_Load_R1/p_mw,load/PV_Load_R1/q_mvar,load/PV_Load_R11/p_mw,load/PV_Load_R11/q_mvar,load/PV_Load_R15/p_mw,load/PV_Load_R15/q_mvar,load/PV_Load_R16/p_mw,load/PV_Load_R16/q_mvar,load/PV_Load_R17/p_mw,load/PV_Load_R17/q_mvar,load/PV_Load_R18/p_mw,load/PV_Load_R18/q_mvar,load/PV_Load_I2/p_mw,load/PV_Load_I2/q_mvar,load/PV_Load_C1/p_mw,load/PV_Load_C1/q_mvar,load/PV_Load_C12/p_mw,load/PV_Load_C12/q_mvar,load/PV_Load_C13/p_mw,load/PV_Load_C13/q_mvar,load/PV_Load_C14/p_mw,load/PV_Load_C14/q_mvar,load/PV_Load_C17/p_mw,load/PV_Load_C17/q_mvar,load/PV_Load_C18/p_mw,load/PV_Load_C18/q_mvar,load/PV_Load_C19/p_mw,load/PV_Load_C19/q_mvar,load/PV_Load_C20/p_mw,load/PV_Load_C20/q_mvar
76,0.000730488,0.000286292,0.000360283,0.000141201,0.000174533,6.84029e-05,7.69279e-05,3.01495e-05,0.000126371,4.95272e-05,0.000229679,9.00153e-05,0.000181392,7.10908e-05,0.000369653,0.000144874,0.00281042,0.00110146,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.00748615,-0,-0.00748604,-0,-0.00748593,-0,-0.00748589,-0,-0.00748604,-0,-0.00748604,-0,-0.00748604,-0,-0.00748604,-0,-0.00748604,-0,-0.00748604,-0,-0.00748589,-0,-0.00748604,-0,-0.00748604,-0,-0.00748604,-0,-0.00748604,-0
77,0.000730488,0.000286292,0.000360283,0.000141201,0.000174533,6.84029e-05,7.69279e-05,3.01495e-05,0.000126371,4.95272e-05,0.000229679,9.00153e-05,0.000181392,7.10908e-05,0.000369653,0.000144874,0.00339435,0.00133031,0.000333562,0.000130729,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.00808909,-0,-0.00808886,-0,-0.00808875,-0,-0.0080887,-0,-0.00808916,-0,-0.00808886,-0,-0.00808916,-0,-0.00808916,-0,-0.00808886,-0,-0.00808916,-0,-0.0080887,-0,-0.00808916,-0,-0.00808916,-0,-0.00808886,-0,-0.00808916,-0
78,0.000730488,0.000286292,0.000360283,0.000141201,0.000174533,6.84029e-05,0.000148727,5.8289e-05,0.000126371,4.95272e-05,0.000229679,9.00153e-05,0.000181392,7.10908e-05,0.000369653,0.000144874,0.009,0.00352727,0.000489754,0.000191944,0.000187332,7.3419e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000180326,7.06731e-05,0.000176032,6.89904e-05,-0.00658575,-0,-0.00658571,-0,-0.00658557,-0,-0.00658552,-0,-0.00658571,-0,-0.00658571,-0,-0.00658571,-0,-0.00658571,-0,-0.00658571,-0,-0.00658571,-0,-0.00658552,-0,-0.00658571,-0,-0.00658571,-0,-0.00658571,-0,-0.00658571,-0
79,0.000500815,0.000196279,0.000360283,0.000141201,0.000174533,6.84029e-05,0.000302013,0.000118365,0.000126371,4.95272e-05,0.000229679,9.00153e-05,0.000181392,7.10908e-05,0.000253156,9.92165e-05,0.00316647,0.001241,0.000489754,0.000191944,0.000187332,7.3419e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000500906,0.000196314,0.000176032,6.89904e-05,-0.00718162,-0,-0.00718148,-0,-0.00718144,-0,-0.00718136,-0,-0.00718155,-0,-0.00718148,-0,-0.00718155,-0,-0.00718155,-0,-0.00718148,-0,-0.00718155,-0,-0.00718136,-0,-0.00718155,-0,-0.00718155,-0,-0.00718153,-0,-0.00718155,-0
80,0.000156305,6.12589e-05,0.000360283,0.000141201,0.000174533,6.84029e-05,0.000134481,5.27057e-05,0.000126371,4.95272e-05,0.000229679,9.00153e-05,0.000181392,7.10908e-05,0.000155222,6.08344e-05,0.00335162,0.00131356,0.000489754,0.000191944,0.000157915,6.18899e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000500906,0.000196314,0.000176032,6.89904e-05,-0.00950455,-0,-0.00950435,-0,-0.00950452,-0,-0.00950422,-0,-0.00950465,-0,-0.00950435,-0,-0.00950465,-0,-0.00950465,-0,-0.00950435,-0,-0.00950465,-0,-0.00950422,-0,-0.00950465,-0,-0.00950465,-0,-0.00950435,-0,-0.00950465,-0
81,0.000156305,6.12589e-05,0.000360283,0.000141201,0.000174533,6.84029e-05,0.000364695,0.000142931,0.000126371,4.95272e-05,0.000229679,9.00153e-05,0.000181392,7.10908e-05,0.000174425,6.83603e-05,0.00323294,0.00126705,0.000255466,0.000100122,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000733886,0.000287623,0.000176032,6.89904e-05,-0.00906763,-0,-0.0090674,-0,-0.00906707,-0,-0.00906725,-0,-0.0090671,-0,-0.0090674,-0,-0.0090671,-0,-0.0090671,-0,-0.0090674,-0,-0.0090671,-0,-0.00906725,-0,-0.0090671,-0,-0.0090671,-0,-0.00906745,-0,-0.0090671,-0
82,0.000156305,6.12589e-05,0.000360283,0.000141201,0.000434029,0.000170104,0.000364695,0.000142931,0.000126371,4.95272e-05,0.000229679,9.00153e-05,0.000181392,7.10908e-05,0.000206429,8.09035e-05,0.00283416,0.00111076,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000978514,0.000383498,0.000176032,6.89904e-05,-0.007259,-0,-0.00725893,-0,-0.00725881,-0,-0.00725882,-0,-0.00725893,-0,-0.00725893,-0,-0.00725893,-0,-0.00725893,-0,-0.00725893,-0,-0.00725893,-0,-0.00725882,-0,-0.00725893,-0,-0.00725893,-0,-0.00725888,-0,-0.00725893,-0
83,0.000587581,0.000230284,0.000360283,0.000141201,0.000823271,0.000322655,0.000249588,9.78183e-05,0.000126371,4.95272e-05,0.000229679,9.00153e-05,0.000181392,7.10908e-05,0.000254436,9.97182e-05,0.00296709,0.00116286,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000851773,0.000333826,0.000176032,6.89904e-05,-0.00972922,-0,-0.00972891,-0,-0.00972924,-0,-0.00972878,-0,-0.00972906,-0,-0.00972891,-0,-0.00972906,-0,-0.00972906,-0,-0.00972891,-0,-0.00972906,-0,-0.00972878,-0,-0.00972906,-0,-0.00972906,-0,-0.00972901,-0,-0.00972906,-0
84,0.000695399,0.00027254,0.00112323,0.000440216,0.0013337,0.000522701,7.69279e-05,3.01495e-05,0.00022036,8.63631e-05,0.000423629,0.000166028,0.000596002,0.000233584,0.000473347,0.000185514,0.00304304,0.00119262,0.000104569,4.09825e-05,0.000182942,7.16982e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000780481,0.000305885,0.0009174,0.000359546,-0.0115014,-0,-0.0115011,-0,-0.0115013,-0,-0.0115008,-0,-0.0115011,-0,-0.0115011,-0,-0.0115011,-0,-0.0115011,-0,-0.0115011,-0,-0.0115011,-0,-0.0115008,-0,-0.0115011,-0,-0.0115011,-0,-0.0115011,-0,-0.0115011,-0
85,0.000695399,0.00027254,0.00115149,0.000451291,0.00128101,0.000502051,7.69279e-05,3.01495e-05,0.000596314,0.000233706,0.0014206,0.000556761,0.000834403,0.000327018,0.000660894,0.000259016,0.00498755,0.00195471,0.000125748,4.92828e-05,0.000191723,7.51397e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000575459,0.000225533,0.000971564,0.000380774,-0.0112001,-0,-0.0111998,-0,-0.0111994,-0,-0.0111997,-0,-0.0112001,-0,-0.0111998,-0,-0.0112001,-0,-0.0112001,-0,-0.0111998,-0,-0.0112001,-0,-0.0111997,-0,-0.0112001,-0,-0.0112001,-0,-0.0111998,-0,-0.0112001,-0
86,0.000695399,0.00027254,0.00140863,0.00055207,0.00296839,0.00116337,7.69279e-05,3.01495e-05,0.00585415,0.00229435,0.00300284,0.00117687,0.001192,0.000467168,0.000752427,0.00029489,0.00693206,0.0027168,0.000218404,8.55964e-05,0.000191723,7.51397e-05,0.000169637,6.64838e-05,0.000170983,6.70113e-05,0.000761843,0.00029858,0.00100542,0.000394041,-0.0130708,-0,-0.0130707,-0,-0.0130701,-0,-0.0130709,-0,-0.0130704,-0,-0.0130707,-0,-0.0130704,-0,-0.0130704,-0,-0.0130707,-0,-0.0130704,-0,-0.0130709,-0,-0.0130704,-0,-0.0130704,-0,-0.0130711,-0,-0.0130704,-0
87,0.000264124,0.000103515,0.00206279,0.000808447,0.00243491,0.000954285,7.69279e-05,3.01495e-05,0.00126766,0.00049682,0.0030794,0.00120687,0.00102616,0.000402171,0.000932933,0.000365633,0.00304304,0.00119262,0.000357388,0.000140067,0.000182942,7.16982e-05,0.000169637,6.64838e-05,0.000243169,9.53023e-05,0.000528864,0.000207271,0.00100542,0.000394041,-0.0143044,-0,-0.0143043,-0,-0.0143044,-0,-0.0143041,-0,-0.0143043,-0,-0.0143043,-0,-0.0143043,-0,-0.0143043,-0,-0.0143043,-0,-0.0143043,-0,-0.0143041,-0,-0.0143043,-0,-0.0143043,-0,-0.014304,-0,-0.0143043,-0
88,0.000385979,0.000151272,0.00212496,0.000832811,0.00204171,0.000800185,7.69279e-05,3.01495e-05,0.00116341,0.00045596,0.0034656,0.00135823,0.00135118,0.000529554,0.000884926,0.000346819,0.00287214,0.00112564,0.000352976,0.000138338,0.000156598,6.13737e-05,0.000169637,6.64838e-05,0.000243169,9.53023e-05,0.000370437,0.000145181,0.0010325,0.000404655,-0.0150355,-0,-0.015036,-0,-0.0150352,-0,-0.0150354,-0,-0.0150353,-0,-0.015036,-0,-0.0150353,-0,-0.0150353,-0,-0.015036,-0,-0.0150353,-0,-0.0150354,-0,-0.0150353,-0,-0.0150353,-0,-0.0150355,-0,-0.0150353,-0
89,0.000730488,0.000286292,0.0021405,0.000838902,0.00156751,0.000614335,7.69279e-05,3.01495e-05,0.000766125,0.000300259,0.00289905,0.00113619,0.0017843,0.000699302,0.000852921,0.000334276,0.00261578,0.00102517,0.000213992,8.38672e-05,0.000158793,6.2234e-05,0.000169637,6.64838e-05,0.000243169,9.53023e-05,0.000333161,0.000130572,0.00101896,0.000399348,-0.016741,-0,-0.0167412,-0,-0.0167403,-0,-0.0167406,-0,-0.0167405,-0,-0.0167412,-0,-0.0167405,-0,-0.0167405,-0,-0.0167412,-0,-0.0167405,-0,-0.0167406,-0,-0.0167405,-0,-0.0167405,-0,-0.0167407,-0,-0.0167405,-0
90,0.000953782,0.000373805,0.00256436,0.00100502,0.00268189,0.00105108,9.68722e-05,3.7966e-05,0.00112154,0.000439554,0.00254688,0.000998169,0.0011883,0.000465717,0.000852921,0.000334276,0.00233094,0.000913539,0.000213992,8.38672e-05,0.000158793,6.2234e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000550298,0.000215672,0.000176032,6.89904e-05,-0.0162867,-0,-0.0162864,-0,-0.0162866,-0,-0.0162867,-0,-0.0162864,-0,-0.0162864,-0,-0.0162864,-0,-0.0162864,-0,-0.0162864,-0,-0.0162864,-0,-0.0162867,-0,-0.0162864,-0,-0.0162864,-0,-0.0162864,-0,-0.0162864,-0
91,0.000982491,0.000385056,0.00284694,0.00111577,0.000342481,0.000134225,0.000256426,0.000100498,0.00103466,0.000405504,0.0021862,0.000856812,0.00123272,0.000483127,0.00114416,0.000448418,0.00191318,0.000749809,0.000213992,8.38672e-05,0.000158793,6.2234e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000584779,0.000229185,0.000176032,6.89904e-05,-0.0184014,-0,-0.0184014,-0,-0.0184009,-0,-0.0184001,-0,-0.0184014,-0,-0.0184014,-0,-0.0184014,-0,-0.0184014,-0,-0.0184014,-0,-0.0184014,-0,-0.0184001,-0,-0.0184014,-0,-0.0184014,-0,-0.0184009,-0,-0.0184014,-0
92,0.00142589,0.000558832,0.00279042,0.00109362,0.000316136,0.0001239,0.000296315,0.000116131,0.0008767,0.000343595,0.00199905,0.000783466,0.0015348,0.000601515,0.000369653,0.000144874,0.00253033,0.000991683,0.000125748,4.92828e-05,0.000276462,0.00010835,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000612736,0.000240143,0.000176032,6.89904e-05,-0.0144116,-0,-0.0144113,-0,-0.0144107,-0,-0.014411,-0,-0.0144116,-0,-0.0144113,-0,-0.0144116,-0,-0.0144116,-0,-0.0144113,-0,-0.0144116,-0,-0.014411,-0,-0.0144116,-0,-0.0144116,-0,-0.0144111,-0,-0.0144116,-0
93,0.000851705,0.000333799,0.00256436,0.00100502,0.000210757,8.25997e-05,0.00733009,0.0028728,0.0008767,0.000343595,0.00184594,0.000723456,0.002923,0.00114558,0.000369653,0.000144874,0.00253033,0.000991683,0.000360035,0.000141104,0.000734987,0.000288055,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.00492752,0.00193118,0.000176032,6.89904e-05,-0.00579042,-0,-0.0057903,-0,-0.00579028,-0,-0.00579022,-0,-0.00579038,-0,-0.0057903,-0,-0.00579038,-0,-0.00579038,-0,-0.0057903,-0,-0.00579038,-0,-0.00579022,-0,-0.00579038,-0,-0.00579038,-0,-0.00579035,-0,-0.00579038,-0
94,0.000851705,0.000333799,0.00256436,0.00100502,0.000210757,8.25997e-05,0.000353869,0.000138688,0.000576569,0.000225968,0.00184594,0.000723456,0.00879566,0.00344718,0.000369653,0.000144874,0.00245627,0.000962658,0.000516227,0.000202319,0.00204924,0.000803135,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.00750427,0.00294106,0.000870007,0.000340972,-0.0147969,-0,-0.0147968,-0,-0.0147967,-0,-0.0147965,-0,-0.0147966,-0,-0.0147968,-0,-0.0147966,-0,-0.0147966,-0,-0.0147968,-0,-0.0147966,-0,-0.0147965,-0,-0.0147966,-0,-0.0147966,-0,-0.0147964,-0,-0.0147966,-0
95,0.000851705,0.000333799,0.00256436,0.00100502,0.000210757,8.25997e-05,0.000584083,0.000228913,0.000126371,4.95272e-05,0.00187996,0.000736792,0.00873346,0.00342281,0.000194908,7.63879e-05,0.00234518,0.000919121,0.000516227,0.000202319,0.000211481,8.28831e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.00734771,0.0028797,0.000786053,0.000308069,-0.0165043,-0,-0.0165041,-0,-0.0165036,-0,-0.016504,-0,-0.0165041,-0,-0.0165041,-0,-0.0165041,-0,-0.0165041,-0,-0.0165041,-0,-0.0165041,-0,-0.016504,-0,-0.0165041,-0,-0.0165041,-0,-0.0165036,-0,-0.0165041,-0
96,0.00106734,0.000418311,0.00256436,0.00100502,0.000210757,8.25997e-05,0.000584083,0.000228913,0.000363317,0.000142391,0.00229509,0.000899486,0.008692,0.00340656,7.84112e-05,3.07308e-05,0.00234518,0.000919121,0.000516227,0.000202319,0.000211481,8.28831e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.00730857,0.00286436,0.000765064,0.000299843,-0.0167188,-0,-0.0167187,-0,-0.016718,-0,-0.0167178,-0,-0.0167187,-0,-0.0167187,-0,-0.0167187,-0,-0.0167187,-0,-0.0167187,-0,-0.0167187,-0,-0.0167178,-0,-0.0167187,-0,-0.0167187,-0,-0.0167187,-0,-0.0167187,-0
97,0.0013908,0.00054508,0.00256436,0.00100502,0.000729748,0.000286001,0.000468976,0.0001838,0.000521281,0.0002043,0.00232231,0.000910154,0.009,0.00352727,7.84112e-05,3.07308e-05,0.00239456,0.000938471,0.00027135,0.000106347,0.000167575,6.56756e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.00336189,0.00131759,0.000765064,0.000299843,-0.0168667,-0,-0.0168658,-0,-0.0168664,-0,-0.0168667,-0,-0.0168666,-0,-0.0168658,-0,-0.0168666,-0,-0.0168666,-0,-0.0168658,-0,-0.0168666,-0,-0.0168667,-0,-0.0168666,-0,-0.0168666,-0,-0.0168668,-0,-0.0168666,-0
98,0.0013908,0.00054508,0.00239482,0.000938574,0.000859495,0.000336852,0.000296315,0.000116131,0.00102282,0.000400861,0.00248563,0.000974165,0.00185464,0.000726867,0.000133779,5.24305e-05,0.0024069,0.000943308,0.000125748,4.92828e-05,0.000138304,5.42038e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000785141,0.000307711,0.000754909,0.000295863,-0.017113,-0,-0.0171135,-0,-0.0171126,-0,-0.0171128,-0,-0.0171127,-0,-0.0171135,-0,-0.0171127,-0,-0.0171127,-0,-0.0171135,-0,-0.0171127,-0,-0.0171128,-0,-0.0171127,-0,-0.0171127,-0,-0.017113,-0,-0.0171127,-0
99,0.0013908,0.00054508,0.0021405,0.000838902,0.000859495,0.000336852,0.00216481,0.000848429,0.00107021,0.000419433,0.00266427,0.00104418,0.00190054,0.000744858,0.000355251,0.000139229,0.0024069,0.000943308,0.000125748,4.92828e-05,0.000138304,5.42038e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000785141,0.000307711,0.000714286,0.000279942,-0.017514,-0,-0.0175143,-0,-0.0175132,-0,-0.0175127,-0,-0.0175135,-0,-0.0175143,-0,-0.0175135,-0,-0.0175135,-0,-0.0175143,-0,-0.0175135,-0,-0.0175127,-0,-0.0175135,-0,-0.0175135,-0,-0.0175133,-0,-0.0175135,-0
100,0.00421195,0.00165074,0.00207834,0.000814538,0.000879254,0.000344596,0.000284348,0.000111441,0.00107021,0.000419433,0.000944234,0.000370063,0.00188055,0.000737023,0.000355251,0.000139229,0.0024069,0.000943308,0.000125748,4.92828e-05,0.000136109,5.33435e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000785141,0.000307711,0.000714286,0.000279942,-0.0142018,-0,-0.0142016,-0,-0.0142015,-0,-0.0142009,-0,-0.0142014,-0,-0.0142016,-0,-0.0142014,-0,-0.0142014,-0,-0.0142016,-0,-0.0142014,-0,-0.0142009,-0,-0.0142014,-0,-0.0142014,-0,-0.0142019,-0,-0.0142014,-0
101,0.00844368,0.00330923,0.00206279,0.000808447,0.000620417,0.000243153,0.000276371,0.000108315,0.000882229,0.000345762,0.000944234,0.000370063,0.00116979,0.000458463,0.000355251,0.000139229,0.0024069,0.000943308,0.000125748,4.92828e-05,0.00188752,0.000739753,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000472948,0.000185357,0.000714286,0.000279942,-0.0188972,-0,-0.0188967,-0,-0.0188967,-0,-0.018896,-0,-0.0188967,-0,-0.0188967,-0,-0.0188967,-0,-0.0188967,-0,-0.0188967,-0,-0.0188967,-0,-0.018896,-0,-0.0188967,-0,-0.0188967,-0,-0.0188972,-0,-0.0188967,-0
102,0.00878819,0.00344425,0.00206279,0.000808447,0.00022393,8.77622e-05,0.000276371,0.000108315,0.000600263,0.000235254,0.000658412,0.000258044,0.00140819,0.000551897,0.000299883,0.00011753,0.0024069,0.000943308,0.000125748,4.92828e-05,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000793528,0.000310998,0.000734597,0.000287902,-0.00891689,-0,-0.00891669,-0,-0.00891697,-0,-0.00891654,-0,-0.00891699,-0,-0.00891669,-0,-0.00891699,-0,-0.00891699,-0,-0.00891669,-0,-0.00891699,-0,-0.00891654,-0,-0.00891699,-0,-0.00891699,-0,-0.00891674,-0,-0.00891699,-0
103,0.009,0.00352727,0.00206279,0.000808447,0.00022393,8.77622e-05,0.000276371,0.000108315,0.00147538,0.00057823,0.000229679,9.00153e-05,0.00176579,0.000692047,7.84112e-05,3.07308e-05,0.0024069,0.000943308,0.000109864,4.30576e-05,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000873673,0.000342409,0.0048497,0.00190068,-0.00299427,-0,-0.0029943,-0,-0.00299425,-0,-0.00299424,-0,-0.0029943,-0,-0.0029943,-0,-0.0029943,-0,-0.0029943,-0,-0.0029943,-0,-0.0029943,-0,-0.00299424,-0,-0.0029943,-0,-0.0029943,-0,-0.0029943,-0,-0.0029943,-0
104,0.0089732,0.00351676,0.00194976,0.000764149,0.00022393,8.77622e-05,0.000276371,0.000108315,0.000126371,4.95272e-05,0.000229679,9.00153e-05,0.00104393,0.000409135,7.84112e-05,3.07308e-05,0.0024069,0.000943308,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000873673,0.000342409,0.000321598,0.00012604,-0.0130786,-0,-0.0130785,-0,-0.0130787,-0,-0.0130781,-0,-0.0130787,-0,-0.0130785,-0,-0.0130787,-0,-0.0130787,-0,-0.0130785,-0,-0.0130787,-0,-0.0130781,-0,-0.0130787,-0,-0.0130787,-0,-0.0130782,-0,-0.0130787,-0
105,0.0089732,0.00351676,0.00178022,0.000697701,0.00544808,0.0021352,0.000276371,0.000108315,0.000126371,4.95272e-05,0.000229679,9.00153e-05,0.00104393,0.000409135,7.84112e-05,3.07308e-05,0.0024069,0.000943308,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000873673,0.000342409,0.00437915,0.00171627,-0.0198325,-0,-0.0198319,-0,-0.0198325,-0,-0.0198327,-0,-0.0198326,-0,-0.0198319,-0,-0.0198326,-0,-0.0198326,-0,-0.0198319,-0,-0.0198326,-0,-0.0198327,-0,-0.0198326,-0,-0.0198326,-0,-0.0198329,-0,-0.0198326,-0
106,0.00885837,0.00347176,0.00190738,0.000747537,0.000174533,6.84029e-05,0.000292326,0.000114568,0.000126371,4.95272e-05,0.000229679,9.00153e-05,0.00104393,0.000409135,0.000300843,0.000117906,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000744137,0.000291641,0.000280975,0.000110119,-0.0203445,-0,-0.0203452,-0,-0.0203445,-0,-0.0203442,-0,-0.0203445,-0,-0.0203452,-0,-0.0203445,-0,-0.0203445,-0,-0.0203452,-0,-0.0203445,-0,-0.0203442,-0,-0.0203445,-0,-0.0203445,-0,-0.0203442,-0,-0.0203445,-0
107,0.00839902,0.00329173,0.00199215,0.00078076,0.000174533,6.84029e-05,0.00216481,0.000848429,0.000276437,0.000108341,0.000229679,9.00153e-05,0.000447927,0.000175551,0.009,0.00352727,0.000246861,9.67495e-05,0.000411658,0.000161336,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000694279,0.000272101,0.000226811,8.88914e-05,-0.0206521,-0,-0.0206515,-0,-0.0206516,-0,-0.0206516,-0,-0.0206522,-0,-0.0206515,-0,-0.0206522,-0,-0.0206522,-0,-0.0206515,-0,-0.0206522,-0,-0.0206516,-0,-0.0206522,-0,-0.0206522,-0,-0.0206525,-0,-0.0206522,-0
108,0.00839902,0.00329173,0.00199215,0.00078076,0.000174533,6.84029e-05,0.000296315,0.000116131,0.0008767,0.000343595,0.000229679,9.00153e-05,0.000447927,0.000175551,0.000592084,0.000232049,0.000246861,9.67495e-05,0.000489754,0.000191944,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000887652,0.000347887,0.000226811,8.88914e-05,-0.0209903,-0,-0.0209892,-0,-0.0209895,-0,-0.0209891,-0,-0.0209899,-0,-0.0209892,-0,-0.0209899,-0,-0.0209899,-0,-0.0209892,-0,-0.0209899,-0,-0.0209891,-0,-0.0209899,-0,-0.0209899,-0,-0.0209897,-0,-0.0209899,-0
109,0.00839902,0.00329173,0.00199215,0.00078076,0.000174533,6.84029e-05,0.000296315,0.000116131,0.0008767,0.000343595,0.000229679,9.00153e-05,0.000447927,0.000175551,0.000592084,0.000232049,0.000246861,9.67495e-05,0.000489754,0.000191944,9.90812e-05,3.88318e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.00100414,0.000393542,0.000226811,8.88914e-05,-0.0214048,-0,-0.0214035,-0,-0.0214038,-0,-0.0214034,-0,-0.0214042,-0,-0.0214035,-0,-0.0214042,-0,-0.0214042,-0,-0.0214035,-0,-0.0214042,-0,-0.0214034,-0,-0.0214042,-0,-0.0214042,-0,-0.021404,-0,-0.0214042,-0
110,0.00819168,0.00321047,0.00199215,0.00078076,0.000174533,6.84029e-05,0.000296315,0.000116131,0.0008767,0.000343595,0.000229679,9.00153e-05,0.00071002,0.00027827,0.000592084,0.000232049,0.000246861,9.67495e-05,0.000489754,0.000191944,0.000722693,0.000283237,0.000169637,6.64838e-05,0.00013489,5.28658e-05,0.00100414,0.000393542,0.000226811,8.88914e-05,-0.0218098,-0,-0.0218088,-0,-0.0218087,-0,-0.021808,-0,-0.0218088,-0,-0.0218088,-0,-0.0218088,-0,-0.0218088,-0,-0.0218088,-0,-0.0218088,-0,-0.021808,-0,-0.0218088,-0,-0.0218088,-0,-0.0218093,-0,-0.0218088,-0
111,0.00858085,0.00336299,0.00221821,0.000869357,0.000693524,0.000271805,0.000353869,0.000138688,0.0008767,0.000343595,0.000229679,9.00153e-05,0.000447927,0.000175551,0.000417339,0.000163563,0.000246861,9.67495e-05,0.00017737,6.95147e-05,0.00109282,0.000428296,0.000169637,6.64838e-05,0.000243169,9.53023e-05,0.00100414,0.000393542,0.000226811,8.88914e-05,-0.0221404,-0,-0.0221405,-0,-0.0221406,-0,-0.0221407,-0,-0.0221405,-0,-0.0221405,-0,-0.0221405,-0,-0.0221405,-0,-0.0221405,-0,-0.0221405,-0,-0.0221407,-0,-0.0221405,-0,-0.0221405,-0,-0.0221405,-0,-0.0221405,-0
112,0.00575969,0.00225733,0.00227473,0.000891507,0.000823271,0.000322655,0.000584083,0.000228913,0.000491268,0.000192537,0.000229679,9.00153e-05,0.000779615,0.000305545,0.000347889,0.000136344,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,0.000197138,7.7262e-05,0.000169637,6.64838e-05,0.000243169,9.53023e-05,0.00529563,0.00207545,0.000226811,8.88914e-05,-0.0224957,-0,-0.0224947,-0,-0.0224949,-0,-0.0224949,-0,-0.0224955,-0,-0.0224947,-0,-0.0224955,-0,-0.0224955,-0,-0.0224947,-0,-0.0224955,-0,-0.0224949,-0,-0.0224955,-0,-0.0224955,-0,-0.0224957,-0,-0.0224955,-0
