"time","PistonPosition","PressureExtend","PressureRetract","TemperatureExtend","TemperatureRetract","FlowExtend","FlowRetract"
0.000,0.00000000,14.70000000,14.70000000,86.00000000,86.00000000,0.00000000,0.00000000
0.010,0.00001300,14.69995000,14.70006000,85.99949000,86.00064000,0.00000001,0.00000007
0.020,0.00002503,14.69990000,14.70015000,85.99906000,86.00146000,0.00000001,0.00000016
0.030,0.00003486,14.69987000,14.70025000,85.99877000,86.00235000,0.00000001,0.00000023
0.040,0.00004266,14.69984000,14.70035000,85.99858000,86.00327000,0.00000000,0.00000028
0.050,0.00004856,14.69982000,14.70047000,85.99849000,86.00419000,0.00000000,0.00000033
0.060,0.00005276,14.69981000,14.70058000,85.99847000,86.00507000,0.00000000,0.00000036
0.070,0.00005542,14.69980000,14.70070000,85.99851000,86.00589000,0.00000000,0.00000038
0.080,0.00005672,14.69980000,14.70081000,85.99861000,86.00664000,0.00000000,0.00000040
0.090,0.00005683,14.69980000,14.70093000,85.99874000,86.00730000,0.00000000,0.00000040
0.100,0.00005593,14.69981000,14.70103000,85.99889000,86.00786000,0.00000000,0.00000040
0.110,0.00005417,14.69982000,14.70113000,85.99907000,86.00831000,0.00000000,0.00000040
0.120,0.00005170,14.69983000,14.70123000,85.99926000,86.00867000,0.00000000,0.00000039
0.130,0.00004868,14.69985000,14.70131000,85.99944000,86.00892000,0.00000000,0.00000037
0.140,0.00004522,14.69986000,14.70139000,85.99963000,86.00907000,0.00000000,0.00000035
0.150,0.00004145,14.69988000,14.70146000,85.99981000,86.00913000,0.00000000,0.00000033
0.160,0.00003747,14.69989000,14.70152000,85.99999000,86.00911000,0.00000000,0.00000031
0.170,0.00003338,14.69991000,14.70158000,86.00015000,86.00900000,0.00000000,0.00000028
0.180,0.00002926,14.69992000,14.70163000,86.00029000,86.00883000,0.00000000,0.00000026
0.190,0.00002518,14.69994000,14.70166000,86.00042000,86.00859000,0.00000000,0.00000024
0.200,0.00002120,14.69995000,14.70170000,86.00053000,86.00830000,0.00000000,0.00000021
0.210,0.00001737,14.69996000,14.70172000,86.00063000,86.00796000,0.00000000,0.00000019
0.220,0.00001372,14.69998000,14.70174000,86.00071000,86.00759000,0.00000000,0.00000016
0.230,0.00001030,14.69999000,14.70176000,86.00077000,86.00719000,0.00000000,0.00000014
0.240,0.00000711,14.70000000,14.70177000,86.00082000,86.00676000,0.00000000,0.00000012
0.250,0.00000419,14.70001000,14.70177000,86.00085000,86.00633000,0.00000000,0.00000010
0.260,0.00000152,14.70001000,14.70177000,86.00087000,86.00589000,0.00000000,0.00000008
0.270,-0.00000087,14.70002000,14.70177000,86.00088000,86.00544000,0.00000000,0.00000007
0.280,-0.00000299,14.70003000,14.70177000,86.00088000,86.00500000,0.00000000,0.00000005
0.290,-0.00000485,14.70003000,14.70176000,86.00086000,86.00457000,0.00000000,0.00000004
0.300,-0.00000645,14.70004000,14.70175000,86.00084000,86.00415000,0.00000000,0.00000002
0.310,-0.00000782,14.70004000,14.70174000,86.00081000,86.00374000,0.00000000,0.00000001
