"time","Out1","Out2","Out3[1]","Out3[2]","Out4","Out5","Out6"
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
1.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.98E-02,0.00E+00,0.00E+00
2.00E-01,9.98E-03,2.00E-02,0.00E+00,9.98E-03,2.09E-01,9.98E-03,9.98E-03
3.00E-01,2.99E-02,5.97E-02,9.98E-04,2.99E-02,3.26E-01,2.89E-02,2.79E-02
4.00E-01,5.94E-02,1.19E-01,3.98E-03,5.94E-02,4.53E-01,5.55E-02,5.16E-02
5.00E-01,9.83E-02,1.97E-01,9.92E-03,9.83E-02,5.88E-01,8.89E-02,7.95E-02
6.00E-01,1.46E-01,2.93E-01,1.98E-02,1.46E-01,7.32E-01,1.28E-01,1.10E-01
7.00E-01,2.03E-01,4.06E-01,3.44E-02,2.03E-01,8.85E-01,1.72E-01,1.41E-01
8.00E-01,2.67E-01,5.34E-01,5.47E-02,2.67E-01,1.05E+00,2.19E-01,1.71E-01
9.00E-01,3.39E-01,6.78E-01,8.14E-02,3.39E-01,1.22E+00,2.69E-01,1.99E-01
1.00E+00,4.17E-01,8.34E-01,1.15E-01,4.17E-01,1.40E+00,3.20E-01,2.23E-01
1.10E+00,5.01E-01,1.00E+00,1.57E-01,5.01E-01,1.59E+00,3.72E-01,2.43E-01
1.20E+00,5.91E-01,1.00E+00,2.07E-01,5.91E-01,1.79E+00,4.24E-01,2.58E-01
1.30E+00,6.84E-01,1.00E+00,2.66E-01,6.84E-01,2.00E+00,4.75E-01,2.66E-01
1.40E+00,7.80E-01,1.00E+00,3.35E-01,7.80E-01,2.22E+00,5.24E-01,2.68E-01
1.50E+00,8.79E-01,1.00E+00,4.13E-01,8.79E-01,2.45E+00,5.70E-01,2.61E-01
1.60E+00,9.78E-01,1.00E+00,5.00E-01,9.78E-01,2.70E+00,6.13E-01,2.47E-01
1.70E+00,1.08E+00,1.00E+00,5.98E-01,1.08E+00,2.96E+00,6.51E-01,2.25E-01
1.80E+00,1.18E+00,1.00E+00,7.06E-01,1.18E+00,3.24E+00,6.85E-01,1.93E-01
1.90E+00,1.27E+00,1.00E+00,8.24E-01,1.27E+00,3.54E+00,7.14E-01,1.54E-01
2.00E+00,1.37E+00,1.00E+00,9.51E-01,1.37E+00,3.85E+00,7.38E-01,1.05E-01
2.10E+00,1.46E+00,1.00E+00,1.09E+00,1.46E+00,4.19E+00,7.55E-01,4.89E-02
2.20E+00,1.55E+00,1.00E+00,1.23E+00,1.55E+00,4.56E+00,7.66E-01,-1.57E-02
2.30E+00,1.63E+00,1.00E+00,1.39E+00,1.63E+00,4.95E+00,7.70E-01,-8.79E-02
2.40E+00,1.70E+00,1.00E+00,1.55E+00,1.70E+00,5.37E+00,7.67E-01,-1.67E-01
2.50E+00,1.77E+00,1.00E+00,1.72E+00,1.77E+00,5.83E+00,7.58E-01,-2.53E-01
2.60E+00,1.83E+00,1.00E+00,1.90E+00,1.83E+00,6.33E+00,7.42E-01,-3.45E-01
2.70E+00,1.88E+00,1.00E+00,2.08E+00,1.88E+00,6.88E+00,7.20E-01,-4.42E-01
2.80E+00,1.92E+00,1.00E+00,2.27E+00,1.92E+00,7.47E+00,6.90E-01,-5.43E-01
2.90E+00,1.96E+00,1.00E+00,2.46E+00,1.96E+00,8.13E+00,6.55E-01,-6.48E-01
3.00E+00,1.98E+00,1.00E+00,2.66E+00,1.98E+00,8.84E+00,6.13E-01,-7.55E-01
3.10E+00,2.00E+00,1.00E+00,2.86E+00,2.00E+00,9.62E+00,5.66E-01,-8.63E-01
3.20E+00,2.00E+00,1.00E+00,3.06E+00,2.00E+00,1.05E+01,5.14E-01,-9.72E-01
3.30E+00,1.99E+00,9.88E-01,3.26E+00,1.99E+00,1.14E+01,4.56E-01,-1.08E+00
3.40E+00,1.98E+00,9.57E-01,3.46E+00,1.98E+00,1.25E+01,3.95E-01,-1.19E+00
3.50E+00,1.95E+00,9.06E-01,3.65E+00,1.95E+00,1.36E+01,3.30E-01,-1.29E+00
3.60E+00,1.92E+00,8.36E-01,3.85E+00,1.92E+00,1.49E+01,2.62E-01,-1.39E+00
