"time","temperatureSensor.T"
0,20
0.02,20.1996
0.04,20.3987
0.06,20.5973
0.09,20.8942
0.12,21.1899
0.14,21.3863
0.16,21.5822
0.18,21.7775
0.2,21.9723
0.22,22.1665
0.24,22.3602
0.27,22.6498
0.29,22.8422
0.31,23.034
0.33,23.2253
0.35,23.4161
0.37,23.6064
0.39,23.7961
0.41,23.9853
0.43,24.174
0.45,24.3622
0.47,24.5499
0.49,24.737
0.52,25.0167
0.54,25.2026
0.56,25.3879
0.58,25.5728
0.6,25.7571
0.62,25.9409
0.64,25.9919
0.66,25.9799
0.68,25.968
0.7,25.956
0.72,25.9442
0.74,25.9323
0.76,25.9204
0.78,25.9086
0.8,25.8968
0.82,25.885
0.84,25.8733
0.86,25.8616
0.88,25.8499
0.9,25.8382
0.92,25.8265
0.94,25.8149
0.96,25.8033
0.98,25.7917
1,25.7801
1.02,25.7686
1.04,25.757
1.06,25.7455
1.08,25.7341
1.1,25.7226
1.12,25.7112
1.14,25.6998
1.16,25.6884
1.18,25.677
1.2,25.6657
1.22,25.6544
1.24,25.6431
1.26,25.6318
1.28,25.6206
1.3,25.6094
1.32,25.5982
1.34,25.587
1.36,25.5758
1.38,25.5647
1.4,25.5536
1.42,25.5425
1.44,25.5314
1.46,25.5204
1.48,25.5093
1.5,25.4983
1.52,25.4874
1.54,25.4764
1.56,25.4655
1.58,25.4546
1.6,25.4437
1.62,25.4328
1.64,25.4219
1.66,25.4111
1.68,25.4003
1.7,25.3895
1.72,25.3788
1.74,25.368
1.76,25.3573
1.78,25.3466
1.8,25.3359
1.82,25.3253
1.84,25.3146
1.86,25.304
1.88,25.2934
1.9,25.2829
1.92,25.2723
1.94,25.2618
1.96,25.2513
1.98,25.2408
2.01,25.2251
2.04,25.2094
2.07,25.1939
2.1,25.1783
2.13,25.1628
2.16,25.1473
2.19,25.1319
2.22,25.1166
2.25,25.1012
2.28,25.1839
2.31,25.4616
2.34,25.7382
2.37,26.0136
2.4,26.2879
2.43,26.561
2.46,26.8331
2.49,27.104
2.52,27.3738
2.55,27.6425
2.58,27.9101
2.61,28.1767
2.64,28.4421
2.67,28.7064
2.7,28.7738
2.73,28.7476
2.76,28.7214
2.79,28.6952
2.82,28.6692
2.85,28.6432
2.88,28.6173
2.91,28.5915
2.94,28.5658
2.97,28.5401
3,28.5145
3.03,28.489
3.06,28.4636
3.09,28.6314
3.12,28.895
3.15,29.1575
3.18,29.4189
3.21,29.6793
3.24,29.9385
3.27,30.1968
3.3,30.4539
3.33,30.7101
3.36,30.9651
3.39,31.2192
3.42,31.4722
3.45,31.7242
3.48,31.9751
3.51,32.2251
3.54,32.2647
3.57,32.228
3.6,32.1913
3.63,32.1548
3.66,32.1184
3.69,32.0822
3.72,32.046
3.75,32.0099
3.78,31.9739
3.81,31.9381
3.84,31.9024
3.87,31.8667
3.9,31.9266
3.93,32.1768
3.96,32.4259
3.99,32.674
4.01,32.8388
4.04,33.0854
4.07,33.331
4.1,33.5756
4.13,33.8192
4.16,34.0619
4.19,34.3035
4.22,34.5442
4.25,34.7839
4.28,35.0226
4.31,35.2603
4.34,35.4971
4.37,35.733
4.4,35.9564
4.43,35.9086
4.46,35.8609
4.49,35.8134
4.52,35.7661
4.55,35.7188
4.58,35.6717
4.61,35.6248
4.64,35.578
4.67,35.5313
4.7,35.4848
4.73,35.4384
4.76,35.5419
4.79,35.7774
4.82,36.0119
4.85,36.2455
4.88,36.4782
4.91,36.7099
4.94,36.9407
4.97,37.1706
5,37.3996
5.03,37.6276
5.06,37.8547
5.09,38.0809
5.12,38.3062
5.15,38.5306
5.18,38.754
5.21,38.9766
5.24,39.1983
5.27,39.4191
5.3,39.6391
5.33,39.8266
5.36,39.7672
5.39,39.7081
5.42,39.649
5.45,39.5902
5.48,39.5316
5.51,39.4731
5.54,39.4148
5.57,39.3567
5.6,39.2987
5.63,39.2409
5.66,39.2762
5.69,39.4967
5.72,39.7163
5.75,39.935
5.78,40.1529
5.81,40.3699
5.84,40.586
5.87,40.8013
5.9,41.0157
5.93,41.2292
5.96,41.4419
5.99,41.6537
6.02,41.8647
6.05,42.0749
6.08,42.2842
6.11,42.4927
6.14,42.7003
6.17,42.9071
6.2,43.1131
6.23,43.3183
6.26,43.5227
6.29,43.7262
6.32,43.929
6.35,44.0098
6.38,43.9379
6.41,43.8662
6.44,43.7948
6.47,43.7235
6.5,43.6525
6.53,43.5817
6.56,43.5111
6.59,43.4407
6.62,43.3705
6.65,43.392
6.68,43.5961
6.71,43.7994
6.74,44.0018
6.77,44.2035
6.8,44.4043
6.83,44.6044
6.86,44.8036
6.89,45.0021
6.92,45.1998
6.95,45.3967
6.98,45.5928
7.01,45.7882
7.04,45.9827
7.07,46.1765
7.1,46.3695
7.13,46.5618
7.16,46.7533
7.19,46.9441
7.22,47.1341
7.25,47.3233
7.28,47.5118
7.31,47.6996
7.34,47.8866
7.37,48.0728
7.4,48.2584
7.43,48.4432
7.46,48.6273
7.49,48.8106
7.52,48.8803
7.55,48.7938
7.58,48.7076
7.61,48.6217
7.64,48.536
7.67,48.4505
7.7,48.3653
7.73,48.2804
7.76,48.1957
7.79,48.1113
7.82,48.2967
7.85,48.4814
7.88,48.6653
7.91,48.8485
7.94,49.031
7.97,49.2128
8,49.3938
8.03,49.5741
8.06,49.7538
8.09,49.9327
8.12,50.1109
8.15,50.2884
8.18,50.4652
8.21,50.6414
8.24,50.8168
8.27,50.9915
8.3,50.9117
8.33,50.8191
8.36,50.7268
8.39,50.6348
8.42,50.5431
8.45,50.4516
8.48,50.3605
8.51,50.2696
8.54,50.1789
8.57,50.0886
8.6,49.9985
8.63,49.9087
8.66,49.8191
8.69,49.7299
8.72,49.6408
8.75,49.5521
8.78,49.4636
8.81,49.3754
8.84,49.2875
8.87,49.1998
8.9,49.1123
8.93,49.0252
8.96,49.1294
8.99,49.3109
9.02,49.4916
9.05,49.6717
9.08,49.8511
9.11,50.0297
9.14,50.2077
9.17,50.3849
9.2,50.5615
9.23,50.7373
9.26,50.9125
9.29,50.9536
9.32,50.861
9.35,50.7686
9.38,50.6764
9.41,50.5846
9.44,50.493
9.47,50.4017
9.5,50.3107
9.53,50.22
9.56,50.1295
9.59,50.0393
9.62,49.9493
9.65,49.8597
9.68,49.7703
9.71,49.6811
