"time","clutch1.phi_rel","clutch1.w_rel","clutch2.phi_rel","clutch2.w_rel","clutch3.phi_rel","clutch3.w_rel","J1.phi","J1.w"
0.4695,-2.71998,-2.34027,-1.02385,-3.03288,-0.0244804,-0.699719,3.76831,6.07286
0.471,-2.72349,-2.34228,-1.02838,-3.01533,-0.0255412,-0.714719,3.77741,6.07234
0.4725,-2.727,-2.34389,-1.03289,-2.99778,-0.0266245,-0.729719,3.78652,6.07138
0.474,-2.73052,-2.34506,-1.03738,-2.9802,-0.0277304,-0.744719,3.79563,6.06998
0.4755,-2.73404,-2.34577,-1.04184,-2.96261,-0.0288587,-0.759719,3.80473,6.0681
0.477,-2.73756,-2.346,-1.04627,-2.94501,-0.0300095,-0.774719,3.81383,6.06572
0.4785,-2.74109,-2.34572,-1.05068,-2.92733,-0.0311866,-0.789768,3.82296,6.06281
0.48,-2.74461,-2.34491,-1.05506,-2.90969,-0.0323826,-0.804768,3.83205,6.05937
0.4815,-2.74755,-2.34381,-1.05871,-2.89492,-0.033401,-0.817324,3.83966,6.05605
0.483,-2.75106,-2.34199,-1.06304,-2.87725,-0.0346382,-0.832324,3.84874,6.05156
0.4845,-2.75457,-2.33959,-1.06734,-2.85957,-0.0358979,-0.847324,3.85781,6.04648
0.486,-2.75808,-2.33659,-1.07161,-2.84187,-0.0371802,-0.862324,3.86688,6.04078
0.4875,-2.76158,-2.33299,-1.07586,-2.82415,-0.0384849,-0.877324,3.87593,6.03446
0.489,-2.76508,-2.32876,-1.08009,-2.80642,-0.0398121,-0.892324,3.88498,6.0275
0.4905,-2.76857,-2.3239,-1.08428,-2.78867,-0.0411619,-0.907324,3.89402,6.01989
0.492,-2.77205,-2.31839,-1.08845,-2.77091,-0.0425341,-0.922324,3.90304,6.01162
0.4935,-2.77552,-2.31223,-1.0926,-2.75313,-0.0439289,-0.937324,3.91205,6.00268
0.495,-2.77899,-2.30541,-1.09671,-2.73533,-0.0453461,-0.952324,3.92105,5.99307
0.4965,-2.78244,-2.29793,-1.1008,-2.71752,-0.0467858,-0.967324,3.93003,5.98277
0.498,-2.78588,-2.28977,-1.10486,-2.69969,-0.0482481,-0.982324,3.93899,5.97178
0.4995,-2.78931,-2.28094,-1.1089,-2.68184,-0.0497328,-0.997324,3.94794,5.96011
0.501,-2.79272,-2.27144,-1.11291,-2.66398,-0.05124,-1.01232,3.95687,5.94774
0.5025,-2.79612,-2.26127,-1.11689,-2.6461,-0.0527698,-1.02732,3.96579,5.93469
0.504,-2.79951,-2.25042,-1.12085,-2.6282,-0.054322,-1.04232,3.97468,5.92095
0.5055,-2.80287,-2.23891,-1.12478,-2.61029,-0.0558967,-1.05732,3.98355,5.90653
0.507,-2.80622,-2.22674,-1.12868,-2.59236,-0.057494,-1.07232,3.9924,5.89142
0.5085,-2.80955,-2.21391,-1.13255,-2.57441,-0.0591137,-1.08732,4.00122,5.87565
0.51,-2.81287,-2.20044,-1.1364,-2.55645,-0.0607559,-1.10232,4.01002,5.85921
0.5115,-2.81616,-2.18632,-1.14022,-2.53847,-0.0624207,-1.11732,4.0188,5.84211
0.513,-2.81942,-2.17159,-1.14402,-2.52047,-0.0641079,-1.13232,4.02755,5.82438
0.5145,-2.82267,-2.15624,-1.14779,-2.50246,-0.0658177,-1.14732,4.03627,5.80602
0.516,-2.82589,-2.14029,-1.15153,-2.48442,-0.0675499,-1.16232,4.04497,5.78704
0.5175,-2.82909,-2.12376,-1.15524,-2.46638,-0.0693046,-1.17732,4.05363,5.76746
0.519,-2.83226,-2.10666,-1.15892,-2.44831,-0.0710819,-1.19232,4.06227,5.74729
0.5205,-2.83541,-2.08902,-1.16258,-2.43023,-0.0728816,-1.20732,4.07088,5.72657
0.522,-2.83853,-2.07084,-1.16622,-2.41213,-0.0747038,-1.22232,4.07945,5.7053
0.5235,-2.84162,-2.05217,-1.16982,-2.39401,-0.0765486,-1.23732,4.08799,5.6835
0.525,-2.84469,-2.033,-1.1734,-2.37588,-0.0784158,-1.25232,4.0965,5.6612
0.5265,-2.84772,-2.01338,-1.17695,-2.35772,-0.0803056,-1.26732,4.10497,5.63843
0.528,-2.85073,-1.99332,-1.18047,-2.33956,-0.0822178,-1.28232,4.11341,5.6152
0.5295,-2.8537,-1.97284,-1.18397,-2.32137,-0.0841525,-1.29732,4.12182,5.59154
0.531,-2.85664,-1.95199,-1.18743,-2.30317,-0.0861098,-1.31232,4.13019,5.56748
0.5325,-2.85956,-1.93077,-1.19088,-2.28494,-0.0880895,-1.32732,4.13852,5.54304
0.534,-2.86244,-1.90922,-1.19429,-2.2667,-0.0900917,-1.34232,4.14682,5.51825
0.5355,-2.86528,-1.88738,-1.19768,-2.24845,-0.0921165,-1.35732,4.15508,5.49315
0.537,-2.8681,-1.86526,-1.20103,-2.23017,-0.0941637,-1.37232,4.1633,5.46776
0.5385,-2.87088,-1.8429,-1.20437,-2.21188,-0.0962334,-1.38732,4.17148,5.44211
0.54,-2.87363,-1.82033,-1.20767,-2.19357,-0.0983257,-1.40232,4.17962,5.41623
0.5415,-2.87634,-1.79758,-1.21095,-2.17525,-0.10044,-1.41732,4.18773,5.39015
0.543,-2.87902,-1.77469,-1.2142,-2.1569,-0.102578,-1.43232,4.19579,5.36392
0.5445,-2.88166,-1.75169,-1.21742,-2.13854,-0.104737,-1.44732,4.20382,5.33755
0.546,-2.88428,-1.7286,-1.22061,-2.12016,-0.10692,-1.46232,4.21181,5.31108
0.5475,-2.88685,-1.70547,-1.22378,-2.10176,-0.109124,-1.47732,4.21975,5.28455
0.549,-2.88939,-1.68232,-1.22692,-2.08334,-0.111352,-1.49232,4.22766,5.25798
0.5505,-2.8919,-1.65919,-1.23003,-2.06491,-0.113601,-1.50732,4.23553,5.23142
0.552,-2.89437,-1.63611,-1.23311,-2.04646,-0.115874,-1.52232,4.24335,5.20489
0.5535,-2.89681,-1.61312,-1.23617,-2.02798,-0.118168,-1.53732,4.25114,5.17843
0.555,-2.89921,-1.59025,-1.2392,-2.0095,-0.120486,-1.55232,4.25889,5.15207
0.5565,-2.90158,-1.56752,-1.2422,-1.99099,-0.122825,-1.56732,4.2666,5.12584
0.558,-2.90391,-1.54499,-1.24517,-1.97246,-0.125188,-1.58232,4.27427,5.09978
0.5595,-2.90621,-1.52267,-1.24811,-1.95392,-0.127572,-1.59732,4.2819,5.07392
0.561,-2.90848,-1.5006,-1.25103,-1.93536,-0.129979,-1.61232,4.28949,5.04828
0.5625,-2.91071,-1.47881,-1.25392,-1.91678,-0.132409,-1.62732,4.29704,5.02292
0.564,-2.91292,-1.45733,-1.25678,-1.89818,-0.134861,-1.64232,4.30456,4.99784
0.5655,-2.91509,-1.4362,-1.25961,-1.87956,-0.137336,-1.65732,4.31204,4.97309
0.567,-2.91722,-1.41544,-1.26242,-1.86093,-0.139833,-1.67232,4.31948,4.94869
0.5685,-2.91933,-1.39508,-1.2652,-1.84228,-0.142353,-1.68732,4.32688,4.92468
0.57,-2.92141,-1.37514,-1.26795,-1.8236,-0.144895,-1.70232,4.33425,4.90107
0.5715,-2.92346,-1.35567,-1.27067,-1.80491,-0.14746,-1.71732,4.34159,4.87791
0.573,-2.92548,-1.33668,-1.27336,-1.7862,-0.150047,-1.73232,4.34889,4.85521
0.5745,-2.92747,-1.31819,-1.27603,-1.76748,-0.152657,-1.74732,4.35615,4.83299
0.576,-2.92943,-1.30024,-1.27866,-1.74873,-0.155289,-1.76232,4.36338,4.8113
0.5775,-2.93137,-1.28285,-1.28127,-1.72997,-0.157944,-1.77732,4.37059,4.79014
0.579,-2.93328,-1.26603,-1.28385,-1.71118,-0.160621,-1.79232,4.37776,4.76954
0.5805,-2.93517,-1.24981,-1.28641,-1.69238,-0.163321,-1.80732,4.38489,4.74952
0.582,-2.93703,-1.23422,-1.28893,-1.67356,-0.166043,-1.82232,4.392,4.7301
0.5835,-2.93887,-1.21925,-1.29143,-1.65472,-0.168788,-1.83732,4.39909,4.7113
0.585,-2.94069,-1.20495,-1.29389,-1.63586,-0.171555,-1.85232,4.40614,4.69313
0.5865,-2.94249,-1.19131,-1.29633,-1.61698,-0.174345,-1.86732,4.41317,4.67561
0.588,-2.94426,-1.17836,-1.29875,-1.59808,-0.177157,-1.88232,4.42017,4.65876
0.5895,-2.94602,-1.1661,-1.30113,-1.57917,-0.179992,-1.89732,4.42714,4.64259
0.591,-2.94776,-1.15455,-1.30348,-1.56023,-0.182849,-1.91232,4.43409,4.62711
0.5925,-2.94949,-1.14373,-1.30581,-1.54128,-0.185729,-1.92732,4.44102,4.61233
0.594,-2.95119,-1.13362,-1.30811,-1.5223,-0.188631,-1.94232,4.44793,4.59825
0.5955,-2.95289,-1.12425,-1.31038,-1.50331,-0.191556,-1.95732,4.45482,4.58489
0.597,-2.95457,-1.11562,-1.31262,-1.4843,-0.194503,-1.97232,4.46169,4.57225
0.5985,-2.95623,-1.10774,-1.31483,-1.46527,-0.197473,-1.98732,4.46854,4.56033
0.6,-2.95789,-1.10059,-1.31701,-1.44622,-0.200465,-2.00232,4.47537,4.54913
0.6015,-2.95954,-1.0942,-1.31917,-1.42715,-0.20348,-2.01732,4.48218,4.53867
0.603,-2.96117,-1.08854,-1.32129,-1.40806,-0.206517,-2.03232,4.48898,4.52892
0.6045,-2.9628,-1.08363,-1.32339,-1.38895,-0.209577,-2.04732,4.49577,4.51991
0.606,-2.96442,-1.07946,-1.32546,-1.36982,-0.212659,-2.06232,4.50254,4.5116
0.6075,-2.96604,-1.07602,-1.3275,-1.35067,-0.215764,-2.07732,4.50931,4.50402
0.609,-2.96765,-1.0733,-1.32951,-1.3315,-0.218891,-2.09232,4.51606,4.49713
0.6105,-2.96926,-1.07131,-1.3315,-1.31232,-0.222041,-2.10732,4.5228,4.49095
0.612,-2.97067,-1.07014,-1.33321,-1.29553,-0.224813,-2.12044,4.52868,4.4861
0.6135,-2.97223,-1.06946,-1.33509,-1.27673,-0.227934,-2.13511,4.53526,4.48129
0.615,-2.97395,-1.06946,-1.33713,-1.25613,-0.231376,-2.15117,4.54245,4.47676
0.6165,-2.97556,-1.07016,-1.339,-1.23686,-0.234614,-2.16617,4.54917,4.47319
0.618,-2.97716,-1.07151,-1.34084,-1.21758,-0.237874,-2.18117,4.55587,4.47026
0.6195,-2.97877,-1.0735,-1.34265,-1.19827,-0.241157,-2.19617,4.56258,4.46794
0.621,-2.98038,-1.0761,-1.34443,-1.17895,-0.244463,-2.21117,4.56928,4.46621
0.6225,-2.982,-1.0793,-1.34618,-1.15961,-0.247791,-2.22617,4.57598,4.46507
0.624,-2.98362,-1.08307,-1.34791,-1.14024,-0.251141,-2.24117,4.58267,4.46448
0.6255,-2.98525,-1.0874,-1.34961,-1.12086,-0.254514,-2.25617,4.58937,4.46442
0.627,-2.98688,-1.09225,-1.35127,-1.10146,-0.25791,-2.27117,4.59607,4.46488
0.6285,-2.98853,-1.09762,-1.35291,-1.08204,-0.261328,-2.28617,4.60276,4.46582
0.63,-2.99018,-1.10346,-1.35452,-1.06259,-0.264768,-2.30117,4.60946,4.46722
0.6315,-2.99184,-1.10976,-1.3561,-1.04313,-0.268231,-2.31617,4.61617,4.46905
0.633,-2.99351,-1.11648,-1.35765,-1.02365,-0.271717,-2.33117,4.62287,4.47129
0.6345,-2.99519,-1.1236,-1.35917,-1.00414,-0.275225,-2.34617,4.62958,4.47391
0.636,-2.99688,-1.13109,-1.36066,-0.984618,-0.278755,-2.36117,4.63629,4.47687
0.6375,-2.99858,-1.13892,-1.36212,-0.965073,-0.282308,-2.37617,4.64301,4.48016
0.639,-3.00029,-1.14705,-1.36356,-0.945509,-0.285884,-2.39117,4.64973,4.48373
0.6405,-3.00202,-1.15547,-1.36496,-0.925924,-0.289482,-2.40617,4.65646,4.48756
0.642,-3.00376,-1.16413,-1.36633,-0.906319,-0.293102,-2.42117,4.6632,4.49161
0.6435,-3.00551,-1.173,-1.36768,-0.886693,-0.296745,-2.43617,4.66994,4.49586
0.645,-3.00728,-1.18206,-1.36899,-0.867047,-0.300411,-2.45117,4.67668,4.50027
0.6465,-3.00906,-1.19127,-1.37028,-0.847381,-0.304099,-2.46617,4.68344,4.50481
0.648,-3.01085,-1.20059,-1.37154,-0.827694,-0.307809,-2.48117,4.6902,4.50945
0.6495,-3.01266,-1.20999,-1.37276,-0.807986,-0.311542,-2.49617,4.69697,4.51414
0.651,-3.01448,-1.21945,-1.37396,-0.788258,-0.315298,-2.51117,4.70374,4.51887
0.6525,-3.01632,-1.22892,-1.37513,-0.76851,-0.319076,-2.52617,4.71052,4.52359
0.654,-3.01817,-1.23837,-1.37626,-0.74874,-0.322876,-2.54117,4.71731,4.52827
0.6555,-3.02004,-1.24777,-1.37737,-0.72895,-0.326699,-2.55617,4.72411,4.53289
0.657,-3.02191,-1.25709,-1.37845,-0.709139,-0.330545,-2.57117,4.73091,4.5374
0.6585,-3.02381,-1.2663,-1.3795,-0.689308,-0.334413,-2.58617,4.73772,4.54177
0.66,-3.02571,-1.27536,-1.38052,-0.669455,-0.338303,-2.60117,4.74454,4.54598
0.6615,-3.02763,-1.28424,-1.38151,-0.649582,-0.342216,-2.61617,4.75136,4.54999
0.663,-3.02957,-1.29291,-1.38247,-0.629688,-0.346152,-2.63117,4.75819,4.55376
0.6645,-3.03151,-1.30134,-1.3834,-0.609773,-0.35011,-2.64617,4.76502,4.55727
0.666,-3.03347,-1.30949,-1.3843,-0.589837,-0.35409,-2.66117,4.77186,4.56049
0.6675,-3.03544,-1.31735,-1.38517,-0.56988,-0.358093,-2.67617,4.7787,4.56339
0.669,-3.03742,-1.32487,-1.38601,-0.549902,-0.362119,-2.69117,4.78555,4.56594
0.6705,-3.03941,-1.33204,-1.38682,-0.529903,-0.366167,-2.70617,4.7924,4.56811
0.672,-3.04142,-1.33883,-1.3876,-0.509883,-0.370237,-2.72117,4.79925,4.56988
0.6735,-3.04343,-1.3452,-1.38835,-0.489841,-0.37433,-2.73617,4.80611,4.57121
0.675,-3.04545,-1.35114,-1.38907,-0.469779,-0.378446,-2.75117,4.81296,4.57209
0.6765,-3.04748,-1.35662,-1.38976,-0.449695,-0.382584,-2.76617,4.81982,4.57248
0.678,-3.04952,-1.36162,-1.39042,-0.42959,-0.386744,-2.78117,4.82668,4.57238
0.6795,-3.05157,-1.36612,-1.39104,-0.409464,-0.390927,-2.79617,4.83354,4.57174
0.681,-3.05362,-1.37009,-1.39164,-0.389317,-0.395133,-2.81117,4.8404,4.57057
0.6825,-3.05568,-1.37351,-1.39221,-0.369148,-0.399361,-2.82617,4.84725,4.56883
0.684,-3.05774,-1.37638,-1.39275,-0.348958,-0.403611,-2.84117,4.8541,4.5665
0.6855,-3.05981,-1.37867,-1.39326,-0.328747,-0.407884,-2.85617,4.86095,4.56358
0.687,-3.06188,-1.38036,-1.39374,-0.308514,-0.41218,-2.87117,4.86779,4.56004
0.6885,-3.06395,-1.38145,-1.39419,-0.288259,-0.416498,-2.88617,4.87463,4.55588
0.69,-3.06602,-1.38192,-1.3946,-0.267983,-0.420838,-2.90117,4.88146,4.55107
0.6915,-3.0687,-1.38159,-1.3951,-0.241715,-0.426488,-2.92057,4.89029,4.54388
0.693,-3.07024,-1.38092,-1.39536,-0.226666,-0.429738,-2.93168,4.89533,4.53927
0.6945,-3.07287,-1.37894,-1.39577,-0.200766,-0.435355,-2.95078,4.90399,4.53048
0.696,-3.07494,-1.37664,-1.39605,-0.180397,-0.439792,-2.96578,4.91078,4.52281
0.6975,-3.077,-1.37367,-1.39631,-0.160006,-0.444252,-2.98078,4.91756,4.51446
0.699,-3.07906,-1.37005,-1.39653,-0.139594,-0.448734,-2.99578,4.92432,4.50542
0.7005,-3.08111,-1.36577,-1.39673,-0.11916,-0.453239,-3.01078,4.93108,4.4957
0.702,-3.08316,-1.36082,-1.39689,-0.0987036,-0.457767,-3.02578,4.93781,4.4853
0.7035,-3.08519,-1.35521,-1.39702,-0.0782258,-0.462317,-3.04078,4.94453,4.47421
0.705,-3.08722,-1.34894,-1.39712,-0.0577261,-0.466889,-3.05578,4.95123,4.46245
0.7065,-3.08924,-1.34202,-1.39719,-0.0372045,-0.471484,-3.07078,4.95792,4.45001
0.708,-3.09125,-1.33446,-1.39723,-0.016661,-0.476101,-3.08578,4.96458,4.4369
0.7095,-3.09324,-1.32626,-1.39724,0.00390452,-0.480741,-3.10078,4.97123,4.42313
0.711,-3.09493,-1.30797,-1.39725,9.22265E-16,-0.484724,-3.10286,4.9769,4.41083
0.7125,-3.09663,-1.29089,-1.39725,9.22265E-16,-0.488778,-3.10695,4.98265,4.39784
0.714,-3.09907,-1.26507,-1.39725,9.22265E-16,-0.494716,-3.11291,4.99103,4.37798
0.7155,-3.1008,-1.2458,-1.39725,9.22265E-16,-0.499017,-3.11721,4.99707,4.36301
0.717,-3.10266,-1.22429,-1.39725,9.22265E-16,-0.503697,-3.12188,5.0036,4.34617
0.7185,-3.10448,-1.20222,-1.39725,9.22265E-16,-0.508383,-3.12653,5.0101,4.32875
0.72,-3.10626,-1.17959,-1.39725,9.22265E-16,-0.513076,-3.13117,5.01658,4.31076
0.7215,-3.10801,-1.15643,-1.39725,9.22265E-16,-0.517776,-3.1358,5.02304,4.29223
0.723,-3.10973,-1.13276,-1.39725,9.22265E-16,-0.522484,-3.14042,5.02946,4.27318
0.7245,-3.11141,-1.1086,-1.39725,9.22265E-16,-0.527198,-3.14502,5.03586,4.25363
0.726,-3.11306,-1.08397,-1.39725,9.22265E-16,-0.531919,-3.14962,5.04222,4.23359
0.7275,-3.11466,-1.0589,-1.39725,9.22265E-16,-0.536647,-3.15421,5.04856,4.21311
0.729,-3.11623,-1.03342,-1.39725,9.22265E-16,-0.541381,-3.15878,5.05486,4.19219
0.7305,-3.11776,-1.00754,-1.39725,9.22265E-16,-0.546123,-3.16334,5.06113,4.17088
0.732,-3.11926,-0.981292,-1.39725,9.22265E-16,-0.550871,-3.16789,5.06737,4.14919
0.7335,-3.12071,-0.954712,-1.39725,9.22265E-16,-0.555627,-3.17243,5.07358,4.12715
0.735,-3.12212,-0.927824,-1.39725,9.22265E-16,-0.560389,-3.17696,5.07975,4.10479
0.7365,-3.12349,-0.900658,-1.39725,9.22265E-16,-0.565157,-3.18148,5.08589,4.08214
0.738,-3.12482,-0.873245,-1.39725,9.22265E-16,-0.569933,-3.18599,5.092,4.05923
0.7395,-3.12611,-0.845615,-1.39725,9.22265E-16,-0.574715,-3.19048,5.09807,4.0361
0.741,-3.12736,-0.8178,-1.39725,9.22265E-16,-0.579505,-3.19497,5.10411,4.01276
0.7425,-3.12856,-0.789831,-1.39725,9.22265E-16,-0.5843,-3.19944,5.11011,3.98927
0.744,-3.12973,-0.761742,-1.39725,9.22265E-16,-0.589103,-3.2039,5.11608,3.96564
0.7455,-3.13085,-0.733564,-1.39725,9.22265E-16,-0.593912,-3.20835,5.12201,3.94191
0.747,-3.13193,-0.70533,-1.39725,9.22265E-16,-0.598728,-3.21279,5.1279,3.91812
0.7485,-3.13297,-0.677075,-1.39725,9.22265E-16,-0.60355,-3.21721,5.13376,3.89429
0.75,-3.13396,-0.648831,-1.39725,9.22265E-16,-0.608379,-3.22163,5.13958,3.87046
0.7515,-3.13491,-0.620631,-1.39725,9.22265E-16,-0.613215,-3.22603,5.14537,3.84666
0.753,-3.13582,-0.592509,-1.39725,9.22265E-16,-0.618058,-3.23043,5.15112,3.82293
0.7545,-3.13669,-0.564498,-1.39725,9.22265E-16,-0.622907,-3.23481,5.15684,3.7993
0.756,-3.13752,-0.536631,-1.39725,9.22265E-16,-0.627762,-3.23918,5.16252,3.77581
0.7575,-3.1383,-0.508941,-1.39725,9.22265E-16,-0.632624,-3.24353,5.16817,3.75248
0.759,-3.13904,-0.48146,-1.39725,9.22265E-16,-0.637493,-3.24788,5.17378,3.72934
0.7605,-3.13974,-0.454221,-1.39725,9.22265E-16,-0.642368,-3.25222,5.17936,3.70644
0.762,-3.14041,-0.427255,-1.39725,9.22265E-16,-0.647249,-3.25654,5.1849,3.68379
0.7635,-3.14103,-0.400593,-1.39725,9.22265E-16,-0.652137,-3.26085,5.19041,3.66144
0.765,-3.14161,-0.374267,-1.39725,9.22265E-16,-0.657032,-3.26515,5.19588,3.63942
0.7665,-3.14215,-0.348304,-1.39725,9.22265E-16,-0.661933,-3.26944,5.20133,3.61774
0.768,-3.14265,-0.322736,-1.39725,9.22265E-16,-0.66684,-3.27372,5.20674,3.59645
0.7695,-3.14312,-0.29759,-1.39725,9.22265E-16,-0.671754,-3.27798,5.21212,3.57557
0.771,-3.14355,-0.272893,-1.39725,9.22265E-16,-0.676674,-3.28224,5.21746,3.55513
0.7725,-3.14394,-0.248672,-1.39725,9.22265E-16,-0.681601,-3.28648,5.22278,3.53515
0.774,-3.14429,-0.224953,-1.39725,9.22265E-16,-0.686534,-3.29071,5.22807,3.51566
0.7755,-3.14461,-0.20176,-1.39725,9.22265E-16,-0.691473,-3.29493,5.23333,3.49669
0.777,-3.1449,-0.179117,-1.39725,9.22265E-16,-0.696418,-3.29914,5.23856,3.47825
0.7785,-3.14515,-0.157046,-1.39725,9.22265E-16,-0.70137,-3.30333,5.24376,3.46038
0.78,-3.14537,-0.135567,-1.39725,9.22265E-16,-0.706328,-3.30752,5.24894,3.44308
0.7815,-3.14556,-0.114702,-1.39725,9.22265E-16,-0.711293,-3.31169,5.25409,3.42639
0.783,-3.14571,-0.094468,-1.39725,9.22265E-16,-0.716263,-3.31585,5.25922,3.41032
0.7845,-3.14584,-0.0748829,-1.39725,9.22265E-16,-0.72124,-3.32,5.26433,3.39488
0.786,-3.14594,-0.0559624,-1.39725,9.22265E-16,-0.726223,-3.32413,5.26941,3.3801
0.7875,-3.14599,-0.0428812,-1.39725,9.22265E-16,-0.729781,-3.32708,5.27302,3.36996
0.789,-3.14606,-0.0168982,-1.39725,9.22265E-16,-0.737164,-3.33316,5.28047,3.35005
0.7905,-3.14607,-0.00386154,-1.39725,9.22265E-16,-0.741048,-3.33634,5.28436,3.3402
0.792,-3.14607,1.94161E-14,-1.39725,9.22265E-16,-0.744958,-3.3366,5.28827,3.3366
0.7935,-3.14607,1.94161E-14,-1.39725,9.22265E-16,-0.749962,-3.33548,5.29328,3.33548
0.795,-3.14607,1.94161E-14,-1.39725,9.22265E-16,-0.754964,-3.33459,5.29828,3.33459
0.7965,-3.14607,1.94161E-14,-1.39725,9.22265E-16,-0.759966,-3.33394,5.30328,3.33394
0.798,-3.14607,1.94161E-14,-1.39725,9.22265E-16,-0.764966,-3.33352,5.30828,3.33352
0.7995,-3.14607,1.94161E-14,-1.39725,9.22265E-16,-0.769966,-3.33334,5.31328,3.33334
0.801,-3.14607,1.94161E-14,-1.39725,9.22265E-16,-0.776592,-3.33346,5.31991,3.33346
0.8025,-3.14607,1.94161E-14,-1.39725,9.22265E-16,-0.781593,-3.33382,5.32491,3.33382
0.804,-3.14607,1.94161E-14,-1.39725,9.22265E-16,-0.786594,-3.33442,5.32991,3.33442
0.8055,-3.14607,1.94161E-14,-1.39725,9.22265E-16,-0.791596,-3.33525,5.33491,3.33525
0.807,-3.14607,1.94161E-14,-1.39725,9.22265E-16,-0.7966,-3.33632,5.33991,3.33632
0.8085,-3.14607,1.94161E-14,-1.39725,9.22265E-16,-0.801605,-3.33761,5.34492,3.33761
0.81,-3.14607,1.94161E-14,-1.39725,9.22265E-16,-0.806613,-3.33913,5.34993,3.33913
0.8115,-3.14607,1.94161E-14,-1.39725,9.22265E-16,-0.811623,-3.34087,5.35494,3.34087
0.813,-3.14607,1.94161E-14,-1.39725,9.22265E-16,-0.816635,-3.34283,5.35995,3.34283
0.8145,-3.14607,1.94161E-14,-1.39725,9.22265E-16,-0.821651,-3.345,5.36497,3.345
0.816,-3.14607,1.94161E-14,-1.39725,9.22265E-16,-0.82667,-3.34738,5.36999,3.34738
0.8175,-3.14607,1.94161E-14,-1.39725,9.22265E-16,-0.831693,-3.34997,5.37501,3.34997
0.819,-3.14607,1.94161E-14,-1.39725,9.22265E-16,-0.836721,-3.35276,5.38003,3.35276
0.8205,-3.14607,1.94161E-14,-1.39725,9.22265E-16,-0.841752,-3.35574,5.38507,3.35574
0.822,-3.14607,1.94161E-14,-1.39725,9.22265E-16,-0.846788,-3.3589,5.3901,3.3589
0.8235,-3.14607,1.94161E-14,-1.39725,9.22265E-16,-0.851829,-3.36225,5.39514,3.36225
0.825,-3.14607,1.94161E-14,-1.39725,9.22265E-16,-0.856875,-3.36576,5.40019,3.36576
0.8265,-3.14607,1.94161E-14,-1.39725,9.22265E-16,-0.861926,-3.36944,5.40524,3.36944
0.828,-3.14607,1.94161E-14,-1.39725,9.22265E-16,-0.866159,-3.37264,5.40947,3.37264
0.8295,-3.14607,1.94161E-14,-1.39725,9.22265E-16,-0.871221,-3.3766,5.41454,3.3766
0.831,-3.14607,1.94161E-14,-1.39725,9.22265E-16,-0.876289,-3.38069,5.4196,3.38069
0.8325,-3.14607,-0.00141349,-1.39725,9.22265E-16,-0.881063,-3.3842,5.42438,3.38561
0.834,-3.14607,-0.00317458,-1.39725,9.22265E-16,-0.886142,-3.38795,5.42946,3.39112
0.8355,-3.14608,-0.00530806,-1.39725,9.22265E-16,-0.891227,-3.39169,5.43455,3.397
0.837,-3.14609,-0.00778717,-1.39725,9.22265E-16,-0.896318,-3.39542,5.43965,3.40321
0.8385,-3.1461,-0.0105777,-1.39725,9.22265E-16,-0.901413,-3.39914,5.44476,3.40972
0.84,-3.14612,-0.013651,-1.39725,9.22265E-16,-0.906515,-3.40284,5.44988,3.41649
0.8415,-3.14615,-0.0169746,-1.39725,9.22265E-16,-0.911622,-3.40653,5.45501,3.42351
0.843,-3.14617,-0.0205165,-1.39725,9.22265E-16,-0.916735,-3.41022,5.46015,3.43073
0.8445,-3.14621,-0.0242444,-1.39725,9.22265E-16,-0.921853,-3.41388,5.4653,3.43813
0.846,-3.14625,-0.0281258,-1.39725,9.22265E-16,-0.926976,-3.41754,5.47047,3.44566
0.8475,-3.14629,-0.0321275,-1.39725,9.22265E-16,-0.932105,-3.42118,5.47564,3.45331
0.849,-3.14634,-0.0362165,-1.39725,9.22265E-16,-0.93724,-3.42481,5.48083,3.46103
0.8505,-3.1464,-0.0403597,-1.39725,9.22265E-16,-0.94238,-3.42843,5.48602,3.46879
0.852,-3.14646,-0.0445236,-1.39725,9.22265E-16,-0.947525,-3.43204,5.49123,3.47656
0.8535,-3.14653,-0.0486751,-1.39725,9.22265E-16,-0.952676,-3.43563,5.49645,3.48431
0.855,-3.14661,-0.0527811,-1.39725,9.22265E-16,-0.957832,-3.43921,5.50169,3.49199
0.8565,-3.14669,-0.0568087,-1.39725,9.22265E-16,-0.962993,-3.44278,5.50693,3.49959
0.858,-3.14678,-0.0607251,-1.39725,9.22265E-16,-0.96816,-3.44634,5.51219,3.50706
0.8595,-3.14687,-0.0644981,-1.39725,9.22265E-16,-0.973332,-3.44988,5.51745,3.51438
0.861,-3.14697,-0.0680956,-1.39725,9.22265E-16,-0.97851,-3.45341,5.52273,3.52151
0.8625,-3.14708,-0.0714863,-1.39725,9.22265E-16,-0.983693,-3.45693,5.52802,3.52842
0.864,-3.14719,-0.0746391,-1.39725,9.22265E-16,-0.988881,-3.46044,5.53331,3.53508
0.8655,-3.1473,-0.0775238,-1.39725,9.22265E-16,-0.994074,-3.46393,5.53862,3.54146
0.867,-3.14742,-0.0801107,-1.39725,9.22265E-16,-0.999272,-3.46741,5.54394,3.54752
0.8685,-3.14754,-0.0823709,-1.39725,9.22265E-16,-1.00448,-3.47088,5.54926,3.55325
0.87,-3.14767,-0.0842764,-1.39725,9.22265E-16,-1.00969,-3.47434,5.5546,3.55862
0.8715,-3.14779,-0.0857999,-1.39725,9.22265E-16,-1.0149,-3.47778,5.55994,3.56358
