"time","Capacitor1.i","IdealDiode3.v"
0, -500.848528137424,-282.842712474619
0.0001, -500.829606424535,1.03698091076021
0.0002, -500.38259284423,2.00042518684328
0.0003, -498.229862069002,2.00255758280294
0.0004, -494.708252578216,2.00605893309117
0.0005, -490.301392409965,2.01044563555638
0.0006, -485.495178529009,2.0152318142082
0.0007, -480.774623177699,2.01993247284761
0.0008, -476.620712693891,2.02406663626229
0.0009, -473.507296647379,2.02716046113422
0.001, -471.898024947946,2.02875029900685
0.0011, -472.243350278227,2.02838569395806
0.0012, -474.977612808586,2.02563229802024
0.0013, -480.516223664024,2.02007468787753
0.0014, -489.252963031181,2.01131906695005
0.0015, -500.57882757929,-15.0565029801975
0.0016, -500.567684644546,-20.0330326167864
0.0017, -500.557508781377,-25.4989144647368
0.0018, -500.548299994582,-31.4453907086922
0.0019, -500.44882951746,-38.6259478285502
0.002, -494.606632564406,-50.9240198749898
0.0021, -480.014838395046,-63.4529563063746
0.0022, -457.196466056665,-76.2270952653176
0.0023, -426.724813110906,-89.2587664096952
0.0024, -389.219763055247,-102.558143362
0.0025, -345.343835460879,-116.133109066379
0.0026, -295.798001601294,-129.989134859436
0.0027, -241.317289613635,-144.129173982693
0.0028, -182.666204365509,-158.553570182353
0.0029, -120.6339881901,-173.259981956339
0.003, -56.0297494939782,-188.243322919795
0.0031, 10.3225130668485,-203.495718668926
0.0032, 77.5889626127153,-219.006480429764
0.0033, 144.931023659977,-234.762095683562
0.0034, 211.510500509705,-250.746235864739
0.0035, 276.494685523596,-266.939781131014
0.0036, 339.061428509476,-283.320862109245
0.0037, 398.404138702709,-299.864918424892
0.0038, 453.736691252411,-316.544773728721
0.0039, 504.298210698379,-333.330726841607
0.004, 549.357704655576,-350.19065854784
0.0041, 588.218521800429,-367.090153479512
0.0042, 620.222609272989,-383.992636449956
0.0043, 644.754545767778,-400.859522513207
0.0044, 661.245327871642,-417.650379949607
0.0045, 669.175888619296,-434.323105305253
0.0046, 668.080328759894,-450.834109545571
0.0047, 657.548842861157,-467.138514321071
0.0048, 637.230324103554,-483.190357286784
0.0049, 606.834633433685,-498.942805366217
0.005, 566.134520636648,-514.348374806224
0.0051, 514.967186845469,-529.359156831136
0.0052, 453.235480020007,-543.927047673114
0.0053, 382.310515040461,-550.481267862062
0.0054, 306.726737327614,-552.795074676599
0.0055, 226.861555823044,-554.603141544561
0.0056, 142.781886124905,-555.877073832448
0.0057, 54.5883399620769,-556.589037905724
0.0058, -37.5850543156085,-556.711984900971
0.0059, -133.5713810608,-556.219872082693
0.006, -184.486176381985,-555.121111800247
0.0061, -185.931171621512,-553.882798283041
0.0062, -183.723280512065,-552.650939742023
0.0063, -178.339383186679,-551.447833747829
0.0064, -170.275311213052,-550.292514615933
0.0065, -160.042610114196,-549.200641370646
0.0066, -148.165218492253,-548.184407102383
0.0067, -135.176082772024,-547.252470956096
0.0068, -121.613726906437,-546.409913123512
0.0069, -108.018796603695,-545.658212512478
0.007, -94.9305977455175,-544.995247549934
0.0071, -82.8836486645777,-544.415320118731
0.0072, -72.4042658385188,-543.909202362556
0.0073, -64.0072023384973,-543.464205865746
0.0074, -58.1923580439627,-543.064273051414
0.0075, -55.4415802030073,-542.690090242502
0.0076, -56.2155723822615,-542.319221215962
0.0077, -60.9509292172353,-541.926261448623
0.0078, -70.0573136411846,-541.483010803404
0.0079, -83.9147924510195,-540.958664990455
0.008, -102.871345156965,-540.320023569848
0.0081, -127.24056007358,-539.531714023894
0.0082, -157.299530541346,-538.55643041851
0.0083, -193.286963030255,-537.355184641342
0.0084, -235.401507677711,-535.887570188606
0.0085, -283.800320551623,-534.112035023213
0.0086, -335.362535957525,-531.995996564348
0.0087, -385.811611528919,-529.541040960453
0.0088, -435.284516861202,-526.754079474586
0.0089, -433.942393978444,-523.853158844631
0.009, -425.038818259468,-520.994790029633
0.0091, -409.221961808351,-518.226026369504
0.0092, -387.03526407794,-515.590623963348
0.0093, -359.060664212426,-513.128547132624
0.0094, -325.914865264601,-510.875727825493
0.0095, -288.245408233302,-508.863850769671
0.0096, -246.726578463279,-507.120165491727
0.0097, -202.055167845324,-505.667326414255
0.0098, -154.946117017258,-504.523261550958
0.0099, -106.128062394329,-503.701070825286
0.01, -56.3388133450547,-503.20895423971
0.0101, -6.32078517547706,-503.050170613221
0.0102, 43.1835862129738,-503.223026681098
0.0103, 91.4364220676322,-503.720896796267
0.0104, 137.708945092345,-504.532273046948
0.0105, 181.285964709909,-505.640845372909
0.0106, 221.470278041586,-507.025611361428
0.0107, 257.586961877988,-508.661014736276
0.0108, 288.987531563229,-510.51711197772
0.0109, 315.053943495489,-512.559766236336
0.011, 335.202418857655,-514.75086652647
0.0111, 348.887067222037,-517.048572372232
0.0112, 355.603289825685,-519.407581175642
0.0113, 354.890943571561,-521.779417169114
0.0114, 346.337248174506,-524.11274081021
0.0115, 329.579420332066,-526.353675734526
0.0116, 304.307020344615,-528.446152832316
0.0117, 270.263998237756,-530.33226793832
0.0118, 227.250428132395,-531.952652217683
0.0119, 176.604864526065,-533.246362344698
0.012, 123.101131238611,-534.175755992464
0.0121, 66.9936214087277,-534.723814983636
0.0122, 8.16943911289991,-534.872812211745
0.0123, -53.4617303137533,-534.604369146905
0.0124, -117.966468794005,-533.899610464488
0.0125, -185.385406229336,-532.739529626642
0.0126, -183.920777299719,-376.623602969388
0.0127, -167.943792315382,-360.999524254552
0.0128, -148.138771977709,-345.339650257481
0.0129, -125.078852806747,-329.670725349691
0.013, -99.3567004991059,-314.017629460345
0.0131, -71.5807355616136,-298.403304427372
0.0132, -42.3712759260216,-282.8486930103
0.0133, -12.3566185348674,-267.372690819669
0.0134, 17.830917806658,-251.992111344085
0.0135, 47.5589658413733,-236.721664181386
0.0136, 76.1990770070345,-221.57394650538
0.0137, 103.13065986739,-206.559447724571
0.0138, 127.744867570863,-191.686567214822
0.0139, 149.448412403533,-176.961644934094
0.014, 167.667285943064,-162.389004655039
0.0141, 181.850363884152,-147.97100948036
0.0142, 191.472875282245,-133.708129237182
0.0143, 196.039716749721,-119.599019280304
0.0144, 195.088593038265,-105.640610170738
0.0145, 188.19296643465,-91.8282076355394
0.0146, 174.964798494905,-78.1556021580578
0.0147, 155.057068823625,-64.6151874946115
0.0148, 128.166056874416,-51.1980873645577
0.0149, 94.0333740890984,-37.8942895160397
0.015, 52.4477351068182,-24.6927863295601
0.0151, 3.2464582465746,-11.5817210862285
0.0152, -53.6833130096728,1.45146100281857
0.0153, -115.088228281531,2.00663380878245
0.0154, -177.151175550471,2.0275977392913
0.0155, -239.939262773938,2.06279166752938
0.0156, -303.517879896113,2.1120931003198
0.0157, -346.554454537351,2.15409763815427
0.0158, -340.80210976376,2.1598613027284
0.0159, -329.191553710703,2.17148340171776
0.016, -312.2464446152,2.18844031766308
0.0161, -290.522639100629,2.21017622917224
