"Time","FMU1:J1_w","FMU1:J2_w","FMU1:J3_w","FMU1:J4_w"
0,10,0,0,0
3.4813229427291729e-16,9.9999999999999964,3.4813218389124945e-15,2.0244550433959891e-60,2.0224799653048711e-60
1.1494795999712708e-15,9.9999999999999876,1.1494792355078829e-14,-3.8391493325177913e-57,-3.8512641438342149e-57
1.8815084743214676e-15,9.9999999999999822,1.8815078777550273e-14,-4.567529835607361e-45,-4.6197516837459928e-45
0.025771721883602414,9.8410777525296371,0.25767541200628696,-4.567529835607361e-45,-4.6197516837459928e-45
0.05154409493956949,9.8186507880111336,0.5150937332431047,-4.567529835607361e-45,-4.6197516837459928e-45
0.083037638170137734,9.7635792696220296,0.82890447670299727,-4.567529835607361e-45,-4.6197516837459928e-45
0.083037638170140898,9.7635792696220154,0.82890447670302869,-4.567529835607361e-45,-4.6197516837459928e-45
0.10316191314060272,9.6062653090472736,1.0287848803331487,8.914614921747363e-33,8.9158930244363202e-33
0.1031619131406058,9.6062653090472399,1.0287848803331794,8.9146149219359156e-33,8.9158930246249002e-33
0.10316191314060946,9.6062653090472008,1.0287848803332158,8.9146149219359156e-33,8.9158930246249002e-33
0.10316191314061315,9.6062653090471599,1.0287848803332524,8.9146149219359156e-33,8.9158930246249002e-33
0.1063521792960303,9.5698850839971694,1.0604148156502862,8.9146149219360881e-33,8.9158930246249467e-33
0.10635217929603399,9.569885083997125,1.0604148156503228,8.9146149219360881e-33,8.9158930246249467e-33
0.13333773665543625,9.1501889413299953,1.327235263911468,8.9146149219360881e-33,8.9158930246249467e-33
0.1333377366554408,9.1501889413299118,1.3272352639115128,8.9146149219360881e-33,8.9158930246249467e-33
0.13333773665544546,9.1501889413298247,1.3272352639115588,8.9146149219360881e-33,8.9158930246249467e-33
0.13333773665545012,9.1501889413297395,1.3272352639116047,8.9146149219360881e-33,8.9158930246249467e-33
0.13333773665545479,9.1501889413296524,1.3272352639116507,8.9146149219360881e-33,8.9158930246249467e-33
0.13333773665545945,9.1501889413295654,1.3272352639116967,8.9146149219360881e-33,8.9158930246249467e-33
0.16486463218154485,8.5379925690735288,1.6370128731241615,8.9146149219361797e-33,8.9158930246248537e-33
0.19378091200456837,8.0871555541559381,1.9189007314071016,8.9146149219361797e-33,8.9158930246248537e-33
0.19378091200457398,8.0871555541558742,1.918900731407156,8.9146149219361797e-33,8.9158930246248537e-33
0.19690837351350299,8.0522577786810512,1.9492438017300107,8.9146149219361797e-33,8.9158930246248537e-33
0.19690837351350932,8.0522577786809837,1.9492438017300719,8.9146149219361797e-33,8.9158930246248537e-33
0.22561013179493333,7.8713358942360827,2.2262513533137889,8.9146149219361797e-33,8.9158930246248537e-33
0.22561013179494055,7.8713358942360649,2.2262513533138582,8.9146149219361797e-33,8.9158930246248537e-33
0.22561013179494788,7.8713358942360472,2.2262513533139283,8.9146149219361797e-33,8.9158930246248537e-33
0.2256101317949552,7.8713358942360294,2.2262513533139985,8.9146149219361797e-33,8.9158930246248537e-33
0.22561013179496253,7.8713358942360117,2.2262513533140686,8.9146149219361797e-33,8.9158930246248537e-33
0.25721684793583577,7.8619216575831858,2.5279407039070465,4.4519167197311409e-31,4.4524869037879922e-31
0.25721684793584398,7.8619216575831885,2.5279407039071242,4.4519167197311409e-31,4.4524869037879922e-31
0.2572168479358522,7.8619216575831903,2.5279407039072019,4.4519167197311409e-31,4.4524869037879922e-31
0.25721684793586042,7.8619216575831921,2.5279407039072797,4.4519167197311409e-31,4.4524869037879922e-31
0.28913388845783355,7.7896988297162109,2.8285544084867276,4.4519167197311409e-31,4.4524869037879922e-31
0.28913388845784266,7.7896988297161567,2.8285544084868128,4.4519167197311409e-31,4.4524869037879922e-31
0.28913388845785176,7.7896988297161025,2.8285544084868981,4.4519167197311409e-31,4.4524869037879922e-31
0.28913388845786087,7.7896988297160483,2.8285544084869834,4.4519167197311409e-31,4.4524869037879922e-31
0.30296039767016031,7.6778457328282634,2.9573996442547208,4.444202194592605e-31,4.4417343807461671e-31
0.30296039767016941,7.6778457328281711,2.9573996442548052,4.4442021945926006e-31,4.4417343807461601e-31
0.30296039767017885,7.6778457328280743,2.9573996442548927,4.4442021945926006e-31,4.4417343807461601e-31
0.3029603976701884,7.6778457328279766,2.9573996442549815,4.4442021945926006e-31,4.4417343807461601e-31
0.30296039767019795,7.6778457328278789,2.9573996442550703,4.4442021945926006e-31,4.4417343807461601e-31
0.30593776564902392,7.6460655714809587,2.9850296272028634,8.9833326716400884e-31,8.981734816463128e-31
0.30593776564903347,7.646065571480853,2.9850296272029517,8.983332671650423e-31,8.9817348164734643e-31
0.30593776564904301,7.6460655714807473,2.9850296272030401,8.983332671650423e-31,8.9817348164734643e-31
0.30593776564905256,7.6460655714806407,2.9850296272031285,8.983332671650423e-31,8.9817348164734643e-31
0.3377205294993067,7.1607814509630003,3.2772981220400355,8.983332671650423e-31,8.9817348164734643e-31
