"Time","FMU_Interface_OUT0_Battery Charge - Battery Charge","FMU_Interface_OUT1_Current - Current","FMU_Interface_OUT2_Net Voltage - Net Voltage","FMU_Interface_OUT3_Power - Power"
160.86,86.1271,-117.228,19.3812,-2.27201
160.87,86.1268,-117.228,19.3811,-2.27201
160.88,86.1265,-117.228,19.3811,-2.27201
160.89,86.1262,-117.229,19.3811,-2.27202
160.9,86.1258,-117.229,19.3811,-2.27202
160.91,86.1255,-117.229,19.381,-2.27202
160.92,86.1252,-117.23,19.381,-2.27203
160.93,86.1249,-117.23,19.381,-2.27203
160.94,86.1245,-117.23,19.381,-2.27203
160.95,86.1242,-117.231,19.381,-2.27204
160.96,86.1239,-117.231,19.3809,-2.27204
160.97,86.1236,-117.231,19.3809,-2.27204
160.98,86.1232,-117.231,19.3809,-2.27205
160.99,86.1229,-117.232,19.3809,-2.27205
161,86.1226,-117.232,19.3808,-2.27205
161.01,86.1223,-117.232,19.3808,-2.27206
161.02,86.1219,-117.233,19.3808,-2.27206
161.03,86.1216,-117.233,19.3808,-2.27206
161.04,86.1213,-117.233,19.3808,-2.27207
161.05,86.121,-117.234,19.3807,-2.27207
161.06,86.1206,-117.234,19.3807,-2.27207
161.07,86.1203,-117.234,19.3807,-2.27208
161.08,86.12,-117.234,19.3807,-2.27208
161.09,86.1197,-117.235,19.3807,-2.27208
161.1,86.1193,-117.235,19.3806,-2.27209
161.11,86.119,-117.235,19.3806,-2.27209
161.12,86.1187,-117.236,19.3806,-2.27209
161.13,86.1184,-117.236,19.3806,-2.2721
161.14,86.118,-117.236,19.3805,-2.2721
161.15,86.1177,-117.237,19.3805,-2.2721
161.16,86.1174,-117.237,19.3805,-2.27211
161.17,86.117,-117.237,19.3805,-2.27211
161.18,86.1167,-117.238,19.3805,-2.27211
161.19,86.1164,-117.238,19.3804,-2.27212
161.2,86.1161,-117.238,19.3804,-2.27212
161.21,86.1157,-117.238,19.3804,-2.27212
161.22,86.1154,-117.239,19.3804,-2.27213
161.23,86.1151,-117.239,19.3803,-2.27213
161.24,86.1148,-117.239,19.3803,-2.27213
161.25,86.1144,-117.24,19.3803,-2.27214
161.26,86.1141,-117.24,19.3803,-2.27214
161.27,86.1138,-117.24,19.3803,-2.27214
161.28,86.1135,-117.241,19.3802,-2.27215
161.29,86.1131,-117.241,19.3802,-2.27215
161.3,86.1128,-117.241,19.3802,-2.27215
161.31,86.1125,-117.242,19.3802,-2.27216
161.32,86.1122,-117.242,19.3802,-2.27216
161.33,86.1118,-117.242,19.3801,-2.27216
161.34,86.1115,-117.242,19.3801,-2.27217
161.35,86.1112,-117.243,19.3801,-2.27217
161.36,86.1109,-117.243,19.3801,-2.27217
161.37,86.1105,-117.243,19.38,-2.27218
161.38,86.1102,-117.244,19.38,-2.27218
161.39,86.1099,-117.244,19.38,-2.27218
161.4,86.1096,-117.244,19.38,-2.27219
161.41,86.1092,-117.245,19.38,-2.27219
161.42,86.1089,-117.245,19.3799,-2.2722
161.43,86.1086,-117.245,19.3799,-2.2722
161.44,86.1083,-117.246,19.3799,-2.2722
161.45,86.1079,-117.246,19.3799,-2.27221
161.46,86.1076,-117.246,19.3798,-2.27221
161.47,86.1073,-117.246,19.3798,-2.27221
161.48,86.107,-117.247,19.3798,-2.27222
161.49,86.1066,-117.247,19.3798,-2.27222
161.5,86.1063,-117.247,19.3798,-2.27222
161.51,86.106,-117.248,19.3797,-2.27223
161.52,86.1056,-117.248,19.3797,-2.27223
161.53,86.1053,-117.248,19.3797,-2.27223
161.54,86.105,-117.249,19.3797,-2.27224
161.55,86.1047,-117.249,19.3796,-2.27224
161.56,86.1043,-117.249,19.3796,-2.27224
161.57,86.104,-117.25,19.3796,-2.27225
161.58,86.1037,-117.25,19.3796,-2.27225
161.59,86.1034,-117.25,19.3796,-2.27225
161.6,86.103,-117.25,19.3795,-2.27226
161.61,86.1027,-117.251,19.3795,-2.27226
161.62,86.1024,-117.251,19.3795,-2.27226
161.63,86.1021,-117.251,19.3795,-2.27227
161.64,86.1017,-117.252,19.3795,-2.27227
161.65,86.1014,-117.252,19.3794,-2.27227
161.66,86.1011,-117.252,19.3794,-2.27228
161.67,86.1008,-117.253,19.3794,-2.27228
161.68,86.1004,-117.253,19.3794,-2.27228
161.69,86.1001,-117.253,19.3793,-2.27229
161.7,86.0998,-117.253,19.3793,-2.27229
161.71,86.0995,-117.254,19.3793,-2.27229
161.72,86.0991,-117.254,19.3793,-2.2723
161.73,86.0988,-117.254,19.3793,-2.2723
161.74,86.0985,-117.255,19.3792,-2.2723
161.75,86.0982,-117.255,19.3792,-2.27231
161.76,86.0978,-117.255,19.3792,-2.27231
161.77,86.0975,-117.256,19.3792,-2.27231
161.78,86.0972,-117.256,19.3791,-2.27232
161.79,86.0969,-117.256,19.3791,-2.27232
161.8,86.0965,-117.257,19.3791,-2.27232
161.81,86.0962,-117.257,19.3791,-2.27233
161.82,86.0959,-117.257,19.3791,-2.27233
161.83,86.0956,-117.257,19.379,-2.27233
161.84,86.0952,-117.258,19.379,-2.27234
161.85,86.0949,-117.258,19.379,-2.27234
161.86,86.0946,-117.258,19.379,-2.27234
161.87,86.0943,-117.259,19.3789,-2.27235
161.88,86.0939,-117.259,19.3789,-2.27235
161.89,86.0936,-117.259,19.3789,-2.27235
161.9,86.0933,-117.26,19.3789,-2.27236
161.91,86.0929,-117.26,19.3789,-2.27236
161.92,86.0926,-117.26,19.3788,-2.27236
161.93,86.0923,-117.261,19.3788,-2.27237
161.94,86.092,-117.261,19.3788,-2.27237
161.95,86.0916,-117.261,19.3788,-2.27237
161.96,86.0913,-117.261,19.3788,-2.27238
161.97,86.091,-117.262,19.3787,-2.27238
161.98,86.0907,-117.262,19.3787,-2.27238
161.99,86.0903,-117.262,19.3787,-2.27239
162,86.09,-117.263,19.3787,-2.27239
162.01,86.0897,-117.263,19.3786,-2.27239
162.02,86.0894,-117.263,19.3786,-2.2724
162.03,86.089,-117.264,19.3786,-2.2724
162.04,86.0887,-117.264,19.3786,-2.2724
162.05,86.0884,-117.264,19.3786,-2.27241
162.06,86.0881,-117.265,19.3785,-2.27241
162.07,86.0877,-117.265,19.3785,-2.27241
162.08,86.0874,-117.265,19.3785,-2.27242
162.09,86.0871,-117.265,19.3785,-2.27242
162.1,86.0868,-117.266,19.3784,-2.27242
162.11,86.0864,-117.266,19.3784,-2.27243
162.12,86.0861,-117.266,19.3784,-2.27243
162.13,86.0858,-117.267,19.3784,-2.27243
162.14,86.0855,-117.267,19.3784,-2.27244
162.15,86.0851,-117.267,19.3783,-2.27244
162.16,86.0848,-117.268,19.3783,-2.27245
162.17,86.0845,-117.268,19.3783,-2.27245
162.18,86.0842,-117.268,19.3783,-2.27245
162.19,86.0838,-117.269,19.3783,-2.27246
162.2,86.0835,-117.269,19.3782,-2.27246
162.21,86.0832,-117.269,19.3782,-2.27246
162.22,86.0828,-117.269,19.3782,-2.27247
162.23,86.0825,-117.27,19.3782,-2.27247
162.24,86.0822,-117.27,19.3781,-2.27247
162.25,86.0819,-117.27,19.3781,-2.27248
162.26,86.0815,-117.271,19.3781,-2.27248
162.27,86.0812,-117.271,19.3781,-2.27248
162.28,86.0809,-117.271,19.3781,-2.27249
162.29,86.0806,-117.272,19.378,-2.27249
162.3,86.0802,-117.272,19.378,-2.27249
162.31,86.0799,-117.272,19.378,-2.2725
162.32,86.0796,-117.272,19.378,-2.2725
162.33,86.0793,-117.273,19.3779,-2.2725
162.34,86.0789,-117.273,19.3779,-2.27251
162.35,86.0786,-117.273,19.3779,-2.27251
162.36,86.0783,-117.274,19.3779,-2.27251
162.37,86.078,-117.274,19.3779,-2.27252
162.38,86.0776,-117.274,19.3778,-2.27252
162.39,86.0773,-117.275,19.3778,-2.27252
162.4,86.077,-117.275,19.3778,-2.27253
162.41,86.0767,-117.275,19.3778,-2.27253
162.42,86.0763,-117.276,19.3777,-2.27253
162.43,86.076,-117.276,19.3777,-2.27254
162.44,86.0757,-117.276,19.3777,-2.27254
162.45,86.0754,-117.276,19.3777,-2.27254
162.46,86.075,-117.277,19.3777,-2.27255
162.47,86.0747,-117.277,19.3776,-2.27255
162.48,86.0744,-117.277,19.3776,-2.27255
162.49,86.0741,-117.278,19.3776,-2.27256
162.5,86.0737,-117.278,19.3776,-2.27256
162.51,86.0734,-117.278,19.3776,-2.27256
162.52,86.0731,-117.279,19.3775,-2.27257
162.53,86.0728,-117.279,19.3775,-2.27257
162.54,86.0724,-117.279,19.3775,-2.27257
162.55,86.0721,-117.28,19.3775,-2.27258
162.56,86.0718,-117.28,19.3774,-2.27258
162.57,86.0714,-117.28,19.3774,-2.27258
162.58,86.0711,-117.28,19.3774,-2.27259
162.59,86.0708,-117.281,19.3774,-2.27259
162.6,86.0705,-117.281,19.3774,-2.27259
162.61,86.0701,-117.281,19.3773,-2.2726
162.62,86.0698,-117.282,19.3773,-2.2726
162.63,86.0695,-117.282,19.3773,-2.2726
162.64,86.0692,-117.282,19.3773,-2.27261
162.65,86.0688,-117.283,19.3772,-2.27261
162.66,86.0685,-117.283,19.3772,-2.27261
162.67,86.0682,-117.283,19.3772,-2.27262
162.68,86.0679,-117.284,19.3772,-2.27262
162.69,86.0675,-117.284,19.3772,-2.27262
162.7,86.0672,-117.284,19.3771,-2.27263
162.71,86.0669,-117.284,19.3771,-2.27263
162.72,86.0666,-117.285,19.3771,-2.27263
162.73,86.0662,-117.285,19.3771,-2.27264
162.74,86.0659,-117.285,19.377,-2.27264
162.75,86.0656,-117.286,19.377,-2.27264
162.76,86.0653,-117.286,19.377,-2.27265
162.77,86.0649,-117.286,19.377,-2.27265
162.78,86.0646,-117.287,19.377,-2.27265
162.79,86.0643,-117.287,19.3769,-2.27266
162.8,86.064,-117.287,19.3769,-2.27266
162.81,86.0636,-117.288,19.3769,-2.27266
162.82,86.0633,-117.288,19.3769,-2.27267
162.83,86.063,-117.288,19.3769,-2.27267
162.84,86.0627,-117.288,19.3768,-2.27267
162.85,86.0623,-117.289,19.3768,-2.27268
162.86,86.062,-117.289,19.3768,-2.27268
162.87,86.0617,-117.289,19.3768,-2.27268
162.88,86.0613,-117.29,19.3767,-2.27269
162.89,86.061,-117.29,19.3767,-2.27269
162.9,86.0607,-117.29,19.3767,-2.2727
162.91,86.0604,-117.291,19.3767,-2.2727
162.92,86.06,-117.291,19.3767,-2.2727
162.93,86.0597,-117.291,19.3766,-2.27271
162.94,86.0594,-117.292,19.3766,-2.27271
162.95,86.0591,-117.292,19.3766,-2.27271
162.96,86.0587,-117.292,19.3766,-2.27272
162.97,86.0584,-117.292,19.3765,-2.27272
162.98,86.0581,-117.293,19.3765,-2.27272
162.99,86.0578,-117.293,19.3765,-2.27273
163,86.0574,-117.293,19.3765,-2.27273
163.01,86.0571,-117.294,19.3765,-2.27273
163.02,86.0568,-117.294,19.3764,-2.27274
163.03,86.0565,-117.294,19.3764,-2.27274
163.04,86.0561,-117.295,19.3764,-2.27274
163.05,86.0558,-117.295,19.3764,-2.27275
163.06,86.0555,-117.295,19.3764,-2.27275
163.07,86.0552,-117.295,19.3763,-2.27275
163.08,86.0548,-117.296,19.3763,-2.27276
163.09,86.0545,-117.296,19.3763,-2.27276
163.1,86.0542,-117.296,19.3763,-2.27276
163.11,86.0539,-117.297,19.3762,-2.27277
163.12,86.0535,-117.297,19.3762,-2.27277
163.13,86.0532,-117.297,19.3762,-2.27277
163.14,86.0529,-117.298,19.3762,-2.27278
163.15,86.0526,-117.298,19.3762,-2.27278
163.16,86.0522,-117.298,19.3761,-2.27278
163.17,86.0519,-117.299,19.3761,-2.27279
163.18,86.0516,-117.299,19.3761,-2.27279
163.19,86.0512,-117.299,19.3761,-2.27279
163.2,86.0509,-117.299,19.376,-2.2728
163.21,86.0506,-117.3,19.376,-2.2728
163.22,86.0503,-117.3,19.376,-2.2728
163.23,86.0499,-117.3,19.376,-2.27281
163.24,86.0496,-117.301,19.376,-2.27281
163.25,86.0493,-117.301,19.3759,-2.27281
163.26,86.049,-117.301,19.3759,-2.27282
163.27,86.0486,-117.302,19.3759,-2.27282
163.28,86.0483,-117.302,19.3759,-2.27282
163.29,86.048,-117.302,19.3758,-2.27283
163.3,86.0477,-117.303,19.3758,-2.27283
163.31,86.0473,-117.303,19.3758,-2.27283
163.32,86.047,-117.303,19.3758,-2.27284
163.33,86.0467,-117.303,19.3758,-2.27284
163.34,86.0464,-117.304,19.3757,-2.27284
163.35,86.046,-117.304,19.3757,-2.27285
163.36,86.0457,-117.304,19.3757,-2.27285
163.37,86.0454,-117.305,19.3757,-2.27285
163.38,86.0451,-117.305,19.3757,-2.27286
163.39,86.0447,-117.305,19.3756,-2.27286
163.4,86.0444,-117.306,19.3756,-2.27286
163.41,86.0441,-117.306,19.3756,-2.27287
163.42,86.0438,-117.306,19.3756,-2.27287
163.43,86.0434,-117.307,19.3755,-2.27287
163.44,86.0431,-117.307,19.3755,-2.27288
163.45,86.0428,-117.307,19.3755,-2.27288
163.46,86.0425,-117.307,19.3755,-2.27288
163.47,86.0421,-117.308,19.3755,-2.27289
163.48,86.0418,-117.308,19.3754,-2.27289
163.49,86.0415,-117.308,19.3754,-2.27289
163.5,86.0411,-117.309,19.3754,-2.2729
163.51,86.0408,-117.309,19.3754,-2.2729
163.52,86.0405,-117.309,19.3753,-2.2729
163.53,86.0402,-117.31,19.3753,-2.27291
163.54,86.0398,-117.31,19.3753,-2.27291
163.55,86.0395,-117.31,19.3753,-2.27291
163.56,86.0392,-117.311,19.3753,-2.27292
163.57,86.0389,-117.311,19.3752,-2.27292
163.58,86.0385,-117.311,19.3752,-2.27292
163.59,86.0382,-117.311,19.3752,-2.27293
163.6,86.0379,-117.312,19.3752,-2.27293
163.61,86.0376,-117.312,19.3751,-2.27293
163.62,86.0372,-117.312,19.3751,-2.27294
163.63,86.0369,-117.313,19.3751,-2.27294
163.64,86.0366,-117.313,19.3751,-2.27295
163.65,86.0363,-117.313,19.3751,-2.27295
163.66,86.0359,-117.314,19.375,-2.27295
163.67,86.0356,-117.314,19.375,-2.27296
163.68,86.0353,-117.314,19.375,-2.27296
163.69,86.035,-117.314,19.375,-2.27296
163.7,86.0346,-117.315,19.375,-2.27297
163.71,86.0343,-117.315,19.3749,-2.27297
163.72,86.034,-117.315,19.3749,-2.27297
163.73,86.0337,-117.316,19.3749,-2.27298
163.74,86.0333,-117.316,19.3749,-2.27298
163.75,86.033,-117.316,19.3748,-2.27298
163.76,86.0327,-117.317,19.3748,-2.27299
163.77,86.0323,-117.317,19.3748,-2.27299
163.78,86.032,-117.317,19.3748,-2.27299
163.79,86.0317,-117.318,19.3748,-2.273
163.8,86.0314,-117.318,19.3747,-2.273
163.81,86.031,-117.318,19.3747,-2.273
163.82,86.0307,-117.318,19.3747,-2.27301
163.83,86.0304,-117.319,19.3747,-2.27301
163.84,86.0301,-117.319,19.3746,-2.27301
163.85,86.0297,-117.319,19.3746,-2.27302
163.86,86.0294,-117.32,19.3746,-2.27302
163.87,86.0291,-117.32,19.3746,-2.27302
163.88,86.0288,-117.32,19.3746,-2.27303
163.89,86.0284,-117.321,19.3745,-2.27303
163.9,86.0281,-117.321,19.3745,-2.27303
163.91,86.0278,-117.321,19.3745,-2.27304
163.92,86.0275,-117.322,19.3745,-2.27304
163.93,86.0271,-117.322,19.3744,-2.27304
163.94,86.0268,-117.322,19.3744,-2.27305
163.95,86.0265,-117.322,19.3744,-2.27305
163.96,86.0262,-117.323,19.3744,-2.27305
163.97,86.0258,-117.323,19.3744,-2.27306
163.98,86.0255,-117.323,19.3743,-2.27306
163.99,86.0252,-117.324,19.3743,-2.27306
164,86.0249,-117.324,19.3743,-2.27307
164.01,86.0245,-117.324,19.3743,-2.27307
164.02,86.0242,-117.325,19.3743,-2.27307
164.03,86.0239,-117.325,19.3742,-2.27308
164.04,86.0235,-117.325,19.3742,-2.27308
164.05,86.0232,-117.326,19.3742,-2.27308
164.06,86.0229,-117.326,19.3742,-2.27309
164.07,86.0226,-117.326,19.3741,-2.27309
164.08,86.0222,-117.326,19.3741,-2.27309
164.09,86.0219,-117.327,19.3741,-2.2731
164.1,86.0216,-117.327,19.3741,-2.2731
164.11,86.0213,-117.327,19.3741,-2.2731
164.12,86.0209,-117.328,19.374,-2.27311
164.13,86.0206,-117.328,19.374,-2.27311
164.14,86.0203,-117.328,19.374,-2.27311
164.15,86.02,-117.329,19.374,-2.27312
164.16,86.0196,-117.329,19.3739,-2.27312
164.17,86.0193,-117.329,19.3739,-2.27312
164.18,86.019,-117.33,19.3739,-2.27313
164.19,86.0187,-117.33,19.3739,-2.27313
164.2,86.0183,-117.33,19.3739,-2.27313
164.21,86.018,-117.33,19.3738,-2.27314
164.22,86.0177,-117.331,19.3738,-2.27314
164.23,86.0174,-117.331,19.3738,-2.27314
164.24,86.017,-117.331,19.3738,-2.27315
164.25,86.0167,-117.332,19.3738,-2.27315
164.26,86.0164,-117.332,19.3737,-2.27315
164.27,86.0161,-117.332,19.3737,-2.27316
164.28,86.0157,-117.333,19.3737,-2.27316
164.29,86.0154,-117.333,19.3737,-2.27316
164.3,86.0151,-117.333,19.3736,-2.27317
164.31,86.0147,-117.334,19.3736,-2.27317
164.32,86.0144,-117.334,19.3736,-2.27317
164.33,86.0141,-117.334,19.3736,-2.27318
164.34,86.0138,-117.334,19.3736,-2.27318
164.35,86.0134,-117.335,19.3735,-2.27318
164.36,86.0131,-117.335,19.3735,-2.27319
164.37,86.0128,-117.335,19.3735,-2.27319
164.38,86.0125,-117.336,19.3735,-2.2732
164.39,86.0121,-117.336,19.3734,-2.2732
164.4,86.0118,-117.336,19.3734,-2.2732
164.41,86.0115,-117.337,19.3734,-2.27321
164.42,86.0112,-117.337,19.3734,-2.27321
164.43,86.0108,-117.337,19.3734,-2.27321
164.44,86.0105,-117.337,19.3733,-2.27322
164.45,86.0102,-117.338,19.3733,-2.27322
164.46,86.0099,-117.338,19.3733,-2.27322
164.47,86.0095,-117.338,19.3733,-2.27323
164.48,86.0092,-117.339,19.3732,-2.27323
164.49,86.0089,-117.339,19.3732,-2.27323
164.5,86.0086,-117.339,19.3732,-2.27324
164.51,86.0082,-117.34,19.3732,-2.27324
164.52,86.0079,-117.34,19.3732,-2.27324
164.53,86.0076,-117.34,19.3731,-2.27325
164.54,86.0073,-117.341,19.3731,-2.27325
164.55,86.0069,-117.341,19.3731,-2.27325
164.56,86.0066,-117.341,19.3731,-2.27326
164.57,86.0063,-117.341,19.3731,-2.27326
164.58,86.0059,-117.342,19.373,-2.27326
164.59,86.0056,-117.342,19.373,-2.27327
164.6,86.0053,-117.342,19.373,-2.27327
164.61,86.005,-117.343,19.373,-2.27327
164.62,86.0046,-117.343,19.3729,-2.27328
164.63,86.0043,-117.343,19.3729,-2.27328
164.64,86.004,-117.344,19.3729,-2.27328
164.65,86.0037,-117.344,19.3729,-2.27329
164.66,86.0033,-117.344,19.3729,-2.27329
164.67,86.003,-117.345,19.3728,-2.27329
164.68,86.0027,-117.345,19.3728,-2.2733
164.69,86.0024,-117.345,19.3728,-2.2733
164.7,86.002,-117.345,19.3728,-2.2733
164.71,86.0017,-117.346,19.3727,-2.27331
164.72,86.0014,-117.346,19.3727,-2.27331
164.73,86.0011,-117.346,19.3727,-2.27331
164.74,86.0007,-117.347,19.3727,-2.27332
164.75,86.0004,-117.347,19.3727,-2.27332
164.76,86.0001,-117.347,19.3726,-2.27332
164.77,85.9998,-117.348,19.3726,-2.27333
164.78,85.9994,-117.348,19.3726,-2.27333
164.79,85.9991,-117.348,19.3726,-2.27333
164.8,85.9988,-117.349,19.3725,-2.27334
164.81,85.9985,-117.349,19.3725,-2.27334
164.82,85.9981,-117.349,19.3725,-2.27334
164.83,85.9978,-117.349,19.3725,-2.27335
164.84,85.9975,-117.35,19.3725,-2.27335
164.85,85.9971,-117.35,19.3724,-2.27335
164.86,85.9968,-117.35,19.3724,-2.27336
164.87,85.9965,-117.351,19.3724,-2.27336
164.88,85.9962,-117.351,19.3724,-2.27336
164.89,85.9958,-117.351,19.3724,-2.27337
164.9,85.9955,-117.352,19.3723,-2.27337
164.91,85.9952,-117.352,19.3723,-2.27337
164.92,85.9949,-117.352,19.3723,-2.27338
164.93,85.9945,-117.353,19.3723,-2.27338
164.94,85.9942,-117.353,19.3722,-2.27338
164.95,85.9939,-117.353,19.3722,-2.27339
164.96,85.9936,-117.353,19.3722,-2.27339
164.97,85.9932,-117.354,19.3722,-2.27339
164.98,85.9929,-117.354,19.3722,-2.2734
164.99,85.9926,-117.354,19.3721,-2.2734
165,85.9923,-117.355,19.3721,-2.2734
165.01,85.9919,-117.355,19.3721,-2.27341
165.02,85.9916,-117.355,19.3721,-2.27341
165.03,85.9913,-117.356,19.372,-2.27341
165.04,85.991,-117.356,19.372,-2.27342
165.05,85.9906,-117.356,19.372,-2.27342
165.06,85.9903,-117.357,19.372,-2.27342
165.07,85.99,-117.357,19.372,-2.27343
165.08,85.9897,-117.357,19.3719,-2.27343
165.09,85.9893,-117.357,19.3719,-2.27343
165.1,85.989,-117.358,19.3719,-2.27344
165.11,85.9887,-117.358,19.3719,-2.27344
165.12,85.9883,-117.358,19.3718,-2.27344
165.13,85.988,-117.359,19.3718,-2.27345
165.14,85.9877,-117.359,19.3718,-2.27345
165.15,85.9874,-117.359,19.3718,-2.27346
165.16,85.987,-117.36,19.3718,-2.27346
165.17,85.9867,-117.36,19.3717,-2.27346
165.18,85.9864,-117.36,19.3717,-2.27347
165.19,85.9861,-117.361,19.3717,-2.27347
165.2,85.9857,-117.361,19.3717,-2.27347
165.21,85.9854,-117.361,19.3717,-2.27348
165.22,85.9851,-117.361,19.3716,-2.27348
165.23,85.9848,-117.362,19.3716,-2.27348
165.24,85.9844,-117.362,19.3716,-2.27349
165.25,85.9841,-117.362,19.3716,-2.27349
165.26,85.9838,-117.363,19.3715,-2.27349
165.27,85.9835,-117.363,19.3715,-2.2735
165.28,85.9831,-117.363,19.3715,-2.2735
165.29,85.9828,-117.364,19.3715,-2.2735
165.3,85.9825,-117.364,19.3715,-2.27351
165.31,85.9822,-117.364,19.3714,-2.27351
165.32,85.9818,-117.364,19.3714,-2.27351
165.33,85.9815,-117.365,19.3714,-2.27352
165.34,85.9812,-117.365,19.3714,-2.27352
165.35,85.9808,-117.365,19.3713,-2.27352
165.36,85.9805,-117.366,19.3713,-2.27353
165.37,85.9802,-117.366,19.3713,-2.27353
165.38,85.9799,-117.366,19.3713,-2.27353
165.39,85.9795,-117.367,19.3713,-2.27354
165.4,85.9792,-117.367,19.3712,-2.27354
165.41,85.9789,-117.367,19.3712,-2.27354
165.42,85.9786,-117.368,19.3712,-2.27355
165.43,85.9782,-117.368,19.3712,-2.27355
165.44,85.9779,-117.368,19.3711,-2.27355
165.45,85.9776,-117.368,19.3711,-2.27356
165.46,85.9773,-117.369,19.3711,-2.27356
165.47,85.9769,-117.369,19.3711,-2.27356
165.48,85.9766,-117.369,19.3711,-2.27357
165.49,85.9763,-117.37,19.371,-2.27357
165.5,85.976,-117.37,19.371,-2.27357
165.51,85.9756,-117.37,19.371,-2.27358
165.52,85.9753,-117.371,19.371,-2.27358
165.53,85.975,-117.371,19.371,-2.27358
165.54,85.9747,-117.371,19.3709,-2.27359
165.55,85.9743,-117.372,19.3709,-2.27359
165.56,85.974,-117.372,19.3709,-2.27359
165.57,85.9737,-117.372,19.3709,-2.2736
165.58,85.9733,-117.372,19.3708,-2.2736
165.59,85.973,-117.373,19.3708,-2.2736
165.6,85.9727,-117.373,19.3708,-2.27361
165.61,85.9724,-117.373,19.3708,-2.27361
165.62,85.972,-117.374,19.3708,-2.27361
165.63,85.9717,-117.374,19.3707,-2.27362
165.64,85.9714,-117.374,19.3707,-2.27362
165.65,85.9711,-117.375,19.3707,-2.27362
165.66,85.9707,-117.375,19.3707,-2.27363
165.67,85.9704,-117.375,19.3706,-2.27363
165.68,85.9701,-117.376,19.3706,-2.27363
165.69,85.9698,-117.376,19.3706,-2.27364
165.7,85.9694,-117.376,19.3706,-2.27364
165.71,85.9691,-117.376,19.3706,-2.27364
165.72,85.9688,-117.377,19.3705,-2.27365
165.73,85.9685,-117.377,19.3705,-2.27365
165.74,85.9681,-117.377,19.3705,-2.27365
165.75,85.9678,-117.378,19.3705,-2.27366
165.76,85.9675,-117.378,19.3705,-2.27366
165.77,85.9672,-117.378,19.3704,-2.27366
165.78,85.9668,-117.379,19.3704,-2.27367
165.79,85.9665,-117.379,19.3704,-2.27367
165.8,85.9662,-117.379,19.3704,-2.27367
165.81,85.9659,-117.38,19.3703,-2.27368
165.82,85.9655,-117.38,19.3703,-2.27368
165.83,85.9652,-117.38,19.3703,-2.27368
165.84,85.9649,-117.38,19.3703,-2.27369
165.85,85.9645,-117.381,19.3703,-2.27369
165.86,85.9642,-117.381,19.3702,-2.27369
165.87,85.9639,-117.381,19.3702,-2.2737
165.88,85.9636,-117.382,19.3702,-2.2737
165.89,85.9632,-117.382,19.3702,-2.2737
165.9,85.9629,-117.382,19.3701,-2.27371
165.91,85.9626,-117.383,19.3701,-2.27371
165.92,85.9623,-117.383,19.3701,-2.27372
165.93,85.9619,-117.383,19.3701,-2.27372
165.94,85.9616,-117.384,19.3701,-2.27372
165.95,85.9613,-117.384,19.37,-2.27373
165.96,85.961,-117.384,19.37,-2.27373
165.97,85.9606,-117.384,19.37,-2.27373
165.98,85.9603,-117.385,19.37,-2.27374
165.99,85.96,-117.385,19.3699,-2.27374
166,85.9597,-117.385,19.3699,-2.27374
166.01,85.9593,-117.386,19.3699,-2.27375
166.02,85.959,-117.386,19.3699,-2.27375
166.03,85.9587,-117.386,19.3699,-2.27375
166.04,85.9584,-117.387,19.3698,-2.27376
166.05,85.958,-117.387,19.3698,-2.27376
166.06,85.9577,-117.387,19.3698,-2.27376
166.07,85.9574,-117.387,19.3698,-2.27377
166.08,85.957,-117.388,19.3698,-2.27377
166.09,85.9567,-117.388,19.3697,-2.27377
166.1,85.9564,-117.388,19.3697,-2.27378
166.11,85.9561,-117.389,19.3697,-2.27378
166.12,85.9557,-117.389,19.3697,-2.27378
166.13,85.9554,-117.389,19.3696,-2.27379
166.14,85.9551,-117.39,19.3696,-2.27379
166.15,85.9548,-117.39,19.3696,-2.27379
166.16,85.9544,-117.39,19.3696,-2.2738
166.17,85.9541,-117.391,19.3696,-2.2738
166.18,85.9538,-117.391,19.3695,-2.2738
166.19,85.9535,-117.391,19.3695,-2.27381
166.2,85.9531,-117.391,19.3695,-2.27381
166.21,85.9528,-117.392,19.3695,-2.27381
166.22,85.9525,-117.392,19.3694,-2.27382
166.23,85.9522,-117.392,19.3694,-2.27382
166.24,85.9518,-117.393,19.3694,-2.27382
166.25,85.9515,-117.393,19.3694,-2.27383
166.26,85.9512,-117.393,19.3694,-2.27383
166.27,85.9509,-117.394,19.3693,-2.27383
166.28,85.9505,-117.394,19.3693,-2.27384
166.29,85.9502,-117.394,19.3693,-2.27384
166.3,85.9499,-117.395,19.3693,-2.27384
166.31,85.9495,-117.395,19.3692,-2.27385
166.32,85.9492,-117.395,19.3692,-2.27385
166.33,85.9489,-117.395,19.3692,-2.27385
166.34,85.9486,-117.396,19.3692,-2.27386
166.35,85.9482,-117.396,19.3692,-2.27386
166.36,85.9479,-117.396,19.3691,-2.27386
166.37,85.9476,-117.397,19.3691,-2.27387
166.38,85.9473,-117.397,19.3691,-2.27387
166.39,85.9469,-117.397,19.3691,-2.27387
166.4,85.9466,-117.398,19.3691,-2.27388
166.41,85.9463,-117.398,19.369,-2.27388
166.42,85.946,-117.398,19.369,-2.27388
166.43,85.9456,-117.399,19.369,-2.27389
166.44,85.9453,-117.399,19.369,-2.27389
166.45,85.945,-117.399,19.3689,-2.27389
166.46,85.9447,-117.399,19.3689,-2.2739
