"time","h","v","der(h)","der(v)","v_new"
0.01395,0.99906087030625,-0.1368495,-0.1368495,-9.81,0
0.014175,0.99903007916875,-0.13905675,-0.13905675,-9.81,0
0.0144,0.9989987914,-0.141264,-0.141264,-9.81,0
0.014625,0.998967007,-0.14347125,-0.14347125,-9.81,0
0.01485,0.99893472596875,-0.1456785,-0.1456785,-9.81,0
0.015075,0.99890194830625,-0.14788575,-0.14788575,-9.81,0
0.0153,0.9988686740125,-0.150093,-0.150093,-9.81,0
0.015525,0.9988349030875,-0.15230025,-0.15230025,-9.81,0
0.01575,0.99880063553125,-0.1545075,-0.1545075,-9.81,0
0.015975,0.99876587134375,-0.15671475,-0.15671475,-9.81,0
0.0162,0.998730610525,-0.158922,-0.158922,-9.81,0
0.016425,0.998694853075,-0.16112925,-0.16112925,-9.81,0
0.01665,0.99865859899375,-0.1633365,-0.1633365,-9.81,0
0.016875,0.99862184828125,-0.16554375,-0.16554375,-9.81,0
0.0171,0.9985846009375,-0.167751,-0.167751,-9.81,0
0.017325,0.9985468569625,-0.16995825,-0.16995825,-9.81,0
0.01755,0.99850861635625,-0.1721655,-0.1721655,-9.81,0
0.017775,0.99846987911875,-0.17437275,-0.17437275,-9.81,0
0.018,0.99843064525,-0.17658,-0.17658,-9.81,0
0.018225,0.99839091475,-0.17878725,-0.17878725,-9.81,0
0.01845,0.99835068761875,-0.1809945,-0.1809945,-9.81,0
0.018675,0.99830996385625,-0.18320175,-0.18320175,-9.81,0
0.0189,0.9982687434625,-0.185409,-0.185409,-9.81,0
0.019125,0.9982270264375,-0.18761625,-0.18761625,-9.81,0
0.01935,0.99818481278125,-0.1898235,-0.1898235,-9.81,0
0.019575,0.99814210249375,-0.19203075,-0.19203075,-9.81,0
0.0198,0.998098895575,-0.194238,-0.194238,-9.81,0
0.020025,0.998055192025,-0.19644525,-0.19644525,-9.81,0
0.02025,0.99801099184375,-0.1986525,-0.1986525,-9.81,0
0.020475,0.99796629503125,-0.20085975,-0.20085975,-9.81,0
0.0207,0.9979211015875,-0.203067,-0.203067,-9.81,0
0.020925,0.9978754115125,-0.20527425,-0.20527425,-9.81,0
0.02115,0.99782922480625,-0.2074815,-0.2074815,-9.81,0
0.021375,0.99778254146875,-0.20968875,-0.20968875,-9.81,0
0.0216,0.9977353615,-0.211896,-0.211896,-9.81,0
0.021825,0.9976876849,-0.21410325,-0.21410325,-9.81,0
0.02205,0.99763951166875,-0.2163105,-0.2163105,-9.81,0
0.022275,0.99759084180625,-0.21851775,-0.21851775,-9.81,0
0.0225,0.9975416753125,-0.220725,-0.220725,-9.81,0
0.022725,0.9974920121875,-0.22293225,-0.22293225,-9.81,0
0.02295,0.99744185243125,-0.2251395,-0.2251395,-9.81,0
0.023175,0.99739119604375,-0.22734675,-0.22734675,-9.81,0
0.0234,0.997340043025,-0.229554,-0.229554,-9.81,0
0.023625,0.997288393375,-0.23176125,-0.23176125,-9.81,0
0.02385,0.99723624709375,-0.2339685,-0.2339685,-9.81,0
0.024075,0.99718360418125,-0.23617575,-0.23617575,-9.81,0
0.0243,0.9971304646375,-0.238383,-0.238383,-9.81,0
0.024525,0.9970768284625,-0.24059025,-0.24059025,-9.81,0
0.02475,0.99702269565625,-0.2427975,-0.2427975,-9.81,0
0.024975,0.99696806621875,-0.24500475,-0.24500475,-9.81,0
0.0252,0.99691294015,-0.247212,-0.247212,-9.81,0
0.025425,0.99685731745,-0.24941925,-0.24941925,-9.81,0
0.02565,0.99680119811875,-0.2516265,-0.2516265,-9.81,0
0.025875,0.99674458215625,-0.25383375,-0.25383375,-9.81,0
0.0261,0.9966874695625,-0.256041,-0.256041,-9.81,0
0.026325,0.9966298603375,-0.25824825,-0.25824825,-9.81,0
0.02655,0.99657175448125,-0.2604555,-0.2604555,-9.81,0
0.026775,0.99651315199375,-0.26266275,-0.26266275,-9.81,0
0.027,0.996454052875,-0.264869999999999,-0.264869999999999,-9.81,0
0.027225,0.996394457125,-0.267077249999999,-0.267077249999999,-9.81,0
0.02745,0.99633436474375,-0.269284499999999,-0.269284499999999,-9.81,0
0.027675,0.99627377573125,-0.271491749999999,-0.271491749999999,-9.81,0
0.0279,0.9962126900875,-0.273698999999999,-0.273698999999999,-9.81,0
0.028125,0.9961511078125,-0.275906249999999,-0.275906249999999,-9.81,0
0.02835,0.99608902890625,-0.278113499999999,-0.278113499999999,-9.81,0
0.028575,0.99602645336875,-0.280320749999999,-0.280320749999999,-9.81,0
0.0288,0.9959633812,-0.282527999999999,-0.282527999999999,-9.81,0
0.029025,0.9958998124,-0.284735249999999,-0.284735249999999,-9.81,0
0.02925,0.99583574696875,-0.286942499999999,-0.286942499999999,-9.81,0
0.029475,0.99577118490625,-0.289149749999999,-0.289149749999999,-9.81,0
0.0297,0.9957061262125,-0.291356999999999,-0.291356999999999,-9.81,0
0.029925,0.9956405708875,-0.293564249999999,-0.293564249999999,-9.81,0
0.03015,0.99557451893125,-0.295771499999999,-0.295771499999999,-9.81,0
0.030375,0.99550797034375,-0.297978749999999,-0.297978749999999,-9.81,0
0.0306,0.995440925125,-0.300185999999999,-0.300185999999999,-9.81,0
0.030825,0.995373383275,-0.302393249999999,-0.302393249999999,-9.81,0
0.03105,0.99530534479375,-0.304600499999999,-0.304600499999999,-9.81,0
0.031275,0.99523680968125,-0.306807749999999,-0.306807749999999,-9.81,0
0.0315,0.9951677779375,-0.309014999999999,-0.309014999999999,-9.81,0
0.031725,0.9950982495625,-0.311222249999999,-0.311222249999999,-9.81,0
0.03195,0.99502822455625,-0.313429499999999,-0.313429499999999,-9.81,0
0.032175,0.99495770291875,-0.315636749999999,-0.315636749999999,-9.81,0
0.0324,0.99488668465,-0.317843999999999,-0.317843999999999,-9.81,0
0.032625,0.99481516975,-0.320051249999999,-0.320051249999999,-9.81,0
0.03285,0.99474315821875,-0.322258499999999,-0.322258499999999,-9.81,0
0.033075,0.99467065005625,-0.324465749999999,-0.324465749999999,-9.81,0
0.0333,0.9945976452625,-0.326672999999999,-0.326672999999999,-9.81,0
0.033525,0.9945241438375,-0.328880249999999,-0.328880249999999,-9.81,0
0.03375,0.99445014578125,-0.331087499999999,-0.331087499999999,-9.81,0
0.033975,0.99437565109375,-0.333294749999999,-0.333294749999999,-9.81,0
0.0342,0.994300659775,-0.335501999999999,-0.335501999999999,-9.81,0
0.034425,0.994225171825,-0.337709249999999,-0.337709249999999,-9.81,0
0.03465,0.99414918724375,-0.339916499999999,-0.339916499999999,-9.81,0
0.034875,0.99407270603125,-0.342123749999999,-0.342123749999999,-9.81,0
0.0351,0.9939957281875,-0.344330999999999,-0.344330999999999,-9.81,0
0.035325,0.9939182537125,-0.346538249999999,-0.346538249999999,-9.81,0
0.03555,0.99384028260625,-0.348745499999999,-0.348745499999999,-9.81,0
0.035775,0.99376181486875,-0.350952749999999,-0.350952749999999,-9.81,0
0.036,0.9936828505,-0.353159999999999,-0.353159999999999,-9.81,0
0.036225,0.9936033895,-0.355367249999999,-0.355367249999999,-9.81,0
0.03645,0.99352343186875,-0.357574499999999,-0.357574499999999,-9.81,0
0.036675,0.99344297760625,-0.359781749999999,-0.359781749999999,-9.81,0
0.0369,0.9933620267125,-0.361988999999999,-0.361988999999999,-9.81,0
0.037125,0.9932805791875,-0.364196249999999,-0.364196249999999,-9.81,0
0.03735,0.99319863503125,-0.366403499999999,-0.366403499999999,-9.81,0
0.037575,0.99311619424375,-0.368610749999999,-0.368610749999999,-9.81,0
0.0378,0.993033256825,-0.370817999999999,-0.370817999999999,-9.81,0
0.038025,0.992949822775,-0.373025249999999,-0.373025249999999,-9.81,0
0.03825,0.99286589209375,-0.375232499999999,-0.375232499999999,-9.81,0
0.038475,0.99278146478125,-0.377439749999999,-0.377439749999999,-9.81,0
0.0387,0.9926965408375,-0.379646999999999,-0.379646999999999,-9.81,0
0.038925,0.9926111202625,-0.381854249999999,-0.381854249999999,-9.81,0
0.03915,0.99252520305625,-0.384061499999999,-0.384061499999999,-9.81,0
0.039375,0.99243878921875,-0.386268749999999,-0.386268749999999,-9.81,0
0.0396,0.99235187875,-0.388475999999999,-0.388475999999999,-9.81,0
0.039825,0.99226447165,-0.390683249999999,-0.390683249999999,-9.81,0
0.04005,0.99217656791875,-0.392890499999999,-0.392890499999999,-9.81,0
0.040275,0.99208816755625,-0.395097749999999,-0.395097749999999,-9.81,0
0.0405,0.9919992705625,-0.397304999999999,-0.397304999999999,-9.81,0
0.040725,0.9919098769375,-0.399512249999999,-0.399512249999999,-9.81,0
0.04095,0.99181998668125,-0.401719499999999,-0.401719499999999,-9.81,0
0.041175,0.99172959979375,-0.403926749999999,-0.403926749999999,-9.81,0
0.0414,0.991638716275,-0.406133999999999,-0.406133999999999,-9.81,0
0.041625,0.991547336125,-0.408341249999999,-0.408341249999999,-9.81,0
0.04185,0.99145545934375,-0.410548499999999,-0.410548499999999,-9.81,0
0.042075,0.99136308593125,-0.412755749999999,-0.412755749999999,-9.81,0
0.0423,0.9912702158875,-0.414962999999999,-0.414962999999999,-9.81,0
0.042525,0.9911768492125,-0.417170249999999,-0.417170249999999,-9.81,0
0.04275,0.99108298590625,-0.419377499999999,-0.419377499999999,-9.81,0
0.042975,0.99098862596875,-0.421584749999999,-0.421584749999999,-9.81,0
0.0432,0.9908937694,-0.423791999999999,-0.423791999999999,-9.81,0
0.043425,0.9907984162,-0.425999249999999,-0.425999249999999,-9.81,0
0.04365,0.99070256636875,-0.428206499999999,-0.428206499999999,-9.81,0
0.043875,0.99060621990625,-0.430413749999999,-0.430413749999999,-9.81,0
0.0441,0.9905093768125,-0.432620999999999,-0.432620999999999,-9.81,0
0.044325,0.9904120370875,-0.434828249999999,-0.434828249999999,-9.81,0
0.04455,0.99031420073125,-0.437035499999999,-0.437035499999999,-9.81,0
0.044775,0.99021586774375,-0.439242749999999,-0.439242749999999,-9.81,0
0.045,0.990117038125,-0.441449999999999,-0.441449999999999,-9.81,0
0.045225,0.990017711875,-0.443657249999999,-0.443657249999999,-9.81,0
0.04545,0.98991788899375,-0.445864499999999,-0.445864499999999,-9.81,0
0.045675,0.98981756948125,-0.448071749999999,-0.448071749999999,-9.81,0
0.0459,0.9897167533375,-0.450278999999999,-0.450278999999999,-9.81,0
0.046125,0.9896154405625,-0.452486249999999,-0.452486249999999,-9.81,0
0.04635,0.98951363115625,-0.454693499999999,-0.454693499999999,-9.81,0
0.046575,0.98941132511875,-0.456900749999999,-0.456900749999999,-9.81,0
0.0468,0.98930852245,-0.459107999999999,-0.459107999999999,-9.81,0
0.047025,0.98920522315,-0.461315249999999,-0.461315249999999,-9.81,0
0.04725,0.98910142721875,-0.463522499999999,-0.463522499999999,-9.81,0
0.047475,0.98899713465625,-0.465729749999999,-0.465729749999999,-9.81,0
0.0477,0.9888923454625,-0.467936999999999,-0.467936999999999,-9.81,0
0.047925,0.9887870596375,-0.470144249999999,-0.470144249999999,-9.81,0
0.04815,0.98868127718125,-0.472351499999999,-0.472351499999999,-9.81,0
0.048375,0.98857499809375,-0.474558749999999,-0.474558749999999,-9.81,0
0.0486,0.988468222375,-0.476765999999999,-0.476765999999999,-9.81,0
0.048825,0.988360950025,-0.478973249999999,-0.478973249999999,-9.81,0
0.04905,0.98825318104375,-0.481180499999999,-0.481180499999999,-9.81,0
0.049275,0.98814491543125,-0.483387749999999,-0.483387749999999,-9.81,0
0.0495,0.9880361531875,-0.485594999999999,-0.485594999999999,-9.81,0
0.049725,0.9879268943125,-0.487802249999999,-0.487802249999999,-9.81,0
0.04995,0.98781713880625,-0.490009499999999,-0.490009499999999,-9.81,0
0.050175,0.98770688666875,-0.492216749999999,-0.492216749999999,-9.81,0
0.0504,0.9875961379,-0.494423999999999,-0.494423999999999,-9.81,0
0.050625,0.9874848925,-0.496631249999999,-0.496631249999999,-9.81,0
0.05085,0.98737315046875,-0.498838499999999,-0.498838499999999,-9.81,0
0.051075,0.98726091180625,-0.501045749999999,-0.501045749999999,-9.81,0
0.0513,0.9871481765125,-0.503252999999999,-0.503252999999999,-9.81,0
0.051525,0.9870349445875,-0.505460249999999,-0.505460249999999,-9.81,0
0.05175,0.98692121603125,-0.507667499999999,-0.507667499999999,-9.81,0
0.051975,0.98680699084375,-0.509874749999999,-0.509874749999999,-9.81,0
0.0522,0.986692269025,-0.512081999999999,-0.512081999999999,-9.81,0
0.052425,0.986577050575,-0.514289249999999,-0.514289249999999,-9.81,0
0.05265,0.98646133549375,-0.516496499999999,-0.516496499999999,-9.81,0
0.052875,0.98634512378125,-0.518703749999999,-0.518703749999999,-9.81,0
0.0531,0.9862284154375,-0.520910999999999,-0.520910999999999,-9.81,0
0.053325,0.9861112104625,-0.523118249999999,-0.523118249999999,-9.81,0
0.05355,0.98599350885625,-0.525325499999999,-0.525325499999999,-9.81,0
0.053775,0.98587531061875,-0.527532749999999,-0.527532749999999,-9.81,0
0.054,0.98575661575,-0.529739999999999,-0.529739999999999,-9.81,0
0.054225,0.98563742425,-0.531947249999999,-0.531947249999999,-9.81,0
0.05445,0.98551773611875,-0.534154499999999,-0.534154499999999,-9.81,0
0.054675,0.98539755135625,-0.536361749999999,-0.536361749999999,-9.81,0
0.0549,0.9852768699625,-0.538568999999999,-0.538568999999999,-9.81,0
0.055125,0.9851556919375,-0.540776249999999,-0.540776249999999,-9.81,0
0.05535,0.98503401728125,-0.542983499999999,-0.542983499999999,-9.81,0
0.055575,0.98491184599375,-0.545190749999999,-0.545190749999999,-9.81,0
0.0558,0.984789178075,-0.547397999999999,-0.547397999999999,-9.81,0
0.056025,0.984666013525,-0.549605249999999,-0.549605249999999,-9.81,0
0.05625,0.98454235234375,-0.551812499999999,-0.551812499999999,-9.81,0
0.056475,0.98441819453125,-0.554019749999999,-0.554019749999999,-9.81,0
0.0567,0.9842935400875,-0.556226999999999,-0.556226999999999,-9.81,0
0.056925,0.9841683890125,-0.558434249999999,-0.558434249999999,-9.81,0
0.05715,0.98404274130625,-0.560641499999999,-0.560641499999999,-9.81,0
0.057375,0.98391659696875,-0.562848749999999,-0.562848749999999,-9.81,0
0.0576,0.983789956,-0.565055999999999,-0.565055999999999,-9.81,0
0.057825,0.9836628184,-0.567263249999999,-0.567263249999999,-9.81,0
0.05805,0.98353518416875,-0.569470499999999,-0.569470499999999,-9.81,0
0.058275,0.98340705330625,-0.571677749999999,-0.571677749999999,-9.81,0
0.0585,0.9832784258125,-0.573884999999999,-0.573884999999999,-9.81,0
0.058725,0.9831493016875,-0.576092249999999,-0.576092249999999,-9.81,0
0.05895,0.98301968093125,-0.578299499999999,-0.578299499999999,-9.81,0
0.059175,0.98288956354375,-0.580506749999999,-0.580506749999999,-9.81,0
0.0594,0.982758949525,-0.582713999999999,-0.582713999999999,-9.81,0
0.059625,0.982627838875,-0.584921249999999,-0.584921249999999,-9.81,0
0.05985,0.98249623159375,-0.587128499999999,-0.587128499999999,-9.81,0
0.060075,0.98236412768125,-0.589335749999999,-0.589335749999999,-9.81,0
0.0603,0.9822315271375,-0.591542999999999,-0.591542999999999,-9.81,0
0.060525,0.9820984299625,-0.593750249999999,-0.593750249999999,-9.81,0
0.06075,0.98196483615625,-0.595957499999999,-0.595957499999999,-9.81,0
0.060975,0.98183074571875,-0.598164749999999,-0.598164749999999,-9.81,0
0.0612,0.98169615865,-0.600371999999999,-0.600371999999999,-9.81,0
0.061425,0.98156107495,-0.602579249999999,-0.602579249999999,-9.81,0
0.06165,0.98142549461875,-0.604786499999999,-0.604786499999999,-9.81,0
0.061875,0.98128941765625,-0.606993749999999,-0.606993749999999,-9.81,0
0.0621,0.9811528440625,-0.609200999999999,-0.609200999999999,-9.81,0
0.062325,0.9810157738375,-0.611408249999999,-0.611408249999999,-9.81,0
0.06255,0.98087820698125,-0.613615499999999,-0.613615499999999,-9.81,0
0.062775,0.98074014349375,-0.615822749999999,-0.615822749999999,-9.81,0
0.063,0.980601583375,-0.618029999999999,-0.618029999999999,-9.81,0
0.063225,0.980462526625,-0.620237249999999,-0.620237249999999,-9.81,0
0.06345,0.98032297324375,-0.622444499999999,-0.622444499999999,-9.81,0
0.063675,0.98018292323125,-0.624651749999999,-0.624651749999999,-9.81,0
0.0639,0.9800423765875,-0.626858999999999,-0.626858999999999,-9.81,0
0.064125,0.9799013333125,-0.629066249999998,-0.629066249999998,-9.81,0
0.06435,0.97975979340625,-0.631273499999998,-0.631273499999998,-9.81,0
0.064575,0.97961775686875,-0.633480749999998,-0.633480749999998,-9.81,0
0.0648,0.9794752237,-0.635687999999998,-0.635687999999998,-9.81,0
0.065025,0.9793321939,-0.637895249999998,-0.637895249999998,-9.81,0
0.06525,0.97918866746875,-0.640102499999998,-0.640102499999998,-9.81,0
0.065475,0.97904464440625,-0.642309749999998,-0.642309749999998,-9.81,0
0.0657,0.9789001247125,-0.644516999999998,-0.644516999999998,-9.81,0
0.065925,0.9787551083875,-0.646724249999998,-0.646724249999998,-9.81,0
0.06615,0.97860959543125,-0.648931499999998,-0.648931499999998,-9.81,0
0.066375,0.97846358584375,-0.651138749999998,-0.651138749999998,-9.81,0
0.0666,0.978317079625,-0.653345999999998,-0.653345999999998,-9.81,0
0.066825,0.978170076775,-0.655553249999998,-0.655553249999998,-9.81,0
0.06705,0.97802257729375,-0.657760499999998,-0.657760499999998,-9.81,0
0.067275,0.97787458118125,-0.659967749999998,-0.659967749999998,-9.81,0
0.0675,0.9777260884375,-0.662174999999998,-0.662174999999998,-9.81,0
0.067725,0.9775770990625,-0.664382249999998,-0.664382249999998,-9.81,0
0.06795,0.97742761305625,-0.666589499999998,-0.666589499999998,-9.81,0
0.068175,0.97727763041875,-0.668796749999998,-0.668796749999998,-9.81,0
0.0684,0.97712715115,-0.671003999999998,-0.671003999999998,-9.81,0
0.068625,0.97697617525,-0.673211249999998,-0.673211249999998,-9.81,0
0.06885,0.97682470271875,-0.675418499999998,-0.675418499999998,-9.81,0
0.069075,0.97667273355625,-0.677625749999998,-0.677625749999998,-9.81,0
0.0693,0.9765202677625,-0.679832999999998,-0.679832999999998,-9.81,0
0.069525,0.9763673053375,-0.682040249999998,-0.682040249999998,-9.81,0
0.06975,0.97621384628125,-0.684247499999998,-0.684247499999998,-9.81,0
0.069975,0.97605989059375,-0.686454749999998,-0.686454749999998,-9.81,0
0.0702,0.975905438275,-0.688661999999998,-0.688661999999998,-9.81,0
0.070425,0.975750489325,-0.690869249999998,-0.690869249999998,-9.81,0
0.07065,0.97559504374375,-0.693076499999998,-0.693076499999998,-9.81,0
0.070875,0.97543910153125,-0.695283749999998,-0.695283749999998,-9.81,0
0.0711,0.9752826626875,-0.697490999999998,-0.697490999999998,-9.81,0
0.071325,0.9751257272125,-0.699698249999998,-0.699698249999998,-9.81,0
0.07155,0.97496829510625,-0.701905499999998,-0.701905499999998,-9.81,0
0.071775,0.97481036636875,-0.704112749999998,-0.704112749999998,-9.81,0
0.072,0.974651941,-0.706319999999998,-0.706319999999998,-9.81,0
0.072225,0.974493019,-0.708527249999998,-0.708527249999998,-9.81,0
0.07245,0.97433360036875,-0.710734499999998,-0.710734499999998,-9.81,0
0.072675,0.97417368510625,-0.712941749999998,-0.712941749999998,-9.81,0
0.0729,0.9740132732125,-0.715148999999998,-0.715148999999998,-9.81,0
0.073125,0.9738523646875,-0.717356249999998,-0.717356249999998,-9.81,0
0.07335,0.97369095953125,-0.719563499999998,-0.719563499999998,-9.81,0
0.073575,0.97352905774375,-0.721770749999998,-0.721770749999998,-9.81,0
0.0738,0.973366659325,-0.723977999999998,-0.723977999999998,-9.81,0
0.074025,0.973203764275,-0.726185249999998,-0.726185249999998,-9.81,0
0.07425,0.97304037259375,-0.728392499999998,-0.728392499999998,-9.81,0
0.074475,0.97287648428125,-0.730599749999998,-0.730599749999998,-9.81,0
0.0747,0.9727120993375,-0.732806999999998,-0.732806999999998,-9.81,0
0.074925,0.9725472177625,-0.735014249999998,-0.735014249999998,-9.81,0
0.07515,0.97238183955625,-0.737221499999998,-0.737221499999998,-9.81,0
0.075375,0.97221596471875,-0.739428749999998,-0.739428749999998,-9.81,0
0.0756,0.97204959325,-0.741635999999998,-0.741635999999998,-9.81,0
0.075825,0.97188272515,-0.743843249999998,-0.743843249999998,-9.81,0
0.07605,0.97171536041875,-0.746050499999998,-0.746050499999998,-9.81,0
0.076275,0.97154749905625,-0.748257749999998,-0.748257749999998,-9.81,0
0.0765,0.9713791410625,-0.750464999999998,-0.750464999999998,-9.81,0
0.076725,0.9712102864375,-0.752672249999998,-0.752672249999998,-9.81,0
0.07695,0.97104093518125,-0.754879499999998,-0.754879499999998,-9.81,0
0.077175,0.97087108729375,-0.757086749999998,-0.757086749999998,-9.81,0
0.0774,0.970700742775,-0.759293999999998,-0.759293999999998,-9.81,0
0.077625,0.970529901625,-0.761501249999998,-0.761501249999998,-9.81,0
0.07785,0.97035856384375,-0.763708499999998,-0.763708499999998,-9.81,0
0.078075,0.97018672943125,-0.765915749999998,-0.765915749999998,-9.81,0
0.0783,0.9700143983875,-0.768122999999998,-0.768122999999998,-9.81,0
0.078525,0.9698415707125,-0.770330249999998,-0.770330249999998,-9.81,0
0.07875,0.96966824640625,-0.772537499999998,-0.772537499999998,-9.81,0
0.078975,0.96949442546875,-0.774744749999998,-0.774744749999998,-9.81,0
0.0792,0.9693201079,-0.776951999999998,-0.776951999999998,-9.81,0
0.079425,0.9691452937,-0.779159249999998,-0.779159249999998,-9.81,0
0.07965,0.96896998286875,-0.781366499999998,-0.781366499999998,-9.81,0
0.079875,0.96879417540625,-0.783573749999998,-0.783573749999998,-9.81,0
0.0801,0.9686178713125,-0.785780999999998,-0.785780999999998,-9.81,0
0.080325,0.9684410705875,-0.787988249999998,-0.787988249999998,-9.81,0
0.08055,0.96826377323125,-0.790195499999998,-0.790195499999998,-9.81,0
0.080775,0.96808597924375,-0.792402749999998,-0.792402749999998,-9.81,0
0.081,0.967907688625,-0.794609999999998,-0.794609999999998,-9.81,0
0.081225,0.967728901375,-0.796817249999998,-0.796817249999998,-9.81,0
0.08145,0.96754961749375,-0.799024499999998,-0.799024499999998,-9.81,0
0.081675,0.96736983698125,-0.801231749999998,-0.801231749999998,-9.81,0
0.0819,0.9671895598375,-0.803438999999998,-0.803438999999998,-9.81,0
0.082125,0.9670087860625,-0.805646249999998,-0.805646249999998,-9.81,0
0.08235,0.96682751565625,-0.807853499999998,-0.807853499999998,-9.81,0
0.082575,0.96664574861875,-0.810060749999998,-0.810060749999998,-9.81,0
0.0828,0.96646348495,-0.812267999999998,-0.812267999999998,-9.81,0
0.083025,0.96628072465,-0.814475249999998,-0.814475249999998,-9.81,0
0.08325,0.96609746771875,-0.816682499999998,-0.816682499999998,-9.81,0
0.083475,0.96591371415625,-0.818889749999998,-0.818889749999998,-9.81,0
0.0837,0.9657294639625,-0.821096999999998,-0.821096999999998,-9.81,0
0.083925,0.9655447171375,-0.823304249999998,-0.823304249999998,-9.81,0
0.08415,0.96535947368125,-0.825511499999998,-0.825511499999998,-9.81,0
0.084375,0.96517373359375,-0.827718749999998,-0.827718749999998,-9.81,0
0.0846,0.964987496875,-0.829925999999998,-0.829925999999998,-9.81,0
0.084825,0.964800763525,-0.832133249999998,-0.832133249999998,-9.81,0
0.08505,0.96461353354375,-0.834340499999998,-0.834340499999998,-9.81,0
0.085275,0.96442580693125,-0.836547749999998,-0.836547749999998,-9.81,0
0.0855,0.9642375836875,-0.838754999999998,-0.838754999999998,-9.81,0
0.085725,0.9640488638125,-0.840962249999998,-0.840962249999998,-9.81,0
0.08595,0.96385964730625,-0.843169499999998,-0.843169499999998,-9.81,0
0.086175,0.96366993416875,-0.845376749999998,-0.845376749999998,-9.81,0
