"Time","qinj@expseu_","q@INJ01","sacp@INJ01","x1@INJ01","volume@INJ01","pa@DVALV01","lca@PUMP01","p1@PUMP01"
0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,5.000000000000000E+01,1.000000000000000E-09,0.000000000000000E+00,1.000000000000000E+01,0.000000000000000E+00,2.500000000000000E+00
1.000000000000000E-05,-1.637955305543500E-09,-9.831609265711700E-09,4.999999998689000E+01,1.000000000000000E-09,-1.637955305543500E-15,9.935499617051100E+00,1.274403612530700E-08,2.499866882733600E+00
2.000000000000000E-05,-3.276556425928400E-09,-9.831616249752500E-09,4.999999998689000E+01,1.000000000000000E-09,-3.276556425928400E-15,9.935999734569400E+00,2.955929452989700E-08,2.500050727860100E+00
3.000000000000000E-05,-4.915157677751200E-09,-9.831609265711700E-09,4.999999998689000E+01,1.000000000000000E-09,-4.915157677751200E-15,9.974688031731899E+00,5.173866356894000E-08,2.500094867718800E+00
4.000000000000000E-05,-6.553759050072600E-09,-9.831616249752500E-09,4.999999998689000E+01,1.000000000000000E-09,-6.553759050072600E-15,9.961544240370900E+00,8.057503159760899E-08,2.499988624810700E+00
5.000000000000000E-05,-8.192360527161300E-09,-9.831609265711700E-09,4.999999998689000E+01,1.000000000000000E-09,-8.192360527161300E-15,9.939780909487400E+00,1.173612869710800E-07,2.500009014295700E+00
6.000000000000000E-05,-9.830962092802601E-09,-9.831602281670901E-09,4.999999998689000E+01,1.000000000000000E-09,-9.830962092802600E-15,9.957279030039400E+00,1.633903180445100E-07,2.500110105643200E+00
6.999999999999999E-05,-1.146956372552200E-08,-9.831616249752500E-09,4.999999998689000E+01,1.000000000000000E-09,-1.146956372552200E-14,9.967368018968100E+00,2.199550131730800E-07,2.500043518349200E+00
8.000000000000001E-05,-1.310816540672600E-08,-9.831609265711700E-09,4.999999998689000E+01,1.000000000000000E-09,-1.310816540672600E-14,9.952696666305100E+00,2.883482607119700E-07,2.500032285235500E+00
9.000000000000001E-05,-1.474676711244100E-08,-9.831616249752500E-09,4.999999998689000E+01,1.000000000000000E-09,-1.474676711244100E-14,9.952455864506700E+00,3.698629490163400E-07,2.500117087479900E+00
1.000000000000000E-04,-1.638536882501300E-08,-9.831609265711700E-09,4.999999998689000E+01,1.000000000000000E-09,-1.638536882501300E-14,9.963418459779399E+00,4.657919664413600E-07,2.500157618672600E+00
1.100000000000000E-04,-1.802397052107600E-08,-9.831609265711700E-09,4.999999998689000E+01,1.000000000000000E-09,-1.802397052107600E-14,9.960984839706599E+00,5.774282013422000E-07,2.500126571786900E+00
1.200000000000000E-04,-1.966257218356400E-08,-9.831616249752500E-09,4.999999998689000E+01,1.000000000000000E-09,-1.966257218356400E-14,9.956093544189500E+00,7.060645420740500E-07,2.500206143346100E+00
1.300000000000000E-04,-2.130117379962100E-08,-9.831623233793300E-09,4.999999998689000E+01,1.000000000000000E-09,-2.130117379962100E-14,9.961288647416399E+00,8.529938769920600E-07,2.500321239165100E+00
1.400000000000000E-04,-2.293977535827500E-08,-9.831609265711700E-09,4.999999998689000E+01,1.000000000000000E-09,-2.293977535827500E-14,9.964405223855200E+00,1.019508582538700E-06,2.500345769939700E+00
1.500000000000000E-04,-2.457837684922200E-08,-9.831609265711700E-09,4.999999998689000E+01,1.000000000000000E-09,-2.457837684922200E-14,9.961435353174000E+00,1.206391170053200E-06,2.500412303150300E+00
1.600000000000000E-04,-2.621697827031200E-08,-9.831616249752500E-09,4.999999998689000E+01,1.000000000000000E-09,-2.621697827031200E-14,9.962449487637199E+00,1.412957520834800E-06,2.500555359488000E+00
1.700000000000000E-04,-2.785557962147900E-08,-9.831616249752500E-09,4.999999998689000E+01,1.000000000000000E-09,-2.785557962147900E-14,9.965954707476300E+00,1.638261416852200E-06,2.500639884308000E+00
1.800000000000000E-04,-2.949418090638600E-08,-9.831623233793300E-09,4.999999998689000E+01,1.000000000000000E-09,-2.949418090638600E-14,9.965766660498000E+00,1.881356640074400E-06,2.500696456932400E+00
1.900000000000000E-04,-3.113278213543500E-08,-9.831546409344300E-09,4.999999998689000E+01,1.000000000000000E-09,-3.113278213543500E-14,9.965349581108800E+00,2.141296972470400E-06,2.500818838397400E+00
2.000000000000000E-04,-3.277138330836200E-08,-9.831609265711700E-09,4.999999998689000E+01,1.000000000000000E-09,-3.277138330836200E-14,9.967738582680401E+00,2.417136196009100E-06,2.500935742782400E+00
2.100000000000000E-04,-3.440998444698300E-08,-9.831609265711700E-09,4.999999998689000E+01,1.000000000000000E-09,-3.440998444698300E-14,9.969028642084000E+00,2.707928092659300E-06,2.501001214367100E+00
2.200000000000000E-04,-3.604858556181100E-08,-9.831609265711700E-09,4.999999998689000E+01,1.000000000000000E-09,-3.604858556181100E-14,9.968783605056601E+00,3.012726444390100E-06,2.501094606279900E+00
2.300000000000000E-04,-3.768718666612300E-08,-9.831609265711700E-09,4.999999998689000E+01,1.000000000000000E-09,-3.768718666612300E-14,9.970047674827400E+00,3.330585033170400E-06,2.501211349530000E+00
