"time","J1_w","J2_w","J3_w","J4_w"
0.001,9.99,0.01,-5.20417e-17,-5.29053e-17
0.004,9.96188,0.0399999,1.26288e-15,1.26238e-15
0.007,9.93658,0.0699995,1.08247e-15,1.07986e-15
0.01,9.91403,0.0999982,4.44089e-16,4.40643e-16
0.013,9.8942,0.129996,-4.16334e-16,-4.21233e-16
0.016,9.87697,0.159991,1.38778e-15,1.38204e-15
0.019,9.86224,0.189985,6.66134e-16,6.59518e-16
0.022,9.84988,0.219976,6.66134e-16,6.58882e-16
0.025,9.83972,0.249964,1.38778e-15,1.37978e-15
0.028,9.8316,0.279949,9.4369e-16,9.3543e-16
0.031,9.82532,0.30993,1.05471e-15,1.04638e-15
0.034,9.82066,0.339907,8.88178e-16,8.79657e-16
0.037,9.81741,0.369879,-1.60982e-15,-1.61836e-15
0.04,9.81533,0.399846,-1.4988e-15,-1.50732e-15
0.043,9.81417,0.429807,1.66533e-16,1.58212e-16
0.046,9.81367,0.459762,-7.21645e-16,-7.2977e-16
0.049,9.81358,0.489711,-3.88578e-16,-3.96491e-16
0.052,9.81363,0.519654,-1.88738e-15,-1.89505e-15
0.055,9.81355,0.549589,-1.77636e-15,-1.78389e-15
0.058,9.81308,0.579516,-1.77636e-15,-1.78369e-15
0.061,9.81196,0.609435,-3.44169e-15,-3.44889e-15
0.065,9.80901,0.649315,-4.32987e-15,-4.33695e-15
0.068,9.80539,0.679213,-6.10623e-15,-6.11337e-15
0.071,9.80031,0.709103,-6.88338e-15,-6.8907e-15
0.074,9.79354,0.738982,-8.21565e-15,-8.22307e-15
0.077,9.78487,0.768851,-9.99201e-15,-9.99998e-15
0.08,9.77413,0.79871,-1.12133e-14,-1.12221e-14
0.083,9.76114,0.828557,-1.23235e-14,-1.23325e-14
0.086,9.74575,0.858392,-1.23235e-14,-1.23338e-14
0.089,9.72784,0.888216,-1.14353e-14,-1.14467e-14
0.092,9.7073,0.918027,-1.09912e-14,-1.1003e-14
0.095,9.68404,0.947825,-1.15463e-14,-1.15597e-14
0.098,9.65802,0.97761,-1.07692e-14,-1.07842e-14
0.101,9.62919,1.00738,-1.13243e-14,-1.13404e-14
0.104,9.59755,1.03714,-1.13243e-14,-1.13434e-14
0.107,9.56311,1.06688,-9.99201e-15,-1.00122e-14
0.11,9.52593,1.09661,-1.11022e-14,-1.11242e-14
0.113,9.48606,1.12632,-9.99201e-15,-1.00189e-14
0.116,9.44359,1.15602,-9.76996e-15,-9.7999e-15
0.119,9.39865,1.1857,-7.10543e-15,-7.14022e-15
0.122,9.35135,1.21536,-6.43929e-15,-6.47574e-15
0.126,9.28493,1.25488,-4.88498e-15,-4.92609e-15
0.129,9.23281,1.2845,-5.77316e-15,-5.8158e-15
0.132,9.17894,1.31411,-5.55112e-15,-5.5982e-15
0.135,9.12354,1.3437,-5.77316e-15,-5.82506e-15
0.138,9.06684,1.37326,-7.10543e-15,-7.16245e-15
0.141,9.00907,1.40281,-7.32747e-15,-7.38987e-15
0.144,8.9505,1.43234,-6.88338e-15,-6.95134e-15
0.147,8.89137,1.46185,-6.88338e-15,-6.95704e-15
0.15,8.83195,1.49133,-6.66134e-15,-6.73824e-15
0.153,8.77251,1.5208,-6.21725e-15,-6.2949e-15
0.156,8.71331,1.55024,-7.10543e-15,-7.18628e-15
0.159,8.65462,1.57967,-7.54952e-15,-7.63345e-15
0.162,8.5967,1.60907,-8.43769e-15,-8.52704e-15
0.165,8.5398,1.63844,-7.99361e-15,-8.08561e-15
0.168,8.48416,1.6678,-8.88178e-15,-8.97866e-15
0.171,8.43003,1.69713,-7.77156e-15,-7.87045e-15
0.174,8.37761,1.72644,-7.99361e-15,-8.09661e-15
0.177,8.32712,1.75572,-6.88338e-15,-6.9888e-15
0.18,8.27875,1.78498,-7.99361e-15,-8.10219e-15
0.183,8.23266,1.81421,-6.66134e-15,-6.77129e-15
0.186,8.189,1.84342,-4.44089e-15,-4.55291e-15
0.189,8.14791,1.8726,-4.88498e-15,-4.9997e-15
0.192,8.10949,1.90175,-3.33067e-15,-3.44747e-15
0.195,8.07382,1.93088,-3.10862e-15,-3.22938e-15
0.198,8.04096,1.95998,-4.66294e-15,-4.78572e-15
0.201,8.01095,1.98905,-5.77316e-15,-5.89856e-15
0.204,7.98379,2.0181,-5.77316e-15,-5.9005e-15
0.207,7.95946,2.04711,-7.10543e-15,-7.23279e-15
0.21,7.93793,2.0761,-6.66134e-15,-6.78932e-15
0.213,7.91913,2.10506,-6.66134e-15,-6.78993e-15
0.216,7.90297,2.13399,-5.32907e-15,-5.45827e-15
0.219,7.88934,2.16289,-6.21725e-15,-6.34647e-15
0.222,7.8781,2.19175,-6.21725e-15,-6.34718e-15
0.225,7.8691,2.22059,-7.10543e-15,-7.2357e-15
0.228,7.86216,2.24939,-6.66134e-15,-6.79194e-15
0.231,7.85708,2.27817,-6.21725e-15,-6.34813e-15
0.234,7.85366,2.30691,-6.21725e-15,-6.34816e-15
0.237,7.85167,2.33562,-7.10543e-15,-7.23631e-15
0.24,7.85088,2.36429,-7.10543e-15,-7.23613e-15
0.243,7.85104,2.39293,-5.77316e-15,-5.90354e-15
0.246,7.85189,2.42154,-5.32907e-15,-5.45921e-15
0.249,7.85317,2.45011,-4.88498e-15,-5.01477e-15
0.253,7.8551,2.48816,-4.88498e-15,-5.01468e-15
0.256,7.85636,2.51665,-5.77316e-15,-5.90252e-15
0.259,7.85717,2.54511,-6.21725e-15,-6.34653e-15
0.262,7.85727,2.57353,-5.32907e-15,-5.45797e-15
0.265,7.85641,2.60191,-5.32907e-15,-5.45774e-15
0.268,7.85435,2.63026,-5.77316e-15,-5.90179e-15
0.271,7.85084,2.65857,-5.32907e-15,-5.45779e-15
0.274,7.84568,2.68684,-6.21725e-15,-6.34613e-15
0.277,7.83865,2.71508,-5.77316e-15,-5.9024e-15
0.28,7.82957,2.74327,-5.32907e-15,-5.45884e-15
0.283,7.81827,2.77143,-5.77316e-15,-5.90367e-15
0.286,7.8046,2.79955,-4.88498e-15,-5.0168e-15
0.289,7.78843,2.82763,-5.32907e-15,-5.46215e-15
0.292,7.76966,2.85567,-5.77316e-15,-5.90811e-15
0.295,7.7482,2.88366,-5.77316e-15,-5.90999e-15
0.298,7.72401,2.91162,-5.77316e-15,-5.91189e-15
0.301,7.69703,2.93954,-5.32907e-15,-5.47036e-15
0.304,7.66727,2.96741,-5.32907e-15,-5.47169e-15
0.307,7.63475,2.99524,-4.44089e-15,-4.58549e-15
0.31,7.5995,3.02303,-5.77316e-15,-5.92038e-15
0.313,7.5616,3.05078,-5.77316e-15,-5.92237e-15
0.316,7.52112,3.07848,-7.10543e-15,-7.2585e-15
0.319,7.4782,3.10614,-5.77316e-15,-5.92815e-15
0.322,7.43295,3.13376,-5.32907e-15,-5.48904e-15
0.325,7.38555,3.16133,-5.32907e-15,-5.48951e-15
0.328,7.33616,3.18886,-5.77316e-15,-5.93704e-15
0.331,7.28498,3.21634,-5.77316e-15,-5.9384e-15
0.334,7.23222,3.24378,-4.88498e-15,-5.05447e-15
0.337,7.17811,3.27117,-3.9968e-15,-4.16834e-15
0.34,7.12288,3.29851,-3.9968e-15,-4.17317e-15
0.343,7.06679,3.32581,-2.66454e-15,-2.84342e-15
0.346,7.01008,3.35306,-1.77636e-15,-1.96042e-15
0.349,6.95302,3.38026,-1.33227e-15,-1.52159e-15
0.352,6.89587,3.40742,-1.77636e-15,-1.96845e-15
0.355,6.83891,3.43452,-1.77636e-15,-1.96866e-15
0.358,6.78239,3.46158,-2.22045e-15,-2.41538e-15
0.361,6.72658,3.48859,-1.77636e-15,-1.97626e-15
0.364,6.67174,3.51555,-2.66454e-15,-2.86918e-15
0.367,6.61811,3.54246,-1.77636e-15,-1.98295e-15
0.37,6.56593,3.56932,-1.77636e-15,-1.98456e-15
0.373,6.51542,3.59613,-1.33227e-15,-1.5442e-15
0.376,6.4668,3.62289,-8.88178e-16,-1.10465e-15
0.379,6.42026,3.64959,-8.88178e-16,-1.10745e-15
0.382,6.37598,3.67625,-1.33227e-15,-1.55506e-15
0.385,6.33411,3.70285,-1.33227e-15,-1.55675e-15
0.388,6.29479,3.7294,-8.88178e-16,-1.11502e-15
0.391,6.25813,3.7559,-1.33227e-15,-1.56084e-15
0.394,6.22423,3.78234,-1.77636e-15,-2.00852e-15
0.397,6.19315,3.80874,-2.22045e-15,-2.45303e-15
0.401,6.15616,3.83384,0.01,-2.22912e-15
0.404,6.13178,3.8301,0.04,-2.44249e-15
0.407,6.11026,3.82631,0.07,-1.77636e-15
0.41,6.09157,3.82247,0.1,-1.9984e-15
0.413,6.07563,3.81857,0.13,-1.77636e-15
0.416,6.06235,3.81461,0.16,-2.88658e-15
0.419,6.05163,3.8106,0.19,-2.66454e-15
0.422,6.04333,3.80653,0.22,-2.88658e-15
0.425,6.03729,3.8024,0.25,-2.66454e-15
0.428,6.03334,3.79821,0.28,-2.44249e-15
0.431,6.03128,3.79397,0.31,-3.10862e-15
0.434,6.0309,3.78967,0.34,-3.77476e-15
0.437,6.03198,3.78531,0.37,-3.9968e-15
0.44,6.03428,3.78089,0.4,-4.21885e-15
0.443,6.03756,3.77641,0.43,-4.44089e-15
0.446,6.04155,3.77188,0.46,-5.9952e-15
0.449,6.04601,3.76728,0.49,-4.88498e-15
0.452,6.05066,3.76262,0.52,-4.21885e-15
0.455,6.05523,3.75791,0.55,-5.32907e-15
0.458,6.05947,3.75313,0.58,-5.9952e-15
0.461,6.06311,3.74829,0.61,-6.21725e-15
0.464,6.0659,3.74338,0.64,-6.43929e-15
0.467,6.06758,3.73842,0.67,-6.66134e-15
0.47,6.06793,3.73339,0.7,-6.88338e-15
0.473,6.06672,3.7283,0.73,-6.66134e-15
0.476,6.06373,3.72315,0.76,-6.88338e-15
0.479,6.05878,3.71793,0.79,-7.54952e-15
0.482,6.05169,3.71265,0.82,-7.77156e-15
0.485,6.0423,3.70731,0.85,-7.99361e-15
0.488,6.03048,3.7019,0.88,-8.21565e-15
0.491,6.01611,3.69642,0.91,-7.99361e-15
0.494,5.99911,3.69088,0.94,-8.21565e-15
0.497,5.97941,3.68528,0.97,-7.99361e-15
0.5,5.95696,3.67961,1,-8.65974e-15
0.503,5.93176,3.67387,1.03,-8.88178e-15
0.506,5.9038,3.66807,1.06,-9.54792e-15
0.509,5.87313,3.66219,1.09,-9.32587e-15
0.512,5.8398,3.65626,1.12,-9.54792e-15
0.515,5.8039,3.65025,1.15,-8.88178e-15
0.518,5.76552,3.64417,1.18,-8.65974e-15
0.521,5.72481,3.63803,1.21,-7.99361e-15
0.524,5.68191,3.63182,1.24,-7.77156e-15
0.527,5.63698,3.62554,1.27,-8.43769e-15
0.53,5.59022,3.61919,1.3,-8.65974e-15
0.533,5.54184,3.61277,1.33,-9.32587e-15
0.536,5.49205,3.60628,1.36,-9.10383e-15
0.539,5.44108,3.59972,1.39,-8.43769e-15
0.542,5.38919,3.59309,1.42,-8.65974e-15
0.545,5.33663,3.58639,1.45,-7.99361e-15
0.548,5.28365,3.57961,1.48,-7.77156e-15
0.551,5.23052,3.57277,1.51,-7.99361e-15
0.554,5.1775,3.56585,1.54,-7.32747e-15
0.557,5.12487,3.55886,1.57,-7.10543e-15
0.56,5.07289,3.5518,1.6,-7.10543e-15
0.563,5.02181,3.54466,1.63,-6.43929e-15
0.566,4.97188,3.53745,1.66,-6.66134e-15
0.569,4.92335,3.53017,1.69,-6.66134e-15
0.572,4.87644,3.52281,1.72,-6.66134e-15
0.575,4.83138,3.51538,1.75,-5.9952e-15
0.578,4.78835,3.50787,1.78,-7.32747e-15
0.581,4.74755,3.50029,1.81,-6.21725e-15
0.584,4.70914,3.49264,1.84,-5.77316e-15
0.587,4.67326,3.48491,1.87,-6.21725e-15
0.59,4.64002,3.4771,1.9,-6.43929e-15
0.593,4.60954,3.46921,1.93,-6.21725e-15
0.596,4.58188,3.46125,1.96,-5.9952e-15
0.599,4.5571,3.45322,1.99,-6.88338e-15
0.602,4.53521,3.4451,2.02,-6.21725e-15
0.605,4.51623,3.43691,2.05,-4.44089e-15
0.608,4.50012,3.42864,2.08,-4.44089e-15
0.611,4.48683,3.42029,2.11,-2.66454e-15
0.614,4.4763,3.41187,2.14,-1.33227e-15
0.617,4.46842,3.40336,2.17,-8.88178e-16
0.62,4.46307,3.39478,2.2,0
0.623,4.46012,3.38611,2.23,8.88178e-16
0.626,4.45939,3.37737,2.26,8.88178e-16
0.629,4.46071,3.36855,2.29,1.77636e-15
0.632,4.46388,3.35964,2.32,1.77636e-15
0.635,4.46867,3.35066,2.35,8.88178e-16
0.638,4.47487,3.34159,2.38,1.77636e-15
0.641,4.48224,3.33245,2.41,3.10862e-15
0.644,4.49051,3.32322,2.44,3.9968e-15
0.647,4.49944,3.31391,2.47,5.32907e-15
0.65,4.50876,3.30452,2.5,5.77316e-15
0.653,4.51821,3.29505,2.53,7.10543e-15
0.656,4.52752,3.28549,2.56,7.99361e-15
0.659,4.53643,3.27585,2.59,8.88178e-15
0.662,4.54468,3.26613,2.62,8.88178e-15
0.665,4.55201,3.25632,2.65,9.76996e-15
0.668,4.55818,3.24643,2.68,1.15463e-14
0.671,4.56295,3.23646,2.71,1.15463e-14
0.674,4.56612,3.2264,2.74,1.19904e-14
0.677,4.56747,3.21626,2.77,1.24345e-14
0.68,4.56681,3.20603,2.8,1.37668e-14
0.683,4.56398,3.19572,2.83,1.46549e-14
0.686,4.55883,3.18532,2.86,1.55431e-14
0.689,4.55122,3.17483,2.89,1.64313e-14
0.692,4.54106,3.16426,2.92,1.73195e-14
0.695,4.52826,3.15361,2.95,1.90958e-14
0.698,4.51276,3.14286,2.98,1.86517e-14
0.701,4.49453,3.13203,3.01,2.08722e-14
0.704,4.47357,3.12112,3.04,2.13163e-14
0.707,4.44988,3.11011,3.07,2.17604e-14
0.71,4.42351,3.09902,3.1,2.22045e-14
0.713,4.39453,3.10843,3.10941,2.22045e-14
0.716,4.36303,3.1178,3.11878,2.22045e-14
0.719,4.32912,3.12712,3.1281,2.22045e-14
0.722,4.29294,3.1364,3.13737,2.17604e-14
0.725,4.25464,3.14563,3.14661,2.17604e-14
0.728,4.21441,3.15482,3.1558,2.26485e-14
